P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,C,C2,C3,CN,CO,CO2,C(gr)
0.001,3.100000e+03,2.000000e+02,2.973360e+01,2.818600e-05,1.763260e-10,1.601810e-13,1.177980e-03,1.249980e-21,1.225880e-01,8.290450e-02,7.846490e-01,6.334810e-03,2.317700e-03,5.500230e-15,0.000000e+00
0.001,3.125000e+03,2.000000e+02,3.010250e+01,3.158690e-05,2.146510e-10,1.786660e-13,1.096280e-03,1.579450e-21,1.394390e-01,8.872280e-02,7.620620e-01,6.365630e-03,2.283360e-03,5.597700e-15,0.000000e+00
0.001,3.150000e+03,2.000000e+02,3.051230e+01,3.527560e-05,2.603430e-10,1.984900e-13,1.017990e-03,1.986090e-21,1.580820e-01,9.460700e-02,7.376340e-01,6.377440e-03,2.245850e-03,5.681620e-15,0.000000e+00
0.001,3.175000e+03,2.000000e+02,3.096770e+01,3.926140e-05,3.146200e-10,2.196470e-13,9.432200e-04,2.485480e-21,1.786150e-01,1.004970e-01,7.113310e-01,6.369580e-03,2.205070e-03,5.750580e-15,0.000000e+00
0.001,3.200000e+03,2.000000e+02,3.147390e+01,4.355270e-05,3.788640e-10,2.421230e-13,8.720740e-04,3.095840e-21,2.011180e-01,1.063220e-01,6.831430e-01,6.341530e-03,2.160940e-03,5.803340e-15,0.000000e+00
0.001,3.225000e+03,2.000000e+02,3.203670e+01,4.815710e-05,4.546490e-10,2.659010e-13,8.046290e-04,3.838460e-21,2.256530e-01,1.120000e-01,6.530880e-01,6.293010e-03,2.113400e-03,5.838860e-15,0.000000e+00
0.001,3.250000e+03,2.000000e+02,3.266190e+01,5.308200e-05,5.437640e-10,2.909640e-13,7.409470e-04,4.738220e-21,2.522550e-01,1.174410e-01,6.212240e-01,6.223930e-03,2.062490e-03,5.856420e-15,0.000000e+00
0.001,3.275000e+03,2.000000e+02,3.335620e+01,5.833530e-05,6.482530e-10,3.173030e-13,6.810750e-04,5.824280e-21,2.809270e-01,1.225420e-01,5.876480e-01,6.134520e-03,2.008290e-03,5.855660e-15,0.000000e+00
0.001,3.300000e+03,2.000000e+02,3.412630e+01,6.392640e-05,7.704570e-10,3.449360e-13,6.250480e-04,7.131180e-21,3.116310e-01,1.271960e-01,5.525080e-01,6.025310e-03,1.950960e-03,5.836770e-15,0.000000e+00
0.001,3.325000e+03,2.000000e+02,3.497890e+01,6.986780e-05,9.130870e-10,3.739190e-13,5.728870e-04,8.700200e-21,3.442810e-01,1.312850e-01,5.160030e-01,5.897170e-03,1.890750e-03,5.800470e-15,0.000000e+00
0.001,3.350000e+03,2.000000e+02,3.592080e+01,7.617710e-05,1.079320e-09,4.043710e-13,5.245990e-04,1.058160e-20,3.787360e-01,1.346920e-01,4.783910e-01,5.751380e-03,1.828000e-03,5.748230e-15,0.000000e+00
0.001,3.375000e+03,2.000000e+02,3.695790e+01,8.288000e-05,1.272910e-09,4.365040e-13,4.801820e-04,1.283760e-20,4.147940e-01,1.373000e-01,4.399900e-01,5.589610e-03,1.763160e-03,5.682260e-15,0.000000e+00
0.001,3.400000e+03,2.000000e+02,3.809500e+01,9.001350e-05,1.498400e-09,4.706560e-13,4.396200e-04,1.554720e-20,4.521870e-01,1.390000e-01,4.011730e-01,5.413970e-03,1.696800e-03,5.605600e-15,0.000000e+00
0.001,3.425000e+03,2.000000e+02,3.933470e+01,9.763030e-05,1.761370e-09,5.073380e-13,4.028830e-04,1.881280e-20,4.905790e-01,1.396950e-01,3.623690e-01,5.226960e-03,1.629590e-03,5.522160e-15,0.000000e+00
0.001,3.450000e+03,2.000000e+02,4.067690e+01,1.058040e-04,2.068760e-09,5.472810e-13,3.699270e-04,2.276990e-20,5.295720e-01,1.393120e-01,3.240470e-01,5.031440e-03,1.562260e-03,5.436690e-15,0.000000e+00
0.001,3.475000e+03,2.000000e+02,4.211730e+01,1.146330e-04,2.429360e-09,5.915060e-13,3.406910e-04,2.760110e-20,5.687110e-01,1.378040e-01,2.867030e-01,4.830550e-03,1.495670e-03,5.354690e-15,0.000000e+00
0.001,3.500000e+03,2.000000e+02,4.364660e+01,1.242470e-04,2.854380e-09,6.413840e-13,3.150940e-04,3.355570e-20,6.074990e-01,1.351640e-01,2.508390e-01,4.627590e-03,1.430660e-03,5.282350e-15,0.000000e+00
0.001,3.525000e+03,2.000000e+02,4.524980e+01,1.348140e-04,3.358250e-09,6.987220e-13,2.930340e-04,4.097730e-20,6.454230e-01,1.314250e-01,2.169300e-01,4.425840e-03,1.368110e-03,5.226310e-15,0.000000e+00
0.001,3.550000e+03,2.000000e+02,4.690560e+01,1.465390e-04,3.959480e-09,7.658480e-13,2.743850e-04,5.034260e-20,6.819770e-01,1.266650e-01,1.854010e-01,4.228380e-03,1.308820e-03,5.193520e-15,0.000000e+00
0.001,3.575000e+03,2.000000e+02,4.858730e+01,1.596670e-04,4.681850e-09,8.457030e-13,2.589950e-04,6.231370e-20,7.166950e-01,1.210040e-01,1.565910e-01,4.037910e-03,1.253500e-03,5.190940e-15,0.000000e+00
0.001,3.600000e+03,2.000000e+02,5.026430e+01,1.744830e-04,5.555700e-09,9.419530e-13,2.466870e-04,7.781180e-20,7.491820e-01,1.146020e-01,1.307350e-01,3.856570e-03,1.202690e-03,5.225420e-15,0.000000e+00
0.001,3.625000e+03,2.000000e+02,5.190430e+01,1.913060e-04,6.619380e-09,1.059100e-12,2.372560e-04,9.811620e-20,7.791390e-01,1.076440e-01,1.079460e-01,3.685800e-03,1.156750e-03,5.303460e-15,0.000000e+00
0.001,3.650000e+03,2.000000e+02,5.347630e+01,2.104810e-04,7.921050e-09,1.202590e-12,2.304710e-04,1.250000e-19,8.063780e-01,1.003250e-01,8.821400e-02,3.526280e-03,1.115840e-03,5.431150e-15,0.000000e+00
0.001,3.675000e+03,2.000000e+02,5.495400e+01,2.323690e-04,9.520560e-09,1.378980e-12,2.260820e-04,1.609150e-19,8.308250e-01,9.284190e-02,7.141700e-02,3.378020e-03,1.079910e-03,5.614100e-15,0.000000e+00
0.001,3.700000e+03,2.000000e+02,5.631720e+01,2.573360e-04,1.149180e-08,1.596040e-12,2.238160e-04,2.092410e-19,8.525130e-01,8.537330e-02,5.734340e-02,3.240370e-03,1.048750e-03,5.857530e-15,0.000000e+00
0.001,3.725000e+03,2.000000e+02,5.755380e+01,2.857430e-04,1.392520e-08,1.862960e-12,2.233870e-04,2.746230e-19,8.715640e-01,7.807260e-02,4.571990e-02,3.112260e-03,1.022020e-03,6.166380e-15,0.000000e+00
0.001,3.750000e+03,2.000000e+02,5.865910e+01,3.179340e-04,1.693130e-08,2.190460e-12,2.244960e-04,3.634300e-19,8.881630e-01,7.106160e-02,3.624100e-02,2.992330e-03,9.992790e-04,6.545400e-15,0.000000e+00
0.001,3.775000e+03,2.000000e+02,5.963540e+01,3.542310e-04,2.064390e-08,2.590980e-12,2.268400e-04,4.843590e-19,9.025360e-01,6.442920e-02,2.859450e-02,2.879110e-03,9.800730e-04,6.999400e-15,0.000000e+00
0.001,3.800000e+03,2.000000e+02,6.048960e+01,3.949180e-04,2.522520e-08,3.078830e-12,2.301120e-04,6.492620e-19,9.149250e-01,5.823300e-02,2.248190e-02,2.771150e-03,9.639250e-04,7.533350e-15,0.000000e+00
0.001,3.825000e+03,2.000000e+02,6.123210e+01,4.402430e-04,3.087100e-08,3.670350e-12,2.340060e-04,8.742290e-19,9.255730e-01,5.250360e-02,1.763140e-02,2.667120e-03,9.503860e-04,8.152570e-15,0.000000e+00
0.001,3.850000e+03,2.000000e+02,6.187480e+01,4.904030e-04,3.781660e-08,4.384040e-12,2.382230e-04,1.181040e-18,9.347120e-01,4.725010e-02,1.380460e-02,2.565900e-03,9.390470e-04,8.862830e-15,0.000000e+00
0.001,3.875000e+03,2.000000e+02,6.243030e+01,5.455430e-04,4.634530e-08,5.240590e-12,2.424760e-04,1.599070e-18,9.425520e-01,4.246550e-02,1.079870e-02,2.466550e-03,9.295470e-04,9.670470e-15,0.000000e+00
0.001,3.900000e+03,2.000000e+02,6.291040e+01,6.057460e-04,5.679600e-08,6.263010e-12,2.464890e-04,2.167850e-18,9.492820e-01,3.813100e-02,8.445100e-03,2.368370e-03,9.215760e-04,1.058250e-14,0.000000e+00
0.001,3.925000e+03,2.000000e+02,6.332620e+01,6.710270e-04,6.957460e-08,7.476570e-12,2.500110e-04,2.940310e-18,9.550660e-01,3.422060e-02,6.606280e-03,2.270860e-03,9.148690e-04,1.160660e-14,0.000000e+00
0.001,3.950000e+03,2.000000e+02,6.368770e+01,7.413280e-04,8.516510e-08,8.908710e-12,2.528120e-04,3.987210e-18,9.600470e-01,3.070410e-02,5.171480e-03,2.173710e-03,9.092060e-04,1.275120e-14,0.000000e+00
0.001,3.975000e+03,2.000000e+02,6.400330e+01,8.165130e-04,1.041440e-07,1.058890e-11,2.546920e-04,5.402700e-18,9.643450e-01,2.754950e-02,4.052590e-03,2.076780e-03,9.044050e-04,1.402560e-14,0.000000e+00
0.001,4.000000e+03,2.000000e+02,6.428030e+01,8.963620e-04,1.271960e-07,1.254850e-11,2.554850e-04,7.311740e-18,9.680630e-01,2.472440e-02,3.180060e-03,1.980050e-03,9.003160e-04,1.543990e-14,0.000000e+00
0.001,4.025000e+03,2.000000e+02,6.452500e+01,9.805730e-04,1.551340e-07,1.482030e-11,2.550620e-04,9.879550e-18,9.712870e-01,2.219760e-02,2.499310e-03,1.883620e-03,8.968150e-04,1.700520e-14,0.000000e+00
0.001,4.050000e+03,2.000000e+02,6.474260e+01,1.068760e-03,1.889160e-07,1.743820e-11,2.533330e-04,1.332390e-17,9.740890e-01,1.993940e-02,1.967740e-03,1.787680e-03,8.938020e-04,1.873340e-14,0.000000e+00
0.001,4.075000e+03,2.000000e+02,6.493720e+01,1.160460e-03,2.296770e-07,2.043660e-11,2.502510e-04,1.793070e-17,9.765310e-01,1.792210e-02,1.552180e-03,1.692490e-03,8.911940e-04,2.063720e-14,0.000000e+00
0.001,4.100000e+03,2.000000e+02,6.511260e+01,1.255120e-03,2.787500e-07,2.385030e-11,2.458110e-04,2.407440e-17,9.786640e-01,1.612030e-02,1.226840e-03,1.598350e-03,8.889220e-04,2.273050e-14,0.000000e+00
0.001,4.125000e+03,2.000000e+02,6.527160e+01,1.352140e-03,3.377010e-07,2.771340e-11,2.400470e-04,3.224370e-17,9.805320e-01,1.451100e-02,9.717220e-04,1.505580e-03,8.869300e-04,2.502820e-14,0.000000e+00
0.001,4.150000e+03,2.000000e+02,6.541680e+01,1.450860e-03,4.083680e-07,3.205920e-11,2.330320e-04,4.307370e-17,9.821710e-01,1.307330e-02,7.713230e-04,1.414540e-03,8.851720e-04,2.754600e-14,0.000000e+00
0.001,4.175000e+03,2.000000e+02,6.555020e+01,1.550580e-03,4.928990e-07,3.691920e-11,2.248730e-04,5.738800e-17,9.836130e-01,1.178830e-02,6.136060e-04,1.325580e-03,8.836080e-04,3.030100e-14,0.000000e+00
0.001,4.200000e+03,2.000000e+02,6.567350e+01,1.650570e-03,5.938000e-07,4.232320e-11,2.157070e-04,7.625070e-17,9.848830e-01,1.063930e-02,4.892340e-04,1.239020e-03,8.822050e-04,3.331100e-14,0.000000e+00
0.001,4.225000e+03,2.000000e+02,6.578800e+01,1.750110e-03,7.139900e-07,4.829820e-11,2.056920e-04,1.010320e-16,9.860050e-01,9.611200e-03,3.909540e-04,1.155190e-03,8.809360e-04,3.659510e-14,0.000000e+00
0.001,4.250000e+03,2.000000e+02,6.589510e+01,1.848490e-03,8.568620e-07,5.486890e-11,1.950020e-04,1.334910e-16,9.869980e-01,8.690730e-03,3.131300e-04,1.074370e-03,8.797750e-04,4.017350e-14,0.000000e+00
0.001,4.275000e+03,2.000000e+02,6.599560e+01,1.945010e-03,1.026350e-06,6.205680e-11,1.838170e-04,1.758770e-16,9.878770e-01,7.866000e-03,2.513700e-04,9.968080e-04,8.787020e-04,4.406730e-14,0.000000e+00
0.001,4.300000e+03,2.000000e+02,6.609040e+01,2.039070e-03,1.227000e-06,6.988060e-11,1.723210e-04,2.310620e-16,9.886580e-01,7.126450e-03,2.022520e-04,9.227210e-04,8.776970e-04,4.829900e-14,0.000000e+00
0.001,4.325000e+03,2.000000e+02,6.618020e+01,2.130080e-03,1.464060e-06,7.835650e-11,1.606890e-04,3.026930e-16,9.893530e-01,6.462760e-03,1.631030e-04,8.522690e-04,8.767410e-04,5.289190e-14,0.000000e+00
0.001,4.350000e+03,2.000000e+02,6.626560e+01,2.217560e-03,1.743590e-06,8.749790e-11,1.490880e-04,3.953940e-16,9.899720e-01,5.866610e-03,1.318290e-04,7.855710e-04,8.758190e-04,5.787030e-14,0.000000e+00
0.001,4.375000e+03,2.000000e+02,6.634710e+01,2.301120e-03,2.072540e-06,9.731630e-11,1.376650e-04,5.150040e-16,9.905240e-01,5.330670e-03,1.067920e-04,7.226960e-04,8.749150e-04,6.325950e-14,0.000000e+00
0.001,4.400000e+03,2.000000e+02,6.642520e+01,2.380430e-03,2.458880e-06,1.078210e-10,1.265480e-04,6.688720e-16,9.910180e-01,4.848430e-03,8.670350e-05,6.636710e-04,8.740120e-04,6.908570e-14,0.000000e+00
0.001,4.425000e+03,2.000000e+02,6.650030e+01,2.455280e-03,2.911730e-06,1.190210e-10,1.158460e-04,8.662180e-16,9.914600e-01,4.414090e-03,7.054980e-05,6.084770e-04,8.730940e-04,7.537550e-14,0.000000e+00
0.001,4.450000e+03,2.000000e+02,6.657260e+01,2.525540e-03,3.441500e-06,1.309230e-10,1.056430e-04,1.118570e-15,9.918560e-01,4.022550e-03,5.753170e-05,5.570560e-04,8.721470e-04,8.215650e-14,0.000000e+00
0.001,4.475000e+03,2.000000e+02,6.664250e+01,2.591140e-03,4.060030e-06,1.435340e-10,9.600230e-05,1.440300e-15,9.922120e-01,3.669260e-03,4.701770e-05,5.093190e-04,8.711510e-04,8.945590e-14,0.000000e+00
0.001,4.500000e+03,2.000000e+02,6.671030e+01,2.652110e-03,4.780780e-06,1.568610e-10,8.696530e-05,1.849230e-15,9.925320e-01,3.350180e-03,3.850780e-05,4.651440e-04,8.700910e-04,9.730160e-14,0.000000e+00
0.001,4.525000e+03,2.000000e+02,6.677610e+01,2.708530e-03,5.618980e-06,1.709090e-10,7.855590e-05,2.367420e-15,9.928210e-01,3.061740e-03,3.160510e-05,4.243880e-04,8.689450e-04,1.057200e-13,0.000000e+00
0.001,4.550000e+03,2.000000e+02,6.684010e+01,2.760530e-03,6.591850e-06,1.856850e-10,7.078180e-05,3.022060e-15,9.930810e-01,2.800740e-03,2.599420e-05,3.868860e-04,8.676950e-04,1.147390e-13,0.000000e+00
0.001,4.575000e+03,2.000000e+02,6.690260e+01,2.808300e-03,7.718750e-06,2.011940e-10,6.363690e-05,3.846520e-15,9.933160e-01,2.564350e-03,2.142370e-05,3.524640e-04,8.663170e-04,1.243820e-13,0.000000e+00
0.001,4.600000e+03,2.000000e+02,6.696370e+01,2.852040e-03,9.021420e-06,2.174410e-10,5.710460e-05,4.881560e-15,9.935280e-01,2.350060e-03,1.769300e-05,3.209380e-04,8.647870e-04,1.346720e-13,0.000000e+00
0.001,4.625000e+03,2.000000e+02,6.702360e+01,2.891970e-03,1.052420e-05,2.344290e-10,5.115980e-05,6.176840e-15,9.937210e-01,2.155620e-03,1.464150e-05,2.921180e-04,8.630780e-04,1.456300e-13,0.000000e+00
0.001,4.650000e+03,2.000000e+02,6.708230e+01,2.928340e-03,1.225420e-05,2.521590e-10,4.577170e-05,7.792470e-15,9.938950e-01,1.979040e-03,1.214050e-05,2.658180e-04,8.611600e-04,1.572710e-13,0.000000e+00
0.001,4.675000e+03,2.000000e+02,6.714010e+01,2.961400e-03,1.424140e-05,2.706320e-10,4.090550e-05,9.800940e-15,9.940540e-01,1.818510e-03,1.008640e-05,2.418510e-04,8.590030e-04,1.696070e-13,0.000000e+00
0.001,4.700000e+03,2.000000e+02,6.719690e+01,2.991390e-03,1.651930e-05,2.898420e-10,3.652410e-05,1.228920e-14,9.941980e-01,1.672460e-03,8.396200e-06,2.200380e-04,8.565700e-04,1.826440e-13,0.000000e+00
0.001,4.725000e+03,2.000000e+02,6.725300e+01,3.018560e-03,1.912430e-05,3.097810e-10,3.258970e-05,1.536080e-14,9.943290e-01,1.539470e-03,7.002580e-06,2.002040e-04,8.538230e-04,1.963790e-13,0.000000e+00
0.001,4.750000e+03,2.000000e+02,6.730830e+01,3.043150e-03,2.209640e-05,3.304350e-10,2.906460e-05,1.913860e-14,9.944490e-01,1.418240e-03,5.851290e-06,1.821850e-04,8.507220e-04,2.108020e-13,0.000000e+00
0.001,4.775000e+03,2.000000e+02,6.736300e+01,3.065370e-03,2.547940e-05,3.517830e-10,2.591220e-05,2.376730e-14,9.945580e-01,1.307660e-03,4.898390e-06,1.658260e-04,8.472210e-04,2.258890e-13,0.000000e+00
0.001,4.800000e+03,2.000000e+02,6.741720e+01,3.085440e-03,2.932030e-05,3.737960e-10,2.309760e-05,2.941570e-14,9.946570e-01,1.206690e-03,4.108200e-06,1.509800e-04,8.432720e-04,2.416070e-13,0.000000e+00
0.001,4.825000e+03,2.000000e+02,6.747080e+01,3.103550e-03,3.366960e-05,3.964360e-10,2.058780e-05,3.627990e-14,9.947480e-01,1.114420e-03,3.451710e-06,1.375140e-04,8.388240e-04,2.579060e-13,0.000000e+00
0.001,4.850000e+03,2.000000e+02,6.752400e+01,3.119890e-03,3.858130e-05,4.196540e-10,1.835210e-05,4.458480e-14,9.948310e-01,1.030030e-03,2.905310e-06,1.253000e-04,8.338210e-04,2.747200e-13,0.000000e+00
0.001,4.875000e+03,2.000000e+02,6.757680e+01,3.134630e-03,4.411210e-05,4.433910e-10,1.636220e-05,5.458670e-14,9.949070e-01,9.527880e-04,2.449700e-06,1.142240e-04,8.282050e-04,2.919650e-13,0.000000e+00
0.001,4.900000e+03,2.000000e+02,6.762930e+01,3.147920e-03,5.032120e-05,4.675700e-10,1.459210e-05,6.657360e-14,9.949770e-01,8.820240e-04,2.069120e-06,1.041800e-04,8.219180e-04,3.095340e-13,0.000000e+00
0.001,4.925000e+03,2.000000e+02,6.768150e+01,3.159900e-03,5.726960e-05,4.921040e-10,1.301820e-05,8.086550e-14,9.950410e-01,8.171430e-04,1.750650e-06,9.507070e-05,8.148970e-04,3.273000e-13,0.000000e+00
0.001,4.950000e+03,2.000000e+02,6.773340e+01,3.170710e-03,6.501950e-05,5.168870e-10,1.161900e-05,9.781280e-14,9.951000e-01,7.576090e-04,1.483700e-06,8.680750e-05,8.070800e-04,3.451110e-13,0.000000e+00
0.001,4.975000e+03,2.000000e+02,6.778510e+01,3.180460e-03,7.363250e-05,5.417970e-10,1.037540e-05,1.177930e-13,9.951540e-01,7.029380e-04,1.259540e-06,7.930990e-05,7.984040e-04,3.627920e-13,0.000000e+00
0.001,5.000000e+03,2.000000e+02,6.783670e+01,3.189250e-03,8.316890e-05,5.666970e-10,9.269920e-06,1.412030e-13,9.952030e-01,6.526930e-04,1.071000e-06,7.250500e-05,7.888080e-04,3.801430e-13,0.000000e+00
0.00177828,3.000000e+02,8.742740e-02,-2.632220e+00,1.067250e-78,2.364980e-74,1.075360e-50,7.900000e-01,4.529900e-70,8.447330e-115,7.149050e-133,1.043440e-132,1.680000e-70,4.126260e-10,2.100000e-01,1.000000e+00
0.00177828,3.250000e+02,8.742740e-02,-2.607560e+00,2.291470e-72,2.226640e-68,7.750160e-47,7.900000e-01,8.444350e-65,3.369640e-105,9.584470e-122,1.866380e-121,1.264010e-64,5.907880e-09,2.100000e-01,1.000000e+00
0.00177828,3.500000e+02,8.742740e-02,-2.582700e+00,6.154560e-67,2.952380e-63,1.571060e-43,7.900000e-01,2.781640e-60,5.756670e-97,3.360340e-112,8.319570e-112,1.381010e-59,5.803710e-08,2.100000e-01,1.000000e+00
0.00177828,3.750000e+02,8.742750e-02,-2.557660e+00,3.132900e-62,8.155660e-59,1.154330e-40,7.900000e-01,2.289890e-56,7.901610e-90,6.371540e-104,1.930380e-103,3.220690e-55,4.214750e-07,2.100000e-01,1.000000e+00
0.00177828,4.000000e+02,8.742790e-02,-2.532420e+00,4.127620e-58,6.296330e-55,3.718210e-38,7.899990e-01,6.109570e-53,1.397000e-83,1.126920e-96,4.051830e-96,2.140590e-51,2.393210e-06,2.099990e-01,1.000000e+00
0.00177828,4.250000e+02,8.742970e-02,-2.506960e+00,1.786320e-54,1.700740e-51,6.072740e-36,7.899960e-01,6.445180e-50,4.564660e-78,2.821300e-90,1.174280e-89,5.057940e-48,1.109150e-05,2.099930e-01,1.000000e+00
0.00177828,4.500000e+02,8.743640e-02,-2.481250e+00,3.056570e-51,1.914320e-48,5.631490e-34,7.899830e-01,3.137870e-47,3.650400e-73,1.383110e-84,6.530030e-84,5.046340e-45,4.338400e-05,2.099740e-01,1.000000e+00
0.00177828,4.750000e+02,8.745800e-02,-2.455110e+00,2.393790e-48,1.030710e-45,3.242060e-32,7.899420e-01,7.964910e-45,8.919170e-69,1.715750e-79,9.035680e-79,2.435250e-42,1.470560e-04,2.099110e-01,1.000000e+00
0.00177828,5.000000e+02,8.751930e-02,-2.428150e+00,9.646380e-46,2.964110e-43,1.244350e-30,7.898260e-01,1.161850e-42,7.951550e-65,6.612680e-75,3.830550e-74,6.336960e-40,4.411620e-04,2.097330e-01,1.000000e+00
0.00177828,5.250000e+02,8.767550e-02,-2.399510e+00,2.198940e-43,4.976900e-41,3.372280e-29,7.895290e-01,1.053310e-40,2.986400e-61,9.350440e-71,5.888400e-70,9.709590e-38,1.191220e-03,2.092790e-01,1.000000e+00
0.00177828,5.500000e+02,8.803910e-02,-2.367420e+00,3.063860e-41,5.245330e-39,6.759830e-28,7.888410e-01,6.321410e-39,5.314990e-58,5.558280e-67,3.767710e-66,9.413350e-36,2.934020e-03,2.082250e-01,1.000000e+00
0.00177828,5.750000e+02,8.881830e-02,-2.328610e+00,2.781370e-39,3.680900e-37,1.040450e-26,7.873690e-01,2.641540e-37,4.940100e-55,1.554470e-63,1.124650e-62,6.127290e-34,6.659560e-03,2.059710e-01,1.000000e+00
0.00177828,6.000000e+02,9.036850e-02,-2.277560e+00,1.734600e-37,1.804120e-35,1.266570e-25,7.844580e-01,7.994330e-36,2.600390e-52,2.246590e-60,1.722250e-59,2.812890e-32,1.403000e-02,2.015120e-01,1.000000e+00
0.00177828,6.250000e+02,9.324090e-02,-2.205790e+00,7.767860e-36,6.415680e-34,1.247160e-24,7.791200e-01,1.803560e-34,8.298200e-50,1.815630e-57,1.465600e-56,9.489350e-31,2.754350e-02,1.933360e-01,1.000000e+00
0.00177828,6.500000e+02,9.819090e-02,-2.101970e+00,2.592310e-34,1.704370e-32,1.009040e-23,7.700900e-01,3.089430e-33,1.700590e-47,8.772300e-55,7.415550e-54,2.434920e-29,5.040450e-02,1.795050e-01,1.000000e+00
0.00177828,6.750000e+02,1.060560e-01,-1.954240e+00,6.653130e-33,3.453520e-31,6.769490e-23,7.561650e-01,4.048450e-32,2.350770e-45,2.682340e-52,2.363260e-51,4.893090e-28,8.565700e-02,1.581770e-01,1.000000e+00
0.00177828,7.000000e+02,1.173480e-01,-1.756840e+00,1.349560e-31,5.407770e-30,3.778780e-22,7.370300e-01,4.046000e-31,2.286150e-43,5.450580e-50,4.984090e-49,7.898860e-27,1.341010e-01,1.288690e-01,1.000000e+00
0.00177828,7.250000e+02,1.314820e-01,-1.521330e+00,2.218020e-30,6.593930e-29,1.756060e-21,7.144040e-01,3.053270e-30,1.621990e-41,7.677160e-48,7.259020e-47,1.048310e-25,1.913830e-01,9.421300e-02,1.000000e+00
0.00177828,7.500000e+02,1.461380e-01,-1.283400e+00,3.023590e-29,6.314270e-28,6.822890e-21,6.923610e-01,1.731320e-29,8.663850e-40,7.774190e-46,7.575940e-45,1.169230e-24,2.471860e-01,6.045220e-02,1.000000e+00
0.00177828,7.750000e+02,1.581940e-01,-1.086600e+00,3.492220e-28,4.841350e-27,2.253340e-20,6.752240e-01,7.523460e-29,3.580960e-38,5.842970e-44,5.851230e-43,1.118140e-23,2.905720e-01,3.420390e-02,1.000000e+00
0.00177828,8.000000e+02,1.660790e-01,-9.499670e-01,3.476610e-27,3.075010e-26,6.519080e-20,6.644680e-01,2.637490e-28,1.173100e-36,3.351510e-42,3.439920e-41,9.316450e-23,3.178020e-01,1.772960e-02,1.000000e+00
0.00177828,8.250000e+02,1.704340e-01,-8.623930e-01,3.022350e-26,1.680980e-25,1.707100e-19,6.586730e-01,7.934750e-28,3.110870e-35,1.503550e-40,1.577980e-39,6.845570e-22,3.324740e-01,8.853110e-03,1.000000e+00
0.00177828,8.500000e+02,1.726370e-01,-8.041460e-01,2.319290e-25,8.153050e-25,4.147930e-19,6.557800e-01,2.148980e-27,6.803350e-34,5.390900e-39,5.773020e-38,4.480100e-21,3.397980e-01,4.422100e-03,1.000000e+00
0.00177828,8.750000e+02,1.737220e-01,-7.609300e-01,1.586500e-24,3.580320e-24,9.498820e-19,6.543640e-01,5.394150e-27,1.247440e-32,1.574670e-37,1.717380e-36,2.635200e-20,3.433810e-01,2.254290e-03,1.000000e+00
0.00177828,9.000000e+02,1.742600e-01,-7.249630e-01,9.762100e-24,1.442560e-23,2.069600e-18,6.536650e-01,1.275590e-26,1.946000e-31,3.811600e-36,4.226400e-35,1.404880e-19,3.451530e-01,1.182670e-03,1.000000e+00
0.00177828,9.250000e+02,1.745330e-01,-6.924300e-01,5.448530e-23,5.382780e-23,4.316770e-18,6.533100e-01,2.869130e-26,2.616800e-30,7.762740e-35,8.737600e-34,6.840990e-19,3.460490e-01,6.400640e-04,1.000000e+00
0.00177828,9.500000e+02,1.746750e-01,-6.615180e-01,2.779310e-22,1.873450e-22,8.657840e-18,6.531260e-01,6.176020e-26,3.068940e-29,1.348420e-33,1.538520e-32,3.064170e-18,3.465170e-01,3.572620e-04,1.000000e+00
0.00177828,9.750000e+02,1.747510e-01,-6.313580e-01,1.304640e-21,6.117690e-22,1.675530e-17,6.530270e-01,1.277940e-25,3.172180e-28,2.022280e-32,2.335940e-31,1.270540e-17,3.467680e-01,2.053890e-04,1.000000e+00
0.00177828,1.000000e+03,1.747940e-01,-6.015250e-01,5.670650e-21,1.883750e-21,3.137930e-17,6.529720e-01,2.550690e-25,2.917350e-27,2.647550e-31,3.092400e-30,4.905050e-17,3.469070e-01,1.214090e-04,1.000000e+00
0.00177828,1.025000e+03,1.748180e-01,-5.718080e-01,2.295050e-20,5.493680e-21,5.701350e-17,6.529410e-01,4.924990e-25,2.407610e-26,3.055960e-30,3.605470e-29,1.772330e-16,3.469860e-01,7.366030e-05,1.000000e+00
0.00177828,1.050000e+03,1.748320e-01,-5.421020e-01,8.693150e-20,1.523410e-20,1.007200e-16,6.529220e-01,9.222200e-25,1.796830e-25,3.138010e-29,3.735920e-28,6.022080e-16,3.470320e-01,4.579030e-05,1.000000e+00
0.00177828,1.075000e+03,1.748400e-01,-5.123510e-01,3.095900e-19,4.031040e-20,1.733500e-16,6.529120e-01,1.678430e-24,1.221220e-24,2.890050e-28,3.468810e-27,1.932450e-15,3.470590e-01,2.911810e-05,1.000000e+00
0.00177828,1.100000e+03,1.748450e-01,-4.825270e-01,1.040970e-18,1.021080e-19,2.911890e-16,6.529050e-01,2.974840e-24,7.606970e-24,2.405020e-27,2.907770e-26,5.879270e-15,3.470760e-01,1.891230e-05,1.000000e+00
