P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,Si,SiO,SiO2,Si2,SiN,SiO2(a-qz),SiO2(b-qz),SiO2(b-crt),SiO2(L)
0.177828,1.625000e+03,3.126800e-09,1.508030e+00,2.457030e-12,2.086010e-05,2.129560e-03,7.935520e-01,2.042980e-01,2.428510e-25,1.060750e-11,1.489860e-09,8.482700e-46,9.754690e-27,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.650000e+03,5.944790e-09,1.539660e+00,4.203570e-12,2.774220e-05,2.358840e-03,7.934350e-01,2.041790e-01,1.093800e-24,2.568050e-11,2.827050e-09,1.194420e-44,4.189860e-26,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.675000e+03,1.108950e-08,1.571410e+00,7.077800e-12,3.658320e-05,2.604740e-03,7.933080e-01,2.040510e-01,4.708390e-24,6.052420e-11,5.261000e-09,1.552940e-43,1.722580e-25,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.700000e+03,2.031620e-08,1.603300e+00,1.173690e-11,4.785220e-05,2.867770e-03,7.931720e-01,2.039120e-01,1.940970e-23,1.390310e-10,9.610010e-09,1.870980e-42,6.791870e-25,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.725000e+03,3.658590e-08,1.635310e+00,1.918120e-11,6.210870e-05,3.148440e-03,7.930260e-01,2.037630e-01,7.677130e-23,3.116310e-10,1.724460e-08,2.095760e-41,2.572910e-24,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.750000e+03,6.481960e-08,1.667470e+00,3.091230e-11,8.001550e-05,3.447190e-03,7.928700e-01,2.036030e-01,2.918670e-22,6.822950e-10,3.042190e-08,2.189480e-40,9.380640e-24,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.775000e+03,1.130790e-07,1.699770e+00,4.915600e-11,1.023540e-04,3.764480e-03,7.927020e-01,2.034310e-01,1.068340e-21,1.460640e-09,5.280060e-08,2.139710e-39,3.296980e-23,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.800000e+03,1.943980e-07,1.732230e+00,7.717060e-11,1.300370e-04,4.100700e-03,7.925230e-01,2.032460e-01,3.771030e-21,3.060290e-09,9.022080e-08,1.961560e-38,1.118770e-22,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.825000e+03,3.295900e-07,1.764850e+00,1.196700e-10,1.641270e-04,4.456230e-03,7.923320e-01,2.030480e-01,1.285560e-20,6.280830e-09,1.518690e-07,1.691340e-37,3.670630e-22,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.850000e+03,5.515130e-07,1.797650e+00,1.833980e-10,2.058560e-04,4.831420e-03,7.921270e-01,2.028350e-01,4.238610e-20,1.263790e-08,2.519930e-07,1.375100e-36,1.166020e-21,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.875000e+03,9.114990e-07,1.830640e+00,2.778950e-10,2.566370e-04,5.226560e-03,7.919090e-01,2.026070e-01,1.353440e-19,2.495070e-08,4.124000e-07,1.056670e-35,3.590920e-21,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.900000e+03,1.488960e-06,1.863830e+00,4.165230e-10,3.180900e-04,5.641940e-03,7.916770e-01,2.023620e-01,4.190740e-19,4.836920e-08,6.660320e-07,7.691830e-35,1.073430e-20,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.925000e+03,2.405640e-06,1.897230e+00,6.178050e-10,3.920580e-04,6.077770e-03,7.914290e-01,2.021000e-01,1.259820e-18,9.213960e-08,1.062040e-06,5.315310e-34,3.118280e-20,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.950000e+03,3.846720e-06,1.930870e+00,9.071790e-10,4.806320e-04,6.534250e-03,7.911650e-01,2.018180e-01,3.681210e-18,1.725880e-07,1.672920e-06,3.493970e-33,8.812810e-20,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,1.975000e+03,6.091700e-06,1.964760e+00,1.319250e-09,5.861680e-04,7.011530e-03,7.908840e-01,2.015160e-01,1.046670e-17,3.180860e-07,2.604310e-06,2.188960e-32,2.425660e-19,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.177828,2.000000e+03,9.548500e-06,1.998930e+00,1.900700e-09,7.113110e-04,7.509710e-03,7.905840e-01,2.011910e-01,2.895470e-17,5.765170e-07,4.003940e-06,1.306400e-31,6.501190e-19,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.025000e+03,1.475040e-05,2.033390e+00,2.713930e-09,8.590180e-04,8.028840e-03,7.902630e-01,2.008420e-01,7.762670e-17,1.023140e-06,6.052130e-06,7.367600e-31,1.690000e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.050000e+03,2.260630e-05,2.068170e+00,3.841710e-09,1.032580e-03,8.568920e-03,7.899210e-01,2.004670e-01,2.031180e-16,1.789810e-06,9.052720e-06,3.981170e-30,4.290980e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.075000e+03,3.439070e-05,2.103310e+00,5.392940e-09,1.235640e-03,9.129900e-03,7.895550e-01,2.000630e-01,5.191820e-16,3.087860e-06,1.340500e-05,2.064530e-29,1.065070e-17,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.100000e+03,5.195750e-05,2.138820e+00,7.509840e-09,1.472220e-03,9.711670e-03,7.891620e-01,1.996290e-01,1.297480e-15,5.256680e-06,1.965750e-05,1.029010e-28,2.586520e-17,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.125000e+03,7.799070e-05,2.174730e+00,1.037680e-08,1.746740e-03,1.031400e-02,7.887410e-01,1.991610e-01,3.172830e-15,8.834440e-06,2.855720e-05,4.936650e-28,6.150480e-17,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.150000e+03,1.163590e-04,2.211060e+00,1.423100e-08,2.064030e-03,1.093680e-02,7.882860e-01,1.986570e-01,7.598030e-15,1.466430e-05,4.111260e-05,2.282790e-27,1.433140e-16,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.175000e+03,1.726150e-04,2.247850e+00,1.937580e-08,2.429360e-03,1.157960e-02,7.877950e-01,1.981140e-01,1.783150e-14,2.405220e-05,5.867350e-05,1.018810e-26,3.274690e-16,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.200000e+03,2.546940e-04,2.285110e+00,2.619630e-08,2.848470e-03,1.224200e-02,7.872600e-01,1.975280e-01,4.104120e-14,3.899800e-05,8.303240e-05,4.394110e-26,7.342650e-16,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.225000e+03,3.738860e-04,2.322850e+00,3.517870e-08,3.327520e-03,1.292360e-02,7.866740e-01,1.968960e-01,9.270370e-14,6.253160e-05,1.165510e-04,1.833690e-25,1.616680e-15,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.250000e+03,5.461930e-04,2.361060e+00,4.693200e-08,3.873190e-03,1.362370e-02,7.860270e-01,1.962150e-01,2.056390e-13,9.919680e-05,1.623200e-04,7.412460e-25,3.497480e-15,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.275000e+03,7.942000e-04,2.399730e+00,6.221570e-08,4.492620e-03,1.434160e-02,7.853050e-01,1.954800e-01,4.482460e-13,1.557390e-04,2.243490e-04,2.905820e-24,7.438960e-15,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.300000e+03,1.149650e-03,2.438820e+00,8.197000e-08,5.193460e-03,1.507650e-02,7.844900e-01,1.946900e-01,9.607190e-13,2.420780e-04,3.078100e-04,1.105890e-23,1.556470e-14,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.325000e+03,1.656990e-03,2.478240e+00,1.073530e-07,5.983850e-03,1.582730e-02,7.835560e-01,1.938400e-01,2.025790e-12,3.726660e-04,4.193290e-04,4.090060e-23,3.205380e-14,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.350000e+03,2.378210e-03,2.517860e+00,1.397800e-07,6.872450e-03,1.659280e-02,7.824700e-01,1.929290e-01,4.204850e-12,5.683710e-04,5.673340e-04,1.471470e-22,6.500520e-14,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.375000e+03,3.399440e-03,2.557470e+00,1.809740e-07,7.868430e-03,1.737150e-02,7.811830e-01,1.919550e-01,8.595930e-12,8.590650e-04,7.624840e-04,5.154390e-22,1.298840e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.400000e+03,4.840000e-03,2.596800e+00,2.330150e-07,8.981500e-03,1.816170e-02,7.796320e-01,1.909190e-01,1.731550e-11,1.287150e-03,1.018170e-03,1.759490e-21,2.557930e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.425000e+03,6.864700e-03,2.635410e+00,2.983970e-07,1.022200e-02,1.896130e-02,7.777300e-01,1.898230e-01,3.438570e-11,1.912330e-03,1.351140e-03,5.857750e-21,4.967290e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.450000e+03,9.700650e-03,2.672730e+00,3.800880e-07,1.160080e-02,1.976780e-02,7.753570e-01,1.886740e-01,6.734490e-11,2.817960e-03,1.782190e-03,1.903400e-20,9.514570e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.475000e+03,1.366050e-02,2.707950e+00,4.815820e-07,1.312970e-02,2.057790e-02,7.723520e-01,1.874840e-01,1.301310e-10,4.119510e-03,2.336990e-03,6.040470e-20,1.798080e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.500000e+03,1.917460e-02,2.740000e+00,6.069530e-07,1.482150e-02,2.138800e-02,7.684980e-01,1.862690e-01,2.481670e-10,5.975620e-03,3.047140e-03,1.873210e-19,3.353150e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.525000e+03,2.683630e-02,2.767450e+00,7.608710e-07,1.669020e-02,2.219330e-02,7.635030e-01,1.850590e-01,4.672050e-10,8.602350e-03,3.951240e-03,5.678850e-19,6.170720e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.550000e+03,3.746650e-02,2.788390e+00,9.485940e-07,1.875170e-02,2.298760e-02,7.569800e-01,1.838920e-01,8.684460e-10,1.229140e-02,5.096250e-03,1.683430e-18,1.120490e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.575000e+03,5.220900e-02,2.800410e+00,1.175870e-06,2.102450e-02,2.376320e-02,7.484140e-01,1.828250e-01,1.593950e-09,1.743250e-02,6.539040e-03,4.879830e-18,2.006920e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.600000e+03,7.267390e-02,2.800420e+00,1.448710e-06,2.353110e-02,2.450980e-02,7.371340e-01,1.819340e-01,2.888500e-09,2.454120e-02,8.348130e-03,1.382890e-17,3.543610e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.625000e+03,1.011630e-01,2.784610e+00,1.772960e-06,2.629900e-02,2.521360e-02,7.222680e-01,1.813210e-01,5.166890e-09,3.429010e-02,1.060570e-02,3.829130e-17,6.162350e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.650000e+03,1.410400e-01,2.748420e+00,2.153530e-06,2.936380e-02,2.585540e-02,7.027030e-01,1.811210e-01,9.119310e-09,4.754420e-02,1.340990e-02,1.034990e-16,1.053970e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.675000e+03,1.973750e-01,2.686580e+00,2.593040e-06,3.277110e-02,2.640760e-02,6.770380e-01,1.815060e-01,1.587050e-08,6.539690e-02,1.687750e-02,2.727150e-16,1.769420e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.700000e+03,2.781340e-01,2.593340e+00,3.089570e-06,3.658080e-02,2.682920e-02,6.435470e-01,1.826920e-01,2.721090e-08,8.920180e-02,2.114670e-02,6.992610e-16,2.907770e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.725000e+03,3.965790e-01,2.462840e+00,3.632920e-06,4.087110e-02,2.705720e-02,6.001500e-01,1.849420e-01,4.591570e-08,1.205950e-01,2.638050e-02,1.740930e-15,4.659540e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.750000e+03,5.765910e-01,2.289770e+00,4.198210e-06,4.574310e-02,2.699120e-02,5.444130e-01,1.885780e-01,7.615900e-08,1.615000e-01,3.277050e-02,4.198140e-15,7.240890e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.775000e+03,8.661870e-01,2.070090e+00,4.734390e-06,5.132610e-02,2.646500e-02,4.735730e-01,1.939790e-01,1.240140e-07,2.141120e-01,4.054090e-02,9.779870e-15,1.082060e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.800000e+03,1.378930e+00,1.801830e+00,5.141600e-06,5.778430e-02,2.518690e-02,3.846260e-01,2.016010e-01,1.979940e-07,2.808440e-01,4.995310e-02,2.195200e-14,1.532370e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.825000e+03,2.465210e+00,1.485680e+00,5.217320e-06,6.532830e-02,2.259010e-02,2.745150e-01,2.120240e-01,3.095290e-07,3.642260e-01,6.131080e-02,4.734950e-14,1.992500e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.850000e+03,6.001650e+00,1.124930e+00,4.472860e-06,7.425190e-02,1.728320e-02,1.407490e-01,2.261450e-01,4.728980e-07,4.666010e-01,7.496560e-02,9.775440e-14,2.146550e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.177828,2.875000e+03,2.000000e+02,7.737390e-01,8.895980e-07,8.486420e-02,3.097560e-03,3.908090e-03,2.447070e-01,6.870050e-07,5.745540e-01,8.886720e-02,1.828650e-13,5.118520e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,2.900000e+03,2.000000e+02,8.839540e-01,1.049390e-06,9.253870e-02,3.154250e-03,3.840470e-03,2.418090e-01,8.480960e-07,5.765090e-01,8.214650e-02,2.475180e-13,6.171620e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,2.925000e+03,2.000000e+02,9.957010e-01,1.234360e-06,1.006470e-01,3.207240e-03,3.774780e-03,2.384660e-01,1.043610e-06,5.780040e-01,7.589800e-02,3.335620e-13,7.420190e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,2.950000e+03,2.000000e+02,1.109160e+00,1.447930e-06,1.091880e-01,3.256360e-03,3.711050e-03,2.346900e-01,1.280290e-06,5.790610e-01,7.009120e-02,4.476550e-13,8.897250e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,2.975000e+03,2.000000e+02,1.224500e+00,1.693890e-06,1.181530e-01,3.301420e-03,3.649290e-03,2.304950e-01,1.566070e-06,5.797010e-01,6.469700e-02,5.984260e-13,1.064110e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.000000e+03,2.000000e+02,1.341850e+00,1.976510e-06,1.275340e-01,3.342270e-03,3.589530e-03,2.258970e-01,1.910340e-06,5.799460e-01,5.968790e-02,7.970380e-13,1.269610e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.025000e+03,2.000000e+02,1.461310e+00,2.300470e-06,1.373150e-01,3.378750e-03,3.531830e-03,2.209140e-01,2.324150e-06,5.798180e-01,5.503820e-02,1.057910e-12,1.511370e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.050000e+03,2.000000e+02,1.582960e+00,2.671040e-06,1.474800e-01,3.410730e-03,3.476220e-03,2.155660e-01,2.820530e-06,5.793380e-01,5.072390e-02,1.399640e-12,1.795360e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.075000e+03,2.000000e+02,1.706830e+00,3.094010e-06,1.580050e-01,3.438110e-03,3.422750e-03,2.098760e-01,3.414840e-06,5.785290e-01,4.672220e-02,1.846200e-12,2.128510e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.100000e+03,2.000000e+02,1.832920e+00,3.575820e-06,1.688650e-01,3.460800e-03,3.371490e-03,2.038680e-01,4.125140e-06,5.774150e-01,4.301220e-02,2.428480e-12,2.518870e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.125000e+03,2.000000e+02,1.961180e+00,4.123620e-06,1.800280e-01,3.478720e-03,3.322490e-03,1.975700e-01,4.972690e-06,5.760180e-01,3.957410e-02,3.186230e-12,2.975810e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.150000e+03,2.000000e+02,2.091510e+00,4.745290e-06,1.914590e-01,3.491840e-03,3.275810e-03,1.910100e-01,5.982510e-06,5.743630e-01,3.638970e-02,4.170580e-12,3.510230e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.175000e+03,2.000000e+02,2.223790e+00,5.449570e-06,2.031200e-01,3.500150e-03,3.231520e-03,1.842220e-01,7.184030e-06,5.724730e-01,3.344170e-02,5.447370e-12,4.134820e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.200000e+03,2.000000e+02,2.357840e+00,6.246130e-06,2.149670e-01,3.503660e-03,3.189670e-03,1.772380e-01,8.611890e-06,5.703730e-01,3.071430e-02,7.101260e-12,4.864410e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.225000e+03,2.000000e+02,2.493420e+00,7.145620e-06,2.269560e-01,3.502400e-03,3.150330e-03,1.700930e-01,1.030680e-05,5.680880e-01,2.819250e-02,9.241200e-12,5.716290e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.250000e+03,2.000000e+02,2.630280e+00,8.159830e-06,2.390370e-01,3.496440e-03,3.113540e-03,1.628260e-01,1.231670e-05,5.656450e-01,2.586240e-02,1.200740e-11,6.710640e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.275000e+03,2.000000e+02,2.768080e+00,9.301750e-06,2.511600e-01,3.485890e-03,3.079370e-03,1.554730e-01,1.469800e-05,5.630670e-01,2.371110e-02,1.558030e-11,7.871070e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.300000e+03,2.000000e+02,2.906500e+00,1.058570e-05,2.632730e-01,3.470850e-03,3.047840e-03,1.480730e-01,1.751680e-05,5.603800e-01,2.172630e-02,2.019220e-11,9.225190e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.325000e+03,2.000000e+02,3.045140e+00,1.202750e-05,2.753230e-01,3.451480e-03,3.019000e-03,1.406660e-01,2.085120e-05,5.576100e-01,1.989680e-02,2.614210e-11,1.080530e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.350000e+03,2.000000e+02,3.183600e+00,1.364440e-05,2.872580e-01,3.427940e-03,2.992850e-03,1.332900e-01,2.479260e-05,5.547810e-01,1.821180e-02,3.381530e-11,1.264900e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.375000e+03,2.000000e+02,3.321440e+00,1.545550e-05,2.990260e-01,3.400430e-03,2.969410e-03,1.259820e-01,2.944850e-05,5.519150e-01,1.666130e-02,4.370750e-11,1.480060e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.400000e+03,2.000000e+02,3.458230e+00,1.748160e-05,3.105780e-01,3.369160e-03,2.948670e-03,1.187790e-01,3.494510e-05,5.490360e-01,1.523580e-02,5.645740e-11,1.731160e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.425000e+03,2.000000e+02,3.593530e+00,1.974570e-05,3.218680e-01,3.334360e-03,2.930600e-03,1.117140e-01,4.143030e-05,5.461660e-01,1.392660e-02,7.288660e-11,2.024210e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.450000e+03,2.000000e+02,3.726900e+00,2.227280e-05,3.328510e-01,3.296280e-03,2.915170e-03,1.048190e-01,4.907730e-05,5.433220e-01,1.272520e-02,9.405270e-11,2.366230e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.475000e+03,2.000000e+02,3.857920e+00,2.509000e-05,3.434890e-01,3.255160e-03,2.902320e-03,9.812240e-02,5.808890e-05,5.405240e-01,1.162380e-02,1.213150e-10,2.765400e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.500000e+03,2.000000e+02,3.986210e+00,2.822700e-05,3.537480e-01,3.211270e-03,2.891970e-03,9.164920e-02,6.870190e-05,5.377880e-01,1.061510e-02,1.564220e-10,3.231230e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.525000e+03,2.000000e+02,4.111400e+00,3.171590e-05,3.635990e-01,3.164880e-03,2.884040e-03,8.542090e-02,8.119240e-05,5.351260e-01,9.691910e-03,2.016160e-10,3.774750e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.550000e+03,2.000000e+02,4.233190e+00,3.559170e-05,3.730190e-01,3.116250e-03,2.878410e-03,7.945520e-02,9.588230e-05,5.325520e-01,8.847850e-03,2.597720e-10,4.408760e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.575000e+03,2.000000e+02,4.351290e+00,3.989190e-05,3.819910e-01,3.065660e-03,2.874960e-03,7.376570e-02,1.131460e-04,5.300730e-01,8.076710e-03,3.345750e-10,5.148050e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.600000e+03,2.000000e+02,4.465510e+00,4.465700e-05,3.905020e-01,3.013360e-03,2.873560e-03,6.836220e-02,1.334160e-04,5.276980e-01,7.372730e-03,4.307340e-10,6.009680e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.625000e+03,2.000000e+02,4.575680e+00,4.993070e-05,3.985470e-01,2.959620e-03,2.874050e-03,6.325070e-02,1.571970e-04,5.254300e-01,6.730480e-03,5.542610e-10,7.013310e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.650000e+03,2.000000e+02,4.681690e+00,5.575950e-05,4.061250e-01,2.904690e-03,2.876270e-03,5.843370e-02,1.850680e-04,5.232750e-01,6.144930e-03,7.128150e-10,8.181520e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.675000e+03,2.000000e+02,4.783490e+00,6.219350e-05,4.132380e-01,2.848800e-03,2.880060e-03,5.391040e-02,2.177010e-04,5.212310e-01,5.611340e-03,9.161380e-10,9.540150e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.700000e+03,2.000000e+02,4.881080e+00,6.928590e-05,4.198960e-01,2.792190e-03,2.885240e-03,4.967700e-02,2.558650e-04,5.192990e-01,5.125320e-03,1.176590e-09,1.111880e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.725000e+03,2.000000e+02,4.974520e+00,7.709340e-05,4.261090e-01,2.735050e-03,2.891620e-03,4.572730e-02,3.004470e-04,5.174760e-01,4.682810e-03,1.509820e-09,1.295100e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.750000e+03,2.000000e+02,5.063890e+00,8.567610e-05,4.318940e-01,2.677600e-03,2.899040e-03,4.205280e-02,3.524600e-04,5.157590e-01,4.280010e-03,1.935580e-09,1.507520e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.775000e+03,2.000000e+02,5.149330e+00,9.509780e-05,4.372660e-01,2.620000e-03,2.907290e-03,3.864340e-02,4.130640e-04,5.141420e-01,3.913430e-03,2.478790e-09,1.753480e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.800000e+03,2.000000e+02,5.231000e+00,1.054260e-04,4.422460e-01,2.562440e-03,2.916210e-03,3.548760e-02,4.835820e-04,5.126190e-01,3.579870e-03,3.170720e-09,2.037880e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.825000e+03,2.000000e+02,5.309110e+00,1.167310e-04,4.468540e-01,2.505060e-03,2.925600e-03,3.257290e-02,5.655190e-04,5.111830e-01,3.276340e-03,4.050580e-09,2.366250e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.850000e+03,2.000000e+02,5.383870e+00,1.290880e-04,4.511130e-01,2.447990e-03,2.935290e-03,2.988600e-02,6.605830e-04,5.098280e-01,3.000140e-03,5.167360e-09,2.744820e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.875000e+03,2.000000e+02,5.455530e+00,1.425760e-04,4.550440e-01,2.391360e-03,2.945110e-03,2.741350e-02,7.707100e-04,5.085430e-01,2.748770e-03,6.582110e-09,3.180560e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.900000e+03,2.000000e+02,5.524340e+00,1.572760e-04,4.586710e-01,2.335280e-03,2.954890e-03,2.514170e-02,8.980870e-04,5.073210e-01,2.519950e-03,8.370660e-09,3.681260e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.925000e+03,2.000000e+02,5.590570e+00,1.732740e-04,4.620160e-01,2.279830e-03,2.964470e-03,2.305710e-02,1.045180e-03,5.061520e-01,2.311600e-03,1.062690e-08,4.255610e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.950000e+03,2.000000e+02,5.654500e+00,1.906600e-04,4.651010e-01,2.225090e-03,2.973690e-03,2.114650e-02,1.214760e-03,5.050260e-01,2.121830e-03,1.346690e-08,4.913240e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,3.975000e+03,2.000000e+02,5.716400e+00,2.095260e-04,4.679470e-01,2.171140e-03,2.982390e-03,1.939700e-02,1.409930e-03,5.039340e-01,1.948910e-03,1.703310e-08,5.664840e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,4.000000e+03,2.000000e+02,5.776590e+00,2.299680e-04,4.705760e-01,2.118030e-03,2.990430e-03,1.779630e-02,1.634180e-03,5.028640e-01,1.791270e-03,2.150070e-08,6.522170e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,4.025000e+03,2.000000e+02,5.835340e+00,2.520860e-04,4.730070e-01,2.065790e-03,2.997660e-03,1.633270e-02,1.891370e-03,5.018050e-01,1.647490e-03,2.708330e-08,7.498180e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.177828,4.050000e+03,2.000000e+02,5.892970e+00,2.759820e-04,4.752600e-01,2.014480e-03,3.003950e-03,1.499520e-02,2.185840e-03,5.007470e-01,1.516270e-03,3.404140e-08,8.607020e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
