P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,Si,SiO,SiO2,Si2,SiN,SiO2(a-qz),SiO2(b-qz),SiO2(b-crt),SiO2(L)
0.0562341,1.375000e+03,4.401870e-12,1.197990e+00,6.990850e-15,1.215750e-06,6.231140e-04,7.943130e-01,2.050630e-01,3.395930e-32,1.423890e-15,2.110930e-12,4.168920e-58,1.365780e-33,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.400000e+03,1.079720e-11,1.228510e+00,1.475090e-14,1.807190e-06,7.187280e-04,7.942650e-01,2.050150e-01,2.777190e-31,4.911230e-15,5.176390e-12,1.678720e-56,1.043850e-32,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.425000e+03,2.565420e-11,1.259130e+00,3.032370e-14,2.649470e-06,8.248560e-04,7.942110e-01,2.049610e-01,2.108650e-30,1.620910e-14,1.229460e-11,5.930810e-55,7.425970e-32,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.450000e+03,5.914490e-11,1.289870e+00,6.081460e-14,3.833720e-06,9.421530e-04,7.941520e-01,2.049020e-01,1.492200e-29,5.130720e-14,2.833090e-11,1.850880e-53,4.935590e-31,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.475000e+03,1.325160e-10,1.320710e+00,1.191350e-13,5.478660e-06,1.071270e-03,7.940870e-01,2.048360e-01,9.877120e-29,1.560900e-13,6.343520e-11,5.134810e-52,3.075380e-30,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.500000e+03,2.889740e-10,1.351660e+00,2.282360e-13,7.737280e-06,1.212840e-03,7.940150e-01,2.047640e-01,6.135850e-28,4.573150e-13,1.382140e-10,1.273850e-50,1.802340e-29,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.525000e+03,6.141760e-10,1.382730e+00,4.280720e-13,1.080470e-05,1.367520e-03,7.939370e-01,2.046850e-01,3.588540e-27,1.292730e-12,2.934350e-10,2.841560e-49,9.964600e-29,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.550000e+03,1.273920e-09,1.413910e+00,7.868330e-13,1.492740e-05,1.535920e-03,7.938510e-01,2.045980e-01,1.981680e-26,3.531900e-12,6.077910e-10,5.729090e-48,5.211930e-28,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.575000e+03,2.581980e-09,1.445210e+00,1.418720e-12,2.041370e-05,1.718650e-03,7.937580e-01,2.045030e-01,1.036120e-25,9.341690e-12,1.229680e-09,1.049070e-46,2.585830e-27,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.600000e+03,5.119610e-09,1.476630e+00,2.511600e-12,2.764600e-05,1.916320e-03,7.936560e-01,2.044000e-01,5.142470e-25,2.395650e-11,2.432790e-09,1.752610e-45,1.219950e-26,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.625000e+03,9.942310e-09,1.508170e+00,4.369270e-12,3.709420e-05,2.129500e-03,7.935450e-01,2.042880e-01,2.428630e-24,5.965200e-11,4.711350e-09,2.682720e-44,5.485710e-26,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.650000e+03,1.893100e-08,1.539850e+00,7.475080e-12,4.933170e-05,2.358750e-03,7.934260e-01,2.041660e-01,1.093870e-23,1.444160e-10,8.939910e-09,3.777560e-43,2.356270e-25,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.675000e+03,3.537920e-08,1.571660e+00,1.258620e-11,6.505250e-05,2.604610e-03,7.932970e-01,2.040340e-01,4.708790e-23,3.403670e-10,1.663670e-08,4.911660e-42,9.687500e-25,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.700000e+03,6.495980e-08,1.603620e+00,2.087140e-11,8.509000e-05,2.867590e-03,7.931570e-01,2.038900e-01,1.941190e-22,7.818730e-10,3.038950e-08,5.917840e-41,3.819730e-24,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.725000e+03,1.172960e-07,1.635740e+00,3.410910e-11,1.104390e-04,3.148170e-03,7.930070e-01,2.037340e-01,7.678230e-22,1.752550e-09,5.453210e-08,6.629260e-40,1.447040e-23,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.750000e+03,2.084840e-07,1.668020e+00,5.496990e-11,1.422770e-04,3.446820e-03,7.928450e-01,2.035660e-01,2.919210e-21,3.837180e-09,9.620250e-08,6.926280e-39,5.276000e-23,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.775000e+03,3.650960e-07,1.700470e+00,8.741130e-11,1.819920e-04,3.763960e-03,7.926710e-01,2.033830e-01,1.068590e-20,8.214740e-09,1.669700e-07,6.769540e-38,1.854420e-22,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.800000e+03,6.304740e-07,1.733120e+00,1.372270e-10,2.312070e-04,4.099980e-03,7.924830e-01,2.031860e-01,3.772150e-20,1.721180e-08,2.853030e-07,6.206700e-37,6.293040e-22,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.825000e+03,1.074550e-06,1.765980e+00,2.128000e-10,2.918090e-04,4.455250e-03,7.922810e-01,2.029710e-01,1.286040e-19,3.532630e-08,4.802510e-07,5.352530e-36,2.064860e-21,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.850000e+03,1.809040e-06,1.799060e+00,3.261200e-10,3.659830e-04,4.830080e-03,7.920640e-01,2.027390e-01,4.240610e-19,7.108490e-08,7.968730e-07,4.352560e-35,6.559860e-21,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.875000e+03,3.010780e-06,1.832390e+00,4.941500e-10,4.562380e-04,5.224760e-03,7.918300e-01,2.024870e-01,1.354240e-18,1.403490e-07,1.304120e-06,3.345440e-34,2.020410e-20,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.900000e+03,4.957430e-06,1.865990e+00,7.406480e-10,5.654450e-04,5.639520e-03,7.915790e-01,2.022140e-01,4.193810e-18,2.720990e-07,2.106180e-06,2.435940e-33,6.040370e-20,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.925000e+03,8.081700e-06,1.899890e+00,1.098550e-09,6.968750e-04,6.074560e-03,7.913080e-01,2.019170e-01,1.260960e-17,5.183730e-07,3.358480e-06,1.683890e-32,1.754990e-19,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.950000e+03,1.305340e-05,1.934120e+00,1.613070e-09,8.542250e-04,6.530010e-03,7.910150e-01,2.015940e-01,3.685290e-17,9.710730e-07,5.290230e-06,1.107340e-31,4.960830e-19,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,1.975000e+03,2.090290e-05,1.968710e+00,2.345730e-09,1.041670e-03,7.005970e-03,7.906990e-01,2.012430e-01,1.048090e-16,1.789940e-06,8.235560e-06,6.940870e-31,1.365740e-18,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0562341,2.000000e+03,3.316800e-05,2.003690e+00,3.379490e-09,1.263870e-03,7.502460e-03,7.903580e-01,2.008600e-01,2.900230e-16,3.244660e-06,1.266160e-05,4.144800e-30,3.661380e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.025000e+03,5.192470e-05,2.039100e+00,4.825280e-09,1.526060e-03,8.019450e-03,7.899870e-01,2.004430e-01,7.778130e-16,5.759270e-06,1.913850e-05,2.339130e-29,9.520840e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.050000e+03,8.073180e-05,2.074990e+00,6.830170e-09,1.834020e-03,8.556840e-03,7.895830e-01,1.999870e-01,2.036050e-15,1.007690e-05,2.862720e-05,1.265000e-28,2.418260e-17,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.075000e+03,1.247180e-04,2.111370e+00,9.587650e-09,2.194160e-03,9.114430e-03,7.891420e-01,1.994900e-01,5.206740e-15,1.738930e-05,4.239020e-05,6.566200e-28,6.004980e-17,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.100000e+03,1.915150e-04,2.148290e+00,1.335030e-08,2.613540e-03,9.691950e-03,7.886560e-01,1.989470e-01,1.301930e-14,2.961110e-05,6.216240e-05,3.276360e-27,1.459020e-16,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.125000e+03,2.924240e-04,2.185760e+00,1.844550e-08,3.099880e-03,1.028900e-02,7.881180e-01,1.983530e-01,3.185760e-14,4.978080e-05,9.030590e-05,1.573850e-26,3.471390e-16,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.150000e+03,4.441050e-04,2.223810e+00,2.529420e-08,3.661610e-03,1.090520e-02,7.875160e-01,1.977050e-01,7.634630e-14,8.266200e-05,1.300090e-04,7.288510e-26,8.094020e-16,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.175000e+03,6.710030e-04,2.262430e+00,3.443450e-08,4.307890e-03,1.153990e-02,7.868340e-01,1.969970e-01,1.793260e-13,1.356380e-04,1.855420e-04,3.258400e-25,1.850810e-15,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.200000e+03,1.008820e-03,2.301570e+00,4.654870e-08,5.048630e-03,1.219220e-02,7.860520e-01,1.962240e-01,4.131380e-13,2.200290e-04,2.625710e-04,1.408060e-24,4.153310e-15,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.225000e+03,1.509450e-03,2.341170e+00,6.249640e-08,5.894500e-03,1.286130e-02,7.851390e-01,1.953840e-01,9.342110e-13,3.529990e-04,3.685680e-04,5.888710e-24,9.152650e-15,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.250000e+03,2.248030e-03,2.381070e+00,8.335330e-08,6.856950e-03,1.354600e-02,7.840520e-01,1.944720e-01,2.074820e-12,5.603190e-04,5.133000e-04,2.386230e-23,1.981910e-14,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.275000e+03,3.332820e-03,2.421040e+00,1.104550e-07,7.948260e-03,1.424490e-02,7.827310e-01,1.934860e-01,4.528680e-12,8.802890e-04,7.094530e-04,9.379480e-23,4.219430e-14,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.300000e+03,4.919290e-03,2.460720e+00,1.454500e-07,9.181570e-03,1.495610e-02,7.810930e-01,1.924260e-01,9.720210e-12,1.369290e-03,9.733820e-04,3.579880e-22,8.836460e-14,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.325000e+03,7.229950e-03,2.499580e+00,1.903490e-07,1.057090e-02,1.567760e-02,7.790180e-01,1.912980e-01,2.052720e-11,2.109540e-03,1.326030e-03,1.328000e-21,1.821180e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.350000e+03,1.058250e-02,2.536820e+00,2.475920e-07,1.213150e-02,1.640640e-02,7.763380e-01,1.901100e-01,4.267210e-11,3.219800e-03,1.794070e-03,4.792240e-21,3.695160e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.375000e+03,1.543010e-02,2.571350e+00,3.200950e-07,1.387970e-02,1.713930e-02,7.728200e-01,1.888800e-01,8.735900e-11,4.870050e-03,2.411190e-03,1.683480e-20,7.382990e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.400000e+03,2.241950e-02,2.601600e+00,4.113000e-07,1.583370e-02,1.787170e-02,7.681370e-01,1.876360e-01,1.761840e-10,7.301230e-03,3.219750e-03,5.760370e-20,1.452760e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.425000e+03,3.247650e-02,2.625470e+00,5.251850e-07,1.801410e-02,1.859780e-02,7.618390e-01,1.864250e-01,3.501260e-10,1.085140e-02,4.272690e-03,1.920540e-19,2.815030e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.450000e+03,4.693470e-02,2.640090e+00,6.662230e-07,2.044470e-02,1.931020e-02,7.533090e-01,1.853100e-01,6.856760e-10,1.598980e-02,5.635770e-03,6.239650e-19,5.369570e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.475000e+03,6.773640e-02,2.641720e+00,8.392280e-07,2.315470e-02,1.999840e-02,7.417100e-01,1.843870e-01,1.323170e-09,2.335950e-02,7.390230e-03,1.974870e-18,1.007520e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.500000e+03,9.775850e-02,2.625560e+00,1.049000e-06,2.618050e-02,2.064810e-02,7.259180e-01,1.837860e-01,2.515200e-09,3.382960e-02,9.635920e-03,6.084760e-18,1.857390e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.525000e+03,1.413720e-01,2.585660e+00,1.299670e-06,2.956960e-02,2.123860e-02,7.044530e-01,1.836880e-01,4.706930e-09,4.855480e-02,1.249490e-02,1.822720e-17,3.358050e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.550000e+03,2.054670e-01,2.515020e+00,1.593370e-06,3.338500e-02,2.173910e-02,6.753950e-01,1.843260e-01,8.664040e-09,6.903810e-02,1.611580e-02,5.298460e-17,5.937760e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.575000e+03,3.014890e-01,2.405870e+00,1.928070e-06,3.771110e-02,2.210100e-02,6.363150e-01,1.860040e-01,1.566710e-08,9.718920e-02,2.067830e-02,1.490850e-16,1.022840e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.600000e+03,4.499210e-01,2.250350e+00,2.293490e-06,4.266100e-02,2.224570e-02,5.842260e-01,1.891010e-01,2.779030e-08,1.353650e-01,2.639910e-02,4.047890e-16,1.706810e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.625000e+03,6.915280e-01,2.041580e+00,2.663760e-06,4.838450e-02,2.203920e-02,5.155740e-01,1.940800e-01,4.827220e-08,1.863810e-01,3.353820e-02,1.056910e-15,2.735330e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.650000e+03,1.121360e+00,1.774970e+00,2.982770e-06,5.507670e-02,2.124100e-02,4.262920e-01,2.015030e-01,8.196900e-08,2.534790e-01,4.240590e-02,2.644310e-15,4.149380e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.675000e+03,2.026120e+00,1.449440e+00,3.130090e-06,6.299100e-02,1.937600e-02,3.119670e-01,2.120640e-01,1.358360e-07,3.402270e-01,5.337140e-02,6.317680e-15,5.781010e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.700000e+03,4.864510e+00,1.068000e+00,2.810150e-06,7.247040e-02,1.528780e-02,1.683610e-01,2.267430e-01,2.192440e-07,4.502630e-01,6.687170e-02,1.435520e-14,6.738710e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
0.0562341,2.725000e+03,2.000000e+02,6.563000e-01,5.366520e-07,8.409810e-02,2.600690e-03,4.141270e-03,2.476140e-01,3.388650e-07,5.791140e-01,8.243060e-02,2.998550e-14,1.606370e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.750000e+03,2.000000e+02,7.736440e-01,6.455970e-07,9.257890e-02,2.656480e-03,4.071210e-03,2.442670e-01,4.280750e-07,5.809760e-01,7.544930e-02,4.194240e-14,1.979190e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.775000e+03,2.000000e+02,8.930220e-01,7.740410e-07,1.016030e-01,2.708570e-03,4.003010e-03,2.403750e-01,5.387670e-07,5.822910e-01,6.901780e-02,5.837080e-14,2.430430e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.800000e+03,2.000000e+02,1.014700e+00,9.250070e-07,1.111680e-01,2.756700e-03,3.936690e-03,2.359550e-01,6.756960e-07,5.830860e-01,6.309560e-02,8.084850e-14,2.975150e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.825000e+03,2.000000e+02,1.138890e+00,1.101920e-06,1.212660e-01,2.800630e-03,3.872300e-03,2.310250e-01,8.446000e-07,5.833890e-01,5.764490e-02,1.114850e-13,3.631190e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.850000e+03,2.000000e+02,1.265790e+00,1.308630e-06,1.318830e-01,2.840130e-03,3.809870e-03,2.256060e-01,1.052390e-06,5.832280e-01,5.263050e-02,1.530940e-13,4.419630e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.875000e+03,2.000000e+02,1.395540e+00,1.549520e-06,1.430000e-01,2.874990e-03,3.749490e-03,2.197210e-01,1.307410e-06,5.826320e-01,4.801940e-02,2.094280e-13,5.365370e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.900000e+03,2.000000e+02,1.528220e+00,1.829490e-06,1.545900e-01,2.905020e-03,3.691240e-03,2.133990e-01,1.619670e-06,5.816300e-01,4.378130e-02,2.854760e-13,6.497920e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.925000e+03,2.000000e+02,1.663850e+00,2.154070e-06,1.666210e-01,2.930050e-03,3.635190e-03,2.066710e-01,2.001240e-06,5.802510e-01,3.988800e-02,3.878770e-13,7.852200e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.950000e+03,2.000000e+02,1.802390e+00,2.529460e-06,1.790510e-01,2.949960e-03,3.581460e-03,1.995730e-01,2.466630e-06,5.785270e-01,3.631330e-02,5.254550e-13,9.469640e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.975000e+03,2.000000e+02,1.943730e+00,2.962640e-06,1.918350e-01,2.964660e-03,3.530150e-03,1.921430e-01,3.033300e-06,5.764880e-01,3.303330e-02,7.099360e-13,1.139940e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.000000e+03,2.000000e+02,2.087690e+00,3.461410e-06,2.049180e-01,2.974080e-03,3.481360e-03,1.844260e-01,3.722250e-06,5.741680e-01,3.002570e-02,9.569070e-13,1.370000e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.025000e+03,2.000000e+02,2.234020e+00,4.034550e-06,2.182420e-01,2.978200e-03,3.435220e-03,1.764670e-01,4.558720e-06,5.715990e-01,2.727000e-02,1.287090e-12,1.644100e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.050000e+03,2.000000e+02,2.382400e+00,4.691850e-06,2.317420e-01,2.977040e-03,3.391840e-03,1.683160e-01,5.573120e-06,5.688160e-01,2.474710e-02,1.728030e-12,1.970530e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.075000e+03,2.000000e+02,2.532410e+00,5.444290e-06,2.453490e-01,2.970650e-03,3.351310e-03,1.600250e-01,6.802000e-06,5.658530e-01,2.243950e-02,2.316390e-12,2.359180e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.100000e+03,2.000000e+02,2.683600e+00,6.304120e-06,2.589890e-01,2.959150e-03,3.313740e-03,1.516470e-01,8.289360e-06,5.627460e-01,2.033100e-02,3.100980e-12,2.821860e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.125000e+03,2.000000e+02,2.835440e+00,7.285020e-06,2.725880e-01,2.942660e-03,3.279210e-03,1.432380e-01,1.008810e-05,5.595280e-01,1.840630e-02,4.146790e-12,3.372680e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.150000e+03,2.000000e+02,2.987360e+00,8.402270e-06,2.860720e-01,2.921380e-03,3.247780e-03,1.348520e-01,1.226190e-05,5.562360e-01,1.665140e-02,5.540430e-12,4.028490e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.175000e+03,2.000000e+02,3.138730e+00,9.672850e-06,2.993640e-01,2.895520e-03,3.219520e-03,1.265430e-01,1.488720e-05,5.529000e-01,1.505320e-02,7.397330e-12,4.809430e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.200000e+03,2.000000e+02,3.288930e+00,1.111560e-05,3.123940e-01,2.865340e-03,3.194430e-03,1.183630e-01,1.805590e-05,5.495550e-01,1.359950e-02,9.871400e-12,5.739530e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.225000e+03,2.000000e+02,3.437300e+00,1.275160e-05,3.250920e-01,2.831110e-03,3.172540e-03,1.103620e-01,2.187850e-05,5.462290e-01,1.227880e-02,1.316780e-11,6.847500e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.250000e+03,2.000000e+02,3.583210e+00,1.460400e-05,3.373980e-01,2.793150e-03,3.153800e-03,1.025840e-01,2.648700e-05,5.429500e-01,1.108060e-02,1.756000e-11,8.167540e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.275000e+03,2.000000e+02,3.726050e+00,1.669830e-05,3.492550e-01,2.751770e-03,3.138170e-03,9.506890e-02,3.204000e-05,5.397430e-01,9.994700e-03,2.341230e-11,9.740380e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.300000e+03,2.000000e+02,3.865260e+00,1.906290e-05,3.606150e-01,2.707330e-03,3.125570e-03,8.785230e-02,3.872650e-05,5.366300e-01,9.011890e-03,3.120970e-11,1.161440e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.325000e+03,2.000000e+02,4.000340e+00,2.172870e-05,3.714410e-01,2.660180e-03,3.115890e-03,8.096260e-02,4.677270e-05,5.336290e-01,8.123410e-03,4.159720e-11,1.384700e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.350000e+03,2.000000e+02,4.130840e+00,2.472980e-05,3.817010e-01,2.610660e-03,3.108980e-03,7.442200e-02,5.644720e-05,5.307550e-01,7.321100e-03,5.543140e-11,1.650610e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.375000e+03,2.000000e+02,4.256410e+00,2.810320e-05,3.913770e-01,2.559140e-03,3.104700e-03,6.824660e-02,6.806990e-05,5.280190e-01,6.597370e-03,7.384830e-11,1.967190e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.400000e+03,2.000000e+02,4.376800e+00,3.188960e-05,4.004560e-01,2.505950e-03,3.102850e-03,6.244620e-02,8.201940e-05,5.254300e-01,5.945150e-03,9.835170e-11,2.343870e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.425000e+03,2.000000e+02,4.491820e+00,3.613280e-05,4.089360e-01,2.451430e-03,3.103230e-03,5.702480e-02,9.874400e-05,5.229920e-01,5.357890e-03,1.309280e-10,2.791750e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.450000e+03,2.000000e+02,4.601390e+00,4.088070e-05,4.168220e-01,2.395900e-03,3.105640e-03,5.198080e-02,1.187720e-04,5.207070e-01,4.829500e-03,1.741970e-10,3.323800e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.475000e+03,2.000000e+02,4.705510e+00,4.618450e-05,4.241270e-01,2.339650e-03,3.109840e-03,4.730800e-02,1.427260e-04,5.185730e-01,4.354380e-03,2.316000e-10,3.955180e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.500000e+03,2.000000e+02,4.804240e+00,5.210010e-05,4.308680e-01,2.282980e-03,3.115600e-03,4.299620e-02,1.713370e-04,5.165860e-01,3.927400e-03,3.076530e-10,4.703530e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.525000e+03,2.000000e+02,4.897730e+00,5.868700e-05,4.370690e-01,2.226120e-03,3.122690e-03,3.903180e-02,2.054580e-04,5.147430e-01,3.543810e-03,4.082610e-10,5.589330e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.550000e+03,2.000000e+02,4.986180e+00,6.600940e-05,4.427560e-01,2.169310e-03,3.130880e-03,3.539880e-02,2.460880e-04,5.130340e-01,3.199300e-03,5.411230e-10,6.636280e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.575000e+03,2.000000e+02,5.069830e+00,7.413580e-05,4.479580e-01,2.112760e-03,3.139920e-03,3.207910e-02,2.943900e-04,5.114520e-01,2.889930e-03,7.162480e-10,7.871740e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.600000e+03,2.000000e+02,5.148960e+00,8.313950e-05,4.527070e-01,2.056660e-03,3.149590e-03,2.905380e-02,3.517130e-04,5.099860e-01,2.612130e-03,9.466070e-10,9.327150e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.625000e+03,2.000000e+02,5.223900e+00,9.309840e-05,4.570340e-01,2.001150e-03,3.159680e-03,2.630280e-02,4.196230e-04,5.086270e-01,2.362650e-03,1.248950e-09,1.103860e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.650000e+03,2.000000e+02,5.294980e+00,1.040960e-04,4.609720e-01,1.946380e-03,3.169970e-03,2.380640e-02,4.999260e-04,5.073620e-01,2.138560e-03,1.644840e-09,1.304730e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.675000e+03,2.000000e+02,5.362540e+00,1.162190e-04,4.645530e-01,1.892470e-03,3.180270e-03,2.154470e-02,5.947050e-04,5.061820e-01,1.937210e-03,2.161940e-09,1.540030e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.700000e+03,2.000000e+02,5.426940e+00,1.295610e-04,4.678070e-01,1.839500e-03,3.190370e-03,1.949870e-02,7.063540e-04,5.050720e-01,1.756230e-03,2.835610e-09,1.815090e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.725000e+03,2.000000e+02,5.488540e+00,1.442210e-04,4.707640e-01,1.787550e-03,3.200100e-03,1.764980e-02,8.376150e-04,5.040230e-01,1.593490e-03,3.710890e-09,2.135950e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.750000e+03,2.000000e+02,5.547710e+00,1.603010e-04,4.734540e-01,1.736700e-03,3.209290e-03,1.598080e-02,9.916230e-04,5.030200e-01,1.447050e-03,4.844910e-09,2.509450e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.775000e+03,2.000000e+02,5.604810e+00,1.779110e-04,4.759040e-01,1.686970e-03,3.217760e-03,1.447510e-02,1.171950e-03,5.020510e-01,1.315210e-03,6.309910e-09,2.943230e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
