Tw_K,P_bar,M[kg/mol],Cp[J/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[Pa-s]
3950,0.00569792,9.101740e-03,3.203540e+03,2.379000e+07,1.424330e+00,1.579100e-04,8.883320e-05
3975,0.00569792,9.100440e-03,3.217740e+03,2.387030e+07,1.421340e+00,1.568940e-04,8.925910e-05
4000,0.00569792,9.099160e-03,3.241080e+03,2.395100e+07,1.417180e+00,1.558920e-04,8.968590e-05
200,0.0101325,2.772030e-02,1.191100e+03,-8.321660e+06,1.336580e+00,1.689080e-02,1.026650e-05
225,0.0101325,2.772030e-02,1.214490e+03,-8.291600e+06,1.327970e+00,1.501400e-02,1.132950e-05
250,0.0101325,2.772030e-02,1.240570e+03,-8.260920e+06,1.318890e+00,1.351260e-02,1.237070e-05
275,0.0101325,2.772020e-02,1.270290e+03,-8.229540e+06,1.309180e+00,1.228420e-02,1.338950e-05
300,0.0101325,2.771970e-02,1.304730e+03,-8.197360e+06,1.298810e+00,1.126030e-02,1.438510e-05
325,0.0101325,2.771810e-02,1.346510e+03,-8.164240e+06,1.287540e+00,1.039350e-02,1.545560e-05
350,0.0101325,2.771350e-02,1.401110e+03,-8.129930e+06,1.274880e+00,9.649520e-03,1.651750e-05
375,0.0101325,2.770260e-02,1.478130e+03,-8.094000e+06,1.260260e+00,9.002650e-03,1.756840e-05
400,0.0101325,2.767900e-02,1.592180e+03,-8.055720e+06,1.243400e+00,8.432800e-03,1.860350e-05
425,0.0101325,2.763290e-02,1.763070e+03,-8.013920e+06,1.224800e+00,7.923550e-03,1.961450e-05
450,0.0101325,2.755060e-02,2.014920e+03,-7.966890e+06,1.205940e+00,7.461050e-03,2.058870e-05
475,0.0101325,2.741410e-02,2.374460e+03,-7.912280e+06,1.188790e+00,7.033340e-03,2.150860e-05
500,0.0101325,2.720320e-02,2.871250e+03,-7.847030e+06,1.174790e+00,6.630290e-03,2.235370e-05
525,0.0101325,2.689770e-02,3.549320e+03,-7.767220e+06,1.164120e+00,6.243640e-03,2.300890e-05
550,0.0101325,2.647650e-02,4.510320e+03,-7.667240e+06,1.155860e+00,5.866520e-03,2.355120e-05
575,0.0101325,2.590960e-02,6.003730e+03,-7.537330e+06,1.149830e+00,5.491290e-03,2.399120e-05
600,0.0101325,2.513840e-02,8.488890e+03,-7.358810e+06,1.149370e+00,5.105850e-03,2.435810e-05
625,0.0101325,2.407260e-02,1.241650e+04,-7.100700e+06,1.160150e+00,4.693800e-03,2.463880e-05
650,0.0101325,2.264640e-02,1.768510e+04,-6.726530e+06,1.183080e+00,4.245880e-03,2.493600e-05
675,0.0101325,2.091460e-02,2.325010e+04,-6.213680e+06,1.211030e+00,3.775960e-03,2.534450e-05
700,0.0101325,1.908400e-02,2.707820e+04,-5.578380e+06,1.231630e+00,3.322410e-03,2.599010e-05
725,0.0101325,1.743290e-02,2.694590e+04,-4.893330e+06,1.234290e+00,2.930310e-03,2.692920e-05
750,0.0101325,1.616740e-02,2.248190e+04,-4.268040e+06,1.219500e+00,2.627000e-03,2.805920e-05
775,0.0101325,1.533580e-02,1.588010e+04,-3.787140e+06,1.199840e+00,2.411500e-03,2.918960e-05
800,0.0101325,1.486450e-02,9.803400e+03,-3.469270e+06,1.191380e+00,2.264350e-03,3.019390e-05
825,0.0101325,1.463660e-02,5.713370e+03,-3.280010e+06,1.207960e+00,2.162060e-03,3.105870e-05
850,0.0101325,1.454190e-02,3.656130e+03,-3.166390e+06,1.248430e+00,2.084890e-03,3.183280e-05
875,0.0101325,1.450590e-02,2.822950e+03,-3.087070e+06,1.287890e+00,2.020310e-03,3.256430e-05
900,0.0101325,1.449250e-02,2.515820e+03,-3.020970e+06,1.310350e+00,1.962380e-03,3.327810e-05
925,0.0101325,1.448730e-02,2.404050e+03,-2.959700e+06,1.319980e+00,1.908660e-03,3.398370e-05
950,0.0101325,1.448530e-02,2.362750e+03,-2.900200e+06,1.323640e+00,1.858170e-03,3.468430e-05
975,0.0101325,1.448440e-02,2.347470e+03,-2.841360e+06,1.324900e+00,1.810420e-03,3.538100e-05
1000,0.0101325,1.448410e-02,2.342310e+03,-2.782750e+06,1.325190e+00,1.765110e-03,3.607390e-05
1025,0.0101325,1.448390e-02,2.340470e+03,-2.724220e+06,1.325240e+00,1.722040e-03,3.671090e-05
1050,0.0101325,1.448380e-02,2.340460e+03,-2.665710e+06,1.325110e+00,1.681030e-03,3.734230e-05
1075,0.0101325,1.448380e-02,2.341390e+03,-2.607190e+06,1.324880e+00,1.641930e-03,3.796850e-05
1100,0.0101325,1.448380e-02,2.342910e+03,-2.548630e+06,1.324570e+00,1.604610e-03,3.858930e-05
1125,0.0101325,1.448370e-02,2.344850e+03,-2.490040e+06,1.324200e+00,1.568950e-03,3.920510e-05
1150,0.0101325,1.448370e-02,2.347170e+03,-2.431390e+06,1.323770e+00,1.534850e-03,3.981580e-05
1175,0.0101325,1.448370e-02,2.349840e+03,-2.372680e+06,1.323280e+00,1.502190e-03,4.042180e-05
1200,0.0101325,1.448370e-02,2.352840e+03,-2.313890e+06,1.322740e+00,1.470890e-03,4.102320e-05
1225,0.0101325,1.448370e-02,2.356180e+03,-2.255030e+06,1.322140e+00,1.440870e-03,4.162010e-05
1250,0.0101325,1.448370e-02,2.359850e+03,-2.196080e+06,1.321490e+00,1.412060e-03,4.221280e-05
1275,0.0101325,1.448370e-02,2.363870e+03,-2.137040e+06,1.320780e+00,1.384370e-03,4.280150e-05
1300,0.0101325,1.448370e-02,2.368260e+03,-2.077890e+06,1.320020e+00,1.357740e-03,4.338630e-05
1325,0.0101325,1.448360e-02,2.373060e+03,-2.018620e+06,1.319200e+00,1.332120e-03,4.396740e-05
1350,0.0101325,1.448360e-02,2.378320e+03,-1.959230e+06,1.318310e+00,1.307450e-03,4.454510e-05
1375,0.0101325,1.448360e-02,2.384100e+03,-1.899700e+06,1.317350e+00,1.283670e-03,4.511940e-05
1400,0.0101325,1.448350e-02,2.390500e+03,-1.840020e+06,1.316320e+00,1.260740e-03,4.569060e-05
1425,0.0101325,1.448340e-02,2.397630e+03,-1.780170e+06,1.315190e+00,1.238620e-03,4.625880e-05
1450,0.0101325,1.448320e-02,2.405630e+03,-1.720130e+06,1.313950e+00,1.217250e-03,4.682410e-05
1475,0.0101325,1.448310e-02,2.414680e+03,-1.659880e+06,1.312590e+00,1.196600e-03,4.738680e-05
1500,0.0101325,1.448280e-02,2.425000e+03,-1.599380e+06,1.311080e+00,1.176640e-03,4.794690e-05
1525,0.0101325,1.448250e-02,2.436830e+03,-1.538620e+06,1.309400e+00,1.157330e-03,4.850470e-05
1550,0.0101325,1.448210e-02,2.450490e+03,-1.477530e+06,1.307530e+00,1.138630e-03,4.906010e-05
1575,0.0101325,1.448160e-02,2.466310e+03,-1.416070e+06,1.305430e+00,1.120510e-03,4.961340e-05
1600,0.0101325,1.448090e-02,2.484700e+03,-1.354190e+06,1.303080e+00,1.102960e-03,5.016460e-05
1625,0.0101325,1.448010e-02,2.506120e+03,-1.291810e+06,1.300430e+00,1.085920e-03,5.071400e-05
1650,0.0101325,1.447900e-02,2.531110e+03,-1.228860e+06,1.297470e+00,1.069390e-03,5.126140e-05
1675,0.0101325,1.447770e-02,2.560250e+03,-1.165220e+06,1.294150e+00,1.053340e-03,5.180720e-05
1700,0.0101325,1.447610e-02,2.594210e+03,-1.100800e+06,1.290460e+00,1.037730e-03,5.235140e-05
1725,0.0101325,1.447410e-02,2.633730e+03,-1.035470e+06,1.286370e+00,1.022550e-03,5.289400e-05
1750,0.0101325,1.447170e-02,2.679640e+03,-9.690630e+05,1.281860e+00,1.007770e-03,5.343510e-05
1775,0.0101325,1.446870e-02,2.732840e+03,-9.014230e+05,1.276930e+00,9.933780e-04,5.397490e-05
1800,0.0101325,1.446520e-02,2.794320e+03,-8.323520e+05,1.271590e+00,9.793410e-04,5.451340e-05
1825,0.0101325,1.446090e-02,2.865170e+03,-7.616290e+05,1.265850e+00,9.656410e-04,5.505080e-05
1850,0.0101325,1.445590e-02,2.946540e+03,-6.890060e+05,1.259740e+00,9.522580e-04,5.558690e-05
1875,0.0101325,1.444990e-02,3.039700e+03,-6.142030e+05,1.253310e+00,9.391700e-04,5.612200e-05
1900,0.0101325,1.444280e-02,3.146010e+03,-5.369110e+05,1.246610e+00,9.263580e-04,5.665610e-05
1925,0.0101325,1.443440e-02,3.266910e+03,-4.567810e+05,1.239710e+00,9.137990e-04,5.718930e-05
1950,0.0101325,1.442470e-02,3.403910e+03,-3.734310e+05,1.232690e+00,9.014740e-04,5.772160e-05
1975,0.0101325,1.441330e-02,3.558660e+03,-2.864380e+05,1.225620e+00,8.893630e-04,5.825300e-05
2000,0.0101325,1.440020e-02,3.732830e+03,-1.953370e+05,1.218610e+00,8.774440e-04,5.878370e-05
2025,0.0101325,1.438500e-02,3.928210e+03,-9.961980e+04,1.211720e+00,8.656980e-04,5.927270e-05
2050,0.0101325,1.436760e-02,4.146630e+03,1.265760e+03,1.205060e+00,8.541050e-04,5.976020e-05
2075,0.0101325,1.434760e-02,4.390010e+03,1.079200e+05,1.198680e+00,8.426430e-04,6.024620e-05
2100,0.0101325,1.432490e-02,4.660300e+03,2.209910e+05,1.192660e+00,8.312920e-04,6.073060e-05
2125,0.0101325,1.429910e-02,4.959480e+03,3.411750e+05,1.187070e+00,8.200330e-04,6.121350e-05
2150,0.0101325,1.426990e-02,5.289560e+03,4.692220e+05,1.181950e+00,8.088450e-04,6.169480e-05
2175,0.0101325,1.423710e-02,5.652550e+03,6.059280e+05,1.177330e+00,7.977080e-04,6.217460e-05
2200,0.0101325,1.420030e-02,6.050460e+03,7.521410e+05,1.173260e+00,7.866030e-04,6.265270e-05
2225,0.0101325,1.415910e-02,6.485240e+03,9.087580e+05,1.169740e+00,7.755110e-04,6.312900e-05
2250,0.0101325,1.411330e-02,6.958770e+03,1.076730e+06,1.166800e+00,7.644140e-04,6.360350e-05
2275,0.0101325,1.406250e-02,7.472850e+03,1.257030e+06,1.164440e+00,7.532930e-04,6.407600e-05
2300,0.0101325,1.400640e-02,8.029150e+03,1.450720e+06,1.162650e+00,7.421320e-04,6.454620e-05
2325,0.0101325,1.394470e-02,8.629170e+03,1.658860e+06,1.161440e+00,7.309160e-04,6.501380e-05
2350,0.0101325,1.387700e-02,9.274240e+03,1.882550e+06,1.160800e+00,7.196300e-04,6.547860e-05
2375,0.0101325,1.380310e-02,9.965460e+03,2.122950e+06,1.160700e+00,7.082630e-04,6.594020e-05
2400,0.0101325,1.372270e-02,1.070370e+04,2.381220e+06,1.161140e+00,6.968030e-04,6.639820e-05
2425,0.0101325,1.363560e-02,1.148940e+04,2.658530e+06,1.162100e+00,6.852410e-04,6.685200e-05
2450,0.0101325,1.354150e-02,1.232300e+04,2.956090e+06,1.163560e+00,6.735720e-04,6.730100e-05
2475,0.0101325,1.344050e-02,1.320440e+04,3.275080e+06,1.165490e+00,6.617910e-04,6.774480e-05
2500,0.0101325,1.333220e-02,1.413320e+04,3.616700e+06,1.167860e+00,6.498970e-04,6.818260e-05
2525,0.0101325,1.321680e-02,1.510870e+04,3.982130e+06,1.170660e+00,6.378900e-04,6.861370e-05
2550,0.0101325,1.309410e-02,1.612990e+04,4.372520e+06,1.173850e+00,6.257760e-04,6.903760e-05
2575,0.0101325,1.296440e-02,1.719530e+04,4.788990e+06,1.177400e+00,6.135590e-04,6.945360e-05
2600,0.0101325,1.282760e-02,1.830250e+04,5.232630e+06,1.181280e+00,6.012490e-04,6.986110e-05
2625,0.0101325,1.268410e-02,1.944820e+04,5.704440e+06,1.185450e+00,5.888590e-04,7.025980e-05
2650,0.0101325,1.253400e-02,2.062700e+04,6.205320e+06,1.189860e+00,5.764040e-04,7.064940e-05
2675,0.0101325,1.237790e-02,2.183010e+04,6.735990e+06,1.194480e+00,5.639020e-04,7.102970e-05
2700,0.0101325,1.221600e-02,2.304390e+04,7.296910e+06,1.199230e+00,5.513760e-04,7.140090e-05
2725,0.0101325,1.204920e-02,2.424720e+04,7.888100e+06,1.204040e+00,5.388550e-04,7.176290e-05
2750,0.0101325,1.187810e-02,2.540920e+04,8.508930e+06,1.208800e+00,5.263750e-04,7.211620e-05
2775,0.0101325,1.170380e-02,2.648780e+04,9.157870e+06,1.213370e+00,5.139780e-04,7.246100e-05
2800,0.0101325,1.152750e-02,2.743020e+04,9.832190e+06,1.217600e+00,5.017190e-04,7.279740e-05
2825,0.0101325,1.135090e-02,2.817630e+04,1.052770e+07,1.221300e+00,4.896600e-04,7.312540e-05
2850,0.0101325,1.117570e-02,2.866590e+04,1.123890e+07,1.224290e+00,4.778710e-04,7.344470e-05
2875,0.0101325,1.100370e-02,2.884900e+04,1.195850e+07,1.226430e+00,4.664260e-04,7.375510e-05
2900,0.0101325,1.083700e-02,2.869580e+04,1.267850e+07,1.227650e+00,4.553980e-04,7.405630e-05
2925,0.0101325,1.067720e-02,2.820360e+04,1.339040e+07,1.227950e+00,4.448520e-04,7.434830e-05
2950,0.0101325,1.052600e-02,2.739760e+04,1.408610e+07,1.227450e+00,4.348360e-04,7.463160e-05
2975,0.0101325,1.038450e-02,2.632620e+04,1.475810e+07,1.226310e+00,4.253830e-04,7.490720e-05
3000,0.0101325,1.025330e-02,2.505150e+04,1.540070e+07,1.224760e+00,4.165090e-04,7.517670e-05
3025,0.0101325,1.013280e-02,2.363930e+04,1.600950e+07,1.223030e+00,4.082110e-04,7.544210e-05
3050,0.0101325,1.002280e-02,2.215090e+04,1.658200e+07,1.221330e+00,4.004720e-04,7.570580e-05
3075,0.0101325,9.923120e-03,2.063870e+04,1.711690e+07,1.219860e+00,3.932650e-04,7.597000e-05
3100,0.0101325,9.833180e-03,1.914370e+04,1.761410e+07,1.218780e+00,3.865580e-04,7.623700e-05
3125,0.0101325,9.752360e-03,1.769610e+04,1.807450e+07,1.218210e+00,3.803130e-04,7.650870e-05
3150,0.0101325,9.679960e-03,1.631700e+04,1.849950e+07,1.218240e+00,3.744940e-04,7.678670e-05
3175,0.0101325,9.615280e-03,1.501970e+04,1.889100e+07,1.218950e+00,3.690630e-04,7.707210e-05
3200,0.0101325,9.557610e-03,1.381190e+04,1.925120e+07,1.220390e+00,3.639830e-04,7.736580e-05
3225,0.0101325,9.506290e-03,1.269680e+04,1.958240e+07,1.222590e+00,3.592220e-04,7.766830e-05
3250,0.0101325,9.460670e-03,1.167450e+04,1.988680e+07,1.225580e+00,3.547480e-04,7.797970e-05
3275,0.0101325,9.420170e-03,1.074300e+04,2.016690e+07,1.229350e+00,3.505330e-04,7.830010e-05
3300,0.0101325,9.384240e-03,9.898340e+03,2.042470e+07,1.233920e+00,3.465510e-04,7.862920e-05
3325,0.0101325,9.352380e-03,9.135840e+03,2.066250e+07,1.239240e+00,3.427770e-04,7.896660e-05
3350,0.0101325,9.324140e-03,8.450030e+03,2.088210e+07,1.245290e+00,3.391920e-04,7.931210e-05
3375,0.0101325,9.299110e-03,7.835130e+03,2.108550e+07,1.252030e+00,3.357760e-04,7.966490e-05
3400,0.0101325,9.276920e-03,7.285270e+03,2.127440e+07,1.259400e+00,3.325120e-04,8.002460e-05
3425,0.0101325,9.257260e-03,6.794660e+03,2.145030e+07,1.267320e+00,3.293850e-04,8.039080e-05
3450,0.0101325,9.239830e-03,6.357720e+03,2.161460e+07,1.275730e+00,3.263820e-04,8.076270e-05
3475,0.0101325,9.224360e-03,5.969160e+03,2.176860e+07,1.284540e+00,3.234920e-04,8.114000e-05
3500,0.0101325,9.210630e-03,5.624040e+03,2.191340e+07,1.293650e+00,3.207030e-04,8.152220e-05
3525,0.0101325,9.198430e-03,5.317790e+03,2.205010e+07,1.302970e+00,3.180070e-04,8.190880e-05
3550,0.0101325,9.187590e-03,5.046260e+03,2.217960e+07,1.312410e+00,3.153950e-04,8.229930e-05
3575,0.0101325,9.177950e-03,4.805650e+03,2.230270e+07,1.321880e+00,3.128610e-04,8.269340e-05
3600,0.0101325,9.169360e-03,4.592560e+03,2.242010e+07,1.331270e+00,3.103980e-04,8.309080e-05
3625,0.0101325,9.161710e-03,4.403940e+03,2.253250e+07,1.340500e+00,3.080000e-04,8.349110e-05
3650,0.0101325,9.154880e-03,4.237070e+03,2.264050e+07,1.349490e+00,3.056620e-04,8.389410e-05
3675,0.0101325,9.148770e-03,4.089550e+03,2.274450e+07,1.358170e+00,3.033800e-04,8.429940e-05
3700,0.0101325,9.143310e-03,3.959270e+03,2.284510e+07,1.366470e+00,3.011510e-04,8.470690e-05
3725,0.0101325,9.138420e-03,3.844380e+03,2.294260e+07,1.374330e+00,2.989700e-04,8.511640e-05
3750,0.0101325,9.134030e-03,3.743280e+03,2.303740e+07,1.381700e+00,2.968340e-04,8.552760e-05
3775,0.0101325,9.130090e-03,3.654570e+03,2.312990e+07,1.388520e+00,2.947410e-04,8.594040e-05
3800,0.0101325,9.126530e-03,3.577090e+03,2.322030e+07,1.394750e+00,2.926880e-04,8.635480e-05
3825,0.0101325,9.123330e-03,3.509840e+03,2.330880e+07,1.400360e+00,2.906720e-04,8.677040e-05
3850,0.0101325,9.120420e-03,3.452030e+03,2.339580e+07,1.405300e+00,2.886930e-04,8.718740e-05
3875,0.0101325,9.117780e-03,3.403000e+03,2.348150e+07,1.409530e+00,2.867470e-04,8.760550e-05
3900,0.0101325,9.115380e-03,3.362280e+03,2.356610e+07,1.413010e+00,2.848340e-04,8.802470e-05
3925,0.0101325,9.113170e-03,3.329540e+03,2.364970e+07,1.415680e+00,2.829510e-04,8.844490e-05
3950,0.0101325,9.111140e-03,3.304590e+03,2.373260e+07,1.417510e+00,2.810980e-04,8.886620e-05
3975,0.0101325,9.109250e-03,3.287410e+03,2.381500e+07,1.418430e+00,2.792720e-04,8.928840e-05
4000,0.0101325,9.107480e-03,3.278110e+03,2.389700e+07,1.418380e+00,2.774730e-04,8.971160e-05
200,0.0180184,2.772030e-02,1.191100e+03,-8.321660e+06,1.336580e+00,3.003660e-02,1.026650e-05
225,0.0180184,2.772030e-02,1.214490e+03,-8.291600e+06,1.327970e+00,2.669920e-02,1.132950e-05
250,0.0180184,2.772030e-02,1.240520e+03,-8.260920e+06,1.318900e+00,2.402920e-02,1.237070e-05
275,0.0180184,2.772020e-02,1.270040e+03,-8.229540e+06,1.309240e+00,2.184470e-02,1.338950e-05
300,0.0180184,2.771990e-02,1.303790e+03,-8.197380e+06,1.299010e+00,2.002400e-02,1.438520e-05
325,0.0180184,2.771860e-02,1.343600e+03,-8.164300e+06,1.288100e+00,1.848290e-02,1.545590e-05
350,0.0180184,2.771520e-02,1.393460e+03,-8.130120e+06,1.276180e+00,1.716060e-02,1.651860e-05
375,0.0180184,2.770700e-02,1.460460e+03,-8.094490e+06,1.262790e+00,1.601180e-02,1.757130e-05
400,0.0180184,2.768920e-02,1.555610e+03,-8.056860e+06,1.247620e+00,1.500140e-02,1.861070e-05
425,0.0180184,2.765450e-02,1.694160e+03,-8.016350e+06,1.230820e+00,1.410130e-02,1.963060e-05
450,0.0180184,2.759210e-02,1.895420e+03,-7.971630e+06,1.213270e+00,1.328780e-02,2.062150e-05
475,0.0180184,2.748770e-02,2.182210e+03,-7.920860e+06,1.196420e+00,1.254080e-02,2.156970e-05
500,0.0180184,2.732410e-02,2.581320e+03,-7.861590e+06,1.181660e+00,1.184290e-02,2.245840e-05
525,0.0180184,2.708270e-02,3.129810e+03,-7.790560e+06,1.169650e+00,1.117930e-02,2.317370e-05
550,0.0180184,2.674330e-02,3.897620e+03,-7.703290e+06,1.160140e+00,1.053740e-02,2.378820e-05
575,0.0180184,2.628060e-02,5.038930e+03,-7.592610e+06,1.152840e+00,9.904870e-03,2.430110e-05
600,0.0180184,2.565280e-02,6.852910e+03,-7.445780e+06,1.149360e+00,9.265440e-03,2.472710e-05
625,0.0180184,2.479220e-02,9.732430e+03,-7.241030e+06,1.153990e+00,8.596410e-03,2.504100e-05
650,0.0180184,2.362430e-02,1.386290e+04,-6.948560e+06,1.169980e+00,7.876380e-03,2.532980e-05
675,0.0180184,2.213290e-02,1.885260e+04,-6.540510e+06,1.195050e+00,7.105840e-03,2.565360e-05
700,0.0180184,2.041960e-02,2.355500e+04,-6.008110e+06,1.221080e+00,6.321650e-03,2.611190e-05
725,0.0180184,1.869450e-02,2.616250e+04,-5.380250e+06,1.237240e+00,5.588010e-03,2.680920e-05
750,0.0180184,1.719020e-02,2.512170e+04,-4.730940e+06,1.236290e+00,4.967080e-03,2.776350e-05
775,0.0180184,1.605400e-02,2.064330e+04,-4.153390e+06,1.221150e+00,4.489140e-03,2.886220e-05
800,0.0180184,1.530350e-02,1.470900e+04,-3.710880e+06,1.203480e+00,4.145550e-03,2.994510e-05
825,0.0180184,1.486790e-02,9.366930e+03,-3.412700e+06,1.196620e+00,3.905520e-03,3.091590e-05
850,0.0180184,1.464780e-02,5.699130e+03,-3.228290e+06,1.211620e+00,3.734530e-03,3.176680e-05
875,0.0180184,1.455040e-02,3.748190e+03,-3.113240e+06,1.247490e+00,3.603710e-03,3.253740e-05
900,0.0180184,1.451080e-02,2.896440e+03,-3.031750e+06,1.284360e+00,3.494070e-03,3.326760e-05
925,0.0180184,1.449500e-02,2.558280e+03,-2.964220e+06,1.307280e+00,3.395940e-03,3.397950e-05
950,0.0180184,1.448860e-02,2.426660e+03,-2.902160e+06,1.318040e+00,3.305110e-03,3.468260e-05
975,0.0180184,1.448600e-02,2.374910e+03,-2.842240e+06,1.322480e+00,3.219770e-03,3.538030e-05
1000,0.0180184,1.448480e-02,2.354550e+03,-2.783160e+06,1.324130e+00,3.139020e-03,3.607360e-05
1025,0.0180184,1.448420e-02,2.346150e+03,-2.724420e+06,1.324760e+00,3.062340e-03,3.671070e-05
1050,0.0180184,1.448400e-02,2.343190e+03,-2.665810e+06,1.324890e+00,2.989380e-03,3.734230e-05
1075,0.0180184,1.448390e-02,2.342740e+03,-2.607240e+06,1.324770e+00,2.919830e-03,3.796840e-05
1100,0.0180184,1.448380e-02,2.343590e+03,-2.548660e+06,1.324520e+00,2.853460e-03,3.858930e-05
1125,0.0180184,1.448380e-02,2.345200e+03,-2.490060e+06,1.324180e+00,2.790040e-03,3.920510e-05
1150,0.0180184,1.448380e-02,2.347330e+03,-2.431400e+06,1.323760e+00,2.729390e-03,3.981580e-05
1175,0.0180184,1.448370e-02,2.349890e+03,-2.372690e+06,1.323290e+00,2.671310e-03,4.042180e-05
1200,0.0180184,1.448370e-02,2.352810e+03,-2.313900e+06,1.322750e+00,2.615660e-03,4.102320e-05
1225,0.0180184,1.448370e-02,2.356060e+03,-2.255040e+06,1.322160e+00,2.562280e-03,4.162010e-05
1250,0.0180184,1.448370e-02,2.359640e+03,-2.196100e+06,1.321520e+00,2.511030e-03,4.221280e-05
1275,0.0180184,1.448370e-02,2.363550e+03,-2.137060e+06,1.320830e+00,2.461790e-03,4.280150e-05
1300,0.0180184,1.448370e-02,2.367780e+03,-2.077920e+06,1.320090e+00,2.414450e-03,4.338630e-05
1325,0.0180184,1.448370e-02,2.372370e+03,-2.018670e+06,1.319300e+00,2.368890e-03,4.396740e-05
1350,0.0180184,1.448360e-02,2.377340e+03,-1.959290e+06,1.318450e+00,2.325020e-03,4.454510e-05
1375,0.0180184,1.448360e-02,2.382750e+03,-1.899790e+06,1.317540e+00,2.282740e-03,4.511940e-05
1400,0.0180184,1.448350e-02,2.388640e+03,-1.840150e+06,1.316570e+00,2.241960e-03,4.569060e-05
1425,0.0180184,1.448350e-02,2.395100e+03,-1.780360e+06,1.315530e+00,2.202620e-03,4.625880e-05
1450,0.0180184,1.448340e-02,2.402250e+03,-1.720390e+06,1.314400e+00,2.164630e-03,4.682410e-05
1475,0.0180184,1.448320e-02,2.410200e+03,-1.660240e+06,1.313180e+00,2.127920e-03,4.738680e-05
1500,0.0180184,1.448300e-02,2.419110e+03,-1.599870e+06,1.311840e+00,2.092430e-03,4.794700e-05
1525,0.0180184,1.448280e-02,2.429160e+03,-1.539270e+06,1.310370e+00,2.058090e-03,4.850470e-05
1550,0.0180184,1.448250e-02,2.440590e+03,-1.478410e+06,1.308760e+00,2.024860e-03,4.906010e-05
1575,0.0180184,1.448210e-02,2.453660e+03,-1.417230e+06,1.306970e+00,1.992660e-03,4.961340e-05
1600,0.0180184,1.448160e-02,2.468650e+03,-1.355710e+06,1.304980e+00,1.961460e-03,5.016470e-05
1625,0.0180184,1.448100e-02,2.485910e+03,-1.293780e+06,1.302770e+00,1.931200e-03,5.071400e-05
1650,0.0180184,1.448020e-02,2.505850e+03,-1.231390e+06,1.300310e+00,1.901830e-03,5.126150e-05
1675,0.0180184,1.447920e-02,2.528900e+03,-1.168460e+06,1.297570e+00,1.873320e-03,5.180730e-05
1700,0.0180184,1.447800e-02,2.555570e+03,-1.104910e+06,1.294530e+00,1.845620e-03,5.235150e-05
1725,0.0180184,1.447650e-02,2.586400e+03,-1.040650e+06,1.291160e+00,1.818680e-03,5.289410e-05
1750,0.0180184,1.447470e-02,2.622010e+03,-9.755530e+05,1.287440e+00,1.792480e-03,5.343530e-05
1775,0.0180184,1.447250e-02,2.663090e+03,-9.095020e+05,1.283360e+00,1.766960e-03,5.397510e-05
1800,0.0180184,1.446980e-02,2.710380e+03,-8.423470e+05,1.278910e+00,1.742100e-03,5.451370e-05
1825,0.0180184,1.446660e-02,2.764690e+03,-7.739240e+05,1.274090e+00,1.717860e-03,5.505100e-05
1850,0.0180184,1.446280e-02,2.826900e+03,-7.040470e+05,1.268920e+00,1.694200e-03,5.558720e-05
1875,0.0180184,1.445830e-02,2.897960e+03,-6.325050e+05,1.263400e+00,1.671080e-03,5.612240e-05
1900,0.0180184,1.445300e-02,2.978900e+03,-5.590660e+05,1.257580e+00,1.648490e-03,5.665660e-05
1925,0.0180184,1.444670e-02,3.070790e+03,-4.834690e+05,1.251490e+00,1.626370e-03,5.718980e-05
1950,0.0180184,1.443940e-02,3.174800e+03,-4.054260e+05,1.245180e+00,1.604710e-03,5.772220e-05
1975,0.0180184,1.443080e-02,3.292160e+03,-3.246180e+05,1.238720e+00,1.583460e-03,5.825370e-05
2000,0.0180184,1.442090e-02,3.424160e+03,-2.406960e+05,1.232180e+00,1.562590e-03,5.878460e-05
2025,0.0180184,1.440950e-02,3.572160e+03,-1.532770e+05,1.225620e+00,1.542080e-03,5.927380e-05
2050,0.0180184,1.439640e-02,3.737560e+03,-6.194300e+04,1.219110e+00,1.521880e-03,5.976150e-05
2075,0.0180184,1.438130e-02,3.921850e+03,3.375880e+04,1.212740e+00,1.501970e-03,6.024770e-05
2100,0.0180184,1.436410e-02,4.126530e+03,1.343190e+05,1.206560e+00,1.482320e-03,6.073250e-05
2125,0.0180184,1.434460e-02,4.353160e+03,2.402680e+05,1.200650e+00,1.462890e-03,6.121590e-05
2150,0.0180184,1.432250e-02,4.603320e+03,3.521740e+05,1.195060e+00,1.443660e-03,6.169780e-05
2175,0.0180184,1.429760e-02,4.878630e+03,4.706440e+05,1.189850e+00,1.424580e-03,6.217840e-05
2200,0.0180184,1.426970e-02,5.180690e+03,5.963280e+05,1.185050e+00,1.405640e-03,6.265750e-05
2225,0.0180184,1.423830e-02,5.511120e+03,7.299150e+05,1.180710e+00,1.386790e-03,6.313520e-05
2250,0.0180184,1.420340e-02,5.871510e+03,8.721340e+05,1.176840e+00,1.368010e-03,6.361130e-05
2275,0.0180184,1.416450e-02,6.263420e+03,1.023750e+06,1.173480e+00,1.349280e-03,6.408590e-05
2300,0.0180184,1.412150e-02,6.688350e+03,1.185580e+06,1.170620e+00,1.330560e-03,6.455880e-05
2325,0.0180184,1.407400e-02,7.147720e+03,1.358460e+06,1.168290e+00,1.311820e-03,6.502990e-05
2350,0.0180184,1.402170e-02,7.642860e+03,1.543260e+06,1.166470e+00,1.293050e-03,6.549900e-05
