Tw_K,P_bar,M[kg/mol],Cp[J/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[Pa-s]
325,101.325,2.772030e-02,1.334990e+03,-8.164480e+06,1.289790e+00,1.039430e+02,1.545690e-05
350,101.325,2.772030e-02,1.370760e+03,-8.130660e+06,1.280130e+00,9.651870e+01,1.652160e-05
375,101.325,2.772020e-02,1.407930e+03,-8.095930e+06,1.270770e+00,9.008370e+01,1.757990e-05
400,101.325,2.771990e-02,1.446220e+03,-8.060260e+06,1.261790e+00,8.445280e+01,1.863220e-05
425,101.325,2.771940e-02,1.485520e+03,-8.023610e+06,1.253240e+00,7.948360e+01,1.967890e-05
450,101.325,2.771860e-02,1.525870e+03,-7.985970e+06,1.245120e+00,7.506550e+01,2.072070e-05
475,101.325,2.771710e-02,1.567450e+03,-7.947310e+06,1.237410e+00,7.111090e+01,2.175840e-05
500,101.325,2.771470e-02,1.610700e+03,-7.907590e+06,1.230090e+00,6.754950e+01,2.279270e-05
525,101.325,2.771090e-02,1.656280e+03,-7.866760e+06,1.223090e+00,6.432410e+01,2.372740e-05
550,101.325,2.770520e-02,1.705240e+03,-7.824750e+06,1.216370e+00,6.138760e+01,2.464820e-05
575,101.325,2.769680e-02,1.759070e+03,-7.781450e+06,1.209860e+00,5.870070e+01,2.555510e-05
600,101.325,2.768460e-02,1.819900e+03,-7.736730e+06,1.203460e+00,5.623010e+01,2.644830e-05
625,101.325,2.766750e-02,1.890610e+03,-7.690380e+06,1.197110e+00,5.394750e+01,2.727260e-05
650,101.325,2.764350e-02,1.974980e+03,-7.642090e+06,1.190750e+00,5.182770e+01,2.807850e-05
675,101.325,2.761070e-02,2.077870e+03,-7.591470e+06,1.184360e+00,4.984880e+01,2.886580e-05
700,101.325,2.756600e-02,2.205180e+03,-7.537990e+06,1.177990e+00,4.799080e+01,2.963450e-05
725,101.325,2.750600e-02,2.363800e+03,-7.480950e+06,1.171780e+00,4.623510e+01,3.038450e-05
750,101.325,2.742640e-02,2.561230e+03,-7.419480e+06,1.165990e+00,4.456460e+01,3.111570e-05
775,101.325,2.732210e-02,2.804910e+03,-7.352510e+06,1.160940e+00,4.296300e+01,3.182800e-05
800,101.325,2.718750e-02,3.101220e+03,-7.278800e+06,1.157000e+00,4.141530e+01,3.252130e-05
825,101.325,2.701650e-02,3.454240e+03,-7.196970e+06,1.154550e+00,3.990770e+01,3.319540e-05
850,101.325,2.680330e-02,3.864570e+03,-7.105600e+06,1.153870e+00,3.842830e+01,3.385000e-05
875,101.325,2.654280e-02,4.328630e+03,-7.003290e+06,1.155130e+00,3.696750e+01,3.448470e-05
900,101.325,2.623120e-02,4.838740e+03,-6.888790e+06,1.158390e+00,3.551870e+01,3.509900e-05
925,101.325,2.586660e-02,5.383830e+03,-6.761070e+06,1.163600e+00,3.407850e+01,3.569280e-05
950,101.325,2.544950e-02,5.950600e+03,-6.619420e+06,1.170590e+00,3.264650e+01,3.626640e-05
975,101.325,2.498220e-02,6.524640e+03,-6.463470e+06,1.179180e+00,3.122550e+01,3.682100e-05
1000,101.325,2.446970e-02,7.091210e+03,-6.293250e+06,1.189130e+00,2.982020e+01,3.735880e-05
1025,101.325,2.391850e-02,7.635690e+03,-6.109100e+06,1.200160e+00,2.843750e+01,3.783500e-05
1050,101.325,2.333640e-02,8.144090e+03,-5.911760e+06,1.212000e+00,2.708480e+01,3.830330e-05
1075,101.325,2.273230e-02,8.603110e+03,-5.702310e+06,1.224340e+00,2.577020e+01,3.876880e-05
1100,101.325,2.211560e-02,9.000510e+03,-5.482120e+06,1.236880e+00,2.450120e+01,3.923650e-05
1125,101.325,2.149550e-02,9.325460e+03,-5.252890e+06,1.249300e+00,2.328500e+01,3.971130e-05
1150,101.325,2.088080e-02,9.568960e+03,-5.016530e+06,1.261290e+00,2.212750e+01,4.019700e-05
1175,101.325,2.027980e-02,9.724190e+03,-4.775170e+06,1.272560e+00,2.103330e+01,4.069640e-05
1200,101.325,1.969960e-02,9.786920e+03,-4.531090e+06,1.282830e+00,2.000590e+01,4.121070e-05
1225,101.325,1.914620e-02,9.755890e+03,-4.286610e+06,1.291890e+00,1.904710e+01,4.174000e-05
1250,101.325,1.862450e-02,9.633120e+03,-4.044060e+06,1.299570e+00,1.815750e+01,4.228290e-05
1275,101.325,1.813790e-02,9.423970e+03,-3.805670e+06,1.305770e+00,1.733630e+01,4.283740e-05
1300,101.325,1.768870e-02,9.137130e+03,-3.573510e+06,1.310500e+00,1.658190e+01,4.340090e-05
1325,101.325,1.727820e-02,8.784110e+03,-3.349370e+06,1.313820e+00,1.589150e+01,4.397060e-05
1350,101.325,1.690640e-02,8.378540e+03,-3.134740e+06,1.315870e+00,1.526150e+01,4.454390e-05
1375,101.325,1.657260e-02,7.935210e+03,-2.930760e+06,1.316850e+00,1.468820e+01,4.511850e-05
1400,101.325,1.627530e-02,7.469000e+03,-2.738170e+06,1.316960e+00,1.416710e+01,4.569270e-05
1425,101.325,1.601250e-02,6.993900e+03,-2.557380e+06,1.316440e+00,1.369390e+01,4.626510e-05
1450,101.325,1.578190e-02,6.522310e+03,-2.388450e+06,1.315510e+00,1.326400e+01,4.683480e-05
1475,101.325,1.558090e-02,6.064520e+03,-2.231150e+06,1.314360e+00,1.287310e+01,4.740120e-05
1500,101.325,1.540680e-02,5.628600e+03,-2.085040e+06,1.313150e+00,1.251710e+01,4.796430e-05
1525,101.325,1.525700e-02,5.220460e+03,-1.949490e+06,1.311980e+00,1.219220e+01,4.852400e-05
1550,101.325,1.512880e-02,4.844080e+03,-1.823750e+06,1.310950e+00,1.189480e+01,4.908050e-05
1575,101.325,1.501990e-02,4.501840e+03,-1.707000e+06,1.310100e+00,1.162170e+01,4.963390e-05
1600,101.325,1.492790e-02,4.194750e+03,-1.598370e+06,1.309420e+00,1.137000e+01,5.018470e-05
1625,101.325,1.485060e-02,3.922790e+03,-1.496970e+06,1.308910e+00,1.113710e+01,5.073310e-05
1650,101.325,1.478610e-02,3.685030e+03,-1.401940e+06,1.308530e+00,1.092080e+01,5.127930e-05
1675,101.325,1.473260e-02,3.479810e+03,-1.312450e+06,1.308220e+00,1.071880e+01,5.182360e-05
1700,101.325,1.468830e-02,3.304900e+03,-1.227700e+06,1.307940e+00,1.052940e+01,5.236620e-05
1725,101.325,1.465190e-02,3.157640e+03,-1.146970e+06,1.307620e+00,1.035110e+01,5.290730e-05
1750,101.325,1.462200e-02,3.035080e+03,-1.069610e+06,1.307250e+00,1.018240e+01,5.344710e-05
1775,101.325,1.459760e-02,2.934190e+03,-9.950360e+05,1.306790e+00,1.002220e+01,5.398560e-05
1800,101.325,1.457760e-02,2.851960e+03,-9.227450e+05,1.306230e+00,9.869500e+00,5.452290e-05
1825,101.325,1.456130e-02,2.785570e+03,-8.523060e+05,1.305580e+00,9.723410e+00,5.505920e-05
1850,101.325,1.454790e-02,2.732440e+03,-7.833560e+05,1.304840e+00,9.583230e+00,5.559460e-05
1875,101.325,1.453700e-02,2.690320e+03,-7.155920e+05,1.304030e+00,9.448360e+00,5.612900e-05
1900,101.325,1.452810e-02,2.657240e+03,-6.487650e+05,1.303160e+00,9.318310e+00,5.666250e-05
1925,101.325,1.452070e-02,2.631560e+03,-5.826690e+05,1.302260e+00,9.192630e+00,5.719530e-05
1950,101.325,1.451470e-02,2.611910e+03,-5.171360e+05,1.301320e+00,9.070980e+00,5.772730e-05
1975,101.325,1.450960e-02,2.597180e+03,-4.520320e+05,1.300360e+00,8.953050e+00,5.825860e-05
2000,101.325,1.450540e-02,2.586450e+03,-3.872440e+05,1.299390e+00,8.838570e+00,5.878920e-05
2025,101.325,1.450190e-02,2.579000e+03,-3.226820e+05,1.298410e+00,8.727330e+00,5.927840e-05
2050,101.325,1.449890e-02,2.574240e+03,-2.582720e+05,1.297420e+00,8.619120e+00,5.976610e-05
2075,101.325,1.449630e-02,2.571710e+03,-1.939510e+05,1.296430e+00,8.513780e+00,6.025250e-05
2100,101.325,1.449410e-02,2.571040e+03,-1.296700e+05,1.295430e+00,8.411150e+00,6.073740e-05
2125,101.325,1.449220e-02,2.571950e+03,-6.538610e+04,1.294440e+00,8.311100e+00,6.122110e-05
2150,101.325,1.449050e-02,2.574210e+03,-1.061700e+03,1.293430e+00,8.213490e+00,6.170340e-05
2175,101.325,1.448900e-02,2.577640e+03,6.333410e+04,1.292420e+00,8.118230e+00,6.218460e-05
2200,101.325,1.448760e-02,2.582110e+03,1.278290e+05,1.291400e+00,8.025210e+00,6.266450e-05
2225,101.325,1.448630e-02,2.587520e+03,1.924470e+05,1.290370e+00,7.934330e+00,6.314330e-05
2250,101.325,1.448510e-02,2.593790e+03,2.572120e+05,1.289330e+00,7.845510e+00,6.362100e-05
2275,101.325,1.448390e-02,2.600860e+03,3.221430e+05,1.288280e+00,7.758670e+00,6.409760e-05
2300,101.325,1.448280e-02,2.608710e+03,3.872610e+05,1.287210e+00,7.673720e+00,6.457310e-05
2325,101.325,1.448160e-02,2.617290e+03,4.525850e+05,1.286130e+00,7.590610e+00,6.504770e-05
2350,101.325,1.448050e-02,2.626600e+03,5.181320e+05,1.285020e+00,7.509250e+00,6.552120e-05
2375,101.325,1.447930e-02,2.636630e+03,5.839210e+05,1.283900e+00,7.429600e+00,6.599380e-05
2400,101.325,1.447800e-02,2.647380e+03,6.499690e+05,1.282760e+00,7.351580e+00,6.646550e-05
2425,101.325,1.447670e-02,2.658870e+03,7.162960e+05,1.281600e+00,7.275140e+00,6.693640e-05
2450,101.325,1.447540e-02,2.671090e+03,7.829190e+05,1.280420e+00,7.200220e+00,6.740630e-05
2475,101.325,1.447390e-02,2.684080e+03,8.498570e+05,1.279220e+00,7.126780e+00,6.787550e-05
2500,101.325,1.447240e-02,2.697840e+03,9.171290e+05,1.277990e+00,7.054760e+00,6.834380e-05
2525,101.325,1.447070e-02,2.712400e+03,9.847560e+05,1.276740e+00,6.984110e+00,6.881140e-05
2550,101.325,1.446900e-02,2.727780e+03,1.052760e+06,1.275480e+00,6.914800e+00,6.927830e-05
2575,101.325,1.446710e-02,2.744020e+03,1.121150e+06,1.274190e+00,6.846760e+00,6.974450e-05
2600,101.325,1.446500e-02,2.761120e+03,1.189960e+06,1.272880e+00,6.779970e+00,7.020990e-05
2625,101.325,1.446280e-02,2.779140e+03,1.259220e+06,1.271550e+00,6.714380e+00,7.067470e-05
2650,101.325,1.446050e-02,2.798080e+03,1.328930e+06,1.270210e+00,6.649950e+00,7.113890e-05
2675,101.325,1.445790e-02,2.817990e+03,1.399130e+06,1.268840e+00,6.586650e+00,7.160250e-05
2700,101.325,1.445520e-02,2.838880e+03,1.469840e+06,1.267460e+00,6.524430e+00,7.206550e-05
2725,101.325,1.445230e-02,2.860800e+03,1.541080e+06,1.266070e+00,6.463260e+00,7.252800e-05
2750,101.325,1.444910e-02,2.883770e+03,1.612890e+06,1.264670e+00,6.403110e+00,7.298990e-05
2775,101.325,1.444580e-02,2.907820e+03,1.685280e+06,1.263260e+00,6.343950e+00,7.345130e-05
2800,101.325,1.444220e-02,2.932980e+03,1.758290e+06,1.261840e+00,6.285730e+00,7.391230e-05
2825,101.325,1.443830e-02,2.959270e+03,1.831940e+06,1.260410e+00,6.228440e+00,7.437280e-05
2850,101.325,1.443420e-02,2.986740e+03,1.906260e+06,1.258980e+00,6.172040e+00,7.483280e-05
2875,101.325,1.442980e-02,3.015400e+03,1.981280e+06,1.257560e+00,6.116500e+00,7.529240e-05
2900,101.325,1.442510e-02,3.045280e+03,2.057040e+06,1.256130e+00,6.061800e+00,7.575170e-05
2925,101.325,1.442000e-02,3.076410e+03,2.133560e+06,1.254710e+00,6.007900e+00,7.621050e-05
2950,101.325,1.441470e-02,3.108810e+03,2.210870e+06,1.253300e+00,5.954790e+00,7.666900e-05
2975,101.325,1.440910e-02,3.142520e+03,2.289010e+06,1.251900e+00,5.902430e+00,7.712720e-05
3000,101.325,1.440300e-02,3.177560e+03,2.368010e+06,1.250520e+00,5.850800e+00,7.758510e-05
3025,101.325,1.439670e-02,3.213940e+03,2.447900e+06,1.249150e+00,5.799870e+00,7.804260e-05
3050,101.325,1.438990e-02,3.251690e+03,2.528720e+06,1.247800e+00,5.749640e+00,7.849990e-05
3075,101.325,1.438280e-02,3.290840e+03,2.610490e+06,1.246470e+00,5.700060e+00,7.895690e-05
3100,101.325,1.437520e-02,3.331400e+03,2.693270e+06,1.245180e+00,5.651120e+00,7.941370e-05
3125,101.325,1.436720e-02,3.373390e+03,2.777080e+06,1.243910e+00,5.602800e+00,7.987030e-05
3150,101.325,1.435880e-02,3.416840e+03,2.861950e+06,1.242670e+00,5.555080e+00,8.032670e-05
3175,101.325,1.435000e-02,3.461750e+03,2.947930e+06,1.241470e+00,5.507940e+00,8.078280e-05
3200,101.325,1.434060e-02,3.508150e+03,3.035050e+06,1.240300e+00,5.461350e+00,8.123890e-05
3225,101.325,1.433080e-02,3.556050e+03,3.123350e+06,1.239170e+00,5.415310e+00,8.169470e-05
3250,101.325,1.432050e-02,3.605460e+03,3.212870e+06,1.238090e+00,5.369790e+00,8.215040e-05
3275,101.325,1.430970e-02,3.656400e+03,3.303640e+06,1.237050e+00,5.324770e+00,8.260600e-05
3300,101.325,1.429830e-02,3.708880e+03,3.395700e+06,1.236060e+00,5.280240e+00,8.306140e-05
3325,101.325,1.428650e-02,3.762900e+03,3.489090e+06,1.235120e+00,5.236190e+00,8.351680e-05
3350,101.325,1.427400e-02,3.818480e+03,3.583860e+06,1.234230e+00,5.192590e+00,8.397200e-05
3375,101.325,1.426100e-02,3.875630e+03,3.680030e+06,1.233400e+00,5.149430e+00,8.442720e-05
3400,101.325,1.424740e-02,3.934350e+03,3.777650e+06,1.232610e+00,5.106690e+00,8.488230e-05
3425,101.325,1.423320e-02,3.994640e+03,3.876760e+06,1.231890e+00,5.064370e+00,8.533730e-05
3450,101.325,1.421850e-02,4.056520e+03,3.977400e+06,1.231230e+00,5.022450e+00,8.579230e-05
3475,101.325,1.420300e-02,4.119980e+03,4.079600e+06,1.230620e+00,4.980910e+00,8.624720e-05
3500,101.325,1.418700e-02,4.185030e+03,4.183410e+06,1.230080e+00,4.939740e+00,8.670210e-05
3525,101.325,1.417030e-02,4.251670e+03,4.288860e+06,1.229600e+00,4.898930e+00,8.715690e-05
3550,101.325,1.415290e-02,4.319900e+03,4.396010e+06,1.229180e+00,4.858470e+00,8.761170e-05
3575,101.325,1.413490e-02,4.389720e+03,4.504870e+06,1.228830e+00,4.818350e+00,8.806640e-05
3600,101.325,1.411620e-02,4.461120e+03,4.615510e+06,1.228550e+00,4.778550e+00,8.852120e-05
3625,101.325,1.409680e-02,4.534110e+03,4.727940e+06,1.228330e+00,4.739070e+00,8.897590e-05
3650,101.325,1.407660e-02,4.608690e+03,4.842220e+06,1.228180e+00,4.699890e+00,8.943050e-05
3675,101.325,1.405580e-02,4.684840e+03,4.958390e+06,1.228090e+00,4.661010e+00,8.988520e-05
3700,101.325,1.403420e-02,4.762560e+03,5.076480e+06,1.228080e+00,4.622420e+00,9.033980e-05
3725,101.325,1.401190e-02,4.841860e+03,5.196530e+06,1.228130e+00,4.584100e+00,9.079430e-05
3750,101.325,1.398890e-02,4.922710e+03,5.318580e+06,1.228250e+00,4.546050e+00,9.124880e-05
3775,101.325,1.396510e-02,5.005130e+03,5.442680e+06,1.228440e+00,4.508270e+00,9.170330e-05
3800,101.325,1.394060e-02,5.089100e+03,5.568850e+06,1.228700e+00,4.470730e+00,9.215770e-05
3825,101.325,1.391520e-02,5.174610e+03,5.697150e+06,1.229030e+00,4.433450e+00,9.261210e-05
3850,101.325,1.388920e-02,5.261670e+03,5.827600e+06,1.229420e+00,4.396400e+00,9.306640e-05
3875,101.325,1.386230e-02,5.350250e+03,5.960240e+06,1.229890e+00,4.359580e+00,9.352060e-05
3900,101.325,1.383460e-02,5.440360e+03,6.095120e+06,1.230420e+00,4.322990e+00,9.397470e-05
3925,101.325,1.380620e-02,5.531990e+03,6.232270e+06,1.231030e+00,4.286620e+00,9.442870e-05
3950,101.325,1.377690e-02,5.625120e+03,6.371740e+06,1.231700e+00,4.250470e+00,9.488270e-05
3975,101.325,1.374690e-02,5.719760e+03,6.513540e+06,1.232430e+00,4.214530e+00,9.533650e-05
4000,101.325,1.371600e-02,5.815900e+03,6.657740e+06,1.233240e+00,4.178790e+00,9.579010e-05
200,180.184,2.772030e-02,1.191090e+03,-8.321660e+06,1.336580e+00,3.003660e+02,1.026650e-05
225,180.184,2.772030e-02,1.214470e+03,-8.291600e+06,1.327980e+00,2.669920e+02,1.132950e-05
250,180.184,2.772030e-02,1.240380e+03,-8.260920e+06,1.318940e+00,2.402930e+02,1.237070e-05
275,180.184,2.772030e-02,1.269310e+03,-8.229550e+06,1.309420e+00,2.184480e+02,1.338950e-05
300,180.184,2.772030e-02,1.301010e+03,-8.197430e+06,1.299620e+00,2.002440e+02,1.438550e-05
325,180.184,2.772030e-02,1.334970e+03,-8.164480e+06,1.289800e+00,1.848400e+02,1.545690e-05
350,180.184,2.772030e-02,1.370690e+03,-8.130670e+06,1.280140e+00,1.716370e+02,1.652160e-05
375,180.184,2.772020e-02,1.407750e+03,-8.095940e+06,1.270800e+00,1.601940e+02,1.758000e-05
400,180.184,2.772000e-02,1.445850e+03,-8.060270e+06,1.261850e+00,1.501810e+02,1.863230e-05
425,180.184,2.771970e-02,1.484810e+03,-8.023640e+06,1.253330e+00,1.413450e+02,1.967900e-05
450,180.184,2.771900e-02,1.524580e+03,-7.986020e+06,1.245260e+00,1.334900e+02,2.072100e-05
475,180.184,2.771790e-02,1.565250e+03,-7.947400e+06,1.237630e+00,1.264590e+02,2.175900e-05
500,180.184,2.771610e-02,1.607110e+03,-7.907750e+06,1.230400e+00,1.201280e+02,2.279390e-05
525,180.184,2.771330e-02,1.650620e+03,-7.867030e+06,1.223540e+00,1.143960e+02,2.372950e-05
550,180.184,2.770900e-02,1.696530e+03,-7.825200e+06,1.216990e+00,1.091790e+02,2.465150e-05
575,180.184,2.770260e-02,1.745960e+03,-7.782180e+06,1.210680e+00,1.044080e+02,2.556030e-05
600,180.184,2.769350e-02,1.800480e+03,-7.737860e+06,1.204550e+00,1.000250e+02,2.645620e-05
625,180.184,2.768060e-02,1.862230e+03,-7.692090e+06,1.198520e+00,9.597930e+01,2.728430e-05
650,180.184,2.766260e-02,1.934050e+03,-7.644670e+06,1.192530e+00,9.222790e+01,2.809500e-05
675,180.184,2.763790e-02,2.019530e+03,-7.595280e+06,1.186550e+00,8.873270e+01,2.888860e-05
700,180.184,2.760430e-02,2.123080e+03,-7.543540e+06,1.180590e+00,8.545960e+01,2.966520e-05
725,180.184,2.755920e-02,2.249860e+03,-7.488930e+06,1.174710e+00,8.237780e+01,3.042480e-05
750,180.184,2.749920e-02,2.405600e+03,-7.430800e+06,1.169090e+00,7.945860e+01,3.116760e-05
775,180.184,2.742060e-02,2.596160e+03,-7.368360e+06,1.163940e+00,7.667550e+01,3.189350e-05
800,180.184,2.731880e-02,2.826940e+03,-7.300660e+06,1.159560e+00,7.400370e+01,3.260280e-05
825,180.184,2.718910e-02,3.102000e+03,-7.226640e+06,1.156260e+00,7.142040e+01,3.329530e-05
850,180.184,2.702640e-02,3.423240e+03,-7.145170e+06,1.154320e+00,6.890520e+01,3.397100e-05
875,180.184,2.682630e-02,3.789630e+03,-7.055100e+06,1.153960e+00,6.644080e+01,3.462940e-05
900,180.184,2.658470e-02,4.196960e+03,-6.955350e+06,1.155300e+00,6.401350e+01,3.527040e-05
925,180.184,2.629890e-02,4.638100e+03,-6.844970e+06,1.158360e+00,6.161380e+01,3.589330e-05
950,180.184,2.596770e-02,5.103690e+03,-6.723240e+06,1.163090e+00,5.923690e+01,3.649810e-05
975,180.184,2.559170e-02,5.583040e+03,-6.589680e+06,1.169350e+00,5.688210e+01,3.708470e-05
1000,180.184,2.517290e-02,6.065010e+03,-6.444070e+06,1.177000e+00,5.455250e+01,3.765390e-05
1025,180.184,2.471510e-02,6.538570e+03,-6.286490e+06,1.185830e+00,5.225420e+01,3.815720e-05
1050,180.184,2.422360e-02,6.993280e+03,-6.117300e+06,1.195650e+00,4.999550e+01,3.864780e-05
1075,180.184,2.370430e-02,7.419420e+03,-5.937070e+06,1.206240e+00,4.778600e+01,3.912880e-05
1100,180.184,2.316400e-02,7.808200e+03,-5.746640e+06,1.217390e+00,4.563560e+01,3.960420e-05
1125,180.184,2.260990e-02,8.151860e+03,-5.547040e+06,1.228870e+00,4.355400e+01,4.007770e-05
1150,180.184,2.204900e-02,8.443800e+03,-5.339480e+06,1.240460e+00,4.155010e+01,4.055320e-05
1175,180.184,2.148810e-02,8.678670e+03,-5.125320e+06,1.251940e+00,3.963170e+01,4.103400e-05
1200,180.184,2.093370e-02,8.852400e+03,-4.906050e+06,1.263090e+00,3.780480e+01,4.152280e-05
1225,180.184,2.039160e-02,8.962260e+03,-4.683230e+06,1.273710e+00,3.607420e+01,4.202150e-05
1250,180.184,1.986670e-02,9.006910e+03,-4.458480e+06,1.283580e+00,3.444280e+01,4.253100e-05
1275,180.184,1.936340e-02,8.986440e+03,-4.233430e+06,1.292560e+00,3.291190e+01,4.305140e-05
1300,180.184,1.888500e-02,8.902420e+03,-4.009690e+06,1.300500e+00,3.148150e+01,4.358190e-05
1325,180.184,1.843420e-02,8.758010e+03,-3.788810e+06,1.307310e+00,3.015020e+01,4.412140e-05
1350,180.184,1.801290e-02,8.557970e+03,-3.572250e+06,1.312950e+00,2.891550e+01,4.466800e-05
1375,180.184,1.762210e-02,8.308540e+03,-3.361330e+06,1.317400e+00,2.777390e+01,4.522010e-05
1400,180.184,1.726230e-02,8.017280e+03,-3.157180e+06,1.320730e+00,2.672100e+01,4.577580e-05
1425,180.184,1.693340e-02,7.692660e+03,-2.960740e+06,1.323030e+00,2.575200e+01,4.633350e-05
1450,180.184,1.663470e-02,7.343670e+03,-2.772750e+06,1.324410e+00,2.486150e+01,4.689200e-05
1475,180.184,1.636500e-02,6.979330e+03,-2.593690e+06,1.325020e+00,2.404400e+01,4.745000e-05
1500,180.184,1.612300e-02,6.608180e+03,-2.423840e+06,1.325020e+00,2.329360e+01,4.800680e-05
1525,180.184,1.590700e-02,6.237960e+03,-2.263270e+06,1.324540e+00,2.260480e+01,4.856180e-05
1550,180.184,1.571520e-02,5.875340e+03,-2.111880e+06,1.323720e+00,2.197210e+01,4.911480e-05
1575,180.184,1.554580e-02,5.525740e+03,-1.969390e+06,1.322680e+00,2.139020e+01,4.966550e-05
1600,180.184,1.539680e-02,5.193420e+03,-1.835440e+06,1.321510e+00,2.085410e+01,5.021410e-05
1625,180.184,1.526640e-02,4.881460e+03,-1.709550e+06,1.320280e+00,2.035940e+01,5.076040e-05
1650,180.184,1.515270e-02,4.591950e+03,-1.591180e+06,1.319040e+00,1.990160e+01,5.130480e-05
1675,180.184,1.505410e-02,4.326120e+03,-1.479760e+06,1.317830e+00,1.947700e+01,5.184730e-05
1700,180.184,1.496890e-02,4.084480e+03,-1.374680e+06,1.316640e+00,1.908200e+01,5.238810e-05
1725,180.184,1.489570e-02,3.866990e+03,-1.275330e+06,1.315500e+00,1.871340e+01,5.292740e-05
1750,180.184,1.483290e-02,3.673100e+03,-1.181130e+06,1.314390e+00,1.836830e+01,5.346540e-05
1775,180.184,1.477930e-02,3.501910e+03,-1.091490e+06,1.313300e+00,1.804420e+01,5.400210e-05
1800,180.184,1.473380e-02,3.352170e+03,-1.005860e+06,1.312210e+00,1.773880e+01,5.453780e-05
1825,180.184,1.469520e-02,3.222430e+03,-9.237130e+05,1.311120e+00,1.745000e+01,5.507250e-05
1850,180.184,1.466260e-02,3.111030e+03,-8.445810e+05,1.310010e+00,1.717600e+01,5.560640e-05
1875,180.184,1.463510e-02,3.016220e+03,-7.680230e+05,1.308890e+00,1.691520e+01,5.613940e-05
1900,180.184,1.461200e-02,2.936220e+03,-6.936460e+05,1.307740e+00,1.666620e+01,5.667170e-05
1925,180.184,1.459250e-02,2.869250e+03,-6.211030e+05,1.306570e+00,1.642780e+01,5.720340e-05
1950,180.184,1.457610e-02,2.813650e+03,-5.500890e+05,1.305390e+00,1.619900e+01,5.773440e-05
1975,180.184,1.456230e-02,2.767840e+03,-4.803390e+05,1.304190e+00,1.597880e+01,5.826480e-05
2000,180.184,1.455060e-02,2.730430e+03,-4.116270e+05,1.303000e+00,1.576650e+01,5.879460e-05
2025,180.184,1.454080e-02,2.700160e+03,-3.437580e+05,1.301810e+00,1.556130e+01,5.928330e-05
2050,180.184,1.453250e-02,2.675920e+03,-2.765690e+05,1.300630e+00,1.536270e+01,5.977050e-05
2075,180.184,1.452550e-02,2.656780e+03,-2.099200e+05,1.299460e+00,1.517030e+01,6.025640e-05
2100,180.184,1.451950e-02,2.641930e+03,-1.436940e+05,1.298310e+00,1.498350e+01,6.074100e-05
2125,180.184,1.451430e-02,2.630700e+03,-7.779340e+04,1.297170e+00,1.480200e+01,6.122430e-05
2150,180.184,1.450990e-02,2.622540e+03,-1.213370e+04,1.296040e+00,1.462540e+01,6.170630e-05
2175,180.184,1.450600e-02,2.616970e+03,5.335520e+04,1.294930e+00,1.445350e+01,6.218720e-05
2200,180.184,1.450270e-02,2.613600e+03,1.187330e+05,1.293830e+00,1.428590e+01,6.266690e-05
2225,180.184,1.449980e-02,2.612140e+03,1.840510e+05,1.292750e+00,1.412250e+01,6.314540e-05
2250,180.184,1.449710e-02,2.612310e+03,2.493540e+05,1.291670e+00,1.396310e+01,6.362290e-05
2275,180.184,1.449480e-02,2.613920e+03,3.146790e+05,1.290590e+00,1.380740e+01,6.409930e-05
2300,180.184,1.449270e-02,2.616800e+03,3.800600e+05,1.289530e+00,1.365530e+01,6.457470e-05
2325,180.184,1.449070e-02,2.620810e+03,4.455280e+05,1.288460e+00,1.350670e+01,6.504910e-05
2350,180.184,1.448890e-02,2.625850e+03,5.111090e+05,1.287390e+00,1.336130e+01,6.552250e-05
2375,180.184,1.448720e-02,2.631830e+03,5.768280e+05,1.286320e+00,1.321910e+01,6.599500e-05
2400,180.184,1.448550e-02,2.638700e+03,6.427080e+05,1.285240e+00,1.307990e+01,6.646660e-05
2425,180.184,1.448390e-02,2.646400e+03,7.087700e+05,1.284160e+00,1.294360e+01,6.693730e-05
2450,180.184,1.448240e-02,2.654890e+03,7.750350e+05,1.283070e+00,1.281020e+01,6.740710e-05
2475,180.184,1.448080e-02,2.664160e+03,8.415210e+05,1.281970e+00,1.267940e+01,6.787620e-05
2500,180.184,1.447920e-02,2.674170e+03,9.082490e+05,1.280860e+00,1.255120e+01,6.834450e-05
2525,180.184,1.447760e-02,2.684930e+03,9.752360e+05,1.279740e+00,1.242560e+01,6.881200e-05
2550,180.184,1.447590e-02,2.696430e+03,1.042500e+06,1.278600e+00,1.230230e+01,6.927880e-05
2575,180.184,1.447420e-02,2.708670e+03,1.110060e+06,1.277460e+00,1.218140e+01,6.974480e-05
2600,180.184,1.447240e-02,2.721650e+03,1.177940e+06,1.276300e+00,1.206280e+01,7.021020e-05
2625,180.184,1.447050e-02,2.735380e+03,1.246150e+06,1.275130e+00,1.194640e+01,7.067490e-05
2650,180.184,1.446850e-02,2.749880e+03,1.314720e+06,1.273950e+00,1.183210e+01,7.113910e-05
2675,180.184,1.446640e-02,2.765140e+03,1.383650e+06,1.272750e+00,1.171980e+01,7.160260e-05
2700,180.184,1.446420e-02,2.781200e+03,1.452980e+06,1.271550e+00,1.160950e+01,7.206550e-05
2725,180.184,1.446190e-02,2.798060e+03,1.522720e+06,1.270330e+00,1.150110e+01,7.252780e-05
2750,180.184,1.445940e-02,2.815740e+03,1.592890e+06,1.269100e+00,1.139460e+01,7.298970e-05
