Bg,P_atm,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH4,CN,CO,CO2,C2,C2H,"C2H2,acetylene",C3,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,CH2OH,CNN,CNC,CNCOCN,C6H6,HNC,C(gr)
2.0,0.001,3.000000e+02,0.000000e+00,-8.221050e+00,1.502170e-114,2.132720e-36,1.879790e-74,8.106940e-79,3.938230e-02,1.276140e-70,3.279730e-10,7.460760e-02,1.271300e-132,1.793250e-92,5.611170e-41,1.855540e-132,6.383070e-170,1.285600e-77,1.502000e-171,3.667440e-24,2.579820e-04,6.294190e-01,2.563330e-01,4.758810e-44,8.774950e-110,3.650600e-112,7.061890e-81,3.878930e-40,1.215310e-34,1.000000e+00
2.0,0.001,3.250000e+02,0.000000e+00,-8.075480e+00,5.992150e-105,3.376690e-33,1.903060e-68,1.740320e-72,5.071380e-02,9.599920e-65,5.049360e-09,8.626370e-02,1.704390e-121,1.310460e-84,2.303360e-37,3.318940e-121,1.006670e-155,4.958670e-71,3.496050e-157,4.217440e-22,9.309720e-04,6.058450e-01,2.562470e-01,8.676130e-41,2.681640e-101,5.469190e-103,6.799760e-75,2.293330e-37,9.271060e-32,1.000000e+00
2.0,0.001,3.500000e+02,0.000000e+00,-7.933100e+00,1.023700e-96,1.871900e-30,2.688060e-63,4.672090e-67,6.144620e-02,1.048360e-59,5.284110e-08,9.789320e-02,5.975630e-112,7.243890e-78,2.870380e-34,1.479450e-111,1.511250e-143,2.201360e-65,7.347610e-145,2.456090e-20,2.790470e-03,5.818610e-01,2.560090e-01,5.333600e-38,5.041870e-94,4.037770e-95,9.221490e-70,5.223970e-35,2.740840e-29,1.000000e+00
2.0,0.001,3.750000e+02,0.000000e+00,-7.794160e+00,1.405130e-89,4.477450e-28,7.849400e-59,2.375640e-62,7.081470e-02,2.442210e-55,4.056480e-07,1.093890e-01,1.133040e-103,5.067080e-72,1.376370e-31,3.432750e-103,5.465930e-133,1.729490e-60,3.565190e-134,8.290790e-19,7.199960e-03,5.571530e-01,2.554430e-01,1.372370e-35,1.017630e-87,2.678330e-88,2.602300e-65,5.546240e-33,3.790510e-27,1.000000e+00
2.0,0.001,4.000000e+02,0.000000e+00,-7.656400e+00,2.484250e-83,5.397990e-26,6.369610e-55,3.122700e-58,7.785190e-02,1.619440e-51,2.421060e-06,1.208560e-01,2.003980e-96,6.590030e-67,3.025710e-29,7.205280e-96,9.560040e-124,3.311770e-56,8.078190e-125,1.792200e-17,1.638380e-02,5.306400e-01,2.542660e-01,1.732740e-33,3.345540e-82,2.504090e-82,2.048330e-61,3.139840e-31,2.819640e-25,1.000000e+00
2.0,0.001,4.250000e+02,0.000000e+00,-7.515260e+00,8.117240e-78,3.688920e-24,1.801960e-51,1.345610e-54,8.135450e-02,3.810070e-48,1.175160e-05,1.325630e-01,5.017060e-90,2.135900e-62,3.476520e-27,2.088200e-89,1.377910e-115,1.968750e-52,1.465210e-116,2.672580e-16,3.339920e-02,5.005880e-01,2.520840e-01,1.207610e-31,2.462430e-77,4.655150e-77,5.625280e-58,1.041200e-29,1.253030e-23,1.000000e+00
2.0,0.001,4.500000e+02,0.000000e+00,-7.364090e+00,6.491420e-73,1.563410e-22,2.120480e-48,2.285920e-51,8.010270e-02,3.774020e-45,4.805610e-05,1.448780e-01,2.459550e-84,2.163620e-58,2.304990e-25,1.161220e-83,2.477920e-108,4.372900e-49,3.235810e-109,2.907940e-15,6.155990e-02,4.649420e-01,2.484690e-01,5.069210e-30,5.193790e-73,2.248280e-72,6.412820e-55,2.155890e-28,3.603250e-22,1.000000e+00
2.0,0.001,4.750000e+02,0.000000e+00,-7.194810e+00,1.586080e-68,4.406030e-21,1.193120e-45,1.770960e-48,7.342720e-02,1.801630e-42,1.702270e-04,1.581710e-01,3.051090e-79,8.181280e-55,9.511530e-24,1.606800e-78,7.715090e-102,4.190360e-46,1.211830e-102,2.410090e-14,1.030810e-01,4.220190e-01,2.431310e-01,1.367620e-28,3.814600e-69,3.484270e-68,3.480450e-52,2.908820e-27,7.132610e-21,1.000000e+00
2.0,0.001,5.000000e+02,0.000000e+00,-6.999730e+00,1.414010e-64,8.726420e-20,3.586040e-43,7.033700e-46,6.193540e-02,4.620620e-40,5.337270e-04,1.726270e-01,1.175920e-74,1.330510e-51,2.592560e-22,6.811790e-74,5.405850e-96,1.941700e-43,1.003310e-96,1.574750e-13,1.572540e-01,3.715090e-01,2.361410e-01,2.492240e-27,1.141270e-65,2.052690e-64,1.003860e-49,2.637740e-26,1.021190e-19,1.000000e+00
2.0,0.001,5.250000e+02,0.000000e+00,-6.774840e+00,5.310650e-61,1.271280e-18,6.289490e-41,1.575950e-43,4.777140e-02,6.958730e-38,1.505390e-03,1.879480e-01,1.662770e-70,1.044590e-48,4.906000e-21,1.047120e-69,1.054130e-90,4.779610e-41,2.276470e-91,8.355610e-13,2.194120e-01,3.153140e-01,2.280480e-01,3.196940e-26,1.582270e-62,5.278400e-61,1.683050e-47,1.656060e-25,1.102640e-18,1.000000e+00
