Bg,P_atm,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH4,CN,CO,CO2,C2,C2H,"C2H2,acetylene",C3,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,CH2OH,CNN,CNC,CNCOCN,C6H6,CH,CH2,CH3,C2H4,C2H6,"C3H3,1-propynl","C3H3,2-propynl","C6H5O,phenoxy","C6H5OH,phenol",O2,OH,C(gr)
0.2,177.828,4.125000e+03,1.972700e-01,6.196680e+00,6.652160e-04,2.535700e-02,1.001790e-06,1.405880e-04,5.952210e-06,1.888570e-02,3.174200e-01,4.725180e-06,1.187680e-03,9.090350e-03,1.925770e-02,9.594990e-03,6.119990e-04,5.152710e-03,1.156150e-03,9.946120e-02,2.942680e-02,3.956320e-06,4.614780e-01,9.125460e-10,5.915500e-07,6.072610e-04,5.883900e-08,6.189860e-12,1.785880e-04,1.136050e-04,5.430280e-05,2.345840e-06,9.395380e-11,7.560500e-07,1.386560e-04,3.276410e-15,3.394590e-16,5.045830e-11,2.218650e-06,1.000000e+00
0.2,177.828,4.150000e+03,2.039950e-01,6.357640e+00,7.530370e-04,2.589190e-02,1.070270e-06,1.526840e-04,5.443360e-06,2.029610e-02,3.162980e-01,4.587420e-06,1.366600e-03,9.804910e-03,1.921030e-02,1.099320e-02,7.329670e-04,5.330730e-03,1.381380e-03,9.937020e-02,2.828330e-02,3.714530e-06,4.589330e-01,8.710360e-10,6.576130e-07,6.802520e-04,6.229320e-08,5.554090e-12,1.939960e-04,1.164350e-04,5.230180e-05,2.178760e-06,8.199840e-11,7.654840e-07,1.377580e-04,3.047740e-15,3.018000e-16,5.261290e-11,2.233480e-06,1.000000e+00
0.2,177.828,4.175000e+03,2.114030e-01,6.529850e+00,8.511660e-04,2.641370e-02,1.142110e-06,1.656170e-04,4.970250e-06,2.178750e-02,3.150640e-01,4.451910e-06,1.569750e-03,1.055830e-02,1.913710e-02,1.257360e-02,8.758860e-04,5.504780e-03,1.646780e-03,9.918690e-02,2.716030e-02,3.484160e-06,4.562070e-01,8.298500e-10,7.297560e-07,7.607510e-04,6.584570e-08,4.969610e-12,2.103790e-04,1.191340e-04,5.029320e-05,2.019820e-06,7.138950e-11,7.733000e-07,1.365900e-04,2.826730e-15,2.674960e-16,5.479250e-11,2.245870e-06,1.000000e+00
0.2,177.828,4.200000e+03,2.195880e-01,6.714460e+00,9.606580e-04,2.692070e-02,1.217340e-06,1.794260e-04,4.530690e-06,2.336210e-02,3.137080e-01,4.318320e-06,1.800030e-03,1.135100e-02,1.903760e-02,1.435710e-02,1.044380e-03,5.673880e-03,1.958830e-03,9.890710e-02,2.605750e-02,3.264590e-06,4.532810e-01,7.890290e-10,8.083560e-07,8.493650e-04,6.948530e-08,4.433420e-12,2.277580e-04,1.216840e-04,4.828010e-05,1.868810e-06,6.199120e-11,7.793970e-07,1.351510e-04,2.613630e-15,2.363170e-16,5.698840e-11,2.255650e-06,1.000000e+00
0.2,177.828,4.225000e+03,2.286570e-01,6.912790e+00,1.082660e-03,2.741090e-02,1.295950e-06,1.941460e-04,4.122610e-06,2.502220e-02,3.122140e-01,4.186280e-06,2.060640e-03,1.218310e-02,1.891120e-02,1.636670e-02,1.242590e-03,5.836970e-03,2.324940e-03,9.852640e-02,2.497450e-02,3.055250e-06,4.501330e-01,7.486150e-10,8.937800e-07,9.467260e-04,7.319780e-08,3.942640e-12,2.461530e-04,1.240680e-04,4.626540e-05,1.725510e-06,5.368000e-11,7.836730e-07,1.334380e-04,2.408640e-15,2.080440e-16,5.919050e-11,2.262610e-06,1.000000e+00
0.2,177.828,4.250000e+03,2.387320e-01,7.126210e+00,1.218410e-03,2.788250e-02,1.377920e-06,2.098100e-04,3.744030e-06,2.676940e-02,3.105710e-01,4.055460e-06,2.355100e-03,1.305440e-02,1.875730e-02,1.862750e-02,1.475300e-03,5.992930e-03,2.753580e-03,9.804030e-02,2.391110e-02,2.855610e-06,4.467430e-01,7.086470e-10,9.863840e-07,1.053490e-03,7.696620e-08,3.494440e-12,2.655780e-04,1.262670e-04,4.425180e-05,1.589660e-06,4.634360e-11,7.860320e-07,1.314510e-04,2.211950e-15,1.824660e-16,6.138680e-11,2.266550e-06,1.000000e+00
0.2,177.828,4.275000e+03,2.499530e-01,7.356260e+00,1.369250e-03,2.833330e-02,1.463160e-06,2.264510e-04,3.393110e-06,2.860510e-02,3.087600e-01,3.925510e-06,2.687300e-03,1.396450e-02,1.857520e-02,2.116690e-02,1.747950e-03,6.140590e-03,3.254420e-03,9.744360e-02,2.286690e-02,2.665160e-06,4.430850e-01,6.691640e-10,1.086500e-06,1.170330e-03,8.076970e-08,3.086110e-12,2.860390e-04,1.282610e-04,4.224200e-05,1.461060e-06,3.988060e-11,7.863750e-07,1.291880e-04,2.023700e-15,1.593870e-16,6.356340e-11,2.267240e-06,1.000000e+00
0.2,177.828,4.300000e+03,2.624810e-01,7.604560e+00,1.536660e-03,2.876090e-02,1.551590e-06,2.440960e-04,3.068110e-06,3.053020e-02,3.067670e-01,3.796080e-06,3.061500e-03,1.491260e-02,1.836450e-02,2.401510e-02,2.066740e-03,6.278670e-03,3.838420e-03,9.673090e-02,2.184130e-02,2.483430e-06,4.391330e-01,6.302060e-10,1.194420e-06,1.297920e-03,8.458390e-08,2.715040e-12,3.075350e-04,1.300310e-04,4.023850e-05,1.339440e-06,3.419880e-11,7.846100e-07,1.266510e-04,1.844010e-15,1.386200e-16,6.570460e-11,2.264430e-06,1.000000e+00
0.2,177.828,4.325000e+03,2.765020e-01,7.872890e+00,1.722180e-03,2.916290e-02,1.643040e-06,2.627700e-04,2.767400e-06,3.254510e-02,3.045700e-01,3.666840e-06,3.482370e-03,1.589740e-02,1.812440e-02,2.720480e-02,2.438780e-03,6.405830e-03,4.518060e-03,9.589630e-02,2.083410e-02,2.309970e-06,4.348580e-01,5.918120e-10,1.310380e-06,1.436970e-03,8.837990e-08,2.378720e-12,3.300560e-04,1.315540e-04,3.824370e-05,1.224600e-06,2.921510e-11,7.806460e-07,1.238390e-04,1.672970e-15,1.199880e-16,6.779190e-11,2.257890e-06,1.000000e+00
0.2,177.828,4.350000e+03,2.922310e-01,8.163120e+00,1.927540e-03,2.953660e-02,1.737290e-06,2.824910e-04,2.489430e-06,3.464940e-02,3.021500e-01,3.537460e-06,3.955030e-03,1.691710e-02,1.785430e-02,3.077200e-02,2.872100e-03,6.520650e-03,5.307460e-03,9.493360e-02,1.984470e-02,2.144370e-06,4.302290e-01,5.540230e-10,1.434580e-06,1.588150e-03,9.212390e-08,2.074740e-12,3.535810e-04,1.328080e-04,3.626000e-05,1.116290e-06,2.485440e-11,7.743950e-07,1.207540e-04,1.510660e-15,1.033240e-16,6.980480e-11,2.247320e-06,1.000000e+00
