Bg,P_atm,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH4,CN,CO,CO2,C2,C2H,"C2H2,acetylene",C3,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,CH2OH,CNN,CNC,CNCOCN,C6H6,CH,CH2,CH3,C2H4,C2H6,"C3H3,1-propynl","C3H3,2-propynl","C6H5O,phenoxy","C6H5OH,phenol",O2,OH,C(gr)
2.0,0.001,3.000000e+02,0.000000e+00,-5.867780e+00,1.502170e-114,3.155100e-36,6.115410e-75,9.537280e-79,1.886330e-01,1.501300e-70,1.066980e-10,7.896150e-03,1.271300e-132,2.652890e-92,1.228040e-40,1.855540e-132,6.383070e-170,2.813620e-77,1.502000e-171,6.382780e-24,5.646090e-04,4.481410e-01,3.547650e-01,5.012480e-44,1.214450e-109,4.294690e-112,3.179600e-81,4.066190e-39,5.192220e-99,6.527030e-69,4.877260e-33,3.696180e-22,5.635500e-11,1.760310e-83,1.034220e-62,1.128990e-66,9.737580e-48,1.703280e-71,2.125840e-43,1.000000e+00
2.0,0.001,3.250000e+02,0.000000e+00,-5.799750e+00,5.992150e-105,4.710150e-33,7.097550e-69,2.047080e-72,1.920000e-01,1.129210e-64,1.883180e-09,1.199880e-02,1.704390e-121,1.827960e-84,4.481770e-37,3.318940e-121,1.006670e-155,9.648350e-71,3.496050e-157,6.919870e-22,1.811440e-03,4.396460e-01,3.545440e-01,8.782370e-41,3.710320e-101,6.433220e-103,3.508810e-75,1.689380e-36,9.338540e-91,3.537730e-63,2.566120e-30,1.894500e-20,1.371500e-10,1.068830e-76,1.647060e-57,4.734430e-62,8.575860e-45,4.824860e-66,6.399870e-40,1.000000e+00
2.0,0.001,3.500000e+02,0.000000e+00,-5.726420e+00,1.023700e-96,2.498220e-30,1.113520e-63,5.493830e-67,1.949340e-01,1.232750e-59,2.188930e-08,1.679850e-02,5.975630e-112,9.667620e-78,5.112520e-34,1.479450e-111,1.511250e-143,3.920920e-65,7.347610e-145,3.854390e-20,4.970190e-03,4.293140e-01,3.539830e-01,5.252000e-38,6.971400e-94,4.747940e-95,5.281880e-70,2.951820e-34,1.121090e-83,2.931820e-58,5.550550e-28,5.530740e-19,2.931620e-10,6.999040e-71,4.791190e-53,4.284470e-58,2.835810e-42,2.225120e-61,6.102290e-37,1.000000e+00
2.0,0.001,3.750000e+02,0.000000e+00,-5.648280e+00,1.405130e-89,5.776060e-28,3.530400e-59,2.791640e-62,1.961230e-01,2.869870e-55,1.824470e-07,2.212830e-02,1.133040e-103,6.536710e-72,2.290540e-31,3.432750e-103,5.465930e-133,2.878210e-60,3.565190e-134,1.256830e-18,1.198210e-02,4.170270e-01,3.527390e-01,1.325150e-35,1.405240e-87,3.147340e-88,1.616230e-65,2.556270e-32,1.539270e-77,5.384600e-54,5.861600e-26,1.022300e-17,5.593240e-10,7.670980e-66,3.554730e-49,1.131190e-54,4.253820e-40,2.412930e-57,2.319360e-34,1.000000e+00
2.0,0.001,4.000000e+02,0.000000e+00,-5.564350e+00,2.484250e-83,6.779650e-26,3.060940e-55,3.665170e-58,1.937190e-01,1.900760e-51,1.163450e-06,2.790940e-02,2.003980e-96,8.276810e-67,4.772860e-29,7.205280e-96,9.560040e-124,5.224090e-56,8.078190e-125,2.641960e-17,2.584440e-02,4.022470e-01,3.502790e-01,1.649690e-33,4.608840e-82,2.939090e-82,1.356030e-61,1.232420e-30,3.616430e-72,2.889020e-50,3.426820e-24,1.289460e-16,9.575740e-10,1.950220e-61,8.612170e-46,1.087020e-51,3.315220e-38,8.119810e-54,4.174580e-32,1.000000e+00
2.0,0.001,4.250000e+02,0.000000e+00,-5.471480e+00,8.117240e-78,4.533000e-24,9.153030e-52,1.576270e-54,1.854940e-01,4.463200e-48,5.969190e-06,3.420270e-02,5.017060e-90,2.624620e-62,5.249510e-27,2.088200e-89,1.377910e-115,2.972790e-52,1.465210e-116,3.847080e-16,5.043240e-02,3.839500e-01,3.459160e-01,1.138170e-31,3.379010e-77,5.453140e-77,3.920930e-58,3.584740e-29,1.976070e-67,5.578450e-47,1.215960e-22,1.168760e-15,1.464770e-09,1.470130e-57,8.196760e-43,4.473610e-49,1.477510e-36,1.049760e-50,4.056590e-30,1.000000e+00
2.0,0.001,4.500000e+02,0.000000e+00,-5.363880e+00,6.491420e-73,1.885470e-22,1.131320e-48,2.669980e-51,1.694470e-01,4.408100e-45,2.563890e-05,4.123880e-02,2.459550e-84,2.609320e-58,3.352450e-25,1.161220e-83,2.477920e-108,6.360080e-49,3.235810e-109,4.096180e-15,8.953460e-02,3.607800e-01,3.389740e-01,4.743840e-30,7.085620e-73,2.626020e-72,4.667600e-55,6.632930e-28,3.183380e-63,4.545400e-44,2.800040e-21,7.875380e-15,1.976550e-09,3.959000e-54,3.522290e-40,8.882360e-47,4.020830e-35,6.162760e-48,2.354330e-28,1.000000e+00
2.0,0.001,4.750000e+02,0.000000e+00,-5.233160e+00,1.586080e-68,5.222990e-21,6.669300e-46,2.060550e-48,1.449920e-01,2.096240e-42,9.515390e-05,4.942230e-02,3.051090e-79,9.698240e-55,1.336580e-23,1.606800e-78,7.715090e-102,5.888370e-46,1.211830e-102,3.324140e-14,1.448510e-01,3.314920e-01,3.291470e-01,1.273440e-28,5.164140e-69,4.054020e-68,2.633790e-52,8.071390e-27,1.820880e-59,1.767280e-41,4.392940e-20,4.029360e-14,2.309580e-09,4.393810e-51,7.595500e-38,9.282380e-45,6.977700e-34,1.875290e-45,8.827370e-27,1.000000e+00
2.0,0.001,5.000000e+02,0.000000e+00,-5.069920e+00,1.414010e-64,1.017080e-19,2.100710e-43,8.148260e-46,1.142900e-01,5.352800e-40,3.126590e-04,5.923940e-02,1.175920e-74,1.550730e-51,3.521780e-22,6.811790e-74,5.405850e-96,2.637640e-43,1.003310e-96,2.126220e-13,2.136170e-01,2.956340e-01,3.169070e-01,2.311490e-27,1.531610e-65,2.377950e-64,7.891980e-50,6.612030e-26,4.289220e-56,3.613940e-39,4.874490e-19,1.588730e-13,2.295150e-09,2.249650e-48,8.930830e-36,5.453820e-43,7.960890e-33,3.281670e-43,2.273500e-25,1.000000e+00
2.0,0.001,5.250000e+02,0.000000e+00,-4.868120e+00,5.310650e-61,1.456480e-18,3.863680e-41,1.818360e-43,8.230390e-02,8.029130e-38,9.247730e-04,7.092680e-02,1.662770e-70,1.196770e-48,6.439530e-21,1.047120e-69,1.054130e-90,6.273630e-41,2.276470e-91,1.104540e-12,2.879970e-01,2.542470e-01,3.036010e-01,2.953310e-26,2.106480e-62,6.090320e-61,1.376440e-47,3.745040e-25,4.697810e-53,4.216720e-37,3.958630e-18,4.911160e-13,1.926650e-09,5.844980e-46,6.148090e-34,1.906710e-41,6.148800e-32,3.569770e-41,4.219200e-24,1.000000e+00
