Bg,P_atm,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH4,CN,CO,CO2,C2,C2H,"C2H2,acetylene",C3,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,CH2OH,CNN,CNC,CNCOCN,C6H6,CH,CH2,CH3,C2H4,C2H6,"C3H3,1-propynl","C3H3,2-propynl","C6H5O,phenoxy","C6H5OH,phenol",O2,OH,C(gr)
0.5,0.001,3.000000e+02,0.000000e+00,-3.993810e+00,1.502170e-114,1.636720e-36,1.645210e-74,1.245050e-78,1.366030e-02,1.959880e-70,2.870460e-10,5.714900e-02,1.271300e-132,1.376200e-92,3.304710e-41,1.855540e-132,6.383070e-170,7.571590e-78,1.502000e-171,4.322490e-24,1.519390e-04,3.244390e-01,6.046000e-01,1.882480e-44,2.069700e-109,5.606550e-112,1.457800e-80,7.924130e-41,2.693480e-99,1.756450e-69,6.808600e-34,2.676670e-23,1.098240e-12,2.457380e-84,1.443760e-63,1.141010e-67,5.105190e-49,1.232760e-70,2.966800e-43,1.000000e+00
0.5,0.001,3.250000e+02,0.000000e+00,-3.939970e+00,5.992150e-105,2.634050e-33,1.619420e-68,2.672950e-72,1.877850e-02,1.474440e-64,4.296770e-09,6.246550e-02,1.704390e-121,1.022250e-84,1.401620e-37,3.318940e-121,1.006670e-155,3.017400e-71,3.496050e-157,5.052920e-22,5.665060e-04,3.137150e-01,6.044750e-01,3.504560e-41,6.325870e-101,8.400060e-103,1.364960e-74,5.167360e-38,5.222390e-91,1.106380e-63,4.487950e-31,1.852910e-21,4.195050e-12,1.869290e-77,2.880580e-58,5.908400e-63,5.985080e-46,2.511810e-65,8.166060e-40,1.000000e+00
0.5,0.001,3.500000e+02,0.000000e+00,-3.884610e+00,1.023700e-96,1.477290e-30,2.241720e-63,7.177040e-67,2.383560e-02,1.610440e-59,4.406710e-08,6.808280e-02,5.975630e-112,5.716820e-78,1.787740e-34,1.479450e-111,1.511250e-143,1.371060e-65,7.347610e-145,2.977560e-20,1.737970e-03,3.022230e-01,6.041210e-01,2.186310e-38,1.189760e-93,6.202630e-95,1.814730e-69,1.262110e-35,6.629420e-84,1.025200e-58,1.147730e-28,6.762710e-20,1.253470e-11,1.447250e-71,9.907110e-54,6.236680e-59,2.441000e-43,9.018200e-61,7.264590e-37,1.000000e+00
0.5,0.001,3.750000e+02,0.000000e+00,-3.827210e+00,1.405130e-89,3.561690e-28,6.453820e-59,3.650800e-62,2.835460e-02,3.753110e-55,3.335260e-07,7.394950e-02,1.133040e-103,4.030720e-72,8.709330e-32,3.432750e-103,5.465930e-133,1.094380e-60,3.565190e-134,1.013510e-18,4.555960e-03,2.898710e-01,6.032690e-01,5.679740e-36,2.403300e-87,4.115960e-88,5.053050e-65,1.405230e-33,9.491550e-78,2.047390e-54,1.374320e-26,1.478000e-18,3.074710e-11,1.798540e-66,8.334460e-50,1.843520e-55,4.274780e-41,8.063640e-57,2.614480e-34,1.000000e+00
0.5,0.001,4.000000e+02,0.000000e+00,-3.766000e+00,2.484250e-83,4.314250e-26,5.188360e-55,4.802830e-58,3.176600e-02,2.490760e-51,1.972070e-06,8.018660e-02,2.003980e-96,5.266970e-67,1.932750e-29,7.205280e-96,9.560040e-124,2.115470e-56,8.078190e-125,2.203070e-17,1.046560e-02,2.760980e-01,6.014810e-01,7.205610e-34,7.914070e-82,3.851390e-82,3.946860e-61,8.183660e-32,2.301330e-72,1.169890e-50,8.830490e-25,2.114460e-17,6.358570e-11,5.025470e-62,2.219250e-46,1.922660e-52,3.731430e-39,2.332900e-53,4.502840e-32,1.000000e+00
0.5,0.001,4.250000e+02,0.000000e+00,-3.697990e+00,8.117240e-78,2.953000e-24,1.460260e-51,2.072810e-54,3.340710e-02,5.869140e-48,9.523180e-06,8.705480e-02,5.017060e-90,1.709800e-62,2.227790e-27,2.088200e-89,1.377910e-115,1.261590e-52,1.465210e-116,3.295620e-16,2.140250e-02,2.599530e-01,5.981730e-01,5.020020e-32,5.843140e-77,7.170920e-77,1.081710e-57,2.739820e-30,1.287300e-67,2.367380e-47,3.361640e-23,2.104920e-16,1.119520e-10,4.064320e-58,2.266080e-43,8.373590e-50,1.801610e-37,2.671910e-50,4.216040e-30,1.000000e+00
0.5,0.001,4.500000e+02,0.000000e+00,-3.619470e+00,6.491420e-73,1.249490e-22,1.716030e-48,3.530690e-51,3.268030e-02,5.829110e-45,3.889030e-05,9.488260e-02,2.459550e-84,1.729180e-58,1.472270e-25,1.161220e-83,2.477920e-108,2.793120e-49,3.235810e-109,3.589580e-15,3.932030e-02,2.403310e-01,5.927470e-01,2.094160e-30,1.239030e-72,3.472560e-72,1.238050e-54,5.618040e-29,2.109610e-63,1.996170e-44,8.148990e-22,1.518880e-15,1.674130e-10,1.152190e-54,1.025100e-40,1.722010e-47,5.165780e-36,1.417940e-47,2.366580e-28,1.000000e+00
0.5,0.001,4.750000e+02,0.000000e+00,-3.527130e+00,1.586080e-68,3.504630e-21,9.671380e-46,2.746790e-48,2.939240e-02,2.794360e-42,1.379860e-04,1.039300e-01,3.051090e-79,6.507520e-55,6.017820e-24,1.606800e-78,7.715090e-102,2.651180e-46,1.211830e-102,2.973330e-14,6.521800e-02,2.164350e-01,5.848870e-01,5.578990e-29,9.176580e-69,5.404150e-68,6.786920e-52,7.366880e-28,1.221810e-59,7.957000e-42,1.327160e-20,8.168190e-15,2.107990e-10,1.327420e-51,2.294690e-38,1.830970e-45,9.235400e-35,3.943530e-45,8.589380e-27,1.000000e+00
0.5,0.001,5.000000e+02,0.000000e+00,-3.419770e+00,1.414010e-64,6.890810e-20,2.916320e-43,1.097450e-45,2.408100e-02,7.209420e-40,4.340500e-04,1.141690e-01,1.175920e-74,1.050640e-51,1.616580e-22,6.811790e-74,5.405850e-96,1.210740e-43,1.003310e-96,1.940190e-13,9.805500e-02,1.883900e-01,5.748700e-01,9.979590e-28,2.778350e-65,3.202740e-64,1.987440e-49,6.394930e-27,2.905990e-56,1.658880e-39,1.515930e-19,3.347470e-14,2.219790e-10,6.996240e-49,2.777420e-36,1.080820e-43,1.068890e-33,6.324610e-43,2.138360e-25,1.000000e+00
0.5,0.001,5.250000e+02,0.000000e+00,-3.299520e+00,5.310650e-61,9.953230e-19,5.130320e-41,2.477540e-43,1.794990e-02,1.093980e-37,1.227940e-03,1.250540e-01,1.662770e-70,8.178440e-49,3.007290e-21,1.047120e-69,1.054130e-90,2.929810e-41,2.276470e-91,1.028440e-12,1.344960e-01,1.576590e-01,5.636140e-01,1.251510e-26,3.910540e-62,8.298110e-61,3.392970e-47,3.814340e-26,3.210380e-53,1.969230e-37,1.263360e-18,1.071090e-13,1.962300e-10,1.865370e-46,1.962100e-34,3.773380e-42,8.315660e-33,6.293980e-41,3.828550e-24,1.000000e+00
0.5,0.001,5.500000e+02,0.000000e+00,-3.170800e+00,9.451540e-58,1.100400e-17,5.640940e-39,3.418600e-41,1.229260e-02,1.050320e-35,3.155310e-03,1.354220e-01,9.884180e-67,3.386610e-46,4.065550e-20,6.700040e-66,6.806800e-86,4.087770e-39,1.687670e-86,4.555140e-12,1.701050e-01,1.267590e-01,5.522650e-01,1.147000e-25,2.844770e-59,1.052760e-57,3.623620e-45,1.637870e-25,1.826990e-50,1.434640e-35,7.998750e-18,2.759020e-13,1.484550e-10,2.754010e-44,8.682880e-33,8.300700e-41,4.548920e-32,4.111230e-39,5.128650e-23,1.000000e+00
