P_atm,Bg,T_K,regime,Bc_mpp,Bc_ref,Bc_err_pct,hw_mpp_MJkg,hw_ref_MJkg,hw_err_pct
0.01,0,2650,ACTIF,1.77102000e-01,1.77083390e-01,0.0105,1.55552000e+00,1.55501366e+00,0.0326
0.01,0,2675,ACTIF,1.77712000e-01,1.77689062e-01,0.0129,1.60562000e+00,1.60498615e+00,0.0395
0.01,0,2700,ACTIF,1.78492000e-01,1.78464037e-01,0.0157,1.66023000e+00,1.65943479e+00,0.0479
0.01,0,2725,ACTIF,1.79492000e-01,1.79457025e-01,0.0195,1.72056000e+00,1.71955293e+00,0.0586
0.01,0,2750,ACTIF,1.80773000e-01,1.80730845e-01,0.0233,1.78811000e+00,1.78685542e+00,0.0702
0.01,0,2775,ACTIF,1.82418000e-01,1.82366437e-01,0.0283,1.86482000e+00,1.86326181e+00,0.0836
0.01,0,2800,ACTIF,1.84530000e-01,1.84468036e-01,0.0336,1.95313000e+00,1.95119913e+00,0.0990
0.01,0,2825,ACTIF,1.87244000e-01,1.87169824e-01,0.0396,2.05611000e+00,2.05372804e+00,0.1160
0.01,0,2850,ACTIF,1.90732000e-01,1.90644575e-01,0.0459,2.17761000e+00,2.17469660e+00,0.1340
0.01,0,2875,ACTIF,1.95216000e-01,1.95114947e-01,0.0518,2.32247000e+00,2.31892624e+00,0.1528
0.01,0,2900,ACTIF,2.00983000e-01,2.00868427e-01,0.0570,2.49671000e+00,2.49243460e+00,0.1715
0.01,0,2925,ACTIF,2.08404000e-01,2.08277382e-01,0.0608,2.70781000e+00,2.70269966e+00,0.1891
0.01,0,2950,ACTIF,2.17961000e-01,2.17826414e-01,0.0618,2.96502000e+00,2.95896862e+00,0.2045
0.01,0,2975,ACTIF,2.30284000e-01,2.30150491e-01,0.0580,3.27969000e+00,3.27261288e+00,0.2163
0.01,0,3000,ACTIF,2.46207000e-01,2.46089343e-01,0.0478,3.66570000e+00,3.65752693e+00,0.2235
0.01,0,3025,ACTIF,2.66845000e-01,2.66767240e-01,0.0291,4.13986000e+00,4.13056258e+00,0.2251
0.01,0,3050,ACTIF,2.93714000e-01,2.93713639e-01,0.0001,4.72241000e+00,4.71198012e+00,0.2213
0.01,0,3075,ACTIF,3.28915000e-01,3.29052124e-01,-0.0417,5.43741000e+00,5.42588292e+00,0.2124
0.01,0,3100,ACTIF,3.75442000e-01,3.75808300e-01,-0.0975,6.31315000e+00,6.30057940e+00,0.1995
0.01,0,3125,ACTIF,4.37696000e-01,4.38435223e-01,-0.1686,7.38240000e+00,7.36878433e+00,0.1848
0.01,0,3150,ACTIF,5.22421000e-01,5.23760441e-01,-0.2557,8.68235000e+00,8.66752624e+00,0.1710
0.01,0,3175,ACTIF,6.40500000e-01,6.42810406e-01,-0.3594,1.02542000e+01,1.02375650e+01,0.1625
0.01,0,3200,ACTIF,8.10713000e-01,8.14631615e-01,-0.4810,1.21418000e+01,1.21220352e+01,0.1630
0.01,0,3225,ACTIF,1.06851000e+00,1.07521698e+00,-0.6238,1.43896000e+01,1.43638868e+01,0.1790
0.01,0,3250,ACTIF,1.48977000e+00,1.50173241e+00,-0.7966,1.70381000e+01,1.70014055e+01,0.2158
0.01,0,3275,ACTIF,2.27113000e+00,2.29463496e+00,-1.0243,2.01166000e+01,2.00602276e+01,0.2810
0.01,0,3300,ACTIF,4.12453000e+00,4.18332581e+00,-1.4055,2.36261000e+01,2.35365307e+01,0.3806
0.01,0,3325,PALIER,1.29725000e+01,1.33374112e+01,-2.7360,2.74801000e+01,2.73370496e+01,0.5233
0.01,0,3350,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,2.95918000e+01,2.73370496e+01,8.2480
0.01,0,3375,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,2.98759000e+01,2.73370496e+01,9.2872
0.01,0,3400,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.01820000e+01,2.73370496e+01,10.4069
0.01,0,3425,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.05124000e+01,2.73370496e+01,11.6156
0.01,0,3450,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.08694000e+01,2.73370496e+01,12.9215
0.01,0,3475,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.12555000e+01,2.73370496e+01,14.3338
0.01,0,3500,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.16735000e+01,2.73370496e+01,15.8629
0.01,0,3525,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.21260000e+01,2.73370496e+01,17.5182
0.01,0,3550,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.26163000e+01,2.73370496e+01,19.3117
0.01,0,3575,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.31473000e+01,2.73370496e+01,21.2541
0.01,0,3600,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.37224000e+01,2.73370496e+01,23.3579
0.01,0,3625,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.43449000e+01,2.73370496e+01,25.6350
0.01,0,3650,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.50181000e+01,2.73370496e+01,28.0976
0.01,0,3675,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.57451000e+01,2.73370496e+01,30.7570
0.01,0,3700,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.65290000e+01,2.73370496e+01,33.6245
0.01,0,3725,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.73725000e+01,2.73370496e+01,36.7101
0.01,0,3750,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.82774000e+01,2.73370496e+01,40.0202
0.01,0,3775,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,3.92450000e+01,2.73370496e+01,43.5597
0.01,0,3800,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,4.02754000e+01,2.73370496e+01,47.3290
0.01,0,3825,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,4.13673000e+01,2.73370496e+01,51.3232
0.01,0,3850,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,4.25176000e+01,2.73370496e+01,55.5310
0.01,0,3875,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,4.37213000e+01,2.73370496e+01,59.9342
0.01,0,3900,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,4.49712000e+01,2.73370496e+01,64.5064
0.01,0,3925,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,4.62578000e+01,2.73370496e+01,69.2128
0.01,0,3950,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,4.75697000e+01,2.73370496e+01,74.0118
0.01,0,3975,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,4.88934000e+01,2.73370496e+01,78.8540
0.01,0,4000,PALIER,2.00000000e+02,1.33374112e+01,1399.5414,5.02144000e+01,2.73370496e+01,83.6862
0.01,0.02,250,ACTIF,7.21466000e-02,7.21455603e-02,0.0014,-2.80959000e+00,-2.80964039e+00,0.0018
0.01,0.02,275,ACTIF,7.21603000e-02,7.21592566e-02,0.0014,-2.78472000e+00,-2.78476679e+00,0.0017
0.01,0.02,300,ACTIF,7.21816000e-02,7.21805150e-02,0.0015,-2.75963000e+00,-2.75967323e+00,0.0016
0.01,0.02,325,ACTIF,7.22123000e-02,7.22111992e-02,0.0015,-2.73431000e+00,-2.73435238e+00,0.0015
0.01,0.02,350,ACTIF,7.22552000e-02,7.22541135e-02,0.0015,-2.70874000e+00,-2.70878222e+00,0.0016
0.01,0.02,375,ACTIF,7.23156000e-02,7.23144046e-02,0.0017,-2.68286000e+00,-2.68291113e+00,0.0019
0.01,0.02,400,ACTIF,7.24029000e-02,7.24014248e-02,0.0020,-2.65659000e+00,-2.65663769e+00,0.0018
0.01,0.02,425,ACTIF,7.25326000e-02,7.25306462e-02,0.0027,-2.62973000e+00,-2.62978764e+00,0.0022
0.01,0.02,450,ACTIF,7.27276000e-02,7.27249066e-02,0.0037,-2.60203000e+00,-2.60209351e+00,0.0024
0.01,0.02,475,ACTIF,7.30181000e-02,7.30140673e-02,0.0055,-2.57311000e+00,-2.57318589e+00,0.0029
0.01,0.02,500,ACTIF,7.34386000e-02,7.34326251e-02,0.0081,-2.54250000e+00,-2.54260135e+00,0.0040
0.01,0.02,525,ACTIF,7.40254000e-02,7.40168111e-02,0.0116,-2.50966000e+00,-2.50978927e+00,0.0052
0.01,0.02,550,ACTIF,7.48182000e-02,7.48063335e-02,0.0159,-2.47389000e+00,-2.47405390e+00,0.0066
0.01,0.02,575,ACTIF,7.58746000e-02,7.58586522e-02,0.0210,-2.43411000e+00,-2.43432947e+00,0.0090
0.01,0.02,600,ACTIF,7.73025000e-02,7.72809634e-02,0.0279,-2.38842000e+00,-2.38872055e+00,0.0126
0.01,0.02,625,ACTIF,7.93056000e-02,7.92755493e-02,0.0379,-2.33344000e+00,-2.33387402e+00,0.0186
0.01,0.02,650,ACTIF,8.22269000e-02,8.21828509e-02,0.0536,-2.26377000e+00,-2.26441766e+00,0.0286
0.01,0.02,675,ACTIF,8.65639000e-02,8.64976287e-02,0.0766,-2.17187000e+00,-2.17285538e+00,0.0453
0.01,0.02,700,ACTIF,9.29207000e-02,9.28215603e-02,0.1068,-2.04903000e+00,-2.05050936e+00,0.0721
0.01,0.02,725,ACTIF,1.01837000e-01,1.01694763e-01,0.1399,-1.88826000e+00,-1.89035066e+00,0.1106
0.01,0.02,750,ACTIF,1.13430000e-01,1.13243631e-01,0.1646,-1.68965000e+00,-1.69236048e+00,0.1602
0.01,0.02,775,ACTIF,1.26912000e-01,1.26696718e-01,0.1699,-1.46690000e+00,-1.46996707e+00,0.2086
0.01,0.02,800,ACTIF,1.40397000e-01,1.40186550e-01,0.1501,-1.24818000e+00,-1.25110322e+00,0.2337
0.01,0.02,825,ACTIF,1.51671000e-01,1.51499630e-01,0.1131,-1.06369000e+00,-1.06601525e+00,0.2181
0.01,0.02,850,ACTIF,1.59571000e-01,1.59452598e-01,0.0743,-9.27326000e-01,-9.28905925e-01,0.1701
0.01,0.02,875,ACTIF,1.64400000e-01,1.64326460e-01,0.0448,-8.33188000e-01,-8.34159861e-01,0.1165
0.01,0.02,900,ACTIF,1.67124000e-01,1.67079552e-01,0.0266,-7.67406000e-01,-7.67977356e-01,0.0744
0.01,0.02,925,ACTIF,1.68609000e-01,1.68582775e-01,0.0156,-7.18054000e-01,-7.18388521e-01,0.0466
0.01,0.02,950,ACTIF,1.69417000e-01,1.69400602e-01,0.0097,-6.77581000e-01,-6.77781321e-01,0.0296
0.01,0.02,975,ACTIF,1.69862000e-01,1.69851189e-01,0.0064,-6.41782000e-01,-6.41906529e-01,0.0194
0.01,0.02,1000,ACTIF,1.70112000e-01,1.70104530e-01,0.0044,-6.08425000e-01,-6.08506336e-01,0.0134
0.01,0.02,1025,ACTIF,1.70256000e-01,1.70250364e-01,0.0033,-5.76338000e-01,-5.76394869e-01,0.0099
0.01,0.02,1050,ACTIF,1.70341000e-01,1.70336422e-01,0.0027,-5.44904000e-01,-5.44945382e-01,0.0076
0.01,0.02,1075,ACTIF,1.70392000e-01,1.70388527e-01,0.0020,-5.13788000e-01,-5.13820520e-01,0.0063
0.01,0.02,1100,ACTIF,1.70424000e-01,1.70420949e-01,0.0018,-4.82809000e-01,-4.82835768e-01,0.0055
0.01,0.02,1125,ACTIF,1.70445000e-01,1.70441754e-01,0.0019,-4.51866000e-01,-4.51888494e-01,0.0050
0.01,0.02,1150,ACTIF,1.70458000e-01,1.70455615e-01,0.0014,-4.20900000e-01,-4.20920796e-01,0.0049
0.01,0.02,1175,ACTIF,1.70468000e-01,1.70465313e-01,0.0016,-3.89881000e-01,-3.89899678e-01,0.0048
0.01,0.02,1200,ACTIF,1.70475000e-01,1.70472546e-01,0.0014,-3.58789000e-01,-3.58806252e-01,0.0048
0.01,0.02,1225,ACTIF,1.70481000e-01,1.70478391e-01,0.0015,-3.27613000e-01,-3.27629735e-01,0.0051
0.01,0.02,1250,ACTIF,1.70486000e-01,1.70483557e-01,0.0014,-2.96348000e-01,-2.96364020e-01,0.0054
0.01,0.02,1275,ACTIF,1.70491000e-01,1.70488537e-01,0.0014,-2.64990000e-01,-2.65005689e-01,0.0059
0.01,0.02,1300,ACTIF,1.70496000e-01,1.70493693e-01,0.0014,-2.33538000e-01,-2.33552816e-01,0.0063
0.01,0.02,1325,ACTIF,1.70502000e-01,1.70499313e-01,0.0016,-2.01990000e-01,-2.02004233e-01,0.0070
0.01,0.02,1350,ACTIF,1.70508000e-01,1.70505641e-01,0.0014,-1.70345000e-01,-1.70359062e-01,0.0083
0.01,0.02,1375,ACTIF,1.70515000e-01,1.70512899e-01,0.0012,-1.38602000e-01,-1.38616388e-01,0.0104
0.01,0.02,1400,ACTIF,1.70524000e-01,1.70521299e-01,0.0016,-1.06761000e-01,-1.06775039e-01,0.0131
0.01,0.02,1425,ACTIF,1.70534000e-01,1.70531049e-01,0.0017,-7.48198000e-02,-7.48333994e-02,0.0136
0.01,0.02,1450,ACTIF,1.70545000e-01,1.70542364e-01,0.0015,-4.27758000e-02,-4.27892606e-02,0.0135
0.01,0.02,1475,ACTIF,1.70558000e-01,1.70555464e-01,0.0015,-1.06262000e-02,-1.06396830e-02,0.0135
0.01,0.02,1500,ACTIF,1.70573000e-01,1.70570578e-01,0.0014,2.16328000e-02,2.16191393e-02,0.0137
0.01,0.02,1525,ACTIF,1.70590000e-01,1.70587947e-01,0.0012,5.40060000e-02,5.39920150e-02,0.0140
0.01,0.02,1550,ACTIF,1.70610000e-01,1.70607822e-01,0.0013,8.64993000e-02,8.64848957e-02,0.0144
0.01,0.02,1575,ACTIF,1.70633000e-01,1.70630467e-01,0.0015,1.19120000e-01,1.19105024e-01,0.0126
0.01,0.02,1600,ACTIF,1.70659000e-01,1.70656155e-01,0.0017,1.51877000e-01,1.51861086e-01,0.0105
0.01,0.02,1625,ACTIF,1.70688000e-01,1.70685172e-01,0.0017,1.84781000e-01,1.84763376e-01,0.0095
0.01,0.02,1650,ACTIF,1.70720000e-01,1.70717813e-01,0.0013,2.17843000e-01,2.17823962e-01,0.0087
0.01,0.02,1675,ACTIF,1.70757000e-01,1.70754382e-01,0.0015,2.51078000e-01,2.51056860e-01,0.0084
0.01,0.02,1700,ACTIF,1.70798000e-01,1.70795190e-01,0.0016,2.84502000e-01,2.84478204e-01,0.0084
0.01,0.02,1725,ACTIF,1.70843000e-01,1.70840553e-01,0.0014,3.18133000e-01,3.18106423e-01,0.0084
0.01,0.02,1750,ACTIF,1.70893000e-01,1.70890791e-01,0.0013,3.51993000e-01,3.51962405e-01,0.0087
0.01,0.02,1775,ACTIF,1.70949000e-01,1.70946224e-01,0.0016,3.86106000e-01,3.86069651e-01,0.0094
0.01,0.02,1800,ACTIF,1.71010000e-01,1.71007168e-01,0.0017,4.20496000e-01,4.20454415e-01,0.0099
0.01,0.02,1825,ACTIF,1.71076000e-01,1.71073934e-01,0.0012,4.55195000e-01,4.55145811e-01,0.0108
0.01,0.02,1850,ACTIF,1.71149000e-01,1.71146822e-01,0.0013,4.90234000e-01,4.90175899e-01,0.0119
0.01,0.02,1875,ACTIF,1.71229000e-01,1.71226117e-01,0.0017,5.25648000e-01,5.25579710e-01,0.0130
0.01,0.02,1900,ACTIF,1.71314000e-01,1.71312081e-01,0.0011,5.61476000e-01,5.61395218e-01,0.0144
0.01,0.02,1925,ACTIF,1.71407000e-01,1.71404953e-01,0.0012,5.97758000e-01,5.97663272e-01,0.0158
0.01,0.02,1950,ACTIF,1.71507000e-01,1.71504935e-01,0.0012,6.34538000e-01,6.34427402e-01,0.0174
0.01,0.02,1975,ACTIF,1.71615000e-01,1.71612192e-01,0.0016,6.71863000e-01,6.71733526e-01,0.0193
0.01,0.02,2000,ACTIF,1.71729000e-01,1.71726840e-01,0.0013,7.09781000e-01,7.09629635e-01,0.0213
0.01,0.02,2025,ACTIF,1.71851000e-01,1.71848939e-01,0.0012,7.48341000e-01,7.48165207e-01,0.0235
0.01,0.02,2050,ACTIF,1.71981000e-01,1.71978488e-01,0.0015,7.87594000e-01,7.87390601e-01,0.0258
0.01,0.02,2075,ACTIF,1.72118000e-01,1.72115416e-01,0.0015,8.27590000e-01,8.27356237e-01,0.0283
0.01,0.02,2100,ACTIF,1.72262000e-01,1.72259572e-01,0.0014,8.68380000e-01,8.68111649e-01,0.0309
0.01,0.02,2125,ACTIF,1.72413000e-01,1.72410725e-01,0.0013,9.10010000e-01,9.09704302e-01,0.0336
0.01,0.02,2150,ACTIF,1.72570000e-01,1.72568558e-01,0.0008,9.52526000e-01,9.52178439e-01,0.0365
0.01,0.02,2175,ACTIF,1.72734000e-01,1.72732669e-01,0.0008,9.95966000e-01,9.95573563e-01,0.0394
0.01,0.02,2200,ACTIF,1.72904000e-01,1.72902573e-01,0.0008,1.04036000e+00,1.03992299e+00,0.0420
0.01,0.02,2225,ACTIF,1.73079000e-01,1.73077714e-01,0.0007,1.08574000e+00,1.08525231e+00,0.0449
0.01,0.02,2250,ACTIF,1.73258000e-01,1.73257483e-01,0.0003,1.13212000e+00,1.13157789e+00,0.0479
0.01,0.02,2275,ACTIF,1.73442000e-01,1.73441242e-01,0.0004,1.17951000e+00,1.17890557e+00,0.0513
0.01,0.02,2300,ACTIF,1.73629000e-01,1.73628370e-01,0.0004,1.22789000e+00,1.22722963e+00,0.0538
0.01,0.02,2325,ACTIF,1.73818000e-01,1.73818318e-01,-0.0002,1.27725000e+00,1.27653228e+00,0.0562
0.01,0.02,2350,ACTIF,1.74010000e-01,1.74010682e-01,-0.0004,1.32756000e+00,1.32678381e+00,0.0585
0.01,0.02,2375,ACTIF,1.74204000e-01,1.74205312e-01,-0.0008,1.37878000e+00,1.37794391e+00,0.0607
0.01,0.02,2400,ACTIF,1.74401000e-01,1.74402438e-01,-0.0008,1.43085000e+00,1.42996405e+00,0.0620
0.01,0.02,2425,ACTIF,1.74601000e-01,1.74602836e-01,-0.0011,1.48373000e+00,1.48279159e+00,0.0633
0.01,0.02,2450,ACTIF,1.74806000e-01,1.74808044e-01,-0.0012,1.53737000e+00,1.53637576e+00,0.0647
0.01,0.02,2475,ACTIF,1.75018000e-01,1.75020618e-01,-0.0015,1.59172000e+00,1.59067595e+00,0.0656
0.01,0.02,2500,ACTIF,1.75242000e-01,1.75244460e-01,-0.0014,1.64676000e+00,1.64567240e+00,0.0661
0.01,0.02,2525,ACTIF,1.75483000e-01,1.75485217e-01,-0.0013,1.70251000e+00,1.70137970e+00,0.0664
0.01,0.02,2550,ACTIF,1.75749000e-01,1.75750777e-01,-0.0010,1.75903000e+00,1.75786322e+00,0.0664
0.01,0.02,2575,ACTIF,1.76050000e-01,1.76051883e-01,-0.0011,1.81647000e+00,1.81525872e+00,0.0667
0.01,0.02,2600,ACTIF,1.76403000e-01,1.76402898e-01,0.0001,1.87505000e+00,1.87379535e+00,0.0670
0.01,0.02,2625,ACTIF,1.76824000e-01,1.76822774e-01,0.0007,1.93514000e+00,1.93382260e+00,0.0681
0.01,0.02,2650,ACTIF,1.77341000e-01,1.77336265e-01,0.0027,1.99723000e+00,1.99584184e+00,0.0696
0.01,0.02,2675,ACTIF,1.77983000e-01,1.77975488e-01,0.0042,2.06202000e+00,2.06054350e+00,0.0717
0.01,0.02,2700,ACTIF,1.78794000e-01,1.78781910e-01,0.0068,2.13045000e+00,2.12885171e+00,0.0751
0.01,0.02,2725,ACTIF,1.79827000e-01,1.79808907e-01,0.0101,2.20374000e+00,2.20197828e+00,0.0800
0.01,0.02,2750,ACTIF,1.81151000e-01,1.81125051e-01,0.0143,2.28346000e+00,2.28148897e+00,0.0864
0.01,0.02,2775,ACTIF,1.82854000e-01,1.82818348e-01,0.0195,2.37162000e+00,2.36938528e+00,0.0943
0.01,0.02,2800,ACTIF,1.85048000e-01,1.85001705e-01,0.0250,2.47077000e+00,2.46820540e+00,0.1039
0.01,0.02,2825,ACTIF,1.87879000e-01,1.87820011e-01,0.0314,2.58413000e+00,2.58114869e+00,0.1155
0.01,0.02,2850,ACTIF,1.91532000e-01,1.91459342e-01,0.0379,2.71571000e+00,2.71222790e+00,0.1284
0.01,0.02,2875,ACTIF,1.96246000e-01,1.96159034e-01,0.0443,2.87055000e+00,2.86645369e+00,0.1429
0.01,0.02,2900,ACTIF,2.02330000e-01,2.02227654e-01,0.0506,3.05487000e+00,3.05005554e+00,0.1578
0.01,0.02,2925,ACTIF,2.10179000e-01,2.10064459e-01,0.0545,3.27639000e+00,3.27074241e+00,0.1727
0.01,0.02,2950,ACTIF,2.20311000e-01,2.20188669e-01,0.0556,3.54459000e+00,3.53800484e+00,0.1861
0.01,0.02,2975,ACTIF,2.33402000e-01,2.33280273e-01,0.0522,3.87108000e+00,3.86345684e+00,0.1973
0.01,0.02,3000,ACTIF,2.50343000e-01,2.50238244e-01,0.0419,4.26996000e+00,4.26121131e+00,0.2053
0.01,0.02,3025,ACTIF,2.72328000e-01,2.72265890e-01,0.0228,4.75819000e+00,4.74827390e+00,0.2088
0.01,0.02,3050,ACTIF,3.00979000e-01,3.00999932e-01,-0.0070,5.35604000e+00,5.34492849e+00,0.2079
0.01,0.02,3075,ACTIF,3.38545000e-01,3.38712608e-01,-0.0495,6.08735000e+00,6.07506885e+00,0.2022
0.01,0.02,3100,ACTIF,3.88227000e-01,3.88640974e-01,-0.1065,6.97986000e+00,6.96640565e+00,0.1931
0.01,0.02,3125,ACTIF,4.54735000e-01,4.55548803e-01,-0.1786,8.06511000e+00,8.05044371e+00,0.1822
0.01,0.02,3150,ACTIF,5.45282000e-01,5.46739165e-01,-0.2665,9.37822000e+00,9.36207941e+00,0.1724
0.01,0.02,3175,ACTIF,6.71506000e-01,6.74004720e-01,-0.3707,1.09569000e+01,1.09386124e+01,0.1672
0.01,0.02,3200,ACTIF,8.53489000e-01,8.57711437e-01,-0.4923,1.28399000e+01,1.28178954e+01,0.1717
0.01,0.02,3225,ACTIF,1.12912000e+00,1.13633511e+00,-0.6349,1.50640000e+01,1.50352443e+01,0.1913
0.01,0.02,3250,ACTIF,1.57949000e+00,1.59233188e+00,-0.8065,1.76591000e+01,1.76185155e+01,0.2304
0.01,0.02,3275,ACTIF,2.41455000e+00,2.43977011e+00,-1.0337,2.06412000e+01,2.05800635e+01,0.2971
0.01,0.02,3300,ACTIF,4.39376000e+00,4.45674775e+00,-1.4133,2.39958000e+01,2.39010177e+01,0.3966
0.01,0.02,3325,PALIER,1.38178000e+01,1.42071248e+01,-2.7403,2.76246000e+01,2.74772301e+01,0.5363
0.01,0.02,3350,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,2.95938000e+01,2.74772301e+01,7.7030
0.01,0.02,3375,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,2.98780000e+01,2.74772301e+01,8.7373
0.01,0.02,3400,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.01841000e+01,2.74772301e+01,9.8513
0.01,0.02,3425,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.05146000e+01,2.74772301e+01,11.0541
0.01,0.02,3450,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.08716000e+01,2.74772301e+01,12.3534
0.01,0.02,3475,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.12578000e+01,2.74772301e+01,13.7589
0.01,0.02,3500,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.16758000e+01,2.74772301e+01,15.2802
0.01,0.02,3525,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.21285000e+01,2.74772301e+01,16.9277
0.01,0.02,3550,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.26188000e+01,2.74772301e+01,18.7121
0.01,0.02,3575,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.31500000e+01,2.74772301e+01,20.6453
0.01,0.02,3600,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.37252000e+01,2.74772301e+01,22.7387
0.01,0.02,3625,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.43477000e+01,2.74772301e+01,25.0042
0.01,0.02,3650,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.50210000e+01,2.74772301e+01,27.4546
0.01,0.02,3675,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.57481000e+01,2.74772301e+01,30.1008
0.01,0.02,3700,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.65321000e+01,2.74772301e+01,32.9541
0.01,0.02,3725,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.73756000e+01,2.74772301e+01,36.0239
0.01,0.02,3750,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.82806000e+01,2.74772301e+01,39.3175
0.01,0.02,3775,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,3.92483000e+01,2.74772301e+01,42.8394
0.01,0.02,3800,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,4.02787000e+01,2.74772301e+01,46.5894
0.01,0.02,3825,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,4.13706000e+01,2.74772301e+01,50.5632
0.01,0.02,3850,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,4.25209000e+01,2.74772301e+01,54.7496
0.01,0.02,3875,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,4.37246000e+01,2.74772301e+01,59.1303
0.01,0.02,3900,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,4.49745000e+01,2.74772301e+01,63.6792
0.01,0.02,3925,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,4.62610000e+01,2.74772301e+01,68.3612
0.01,0.02,3950,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,4.75728000e+01,2.74772301e+01,73.1354
0.01,0.02,3975,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,4.88964000e+01,2.74772301e+01,77.9524
0.01,0.02,4000,PALIER,2.00000000e+02,1.42071248e+01,1307.7444,5.02172000e+01,2.74772301e+01,82.7593
0.01,0.04,250,ACTIF,5.68966000e-02,5.68956582e-02,0.0017,-2.93704000e+00,-2.93708804e+00,0.0016
0.01,0.04,275,ACTIF,5.69546000e-02,5.69536817e-02,0.0016,-2.91146000e+00,-2.91150280e+00,0.0015
0.01,0.04,300,ACTIF,5.70434000e-02,5.70424858e-02,0.0016,-2.88558000e+00,-2.88563146e+00,0.0018
0.01,0.04,325,ACTIF,5.71680000e-02,5.71670950e-02,0.0016,-2.85940000e+00,-2.85944881e+00,0.0017
0.01,0.04,350,ACTIF,5.73337000e-02,5.73326742e-02,0.0018,-2.83286000e+00,-2.83290635e+00,0.0016
0.01,0.04,375,ACTIF,5.75484000e-02,5.75471862e-02,0.0021,-2.80585000e+00,-2.80590308e+00,0.0019
0.01,0.04,400,ACTIF,5.78263000e-02,5.78247003e-02,0.0028,-2.77819000e+00,-2.77824740e+00,0.0021
0.01,0.04,425,ACTIF,5.81907000e-02,5.81882379e-02,0.0042,-2.74955000e+00,-2.74961783e+00,0.0025
0.01,0.04,450,ACTIF,5.86747000e-02,5.86707234e-02,0.0068,-2.71946000e+00,-2.71953819e+00,0.0029
0.01,0.04,475,ACTIF,5.93190000e-02,5.93127250e-02,0.0106,-2.68728000e+00,-2.68738917e+00,0.0041
0.01,0.04,500,ACTIF,6.01663000e-02,6.01568003e-02,0.0158,-2.65233000e+00,-2.65247211e+00,0.0054
0.01,0.04,525,ACTIF,6.12547000e-02,6.12409988e-02,0.0224,-2.61391000e+00,-2.61410307e+00,0.0074
0.01,0.04,550,ACTIF,6.26166000e-02,6.25979329e-02,0.0298,-2.57138000e+00,-2.57164140e+00,0.0102
0.01,0.04,575,ACTIF,6.42927000e-02,6.42683946e-02,0.0378,-2.52396000e+00,-2.52429497e+00,0.0133
