Tw_K,P_atm,M[kg/kmol],Cp[kJ/kg-K],h[kJ/kg],gamma[-],rho[kg/m3],mu[millipoise]
2075,316.228,1.299180e+01,8.326850e+00,2.527810e+03,1.238250e+00,2.412860e+01,5.627020e-01
2100,316.228,1.289300e+01,8.485440e+00,2.738070e+03,1.242180e+00,2.366000e+01,5.671580e-01
2125,316.228,1.279320e+01,8.592800e+00,2.951650e+03,1.245850e+00,2.320080e+01,5.716100e-01
2150,316.228,1.269360e+01,8.648450e+00,3.167270e+03,1.249200e+00,2.275240e+01,5.760590e-01
2175,316.228,1.259500e+01,8.654010e+00,3.383660e+03,1.252190e+00,2.231630e+01,5.805030e-01
2200,316.228,1.249840e+01,8.613070e+00,3.599590e+03,1.254790e+00,2.189340e+01,5.849420e-01
2225,316.228,1.240440e+01,8.530770e+00,3.813960e+03,1.256980e+00,2.148470e+01,5.893770e-01
2250,316.228,1.231370e+01,8.413270e+00,4.025830e+03,1.258780e+00,2.109060e+01,5.938060e-01
2275,316.228,1.222680e+01,8.267170e+00,4.234390e+03,1.260200e+00,2.071160e+01,5.982290e-01
2300,316.228,1.214390e+01,8.099020e+00,4.439010e+03,1.261270e+00,2.034760e+01,6.026450e-01
2325,316.228,1.206540e+01,7.914990e+00,4.639210e+03,1.262020e+00,1.999860e+01,6.070550e-01
2350,316.228,1.199120e+01,7.720640e+00,4.834670e+03,1.262500e+00,1.966420e+01,6.114580e-01
2375,316.228,1.192140e+01,7.520760e+00,5.025190e+03,1.262740e+00,1.934400e+01,6.158520e-01
2400,316.228,1.185600e+01,7.319420e+00,5.210700e+03,1.262770e+00,1.903750e+01,6.202400e-01
2425,316.228,1.179490e+01,7.119940e+00,5.391180e+03,1.262630e+00,1.874410e+01,6.246190e-01
2450,316.228,1.173790e+01,6.924970e+00,5.566730e+03,1.262360e+00,1.846310e+01,6.289890e-01
2475,316.228,1.168480e+01,6.736560e+00,5.737480e+03,1.261960e+00,1.819390e+01,6.333520e-01
2500,316.228,1.163540e+01,6.556250e+00,5.903630e+03,1.261460e+00,1.793580e+01,6.377050e-01
2525,316.228,1.158950e+01,6.385160e+00,6.065370e+03,1.260880e+00,1.768820e+01,6.420500e-01
2550,316.228,1.154690e+01,6.224010e+00,6.222970e+03,1.260230e+00,1.745050e+01,6.463870e-01
2575,316.228,1.150740e+01,6.073260e+00,6.376660e+03,1.259520e+00,1.722190e+01,6.507140e-01
2600,316.228,1.147070e+01,5.933110e+00,6.526720e+03,1.258750e+00,1.700200e+01,6.550330e-01
2625,316.228,1.143670e+01,5.803560e+00,6.673410e+03,1.257930e+00,1.679010e+01,6.593430e-01
2650,316.228,1.140510e+01,5.684500e+00,6.816980e+03,1.257070e+00,1.658570e+01,6.636450e-01
2675,316.228,1.137570e+01,5.575670e+00,6.957720e+03,1.256170e+00,1.638840e+01,6.679380e-01
2700,316.228,1.134840e+01,5.476750e+00,7.095850e+03,1.255220e+00,1.619770e+01,6.722230e-01
2725,316.228,1.132300e+01,5.387360e+00,7.231630e+03,1.254240e+00,1.601320e+01,6.764990e-01
2750,316.228,1.129930e+01,5.307080e+00,7.365290e+03,1.253230e+00,1.583440e+01,6.807680e-01
2775,316.228,1.127720e+01,5.235490e+00,7.497060e+03,1.252180e+00,1.566100e+01,6.850280e-01
2800,316.228,1.125650e+01,5.172130e+00,7.627140e+03,1.251100e+00,1.549270e+01,6.892810e-01
2825,316.228,1.123710e+01,5.116570e+00,7.755730e+03,1.250000e+00,1.532910e+01,6.935260e-01
2850,316.228,1.121880e+01,5.068380e+00,7.883030e+03,1.248870e+00,1.517000e+01,6.977640e-01
2875,316.228,1.120160e+01,5.027150e+00,8.009210e+03,1.247720e+00,1.501500e+01,7.019950e-01
2900,316.228,1.118540e+01,4.992480e+00,8.134440e+03,1.246550e+00,1.486400e+01,7.062180e-01
2925,316.228,1.117010e+01,4.963990e+00,8.258880e+03,1.245360e+00,1.471670e+01,7.104350e-01
2950,316.228,1.115540e+01,4.941340e+00,8.382690e+03,1.244170e+00,1.457290e+01,7.146450e-01
2975,316.228,1.114150e+01,4.924200e+00,8.506000e+03,1.242960e+00,1.443240e+01,7.188480e-01
3000,316.228,1.112820e+01,4.912270e+00,8.628940e+03,1.241750e+00,1.429510e+01,7.230460e-01
3025,316.228,1.111540e+01,4.905260e+00,8.751650e+03,1.240540e+00,1.416060e+01,7.272370e-01
3050,316.228,1.110310e+01,4.902920e+00,8.874240e+03,1.239320e+00,1.402900e+01,7.314220e-01
3075,316.228,1.109120e+01,4.905020e+00,8.996830e+03,1.238110e+00,1.390000e+01,7.356010e-01
3100,316.228,1.107970e+01,4.911330e+00,9.119530e+03,1.236910e+00,1.377360e+01,7.397750e-01
3125,316.228,1.106840e+01,4.921660e+00,9.242430e+03,1.235720e+00,1.364950e+01,7.439430e-01
3150,316.228,1.105740e+01,4.935830e+00,9.365640e+03,1.234540e+00,1.352770e+01,7.481050e-01
3175,316.228,1.104660e+01,4.953680e+00,9.489250e+03,1.233370e+00,1.340810e+01,7.522630e-01
3200,316.228,1.103590e+01,4.975070e+00,9.613360e+03,1.232230e+00,1.329050e+01,7.564150e-01
3225,316.228,1.102540e+01,4.999860e+00,9.738040e+03,1.231100e+00,1.317490e+01,7.605630e-01
3250,316.228,1.101490e+01,5.027930e+00,9.863380e+03,1.230000e+00,1.306110e+01,7.647060e-01
3275,316.228,1.100450e+01,5.059190e+00,9.989460e+03,1.228920e+00,1.294920e+01,7.688440e-01
3300,316.228,1.099410e+01,5.093520e+00,1.011640e+04,1.227880e+00,1.283890e+01,7.729770e-01
3325,316.228,1.098370e+01,5.130850e+00,1.024420e+04,1.226860e+00,1.273030e+01,7.771060e-01
3350,316.228,1.097330e+01,5.171100e+00,1.037290e+04,1.225870e+00,1.262330e+01,7.812300e-01
3375,316.228,1.096270e+01,5.214210e+00,1.050270e+04,1.224920e+00,1.251770e+01,7.853500e-01
3400,316.228,1.095210e+01,5.260110e+00,1.063370e+04,1.224000e+00,1.241360e+01,7.894660e-01
3425,316.228,1.094130e+01,5.308750e+00,1.076580e+04,1.223130e+00,1.231090e+01,7.935770e-01
3450,316.228,1.093040e+01,5.360080e+00,1.089910e+04,1.222290e+00,1.220950e+01,7.976840e-01
3475,316.228,1.091930e+01,5.414060e+00,1.103380e+04,1.221490e+00,1.210930e+01,8.017870e-01
3500,316.228,1.090800e+01,5.470660e+00,1.116980e+04,1.220740e+00,1.201040e+01,8.058850e-01
3525,316.228,1.089640e+01,5.529840e+00,1.130730e+04,1.220030e+00,1.191260e+01,8.099800e-01
3550,316.228,1.088470e+01,5.591570e+00,1.144640e+04,1.219360e+00,1.181600e+01,8.140700e-01
3575,316.228,1.087270e+01,5.655840e+00,1.158690e+04,1.218740e+00,1.172040e+01,8.181560e-01
3600,316.228,1.086040e+01,5.722610e+00,1.172920e+04,1.218170e+00,1.162590e+01,8.222370e-01
3625,316.228,1.084780e+01,5.791880e+00,1.187310e+04,1.217650e+00,1.153230e+01,8.263140e-01
3650,316.228,1.083490e+01,5.863610e+00,1.201880e+04,1.217180e+00,1.143970e+01,8.303870e-01
3675,316.228,1.082170e+01,5.937810e+00,1.216630e+04,1.216760e+00,1.134800e+01,8.344550e-01
3700,316.228,1.080810e+01,6.014460e+00,1.231570e+04,1.216390e+00,1.125720e+01,8.385180e-01
3725,316.228,1.079420e+01,6.093540e+00,1.246700e+04,1.216080e+00,1.116730e+01,8.425770e-01
3750,316.228,1.077990e+01,6.175050e+00,1.262040e+04,1.215820e+00,1.107810e+01,8.466310e-01
3775,316.228,1.076530e+01,6.258970e+00,1.277580e+04,1.215610e+00,1.098980e+01,8.506800e-01
3800,316.228,1.075020e+01,6.345310e+00,1.293340e+04,1.215460e+00,1.090220e+01,8.547230e-01
3825,316.228,1.073470e+01,6.434040e+00,1.309310e+04,1.215370e+00,1.081530e+01,8.587610e-01
3850,316.228,1.071880e+01,6.525170e+00,1.325510e+04,1.215330e+00,1.072920e+01,8.627940e-01
3875,316.228,1.070240e+01,6.618680e+00,1.341940e+04,1.215360e+00,1.064370e+01,8.668200e-01
3900,316.228,1.068560e+01,6.714560e+00,1.358600e+04,1.215440e+00,1.055890e+01,8.708410e-01
3925,316.228,1.066840e+01,6.812810e+00,1.375510e+04,1.215580e+00,1.047470e+01,8.748560e-01
3950,316.228,1.065070e+01,6.913410e+00,1.392670e+04,1.215780e+00,1.039110e+01,8.788630e-01
3975,316.228,1.063250e+01,7.016360e+00,1.410080e+04,1.216040e+00,1.030810e+01,8.828640e-01
4000,316.228,1.061380e+01,7.121630e+00,1.427750e+04,1.216360e+00,1.022570e+01,8.868590e-01
200,562.341,2.199600e+01,1.511860e+00,-7.246370e+03,1.333370e+00,7.536950e+02,9.196210e-02
225,562.341,2.199600e+01,1.533540e+00,-7.208310e+03,1.327120e+00,6.699510e+02,1.024210e-01
250,562.341,2.199600e+01,1.559600e+00,-7.169660e+03,1.319900e+00,6.029560e+02,1.127750e-01
275,562.341,2.199600e+01,1.591890e+00,-7.130280e+03,1.311390e+00,5.481420e+02,1.230010e-01
300,562.341,2.199600e+01,1.630270e+00,-7.090010e+03,1.301850e+00,5.024640e+02,1.330750e-01
325,562.341,2.199600e+01,1.673920e+00,-7.048720e+03,1.291690e+00,4.638120e+02,1.432690e-01
350,562.341,2.199600e+01,1.721860e+00,-7.006280e+03,1.281290e+00,4.306830e+02,1.533330e-01
375,562.341,2.199590e+01,1.773170e+00,-6.962600e+03,1.270960e+00,4.019700e+02,1.632560e-01
400,562.341,2.199590e+01,1.827080e+00,-6.917600e+03,1.260910e+00,3.768450e+02,1.730320e-01
425,562.341,2.199570e+01,1.883000e+00,-6.871230e+03,1.251280e+00,3.546750e+02,1.826560e-01
450,562.341,2.199540e+01,1.940500e+00,-6.823440e+03,1.242130e+00,3.349660e+02,1.921260e-01
475,562.341,2.199480e+01,1.999330e+00,-6.774190e+03,1.233490e+00,3.173280e+02,2.014430e-01
500,562.341,2.199390e+01,2.059410e+00,-6.723460e+03,1.225370e+00,3.014500e+02,2.106090e-01
525,562.341,2.199260e+01,2.120840e+00,-6.671210e+03,1.217750e+00,2.870770e+02,2.193470e-01
550,562.341,2.199050e+01,2.183940e+00,-6.617400e+03,1.210600e+00,2.740030e+02,2.279070e-01
575,562.341,2.198750e+01,2.249270e+00,-6.561990e+03,1.203880e+00,2.620540e+02,2.362940e-01
600,562.341,2.198320e+01,2.317680e+00,-6.504910e+03,1.197530e+00,2.510860e+02,2.445120e-01
625,562.341,2.197720e+01,2.390350e+00,-6.446070e+03,1.191530e+00,2.409760e+02,2.524050e-01
650,562.341,2.196900e+01,2.468890e+00,-6.385350e+03,1.185810e+00,2.316210e+02,2.601250e-01
675,562.341,2.195780e+01,2.555350e+00,-6.322560e+03,1.180340e+00,2.229290e+02,2.676750e-01
700,562.341,2.194290e+01,2.652270e+00,-6.257490e+03,1.175100e+00,2.148210e+02,2.750620e-01
725,562.341,2.192310e+01,2.762650e+00,-6.189840e+03,1.170100e+00,2.072270e+02,2.822900e-01
750,562.341,2.189720e+01,2.889890e+00,-6.119220e+03,1.165350e+00,2.000830e+02,2.893630e-01
775,562.341,2.186360e+01,3.037620e+00,-6.045170e+03,1.160920e+00,1.933320e+02,2.962860e-01
800,562.341,2.182060e+01,3.209410e+00,-5.967140e+03,1.156910e+00,1.869220e+02,3.030650e-01
825,562.341,2.176620e+01,3.408350e+00,-5.884480e+03,1.153450e+00,1.808050e+02,3.097030e-01
850,562.341,2.169810e+01,3.636570e+00,-5.796480e+03,1.150680e+00,1.749380e+02,3.162060e-01
875,562.341,2.161410e+01,3.894670e+00,-5.702400e+03,1.148760e+00,1.692820e+02,3.225760e-01
900,562.341,2.151220e+01,4.181420e+00,-5.601500e+03,1.147800e+00,1.638040e+02,3.288180e-01
925,562.341,2.139040e+01,4.493600e+00,-5.493110e+03,1.147900e+00,1.584740e+02,3.349330e-01
950,562.341,2.124730e+01,4.826210e+00,-5.376650e+03,1.149100e+00,1.532720e+02,3.409250e-01
975,562.341,2.108200e+01,5.173000e+00,-5.251690e+03,1.151400e+00,1.481800e+02,3.467960e-01
1000,562.341,2.089430e+01,5.527060e+00,-5.117940e+03,1.154750e+00,1.431890e+02,3.525490e-01
1025,562.341,2.068450e+01,5.881460e+00,-4.975330e+03,1.159080e+00,1.382940e+02,3.580320e-01
1050,562.341,2.045360e+01,6.229840e+00,-4.823920e+03,1.164300e+00,1.334940e+02,3.634100e-01
1075,562.341,2.020310e+01,6.566390e+00,-4.663940e+03,1.170300e+00,1.287930e+02,3.686940e-01
1100,562.341,1.993510e+01,6.886210e+00,-4.495740e+03,1.176980e+00,1.241960e+02,3.738970e-01
1125,562.341,1.965180e+01,7.185240e+00,-4.319800e+03,1.184220e+00,1.197100e+02,3.790310e-01
1150,562.341,1.935570e+01,7.460280e+00,-4.136680e+03,1.191930e+00,1.153440e+02,3.841120e-01
1175,562.341,1.904950e+01,7.708820e+00,-3.947010e+03,1.199970e+00,1.111040e+02,3.891540e-01
1200,562.341,1.873600e+01,7.928880e+00,-3.751480e+03,1.208240e+00,1.069980e+02,3.941700e-01
1225,562.341,1.841770e+01,8.118790e+00,-3.550810e+03,1.216590e+00,1.030340e+02,3.991710e-01
1250,562.341,1.809740e+01,8.277030e+00,-3.345800e+03,1.224910e+00,9.921750e+01,4.041660e-01
1275,562.341,1.777770e+01,8.402000e+00,-3.137240e+03,1.233040e+00,9.555350e+01,4.091620e-01
1300,562.341,1.746100e+01,8.491970e+00,-2.925990e+03,1.240840e+00,9.204640e+01,4.141600e-01
1325,562.341,1.714970e+01,8.545020e+00,-2.712950e+03,1.248150e+00,8.869960e+01,4.191630e-01
1350,562.341,1.684600e+01,8.559150e+00,-2.499060e+03,1.254810e+00,8.551560e+01,4.241670e-01
1375,562.341,1.655210e+01,8.532480e+00,-2.285330e+03,1.260680e+00,8.249600e+01,4.291720e-01
1400,562.341,1.627000e+01,8.463500e+00,-2.072790e+03,1.265600e+00,7.964160e+01,4.341720e-01
1425,562.341,1.600130e+01,8.351440e+00,-1.862520e+03,1.269460e+00,7.695220e+01,4.391640e-01
1450,562.341,1.574760e+01,8.196610e+00,-1.655580e+03,1.272150e+00,7.442660e+01,4.441450e-01
1475,562.341,1.551030e+01,8.000730e+00,-1.453030e+03,1.273610e+00,7.206250e+01,4.491090e-01
1500,562.341,1.529030e+01,7.767160e+00,-1.255860e+03,1.273810e+00,6.985660e+01,4.540560e-01
1525,562.341,1.508850e+01,7.501040e+00,-1.064940e+03,1.272770e+00,6.780440e+01,4.589820e-01
1550,562.341,1.490510e+01,7.209270e+00,-8.810180e+02,1.270570e+00,6.589990e+01,4.638870e-01
1575,562.341,1.474020e+01,6.900260e+00,-7.046230e+02,1.267320e+00,6.413640e+01,4.687720e-01
1600,562.341,1.459350e+01,6.583550e+00,-5.360690e+02,1.263180e+00,6.250580e+01,4.736360e-01
1625,562.341,1.446420e+01,6.269220e+00,-3.754250e+02,1.258350e+00,6.099890e+01,4.784800e-01
1650,562.341,1.435130e+01,5.967260e+00,-2.225050e+02,1.253030e+00,5.960610e+01,4.833060e-01
1675,562.341,1.425370e+01,5.686970e+00,-7.688120e+01,1.247420e+00,5.831680e+01,4.881150e-01
1700,562.341,1.416960e+01,5.436480e+00,6.209210e+01,1.241720e+00,5.712040e+01,4.929090e-01
1725,562.341,1.409750e+01,5.222610e+00,1.952480e+02,1.236100e+00,5.600610e+01,4.976880e-01
1750,562.341,1.403560e+01,5.050870e+00,3.235740e+02,1.230690e+00,5.496360e+01,5.024540e-01
1775,562.341,1.398200e+01,4.925760e+00,4.481800e+02,1.225620e+00,5.398260e+01,5.072060e-01
1800,562.341,1.393490e+01,4.851060e+00,5.702820e+02,1.220980e+00,5.305340e+01,5.119470e-01
1825,562.341,1.389240e+01,4.829970e+00,6.911800e+02,1.216910e+00,5.216690e+01,5.166750e-01
1850,562.341,1.385260e+01,4.864970e+00,8.122480e+02,1.213520e+00,5.131460e+01,5.213920e-01
1875,562.341,1.381370e+01,4.957250e+00,9.349070e+02,1.210970e+00,5.048820e+01,5.260960e-01
1900,562.341,1.377400e+01,5.105750e+00,1.060580e+03,1.209390e+00,4.968060e+01,5.307890e-01
1925,562.341,1.373180e+01,5.306220e+00,1.190630e+03,1.208880e+00,4.888540e+01,5.354700e-01
1950,562.341,1.368580e+01,5.550800e+00,1.326260e+03,1.209480e+00,4.809710e+01,5.401390e-01
1975,562.341,1.363500e+01,5.828450e+00,1.468440e+03,1.211110e+00,4.731200e+01,5.447970e-01
2000,562.341,1.357870e+01,6.126340e+00,1.617850e+03,1.213650e+00,4.652750e+01,5.494450e-01
2025,562.341,1.351650e+01,6.431530e+00,1.774820e+03,1.216900e+00,4.574270e+01,5.539050e-01
2050,562.341,1.344860e+01,6.732320e+00,1.939390e+03,1.220670e+00,4.495780e+01,5.583540e-01
2075,562.341,1.337530e+01,7.018900e+00,2.111320e+03,1.224760e+00,4.417400e+01,5.627930e-01
2100,562.341,1.329710e+01,7.283410e+00,2.290150e+03,1.229020e+00,4.339290e+01,5.672240e-01
2125,562.341,1.321470e+01,7.519750e+00,2.475250e+03,1.233330e+00,4.261670e+01,5.716490e-01
2150,562.341,1.312900e+01,7.723230e+00,2.665860e+03,1.237580e+00,4.184790e+01,5.760670e-01
2175,562.341,1.304070e+01,7.890530e+00,2.861110e+03,1.241690e+00,4.108880e+01,5.804800e-01
2200,562.341,1.295070e+01,8.019570e+00,3.060070e+03,1.245590e+00,4.034170e+01,5.848890e-01
2225,562.341,1.286000e+01,8.109610e+00,3.261770e+03,1.249220e+00,3.960880e+01,5.892930e-01
2250,562.341,1.276910e+01,8.161140e+00,3.465230e+03,1.252540e+00,3.889210e+01,5.936930e-01
2275,562.341,1.267900e+01,8.175870e+00,3.669520e+03,1.255530e+00,3.819320e+01,5.980890e-01
2300,562.341,1.259030e+01,8.156490e+00,3.873740e+03,1.258150e+00,3.751370e+01,6.024810e-01
2325,562.341,1.250350e+01,8.106440e+00,4.077090e+03,1.260410e+00,3.685450e+01,6.068680e-01
2350,562.341,1.241910e+01,8.029680e+00,4.278840e+03,1.262300e+00,3.621640e+01,6.112500e-01
2375,562.341,1.233760e+01,7.930380e+00,4.478380e+03,1.263850e+00,3.559990e+01,6.156270e-01
2400,562.341,1.225920e+01,7.812710e+00,4.675200e+03,1.265070e+00,3.500520e+01,6.199990e-01
2425,562.341,1.218410e+01,7.680690e+00,4.868900e+03,1.265980e+00,3.443210e+01,6.243650e-01
2450,562.341,1.211240e+01,7.538050e+00,5.059150e+03,1.266620e+00,3.388030e+01,6.287250e-01
2475,562.341,1.204430e+01,7.388170e+00,5.245740e+03,1.267020e+00,3.334960e+01,6.330780e-01
2500,562.341,1.197980e+01,7.234020e+00,5.428520e+03,1.267190e+00,3.283910e+01,6.374250e-01
2525,562.341,1.191880e+01,7.078180e+00,5.607430e+03,1.267180e+00,3.234830e+01,6.417650e-01
2550,562.341,1.186120e+01,6.922840e+00,5.782440e+03,1.266990e+00,3.187650e+01,6.460980e-01
2575,562.341,1.180700e+01,6.769810e+00,5.953590e+03,1.266670e+00,3.142270e+01,6.504240e-01
2600,562.341,1.175600e+01,6.620570e+00,6.120960e+03,1.266210e+00,3.098610e+01,6.547420e-01
2625,562.341,1.170810e+01,6.476320e+00,6.284660e+03,1.265650e+00,3.056600e+01,6.590530e-01
2650,562.341,1.166310e+01,6.337950e+00,6.444820e+03,1.264990e+00,3.016140e+01,6.633560e-01
2675,562.341,1.162100e+01,6.206150e+00,6.601610e+03,1.264260e+00,2.977150e+01,6.676510e-01
2700,562.341,1.158150e+01,6.081420e+00,6.755190e+03,1.263450e+00,2.939560e+01,6.719390e-01
2725,562.341,1.154440e+01,5.964060e+00,6.905740e+03,1.262590e+00,2.903270e+01,6.762190e-01
2750,562.341,1.150970e+01,5.854260e+00,7.053460e+03,1.261670e+00,2.868230e+01,6.804910e-01
2775,562.341,1.147720e+01,5.752080e+00,7.198520e+03,1.260700e+00,2.834350e+01,6.847560e-01
2800,562.341,1.144660e+01,5.657500e+00,7.341120e+03,1.259690e+00,2.801570e+01,6.890130e-01
2825,562.341,1.141800e+01,5.570400e+00,7.481460e+03,1.258640e+00,2.769830e+01,6.932630e-01
2850,562.341,1.139110e+01,5.490640e+00,7.619710e+03,1.257570e+00,2.739060e+01,6.975050e-01
2875,562.341,1.136580e+01,5.418010e+00,7.756050e+03,1.256460e+00,2.709210e+01,7.017400e-01
2900,562.341,1.134200e+01,5.352280e+00,7.890660e+03,1.255330e+00,2.680230e+01,7.059680e-01
2925,562.341,1.131950e+01,5.293210e+00,8.023720e+03,1.254180e+00,2.652060e+01,7.101890e-01
2950,562.341,1.129830e+01,5.240520e+00,8.155380e+03,1.253010e+00,2.624660e+01,7.144040e-01
2975,562.341,1.127820e+01,5.193950e+00,8.285800e+03,1.251830e+00,2.597980e+01,7.186110e-01
3000,562.341,1.125920e+01,5.153220e+00,8.415120e+03,1.250630e+00,2.571990e+01,7.228120e-01
3025,562.341,1.124120e+01,5.118070e+00,8.543500e+03,1.249430e+00,2.546650e+01,7.270060e-01
3050,562.341,1.122400e+01,5.088240e+00,8.671070e+03,1.248220e+00,2.521920e+01,7.311940e-01
3075,562.341,1.120770e+01,5.063480e+00,8.797960e+03,1.247010e+00,2.497770e+01,7.353770e-01
3100,562.341,1.119200e+01,5.043550e+00,8.924290e+03,1.245800e+00,2.474170e+01,7.395530e-01
3125,562.341,1.117700e+01,5.028210e+00,9.050170e+03,1.244590e+00,2.451090e+01,7.437230e-01
3150,562.341,1.116260e+01,5.017240e+00,9.175730e+03,1.243380e+00,2.428500e+01,7.478880e-01
3175,562.341,1.114870e+01,5.010460e+00,9.301070e+03,1.242190e+00,2.406380e+01,7.520470e-01
3200,562.341,1.113530e+01,5.007660e+00,9.426290e+03,1.241010e+00,2.384700e+01,7.562010e-01
3225,562.341,1.112230e+01,5.008660e+00,9.551480e+03,1.239830e+00,2.363450e+01,7.603490e-01
3250,562.341,1.110960e+01,5.013310e+00,9.676750e+03,1.238680e+00,2.342600e+01,7.644920e-01
3275,562.341,1.109730e+01,5.021440e+00,9.802180e+03,1.237540e+00,2.322140e+01,7.686310e-01
3300,562.341,1.108520e+01,5.032910e+00,9.927850e+03,1.236420e+00,2.302040e+01,7.727640e-01
3325,562.341,1.107340e+01,5.047590e+00,1.005390e+04,1.235330e+00,2.282290e+01,7.768930e-01
3350,562.341,1.106170e+01,5.065370e+00,1.018030e+04,1.234260e+00,2.262880e+01,7.810170e-01
3375,562.341,1.105030e+01,5.086120e+00,1.030710e+04,1.233210e+00,2.243780e+01,7.851370e-01
3400,562.341,1.103890e+01,5.109750e+00,1.043460e+04,1.232190e+00,2.224990e+01,7.892520e-01
3425,562.341,1.102760e+01,5.136160e+00,1.056270e+04,1.231200e+00,2.206490e+01,7.933630e-01
3450,562.341,1.101640e+01,5.165260e+00,1.069140e+04,1.230250e+00,2.188270e+01,7.974690e-01
3475,562.341,1.100520e+01,5.196990e+00,1.082090e+04,1.229320e+00,2.170320e+01,8.015710e-01
3500,562.341,1.099400e+01,5.231250e+00,1.095130e+04,1.228430e+00,2.152630e+01,8.056690e-01
3525,562.341,1.098280e+01,5.268000e+00,1.108250e+04,1.227570e+00,2.135180e+01,8.097630e-01
3550,562.341,1.097150e+01,5.307170e+00,1.121470e+04,1.226750e+00,2.117970e+01,8.138530e-01
3575,562.341,1.096020e+01,5.348700e+00,1.134790e+04,1.225970e+00,2.100990e+01,8.179380e-01
3600,562.341,1.094870e+01,5.392550e+00,1.148220e+04,1.225220e+00,2.084220e+01,8.220200e-01
3625,562.341,1.093720e+01,5.438670e+00,1.161750e+04,1.224520e+00,2.067660e+01,8.260970e-01
3650,562.341,1.092550e+01,5.487010e+00,1.175410e+04,1.223860e+00,2.051310e+01,8.301710e-01
3675,562.341,1.091370e+01,5.537550e+00,1.189190e+04,1.223240e+00,2.035150e+01,8.342400e-01
3700,562.341,1.090170e+01,5.590240e+00,1.203100e+04,1.222660e+00,2.019170e+01,8.383060e-01
3725,562.341,1.088950e+01,5.645050e+00,1.217140e+04,1.222120e+00,2.003380e+01,8.423670e-01
3750,562.341,1.087710e+01,5.701960e+00,1.231330e+04,1.221630e+00,1.987760e+01,8.464240e-01
3775,562.341,1.086450e+01,5.760940e+00,1.245660e+04,1.221190e+00,1.972300e+01,8.504770e-01
3800,562.341,1.085160e+01,5.821960e+00,1.260130e+04,1.220790e+00,1.957010e+01,8.545250e-01
3825,562.341,1.083850e+01,5.885000e+00,1.274770e+04,1.220440e+00,1.941870e+01,8.585700e-01
3850,562.341,1.082510e+01,5.950040e+00,1.289560e+04,1.220130e+00,1.926880e+01,8.626100e-01
3875,562.341,1.081150e+01,6.017060e+00,1.304520e+04,1.219880e+00,1.912030e+01,8.666450e-01
3900,562.341,1.079750e+01,6.086040e+00,1.319650e+04,1.219670e+00,1.897330e+01,8.706750e-01
3925,562.341,1.078330e+01,6.156950e+00,1.334950e+04,1.219510e+00,1.882760e+01,8.747010e-01
3950,562.341,1.076870e+01,6.229790e+00,1.350430e+04,1.219400e+00,1.868310e+01,8.787220e-01
3975,562.341,1.075390e+01,6.304540e+00,1.366100e+04,1.219340e+00,1.854000e+01,8.827380e-01
4000,562.341,1.073860e+01,6.381180e+00,1.381960e+04,1.219340e+00,1.839800e+01,8.867490e-01
200,1000,2.199600e+01,1.511860e+00,-7.246370e+03,1.333370e+00,1.340280e+03,9.196210e-02
225,1000,2.199600e+01,1.533540e+00,-7.208310e+03,1.327120e+00,1.191360e+03,1.024210e-01
250,1000,2.199600e+01,1.559600e+00,-7.169660e+03,1.319900e+00,1.072220e+03,1.127750e-01
275,1000,2.199600e+01,1.591890e+00,-7.130280e+03,1.311400e+00,9.747500e+02,1.230010e-01
300,1000,2.199600e+01,1.630270e+00,-7.090010e+03,1.301850e+00,8.935210e+02,1.330750e-01
325,1000,2.199600e+01,1.673900e+00,-7.048720e+03,1.291690e+00,8.247880e+02,1.432690e-01
