Tw_K,P_bar,M[kg/mol],Cp[J/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[Pa-s]
1200,0.0320418,1.064990e-02,1.731240e+04,-4.885760e+04,1.177640e+00,3.420150e-03,3.775650e-05
1225,0.0320418,1.045490e-02,1.788480e+04,3.951150e+05,1.182400e+00,3.289010e-03,3.825900e-05
1250,0.0320418,1.027090e-02,1.684010e+04,8.318110e+05,1.184690e+00,3.166520e-03,3.876070e-05
1275,0.0320418,1.011310e-02,1.490900e+04,1.229770e+06,1.186240e+00,3.056720e-03,3.926280e-05
1300,0.0320418,9.986030e-03,1.273180e+04,1.575290e+06,1.188970e+00,2.960270e-03,3.976530e-05
1325,0.0320418,9.887890e-03,1.070460e+04,1.867680e+06,1.194090e+00,2.875870e-03,4.026780e-05
1350,0.0320418,9.814050e-03,9.002980e+03,2.113270e+06,1.201940e+00,2.801540e-03,4.076980e-05
1375,0.0320418,9.759330e-03,7.661010e+03,2.320840e+06,1.212070e+00,2.735260e-03,4.127060e-05
1400,0.0320418,9.719070e-03,6.642790e+03,2.499020e+06,1.223580e+00,2.675340e-03,4.177000e-05
1425,0.0320418,9.689520e-03,5.888540e+03,2.655180e+06,1.235390e+00,2.620410e-03,4.226770e-05
1450,0.0320418,9.667780e-03,5.338110e+03,2.795150e+06,1.246500e+00,2.569450e-03,4.276350e-05
1475,0.0320418,9.651710e-03,4.940300e+03,2.923350e+06,1.256240e+00,2.521710e-03,4.325740e-05
1500,0.0320418,9.639760e-03,4.654970e+03,3.043100e+06,1.264230e+00,2.476600e-03,4.374920e-05
1525,0.0320418,9.630780e-03,4.452000e+03,3.156790e+06,1.270410e+00,2.433740e-03,4.423910e-05
1550,0.0320418,9.623960e-03,4.309400e+03,3.266200e+06,1.274890e+00,2.392790e-03,4.472710e-05
1575,0.0320418,9.618710e-03,4.211370e+03,3.372630e+06,1.277880e+00,2.353520e-03,4.521310e-05
1600,0.0320418,9.614600e-03,4.146670e+03,3.477040e+06,1.279600e+00,2.315760e-03,4.569720e-05
1625,0.0320418,9.611290e-03,4.107420e+03,3.580170e+06,1.280270e+00,2.279350e-03,4.617960e-05
1650,0.0320418,9.608570e-03,4.088120e+03,3.682580e+06,1.280060e+00,2.244170e-03,4.666010e-05
1675,0.0320418,9.606230e-03,4.085050e+03,3.784710e+06,1.279120e+00,2.210140e-03,4.713900e-05
1700,0.0320418,9.604140e-03,4.095720e+03,3.886950e+06,1.277550e+00,2.177170e-03,4.761620e-05
1725,0.0320418,9.602180e-03,4.118600e+03,3.989600e+06,1.275440e+00,2.145170e-03,4.809180e-05
1750,0.0320418,9.600250e-03,4.152840e+03,4.092970e+06,1.272830e+00,2.114100e-03,4.856590e-05
1775,0.0320418,9.598270e-03,4.198120e+03,4.197330e+06,1.269760e+00,2.083900e-03,4.903850e-05
1800,0.0320418,9.596160e-03,4.254550e+03,4.302970e+06,1.266280e+00,2.054500e-03,4.950970e-05
1825,0.0320418,9.593840e-03,4.322530e+03,4.410160e+06,1.262400e+00,2.025870e-03,4.997950e-05
1850,0.0320418,9.591250e-03,4.402770e+03,4.519200e+06,1.258160e+00,1.997950e-03,5.044800e-05
1875,0.0320418,9.588300e-03,4.496170e+03,4.630410e+06,1.253570e+00,1.970710e-03,5.091530e-05
1900,0.0320418,9.584930e-03,4.603850e+03,4.744120e+06,1.248680e+00,1.944090e-03,5.138140e-05
1925,0.0320418,9.581050e-03,4.727080e+03,4.860730e+06,1.243510e+00,1.918070e-03,5.184640e-05
1950,0.0320418,9.576580e-03,4.867300e+03,4.980620e+06,1.238110e+00,1.892600e-03,5.231030e-05
1975,0.0320418,9.571420e-03,5.026100e+03,5.104250e+06,1.232530e+00,1.867630e-03,5.277330e-05
2000,0.0320418,9.565480e-03,5.205190e+03,5.232090e+06,1.226810e+00,1.843140e-03,5.323540e-05
2025,0.0320418,9.558650e-03,5.406430e+03,5.364690e+06,1.221030e+00,1.819090e-03,5.368160e-05
2050,0.0320418,9.550820e-03,5.631780e+03,5.502620e+06,1.215240e+00,1.795430e-03,5.412670e-05
2075,0.0320418,9.541860e-03,5.883330e+03,5.646500e+06,1.209500e+00,1.772140e-03,5.457080e-05
2100,0.0320418,9.531660e-03,6.163290e+03,5.797020e+06,1.203870e+00,1.749170e-03,5.501400e-05
2125,0.0320418,9.520060e-03,6.473960e+03,5.954920e+06,1.198420e+00,1.726480e-03,5.545630e-05
2150,0.0320418,9.506920e-03,6.817750e+03,6.120990e+06,1.193200e+00,1.704050e-03,5.589780e-05
2175,0.0320418,9.492080e-03,7.197170e+03,6.296100e+06,1.188260e+00,1.681840e-03,5.633860e-05
2200,0.0320418,9.475390e-03,7.614840e+03,6.481170e+06,1.183650e+00,1.659800e-03,5.677860e-05
2225,0.0320418,9.456670e-03,8.073440e+03,6.677190e+06,1.179410e+00,1.637910e-03,5.721800e-05
2250,0.0320418,9.435730e-03,8.575760e+03,6.885210e+06,1.175570e+00,1.616130e-03,5.765660e-05
2275,0.0320418,9.412400e-03,9.124650e+03,7.106360e+06,1.172160e+00,1.594410e-03,5.809460e-05
2300,0.0320418,9.386480e-03,9.723030e+03,7.341850e+06,1.169200e+00,1.572740e-03,5.853180e-05
2325,0.0320418,9.357780e-03,1.037390e+04,7.592950e+06,1.166710e+00,1.551070e-03,5.896810e-05
2350,0.0320418,9.326080e-03,1.108030e+04,7.861010e+06,1.164700e+00,1.529370e-03,5.940350e-05
2375,0.0320418,9.291200e-03,1.184540e+04,8.147460e+06,1.163170e+00,1.507610e-03,5.983770e-05
2400,0.0320418,9.252940e-03,1.267220e+04,8.453790e+06,1.162140e+00,1.485770e-03,6.027040e-05
2425,0.0320418,9.211080e-03,1.356390e+04,8.781600e+06,1.161600e+00,1.463800e-03,6.070140e-05
2450,0.0320418,9.165430e-03,1.452370e+04,9.132550e+06,1.161550e+00,1.441680e-03,6.113020e-05
2475,0.0320418,9.115810e-03,1.555470e+04,9.508380e+06,1.161990e+00,1.419390e-03,6.155630e-05
2500,0.0320418,9.062030e-03,1.666000e+04,9.910910e+06,1.162910e+00,1.396910e-03,6.197900e-05
2525,0.0320418,9.003920e-03,1.784270e+04,1.034200e+07,1.164320e+00,1.374210e-03,6.239770e-05
2550,0.0320418,8.941330e-03,1.910540e+04,1.080370e+07,1.166200e+00,1.351280e-03,6.281140e-05
2575,0.0320418,8.874120e-03,2.045080e+04,1.129800e+07,1.168550e+00,1.328100e-03,6.321910e-05
2600,0.0320418,8.802170e-03,2.188080e+04,1.182700e+07,1.171350e+00,1.304660e-03,6.361970e-05
2625,0.0320418,8.725410e-03,2.339690e+04,1.239270e+07,1.174600e+00,1.280970e-03,6.401200e-05
2650,0.0320418,8.643760e-03,2.499930e+04,1.299750e+07,1.178280e+00,1.257010e-03,6.439460e-05
2675,0.0320418,8.557210e-03,2.668690e+04,1.364340e+07,1.182380e+00,1.232790e-03,6.476590e-05
2700,0.0320418,8.465780e-03,2.845630e+04,1.433250e+07,1.186880e+00,1.208330e-03,6.512440e-05
2725,0.0320418,8.369550e-03,3.030140e+04,1.506690e+07,1.191740e+00,1.183630e-03,6.546830e-05
2750,0.0320418,8.268660e-03,3.221240e+04,1.584820e+07,1.196940e+00,1.158740e-03,6.579620e-05
2775,0.0320418,8.163300e-03,3.417470e+04,1.667790e+07,1.202410e+00,1.133660e-03,6.610620e-05
2800,0.0320418,8.053760e-03,3.616850e+04,1.755720e+07,1.208100e+00,1.108470e-03,6.639670e-05
2825,0.0320418,7.940430e-03,3.816810e+04,1.848640e+07,1.213930e+00,1.083200e-03,6.666630e-05
2850,0.0320418,7.823770e-03,4.014190e+04,1.946540e+07,1.219810e+00,1.057920e-03,6.691370e-05
2875,0.0320418,7.704350e-03,4.205320e+04,2.049300e+07,1.225630e+00,1.032710e-03,6.713760e-05
2900,0.0320418,7.582830e-03,4.386140e+04,2.156720e+07,1.231270e+00,1.007660e-03,6.733730e-05
2925,0.0320418,7.459940e-03,4.552450e+04,2.268480e+07,1.236610e+00,9.828590e-04,6.751220e-05
2950,0.0320418,7.336470e-03,4.700150e+04,2.384180e+07,1.241540e+00,9.584010e-04,6.766190e-05
2975,0.0320418,7.213250e-03,4.825520e+04,2.503300e+07,1.245950e+00,9.343850e-04,6.778680e-05
3000,0.0320418,7.091110e-03,4.925420e+04,2.625250e+07,1.249740e+00,9.109090e-04,6.788740e-05
3025,0.0320418,6.970850e-03,4.997560e+04,2.749340e+07,1.252860e+00,8.880600e-04,6.796480e-05
3050,0.0320418,6.853220e-03,5.040520e+04,2.874880e+07,1.255250e+00,8.659180e-04,6.802060e-05
3075,0.0320418,6.738900e-03,5.053860e+04,3.001120e+07,1.256920e+00,8.445500e-04,6.805670e-05
3100,0.0320418,6.628450e-03,5.038070e+04,3.127330e+07,1.257850e+00,8.240100e-04,6.807570e-05
3125,0.0320418,6.522370e-03,4.994500e+04,3.252790e+07,1.258100e+00,8.043360e-04,6.808050e-05
3150,0.0320418,6.421020e-03,4.925240e+04,3.376840e+07,1.257710e+00,7.855530e-04,6.807420e-05
3175,0.0320418,6.324670e-03,4.833030e+04,3.498870e+07,1.256750e+00,7.676720e-04,6.806030e-05
3200,0.0320418,6.233480e-03,4.721070e+04,3.618330e+07,1.255300e+00,7.506930e-04,6.804220e-05
3225,0.0320418,6.147520e-03,4.592890e+04,3.734780e+07,1.253440e+00,7.346020e-04,6.802340e-05
3250,0.0320418,6.066770e-03,4.452190e+04,3.847870e+07,1.251260e+00,7.193770e-04,6.800720e-05
3275,0.0320418,5.991160e-03,4.302720e+04,3.957320e+07,1.248850e+00,7.049870e-04,6.799660e-05
3300,0.0320418,5.920510e-03,4.148090e+04,4.062960e+07,1.246290e+00,6.913970e-04,6.799440e-05
3325,0.0320418,5.854650e-03,3.991680e+04,4.164710e+07,1.243650e+00,6.785640e-04,6.800270e-05
3350,0.0320418,5.793310e-03,3.836520e+04,4.262560e+07,1.241000e+00,6.664450e-04,6.802370e-05
3375,0.0320418,5.736240e-03,3.685210e+04,4.356570e+07,1.238390e+00,6.549920e-04,6.805860e-05
3400,0.0320418,5.683150e-03,3.539880e+04,4.446870e+07,1.235860e+00,6.441580e-04,6.810880e-05
3425,0.0320418,5.633750e-03,3.402110e+04,4.533620e+07,1.233450e+00,6.338970e-04,6.817470e-05
3450,0.0320418,5.587730e-03,3.272960e+04,4.617040e+07,1.231170e+00,6.241630e-04,6.825690e-05
3475,0.0320418,5.544810e-03,3.152940e+04,4.697350e+07,1.229050e+00,6.149130e-04,6.835530e-05
3500,0.0320418,5.504720e-03,3.042040e+04,4.774770e+07,1.227100e+00,6.061070e-04,6.846990e-05
3525,0.0320418,5.467200e-03,2.939750e+04,4.849520e+07,1.225330e+00,5.977060e-04,6.860020e-05
3550,0.0320418,5.432010e-03,2.845100e+04,4.921820e+07,1.223760e+00,5.896770e-04,6.874570e-05
3575,0.0320418,5.398960e-03,2.756680e+04,4.991830e+07,1.222400e+00,5.819910e-04,6.890590e-05
3600,0.0320418,5.367860e-03,2.672740e+04,5.059690e+07,1.221270e+00,5.746200e-04,6.908000e-05
3625,0.0320418,5.338580e-03,2.591240e+04,5.125490e+07,1.220420e+00,5.675440e-04,6.926740e-05
3650,0.0320418,5.310990e-03,2.509950e+04,5.189250e+07,1.219880e+00,5.607440e-04,6.946730e-05
3675,0.0320418,5.285030e-03,2.426600e+04,5.250970e+07,1.219710e+00,5.542070e-04,6.967890e-05
3700,0.0320418,5.260630e-03,2.339020e+04,5.310550e+07,1.219970e+00,5.479210e-04,6.990170e-05
3725,0.0320418,5.237790e-03,2.245380e+04,5.367870e+07,1.220750e+00,5.418800e-04,7.013480e-05
3750,0.0320418,5.216490e-03,2.144400e+04,5.422760e+07,1.222160e+00,5.360790e-04,7.037770e-05
3775,0.0320418,5.196740e-03,2.035560e+04,5.475020e+07,1.224340e+00,5.305130e-04,7.062960e-05
3800,0.0320418,5.178570e-03,1.919320e+04,5.524470e+07,1.227430e+00,5.251810e-04,7.089010e-05
3825,0.0320418,5.161990e-03,1.797130e+04,5.570940e+07,1.231630e+00,5.200770e-04,7.115840e-05
3850,0.0320418,5.146980e-03,1.671350e+04,5.614300e+07,1.237110e+00,5.151980e-04,7.143400e-05
3875,0.0320418,5.133530e-03,1.545030e+04,5.654500e+07,1.244050e+00,5.105360e-04,7.171630e-05
3900,0.0320418,5.121570e-03,1.421460e+04,5.691570e+07,1.252580e+00,5.060820e-04,7.200460e-05
3925,0.0320418,5.111030e-03,1.303760e+04,5.725620e+07,1.262790e+00,5.018230e-04,7.229850e-05
3950,0.0320418,5.101800e-03,1.194470e+04,5.756830e+07,1.274640e+00,4.977460e-04,7.259730e-05
3975,0.0320418,5.093750e-03,1.095340e+04,5.785430e+07,1.288020e+00,4.938360e-04,7.290050e-05
4000,0.0320418,5.086780e-03,1.007270e+04,5.811690e+07,1.302670e+00,4.900770e-04,7.320760e-05
200,0.0569792,1.920320e-02,1.737000e+03,-7.965190e+06,1.332030e+00,6.580000e-02,9.336590e-06
225,0.0569792,1.920320e-02,1.754110e+03,-7.921560e+06,1.327730e+00,5.848890e-02,1.042660e-05
250,0.0569792,1.920320e-02,1.775800e+03,-7.877450e+06,1.322450e+00,5.264000e-02,1.150440e-05
275,0.0569792,1.920310e-02,1.805150e+03,-7.832700e+06,1.315610e+00,4.785430e-02,1.256660e-05
300,0.0569792,1.920280e-02,1.844060e+03,-7.787110e+06,1.307120e+00,4.386580e-02,1.361040e-05
325,0.0569792,1.920180e-02,1.895900e+03,-7.740390e+06,1.296880e+00,4.048920e-02,1.464040e-05
350,0.0569792,1.919880e-02,1.967710e+03,-7.692150e+06,1.284550e+00,3.759140e-02,1.564910e-05
375,0.0569792,1.919170e-02,2.071940e+03,-7.641740e+06,1.269720e+00,3.507230e-02,1.663440e-05
400,0.0569792,1.917650e-02,2.227610e+03,-7.588130e+06,1.252280e+00,3.285420e-02,1.759380e-05
425,0.0569792,1.914670e-02,2.460120e+03,-7.529720e+06,1.232950e+00,3.087360e-02,1.852380e-05
450,0.0569792,1.909340e-02,2.798990e+03,-7.464230e+06,1.213450e+00,2.907720e-02,1.941900e-05
475,0.0569792,1.900500e-02,3.272790e+03,-7.388640e+06,1.196080e+00,2.741930e-02,2.027140e-05
500,0.0569792,1.886860e-02,3.901580e+03,-7.299300e+06,1.182790e+00,2.586140e-02,2.107040e-05
525,0.0569792,1.867190e-02,4.689810e+03,-7.192230e+06,1.174510e+00,2.437310e-02,2.179390e-05
550,0.0569792,1.840610e-02,5.625590e+03,-7.063580e+06,1.170950e+00,2.293410e-02,2.243180e-05
575,0.0569792,1.806820e-02,6.694650e+03,-6.909850e+06,1.170940e+00,2.153420e-02,2.296880e-05
600,0.0569792,1.766050e-02,7.916890e+03,-6.727600e+06,1.172800e+00,2.017130e-02,2.339680e-05
625,0.0569792,1.718720e-02,9.408060e+03,-6.511810e+06,1.175010e+00,1.884550e-02,2.371740e-05
650,0.0569792,1.664670e-02,1.144160e+04,-6.252710e+06,1.177380e+00,1.755080e-02,2.397040e-05
675,0.0569792,1.602480e-02,1.440850e+04,-5.931910e+06,1.182150e+00,1.626940e-02,2.422140e-05
700,0.0569792,1.529970e-02,1.850170e+04,-5.522680e+06,1.192620e+00,1.497850e-02,2.456050e-05
725,0.0569792,1.446800e-02,2.314670e+04,-5.001900e+06,1.208560e+00,1.367580e-02,2.508200e-05
750,0.0569792,1.357800e-02,2.669590e+04,-4.374310e+06,1.223520e+00,1.240670e-02,2.584890e-05
775,0.0569792,1.273200e-02,2.700860e+04,-3.694350e+06,1.228310e+00,1.125840e-02,2.684460e-05
800,0.0569792,1.204320e-02,2.298700e+04,-3.060790e+06,1.218790e+00,1.031660e-02,2.794400e-05
825,0.0569792,1.157820e-02,1.613210e+04,-2.569290e+06,1.203060e+00,9.617610e-03,2.897210e-05
850,0.0569792,1.132280e-02,9.866100e+03,-2.248760e+06,1.199940e+00,9.128840e-03,2.983180e-05
875,0.0569792,1.120560e-02,6.153320e+03,-2.053890e+06,1.219600e+00,8.776220e-03,3.054860e-05
900,0.0569792,1.115690e-02,4.477140e+03,-1.924050e+06,1.248340e+00,8.495400e-03,3.118760e-05
925,0.0569792,1.113720e-02,3.809320e+03,-1.821780e+06,1.268440e+00,8.251200e-03,3.179150e-05
950,0.0569792,1.112910e-02,3.557690e+03,-1.730210e+06,1.277420e+00,8.028190e-03,3.237920e-05
975,0.0569792,1.112560e-02,3.471160e+03,-1.642560e+06,1.279810e+00,7.819890e-03,3.295810e-05
1000,0.0569792,1.112400e-02,3.454100e+03,-1.556090e+06,1.278990e+00,7.623270e-03,3.353100e-05
1025,0.0569792,1.112300e-02,3.475280e+03,-1.469550e+06,1.276320e+00,7.436690e-03,3.407920e-05
1050,0.0569792,1.112190e-02,3.543000e+03,-1.381950e+06,1.271190e+00,7.258900e-03,3.462240e-05
1075,0.0569792,1.111950e-02,3.707850e+03,-1.291610e+06,1.261400e+00,7.088570e-03,3.516100e-05
1100,0.0569792,1.111350e-02,4.099050e+03,-1.194710e+06,1.243440e+00,6.923720e-03,3.569500e-05
1125,0.0569792,1.109860e-02,4.981130e+03,-1.082610e+06,1.216660e+00,6.760770e-03,3.622410e-05
1150,0.0569792,1.106440e-02,6.751180e+03,-9.382240e+05,1.189530e+00,6.593470e-03,3.674780e-05
1175,0.0569792,1.099590e-02,9.638300e+03,-7.355070e+05,1.174300e+00,6.413180e-03,3.726510e-05
1200,0.0569792,1.088050e-02,1.309690e+04,-4.512980e+05,1.173140e+00,6.213710e-03,3.777530e-05
1225,0.0569792,1.072190e-02,1.587620e+04,-8.645510e+04,1.178800e+00,5.998140e-03,3.827950e-05
1250,0.0569792,1.054000e-02,1.708870e+04,3.291720e+05,1.184410e+00,5.778490e-03,3.877990e-05
1275,0.0569792,1.035920e-02,1.673570e+04,7.547930e+05,1.187700e+00,5.567990e-03,3.927890e-05
1300,0.0569792,1.019660e-02,1.533390e+04,1.157210e+06,1.189480e+00,5.375190e-03,3.977780e-05
1325,0.0569792,1.006020e-02,1.346200e+04,1.517620e+06,1.191410e+00,5.203200e-03,4.027700e-05
1350,0.0569792,9.950920e-03,1.154790e+04,1.830010e+06,1.194860e+00,5.051390e-03,4.077620e-05
1375,0.0569792,9.866130e-03,9.831310e+03,2.096700e+06,1.200540e+00,4.917290e-03,4.127500e-05
1400,0.0569792,9.801580e-03,8.406380e+03,2.324030e+06,1.208420e+00,4.797890e-03,4.177290e-05
1425,0.0569792,9.752970e-03,7.279460e+03,2.519510e+06,1.218000e+00,4.690340e-03,4.226960e-05
1450,0.0569792,9.716560e-03,6.415360e+03,2.690200e+06,1.228450e+00,4.592260e-03,4.276470e-05
1475,0.0569792,9.689310e-03,5.765790e+03,2.842070e+06,1.238890e+00,4.501760e-03,4.325800e-05
1500,0.0569792,9.668860e-03,5.283770e+03,2.979880e+06,1.248560e+00,4.417390e-03,4.374960e-05
1525,0.0569792,9.653440e-03,4.929320e+03,3.107320e+06,1.256960e+00,4.338050e-03,4.423930e-05
1550,0.0569792,9.641730e-03,4.670720e+03,3.227150e+06,1.263830e+00,4.262900e-03,4.472710e-05
1575,0.0569792,9.632770e-03,4.483760e+03,3.341450e+06,1.269150e+00,4.191340e-03,4.521300e-05
1600,0.0569792,9.625840e-03,4.350450e+03,3.451780e+06,1.273000e+00,4.122880e-03,4.569710e-05
1625,0.0569792,9.620390e-03,4.257600e+03,3.559310e+06,1.275540e+00,4.057150e-03,4.617940e-05
1650,0.0569792,9.616050e-03,4.195650e+03,3.664920e+06,1.276970e+00,3.993880e-03,4.666000e-05
1675,0.0569792,9.612500e-03,4.157750e+03,3.769290e+06,1.277460e+00,3.932810e-03,4.713880e-05
1700,0.0569792,9.609520e-03,4.139080e+03,3.872960e+06,1.277140e+00,3.873780e-03,4.761600e-05
1725,0.0569792,9.606940e-03,4.136250e+03,3.976380e+06,1.276150e+00,3.816610e-03,4.809150e-05
1750,0.0569792,9.604610e-03,4.146990e+03,4.079890e+06,1.274580e+00,3.761180e-03,4.856560e-05
1775,0.0569792,9.602420e-03,4.169840e+03,4.183830e+06,1.272500e+00,3.707360e-03,4.903810e-05
1800,0.0569792,9.600270e-03,4.203960e+03,4.288480e+06,1.269950e+00,3.655050e-03,4.950920e-05
1825,0.0569792,9.598070e-03,4.248980e+03,4.394110e+06,1.266990e+00,3.604150e-03,4.997900e-05
1850,0.0569792,9.595750e-03,4.304890e+03,4.501020e+06,1.263640e+00,3.554590e-03,5.044740e-05
1875,0.0569792,9.593240e-03,4.372010e+03,4.609450e+06,1.259940e+00,3.506280e-03,5.091450e-05
1900,0.0569792,9.590460e-03,4.450850e+03,4.719710e+06,1.255910e+00,3.459140e-03,5.138050e-05
1925,0.0569792,9.587340e-03,4.542160e+03,4.832100e+06,1.251580e+00,3.413100e-03,5.184520e-05
1950,0.0569792,9.583810e-03,4.646830e+03,4.946930e+06,1.246980e+00,3.368100e-03,5.230890e-05
1975,0.0569792,9.579790e-03,4.765930e+03,5.064560e+06,1.242150e+00,3.324080e-03,5.277160e-05
2000,0.0569792,9.575210e-03,4.900640e+03,5.185360e+06,1.237120e+00,3.280960e-03,5.323330e-05
2025,0.0569792,9.569980e-03,5.052270e+03,5.309730e+06,1.231940e+00,3.238680e-03,5.367910e-05
2050,0.0569792,9.564000e-03,5.222230e+03,5.438130e+06,1.226650e+00,3.197190e-03,5.412370e-05
2075,0.0569792,9.557200e-03,5.412050e+03,5.571010e+06,1.221310e+00,3.156420e-03,5.456730e-05
2100,0.0569792,9.549450e-03,5.623350e+03,5.708910e+06,1.215970e+00,3.116310e-03,5.500990e-05
2125,0.0569792,9.540660e-03,5.857830e+03,5.852370e+06,1.210680e+00,3.076820e-03,5.545150e-05
2150,0.0569792,9.530720e-03,6.117280e+03,6.002010e+06,1.205480e+00,3.037870e-03,5.589220e-05
2175,0.0569792,9.519490e-03,6.403580e+03,6.158460e+06,1.200450e+00,2.999410e-03,5.633220e-05
2200,0.0569792,9.506850e-03,6.718690e+03,6.322430e+06,1.195610e+00,2.961390e-03,5.677130e-05
2225,0.0569792,9.492670e-03,7.064630e+03,6.494650e+06,1.191020e+00,2.923750e-03,5.720980e-05
2250,0.0569792,9.476810e-03,7.443490e+03,6.675930e+06,1.186710e+00,2.886430e-03,5.764760e-05
2275,0.0569792,9.459110e-03,7.857430e+03,6.867120e+06,1.182730e+00,2.849380e-03,5.808480e-05
2300,0.0569792,9.439430e-03,8.308660e+03,7.069110e+06,1.179090e+00,2.812550e-03,5.852130e-05
2325,0.0569792,9.417600e-03,8.799470e+03,7.282880e+06,1.175840e+00,2.775870e-03,5.895720e-05
2350,0.0569792,9.393460e-03,9.332170e+03,7.509440e+06,1.172970e+00,2.739300e-03,5.939250e-05
2375,0.0569792,9.366850e-03,9.909120e+03,7.749860e+06,1.170530e+00,2.702790e-03,5.982700e-05
2400,0.0569792,9.337590e-03,1.053270e+04,8.005280e+06,1.168500e+00,2.666280e-03,6.026060e-05
2425,0.0569792,9.305510e-03,1.120540e+04,8.276900e+06,1.166910e+00,2.629730e-03,6.069330e-05
2450,0.0569792,9.270450e-03,1.192970e+04,8.565980e+06,1.165760e+00,2.593090e-03,6.112470e-05
2475,0.0569792,9.232230e-03,1.270800e+04,8.873840e+06,1.165050e+00,2.556310e-03,6.155480e-05
2500,0.0569792,9.190690e-03,1.354280e+04,9.201850e+06,1.164780e+00,2.519360e-03,6.198300e-05
2525,0.0569792,9.145660e-03,1.443650e+04,9.551470e+06,1.164960e+00,2.482190e-03,6.240900e-05
2550,0.0569792,9.096980e-03,1.539170e+04,9.924190e+06,1.165570e+00,2.444780e-03,6.283240e-05
2575,0.0569792,9.044510e-03,1.641050e+04,1.032160e+07,1.166630e+00,2.407080e-03,6.325250e-05
2600,0.0569792,8.988120e-03,1.749540e+04,1.074530e+07,1.168110e+00,2.369070e-03,6.366870e-05
2625,0.0569792,8.927670e-03,1.864820e+04,1.119690e+07,1.170020e+00,2.330720e-03,6.408010e-05
2650,0.0569792,8.863050e-03,1.987070e+04,1.167830e+07,1.172350e+00,2.292030e-03,6.448590e-05
2675,0.0569792,8.794190e-03,2.116430e+04,1.219100e+07,1.175090e+00,2.252960e-03,6.488510e-05
2700,0.0569792,8.721020e-03,2.252960e+04,1.273710e+07,1.178230e+00,2.213530e-03,6.527650e-05
2725,0.0569792,8.643480e-03,2.396650e+04,1.331810e+07,1.181760e+00,2.173720e-03,6.565900e-05
2750,0.0569792,8.561590e-03,2.547350e+04,1.393600e+07,1.185670e+00,2.133550e-03,6.603130e-05
2775,0.0569792,8.475350e-03,2.704750e+04,1.459240e+07,1.189940e+00,2.093040e-03,6.639200e-05
2800,0.0569792,8.384850e-03,2.868320e+04,1.528890e+07,1.194540e+00,2.052200e-03,6.673970e-05
2825,0.0569792,8.290190e-03,3.037250e+04,1.602700e+07,1.199440e+00,2.011070e-03,6.707300e-05
2850,0.0569792,8.191550e-03,3.210430e+04,1.680790e+07,1.204590e+00,1.969720e-03,6.739040e-05
2875,0.0569792,8.089180e-03,3.386320e+04,1.763240e+07,1.209960e+00,1.928180e-03,6.769060e-05
2900,0.0569792,7.983370e-03,3.563010e+04,1.850110e+07,1.215470e+00,1.886560e-03,6.797220e-05
2925,0.0569792,7.874490e-03,3.738140e+04,1.941380e+07,1.221060e+00,1.844930e-03,6.823400e-05
2950,0.0569792,7.763010e-03,3.909020e+04,2.036980e+07,1.226630e+00,1.803390e-03,6.847510e-05
2975,0.0569792,7.649450e-03,4.072630e+04,2.136770e+07,1.232100e+00,1.762080e-03,6.869450e-05
3000,0.0569792,7.534380e-03,4.225840e+04,2.240520e+07,1.237360e+00,1.721110e-03,6.889170e-05
3025,0.0569792,7.418450e-03,4.365490e+04,2.347950e+07,1.242310e+00,1.680620e-03,6.906630e-05
3050,0.0569792,7.302320e-03,4.488620e+04,2.458660e+07,1.246880e+00,1.640750e-03,6.921810e-05
3075,0.0569792,7.186680e-03,4.592610e+04,2.572220e+07,1.250960e+00,1.601640e-03,6.934750e-05
3100,0.0569792,7.072190e-03,4.675350e+04,2.688110e+07,1.254500e+00,1.563410e-03,6.945490e-05
3125,0.0569792,6.959500e-03,4.735300e+04,2.805800e+07,1.257440e+00,1.526190e-03,6.954150e-05
3150,0.0569792,6.849210e-03,4.771580e+04,2.924680e+07,1.259760e+00,1.490090e-03,6.960850e-05
3175,0.0569792,6.741850e-03,4.783990e+04,3.044180e+07,1.261440e+00,1.455180e-03,6.965760e-05
3200,0.0569792,6.637900e-03,4.772950e+04,3.163690e+07,1.262490e+00,1.421550e-03,6.969110e-05
3225,0.0569792,6.537740e-03,4.739490e+04,3.282640e+07,1.262930e+00,1.389250e-03,6.971120e-05
3250,0.0569792,6.441670e-03,4.685180e+04,3.400490e+07,1.262810e+00,1.358300e-03,6.972080e-05
3275,0.0569792,6.349920e-03,4.612020e+04,3.516740e+07,1.262180e+00,1.328740e-03,6.972250e-05
3300,0.0569792,6.262630e-03,4.522360e+04,3.630950e+07,1.261100e+00,1.300540e-03,6.971940e-05
3325,0.0569792,6.179890e-03,4.418810e+04,3.742740e+07,1.259630e+00,1.273710e-03,6.971440e-05
3350,0.0569792,6.101690e-03,4.304130e+04,3.851800e+07,1.257840e+00,1.248210e-03,6.971030e-05
3375,0.0569792,6.027980e-03,4.181120e+04,3.957880e+07,1.255810e+00,1.224000e-03,6.970980e-05
3400,0.0569792,5.958670e-03,4.052540e+04,4.060810e+07,1.253600e+00,1.201030e-03,6.971540e-05
3425,0.0569792,5.893600e-03,3.921000e+04,4.160480e+07,1.251270e+00,1.179240e-03,6.972920e-05
3450,0.0569792,5.832610e-03,3.788890e+04,4.256850e+07,1.248880e+00,1.158580e-03,6.975310e-05
