Tw_K,P_bar,M[kg/mol],Cp[J/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[Pa-s]
3150,1.01325,8.692850e-03,1.853890e+04,1.484450e+07,1.198850e+00,3.363050e-02,7.271950e-05
3175,1.01325,8.634110e-03,1.933060e+04,1.531780e+07,1.201730e+00,3.314030e-02,7.309970e-05
3200,1.01325,8.573070e-03,2.014500e+04,1.581120e+07,1.204830e+00,3.264890e-02,7.347380e-05
3225,1.01325,8.509770e-03,2.098050e+04,1.632530e+07,1.208120e+00,3.215660e-02,7.384100e-05
3250,1.01325,8.444240e-03,2.183470e+04,1.686040e+07,1.211610e+00,3.166350e-02,7.420090e-05
3275,1.01325,8.376550e-03,2.270510e+04,1.741710e+07,1.215260e+00,3.116990e-02,7.455280e-05
3300,1.01325,8.306780e-03,2.358830e+04,1.799580e+07,1.219080e+00,3.067610e-02,7.489610e-05
3325,1.01325,8.235010e-03,2.448050e+04,1.859660e+07,1.223030e+00,3.018250e-02,7.523030e-05
3350,1.01325,8.161360e-03,2.537740e+04,1.921980e+07,1.227110e+00,2.968930e-02,7.555470e-05
3375,1.01325,8.085950e-03,2.627390e+04,1.986550e+07,1.231280e+00,2.919710e-02,7.586880e-05
3400,1.01325,8.008920e-03,2.716470e+04,2.053350e+07,1.235520e+00,2.870630e-02,7.617200e-05
3425,1.01325,7.930440e-03,2.804360e+04,2.122360e+07,1.239810e+00,2.821750e-02,7.646400e-05
3450,1.01325,7.850670e-03,2.890460e+04,2.193550e+07,1.244110e+00,2.773130e-02,7.674410e-05
3475,1.01325,7.769820e-03,2.974110e+04,2.266860e+07,1.248390e+00,2.724820e-02,7.701210e-05
3500,1.01325,7.688090e-03,3.054640e+04,2.342230e+07,1.252620e+00,2.676900e-02,7.726760e-05
3525,1.01325,7.605680e-03,3.131410e+04,2.419560e+07,1.256760e+00,2.629430e-02,7.751020e-05
3550,1.01325,7.522830e-03,3.203780e+04,2.498760e+07,1.260790e+00,2.582470e-02,7.773970e-05
3575,1.01325,7.439750e-03,3.271170e+04,2.579710e+07,1.264680e+00,2.536090e-02,7.795610e-05
3600,1.01325,7.356680e-03,3.333020e+04,2.662280e+07,1.268390e+00,2.490350e-02,7.815920e-05
3625,1.01325,7.273840e-03,3.388870e+04,2.746310e+07,1.271890e+00,2.445330e-02,7.834900e-05
3650,1.01325,7.191450e-03,3.438310e+04,2.831670e+07,1.275170e+00,2.401070e-02,7.852570e-05
3675,1.01325,7.109740e-03,3.481010e+04,2.918170e+07,1.278210e+00,2.357640e-02,7.868950e-05
3700,1.01325,7.028890e-03,3.516730e+04,3.005660e+07,1.280980e+00,2.315090e-02,7.884070e-05
3725,1.01325,6.949120e-03,3.545310e+04,3.093950e+07,1.283470e+00,2.273450e-02,7.897990e-05
3750,1.01325,6.870580e-03,3.566690e+04,3.182860e+07,1.285680e+00,2.232770e-02,7.910750e-05
3775,1.01325,6.793460e-03,3.580890e+04,3.272220e+07,1.287600e+00,2.193090e-02,7.922430e-05
3800,1.01325,6.717890e-03,3.587990e+04,3.361850e+07,1.289230e+00,2.154420e-02,7.933100e-05
3825,1.01325,6.644000e-03,3.588180e+04,3.451570e+07,1.290570e+00,2.116800e-02,7.942860e-05
3850,1.01325,6.571900e-03,3.581700e+04,3.541200e+07,1.291630e+00,2.080230e-02,7.951800e-05
3875,1.01325,6.501680e-03,3.568860e+04,3.630600e+07,1.292420e+00,2.044730e-02,7.960030e-05
3900,1.01325,6.433430e-03,3.550020e+04,3.719600e+07,1.292940e+00,2.010300e-02,7.967660e-05
3925,1.01325,6.367200e-03,3.525590e+04,3.808050e+07,1.293220e+00,1.976930e-02,7.974810e-05
3950,1.01325,6.303030e-03,3.496000e+04,3.895830e+07,1.293260e+00,1.944620e-02,7.981590e-05
3975,1.01325,6.240940e-03,3.461720e+04,3.982810e+07,1.293100e+00,1.913350e-02,7.988120e-05
4000,1.01325,6.180960e-03,3.423230e+04,4.068880e+07,1.292740e+00,1.883120e-02,7.994540e-05
200,1.80184,1.920320e-02,1.737000e+03,-7.965190e+06,1.332030e+00,2.080780e+00,9.336590e-06
225,1.80184,1.920320e-02,1.754080e+03,-7.921560e+06,1.327730e+00,1.849580e+00,1.042660e-05
250,1.80184,1.920320e-02,1.775580e+03,-7.877450e+06,1.322490e+00,1.664620e+00,1.150440e-05
275,1.80184,1.920320e-02,1.804060e+03,-7.832720e+06,1.315800e+00,1.513290e+00,1.256670e-05
300,1.80184,1.920320e-02,1.839900e+03,-7.787190e+06,1.307790e+00,1.387180e+00,1.361050e-05
325,1.80184,1.920300e-02,1.883010e+03,-7.740670e+06,1.298760e+00,1.280460e+00,1.464080e-05
350,1.80184,1.920240e-02,1.933760e+03,-7.692970e+06,1.288940e+00,1.188970e+00,1.565030e-05
375,1.80184,1.920120e-02,1.993520e+03,-7.643900e+06,1.278490e+00,1.109630e+00,1.663790e-05
400,1.80184,1.919840e-02,2.065000e+03,-7.593200e+06,1.267480e+00,1.040130e+00,1.760260e-05
425,1.80184,1.919310e-02,2.152410e+03,-7.540520e+06,1.255950e+00,9.786730e-01,1.854370e-05
450,1.80184,1.918330e-02,2.261480e+03,-7.485400e+06,1.244000e+00,9.238330e-01,1.946050e-05
475,1.80184,1.916680e-02,2.399210e+03,-7.427210e+06,1.231840e+00,8.744560e-01,2.035190e-05
500,1.80184,1.914030e-02,2.573500e+03,-7.365130e+06,1.219850e+00,8.295860e-01,2.121640e-05
525,1.80184,1.910010e-02,2.792560e+03,-7.298160e+06,1.208500e+00,7.884200e-01,2.204510e-05
550,1.80184,1.904160e-02,3.064270e+03,-7.225070e+06,1.198330e+00,7.502780e-01,2.284130e-05
575,1.80184,1.896010e-02,3.395750e+03,-7.144450e+06,1.189780e+00,7.145860e-01,2.360130e-05
600,1.80184,1.885080e-02,3.793590e+03,-7.054730e+06,1.183130e+00,6.808640e-01,2.432110e-05
625,1.80184,1.870910e-02,4.265220e+03,-6.954150e+06,1.178460e+00,6.487170e-01,2.499150e-05
650,1.80184,1.853100e-02,4.821970e+03,-6.840760e+06,1.175650e+00,6.178270e-01,2.561170e-05
675,1.80184,1.831260e-02,5.483620e+03,-6.712190e+06,1.174460e+00,5.879340e-01,2.617790e-05
700,1.80184,1.805030e-02,6.283620e+03,-6.565430e+06,1.174700e+00,5.588170e-01,2.668880e-05
725,1.80184,1.773970e-02,7.272070e+03,-6.396440e+06,1.176380e+00,5.302600e-01,2.714650e-05
750,1.80184,1.737500e-02,8.511450e+03,-6.199730e+06,1.179850e+00,5.020470e-01,2.755880e-05
775,1.80184,1.694970e-02,1.005870e+04,-5.968290e+06,1.185760e+00,4.739600e-01,2.794040e-05
800,1.80184,1.645830e-02,1.193030e+04,-5.694070e+06,1.194780e+00,4.458370e-01,2.831270e-05
825,1.80184,1.589960e-02,1.405920e+04,-5.369590e+06,1.207040e+00,4.176530e-01,2.870270e-05
850,1.80184,1.528170e-02,1.626140e+04,-4.990470e+06,1.221720e+00,3.896150e-01,2.913920e-05
875,1.80184,1.462420e-02,1.823640e+04,-4.558400e+06,1.236950e+00,3.621970e-01,2.964710e-05
900,1.80184,1.395740e-02,1.961160e+04,-4.083650e+06,1.250090e+00,3.360820e-01,3.024030e-05
925,1.80184,1.331800e-02,2.002970e+04,-3.585830e+06,1.258490e+00,3.120170e-01,3.091550e-05
950,1.80184,1.274110e-02,1.926780e+04,-3.092070e+06,1.260390e+00,2.906470e-01,3.165040e-05
975,1.80184,1.225420e-02,1.735080e+04,-2.632150e+06,1.255700e+00,2.723720e-01,3.240960e-05
1000,1.80184,1.187190e-02,1.460420e+04,-2.231510e+06,1.246600e+00,2.572770e-01,3.315630e-05
1025,1.80184,1.159400e-02,1.158660e+04,-1.904210e+06,1.237250e+00,2.451270e-01,3.384680e-05
1050,1.80184,1.140720e-02,8.880680e+03,-1.649510e+06,1.232200e+00,2.354350e-01,3.448860e-05
1075,1.80184,1.129000e-02,6.835470e+03,-1.454580e+06,1.233730e+00,2.275970e-01,3.508800e-05
1100,1.80184,1.122010e-02,5.483480e+03,-1.301910e+06,1.240250e+00,2.210470e-01,3.565690e-05
1125,1.80184,1.117950e-02,4.668660e+03,-1.175920e+06,1.247960e+00,2.153540e-01,3.620580e-05
1150,1.80184,1.115620e-02,4.205720e+03,-1.065560e+06,1.253950e+00,2.102320e-01,3.674220e-05
1175,1.80184,1.114260e-02,3.954700e+03,-9.638850e+05,1.257280e+00,2.055100e-01,3.727020e-05
1200,1.80184,1.113460e-02,3.829230e+03,-8.667870e+05,1.258220e+00,2.010830e-01,3.779230e-05
1225,1.80184,1.112950e-02,3.783790e+03,-7.717640e+05,1.257220e+00,1.968880e-01,3.830980e-05
1250,1.80184,1.112560e-02,3.801910e+03,-6.770740e+05,1.254390e+00,1.928840e-01,3.882330e-05
1275,1.80184,1.112170e-02,3.890990e+03,-5.810840e+05,1.249390e+00,1.890360e-01,3.933330e-05
1300,1.80184,1.111640e-02,4.083050e+03,-4.816740e+05,1.241630e+00,1.853110e-01,3.983990e-05
1325,1.80184,1.110740e-02,4.438430e+03,-3.755780e+05,1.230800e+00,1.816670e-01,4.034340e-05
1350,1.80184,1.109160e-02,5.044200e+03,-2.576690e+05,1.217860e+00,1.780500e-01,4.084360e-05
1375,1.80184,1.106450e-02,5.990760e+03,-1.205130e+05,1.205550e+00,1.743850e-01,4.134040e-05
1400,1.80184,1.102070e-02,7.309860e+03,4.501480e+04,1.197240e+00,1.705940e-01,4.183380e-05
1425,1.80184,1.095570e-02,8.894760e+03,2.472420e+05,1.194650e+00,1.666130e-01,4.232380e-05
1450,1.80184,1.086800e-02,1.048730e+04,4.898290e+05,1.196890e+00,1.624290e-01,4.281070e-05
1475,1.80184,1.076070e-02,1.178660e+04,7.691300e+05,1.201620e+00,1.581000e-01,4.329500e-05
1500,1.80184,1.064080e-02,1.259210e+04,1.075000e+06,1.206710e+00,1.537320e-01,4.377750e-05
1525,1.80184,1.051620e-02,1.285750e+04,1.394200e+06,1.210960e+00,1.494420e-01,4.425880e-05
1550,1.80184,1.039430e-02,1.265430e+04,1.713950e+06,1.214090e+00,1.453270e-01,4.473950e-05
1575,1.80184,1.028030e-02,1.210840e+04,2.024060e+06,1.216360e+00,1.414520e-01,4.521960e-05
1600,1.80184,1.017740e-02,1.135240e+04,2.317630e+06,1.218230e+00,1.378470e-01,4.569930e-05
1625,1.80184,1.008680e-02,1.049940e+04,2.590880e+06,1.220140e+00,1.345180e-01,4.617830e-05
1650,1.80184,1.000860e-02,9.634100e+03,2.842510e+06,1.222390e+00,1.314530e-01,4.665660e-05
1675,1.80184,9.942080e-03,8.812260e+03,3.072950e+06,1.225170e+00,1.286310e-01,4.713400e-05
1700,1.80184,9.886090e-03,8.065920e+03,3.283750e+06,1.228500e+00,1.260250e-01,4.761030e-05
1725,1.80184,9.839260e-03,7.409460e+03,3.477000e+06,1.232310e+00,1.236100e-01,4.808540e-05
1750,1.80184,9.800280e-03,6.845400e+03,3.655000e+06,1.236420e+00,1.213620e-01,4.855920e-05
1775,1.80184,9.767890e-03,6.369190e+03,3.820010e+06,1.240640e+00,1.192570e-01,4.903170e-05
1800,1.80184,9.741010e-03,5.972570e+03,3.974120e+06,1.244770e+00,1.172770e-01,4.950280e-05
1825,1.80184,9.718660e-03,5.645830e+03,4.119220e+06,1.248640e+00,1.154050e-01,4.997260e-05
1850,1.80184,9.700040e-03,5.379170e+03,4.256910e+06,1.252100e+00,1.136280e-01,5.044100e-05
1875,1.80184,9.684470e-03,5.163520e+03,4.388600e+06,1.255070e+00,1.119330e-01,5.090820e-05
1900,1.80184,9.671390e-03,4.990800e+03,4.515450e+06,1.257490e+00,1.103110e-01,5.137400e-05
1925,1.80184,9.660340e-03,4.854100e+03,4.638440e+06,1.259330e+00,1.087540e-01,5.183850e-05
1950,1.80184,9.650930e-03,4.747590e+03,4.758400e+06,1.260630e+00,1.072550e-01,5.230190e-05
1975,1.80184,9.642840e-03,4.666500e+03,4.876030e+06,1.261380e+00,1.058080e-01,5.276400e-05
2000,1.80184,9.635820e-03,4.606910e+03,4.991910e+06,1.261650e+00,1.044100e-01,5.322500e-05
2025,1.80184,9.629650e-03,4.565660e+03,5.106530e+06,1.261460e+00,1.030550e-01,5.366990e-05
2050,1.80184,9.624150e-03,4.540240e+03,5.220320e+06,1.260870e+00,1.017400e-01,5.411330e-05
2075,1.80184,9.619160e-03,4.528660e+03,5.333660e+06,1.259910e+00,1.004620e-01,5.455550e-05
2100,1.80184,9.614560e-03,4.529370e+03,5.446860e+06,1.258620e+00,9.921830e-02,5.499630e-05
2125,1.80184,9.610230e-03,4.541170e+03,5.560220e+06,1.257040e+00,9.800690e-02,5.543590e-05
2150,1.80184,9.606080e-03,4.563170e+03,5.674000e+06,1.255210e+00,9.682550e-02,5.587430e-05
2175,1.80184,9.602030e-03,4.594690e+03,5.788450e+06,1.253150e+00,9.567220e-02,5.631160e-05
2200,1.80184,9.597990e-03,4.635280e+03,5.903810e+06,1.250890e+00,9.454520e-02,5.674770e-05
2225,1.80184,9.593900e-03,4.684620e+03,6.020290e+06,1.248450e+00,9.344310e-02,5.718280e-05
2250,1.80184,9.589700e-03,4.742560e+03,6.138110e+06,1.245860e+00,9.236440e-02,5.761680e-05
2275,1.80184,9.585330e-03,4.809030e+03,6.257490e+06,1.243140e+00,9.130770e-02,5.804990e-05
2300,1.80184,9.580720e-03,4.884070e+03,6.378640e+06,1.240310e+00,9.027190e-02,5.848200e-05
2325,1.80184,9.575840e-03,4.967770e+03,6.501770e+06,1.237400e+00,8.925560e-02,5.891320e-05
2350,1.80184,9.570610e-03,5.060320e+03,6.627100e+06,1.234410e+00,8.825790e-02,5.934360e-05
2375,1.80184,9.565000e-03,5.161940e+03,6.754860e+06,1.231380e+00,8.727770e-02,5.977320e-05
2400,1.80184,9.558950e-03,5.272900e+03,6.885270e+06,1.228320e+00,8.631390e-02,6.020200e-05
2425,1.80184,9.552410e-03,5.393510e+03,7.018580e+06,1.225250e+00,8.536560e-02,6.063010e-05
2450,1.80184,9.545320e-03,5.524100e+03,7.155030e+06,1.222190e+00,8.443190e-02,6.105750e-05
2475,1.80184,9.537640e-03,5.665050e+03,7.294870e+06,1.219160e+00,8.351180e-02,6.148430e-05
2500,1.80184,9.529320e-03,5.816740e+03,7.438370e+06,1.216180e+00,8.260450e-02,6.191050e-05
2525,1.80184,9.520290e-03,5.979590e+03,7.585800e+06,1.213260e+00,8.170920e-02,6.233620e-05
2550,1.80184,9.510510e-03,6.154020e+03,7.737450e+06,1.210420e+00,8.082500e-02,6.276140e-05
2575,1.80184,9.499930e-03,6.340470e+03,7.893610e+06,1.207690e+00,7.995120e-02,6.318610e-05
2600,1.80184,9.488470e-03,6.539400e+03,8.054580e+06,1.205060e+00,7.908700e-02,6.361030e-05
2625,1.80184,9.476100e-03,6.751260e+03,8.220680e+06,1.202570e+00,7.823160e-02,6.403410e-05
2650,1.80184,9.462760e-03,6.976530e+03,8.392250e+06,1.200210e+00,7.738450e-02,6.445760e-05
2675,1.80184,9.448370e-03,7.215690e+03,8.569630e+06,1.198010e+00,7.654470e-02,6.488060e-05
2700,1.80184,9.432900e-03,7.469210e+03,8.753160e+06,1.195970e+00,7.571170e-02,6.530330e-05
2725,1.80184,9.416270e-03,7.737570e+03,8.943210e+06,1.194100e+00,7.488490e-02,6.572560e-05
2750,1.80184,9.398430e-03,8.021270e+03,9.140160e+06,1.192410e+00,7.406350e-02,6.614750e-05
2775,1.80184,9.379320e-03,8.320800e+03,9.344410e+06,1.190920e+00,7.324710e-02,6.656910e-05
2800,1.80184,9.358880e-03,8.636630e+03,9.556340e+06,1.189620e+00,7.243490e-02,6.699020e-05
2825,1.80184,9.337050e-03,8.969240e+03,9.776380e+06,1.188520e+00,7.162640e-02,6.741080e-05
2850,1.80184,9.313780e-03,9.319120e+03,1.000490e+07,1.187630e+00,7.082120e-02,6.783090e-05
2875,1.80184,9.289010e-03,9.686730e+03,1.024250e+07,1.186950e+00,7.001860e-02,6.825040e-05
2900,1.80184,9.262680e-03,1.007250e+04,1.048940e+07,1.186480e+00,6.921820e-02,6.866920e-05
2925,1.80184,9.234730e-03,1.047700e+04,1.074630e+07,1.186230e+00,6.841960e-02,6.908710e-05
2950,1.80184,9.205120e-03,1.090050e+04,1.101340e+07,1.186190e+00,6.762220e-02,6.950410e-05
2975,1.80184,9.173780e-03,1.134350e+04,1.129140e+07,1.186370e+00,6.682570e-02,6.992000e-05
3000,1.80184,9.140680e-03,1.180630e+04,1.158080e+07,1.186770e+00,6.602970e-02,7.033460e-05
3025,1.80184,9.105770e-03,1.228940e+04,1.188190e+07,1.187390e+00,6.523390e-02,7.074770e-05
3050,1.80184,9.069010e-03,1.279290e+04,1.219540e+07,1.188230e+00,6.443800e-02,7.115910e-05
3075,1.80184,9.030350e-03,1.331730e+04,1.252180e+07,1.189290e+00,6.364160e-02,7.156850e-05
3100,1.80184,8.989760e-03,1.386250e+04,1.286150e+07,1.190560e+00,6.284460e-02,7.197570e-05
3125,1.80184,8.947210e-03,1.442890e+04,1.321510e+07,1.192050e+00,6.204680e-02,7.238020e-05
3150,1.80184,8.902670e-03,1.501630e+04,1.358310e+07,1.193750e+00,6.124800e-02,7.278190e-05
3175,1.80184,8.856130e-03,1.562470e+04,1.396600e+07,1.195660e+00,6.044800e-02,7.318030e-05
3200,1.80184,8.807570e-03,1.625370e+04,1.436450e+07,1.197770e+00,5.964690e-02,7.357500e-05
3225,1.80184,8.756980e-03,1.690320e+04,1.477890e+07,1.200090e+00,5.884460e-02,7.396570e-05
3250,1.80184,8.704370e-03,1.757230e+04,1.520980e+07,1.202610e+00,5.804110e-02,7.435190e-05
3275,1.80184,8.649740e-03,1.826030e+04,1.565770e+07,1.205320e+00,5.723660e-02,7.473310e-05
3300,1.80184,8.593100e-03,1.896620e+04,1.612300e+07,1.208220e+00,5.643100e-02,7.510890e-05
3325,1.80184,8.534500e-03,1.968860e+04,1.660610e+07,1.211290e+00,5.562480e-02,7.547890e-05
3350,1.80184,8.473960e-03,2.042570e+04,1.710750e+07,1.214530e+00,5.481810e-02,7.584240e-05
3375,1.80184,8.411540e-03,2.117570e+04,1.762750e+07,1.217930e+00,5.401120e-02,7.619910e-05
3400,1.80184,8.347280e-03,2.193610e+04,1.816640e+07,1.221470e+00,5.320450e-02,7.654840e-05
3425,1.80184,8.281280e-03,2.270420e+04,1.872440e+07,1.225150e+00,5.239850e-02,7.688990e-05
3450,1.80184,8.213600e-03,2.347690e+04,1.930160e+07,1.228940e+00,5.159370e-02,7.722300e-05
3475,1.80184,8.144340e-03,2.425070e+04,1.989820e+07,1.232830e+00,5.079060e-02,7.754730e-05
3500,1.80184,8.073630e-03,2.502180e+04,2.051420e+07,1.236800e+00,4.998990e-02,7.786240e-05
3525,1.80184,8.001570e-03,2.578610e+04,2.114930e+07,1.240830e+00,4.919240e-02,7.816780e-05
3550,1.80184,7.928300e-03,2.653930e+04,2.180340e+07,1.244890e+00,4.839870e-02,7.846320e-05
3575,1.80184,7.853970e-03,2.727670e+04,2.247610e+07,1.248960e+00,4.760970e-02,7.874810e-05
3600,1.80184,7.778730e-03,2.799390e+04,2.316700e+07,1.253020e+00,4.682610e-02,7.902220e-05
3625,1.80184,7.702750e-03,2.868600e+04,2.387560e+07,1.257030e+00,4.604890e-02,7.928520e-05
3650,1.80184,7.626190e-03,2.934860e+04,2.460110e+07,1.260980e+00,4.527900e-02,7.953680e-05
3675,1.80184,7.549230e-03,2.997730e+04,2.534270e+07,1.264840e+00,4.451710e-02,7.977700e-05
3700,1.80184,7.472050e-03,3.056790e+04,2.609960e+07,1.268590e+00,4.376430e-02,8.000540e-05
3725,1.80184,7.394820e-03,3.111650e+04,2.687080e+07,1.272200e+00,4.302130e-02,8.022210e-05
3750,1.80184,7.317740e-03,3.161990e+04,2.765510e+07,1.275650e+00,4.228900e-02,8.042700e-05
3775,1.80184,7.240970e-03,3.207500e+04,2.845140e+07,1.278910e+00,4.156820e-02,8.062020e-05
3800,1.80184,7.164670e-03,3.247930e+04,2.925840e+07,1.281990e+00,4.085970e-02,8.080180e-05
3825,1.80184,7.089030e-03,3.283100e+04,3.007490e+07,1.284850e+00,4.016400e-02,8.097210e-05
3850,1.80184,7.014180e-03,3.312860e+04,3.089950e+07,1.287490e+00,3.948190e-02,8.113130e-05
3875,1.80184,6.940280e-03,3.337120e+04,3.173090e+07,1.289900e+00,3.881390e-02,8.127990e-05
3900,1.80184,6.867470e-03,3.355860e+04,3.256760e+07,1.292070e+00,3.816050e-02,8.141830e-05
3925,1.80184,6.795860e-03,3.369090e+04,3.340830e+07,1.293990e+00,3.752200e-02,8.154700e-05
3950,1.80184,6.725560e-03,3.376890e+04,3.425170e+07,1.295670e+00,3.689890e-02,8.166690e-05
3975,1.80184,6.656690e-03,3.379360e+04,3.509630e+07,1.297110e+00,3.629130e-02,8.177850e-05
4000,1.80184,6.589310e-03,3.376680e+04,3.594100e+07,1.298310e+00,3.569950e-02,8.188270e-05
200,3.20418,1.920320e-02,1.737000e+03,-7.965190e+06,1.332030e+00,3.700210e+00,9.336590e-06
225,3.20418,1.920320e-02,1.754080e+03,-7.921560e+06,1.327740e+00,3.289070e+00,1.042660e-05
250,3.20418,1.920320e-02,1.775570e+03,-7.877450e+06,1.322490e+00,2.960170e+00,1.150440e-05
275,3.20418,1.920320e-02,1.804000e+03,-7.832720e+06,1.315810e+00,2.691060e+00,1.256670e-05
300,3.20418,1.920320e-02,1.839680e+03,-7.787190e+06,1.307830e+00,2.466800e+00,1.361050e-05
325,3.20418,1.920300e-02,1.882320e+03,-7.740680e+06,1.298860e+00,2.277030e+00,1.464080e-05
350,3.20418,1.920260e-02,1.931920e+03,-7.693020e+06,1.289180e+00,2.114340e+00,1.565040e-05
375,3.20418,1.920170e-02,1.989270e+03,-7.644020e+06,1.278990e+00,1.973290e+00,1.663800e-05
400,3.20418,1.919960e-02,2.056140e+03,-7.593470e+06,1.268390e+00,1.849760e+00,1.760310e-05
425,3.20418,1.919560e-02,2.135520e+03,-7.541110e+06,1.257450e+00,1.740580e+00,1.854480e-05
450,3.20418,1.918830e-02,2.231570e+03,-7.486560e+06,1.246230e+00,1.643260e+00,1.946280e-05
475,3.20418,1.917590e-02,2.349520e+03,-7.429350e+06,1.234890e+00,1.555760e+00,2.035620e-05
500,3.20418,1.915590e-02,2.495410e+03,-7.368850e+06,1.223660e+00,1.476440e+00,2.122430e-05
525,3.20418,1.912550e-02,2.675750e+03,-7.304290e+06,1.212880e+00,1.403900e+00,2.205880e-05
550,3.20418,1.908110e-02,2.897090e+03,-7.234720e+06,1.202940e+00,1.336970e+00,2.286380e-05
575,3.20418,1.901880e-02,3.165730e+03,-7.159040e+06,1.194220e+00,1.274670e+00,2.363680e-05
600,3.20418,1.893460e-02,3.487730e+03,-7.075990e+06,1.187000e+00,1.216150e+00,2.437490e-05
625,3.20418,1.882440e-02,3.869560e+03,-6.984160e+06,1.181430e+00,1.160710e+00,2.507030e-05
650,3.20418,1.868430e-02,4.319670e+03,-6.881940e+06,1.177540e+00,1.107760e+00,2.572310e-05
675,3.20418,1.851070e-02,4.851140e+03,-6.767500e+06,1.175200e+00,1.056820e+00,2.632990e-05
700,3.20418,1.830000e-02,5.484950e+03,-6.638540e+06,1.174290e+00,1.007480e+00,2.688840e-05
725,3.20418,1.804820e-02,6.252710e+03,-6.492140e+06,1.174750e+00,9.593510e-01,2.739810e-05
750,3.20418,1.775080e-02,7.196520e+03,-6.324440e+06,1.176730e+00,9.120890e-01,2.786190e-05
775,3.20418,1.740220e-02,8.362440e+03,-6.130460e+06,1.180630e+00,8.653360e-01,2.828710e-05
800,3.20418,1.699700e-02,9.784670e+03,-5.904170e+06,1.186990e+00,8.187730e-01,2.868580e-05
825,3.20418,1.653090e-02,1.146090e+04,-5.639090e+06,1.196270e+00,7.721910e-01,2.907540e-05
850,3.20418,1.600430e-02,1.332570e+04,-5.329530e+06,1.208450e+00,7.256050e-01,2.947710e-05
875,3.20418,1.542470e-02,1.523510e+04,-4.972410e+06,1.222780e+00,6.793460e-01,2.991330e-05
900,3.20418,1.480850e-02,1.697040e+04,-4.569210e+06,1.237760e+00,6.340900e-01,3.040400e-05
925,3.20418,1.418010e-02,1.826680e+04,-4.127550e+06,1.251300e+00,5.907720e-01,3.096130e-05
950,3.20418,1.356860e-02,1.886380e+04,-3.661720e+06,1.261260e+00,5.504190e-01,3.158600e-05
975,3.20418,1.300300e-02,1.857370e+04,-3.191790e+06,1.265960e+00,5.139490e-01,3.226530e-05
1000,3.20418,1.250740e-02,1.735100e+04,-2.740860e+06,1.264770e+00,4.820010e-01,3.297590e-05
1025,3.20418,1.209760e-02,1.533750e+04,-2.330890e+06,1.258540e+00,4.548400e-01,3.367420e-05
1050,3.20418,1.177930e-02,1.285820e+04,-1.977900e+06,1.249680e+00,4.323260e-01,3.435000e-05
1075,3.20418,1.154750e-02,1.033870e+04,-1.688300e+06,1.241640e+00,4.139630e-01,3.499080e-05
1100,3.20418,1.138910e-02,8.156840e+03,-1.458100e+06,1.237550e+00,3.990060e-01,3.559530e-05
1125,3.20418,1.128660e-02,6.508610e+03,-1.275950e+06,1.238480e+00,3.866290e-01,3.616950e-05
1150,3.20418,1.122290e-02,5.390540e+03,-1.128220e+06,1.242900e+00,3.760880e-01,3.672160e-05
1175,3.20418,1.118410e-02,4.687990e+03,-1.002960e+06,1.248150e+00,3.668130e-01,3.725880e-05
1200,3.20418,1.116060e-02,4.269310e+03,-8.914640e+05,1.252210e+00,3.584170e-01,3.778610e-05
1225,3.20418,1.114630e-02,4.031680e+03,-7.879970e+05,1.254360e+00,3.506510e-01,3.830640e-05
1250,3.20418,1.113730e-02,3.908900e+03,-6.889320e+05,1.254660e+00,3.433610e-01,3.882150e-05
1275,3.20418,1.113120e-02,3.865260e+03,-5.918990e+05,1.253280e+00,3.364450e-01,3.933250e-05
1300,3.20418,1.112650e-02,3.888840e+03,-4.951140e+05,1.250200e+00,3.298340e-01,3.983980e-05
1325,3.20418,1.112160e-02,3.988490e+03,-3.968290e+05,1.245120e+00,3.234700e-01,4.034390e-05
1350,3.20418,1.111510e-02,4.194220e+03,-2.948120e+05,1.237660e+00,3.172930e-01,4.084490e-05
1375,3.20418,1.110480e-02,4.558160e+03,-1.858050e+05,1.227840e+00,3.112350e-01,4.134290e-05
1400,3.20418,1.108770e-02,5.149190e+03,-6.501110e+04,1.216750e+00,3.052080e-01,4.183790e-05
1425,3.20418,1.105990e-02,6.029860e+03,7.408280e+04,1.206710e+00,2.991030e-01,4.232990e-05
1450,3.20418,1.101710e-02,7.208670e+03,2.389980e+05,1.200250e+00,2.928060e-01,4.281880e-05
1475,3.20418,1.095550e-02,8.588910e+03,4.362270e+05,1.198550e+00,2.862350e-01,4.330470e-05
1500,3.20418,1.087430e-02,9.968970e+03,6.684500e+05,1.200880e+00,2.793770e-01,4.378790e-05
1525,3.20418,1.077590e-02,1.112000e+04,9.327460e+05,1.205420e+00,2.723100e-01,4.426890e-05
1550,3.20418,1.066570e-02,1.188260e+04,1.221180e+06,1.210400e+00,2.651790e-01,4.474820e-05
1575,3.20418,1.055030e-02,1.220730e+04,1.523200e+06,1.214760e+00,2.581470e-01,4.522650e-05
1600,3.20418,1.043590e-02,1.213500e+04,1.828230e+06,1.218140e+00,2.513570e-01,4.570410e-05
1625,3.20418,1.032700e-02,1.175440e+04,2.127380e+06,1.220640e+00,2.449080e-01,4.618110e-05
1650,3.20418,1.022690e-02,1.116660e+04,2.414220e+06,1.222600e+00,2.388580e-01,4.665760e-05
1675,3.20418,1.013700e-02,1.046410e+04,2.684760e+06,1.224370e+00,2.332260e-01,4.713340e-05
