Bg,P_atm,regime,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH,CH4,CO,CO2,CN,C2H,"C2H2,acetylene",C3,C3H,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,C(gr)
0.5,0.001,OK,3.000000e+02,0.000000e+00,-5.038450e+00,1.502170e-114,2.835360e-36,7.014310e-75,1.075360e-78,4.666030e-99,1.230260e-01,1.223810e-10,1.038800e-02,1.692750e-70,2.384040e-92,9.917480e-41,1.855540e-132,2.800710e-117,6.383070e-170,2.272240e-77,1.502000e-171,6.467440e-24,4.559710e-04,4.151100e-01,4.510200e-01,1.000000e+00
0.5,0.001,OK,3.250000e+02,0.000000e+00,-4.972890e+00,5.992150e-105,4.251210e-33,8.025680e-69,2.308280e-72,8.428630e-91,1.274130e-01,2.129430e-09,1.534210e-02,1.273290e-64,1.649850e-84,3.650950e-37,3.318940e-121,2.015710e-107,1.006670e-155,7.859750e-71,3.496050e-157,7.042520e-22,1.475640e-03,4.049790e-01,4.507900e-01,1.000000e+00
0.5,0.001,OK,3.500000e+02,0.000000e+00,-4.903380e+00,1.023700e-96,2.264150e-30,1.241940e-63,6.195660e-67,1.016050e-83,1.315170e-01,2.441380e-08,2.089680e-02,1.390230e-59,8.761800e-78,4.199350e-34,1.479450e-111,5.750970e-99,1.511250e-143,3.220580e-65,7.347610e-145,3.939510e-20,4.082440e-03,3.933020e-01,4.502020e-01,1.000000e+00
0.5,0.001,OK,3.750000e+02,0.000000e+00,-4.830130e+00,1.405130e-89,5.253710e-28,3.889510e-59,3.149210e-62,1.400060e-77,1.342350e-01,2.010060e-07,2.685910e-02,3.237460e-55,5.945570e-72,1.894990e-31,3.432750e-103,1.235400e-91,5.465930e-133,2.381170e-60,3.565190e-134,1.289590e-18,9.912910e-03,3.801060e-01,4.488870e-01,1.000000e+00
0.5,0.001,OK,4.000000e+02,0.000000e+00,-4.751650e+00,2.484250e-83,6.184130e-26,3.337570e-55,4.137010e-58,3.298770e-72,1.341090e-01,1.268600e-06,3.318200e-02,2.145460e-51,7.549790e-67,3.971200e-29,7.205280e-96,3.230180e-85,9.560040e-124,4.346640e-56,8.078190e-125,2.720140e-17,2.150350e-02,3.649320e-01,4.462730e-01,1.000000e+00
0.5,0.001,OK,4.250000e+02,0.000000e+00,-4.664370e+00,8.117240e-78,4.143070e-24,9.897190e-52,1.781030e-54,1.806090e-67,1.294420e-01,6.454510e-06,3.999030e-02,5.042950e-48,2.398850e-62,4.385230e-27,2.088200e-89,1.482570e-79,1.377910e-115,2.483350e-52,1.465210e-116,3.972890e-16,4.212920e-02,3.468130e-01,4.416190e-01,1.000000e+00
0.5,0.001,OK,4.500000e+02,0.000000e+00,-4.562670e+00,6.491420e-73,1.725210e-22,1.215200e-48,3.021860e-51,2.912790e-63,1.187730e-01,2.753990e-05,4.758060e-02,4.989040e-45,2.387520e-58,2.806760e-25,1.161220e-83,1.585900e-74,2.477920e-108,5.324820e-49,3.235810e-109,4.241960e-15,7.496060e-02,3.244500e-01,4.342090e-01,1.000000e+00
0.5,0.001,OK,4.750000e+02,0.000000e+00,-4.439630e+00,1.586080e-68,4.780820e-21,7.123260e-46,2.337930e-48,1.666730e-59,1.017840e-01,1.016310e-04,5.637930e-02,2.378420e-42,8.877210e-55,1.119850e-23,1.606800e-78,4.939740e-70,7.715090e-102,4.933580e-46,1.211830e-102,3.452310e-14,1.213640e-01,2.966460e-01,4.237250e-01,1.000000e+00
0.5,0.001,OK,5.000000e+02,0.000000e+00,-4.289250e+00,1.414010e-64,9.309720e-20,2.230470e-43,9.275750e-46,3.926100e-56,8.023050e-02,3.319710e-04,6.678380e-02,6.093480e-40,1.419450e-51,2.950730e-22,6.811790e-74,5.352950e-66,5.405850e-96,2.209950e-43,1.003310e-96,2.215520e-13,1.789790e-01,2.629970e-01,4.106770e-01,1.000000e+00
0.5,0.001,OK,5.250000e+02,0.000000e+00,-4.110280e+00,5.310650e-61,1.333370e-18,4.072350e-41,2.077920e-43,4.300730e-53,5.781050e-02,9.747190e-04,7.879500e-02,9.175220e-38,1.095610e-48,5.396940e-21,1.047120e-69,2.334610e-62,1.054130e-90,5.257900e-41,2.276470e-91,1.155510e-12,2.413690e-01,2.245910e-01,3.964600e-01,1.000000e+00
0.5,0.001,OK,5.500000e+02,0.000000e+00,-3.908450e+00,9.451540e-58,1.462680e-17,4.638570e-39,2.845960e-41,2.428490e-50,3.837420e-02,2.594620e-03,9.157060e-02,8.743890e-36,4.501570e-46,7.183180e-20,6.700040e-66,4.631930e-59,6.806800e-86,7.222440e-39,1.687670e-86,5.040590e-12,3.005490e-01,1.841660e-01,3.827460e-01,1.000000e+00
0.5,0.001,OK,5.750000e+02,0.000000e+00,-3.692610e+00,8.784870e-55,1.274980e-16,3.476780e-37,2.544690e-39,7.721920e-48,2.392700e-02,6.290260e-03,1.033360e-01,5.605890e-34,1.070950e-43,7.281560e-19,1.999940e-62,4.641140e-56,1.680420e-81,6.177250e-37,4.727630e-82,1.889140e-11,3.506020e-01,1.452220e-01,3.706220e-01,1.000000e+00
