P_Pa,Bg,T_K,regime,Bc_mpp,Bc_ref,Bc_err_pct,hw_mpp_Jkg,hw_ref_Jkg,hw_err_pct
100,0,300,ACTIF,8.74274000e-02,8.74274000e-02,0.000000,-2.63222000e+06,-2.63222000e+06,0.000000
100,0,350,ACTIF,8.74274000e-02,8.74274000e-02,0.000000,-2.58270000e+06,-2.58270000e+06,0.000000
100,0,400,ACTIF,8.74281000e-02,8.74281000e-02,0.000000,-2.53241000e+06,-2.53241000e+06,0.000000
100,0,450,ACTIF,8.74395000e-02,8.74395000e-02,0.000000,-2.48120000e+06,-2.48120000e+06,0.000000
100,0,500,ACTIF,8.75507000e-02,8.75507000e-02,0.000000,-2.42766000e+06,-2.42766000e+06,0.000000
100,0,550,ACTIF,8.82477000e-02,8.82477000e-02,0.000000,-2.36414000e+06,-2.36414000e+06,0.000000
100,0,600,ACTIF,9.13568000e-02,9.13568000e-02,0.000000,-2.26212000e+06,-2.26212000e+06,0.000000
100,0,650,ACTIF,1.01606000e-01,1.01606000e-01,0.000000,-2.04949000e+06,-2.04949000e+06,0.000000
100,0,700,ACTIF,1.25107000e-01,1.25107000e-01,0.000000,-1.64211000e+06,-1.64211000e+06,0.000000
100,0,750,ACTIF,1.54445000e-01,1.54445000e-01,0.000000,-1.16671000e+06,-1.16671000e+06,0.000000
100,0,800,ACTIF,1.69579000e-01,1.69579000e-01,0.000000,-9.02289000e+05,-9.02289000e+05,0.000000
100,0,850,ACTIF,1.73598000e-01,1.73598000e-01,0.000000,-7.91169000e+05,-7.91169000e+05,0.000000
100,0,900,ACTIF,1.74523000e-01,1.74523000e-01,0.000000,-7.21422000e+05,-7.21422000e+05,0.000000
100,0,950,ACTIF,1.74755000e-01,1.74755000e-01,0.000000,-6.60444000e+05,-6.60444000e+05,0.000000
100,0,1000,ACTIF,1.74821000e-01,1.74821000e-01,0.000000,-6.01159000e+05,-6.01159000e+05,0.000000
100,0,1050,ACTIF,1.74842000e-01,1.74842000e-01,0.000000,-5.41964000e+05,-5.41964000e+05,0.000000
100,0,1100,ACTIF,1.74850000e-01,1.74850000e-01,0.000000,-4.82470000e+05,-4.82470000e+05,0.000000
100,0,1150,ACTIF,1.74852000e-01,1.74852000e-01,0.000000,-4.22585000e+05,-4.22585000e+05,0.000000
100,0,1200,ACTIF,1.74854000e-01,1.74854000e-01,0.000000,-3.62300000e+05,-3.62300000e+05,0.000000
100,0,1250,ACTIF,1.74854000e-01,1.74854000e-01,0.000000,-3.01627000e+05,-3.01627000e+05,0.000000
100,0,1300,ACTIF,1.74855000e-01,1.74855000e-01,0.000000,-2.40589000e+05,-2.40589000e+05,0.000000
100,0,1350,ACTIF,1.74855000e-01,1.74855000e-01,0.000000,-1.79208000e+05,-1.79208000e+05,0.000000
100,0,1400,ACTIF,1.74855000e-01,1.74855000e-01,0.000000,-1.17504000e+05,-1.17504000e+05,0.000000
100,0,1450,ACTIF,1.74855000e-01,1.74855000e-01,0.000000,-5.54999000e+04,-5.54999000e+04,0.000000
100,0,1500,ACTIF,1.74855000e-01,1.74855000e-01,0.000000,6.78584000e+03,6.78584000e+03,-0.000000
100,0,1550,ACTIF,1.74855000e-01,1.74855000e-01,0.000000,6.93351000e+04,6.93351000e+04,-0.000000
100,0,1600,ACTIF,1.74855000e-01,1.74855000e-01,0.000000,1.32131000e+05,1.32131000e+05,0.000000
100,0,1650,ACTIF,1.74855000e-01,1.74855000e-01,0.000000,1.95159000e+05,1.95159000e+05,0.000000
100,0,1700,ACTIF,1.74855000e-01,1.74855000e-01,0.000000,2.58404000e+05,2.58404000e+05,0.000000
100,0,1750,ACTIF,1.74855000e-01,1.74855000e-01,0.000000,3.21855000e+05,3.21855000e+05,0.000000
100,0,1800,ACTIF,1.74855000e-01,1.74855000e-01,0.000000,3.85502000e+05,3.85502000e+05,0.000000
100,0,1850,ACTIF,1.74856000e-01,1.74856000e-01,0.000000,4.49339000e+05,4.49339000e+05,0.000000
100,0,1900,ACTIF,1.74857000e-01,1.74857000e-01,0.000000,5.13362000e+05,5.13362000e+05,0.000000
100,0,1950,ACTIF,1.74859000e-01,1.74859000e-01,0.000000,5.77579000e+05,5.77579000e+05,0.000000
100,0,2000,ACTIF,1.74863000e-01,1.74863000e-01,0.000000,6.42008000e+05,6.42008000e+05,0.000000
100,0,2050,ACTIF,1.74870000e-01,1.74870000e-01,0.000000,7.06688000e+05,7.06688000e+05,0.000000
100,0,2100,ACTIF,1.74883000e-01,1.74883000e-01,0.000000,7.71688000e+05,7.71688000e+05,0.000000
100,0,2150,ACTIF,1.74906000e-01,1.74906000e-01,0.000000,8.37131000e+05,8.37131000e+05,0.000000
100,0,2200,ACTIF,1.74945000e-01,1.74945000e-01,0.000000,9.03218000e+05,9.03218000e+05,0.000000
100,0,2250,ACTIF,1.75011000e-01,1.75011000e-01,0.000000,9.70284000e+05,9.70284000e+05,0.000000
100,0,2300,ACTIF,1.75123000e-01,1.75123000e-01,0.000000,1.03888000e+06,1.03888000e+06,0.000000
100,0,2350,ACTIF,1.75313000e-01,1.75313000e-01,0.000000,1.10994000e+06,1.10994000e+06,0.000000
100,0,2400,ACTIF,1.75636000e-01,1.75636000e-01,0.000000,1.18501000e+06,1.18501000e+06,0.000000
100,0,2450,ACTIF,1.76189000e-01,1.76189000e-01,0.000000,1.26675000e+06,1.26675000e+06,0.000000
100,0,2500,ACTIF,1.77150000e-01,1.77150000e-01,0.000000,1.35978000e+06,1.35978000e+06,0.000000
100,0,2550,ACTIF,1.78835000e-01,1.78835000e-01,0.000000,1.47207000e+06,1.47207000e+06,0.000000
100,0,2600,ACTIF,1.81809000e-01,1.81809000e-01,0.000000,1.61747000e+06,1.61747000e+06,0.000000
100,0,2650,ACTIF,1.87089000e-01,1.87089000e-01,0.000000,1.81985000e+06,1.81985000e+06,0.000000
100,0,2700,ACTIF,1.96490000e-01,1.96490000e-01,0.000000,2.11983000e+06,2.11983000e+06,0.000000
100,0,2750,ACTIF,2.13272000e-01,2.13272000e-01,0.000000,2.58550000e+06,2.58550000e+06,0.000000
100,0,2800,ACTIF,2.43399000e-01,2.43399000e-01,0.000000,3.32856000e+06,3.32856000e+06,0.000000
100,0,2850,ACTIF,2.98246000e-01,2.98246000e-01,0.000000,4.52694000e+06,4.52694000e+06,0.000000
100,0,2900,ACTIF,4.01327000e-01,4.01327000e-01,0.000000,6.45292000e+06,6.45292000e+06,0.000000
100,0,2950,ACTIF,6.08771000e-01,6.08771000e-01,0.000000,9.49785000e+06,9.49785000e+06,0.000000
100,0,3000,ACTIF,1.09438000e+00,1.09438000e+00,0.000000,1.41665000e+07,1.41665000e+07,0.000000
100,0,3050,ACTIF,2.79789000e+00,2.79789000e+00,0.000000,2.09654000e+07,2.09654000e+07,0.000000
100,0,3100,SATURE,2.00000000e+02,2.00000000e+02,0.000000,2.89184000e+07,2.89184000e+07,0.000000
100,0,3150,SATURE,2.00000000e+02,2.00000000e+02,0.000000,2.95928000e+07,2.95928000e+07,0.000000
100,0,3200,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.04412000e+07,3.04412000e+07,0.000000
100,0,3250,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.15153000e+07,3.15153000e+07,0.000000
100,0,3300,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.28806000e+07,3.28806000e+07,0.000000
100,0,3350,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.46172000e+07,3.46172000e+07,0.000000
100,0,3400,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.68167000e+07,3.68167000e+07,0.000000
100,0,3450,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.95658000e+07,3.95658000e+07,0.000000
100,0,3500,SATURE,2.00000000e+02,2.00000000e+02,0.000000,4.29080000e+07,4.29080000e+07,0.000000
100,0.02,300,ACTIF,7.15671000e-02,7.15671000e-02,0.000000,-2.77431000e+06,-2.77431000e+06,0.000000
100,0.02,350,ACTIF,7.16900000e-02,7.16900000e-02,0.000000,-2.72291000e+06,-2.72291000e+06,0.000000
100,0.02,400,ACTIF,7.20120000e-02,7.20120000e-02,0.000000,-2.66908000e+06,-2.66908000e+06,0.000000
100,0.02,450,ACTIF,7.28713000e-02,7.28713000e-02,0.000000,-2.60906000e+06,-2.60906000e+06,0.000000
100,0.02,500,ACTIF,7.46804000e-02,7.46804000e-02,0.000000,-2.53755000e+06,-2.53755000e+06,0.000000
100,0.02,550,ACTIF,7.75783000e-02,7.75783000e-02,0.000000,-2.45026000e+06,-2.45026000e+06,0.000000
100,0.02,600,ACTIF,8.26268000e-02,8.26268000e-02,0.000000,-2.32679000e+06,-2.32679000e+06,0.000000
100,0.02,650,ACTIF,9.44392000e-02,9.44392000e-02,0.000000,-2.09621000e+06,-2.09621000e+06,-0.000000
100,0.02,700,ACTIF,1.19506000e-01,1.19506000e-01,0.000000,-1.67109000e+06,-1.67109000e+06,0.000000
100,0.02,750,ACTIF,1.50201000e-01,1.50201000e-01,0.000000,-1.18162000e+06,-1.18162000e+06,0.000000
100,0.02,800,ACTIF,1.65929000e-01,1.65929000e-01,0.000000,-9.10762000e+05,-9.10762000e+05,0.000000
100,0.02,850,ACTIF,1.70112000e-01,1.70112000e-01,0.000000,-7.96570000e+05,-7.96570000e+05,0.000000
100,0.02,900,ACTIF,1.71081000e-01,1.71081000e-01,0.000000,-7.24615000e+05,-7.24615000e+05,0.000000
100,0.02,950,ACTIF,1.71326000e-01,1.71326000e-01,0.000000,-6.61656000e+05,-6.61656000e+05,0.000000
100,0.02,1000,ACTIF,1.71397000e-01,1.71397000e-01,0.000000,-6.00451000e+05,-6.00451000e+05,0.000000
100,0.02,1050,ACTIF,1.71420000e-01,1.71420000e-01,0.000000,-5.39345000e+05,-5.39345000e+05,0.000000
100,0.02,1100,ACTIF,1.71430000e-01,1.71430000e-01,0.000000,-4.77932000e+05,-4.77932000e+05,0.000000
100,0.02,1150,ACTIF,1.71435000e-01,1.71435000e-01,0.000000,-4.16111000e+05,-4.16111000e+05,0.000000
100,0.02,1200,ACTIF,1.71439000e-01,1.71439000e-01,0.000000,-3.53860000e+05,-3.53860000e+05,0.000000
100,0.02,1250,ACTIF,1.71445000e-01,1.71445000e-01,0.000000,-2.91183000e+05,-2.91183000e+05,0.000000
100,0.02,1300,ACTIF,1.71453000e-01,1.71453000e-01,0.000000,-2.28081000e+05,-2.28081000e+05,0.000000
100,0.02,1350,ACTIF,1.71464000e-01,1.71464000e-01,0.000000,-1.64551000e+05,-1.64551000e+05,0.000000
100,0.02,1400,ACTIF,1.71480000e-01,1.71480000e-01,0.000000,-1.00574000e+05,-1.00574000e+05,0.000000
100,0.02,1450,ACTIF,1.71502000e-01,1.71502000e-01,0.000000,-3.61097000e+04,-3.61097000e+04,-0.000000
100,0.02,1500,ACTIF,1.71532000e-01,1.71532000e-01,0.000000,2.89136000e+04,2.89136000e+04,0.000000
100,0.02,1550,ACTIF,1.71571000e-01,1.71571000e-01,0.000000,9.46078000e+04,9.46078000e+04,0.000000
100,0.02,1600,ACTIF,1.71622000e-01,1.71622000e-01,0.000000,1.61140000e+05,1.61140000e+05,0.000000
100,0.02,1650,ACTIF,1.71687000e-01,1.71687000e-01,0.000000,2.28748000e+05,2.28748000e+05,0.000000
100,0.02,1700,ACTIF,1.71768000e-01,1.71768000e-01,0.000000,2.97756000e+05,2.97756000e+05,0.000000
100,0.02,1750,ACTIF,1.71866000e-01,1.71866000e-01,0.000000,3.68589000e+05,3.68589000e+05,0.000000
100,0.02,1800,ACTIF,1.71985000e-01,1.71985000e-01,0.000000,4.41790000e+05,4.41790000e+05,0.000000
100,0.02,1850,ACTIF,1.72126000e-01,1.72126000e-01,0.000000,5.18018000e+05,5.18018000e+05,0.000000
100,0.02,1900,ACTIF,1.72289000e-01,1.72289000e-01,0.000000,5.98038000e+05,5.98038000e+05,0.000000
100,0.02,1950,ACTIF,1.72474000e-01,1.72474000e-01,0.000000,6.82688000e+05,6.82688000e+05,0.000000
100,0.02,2000,ACTIF,1.72680000e-01,1.72680000e-01,0.000000,7.72809000e+05,7.72809000e+05,0.000000
100,0.02,2050,ACTIF,1.72903000e-01,1.72903000e-01,0.000000,8.69130000e+05,8.69130000e+05,0.000000
100,0.02,2100,ACTIF,1.73140000e-01,1.73140000e-01,0.000000,9.72117000e+05,9.72117000e+05,0.000000
100,0.02,2150,ACTIF,1.73383000e-01,1.73383000e-01,0.000000,1.08178000e+06,1.08178000e+06,0.000000
100,0.02,2200,ACTIF,1.73627000e-01,1.73627000e-01,0.000000,1.19750000e+06,1.19750000e+06,0.000000
100,0.02,2250,ACTIF,1.73870000e-01,1.73870000e-01,0.000000,1.31794000e+06,1.31794000e+06,0.000000
100,0.02,2300,ACTIF,1.74118000e-01,1.74118000e-01,0.000000,1.44123000e+06,1.44123000e+06,0.000000
100,0.02,2350,ACTIF,1.74397000e-01,1.74397000e-01,0.000000,1.56539000e+06,1.56539000e+06,0.000000
100,0.02,2400,ACTIF,1.74761000e-01,1.74761000e-01,0.000000,1.68924000e+06,1.68924000e+06,0.000000
100,0.02,2450,ACTIF,1.75321000e-01,1.75321000e-01,0.000000,1.81347000e+06,1.81347000e+06,0.000000
100,0.02,2500,ACTIF,1.76277000e-01,1.76277000e-01,0.000000,1.94196000e+06,1.94196000e+06,0.000000
100,0.02,2550,ACTIF,1.77982000e-01,1.77982000e-01,0.000000,2.08318000e+06,2.08318000e+06,0.000000
100,0.02,2600,ACTIF,1.81062000e-01,1.81062000e-01,0.000000,2.25241000e+06,2.25241000e+06,0.000000
100,0.02,2650,ACTIF,1.86625000e-01,1.86625000e-01,0.000000,2.47560000e+06,2.47560000e+06,0.000000
100,0.02,2700,ACTIF,1.96643000e-01,1.96643000e-01,0.000000,2.79600000e+06,2.79600000e+06,0.000000
100,0.02,2750,ACTIF,2.14650000e-01,2.14650000e-01,0.000000,3.28484000e+06,3.28484000e+06,0.000000
100,0.02,2800,ACTIF,2.47111000e-01,2.47111000e-01,0.000000,4.05729000e+06,4.05729000e+06,0.000000
100,0.02,2850,ACTIF,3.06347000e-01,3.06347000e-01,0.000000,5.29402000e+06,5.29402000e+06,0.000000
100,0.02,2900,ACTIF,4.17824000e-01,4.17824000e-01,0.000000,7.26502000e+06,7.26502000e+06,0.000000
100,0.02,2950,ACTIF,6.42299000e-01,6.42299000e-01,0.000000,1.03431000e+07,1.03431000e+07,0.000000
100,0.02,3000,ACTIF,1.16778000e+00,1.16778000e+00,0.000000,1.49739000e+07,1.49739000e+07,0.000000
100,0.02,3050,ACTIF,3.00943000e+00,3.00943000e+00,0.000000,2.15288000e+07,2.15288000e+07,0.000000
100,0.02,3100,SATURE,2.00000000e+02,2.00000000e+02,0.000000,2.89211000e+07,2.89211000e+07,0.000000
100,0.02,3150,SATURE,2.00000000e+02,2.00000000e+02,0.000000,2.95957000e+07,2.95957000e+07,0.000000
100,0.02,3200,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.04444000e+07,3.04444000e+07,0.000000
100,0.02,3250,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.15188000e+07,3.15188000e+07,0.000000
100,0.02,3300,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.28843000e+07,3.28843000e+07,0.000000
100,0.02,3350,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.46213000e+07,3.46213000e+07,0.000000
100,0.02,3400,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.68211000e+07,3.68211000e+07,0.000000
100,0.02,3450,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.95706000e+07,3.95706000e+07,0.000000
100,0.02,3500,SATURE,2.00000000e+02,2.00000000e+02,0.000000,4.29129000e+07,4.29129000e+07,0.000000
100,0.04,300,ACTIF,5.58652000e-02,5.58652000e-02,0.000000,-2.91481000e+06,-2.91481000e+06,0.000000
100,0.04,350,ACTIF,5.63184000e-02,5.63184000e-02,0.000000,-2.86083000e+06,-2.86083000e+06,0.000000
100,0.04,400,ACTIF,5.72303000e-02,5.72303000e-02,0.000000,-2.80248000e+06,-2.80248000e+06,0.000000
100,0.04,450,ACTIF,5.91229000e-02,5.91229000e-02,0.000000,-2.73279000e+06,-2.73279000e+06,0.000000
100,0.04,500,ACTIF,6.25241000e-02,6.25241000e-02,0.000000,-2.64345000e+06,-2.64345000e+06,0.000000
100,0.04,550,ACTIF,6.73139000e-02,6.73139000e-02,0.000000,-2.53346000e+06,-2.53346000e+06,0.000000
100,0.04,600,ACTIF,7.40708000e-02,7.40708000e-02,0.000000,-2.38951000e+06,-2.38951000e+06,0.000000
100,0.04,650,ACTIF,8.73410000e-02,8.73410000e-02,0.000000,-2.14161000e+06,-2.14161000e+06,0.000000
100,0.04,700,ACTIF,1.13931000e-01,1.13931000e-01,0.000000,-1.69926000e+06,-1.69926000e+06,0.000000
100,0.04,750,ACTIF,1.45965000e-01,1.45965000e-01,0.000000,-1.19612000e+06,-1.19612000e+06,0.000000
100,0.04,800,ACTIF,1.62282000e-01,1.62282000e-01,0.000000,-9.19001000e+05,-9.19001000e+05,0.000000
100,0.04,850,ACTIF,1.66627000e-01,1.66627000e-01,0.000000,-8.01820000e+05,-8.01820000e+05,0.000000
100,0.04,900,ACTIF,1.67639000e-01,1.67639000e-01,0.000000,-7.27721000e+05,-7.27721000e+05,0.000000
100,0.04,950,ACTIF,1.67898000e-01,1.67898000e-01,0.000000,-6.62836000e+05,-6.62836000e+05,0.000000
100,0.04,1000,ACTIF,1.67973000e-01,1.67973000e-01,0.000000,-5.99765000e+05,-5.99765000e+05,0.000000
100,0.04,1050,ACTIF,1.67998000e-01,1.67998000e-01,0.000000,-5.36804000e+05,-5.36804000e+05,0.000000
100,0.04,1100,ACTIF,1.68009000e-01,1.68009000e-01,0.000000,-4.73533000e+05,-4.73533000e+05,0.000000
100,0.04,1150,ACTIF,1.68015000e-01,1.68015000e-01,0.000000,-4.09841000e+05,-4.09841000e+05,0.000000
100,0.04,1200,ACTIF,1.68021000e-01,1.68021000e-01,0.000000,-3.45702000e+05,-3.45702000e+05,0.000000
100,0.04,1250,ACTIF,1.68029000e-01,1.68029000e-01,0.000000,-2.81112000e+05,-2.81112000e+05,0.000000
100,0.04,1300,ACTIF,1.68040000e-01,1.68040000e-01,0.000000,-2.16068000e+05,-2.16068000e+05,0.000000
100,0.04,1350,ACTIF,1.68056000e-01,1.68056000e-01,0.000000,-1.50553000e+05,-1.50553000e+05,0.000000
100,0.04,1400,ACTIF,1.68078000e-01,1.68078000e-01,0.000000,-8.45307000e+04,-8.45307000e+04,0.000000
100,0.04,1450,ACTIF,1.68109000e-01,1.68109000e-01,0.000000,-1.79354000e+04,-1.79354000e+04,0.000000
100,0.04,1500,ACTIF,1.68152000e-01,1.68152000e-01,0.000000,4.93423000e+04,4.93423000e+04,-0.000000
100,0.04,1550,ACTIF,1.68208000e-01,1.68208000e-01,0.000000,1.17471000e+05,1.17471000e+05,0.000000
100,0.04,1600,ACTIF,1.68280000e-01,1.68280000e-01,0.000000,1.86696000e+05,1.86696000e+05,0.000000
100,0.04,1650,ACTIF,1.68372000e-01,1.68372000e-01,0.000000,2.57368000e+05,2.57368000e+05,0.000000
100,0.04,1700,ACTIF,1.68488000e-01,1.68488000e-01,0.000000,3.29961000e+05,3.29961000e+05,0.000000
100,0.04,1750,ACTIF,1.68630000e-01,1.68630000e-01,0.000000,4.05103000e+05,4.05103000e+05,0.000000
100,0.04,1800,ACTIF,1.68801000e-01,1.68801000e-01,0.000000,4.83600000e+05,4.83600000e+05,0.000000
100,0.04,1850,ACTIF,1.69005000e-01,1.69005000e-01,0.000000,5.66450000e+05,5.66450000e+05,0.000000
100,0.04,1900,ACTIF,1.69244000e-01,1.69244000e-01,0.000000,6.54843000e+05,6.54843000e+05,0.000000
100,0.04,1950,ACTIF,1.69518000e-01,1.69518000e-01,0.000000,7.50140000e+05,7.50140000e+05,0.000000
100,0.04,2000,ACTIF,1.69829000e-01,1.69829000e-01,0.000000,8.53809000e+05,8.53809000e+05,0.000000
100,0.04,2050,ACTIF,1.70172000e-01,1.70172000e-01,0.000000,9.67306000e+05,9.67306000e+05,0.000000
100,0.04,2100,ACTIF,1.70545000e-01,1.70545000e-01,0.000000,1.09190000e+06,1.09190000e+06,0.000000
100,0.04,2150,ACTIF,1.70939000e-01,1.70939000e-01,0.000000,1.22842000e+06,1.22842000e+06,0.000000
100,0.04,2200,ACTIF,1.71347000e-01,1.71347000e-01,0.000000,1.37697000e+06,1.37697000e+06,0.000000
100,0.04,2250,ACTIF,1.71762000e-01,1.71762000e-01,0.000000,1.53663000e+06,1.53663000e+06,0.000000
100,0.04,2300,ACTIF,1.72183000e-01,1.72183000e-01,0.000000,1.70533000e+06,1.70533000e+06,0.000000
100,0.04,2350,ACTIF,1.72626000e-01,1.72626000e-01,0.000000,1.88003000e+06,1.88003000e+06,0.000000
100,0.04,2400,ACTIF,1.73138000e-01,1.73138000e-01,0.000000,2.05743000e+06,2.05743000e+06,0.000000
100,0.04,2450,ACTIF,1.73825000e-01,1.73825000e-01,0.000000,2.23533000e+06,2.23533000e+06,0.000000
100,0.04,2500,ACTIF,1.74893000e-01,1.74893000e-01,0.000000,2.41455000e+06,2.41455000e+06,0.000000
100,0.04,2550,ACTIF,1.76721000e-01,1.76721000e-01,0.000000,2.60128000e+06,2.60128000e+06,0.000000
100,0.04,2600,ACTIF,1.79986000e-01,1.79986000e-01,0.000000,2.80992000e+06,2.80992000e+06,0.000000
100,0.04,2650,ACTIF,1.85889000e-01,1.85889000e-01,0.000000,3.06709000e+06,3.06709000e+06,0.000000
100,0.04,2700,ACTIF,1.96560000e-01,1.96560000e-01,0.000000,3.41800000e+06,3.41800000e+06,0.000000
100,0.04,2750,ACTIF,2.15813000e-01,2.15813000e-01,0.000000,3.93685000e+06,3.93685000e+06,0.000000
100,0.04,2800,ACTIF,2.50613000e-01,2.50613000e-01,0.000000,4.74220000e+06,4.74220000e+06,0.000000
100,0.04,2850,ACTIF,3.14232000e-01,3.14232000e-01,0.000000,6.01705000e+06,6.01705000e+06,0.000000
100,0.04,2900,ACTIF,4.34084000e-01,4.34084000e-01,0.000000,8.02836000e+06,8.02836000e+06,-0.000000
100,0.04,2950,ACTIF,6.75554000e-01,6.75554000e-01,0.000000,1.11299000e+07,1.11299000e+07,0.000000
100,0.04,3000,ACTIF,1.24083000e+00,1.24083000e+00,0.000000,1.57118000e+07,1.57118000e+07,0.000000
100,0.04,3050,ACTIF,3.22028000e+00,3.22028000e+00,0.000000,2.20294000e+07,2.20294000e+07,0.000000
100,0.04,3100,SATURE,2.00000000e+02,2.00000000e+02,0.000000,2.89238000e+07,2.89238000e+07,0.000000
100,0.04,3150,SATURE,2.00000000e+02,2.00000000e+02,0.000000,2.95986000e+07,2.95986000e+07,0.000000
100,0.04,3200,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.04475000e+07,3.04475000e+07,0.000000
100,0.04,3250,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.15222000e+07,3.15222000e+07,0.000000
100,0.04,3300,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.28881000e+07,3.28881000e+07,0.000000
100,0.04,3350,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.46254000e+07,3.46254000e+07,0.000000
100,0.04,3400,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.68256000e+07,3.68256000e+07,0.000000
100,0.04,3450,SATURE,2.00000000e+02,2.00000000e+02,0.000000,3.95753000e+07,3.95753000e+07,0.000000
100,0.04,3500,SATURE,2.00000000e+02,2.00000000e+02,0.000000,4.29178000e+07,4.29178000e+07,0.000000
100,0.07,300,ACTIF,3.27020000e-02,3.27020000e-02,0.000000,-3.12216000e+06,-3.12216000e+06,0.000000
100,0.07,350,ACTIF,3.41101000e-02,3.41101000e-02,0.000000,-3.06263000e+06,-3.06263000e+06,0.000000
100,0.07,400,ACTIF,3.64071000e-02,3.64071000e-02,0.000000,-2.99552000e+06,-2.99552000e+06,0.000000
100,0.07,450,ACTIF,4.00670000e-02,4.00670000e-02,0.000000,-2.91017000e+06,-2.91017000e+06,0.000000
100,0.07,500,ACTIF,4.55311000e-02,4.55311000e-02,0.000000,-2.79501000e+06,-2.79501000e+06,0.000000
100,0.07,550,ACTIF,5.25854000e-02,5.25854000e-02,0.000000,-2.65314000e+06,-2.65314000e+06,0.000000
100,0.07,600,ACTIF,6.15184000e-02,6.15184000e-02,0.000000,-2.48016000e+06,-2.48016000e+06,0.000000
100,0.07,650,ACTIF,7.68043000e-02,7.68043000e-02,0.000000,-2.20736000e+06,-2.20736000e+06,0.000000
100,0.07,700,ACTIF,1.05610000e-01,1.05610000e-01,0.000000,-1.74007000e+06,-1.74007000e+06,0.000000
100,0.07,750,ACTIF,1.39625000e-01,1.39625000e-01,0.000000,-1.21714000e+06,-1.21714000e+06,0.000000
100,0.07,800,ACTIF,1.56817000e-01,1.56817000e-01,0.000000,-9.30941000e+05,-9.30941000e+05,0.000000
100,0.07,850,ACTIF,1.61403000e-01,1.61403000e-01,0.000000,-8.09429000e+05,-8.09429000e+05,0.000000
100,0.07,900,ACTIF,1.62478000e-01,1.62478000e-01,0.000000,-7.32221000e+05,-7.32221000e+05,0.000000
100,0.07,950,ACTIF,1.62755000e-01,1.62755000e-01,0.000000,-6.64547000e+05,-6.64547000e+05,0.000000
100,0.07,1000,ACTIF,1.62837000e-01,1.62837000e-01,0.000000,-5.98771000e+05,-5.98771000e+05,0.000000
100,0.07,1050,ACTIF,1.62865000e-01,1.62865000e-01,0.000000,-5.33124000e+05,-5.33124000e+05,0.000000
100,0.07,1100,ACTIF,1.62877000e-01,1.62877000e-01,0.000000,-4.67160000e+05,-4.67160000e+05,0.000000
100,0.07,1150,ACTIF,1.62884000e-01,1.62884000e-01,0.000000,-4.00760000e+05,-4.00760000e+05,0.000000
100,0.07,1200,ACTIF,1.62892000e-01,1.62892000e-01,0.000000,-3.33889000e+05,-3.33889000e+05,0.000000
100,0.07,1250,ACTIF,1.62902000e-01,1.62902000e-01,0.000000,-2.66539000e+05,-2.66539000e+05,0.000000
100,0.07,1300,ACTIF,1.62917000e-01,1.62917000e-01,0.000000,-1.98695000e+05,-1.98695000e+05,0.000000
100,0.07,1350,ACTIF,1.62938000e-01,1.62938000e-01,0.000000,-1.30330000e+05,-1.30330000e+05,0.000000
100,0.07,1400,ACTIF,1.62968000e-01,1.62968000e-01,0.000000,-6.13872000e+04,-6.13872000e+04,-0.000000
100,0.07,1450,ACTIF,1.63009000e-01,1.63009000e-01,0.000000,8.22724000e+03,8.22724000e+03,0.000000
100,0.07,1500,ACTIF,1.63065000e-01,1.63065000e-01,0.000000,7.86658000e+04,7.86658000e+04,-0.000000
100,0.07,1550,ACTIF,1.63139000e-01,1.63139000e-01,0.000000,1.50159000e+05,1.50159000e+05,0.000000
100,0.07,1600,ACTIF,1.63236000e-01,1.63236000e-01,0.000000,2.23044000e+05,2.23044000e+05,0.000000
100,0.07,1650,ACTIF,1.63359000e-01,1.63359000e-01,0.000000,2.97792000e+05,2.97792000e+05,0.000000
100,0.07,1700,ACTIF,1.63513000e-01,1.63513000e-01,0.000000,3.75051000e+05,3.75051000e+05,0.000000
100,0.07,1750,ACTIF,1.63703000e-01,1.63703000e-01,0.000000,4.55676000e+05,4.55676000e+05,0.000000
100,0.07,1800,ACTIF,1.63933000e-01,1.63933000e-01,0.000000,5.40771000e+05,5.40771000e+05,0.000000
100,0.07,1850,ACTIF,1.64208000e-01,1.64208000e-01,0.000000,6.31716000e+05,6.31716000e+05,0.000000
100,0.07,1900,ACTIF,1.64532000e-01,1.64532000e-01,0.000000,7.30186000e+05,7.30186000e+05,0.000000
