Bg,P_atm,regime,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH,CH4,CO,CO2,CN,C2H,"C2H2,acetylene",C3,C3H,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,C(gr)
1.0,0.001,OK,3.000000e+02,0.000000e+00,-5.995450e+00,1.502170e-114,3.375420e-36,5.139670e-75,8.995430e-79,5.554790e-99,2.471020e-01,8.967340e-11,5.577430e-03,1.416000e-70,2.838140e-92,1.405530e-40,1.855540e-132,3.334170e-117,6.383070e-170,3.220290e-77,1.502000e-171,6.440530e-24,6.462150e-04,4.310750e-01,3.155990e-01,1.000000e+00
1.0,0.001,OK,3.250000e+02,0.000000e+00,-5.932620e+00,5.992150e-105,5.027780e-33,6.016920e-69,1.930700e-72,9.968280e-91,2.492680e-01,1.596450e-09,8.623210e-03,1.065010e-64,1.951230e-84,5.106610e-37,3.318940e-121,2.383910e-107,1.006670e-155,1.099350e-70,3.496050e-157,6.966550e-22,2.063980e-03,4.246700e-01,3.153750e-01,1.000000e+00
1.0,0.001,OK,3.500000e+02,0.000000e+00,-5.864570e+00,1.023700e-96,2.660460e-30,9.526310e-64,5.180940e-67,1.193900e-83,2.507210e-01,1.872660e-08,1.229490e-02,1.162540e-59,1.029550e-77,5.798110e-34,1.479450e-111,6.757610e-99,1.511250e-143,4.446720e-65,7.347610e-145,3.870930e-20,5.636690e-03,4.165370e-01,3.148110e-01,1.000000e+00
1.0,0.001,OK,3.750000e+02,0.000000e+00,-5.791390e+00,1.405130e-89,6.137470e-28,3.047240e-59,2.632070e-62,1.635580e-77,2.500110e-01,1.574780e-07,1.648600e-02,2.705830e-55,6.945710e-72,2.586150e-31,3.432750e-103,1.443220e-91,5.465930e-133,3.249660e-60,3.565190e-134,1.259130e-18,1.352850e-02,4.064090e-01,3.135650e-01,1.000000e+00
1.0,0.001,OK,4.000000e+02,0.000000e+00,-5.712030e+00,2.484250e-83,7.189720e-26,2.663710e-55,3.454180e-58,3.835170e-72,2.450140e-01,1.012460e-06,2.113560e-02,1.791350e-51,8.777440e-67,5.367700e-29,7.205280e-96,3.755440e-85,9.560040e-124,5.875160e-56,8.078190e-125,2.640480e-17,2.906540e-02,3.936720e-01,3.111130e-01,1.000000e+00
1.0,0.001,OK,4.250000e+02,0.000000e+00,-5.623420e+00,8.117240e-78,4.799440e-24,8.023510e-52,1.484420e-54,2.092220e-67,2.331040e-01,5.232570e-06,2.628210e-02,4.203120e-48,2.778890e-62,5.884760e-27,2.088200e-89,1.717450e-79,1.377910e-115,3.332530e-52,1.465210e-116,3.835850e-16,5.653530e-02,3.772980e-01,3.067760e-01,1.000000e+00
1.0,0.001,OK,4.500000e+02,0.000000e+00,-5.519810e+00,6.491420e-73,1.993800e-22,9.982690e-49,2.511360e-51,3.366270e-63,2.118740e-01,2.262370e-05,3.210930e-02,4.146210e-45,2.759230e-58,3.748740e-25,1.161220e-83,1.832800e-74,2.477920e-108,7.111890e-49,3.235810e-109,4.074190e-15,1.001180e-01,3.559820e-01,2.998940e-01,1.000000e+00
1.0,0.001,OK,4.750000e+02,0.000000e+00,-5.392330e+00,1.586080e-68,5.517490e-21,5.923260e-46,1.934710e-48,1.923550e-59,1.805650e-01,8.450990e-05,3.898380e-02,1.968220e-42,1.024510e-54,1.491550e-23,1.606800e-78,5.700900e-70,7.715090e-102,6.571130e-46,1.211830e-102,3.297110e-14,1.616470e-01,3.285480e-01,2.901710e-01,1.000000e+00
1.0,0.001,OK,5.000000e+02,0.000000e+00,-5.229940e+00,1.414010e-64,1.073300e-19,1.879570e-43,7.633150e-46,4.526330e-56,1.417360e-01,2.797450e-04,4.742370e-02,5.014420e-40,1.636460e-51,3.921920e-22,6.811790e-74,6.171320e-66,5.405850e-96,2.937330e-43,1.003310e-96,2.101920e-13,2.378880e-01,2.945670e-01,2.781060e-01,1.000000e+00
1.0,0.001,OK,5.250000e+02,0.000000e+00,-5.023510e+00,5.310650e-61,1.534810e-18,3.488930e-41,1.699120e-43,4.950460e-53,1.014900e-01,8.350770e-04,5.783540e-02,7.502590e-38,1.261130e-48,7.150800e-21,1.047120e-69,2.687310e-62,1.054130e-90,6.966570e-41,2.276470e-91,1.087610e-12,3.198070e-01,2.549460e-01,2.650870e-01,1.000000e+00
1.0,0.001,OK,5.500000e+02,0.000000e+00,-4.772790e+00,9.451540e-58,1.679360e-17,4.053220e-39,2.312950e-41,2.788240e-50,6.668350e-02,2.267200e-03,6.991790e-02,7.106270e-36,5.168430e-46,9.469050e-20,6.700040e-66,5.318110e-59,6.806800e-86,9.520800e-39,1.687670e-86,4.703420e-12,3.961910e-01,2.121370e-01,2.528040e-01,1.000000e+00
1.0,0.001,OK,5.750000e+02,0.000000e+00,-4.487940e+00,8.784870e-55,1.459190e-16,3.100240e-37,2.057640e-39,8.837600e-48,4.105110e-02,5.609010e-03,8.216530e-02,4.532930e-34,1.225680e-43,9.537670e-19,1.999940e-62,5.311700e-56,1.680420e-81,8.091210e-37,4.727630e-82,1.748260e-11,4.592320e-01,1.696170e-01,2.423250e-01,1.000000e+00
1.0,0.001,OK,6.000000e+02,0.000000e+00,-4.178900e+00,4.624220e-52,1.040670e-15,1.626620e-35,1.262660e-37,1.700960e-45,2.429590e-02,1.264970e-02,9.211730e-02,2.047580e-32,1.808480e-41,7.626710e-18,3.062650e-59,2.928410e-53,1.787940e-77,4.575800e-35,5.649010e-78,5.721780e-11,5.065390e-01,1.306510e-01,2.337470e-01,1.000000e+00
1.0,0.001,OK,6.250000e+02,0.000000e+00,-3.842150e+00,1.475650e-49,6.262280e-15,6.062670e-34,5.585070e-36,2.118810e-43,1.411700e-02,2.602800e-02,9.708570e-02,6.822820e-31,1.764250e-39,5.017100e-17,2.606250e-56,9.606310e-51,9.067370e-74,1.822320e-33,3.188020e-74,1.680050e-10,5.390990e-01,9.717520e-02,2.264950e-01,1.000000e+00
1.0,0.001,OK,6.500000e+02,0.000000e+00,-3.459820e+00,3.024120e-47,3.250920e-14,1.651130e-32,1.846770e-34,1.800750e-41,8.158480e-03,4.883000e-02,9.473540e-02,1.734640e-29,1.196620e-37,2.791640e-16,1.318690e-53,1.995740e-48,2.386850e-70,5.349180e-32,9.262920e-71,4.487470e-10,5.588280e-01,6.966670e-02,2.197820e-01,1.000000e+00
1.0,0.001,OK,6.750000e+02,0.000000e+00,-3.014700e+00,4.180330e-45,1.482240e-13,3.351440e-31,4.708530e-33,1.091160e-39,4.723200e-03,8.312510e-02,8.376890e-02,3.462920e-28,5.884170e-36,1.342740e-15,4.202540e-51,2.766540e-46,3.507020e-67,1.200830e-30,1.491360e-67,1.102170e-09,5.676330e-01,4.777120e-02,2.129780e-01,1.000000e+00
1.0,0.001,OK,7.000000e+02,0.000000e+00,-2.516860e+00,4.065410e-43,6.027220e-13,5.130360e-30,9.514020e-32,4.894910e-38,2.755340e-03,1.272220e-01,6.522400e-02,5.568480e-27,2.174270e-34,5.687010e-15,8.863110e-49,2.675890e-44,3.061090e-64,2.127670e-29,1.417130e-64,2.514440e-09,5.678550e-01,3.096110e-02,2.059830e-01,1.000000e+00
1.0,0.001,OK,7.250000e+02,0.000000e+00,-2.023830e+00,2.884350e-41,2.217000e-12,5.979040e-29,1.562760e-30,1.680980e-36,1.634310e-03,1.735370e-01,4.355980e-02,7.386060e-26,6.232970e-33,2.159380e-14,1.290860e-46,1.878740e-42,1.674860e-61,3.063560e-28,8.391590e-62,5.389440e-09,5.630420e-01,1.879540e-02,1.994320e-01,1.000000e+00
1.0,0.001,OK,7.500000e+02,0.000000e+00,-1.616630e+00,1.540670e-39,7.474560e-12,5.407210e-28,2.136020e-29,4.553170e-35,9.968040e-04,2.116770e-01,2.492940e-02,8.260020e-25,1.426340e-31,7.478880e-14,1.347210e-44,9.917370e-41,6.018320e-59,3.682940e-27,3.246140e-59,1.098530e-08,5.573480e-01,1.073900e-02,1.943100e-01,1.000000e+00
1.0,0.001,OK,7.750000e+02,0.000000e+00,-1.334600e+00,6.367950e-38,2.334480e-11,3.937860e-27,2.477130e-28,9.975520e-34,6.291910e-04,2.363450e-01,1.272510e-02,7.931260e-24,2.668850e-30,2.394480e-13,1.040510e-42,4.055010e-39,1.479110e-56,3.778380e-26,8.547220e-57,2.148140e-08,5.533430e-01,5.908900e-03,1.910480e-01,1.000000e+00
1.0,0.001,OK,8.000000e+02,0.000000e+00,-1.155600e+00,2.086110e-36,6.805240e-11,2.415910e-26,2.474350e-27,1.803950e-32,4.103830e-04,2.496840e-01,6.154120e-03,6.630660e-23,4.162460e-29,7.144780e-13,6.117140e-41,1.315820e-37,2.576210e-54,3.359920e-25,1.587960e-54,4.045900e-08,5.512560e-01,3.223630e-03,1.892720e-01,1.000000e+00
1.0,0.001,OK,8.250000e+02,0.000000e+00,-1.038040e+00,5.532000e-35,1.862270e-10,1.295670e-25,2.155380e-26,2.738660e-31,2.752600e-04,2.562650e-01,2.957740e-03,4.881910e-22,5.498830e-28,1.997680e-12,2.806090e-39,3.458680e-36,3.280870e-52,2.620990e-24,2.148530e-52,7.352600e-08,5.503430e-01,1.781190e-03,1.883770e-01,1.000000e+00
1.0,0.001,OK,8.500000e+02,0.000000e+00,-9.517410e-01,1.209830e-33,4.808400e-10,6.224800e-25,1.655690e-25,3.543070e-30,1.890740e-04,2.594340e-01,1.449570e-03,3.198240e-21,6.240860e-27,5.259200e-12,1.026600e-37,7.498810e-35,3.140490e-50,1.812700e-23,2.177000e-50,1.291570e-07,5.499870e-01,1.007400e-03,1.879330e-01,1.000000e+00
1.0,0.001,OK,8.750000e+02,1.710720e-03,-8.804550e-01,2.218300e-32,1.176960e-09,2.721110e-24,1.133110e-24,3.959080e-29,1.326160e-04,2.609760e-01,7.322500e-04,1.882120e-20,6.163330e-26,1.309800e-11,3.053970e-36,1.362990e-33,2.315340e-48,1.122460e-22,1.693280e-48,2.197820e-07,5.498640e-01,5.854010e-04,1.877090e-01,1.000000e+00
1.0,0.001,OK,9.000000e+02,2.669910e-03,-8.163160e-01,3.460530e-31,2.742850e-09,1.093970e-23,6.973860e-24,3.867550e-28,9.478500e-05,2.617480e-01,3.824770e-04,1.003620e-19,5.357600e-25,3.099550e-11,7.515720e-35,2.107380e-32,1.343620e-46,6.279120e-22,1.033490e-46,3.631260e-07,5.498330e-01,3.496530e-04,1.875920e-01,1.000000e+00
1.0,0.001,OK,9.250000e+02,3.170220e-03,-7.556040e-01,4.653410e-30,6.109720e-09,4.077670e-23,3.892730e-23,3.339030e-27,6.892300e-05,2.621460e-01,2.065540e-04,4.887580e-19,4.141750e-24,6.997960e-11,1.553790e-33,2.808100e-31,6.257480e-45,3.199230e-21,5.047880e-45,5.838290e-07,5.498340e-01,2.144510e-04,1.875290e-01,1.000000e+00
1.0,0.001,OK,9.500000e+02,3.439030e-03,-6.965370e-01,5.457430e-29,1.305440e-08,1.418450e-22,1.985780e-22,2.572630e-26,5.092030e-05,2.623590e-01,1.151670e-04,2.189310e-18,2.873900e-23,1.512960e-10,2.735910e-32,3.262780e-30,2.379660e-43,1.495540e-20,2.008020e-43,9.153410e-07,5.498460e-01,1.348580e-04,1.874930e-01,1.000000e+00
1.0,0.001,OK,9.750000e+02,3.587730e-03,-6.382360e-01,5.641030e-28,2.684010e-08,4.630610e-22,9.321700e-22,1.784460e-25,3.817810e-05,2.624760e-01,6.617260e-05,9.078000e-18,1.804860e-22,3.142770e-10,4.153950e-31,3.340720e-29,7.505620e-42,6.456970e-20,6.608860e-42,1.402100e-06,5.498590e-01,8.681280e-05,1.874730e-01,1.000000e+00
1.0,0.001,OK,1.000000e+03,3.672470e-03,-5.802500e-01,5.187860e-27,5.325410e-08,1.425640e-21,4.051720e-21,1.123130e-24,2.901930e-05,2.625430e-01,3.910430e-05,3.504690e-17,1.033590e-21,6.291230e-10,5.499160e-30,3.042900e-28,1.991130e-40,2.590130e-19,1.825370e-40,2.101970e-06,5.498700e-01,5.711560e-05,1.874600e-01,1.000000e+00
1.0,0.001,OK,1.025000e+03,3.722400e-03,-5.223510e-01,4.281400e-26,1.022320e-07,4.157340e-21,1.639840e-20,6.460150e-24,2.234090e-05,2.625820e-01,2.372130e-05,1.266350e-16,5.434080e-21,1.216970e-09,6.411530e-29,2.486820e-27,4.499360e-39,9.705420e-19,4.285510e-39,3.088950e-06,5.498790e-01,3.834760e-05,1.874520e-01,1.000000e+00
1.0,0.001,OK,1.050000e+03,3.753140e-03,-4.644200e-01,3.195260e-25,1.903280e-07,1.152790e-20,6.211330e-20,3.417710e-23,1.740570e-05,2.626050e-01,1.474490e-05,4.302830e-16,2.638920e-20,2.280390e-09,6.643520e-28,1.837710e-26,8.760120e-38,3.413680e-18,8.652020e-38,4.456050e-06,5.498860e-01,2.623790e-05,1.874460e-01,1.000000e+00
1.0,0.001,OK,1.075000e+03,3.773340e-03,-4.063860e-01,2.171660e-24,3.443710e-07,3.050280e-20,2.212040e-19,1.672810e-22,1.371270e-05,2.626190e-01,9.375790e-06,1.380750e-15,1.190310e-19,4.148580e-09,6.168510e-27,1.236610e-25,1.484870e-36,1.132050e-17,1.517970e-36,6.318430e-06,5.498910e-01,1.827150e-05,1.874420e-01,1.000000e+00
1.0,0.001,OK,1.100000e+03,3.787950e-03,-3.482030e-01,1.352730e-23,6.067330e-07,7.726340e-20,7.437810e-19,7.615170e-22,1.091660e-05,2.626280e-01,6.089420e-06,4.200760e-15,5.012070e-19,7.342240e-09,5.170820e-26,7.625870e-25,2.212010e-35,3.553780e-17,2.336650e-35,8.816570e-06,5.498940e-01,1.293480e-05,1.874390e-01,1.000000e+00
1.0,0.001,OK,1.125000e+03,3.800000e-03,-2.898470e-01,7.767570e-23,1.042750e-06,1.878940e-19,2.370280e-18,3.239950e-21,8.776140e-06,2.626330e-01,4.033990e-06,1.216010e-14,1.979210e-18,1.266490e-08,3.940010e-25,4.334830e-24,2.921080e-34,1.059950e-16,3.183400e-34,1.211960e-05,5.498960e-01,9.298700e-06,1.874350e-01,1.000000e+00
1.0,0.001,OK,1.150000e+03,3.811400e-03,-2.313000e-01,4.133480e-22,1.750960e-06,4.398510e-19,7.184120e-18,1.294010e-20,7.120600e-06,2.626370e-01,2.722240e-06,3.360130e-14,7.360520e-18,2.132790e-08,2.745980e-24,2.283440e-23,3.446430e-33,3.013690e-16,3.869130e-33,1.642860e-05,5.498960e-01,6.781590e-06,1.874320e-01,1.000000e+00
1.0,0.001,OK,1.175000e+03,3.823530e-03,-1.725480e-01,2.048380e-21,2.876890e-06,9.935900e-19,2.077550e-17,4.871220e-20,5.827570e-06,2.626390e-01,1.869120e-06,8.889320e-14,2.587810e-17,3.511890e-08,1.760500e-23,1.120090e-22,3.659240e-32,8.193380e-16,4.225930e-32,2.198010e-05,5.498940e-01,5.012980e-06,1.874290e-01,1.000000e+00
1.0,0.001,OK,1.200000e+03,3.837420e-03,-1.135810e-01,9.495080e-21,4.631340e-06,2.170600e-18,5.749160e-17,1.734780e-19,4.808350e-06,2.626410e-01,1.304350e-06,2.257660e-13,8.631570e-17,5.662290e-08,1.043720e-22,5.139260e-22,3.519410e-31,2.135970e-15,4.175580e-31,2.904890e-05,5.498910e-01,3.752790e-06,1.874240e-01,1.000000e+00
1.0,0.001,OK,1.225000e+03,3.854000e-03,-5.438920e-02,4.133870e-20,7.314210e-06,4.595260e-18,1.526510e-16,5.864520e-19,3.997980e-06,2.626420e-01,9.242000e-07,5.518380e-13,2.740220e-16,8.950900e-08,5.749370e-22,2.214660e-21,3.084860e-30,5.353160e-15,3.755440e-30,3.795140e-05,5.498860e-01,2.842990e-06,1.874190e-01,1.000000e+00
1.0,0.001,OK,1.250000e+03,3.874130e-03,5.039010e-03,1.696750e-19,1.134490e-05,9.445230e-18,3.898640e-16,1.887840e-18,3.348360e-06,2.626420e-01,6.642830e-07,1.301150e-12,8.304430e-16,1.388940e-07,2.955730e-21,8.997280e-21,2.478050e-29,1.292820e-14,3.091750e-29,4.904870e-05,5.498780e-01,2.177970e-06,1.874130e-01,1.000000e+00
1.0,0.001,OK,1.275000e+03,3.898680e-03,6.471710e-02,6.588440e-19,1.730070e-05,1.888150e-17,9.599150e-16,5.803540e-18,2.823560e-06,2.626420e-01,4.839370e-07,2.965670e-12,2.409080e-15,2.117950e-07,1.423920e-20,3.457940e-20,1.833680e-28,3.015280e-14,2.342100e-28,6.274890e-05,5.498680e-01,1.686170e-06,1.874050e-01,1.000000e+00
1.0,0.001,OK,1.300000e+03,3.928580e-03,1.246620e-01,2.427960e-18,2.596430e-05,3.676870e-17,2.283360e-15,1.708330e-17,2.396480e-06,2.626410e-01,3.570520e-07,6.547140e-12,6.706670e-15,3.176930e-07,6.452260e-20,1.261300e-19,1.255840e-27,6.805370e-14,1.640390e-27,7.950930e-05,5.498530e-01,1.318440e-06,1.873960e-01,1.000000e+00
1.0,0.001,OK,1.325000e+03,3.964820e-03,1.848940e-01,8.516890e-18,3.838220e-05,6.985150e-17,5.257520e-15,4.826940e-17,2.046490e-06,2.626390e-01,2.666040e-07,1.402480e-11,1.795940e-14,4.692050e-07,2.759640e-19,4.379270e-19,7.995460e-27,1.489080e-13,1.066990e-26,9.983920e-05,5.498340e-01,1.040620e-06,1.873850e-01,1.000000e+00
1.0,0.001,OK,1.350000e+03,4.008470e-03,2.454400e-01,2.851590e-17,5.593520e-05,1.296350e-16,1.173910e-14,1.312140e-16,1.757780e-06,2.626370e-01,2.013290e-07,2.920010e-11,4.636010e-14,6.829030e-07,1.117640e-18,1.451300e-18,4.751370e-26,3.164280e-13,6.471840e-26,1.243000e-04,5.498080e-01,8.286410e-07,1.873710e-01,1.000000e+00
1.0,0.001,OK,1.375000e+03,4.060720e-03,3.063350e-01,9.136170e-17,8.042250e-05,2.353260e-16,2.546040e-14,3.438880e-16,1.518120e-06,2.626340e-01,1.536650e-07,5.918220e-11,1.155940e-13,9.802630e-07,4.298930e-18,4.602420e-18,2.645400e-25,6.540550e-13,3.674560e-25,1.535100e-04,5.497750e-01,6.653900e-07,1.873540e-01,1.000000e+00
1.0,0.001,OK,1.400000e+03,4.122860e-03,3.676220e-01,2.807600e-16,1.141610e-04,4.183390e-16,5.372070e-14,8.706220e-16,1.317980e-06,2.626300e-01,1.184750e-07,1.169340e-10,2.789150e-13,1.388790e-06,1.574800e-17,1.399960e-17,1.384790e-24,1.316980e-12,1.959890e-24,1.881380e-04,5.497310e-01,5.385510e-07,1.873330e-01,1.000000e+00
1.0,0.001,OK,1.425000e+03,4.196290e-03,4.293550e-01,8.293820e-16,1.601000e-04,7.290750e-16,1.104310e-13,2.133100e-15,1.149890e-06,2.626240e-01,9.221920e-08,2.255360e-10,6.523860e-13,1.943310e-06,5.508260e-17,4.093570e-17,6.837570e-24,2.586840e-12,9.852190e-24,2.289130e-04,5.496750e-01,4.391720e-07,1.873080e-01,1.000000e+00
1.0,0.001,OK,1.450000e+03,4.282560e-03,4.916020e-01,2.359970e-15,2.219570e-04,1.246940e-15,2.214620e-13,5.066380e-15,1.007950e-06,2.626160e-01,7.243440e-08,4.251670e-10,1.481610e-12,2.687420e-06,1.844040e-16,1.152990e-16,3.194210e-23,4.962940e-12,4.682110e-23,2.766170e-04,5.496030e-01,3.606870e-07,1.872790e-01,1.000000e+00
1.0,0.001,OK,1.475000e+03,4.383310e-03,5.544450e-01,6.480650e-15,3.043700e-04,2.094860e-15,4.338180e-13,1.168360e-14,8.874620e-07,2.626050e-01,5.738430e-08,7.842870e-10,3.271960e-12,3.675140e-06,5.921920e-16,3.134150e-16,1.415770e-22,9.311170e-12,2.109600e-22,3.320850e-04,5.495100e-01,2.982310e-07,1.872430e-01,1.000000e+00
1.0,0.001,OK,1.500000e+03,4.500360e-03,6.179870e-01,1.720530e-14,4.130680e-04,3.460120e-15,8.310430e-13,2.619900e-14,7.846710e-07,2.625910e-01,4.583250e-08,1.417210e-09,7.036150e-12,4.972760e-06,1.828090e-15,8.236610e-16,5.969470e-22,1.710200e-11,9.035740e-22,3.962070e-04,5.493930e-01,2.481720e-07,1.872010e-01,1.000000e+00
1.0,0.001,OK,1.525000e+03,4.635660e-03,6.823530e-01,4.423440e-14,5.550660e-04,5.623530e-15,1.558550e-12,5.720320e-14,6.965570e-07,2.625720e-01,3.688990e-08,2.511160e-09,1.475300e-11,6.660870e-06,5.435250e-15,2.096210e-15,2.400250e-21,3.078330e-11,3.688220e-21,4.699210e-04,5.492440e-01,2.077710e-07,1.871510e-01,1.000000e+00
1.0,0.001,OK,1.550000e+03,4.791280e-03,7.476910e-01,1.103020e-13,7.388830e-04,9.000050e-15,2.864440e-12,1.217700e-13,6.206750e-07,2.625480e-01,2.991070e-08,4.367270e-09,3.019780e-11,8.836490e-06,1.559270e-14,5.174290e-15,9.224830e-21,5.435350e-11,1.438040e-20,5.542170e-04,5.490580e-01,1.749500e-07,1.870910e-01,1.000000e+00
1.0,0.001,OK,1.575000e+03,4.969470e-03,8.141830e-01,2.671580e-13,9.747690e-04,1.419420e-14,5.164150e-12,2.530290e-13,5.550340e-07,2.625170e-01,2.442150e-08,7.461460e-09,6.041050e-11,1.161550e-05,4.323580e-14,1.240580e-14,3.396060e-20,9.422710e-11,5.367510e-20,6.501230e-04,5.488240e-01,1.481210e-07,1.870210e-01,1.000000e+00
1.0,0.001,OK,1.600000e+03,5.172620e-03,8.820400e-01,6.293650e-13,1.274970e-03,2.207520e-14,9.140800e-12,5.138020e-13,4.980050e-07,2.624780e-01,2.007220e-08,1.253360e-08,1.182370e-10,1.513500e-05,1.160600e-13,2.892980e-14,1.200010e-19,1.605180e-10,1.921830e-19,7.587100e-04,5.485340e-01,1.260560e-07,1.869390e-01,1.000000e+00
1.0,0.001,OK,1.625000e+03,5.403280e-03,9.515150e-01,1.443930e-12,1.654000e-03,3.387620e-14,1.589860e-11,1.020640e-12,4.482500e-07,2.624280e-01,1.660170e-08,2.071610e-08,2.266400e-10,1.955600e-05,3.020560e-13,6.570020e-14,4.077660e-19,2.689120e-10,6.613440e-19,8.810810e-04,5.481750e-01,1.078050e-07,1.868420e-01,1.000000e+00
