Bg,P_atm,regime,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH,CH4,CO,CO2,CN,C2H,"C2H2,acetylene",C3,C3H,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,C(gr)
0.2,0.001,OK,3.000000e+02,0.000000e+00,-3.941470e+00,1.502170e-114,1.683490e-36,1.561010e-74,1.247960e-78,2.770460e-99,1.529010e-02,2.723530e-10,5.144850e-02,1.964450e-70,1.415530e-92,3.496290e-41,1.855540e-132,1.662920e-117,6.383070e-170,8.010540e-78,1.502000e-171,4.456390e-24,1.607470e-04,3.256790e-01,6.074220e-01,1.000000e+00
0.2,0.001,OK,3.250000e+02,0.000000e+00,-3.886520e+00,5.992150e-105,2.697750e-33,1.547350e-68,2.679160e-72,5.348670e-91,2.066180e-02,4.105540e-09,5.702910e-02,1.477870e-64,1.046970e-84,1.470220e-37,3.318940e-121,1.279130e-107,1.006670e-155,3.165090e-71,3.496050e-157,5.187140e-22,5.942340e-04,3.144240e-01,6.072900e-01,1.000000e+00
0.2,0.001,OK,3.500000e+02,0.000000e+00,-3.830390e+00,1.023700e-96,1.508030e-30,2.153600e-63,7.193660e-67,6.767350e-84,2.588200e-02,4.233500e-08,6.283570e-02,1.614170e-59,5.835760e-78,1.862900e-34,1.479450e-111,3.830410e-99,1.511250e-143,1.428710e-65,7.347610e-145,3.046550e-20,1.811040e-03,3.025500e-01,6.069210e-01,1.000000e+00
0.2,0.001,OK,3.750000e+02,0.000000e+00,-3.772460e+00,1.405130e-89,3.626490e-28,6.226530e-59,3.659170e-62,9.664260e-78,3.047530e-02,3.217800e-07,6.883250e-02,3.761710e-55,4.104060e-72,9.029160e-32,3.432750e-103,8.527660e-92,5.465930e-133,1.134570e-60,3.565190e-134,1.034320e-18,4.723270e-03,2.899320e-01,6.060360e-01,1.000000e+00
0.2,0.001,OK,4.000000e+02,0.000000e+00,-3.710850e+00,2.484250e-83,4.383830e-26,5.022890e-55,4.813630e-58,2.338440e-72,3.386550e-02,1.909180e-06,7.515350e-02,2.496360e-51,5.351920e-67,1.995600e-29,7.205280e-96,2.289830e-85,9.560040e-124,2.184260e-56,8.078190e-125,2.243630e-17,1.080590e-02,2.759850e-01,6.041880e-01,1.000000e+00
0.2,0.001,OK,4.250000e+02,0.000000e+00,-3.642500e+00,8.117240e-78,2.995620e-24,1.417830e-51,2.077320e-54,1.305880e-67,3.537820e-02,9.246480e-06,8.206950e-02,5.881910e-48,1.734480e-62,2.292570e-27,2.088200e-89,1.071960e-79,1.377910e-115,1.298280e-52,1.465210e-116,3.350460e-16,2.202490e-02,2.597400e-01,6.007780e-01,1.000000e+00
0.2,0.001,OK,4.500000e+02,0.000000e+00,-3.563620e+00,6.491420e-73,1.265720e-22,1.670550e-48,3.538000e-51,2.137010e-63,3.441170e-02,3.785940e-05,8.991940e-02,5.841180e-45,1.751640e-58,1.510770e-25,1.161220e-83,1.163520e-74,2.477920e-108,2.866150e-49,3.235810e-109,3.643740e-15,4.034850e-02,2.400780e-01,5.952040e-01,1.000000e+00
0.2,0.001,OK,4.750000e+02,0.000000e+00,-3.470820e+00,1.586080e-68,3.545650e-21,9.438110e-46,2.752110e-48,1.236110e-59,3.079280e-02,1.346580e-04,9.897660e-02,2.799770e-42,6.583690e-55,6.159520e-24,1.606800e-78,3.663510e-70,7.715090e-102,2.713610e-46,1.211830e-102,3.013950e-14,6.675360e-02,2.161880e-01,5.871550e-01,1.000000e+00
0.2,0.001,OK,5.000000e+02,0.000000e+00,-3.362880e+00,1.414010e-64,6.963380e-20,2.852560e-43,1.099410e-45,2.936600e-56,2.511150e-02,4.245600e-04,1.092320e-01,7.222310e-40,1.061700e-51,1.650800e-22,6.811790e-74,4.003840e-66,5.405850e-96,1.236370e-43,1.003310e-96,1.964130e-13,1.001310e-01,1.881730e-01,5.769290e-01,1.000000e+00
0.2,0.001,OK,5.250000e+02,0.000000e+00,-3.242000e+00,5.310650e-61,1.004740e-18,5.028740e-41,2.481630e-43,3.240750e-53,1.863910e-02,1.203630e-03,1.201510e-01,1.095780e-37,8.255830e-49,3.064470e-21,1.047120e-69,1.759220e-62,1.054130e-90,2.985520e-41,2.276470e-91,1.039890e-12,1.370530e-01,1.574760e-01,5.654770e-01,1.000000e+00
0.2,0.001,OK,5.500000e+02,0.000000e+00,-3.112700e+00,9.451540e-58,1.109790e-17,5.539200e-39,3.423890e-41,1.842580e-50,1.271740e-02,3.098400e-03,1.305820e-01,1.051950e-35,3.415490e-46,4.135200e-20,6.700040e-66,3.514410e-59,6.806800e-86,4.157800e-39,1.687670e-86,4.601110e-12,1.730190e-01,1.266060e-01,5.539780e-01,1.000000e+00
0.2,0.001,OK,5.750000e+02,2.033110e-03,-2.977840e+00,8.784870e-55,9.733610e-17,4.031100e-37,3.080670e-39,5.895150e-48,8.127710e-03,7.293160e-03,1.389140e-01,6.786650e-34,8.175950e-44,4.243890e-19,1.999940e-62,3.543190e-56,1.680420e-81,3.600270e-37,4.727630e-82,1.746000e-11,2.043400e-01,9.813410e-02,5.431900e-01,1.000000e+00
0.2,0.001,OK,6.000000e+02,9.807340e-03,-2.833950e+00,4.624220e-52,6.999320e-16,2.028890e-35,1.906830e-37,1.144020e-45,4.971650e-03,1.577800e-02,1.433140e-01,3.092180e-32,1.216340e-41,3.450010e-18,3.062650e-59,1.969580e-53,1.787940e-77,2.069910e-35,5.649010e-78,5.811610e-11,2.291380e-01,7.371740e-02,5.330810e-01,1.000000e+00
0.2,0.001,OK,6.250000e+02,1.944410e-02,-2.669340e+00,1.475650e-49,4.239330e-15,7.327490e-34,8.485910e-36,1.434350e-43,2.964830e-03,3.145810e-02,1.418200e-01,1.036650e-30,1.194330e-39,2.299220e-17,2.606250e-56,6.503110e-51,9.067370e-74,8.351280e-34,3.188020e-74,1.728040e-10,2.470570e-01,5.382390e-02,5.228760e-01,1.000000e+00
0.2,0.001,OK,6.500000e+02,3.205040e-02,-2.466520e+00,3.024120e-47,2.210990e-14,1.952630e-32,2.817120e-34,1.224710e-41,1.745550e-03,5.774640e-02,1.324920e-01,2.646080e-29,8.138370e-38,1.291280e-16,1.318690e-53,1.357330e-48,2.386850e-70,2.474280e-32,9.262920e-71,4.655590e-10,2.584880e-01,3.810890e-02,5.114190e-01,1.000000e+00
0.2,0.001,OK,6.750000e+02,4.877130e-02,-2.210330e+00,4.180330e-45,1.011040e-13,3.911840e-31,7.198440e-33,7.442800e-40,1.022440e-03,9.702480e-02,1.141260e-01,5.294140e-28,4.013610e-36,6.247270e-16,4.202540e-51,1.887070e-46,3.507020e-67,5.587040e-31,1.491360e-67,1.149350e-09,2.640990e-01,2.594280e-02,4.977850e-01,1.000000e+00
0.2,0.001,OK,7.000000e+02,6.966970e-02,-1.903250e+00,4.065410e-43,4.116950e-13,5.954910e-30,1.455590e-31,3.343520e-38,5.998040e-04,1.476690e-01,8.787420e-02,8.519440e-27,1.485150e-34,2.653390e-15,8.863110e-49,1.827790e-44,3.061090e-64,9.927080e-30,1.417130e-64,2.627690e-09,2.649440e-01,1.676720e-02,4.821460e-01,1.000000e+00
0.2,0.001,OK,7.250000e+02,9.230680e-02,-1.580940e+00,2.884350e-41,1.514640e-12,6.941970e-29,2.390000e-30,1.148440e-36,3.560520e-04,2.014850e-01,5.872010e-02,1.129580e-25,4.258340e-33,1.007900e-14,1.290860e-46,1.283540e-42,1.674860e-61,1.429930e-28,8.391590e-62,5.631120e-09,2.628030e-01,1.018570e-02,4.664500e-01,1.000000e+00
0.2,0.001,OK,7.500000e+02,1.120430e-01,-1.302290e+00,1.540670e-39,5.104290e-12,6.298730e-28,3.263690e-29,3.109310e-35,2.167760e-04,2.465780e-01,3.382760e-02,1.262080e-24,9.740330e-32,3.487680e-14,1.347210e-44,6.772470e-41,6.018320e-59,1.717490e-27,3.246140e-59,1.146210e-08,2.599120e-01,5.833710e-03,4.536320e-01,1.000000e+00
0.2,0.001,OK,7.750000e+02,1.255300e-01,-1.104290e+00,6.367950e-38,1.593400e-11,4.601880e-27,3.781760e-28,6.808790e-34,1.365590e-04,2.762000e-01,1.737860e-02,1.210840e-23,1.821620e-30,1.115530e-13,1.040510e-42,2.767750e-39,1.479110e-56,1.760250e-26,8.547220e-57,2.238420e-08,2.577890e-01,3.217000e-03,4.452800e-01,1.000000e+00
0.2,0.001,OK,8.000000e+02,1.331010e-01,-9.785920e-01,2.086110e-36,4.643580e-11,2.828530e-26,3.775720e-27,1.230930e-32,8.896680e-05,2.923280e-01,8.435800e-03,1.011800e-22,2.840270e-29,3.326660e-13,6.117140e-41,8.978580e-38,2.576210e-54,1.564400e-25,1.587960e-54,4.212720e-08,2.566680e-01,1.757300e-03,4.407210e-01,1.000000e+00
0.2,0.001,OK,8.250000e+02,1.369110e-01,-8.975590e-01,5.532000e-35,1.270580e-10,1.518150e-25,3.288320e-26,1.868520e-31,5.964600e-05,3.002670e-01,4.060650e-03,7.447980e-22,3.751710e-28,9.299180e-13,2.806090e-39,2.359770e-36,3.280870e-52,1.220070e-24,2.148530e-52,7.653310e-08,2.561840e-01,9.715070e-04,4.384570e-01,1.000000e+00
0.2,0.001,OK,8.500000e+02,1.387620e-01,-8.393890e-01,1.209830e-33,3.280540e-10,7.295440e-25,2.525790e-25,2.417270e-30,4.096490e-05,3.040550e-01,1.991090e-03,4.878990e-21,4.257840e-27,2.447990e-12,1.026600e-37,5.116080e-35,3.140490e-50,8.437550e-24,2.177000e-50,1.344260e-07,2.560010e-01,5.495660e-04,4.373620e-01,1.000000e+00
0.2,0.001,OK,8.750000e+02,1.396650e-01,-7.920870e-01,2.218300e-32,8.029790e-10,3.189280e-24,1.728560e-24,2.701070e-29,2.873210e-05,3.058780e-01,1.005900e-03,2.871160e-20,4.204930e-26,6.096620e-12,3.053970e-36,9.299010e-34,2.315340e-48,5.224630e-23,1.693280e-48,2.287420e-07,2.559410e-01,3.193640e-04,4.368260e-01,1.000000e+00
0.2,0.001,OK,9.000000e+02,1.401170e-01,-7.498610e-01,3.460530e-31,1.871310e-09,1.282170e-23,1.063860e-23,2.638640e-28,2.053600e-05,3.067780e-01,5.253960e-04,1.531020e-19,3.655230e-25,1.442740e-11,7.515720e-35,1.437760e-32,1.343620e-46,2.922720e-22,1.033490e-46,3.779320e-07,2.559280e-01,1.907510e-04,4.365570e-01,1.000000e+00
0.2,0.001,OK,9.250000e+02,1.403510e-01,-7.100060e-01,4.653410e-30,4.168380e-09,4.779030e-23,5.938410e-23,2.278070e-27,1.493300e-05,3.072360e-01,2.837210e-04,7.456070e-19,2.825720e-24,3.257340e-11,1.553790e-33,1.915830e-31,6.257480e-45,1.489150e-21,5.047880e-45,6.076420e-07,2.559310e-01,1.169900e-04,4.364170e-01,1.000000e+00
0.2,0.001,OK,9.500000e+02,1.404760e-01,-6.712510e-01,5.457430e-29,8.906400e-09,1.662380e-22,3.029370e-22,1.755190e-26,1.103260e-05,3.074770e-01,1.581850e-04,3.339860e-18,1.960730e-23,7.042390e-11,2.735910e-32,2.226050e-30,2.379660e-43,6.961340e-21,2.008020e-43,9.526860e-07,2.559380e-01,7.356790e-05,4.363410e-01,1.000000e+00
0.2,0.001,OK,9.750000e+02,1.405440e-01,-6.329860e-01,5.641030e-28,1.831180e-08,5.426840e-22,1.422060e-21,1.217460e-25,8.271900e-06,3.076080e-01,9.088560e-05,1.384880e-17,1.231380e-22,1.462870e-10,4.153950e-31,2.279230e-29,7.505620e-42,3.005550e-20,6.608860e-42,1.459320e-06,2.559450e-01,4.735730e-05,4.362990e-01,1.000000e+00
0.2,0.001,OK,1.000000e+03,1.405840e-01,-5.949050e-01,5.187860e-27,3.633290e-08,1.670750e-21,6.181090e-21,7.662660e-25,6.287500e-06,3.076820e-01,5.370670e-05,5.346570e-17,7.051770e-22,2.928410e-10,5.499160e-30,2.076040e-28,1.991130e-40,1.205640e-19,1.825370e-40,2.187760e-06,2.559500e-01,3.115680e-05,4.362740e-01,1.000000e+00
0.2,0.001,OK,1.025000e+03,1.406070e-01,-5.568570e-01,4.281400e-26,6.974840e-08,4.872070e-21,2.501660e-20,4.407480e-24,4.840530e-06,3.077240e-01,3.257870e-05,1.931880e-16,3.707440e-21,5.664660e-10,6.411530e-29,1.696650e-27,4.499360e-39,4.517620e-19,4.285510e-39,3.215040e-06,2.559540e-01,2.091850e-05,4.362600e-01,1.000000e+00
0.2,0.001,OK,1.050000e+03,1.406210e-01,-5.187650e-01,3.195260e-25,1.298530e-07,1.350960e-20,9.475770e-20,2.331750e-23,3.771220e-06,3.077490e-01,2.025020e-05,6.564220e-16,1.800420e-20,1.061460e-09,6.643520e-28,1.253790e-26,8.760120e-38,1.588980e-18,8.652020e-38,4.637960e-06,2.559570e-01,1.431260e-05,4.362500e-01,1.000000e+00
0.2,0.001,OK,1.075000e+03,1.406310e-01,-4.805850e-01,2.171660e-24,2.349490e-07,3.574640e-20,3.374610e-19,1.141280e-22,2.971050e-06,3.077650e-01,1.287640e-05,2.106420e-15,8.120950e-20,1.931050e-09,6.168510e-27,8.436850e-26,1.484870e-36,5.269390e-18,1.517970e-36,6.576380e-06,2.559590e-01,9.966900e-06,4.362440e-01,1.000000e+00
0.2,0.001,OK,1.100000e+03,1.406380e-01,-4.422940e-01,1.352730e-23,4.139460e-07,9.054510e-20,1.134690e-18,5.195480e-22,2.365220e-06,3.077740e-01,8.362930e-06,6.408560e-15,3.419500e-19,3.417600e-09,5.170820e-26,5.202780e-25,2.212010e-35,1.654180e-17,2.336650e-35,9.176530e-06,2.559600e-01,7.055760e-06,4.362390e-01,1.000000e+00
0.2,0.001,OK,1.125000e+03,1.406440e-01,-4.038790e-01,7.767570e-23,7.114210e-07,2.201930e-19,3.616050e-18,2.210460e-21,1.901450e-06,3.077800e-01,5.540080e-06,1.855120e-14,1.350320e-18,5.895100e-09,3.940010e-25,2.957450e-24,2.921080e-34,4.933720e-17,3.183400e-34,1.261440e-05,2.559590e-01,5.072280e-06,4.362350e-01,1.000000e+00
0.2,0.001,OK,1.150000e+03,1.406500e-01,-3.653310e-01,4.133480e-22,1.194590e-06,5.154610e-19,1.096000e-17,8.828420e-21,1.542740e-06,3.077840e-01,3.738570e-06,5.126160e-14,5.021720e-18,9.927410e-09,2.745980e-24,1.557880e-23,3.446430e-33,1.402770e-16,3.869130e-33,1.709940e-05,2.559580e-01,3.699220e-06,4.362310e-01,1.000000e+00
0.2,0.001,OK,1.175000e+03,1.406550e-01,-3.266450e-01,2.048380e-21,1.962750e-06,1.164380e-18,3.169490e-17,3.323380e-20,1.262580e-06,3.077860e-01,2.566940e-06,1.356150e-13,1.765530e-17,1.634650e-08,1.760500e-23,7.641810e-23,3.659240e-32,3.813720e-16,4.225930e-32,2.287760e-05,2.559560e-01,2.734460e-06,4.362270e-01,1.000000e+00
0.2,0.001,OK,1.200000e+03,1.406620e-01,-2.878190e-01,9.495080e-21,3.159710e-06,2.543720e-18,8.770910e-17,1.183540e-19,1.041740e-06,3.077880e-01,1.791320e-06,3.444290e-13,5.888850e-17,2.635560e-08,1.043720e-22,3.506240e-22,3.519410e-31,9.942050e-16,4.175580e-31,3.023500e-05,2.559520e-01,2.047040e-06,4.362220e-01,1.000000e+00
0.2,0.001,OK,1.225000e+03,1.406700e-01,-2.488470e-01,4.133870e-20,4.990060e-06,5.385170e-18,2.328860e-16,4.001020e-19,8.661510e-07,3.077890e-01,1.269240e-06,8.418910e-13,1.869490e-16,4.166230e-08,5.749370e-22,1.510940e-21,3.084860e-30,2.491650e-15,3.755440e-30,3.950120e-05,2.559470e-01,1.550750e-06,4.362160e-01,1.000000e+00
0.2,0.001,OK,1.250000e+03,1.406790e-01,-2.097270e-01,1.696750e-19,7.739910e-06,1.106880e-17,5.947860e-16,1.287950e-18,7.253930e-07,3.077890e-01,9.122890e-07,1.985060e-12,5.665590e-16,6.464770e-08,2.955730e-21,6.138270e-21,2.478050e-29,6.017410e-15,3.091750e-29,5.105180e-05,2.559390e-01,1.187990e-06,4.362100e-01,1.000000e+00
0.2,0.001,OK,1.275000e+03,1.406900e-01,-1.704520e-01,6.588440e-19,1.180310e-05,2.212720e-17,1.464490e-15,3.959360e-18,6.116790e-07,3.077890e-01,6.646120e-07,4.524550e-12,1.643550e-15,9.857770e-08,1.423920e-20,2.359120e-20,1.833680e-28,1.403430e-14,2.342100e-28,6.531150e-05,2.559300e-01,9.197150e-07,4.362010e-01,1.000000e+00
0.2,0.001,OK,1.300000e+03,1.407030e-01,-1.310170e-01,2.427960e-18,1.771340e-05,4.308920e-17,3.483630e-15,1.165470e-17,5.191360e-07,3.077890e-01,4.903560e-07,9.988720e-12,4.575450e-15,1.478630e-07,6.452260e-20,8.604900e-20,1.255840e-27,3.167420e-14,1.640390e-27,8.275670e-05,2.559180e-01,7.191270e-07,4.361910e-01,1.000000e+00
0.2,0.001,OK,1.325000e+03,1.407200e-01,-9.141160e-02,8.516890e-18,2.618490e-05,8.185900e-17,8.021320e-15,3.293010e-17,4.432970e-07,3.077880e-01,3.661420e-07,2.139740e-11,1.225220e-14,2.183760e-07,2.759640e-19,2.987600e-19,7.995460e-27,6.930430e-14,1.066990e-26,1.039170e-04,2.559020e-01,5.675770e-07,4.361790e-01,1.000000e+00
0.2,0.001,OK,1.350000e+03,1.407390e-01,-5.162510e-02,2.851590e-17,3.815920e-05,1.519200e-16,1.791060e-14,8.951490e-17,3.807340e-07,3.077860e-01,2.764970e-07,4.455110e-11,3.162700e-14,3.178240e-07,1.117640e-18,9.900790e-19,4.751370e-26,1.472660e-13,6.471840e-26,1.293780e-04,2.558820e-01,4.519470e-07,4.361630e-01,1.000000e+00
0.2,0.001,OK,1.375000e+03,1.407620e-01,-1.164220e-02,9.136170e-17,5.486340e-05,2.757810e-16,3.884630e-14,2.345970e-16,3.287980e-07,3.077840e-01,2.110390e-07,9.029730e-11,7.885700e-14,4.561990e-07,4.298930e-18,3.139720e-18,2.645400e-25,3.043860e-13,3.674560e-25,1.597810e-04,2.558560e-01,3.628960e-07,4.361440e-01,1.000000e+00
0.2,0.001,OK,1.400000e+03,1.407900e-01,2.855640e-02,2.807600e-16,7.787740e-05,4.902580e-16,8.196680e-14,5.939150e-16,2.854240e-07,3.077800e-01,1.627110e-07,1.784170e-10,1.902680e-13,6.462910e-07,1.574800e-17,9.550200e-18,1.384790e-24,6.128730e-13,1.959890e-24,1.958250e-04,2.558240e-01,2.937060e-07,4.361210e-01,1.000000e+00
0.2,0.001,OK,1.425000e+03,1.408220e-01,6.899510e-02,8.293820e-16,1.092130e-04,8.544210e-16,1.685010e-13,1.455100e-15,2.489930e-07,3.077750e-01,1.266540e-07,3.441340e-10,4.450280e-13,9.042890e-07,5.508260e-17,2.792440e-17,6.837570e-24,1.203750e-12,9.852190e-24,2.382670e-04,2.557830e-01,2.394970e-07,4.360930e-01,1.000000e+00
0.2,0.001,OK,1.450000e+03,1.408600e-01,1.097040e-01,2.359970e-15,1.514040e-04,1.461330e-15,3.379310e-13,3.455930e-15,2.182270e-07,3.077690e-01,9.948390e-08,6.487660e-10,1.010650e-12,1.250460e-06,1.844040e-16,7.864920e-17,3.194210e-23,2.309270e-12,4.682110e-23,2.879220e-04,2.557310e-01,1.966840e-07,4.360590e-01,1.000000e+00
0.2,0.001,OK,1.475000e+03,1.409040e-01,1.507210e-01,6.480650e-15,2.076110e-04,2.455080e-15,6.619990e-13,7.969380e-15,1.921080e-07,3.077600e-01,7.881550e-08,1.196810e-09,2.231810e-12,1.709900e-06,5.921920e-16,2.137810e-16,1.415770e-22,4.332140e-12,2.109600e-22,3.456580e-04,2.556660e-01,1.626150e-07,4.360180e-01,1.000000e+00
0.2,0.001,OK,1.500000e+03,1.409560e-01,1.920920e-01,1.720530e-14,2.817400e-04,4.055160e-15,1.268230e-12,1.786940e-14,1.698230e-07,3.077490e-01,6.295170e-08,2.162750e-09,4.799130e-12,2.313400e-06,1.828090e-15,5.617920e-16,5.969470e-22,7.956100e-12,9.035740e-22,4.124030e-04,2.555860e-01,1.353080e-07,4.359680e-01,1.000000e+00
0.2,0.001,OK,1.525000e+03,1.410150e-01,2.338720e-01,4.423440e-14,3.785700e-04,6.590760e-15,2.378600e-12,3.901400e-14,1.507160e-07,3.077340e-01,5.067120e-08,3.832450e-09,1.006190e-11,3.098360e-06,5.435250e-15,1.429670e-15,2.400250e-21,1.431910e-11,3.688220e-21,4.891340e-04,2.554860e-01,1.132690e-07,4.359090e-01,1.000000e+00
0.2,0.001,OK,1.550000e+03,1.410820e-01,2.761290e-01,1.103020e-13,5.039010e-04,1.054830e-14,4.371950e-12,8.304460e-14,1.342590e-07,3.077150e-01,4.108710e-08,6.665690e-09,2.059420e-11,4.109780e-06,1.559270e-14,3.528740e-15,9.224830e-21,2.527940e-11,1.438040e-20,5.768790e-04,2.553630e-01,9.536610e-08,4.358370e-01,1.000000e+00
0.2,0.001,OK,1.575000e+03,1.411600e-01,3.189430e-01,2.671580e-13,6.647130e-04,1.663670e-14,7.882670e-12,1.725450e-13,1.200190e-07,3.076900e-01,3.354940e-08,1.138930e-08,4.119500e-11,5.401350e-06,4.323580e-14,8.459740e-15,3.396060e-20,4.381680e-11,5.367510e-20,6.767100e-04,2.552100e-01,8.073030e-08,4.357520e-01,1.000000e+00
0.2,0.001,OK,1.600000e+03,1.412480e-01,3.624090e-01,6.293650e-13,8.693380e-04,2.587500e-14,1.395420e-11,3.503360e-13,1.076440e-07,3.076590e-01,2.757710e-08,1.913360e-08,8.062010e-11,7.036550e-06,1.160600e-13,1.972580e-14,1.200010e-19,7.462770e-11,1.921830e-19,7.897400e-04,2.550240e-01,6.869370e-08,4.356510e-01,1.000000e+00
0.2,0.001,OK,1.625000e+03,1.413470e-01,4.066390e-01,1.443930e-12,1.127650e-03,3.970980e-14,2.427350e-11,6.958410e-13,9.684270e-08,3.076190e-01,2.281170e-08,3.162860e-08,1.545160e-10,9.089780e-06,3.020560e-13,4.479230e-14,4.077660e-19,1.249920e-10,6.613440e-19,9.171180e-04,2.547960e-01,5.873750e-08,4.355310e-01,1.000000e+00
