Tw_K,P_bar,M[kg/kmol],Cp[kJ/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[millipoise]
675,0.0320418,2.060840e+01,7.879680e+00,-3.933960e+06,1.147100e+00,1.176580e-02,2.727080e-01
700,0.0320418,2.010000e+01,9.122270e+00,-3.717680e+06,1.153030e+00,1.106570e-02,2.800570e-01
725,0.0320418,1.961530e+01,7.843770e+00,-3.499870e+06,1.155720e+00,1.042650e-02,2.874380e-01
750,0.0320418,1.931700e+01,5.178940e+00,-3.337880e+06,1.162440e+00,9.925710e-03,2.946720e-01
775,0.0320418,1.917080e+01,4.424190e+00,-3.223950e+06,1.165240e+00,9.532800e-03,3.015860e-01
800,0.0320418,1.901620e+01,5.487930e+00,-3.100850e+06,1.156010e+00,9.160410e-03,3.081430e-01
825,0.0320418,1.880450e+01,6.490010e+00,-2.950700e+06,1.154340e+00,8.783950e-03,3.144180e-01
850,0.0320418,1.854770e+01,7.349080e+00,-2.777510e+06,1.156120e+00,8.409160e-03,3.204760e-01
875,0.0320418,1.825540e+01,8.123630e+00,-2.583930e+06,1.159570e+00,8.040150e-03,3.263490e-01
900,0.0320418,1.793580e+01,8.805950e+00,-2.372090e+06,1.163950e+00,7.679980e-03,3.320570e-01
925,0.0320418,1.759790e+01,9.364560e+00,-2.144660e+06,1.168720e+00,7.331640e-03,3.376220e-01
950,0.0320418,1.725150e+01,9.764570e+00,-1.905190e+06,1.173410e+00,6.998160e-03,3.430700e-01
975,0.0320418,1.690650e+01,9.979770e+00,-1.657980e+06,1.177640e+00,6.682370e-03,3.484310e-01
1000,0.0320418,1.657240e+01,1.000130e+01,-1.407820e+06,1.181140e+00,6.386580e-03,3.537370e-01
1025,0.0320418,1.625730e+01,9.842200e+00,-1.159430e+06,1.183770e+00,6.112320e-03,3.588040e-01
1050,0.0320418,1.596680e+01,9.538910e+00,-9.169150e+05,1.185460e+00,5.860170e-03,3.638670e-01
1075,0.0320418,1.570420e+01,9.145900e+00,-6.832340e+05,1.186200e+00,5.629770e-03,3.689500e-01
1100,0.0320418,1.547040e+01,8.729270e+00,-4.598180e+05,1.185910e+00,5.419890e-03,3.740740e-01
1125,0.0320418,1.526370e+01,8.360130e+00,-2.463750e+05,1.184410e+00,5.228650e-03,3.792540e-01
1150,0.0320418,1.508080e+01,8.110330e+00,-4.081700e+04,1.181380e+00,5.053680e-03,3.845020e-01
1175,0.0320418,1.491670e+01,8.051500e+00,1.607330e+05,1.176530e+00,4.892330e-03,3.898290e-01
1200,0.0320418,1.476530e+01,8.256550e+00,3.639560e+05,1.169830e+00,4.741800e-03,3.952470e-01
1225,0.0320418,1.461950e+01,8.801900e+00,5.763950e+05,1.161870e+00,4.599170e-03,4.007730e-01
1250,0.0320418,1.447150e+01,9.766570e+00,8.075470e+05,1.153830e+00,4.461540e-03,4.064250e-01
1275,0.0320418,1.431250e+01,1.122110e+01,1.068820e+06,1.147180e+00,4.326000e-03,4.122250e-01
1300,0.0320418,1.413400e+01,1.319160e+01,1.372940e+06,1.143180e+00,4.189900e-03,4.181930e-01
1325,0.0320418,1.392900e+01,1.556960e+01,1.731880e+06,1.142390e+00,4.051230e-03,4.243340e-01
1350,0.0320418,1.369570e+01,1.793660e+01,2.151480e+06,1.144290e+00,3.909610e-03,4.306190e-01
1375,0.0320418,1.344300e+01,1.936330e+01,2.621000e+06,1.146980e+00,3.767680e-03,4.369660e-01
1400,0.0320418,1.319530e+01,1.860510e+01,3.101200e+06,1.148030e+00,3.632220e-03,4.432300e-01
1425,0.0320418,1.298710e+01,1.531320e+01,3.529480e+06,1.147890e+00,3.512200e-03,4.492570e-01
1450,0.0320418,1.284070e+01,1.104140e+01,3.858600e+06,1.152470e+00,3.412750e-03,4.549800e-01
1475,0.0320418,1.275190e+01,7.662440e+00,4.089490e+06,1.167180e+00,3.331690e-03,4.604460e-01
1500,0.0320418,1.270150e+01,5.646270e+00,4.253320e+06,1.189120e+00,3.263220e-03,4.657480e-01
1525,0.0320418,1.267270e+01,4.589110e+00,4.379780e+06,1.210110e+00,3.202450e-03,4.709550e-01
1550,0.0320418,1.265540e+01,4.053090e+00,4.487060e+06,1.225140e+00,3.146500e-03,4.761070e-01
1575,0.0320418,1.264430e+01,3.777420e+00,4.584570e+06,1.234170e+00,3.093830e-03,4.812220e-01
1600,0.0320418,1.263660e+01,3.631720e+00,4.676990e+06,1.239010e+00,3.043630e-03,4.863090e-01
1625,0.0320418,1.263100e+01,3.553820e+00,4.766710e+06,1.241290e+00,2.995470e-03,4.913720e-01
1650,0.0320418,1.262660e+01,3.513940e+00,4.855000e+06,1.242020e+00,2.949070e-03,4.964130e-01
1675,0.0320418,1.262310e+01,3.497420e+00,4.942600e+06,1.241770e+00,2.904230e-03,5.014330e-01
1700,0.0320418,1.262000e+01,3.496810e+00,5.030000e+06,1.240860e+00,2.860830e-03,5.064340e-01
1725,0.0320418,1.261730e+01,3.508180e+00,5.117540e+06,1.239470e+00,2.818760e-03,5.114170e-01
1750,0.0320418,1.261460e+01,3.529520e+00,5.205490e+06,1.237670e+00,2.777910e-03,5.163810e-01
1775,0.0320418,1.261200e+01,3.559830e+00,5.294090e+06,1.235540e+00,2.738220e-03,5.213280e-01
1800,0.0320418,1.260930e+01,3.598730e+00,5.383560e+06,1.233110e+00,2.699600e-03,5.262580e-01
1825,0.0320418,1.260630e+01,3.646290e+00,5.474100e+06,1.230390e+00,2.662000e-03,5.311720e-01
1850,0.0320418,1.260310e+01,3.702830e+00,5.565950e+06,1.227410e+00,2.625350e-03,5.360710e-01
1875,0.0320418,1.259940e+01,3.768920e+00,5.659320e+06,1.224170e+00,2.589600e-03,5.409540e-01
1900,0.0320418,1.259530e+01,3.845280e+00,5.754480e+06,1.220710e+00,2.554680e-03,5.458220e-01
1925,0.0320418,1.259050e+01,3.932800e+00,5.851680e+06,1.217030e+00,2.520550e-03,5.506770e-01
1950,0.0320418,1.258510e+01,4.032490e+00,5.951220e+06,1.213170e+00,2.487150e-03,5.555180e-01
1975,0.0320418,1.257880e+01,4.145500e+00,6.053410e+06,1.209140e+00,2.454440e-03,5.603450e-01
2000,0.0320418,1.257150e+01,4.273090e+00,6.158610e+06,1.204980e+00,2.422370e-03,5.651600e-01
2025,0.0320418,1.256320e+01,4.416610e+00,6.267200e+06,1.200740e+00,2.390880e-03,5.698200e-01
2050,0.0320418,1.255370e+01,4.577570e+00,6.379590e+06,1.196440e+00,2.359930e-03,5.744660e-01
2075,0.0320418,1.254280e+01,4.757560e+00,6.496240e+06,1.192130e+00,2.329470e-03,5.790970e-01
2100,0.0320418,1.253030e+01,4.958290e+00,6.617640e+06,1.187860e+00,2.299460e-03,5.837140e-01
2125,0.0320418,1.251620e+01,5.181620e+00,6.744340e+06,1.183670e+00,2.269840e-03,5.883160e-01
2150,0.0320418,1.250010e+01,5.429500e+00,6.876930e+06,1.179620e+00,2.240570e-03,5.929060e-01
2175,0.0320418,1.248200e+01,5.704050e+00,7.016040e+06,1.175730e+00,2.211600e-03,5.974810e-01
2200,0.0320418,1.246150e+01,6.007540e+00,7.162370e+06,1.172070e+00,2.182880e-03,6.020430e-01
2225,0.0320418,1.243850e+01,6.342410e+00,7.316680e+06,1.168650e+00,2.154370e-03,6.065900e-01
2250,0.0320418,1.241270e+01,6.711280e+00,7.479770e+06,1.165530e+00,2.126010e-03,6.111220e-01
2275,0.0320418,1.238390e+01,7.117010e+00,7.652550e+06,1.162730e+00,2.097770e-03,6.156380e-01
2300,0.0320418,1.235170e+01,7.562680e+00,7.835960e+06,1.160280e+00,2.069580e-03,6.201370e-01
2325,0.0320418,1.231600e+01,8.051680e+00,8.031040e+06,1.158210e+00,2.041410e-03,6.246180e-01
2350,0.0320418,1.227640e+01,8.587710e+00,8.238930e+06,1.156540e+00,2.013190e-03,6.290770e-01
2375,0.0320418,1.223260e+01,9.174880e+00,8.460850e+06,1.155280e+00,1.984900e-03,6.335120e-01
2400,0.0320418,1.218430e+01,9.817690e+00,8.698140e+06,1.154460e+00,1.956460e-03,6.379200e-01
2425,0.0320418,1.213110e+01,1.052120e+01,8.952240e+06,1.154090e+00,1.927840e-03,6.422970e-01
2450,0.0320418,1.207270e+01,1.129080e+01,9.224750e+06,1.154200e+00,1.898990e-03,6.466360e-01
2475,0.0320418,1.200880e+01,1.213280e+01,9.517390e+06,1.154790e+00,1.869850e-03,6.509330e-01
2500,0.0320418,1.193890e+01,1.305360e+01,9.832050e+06,1.155880e+00,1.840370e-03,6.551810e-01
2525,0.0320418,1.186260e+01,1.406050e+01,1.017080e+07,1.157500e+00,1.810510e-03,6.593700e-01
2550,0.0320418,1.177960e+01,1.516080e+01,1.053580e+07,1.159660e+00,1.780220e-03,6.634920e-01
2575,0.0320418,1.168950e+01,1.636180e+01,1.092970e+07,1.162390e+00,1.749450e-03,6.675380e-01
2600,0.0320418,1.159190e+01,1.767050e+01,1.135480e+07,1.165690e+00,1.718160e-03,6.714950e-01
2625,0.0320418,1.148640e+01,1.909230e+01,1.181410e+07,1.169600e+00,1.686310e-03,6.753540e-01
2650,0.0320418,1.137280e+01,2.063040e+01,1.231040e+07,1.174110e+00,1.653880e-03,6.791020e-01
2675,0.0320418,1.125080e+01,2.228460e+01,1.284660e+07,1.179220e+00,1.620840e-03,6.827270e-01
2700,0.0320418,1.112020e+01,2.404930e+01,1.342560e+07,1.184900e+00,1.587190e-03,6.862200e-01
2725,0.0320418,1.098100e+01,2.591250e+01,1.404990e+07,1.191120e+00,1.552960e-03,6.895710e-01
2750,0.0320418,1.083360e+01,2.785430e+01,1.472190e+07,1.197790e+00,1.518170e-03,6.927720e-01
2775,0.0320418,1.067820e+01,2.984660e+01,1.544300e+07,1.204810e+00,1.482910e-03,6.958190e-01
2800,0.0320418,1.051540e+01,3.185270e+01,1.621430e+07,1.212030e+00,1.447270e-03,6.987060e-01
2825,0.0320418,1.034630e+01,3.382940e+01,1.703540e+07,1.219300e+00,1.411390e-03,7.014340e-01
2850,0.0320418,1.017180e+01,3.572880e+01,1.790510e+07,1.226430e+00,1.375420e-03,7.040010e-01
2875,0.0320418,9.993420e+00,3.750190e+01,1.882080e+07,1.233230e+00,1.339550e-03,7.064060e-01
2900,0.0320418,9.812510e+00,3.910230e+01,1.977880e+07,1.239540e+00,1.303960e-03,7.086510e-01
2925,0.0320418,9.630640e+00,4.048940e+01,2.077420e+07,1.245180e+00,1.268850e-03,7.107320e-01
2950,0.0320418,9.449380e+00,4.163120e+01,2.180120e+07,1.250050e+00,1.234420e-03,7.126500e-01
2975,0.0320418,9.270220e+00,4.250570e+01,2.285350e+07,1.254050e+00,1.200840e-03,7.144000e-01
3000,0.0320418,9.094510e+00,4.310190e+01,2.392420e+07,1.257150e+00,1.168260e-03,7.159830e-01
3025,0.0320418,8.923470e+00,4.341890e+01,2.500630e+07,1.259330e+00,1.136820e-03,7.173970e-01
3050,0.0320418,8.758110e+00,4.346490e+01,2.609290e+07,1.260620e+00,1.106600e-03,7.186480e-01
3075,0.0320418,8.599220e+00,4.325570e+01,2.717740e+07,1.261070e+00,1.077690e-03,7.197410e-01
3100,0.0320418,8.447410e+00,4.281330e+01,2.825370e+07,1.260740e+00,1.050130e-03,7.206900e-01
3125,0.0320418,8.303090e+00,4.216390e+01,2.931630e+07,1.259720e+00,1.023930e-03,7.215100e-01
3150,0.0320418,8.166510e+00,4.133700e+01,3.036040e+07,1.258100e+00,9.990980e-04,7.222210e-01
3175,0.0320418,8.037760e+00,4.036390e+01,3.138190e+07,1.255970e+00,9.756040e-04,7.228490e-01
3200,0.0320418,7.916800e+00,3.927690e+01,3.237770e+07,1.253430e+00,9.534140e-04,7.234180e-01
3225,0.0320418,7.803460e+00,3.810800e+01,3.334510e+07,1.250580e+00,9.324800e-04,7.239550e-01
3250,0.0320418,7.697520e+00,3.688870e+01,3.428260e+07,1.247500e+00,9.127440e-04,7.244860e-01
3275,0.0320418,7.598640e+00,3.564850e+01,3.518940e+07,1.244260e+00,8.941420e-04,7.250370e-01
3300,0.0320418,7.506460e+00,3.441460e+01,3.606510e+07,1.240960e+00,8.766040e-04,7.256300e-01
3325,0.0320418,7.420570e+00,3.321150e+01,3.691040e+07,1.237630e+00,8.600570e-04,7.262850e-01
3350,0.0320418,7.340520e+00,3.206010e+01,3.772610e+07,1.234350e+00,8.444300e-04,7.270200e-01
3375,0.0320418,7.265850e+00,3.097770e+01,3.851390e+07,1.231140e+00,8.296500e-04,7.278460e-01
3400,0.0320418,7.196120e+00,2.997780e+01,3.927570e+07,1.228050e+00,8.156450e-04,7.287750e-01
3425,0.0320418,7.130850e+00,2.906980e+01,4.001360e+07,1.225090e+00,8.023480e-04,7.298140e-01
3450,0.0320418,7.069610e+00,2.825960e+01,4.073000e+07,1.222290e+00,7.896930e-04,7.309680e-01
3475,0.0320418,7.011980e+00,2.754910e+01,4.142740e+07,1.219650e+00,7.776200e-04,7.322390e-01
3500,0.0320418,6.957550e+00,2.693720e+01,4.210830e+07,1.217200e+00,7.660730e-04,7.336280e-01
3525,0.0320418,6.905950e+00,2.641910e+01,4.277500e+07,1.214940e+00,7.549990e-04,7.351350e-01
3550,0.0320418,6.856860e+00,2.598750e+01,4.343000e+07,1.212870e+00,7.443530e-04,7.367580e-01
3575,0.0320418,6.809960e+00,2.563230e+01,4.407510e+07,1.211020e+00,7.340930e-04,7.384960e-01
3600,0.0320418,6.765010e+00,2.534110e+01,4.471210e+07,1.209380e+00,7.241820e-04,7.403470e-01
3625,0.0320418,6.721760e+00,2.509960e+01,4.534250e+07,1.207960e+00,7.145910e-04,7.423080e-01
3650,0.0320418,6.680050e+00,2.489160e+01,4.596740e+07,1.206780e+00,7.052920e-04,7.443790e-01
3675,0.0320418,6.639720e+00,2.469970e+01,4.658720e+07,1.205820e+00,6.962650e-04,7.465570e-01
3700,0.0320418,6.600680e+00,2.450550e+01,4.720230e+07,1.205100e+00,6.874940e-04,7.488430e-01
3725,0.0320418,6.562840e+00,2.429060e+01,4.781230e+07,1.204600e+00,6.789660e-04,7.512350e-01
3750,0.0320418,6.526200e+00,2.403640e+01,4.841650e+07,1.204340e+00,6.706730e-04,7.537330e-01
3775,0.0320418,6.490740e+00,2.372590e+01,4.901370e+07,1.204300e+00,6.626120e-04,7.563370e-01
3800,0.0320418,6.456510e+00,2.334360e+01,4.960220e+07,1.204490e+00,6.547810e-04,7.590480e-01
3825,0.0320418,6.423550e+00,2.287730e+01,5.018020e+07,1.204930e+00,6.471810e-04,7.618640e-01
3850,0.0320418,6.391950e+00,2.231840e+01,5.074530e+07,1.205620e+00,6.398150e-04,7.647860e-01
3875,0.0320418,6.361780e+00,2.166290e+01,5.129530e+07,1.206600e+00,6.326870e-04,7.678100e-01
3900,0.0320418,6.333130e+00,2.091220e+01,5.182770e+07,1.207910e+00,6.258000e-04,7.709360e-01
3925,0.0320418,6.306090e+00,2.007300e+01,5.234020e+07,1.209590e+00,6.191590e-04,7.741580e-01
3950,0.0320418,6.280720e+00,1.915710e+01,5.283070e+07,1.211720e+00,6.127660e-04,7.774740e-01
3975,0.0320418,6.257080e+00,1.818090e+01,5.329750e+07,1.214370e+00,6.066200e-04,7.808760e-01
4000,0.0320418,6.235200e+00,1.716390e+01,5.373940e+07,1.217620e+00,6.007200e-04,7.843580e-01
200,0.0569792,2.575290e+01,1.321060e+00,-5.940200e+06,1.323440e+00,8.824250e-02,8.941740e-02
225,0.0569792,2.575290e+01,1.352440e+00,-5.906790e+06,1.313580e+00,7.843780e-02,9.938210e-02
250,0.0569792,2.575290e+01,1.388770e+00,-5.872540e+06,1.302890e+00,7.059400e-02,1.092570e-01
275,0.0569792,2.575290e+01,1.430930e+00,-5.837300e+06,1.291370e+00,6.417640e-02,1.190290e-01
300,0.0569792,2.575290e+01,1.478460e+00,-5.800950e+06,1.279390e+00,5.882830e-02,1.286830e-01
325,0.0569792,2.575280e+01,1.530890e+00,-5.763340e+06,1.267300e+00,5.430290e-02,1.385830e-01
350,0.0569792,2.575250e+01,1.589280e+00,-5.724350e+06,1.255160e+00,5.042350e-02,1.484110e-01
375,0.0569792,2.575110e+01,1.659200e+00,-5.683780e+06,1.242460e+00,4.705950e-02,1.581610e-01
400,0.0569792,2.574640e+01,1.756500e+00,-5.641170e+06,1.227950e+00,4.411020e-02,1.678320e-01
425,0.0569792,2.573250e+01,1.916700e+00,-5.595440e+06,1.209860e+00,4.149300e-02,1.774350e-01
450,0.0569792,2.569630e+01,2.207540e+00,-5.544260e+06,1.187330e+00,3.913270e-02,1.870000e-01
475,0.0569792,2.561250e+01,2.740280e+00,-5.483060e+06,1.162910e+00,3.695230e-02,1.965890e-01
500,0.0569792,2.543870e+01,3.667350e+00,-5.403960e+06,1.142530e+00,3.486640e-02,2.063070e-01
525,0.0569792,2.511470e+01,5.136600e+00,-5.295140e+06,1.131620e+00,3.278320e-02,2.159240e-01
550,0.0569792,2.457890e+01,7.150530e+00,-5.142480e+06,1.131700e+00,3.062540e-02,2.258850e-01
575,0.0569792,2.381120e+01,9.302410e+00,-4.936280e+06,1.139780e+00,2.837890e-02,2.361660e-01
600,0.0569792,2.289060e+01,1.061040e+01,-4.684350e+06,1.149030e+00,2.614500e-02,2.464790e-01
625,0.0569792,2.199950e+01,1.009500e+01,-4.421330e+06,1.152670e+00,2.412210e-02,2.561300e-01
650,0.0569792,2.132090e+01,7.942750e+00,-4.193710e+06,1.150520e+00,2.247880e-02,2.649090e-01
675,0.0569792,2.088950e+01,6.708200e+00,-4.017600e+06,1.148110e+00,2.120830e-02,2.727090e-01
700,0.0569792,2.046920e+01,8.150990e+00,-3.833410e+06,1.150800e+00,2.003940e-02,2.799980e-01
725,0.0569792,1.997380e+01,8.760760e+00,-3.617800e+06,1.156300e+00,1.888010e-02,2.872330e-01
750,0.0569792,1.954310e+01,7.122100e+00,-3.415070e+06,1.158390e+00,1.785720e-02,2.944760e-01
775,0.0569792,1.929120e+01,4.866880e+00,-3.267190e+06,1.165100e+00,1.705840e-02,3.015450e-01
800,0.0569792,1.915210e+01,4.590220e+00,-3.154000e+06,1.163700e+00,1.640620e-02,3.083080e-01
825,0.0569792,1.899270e+01,5.548760e+00,-3.027530e+06,1.156970e+00,1.577670e-02,3.147460e-01
850,0.0569792,1.878510e+01,6.418390e+00,-2.877630e+06,1.156200e+00,1.514530e-02,3.209350e-01
875,0.0569792,1.853870e+01,7.179900e+00,-2.707490e+06,1.158170e+00,1.451960e-02,3.269300e-01
900,0.0569792,1.826130e+01,7.869760e+00,-2.519230e+06,1.161590e+00,1.390500e-02,3.327580e-01
925,0.0569792,1.795990e+01,8.480010e+00,-2.314660e+06,1.165830e+00,1.330590e-02,3.384370e-01
950,0.0569792,1.764190e+01,8.986090e+00,-2.096090e+06,1.170430e+00,1.272640e-02,3.439880e-01
975,0.0569792,1.731570e+01,9.361140e+00,-1.866450e+06,1.175000e+00,1.217070e-02,3.494330e-01
1000,0.0569792,1.698950e+01,9.584710e+00,-1.629300e+06,1.179190e+00,1.164300e-02,3.547970e-01
1025,0.0569792,1.667150e+01,9.648620e+00,-1.388560e+06,1.182760e+00,1.114630e-02,3.598940e-01
1050,0.0569792,1.636840e+01,9.562190e+00,-1.148130e+06,1.185520e+00,1.068310e-02,3.649530e-01
1075,0.0569792,1.608560e+01,9.352010e+00,-9.114820e+05,1.187370e+00,1.025440e-02,3.700010e-01
1100,0.0569792,1.582620e+01,9.060220e+00,-6.812110e+05,1.188260e+00,9.859780e-03,3.750610e-01
1125,0.0569792,1.559160e+01,8.740370e+00,-4.587060e+05,1.188070e+00,9.497720e-03,3.801520e-01
1150,0.0569792,1.538080e+01,8.452850e+00,-2.439240e+05,1.186660e+00,9.165630e-03,3.852900e-01
1175,0.0569792,1.519130e+01,8.261290e+00,-3.526440e+04,1.183790e+00,8.860140e-03,3.904870e-01
1200,0.0569792,1.501930e+01,8.231020e+00,1.704840e+05,1.179260e+00,8.577300e-03,3.957560e-01
1225,0.0569792,1.485950e+01,8.429120e+00,3.781890e+05,1.173120e+00,8.312850e-03,4.011110e-01
1250,0.0569792,1.470570e+01,8.925070e+00,5.944220e+05,1.165840e+00,8.062290e-03,4.065650e-01
1275,0.0569792,1.455100e+01,9.789000e+00,8.275110e+05,1.158410e+00,7.821020e-03,4.121370e-01
1300,0.0569792,1.438760e+01,1.108230e+01,1.087460e+06,1.152100e+00,7.584500e-03,4.178460e-01
1325,0.0569792,1.420800e+01,1.282910e+01,1.385430e+06,1.148030e+00,7.348490e-03,4.237080e-01
1350,0.0569792,1.400570e+01,1.494920e+01,1.732090e+06,1.146820e+00,7.109720e-03,4.297290e-01
1375,0.0569792,1.377840e+01,1.712750e+01,2.133490e+06,1.148180e+00,6.867150e-03,4.358880e-01
1400,0.0569792,1.353200e+01,1.865260e+01,2.583140e+06,1.150680e+00,6.623910e-03,4.421200e-01
1425,0.0569792,1.328530e+01,1.848370e+01,3.051900e+06,1.152140e+00,6.389100e-03,4.483100e-01
1450,0.0569792,1.306790e+01,1.603460e+01,3.487830e+06,1.151960e+00,6.176190e-03,4.543170e-01
1475,0.0569792,1.290420e+01,1.220700e+01,3.841870e+06,1.154040e+00,5.995430e-03,4.600580e-01
1500,0.0569792,1.279730e+01,8.711470e+00,4.101280e+06,1.163940e+00,5.846680e-03,4.655470e-01
1525,0.0569792,1.273320e+01,6.380750e+00,4.287440e+06,1.181760e+00,5.722010e-03,4.708580e-01
1550,0.0569792,1.269520e+01,5.060140e+00,4.428780e+06,1.201540e+00,5.612920e-03,4.760610e-01
1575,0.0569792,1.267180e+01,4.354240e+00,4.545530e+06,1.217600e+00,5.513680e-03,4.812000e-01
1600,0.0569792,1.265670e+01,3.976660e+00,4.649190e+06,1.228300e+00,5.421030e-03,4.862980e-01
1625,0.0569792,1.264620e+01,3.769480e+00,4.745770e+06,1.234640e+00,5.333220e-03,4.913660e-01
1650,0.0569792,1.263860e+01,3.652910e+00,4.838410e+06,1.238050e+00,5.249250e-03,4.964100e-01
1675,0.0569792,1.263280e+01,3.587240e+00,4.928830e+06,1.239610e+00,5.168520e-03,5.014310e-01
1700,0.0569792,1.262810e+01,3.552350e+00,5.018020e+06,1.240010e+00,5.090640e-03,5.064330e-01
1725,0.0569792,1.262430e+01,3.537730e+00,5.106620e+06,1.239610e+00,5.015330e-03,5.114160e-01
1750,0.0569792,1.262090e+01,3.537690e+00,5.195030e+06,1.238650e+00,4.942360e-03,5.163800e-01
1775,0.0569792,1.261780e+01,3.549090e+00,5.283590e+06,1.237250e+00,4.871570e-03,5.213270e-01
1800,0.0569792,1.261490e+01,3.570190e+00,5.372570e+06,1.235500e+00,4.802790e-03,5.262570e-01
1825,0.0569792,1.261200e+01,3.600100e+00,5.462180e+06,1.233430e+00,4.735910e-03,5.311710e-01
1850,0.0569792,1.260900e+01,3.638440e+00,5.552640e+06,1.231090e+00,4.670790e-03,5.360690e-01
1875,0.0569792,1.260580e+01,3.685190e+00,5.644170e+06,1.228490e+00,4.607340e-03,5.409520e-01
1900,0.0569792,1.260230e+01,3.740600e+00,5.736970e+06,1.225660e+00,4.545460e-03,5.458200e-01
1925,0.0569792,1.259840e+01,3.805100e+00,5.831270e+06,1.222610e+00,4.485040e-03,5.506740e-01
1950,0.0569792,1.259400e+01,3.879270e+00,5.927310e+06,1.219350e+00,4.426010e-03,5.555140e-01
1975,0.0569792,1.258910e+01,3.963850e+00,6.025320e+06,1.215910e+00,4.368270e-03,5.603410e-01
2000,0.0569792,1.258350e+01,4.059680e+00,6.125590e+06,1.212310e+00,4.311740e-03,5.651560e-01
2025,0.0569792,1.257710e+01,4.167690e+00,6.228410e+06,1.208580e+00,4.256350e-03,5.698150e-01
2050,0.0569792,1.256980e+01,4.288940e+00,6.334090e+06,1.204740e+00,4.202000e-03,5.744590e-01
2075,0.0569792,1.256150e+01,4.424570e+00,6.442980e+06,1.200820e+00,4.148630e-03,5.790890e-01
2100,0.0569792,1.255200e+01,4.575790e+00,6.555450e+06,1.196860e+00,4.096160e-03,5.837050e-01
2125,0.0569792,1.254130e+01,4.743950e+00,6.671910e+06,1.192910e+00,4.044510e-03,5.883080e-01
2150,0.0569792,1.252920e+01,4.930450e+00,6.792800e+06,1.188980e+00,3.993610e-03,5.928960e-01
2175,0.0569792,1.251540e+01,5.136820e+00,6.918600e+06,1.185130e+00,3.943380e-03,5.974720e-01
2200,0.0569792,1.250000e+01,5.364670e+00,7.049820e+06,1.181400e+00,3.893750e-03,6.020350e-01
2225,0.0569792,1.248260e+01,5.615730e+00,7.187020e+06,1.177810e+00,3.844650e-03,6.065840e-01
2250,0.0569792,1.246310e+01,5.891860e+00,7.330810e+06,1.174420e+00,3.796000e-03,6.111200e-01
2275,0.0569792,1.244130e+01,6.195030e+00,7.481840e+06,1.171240e+00,3.747720e-03,6.156420e-01
2300,0.0569792,1.241700e+01,6.527380e+00,7.640810e+06,1.168310e+00,3.699750e-03,6.201510e-01
2325,0.0569792,1.239000e+01,6.891200e+00,7.808470e+06,1.165670e+00,3.652010e-03,6.246440e-01
2350,0.0569792,1.236010e+01,7.288970e+00,7.985650e+06,1.163330e+00,3.604420e-03,6.291210e-01
2375,0.0569792,1.232690e+01,7.723400e+00,8.173230e+06,1.161310e+00,3.556910e-03,6.335810e-01
2400,0.0569792,1.229030e+01,8.197410e+00,8.372150e+06,1.159650e+00,3.509410e-03,6.380210e-01
2425,0.0569792,1.225000e+01,8.714240e+00,8.583450e+06,1.158360e+00,3.461840e-03,6.424400e-01
2450,0.0569792,1.220580e+01,9.277400e+00,8.808250e+06,1.157450e+00,3.414130e-03,6.468340e-01
2475,0.0569792,1.215720e+01,9.890770e+00,9.047740e+06,1.156940e+00,3.366210e-03,6.511990e-01
2500,0.0569792,1.210410e+01,1.055860e+01,9.303240e+06,1.156840e+00,3.317990e-03,6.555330e-01
2525,0.0569792,1.204610e+01,1.128560e+01,9.576160e+06,1.157180e+00,3.269400e-03,6.598300e-01
2550,0.0569792,1.198300e+01,1.207660e+01,9.868050e+06,1.157960e+00,3.220380e-03,6.640830e-01
2575,0.0569792,1.191430e+01,1.293730e+01,1.018060e+07,1.159210e+00,3.170840e-03,6.682870e-01
2600,0.0569792,1.183980e+01,1.387310e+01,1.051550e+07,1.160930e+00,3.120720e-03,6.724350e-01
2625,0.0569792,1.175920e+01,1.488980e+01,1.087490e+07,1.163150e+00,3.069940e-03,6.765170e-01
2650,0.0569792,1.167210e+01,1.599280e+01,1.126080e+07,1.165890e+00,3.018450e-03,6.805260e-01
2675,0.0569792,1.157810e+01,1.718710e+01,1.167530e+07,1.169150e+00,2.966170e-03,6.844520e-01
2700,0.0569792,1.147710e+01,1.847620e+01,1.212090e+07,1.172950e+00,2.913070e-03,6.882850e-01
