Bg,P_atm,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH4,CN,CO,CO2,C2,C2H,"C2H2,acetylene",C3,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,CH2OH,CNN,CNC,CNCOCN,C6H6,CH,CH2,CH3,C2H4,C2H6,"C3H3,1-propynl","C3H3,2-propynl","C6H5O,phenoxy","C6H5OH,phenol",O2,OH,Si,SiO,SiO2,Si2,SiN,C(gr),SiO2(a-qz),SiO2(b-qz),SiO2(b-crt)
2.0,0.001,5.500000e+02,0.000000e+00,1.018060e+01,9.451540e-58,8.899010e-18,3.673400e-67,9.608700e-42,5.257870e-03,2.952160e-36,2.054750e-31,5.742810e-58,9.884180e-67,2.738770e-46,2.658900e-20,6.700040e-66,6.806800e-86,2.673430e-39,1.687670e-86,1.035400e-12,1.112500e-01,5.398580e-30,4.362960e-02,3.950540e-54,2.247400e-60,2.959010e-58,1.864200e-74,4.581710e-26,1.477500e-50,9.382670e-36,4.230550e-18,1.180100e-13,4.152830e-11,1.456600e-44,4.592390e-33,1.869770e-69,8.286560e-61,1.743440e-95,2.700920e-51,7.292630e-12,9.538060e-12,7.042710e-44,8.398620e-01,3.908960e-12,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,5.750000e+02,0.000000e+00,1.020990e+01,8.784870e-55,7.339790e-17,1.193060e-63,8.719490e-40,2.627900e-03,1.920880e-34,2.158510e-29,1.216810e-54,2.764290e-63,6.165210e-44,2.413150e-19,1.999940e-62,1.680420e-81,2.047170e-37,4.727630e-82,3.726490e-12,1.161910e-01,1.651500e-28,4.351540e-02,1.022450e-51,9.378200e-58,2.035620e-55,5.992780e-71,1.029540e-25,4.445340e-48,3.961890e-34,1.759720e-17,1.977730e-13,1.910850e-11,1.073180e-42,1.128770e-31,9.050800e-67,1.033000e-58,1.560540e-90,1.176470e-48,3.357860e-11,7.023680e-11,1.868800e-41,8.376650e-01,1.147960e-11,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,6.000000e+02,0.000000e+00,1.023380e+01,4.624220e-52,5.036120e-16,1.974130e-60,5.444470e-38,1.332490e-03,8.828950e-33,1.535220e-27,1.356820e-51,3.995060e-60,8.751750e-42,1.786080e-18,3.062650e-59,1.787940e-77,1.071600e-35,5.649010e-78,1.193940e-11,1.186250e-01,3.713360e-27,4.345920e-02,1.611040e-49,2.372300e-55,8.137910e-53,9.836650e-68,2.028170e-25,8.231430e-46,1.199760e-32,6.298450e-17,3.040870e-13,8.791860e-12,5.348910e-41,2.060860e-30,2.478990e-64,8.077580e-57,5.382740e-86,3.053040e-46,1.362900e-10,4.373040e-10,3.107590e-39,8.365830e-01,3.087340e-11,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,6.250000e+02,0.000000e+00,1.025500e+01,1.475650e-49,2.952300e-15,1.804570e-57,2.445700e-36,6.973580e-04,2.987700e-31,7.747320e-26,8.601550e-49,3.228700e-57,8.317420e-40,1.115090e-17,2.606250e-56,9.067370e-74,4.050240e-34,3.188020e-74,3.468350e-11,1.198190e-01,6.428690e-26,4.343160e-02,1.663790e-47,3.860750e-53,2.016980e-50,8.931910e-65,3.661180e-25,9.988960e-44,2.736960e-31,2.003130e-16,4.417000e-13,4.161710e-12,1.916970e-39,2.937140e-29,4.212710e-62,4.311020e-55,8.024040e-82,5.046850e-44,4.949210e-10,2.348640e-09,3.425190e-37,8.360520e-01,7.681180e-11,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,6.500000e+02,0.000000e+00,1.027500e+01,3.024120e-47,1.509080e-14,9.758740e-55,8.208250e-35,3.788180e-04,7.709880e-30,2.886020e-24,3.309310e-46,1.559960e-54,5.554710e-38,6.015470e-17,1.318690e-53,2.386850e-70,1.152650e-32,9.262920e-71,9.258590e-11,1.204170e-01,8.872550e-25,4.341780e-02,1.190700e-45,4.251920e-51,3.274180e-48,4.802230e-62,6.203150e-25,8.359100e-42,4.881610e-30,5.777730e-16,6.157690e-13,2.048430e-12,5.166880e-38,3.385070e-28,4.747980e-60,1.664040e-53,5.695600e-78,5.610950e-42,1.628490e-09,1.106750e-08,2.623970e-35,8.357860e-01,1.783490e-10,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,6.750000e+02,0.000000e+00,1.029430e+01,4.180330e-45,6.835760e-14,3.309420e-52,2.125770e-33,2.136550e-04,1.563410e-28,8.208310e-23,8.168190e-44,4.769950e-52,2.713650e-36,2.855810e-16,4.202540e-51,3.507020e-67,2.554000e-31,1.491360e-67,2.294830e-10,1.207270e-01,1.003290e-23,4.341070e-02,6.170640e-44,3.308850e-49,3.648050e-46,1.620090e-59,1.000040e-24,5.032180e-40,7.010720e-29,1.532810e-15,8.313170e-13,1.050830e-12,1.084580e-36,3.240310e-27,3.735350e-58,4.847600e-52,2.090600e-74,4.389110e-40,4.908270e-09,4.642910e-08,1.454790e-33,8.356480e-01,3.894170e-10,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,7.000000e+02,0.000000e+00,1.031330e+01,4.065410e-43,2.781000e-13,7.398490e-50,4.367450e-32,1.248860e-04,2.556230e-27,1.834670e-21,1.356430e-41,9.692660e-50,1.003220e-34,1.210740e-15,8.863110e-49,3.061090e-64,4.529740e-30,1.417130e-64,5.325850e-10,1.208940e-01,9.505590e-23,4.340680e-02,2.400990e-42,1.888250e-47,2.904230e-44,3.604600e-57,1.547310e-24,2.258550e-38,8.305670e-28,3.779820e-15,1.092980e-12,5.612000e-13,1.824060e-35,2.631870e-26,2.137620e-56,1.101930e-50,4.258690e-71,2.509610e-38,1.367820e-08,1.755660e-07,6.042950e-32,8.355740e-01,8.048440e-10,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,7.250000e+02,0.000000e+00,1.033220e+01,2.884350e-41,1.027700e-12,1.138310e-47,7.290590e-31,7.546240e-05,3.445750e-26,3.303850e-20,1.578860e-39,1.365210e-47,2.889310e-33,4.640090e-15,1.290860e-46,1.674860e-61,6.583010e-29,8.391590e-62,1.165510e-09,1.209870e-01,7.689140e-22,4.340460e-02,7.231010e-41,8.159010e-46,1.710300e-42,5.521300e-55,2.311420e-24,7.792210e-37,8.284360e-27,8.736390e-15,1.404870e-12,3.112600e-13,2.516930e-34,1.846280e-25,9.208910e-55,2.008640e-49,5.116780e-68,1.083660e-36,3.552950e-08,6.048640e-07,1.937570e-30,8.355320e-01,1.583540e-09,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,7.500000e+02,0.000000e+00,1.035110e+01,1.540670e-39,3.483270e-12,1.251130e-45,1.009530e-29,4.701300e-05,3.903870e-25,4.897820e-19,1.334650e-37,1.382470e-45,6.647000e-32,1.624200e-14,1.347210e-44,6.018320e-59,7.998320e-28,3.246140e-59,2.419510e-09,1.210400e-01,5.396310e-21,4.340340e-02,1.730060e-39,2.744520e-44,7.677930e-41,6.043040e-53,3.348750e-24,2.121850e-35,7.079430e-26,1.905780e-14,1.770540e-12,1.787900e-13,2.907710e-33,1.135570e-24,3.074890e-53,3.004330e-48,3.822380e-65,3.634730e-35,8.662760e-08,1.916340e-06,4.920790e-29,8.355070e-01,2.980640e-09,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,7.750000e+02,0.000000e+00,1.036980e+01,6.367950e-38,1.091980e-11,1.014760e-43,1.180690e-28,3.012170e-05,3.780310e-24,6.090470e-18,8.450260e-36,1.039040e-43,1.248380e-30,5.239140e-14,1.040510e-42,1.479110e-56,8.267120e-27,8.547220e-57,4.789300e-09,1.210720e-01,3.331640e-20,4.340250e-02,3.363100e-38,7.362950e-43,2.697260e-39,4.881740e-51,4.722160e-24,4.666160e-34,5.262030e-25,3.946720e-14,2.192940e-12,1.060680e-13,2.862010e-32,6.203540e-24,8.160040e-52,3.760320e-47,1.858710e-62,9.704130e-34,1.994710e-07,5.628450e-06,1.012350e-27,8.354900e-01,5.390370e-09,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,8.000000e+02,0.000000e+00,1.038850e+01,2.086110e-36,3.189490e-11,6.248480e-42,1.184870e-27,1.980170e-05,3.175170e-23,6.457800e-17,4.116750e-34,5.959930e-42,1.950870e-29,1.569440e-13,6.117140e-41,2.576210e-54,7.380490e-26,1.587960e-54,9.080360e-09,1.210900e-01,1.831450e-19,4.340170e-02,5.416670e-37,1.609110e-41,7.586950e-38,2.994390e-49,6.500340e-24,8.454790e-33,3.447000e-24,7.798560e-14,2.674400e-12,6.482220e-14,2.436880e-31,3.044060e-23,1.758970e-50,4.006030e-46,6.124160e-60,2.106770e-32,4.360960e-07,1.543330e-05,1.720490e-26,8.354720e-01,9.401260e-09,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,8.250000e+02,0.000000e+00,1.040710e+01,5.532000e-35,8.735730e-11,2.994730e-40,1.034570e-26,1.332800e-05,2.343270e-22,5.923150e-16,1.580100e-32,2.673740e-40,2.579440e-28,4.395790e-13,2.806090e-39,3.280870e-52,5.767370e-25,2.148530e-52,1.655500e-08,1.211000e-01,9.059060e-19,4.340060e-02,7.353160e-36,2.918420e-40,1.743540e-36,1.429760e-47,8.756880e-24,1.284680e-31,2.013150e-23,1.476760e-13,3.216650e-12,4.071190e-14,1.818950e-30,1.354970e-22,3.139040e-49,3.686770e-45,1.416190e-57,3.789540e-31,9.094980e-07,3.975130e-05,2.457280e-25,8.354450e-01,1.586510e-08,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
2.0,0.001,8.500000e+02,0.000000e+00,1.042530e+01,1.209830e-33,2.256330e-10,1.141890e-38,7.956350e-26,9.167190e-06,1.536900e-21,4.759120e-15,4.877990e-31,9.586520e-39,2.928500e-27,1.158030e-12,1.026600e-37,3.140490e-50,3.991430e-24,2.177000e-50,2.912430e-08,1.211030e-01,4.069180e-18,4.339860e-02,8.540160e-35,4.465430e-39,3.332260e-35,5.431680e-46,1.156910e-23,1.662570e-30,1.058940e-22,2.690190e-13,3.820760e-12,2.621990e-14,1.204260e-29,5.518520e-22,4.715510e-48,2.969080e-44,2.370520e-55,5.741060e-30,1.816920e-06,9.669070e-05,2.993850e-24,8.353910e-01,2.598010e-08,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,8.750000e+02,0.000000e+00,1.044280e+01,2.218300e-32,5.523310e-10,3.531260e-37,5.448120e-25,6.432040e-06,9.049400e-21,3.386770e-14,1.233180e-29,2.800210e-37,2.892370e-26,2.884560e-12,3.053970e-36,2.315340e-48,2.471990e-23,1.693280e-48,4.959100e-08,1.210960e-01,1.673070e-17,4.339430e-02,8.597670e-34,5.848400e-38,5.380590e-34,1.673610e-44,1.501620e-23,1.857940e-29,5.062000e-22,4.730370e-13,4.487090e-12,1.728110e-14,7.145230e-29,2.072260e-21,6.049960e-47,2.115890e-43,2.950800e-53,7.431430e-29,3.489590e-06,2.231160e-04,3.151990e-23,8.352760e-01,4.138910e-08,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,9.000000e+02,0.000000e+00,1.045870e+01,3.460530e-31,1.287100e-09,9.022210e-36,3.353800e-24,4.596100e-06,4.826500e-20,2.158690e-13,2.601480e-28,6.778080e-36,2.514100e-25,6.825330e-12,7.515720e-35,1.343620e-46,1.382690e-22,1.033490e-46,8.194710e-08,1.210750e-01,6.349930e-17,4.338540e-02,7.600660e-33,6.641420e-37,7.443550e-33,4.260250e-43,1.917670e-23,1.814880e-28,2.216580e-21,8.052220e-13,5.215070e-12,1.163360e-14,3.834210e-28,7.222960e-21,6.724200e-46,1.349400e-42,2.805890e-51,8.336450e-28,6.464260e-06,4.910770e-04,2.908850e-22,8.350370e-01,6.428960e-08,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,9.250000e+02,0.000000e+00,1.047160e+01,4.653410e-30,2.866480e-09,1.934260e-34,1.871980e-23,3.339420e-06,2.350400e-19,1.243500e-12,4.647720e-27,1.380430e-34,1.943170e-24,1.540370e-11,1.553790e-33,6.257480e-45,7.042060e-22,5.047880e-45,1.317230e-07,1.210280e-01,2.239160e-16,4.336750e-02,5.962540e-32,6.614570e-36,8.932990e-32,9.098450e-42,2.412310e-23,1.566560e-27,8.953770e-21,1.330270e-12,6.002770e-12,7.984380e-15,1.875840e-27,2.350740e-20,6.549390e-45,7.769830e-42,2.083370e-49,8.199020e-27,1.158260e-05,1.034900e-03,2.378430e-21,8.345550e-01,9.755200e-08,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,9.500000e+02,0.000000e+00,1.047860e+01,5.457430e-29,6.122190e-09,3.528410e-33,9.546550e-23,2.463180e-06,1.052500e-18,6.526210e-12,7.126230e-26,2.397860e-33,1.347790e-23,3.327580e-11,2.735910e-32,2.379660e-43,3.289290e-21,2.008020e-43,2.063710e-07,1.209330e-01,7.378110e-16,4.333270e-02,4.189330e-31,5.836640e-35,9.403730e-31,1.652770e-40,2.991270e-23,1.206500e-26,3.357240e-20,2.137420e-12,6.846040e-12,5.575620e-15,8.426510e-27,7.180400e-20,5.647060e-44,4.070330e-41,1.231920e-47,7.143660e-26,2.012370e-05,2.095290e-03,1.739610e-20,8.336160e-01,1.448330e-07,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,9.750000e+02,0.000000e+00,1.047530e+01,5.641030e-28,1.257780e-08,5.545650e-32,4.478230e-22,1.841200e-06,4.361160e-18,3.143430e-11,9.490870e-25,3.596180e-32,8.457950e-23,6.901680e-11,4.153950e-31,7.505620e-42,1.417980e-20,6.608860e-42,3.156540e-07,1.207520e-01,2.283180e-15,4.326740e-02,2.657830e-30,4.603960e-34,8.769710e-30,2.585100e-39,3.656960e-23,8.362340e-26,1.174800e-19,3.345700e-12,7.736880e-12,3.952730e-15,3.496880e-26,2.067550e-19,4.348090e-43,1.952560e-40,5.905260e-46,5.565320e-25,3.397450e-05,4.087680e-03,1.147980e-19,8.318570e-01,2.106570e-07,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,1.000000e+03,0.000000e+00,1.045370e+01,5.187860e-27,2.492170e-08,7.595830e-31,1.943890e-21,1.391820e-06,1.681440e-17,1.398830e-10,1.110080e-23,4.708090e-31,4.836980e-22,1.377790e-10,5.499160e-30,1.991130e-40,5.672440e-20,1.825370e-40,4.719360e-07,1.204230e-01,6.664510e-15,4.314910e-02,1.533330e-29,3.271910e-33,7.309090e-29,3.519410e-38,4.405340e-23,5.256010e-25,3.854350e-19,5.107700e-12,8.660760e-12,2.836980e-15,1.347490e-25,5.632290e-19,3.011690e-42,8.621350e-40,2.332180e-44,3.909160e-24,5.583320e-05,7.704150e-03,6.888100e-19,8.286660e-01,3.004170e-07,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,1.025000e+03,0.000000e+00,1.040130e+01,4.281400e-26,4.772660e-08,9.161440e-30,7.848630e-21,1.061210e-06,6.061030e-17,5.786450e-10,1.151950e-22,5.434350e-30,2.536880e-21,2.652330e-10,6.411530e-29,4.499360e-39,2.115260e-19,4.285510e-39,6.902050e-07,1.198440e-01,1.841770e-14,4.294130e-02,8.091620e-29,2.108960e-32,5.486480e-28,4.210510e-37,5.220390e-23,3.015900e-24,1.190130e-18,7.608480e-12,9.592180e-12,2.053930e-15,4.841010e-25,1.455430e-18,1.887430e-41,3.516600e-39,7.702060e-43,2.494240e-23,8.943150e-05,1.405860e-02,3.784200e-18,8.230640e-01,4.201840e-07,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,1.050000e+03,0.000000e+00,1.029850e+01,3.195260e-25,8.848730e-08,9.824170e-29,2.960660e-20,8.132080e-07,2.050960e-16,2.237940e-09,1.070860e-21,5.580260e-29,1.226880e-20,4.929070e-10,6.643520e-28,8.760120e-38,7.378670e-19,8.652020e-38,9.874870e-07,1.188580e-01,4.833160e-14,4.258760e-02,3.924310e-28,1.239650e-31,3.734130e-27,4.463300e-36,6.065640e-23,1.588960e-23,3.468430e-18,1.105350e-11,1.048810e-11,1.492430e-15,1.626030e-24,3.573080e-18,1.074510e-40,1.327420e-38,2.156720e-41,1.455280e-22,1.397260e-04,2.488320e-02,1.915580e-17,8.135290e-01,5.761380e-07,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,1.075000e+03,0.000000e+00,1.011520e+01,2.171660e-24,1.590030e-07,9.451440e-28,1.047130e-19,6.232080e-07,6.536160e-16,8.137370e-09,9.001690e-21,5.139310e-28,5.495880e-20,8.844120e-10,6.168510e-27,1.484870e-36,2.413360e-18,1.517970e-36,1.381010e-06,1.172280e-01,1.206940e-13,4.200340e-02,1.754830e-27,6.672220e-31,2.317420e-26,4.221340e-35,6.871940e-23,7.723670e-23,9.556610e-18,1.563450e-11,1.127920e-11,1.080590e-15,5.112530e-24,8.334450e-18,5.566650e-40,4.633710e-38,5.188750e-40,7.810590e-22,2.129460e-04,4.277390e-02,8.985860e-17,7.977790e-01,7.732910e-07,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,1.100000e+03,0.000000e+00,9.807870e+00,1.352730e-23,2.770010e-07,8.229100e-27,3.481460e-19,4.742610e-07,1.966280e-15,2.797170e-08,6.907700e-20,4.276790e-27,2.288230e-19,1.530360e-09,5.170820e-26,2.212010e-35,7.407240e-18,2.336650e-35,1.884080e-06,1.146160e-01,2.871470e-13,4.106700e-02,7.246240e-27,3.296350e-30,1.317330e-25,3.581890e-34,7.523870e-23,3.476660e-22,2.490170e-17,2.145490e-11,1.185960e-11,7.715680e-16,1.503500e-23,1.843730e-17,2.621400e-39,1.489860e-37,1.086560e-38,3.876320e-21,3.162770e-04,7.145950e-02,3.926570e-16,7.725380e-01,1.012980e-06,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,1.125000e+03,0.000000e+00,9.315090e+00,7.767570e-23,4.675630e-07,6.540830e-26,1.089670e-18,3.547630e-07,5.590280e-15,9.142620e-08,4.888510e-19,3.237640e-26,8.874650e-19,2.546350e-09,3.940010e-25,2.921080e-34,2.131090e-17,3.183400e-34,2.498280e-06,1.105600e-01,6.508190e-13,3.961330e-02,2.761340e-26,1.495350e-29,6.880690e-25,2.737450e-33,7.852600e-23,1.452770e-21,6.126500e-17,2.839460e-11,1.208110e-11,5.351840e-16,4.121030e-23,3.850890e-17,1.116590e-38,4.375070e-37,2.007040e-37,1.787110e-20,4.567170e-04,1.160100e-01,1.605900e-15,7.333560e-01,1.288470e-06,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
2.0,0.001,1.150000e+03,0.000000e+00,8.555690e+00,4.133480e-22,7.632370e-07,4.789660e-25,3.210660e-18,2.570690e-07,1.501680e-14,2.859930e-07,3.227930e-18,2.243440e-25,3.208430e-18,4.052420e-09,2.745980e-24,3.446430e-33,5.726190e-17,3.869130e-33,3.200410e-06,1.044830e-01,1.403130e-12,3.743570e-02,9.678080e-26,6.214190e-29,3.307500e-24,1.888320e-32,7.654120e-23,5.640560e-21,1.417290e-16,3.590110e-11,1.176100e-11,3.528690e-16,1.045220e-22,7.532990e-17,4.259460e-38,1.156480e-36,3.318200e-36,7.684950e-20,6.383100e-04,1.827730e-01,6.173770e-15,6.746630e-01,1.577990e-06,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
