Bg,P_atm,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH4,CN,CO,CO2,C2,C2H,"C2H2,acetylene",C3,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,CH2OH,CNN,CNC,CNCOCN,C6H6,CH,CH2,CH3,C2H4,C2H6,"C3H3,1-propynl","C3H3,2-propynl","C6H5O,phenoxy","C6H5OH,phenol",O2,OH,Si,SiO,SiO2,Si2,SiN,C(gr),SiO2(a-qz),SiO2(b-qz),SiO2(b-crt)
1.0,0.001,3.000000e+02,0.000000e+00,9.930270e+00,1.502170e-114,2.034630e-36,1.891090e-134,3.468520e-79,3.262140e-02,5.459910e-71,3.299440e-70,7.550700e-122,1.271300e-132,1.710770e-92,5.106860e-41,1.855540e-132,6.383070e-170,1.170060e-77,1.502000e-171,1.496930e-24,2.347960e-04,5.762920e-61,4.692220e-02,4.156730e-104,1.606270e-110,1.561890e-112,1.300460e-141,2.924250e-40,3.348300e-99,2.714300e-69,1.307940e-33,6.392010e-23,4.052840e-12,4.720660e-84,2.773490e-63,3.893420e-127,2.165530e-108,1.628760e-190,4.239230e-103,1.583120e-24,1.929510e-28,1.972440e-90,9.202220e-01,4.451550e-21,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1.0,0.001,3.250000e+02,0.000000e+00,9.948010e+00,5.992150e-105,3.017920e-33,4.536920e-123,7.446210e-73,3.235870e-02,4.107450e-65,1.203770e-63,4.902800e-111,1.704390e-121,1.171220e-84,1.839900e-37,3.318940e-121,1.006670e-155,3.960940e-71,3.496050e-157,1.612760e-22,7.436510e-04,1.153720e-55,4.691030e-02,1.476670e-95,4.909190e-102,2.340060e-103,2.967640e-130,1.168860e-37,5.983450e-91,1.452340e-63,6.749860e-31,3.192900e-21,9.489240e-12,2.811410e-77,4.332390e-58,3.268010e-117,3.792850e-100,1.971470e-174,2.621180e-94,2.196900e-22,1.309740e-25,1.507960e-82,9.199870e-01,1.475840e-19,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1.0,0.001,3.500000e+02,0.000000e+00,9.967180e+00,1.023700e-96,1.586540e-30,2.589650e-113,1.999310e-67,3.170760e-02,4.486220e-60,5.090660e-58,9.085680e-102,5.975630e-112,6.139580e-78,2.061920e-34,1.479450e-111,1.511250e-143,1.581340e-65,7.347610e-145,8.908010e-21,2.004520e-03,4.026760e-51,4.688070e-02,3.128410e-88,9.232760e-95,1.727870e-95,1.626830e-120,1.936430e-35,7.119670e-84,1.182430e-58,1.421650e-28,8.996180e-20,1.923180e-11,1.792650e-71,1.227160e-53,1.029280e-108,4.326470e-93,1.203480e-160,9.012710e-87,1.510360e-20,3.496580e-23,8.611070e-76,9.194070e-01,2.962020e-18,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1.0,0.001,3.750000e+02,0.000000e+00,9.989100e+00,1.405130e-89,3.621570e-28,7.421100e-105,1.017040e-62,3.031030e-02,1.045540e-55,3.835140e-53,9.777710e-94,1.133040e-103,4.098500e-72,9.004680e-32,3.432750e-103,5.465930e-133,1.131500e-60,3.565190e-134,2.870900e-19,4.710460e-03,3.446190e-47,4.681720e-02,6.866020e-82,1.865100e-88,1.146620e-88,4.509210e-112,1.553100e-33,9.651150e-78,2.116820e-54,1.444810e-26,1.579940e-18,3.398250e-11,1.890810e-66,8.762000e-50,2.304130e-101,5.432710e-87,1.066190e-148,3.056870e-80,5.917060e-19,4.422520e-21,6.167170e-70,9.181620e-01,3.978380e-17,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1.0,0.001,4.000000e+02,0.000000e+00,1.001550e+01,2.484250e-83,4.168900e-26,1.869690e-97,1.338250e-58,2.769660e-02,6.940200e-52,7.106630e-49,1.041310e-86,2.003980e-96,5.089520e-67,1.804710e-29,7.205280e-96,9.560040e-124,1.975320e-56,8.078190e-125,5.931770e-18,9.772230e-03,9.290430e-44,4.669850e-02,2.342930e-76,6.144410e-83,1.073140e-82,1.104260e-104,6.662580e-32,2.223790e-72,1.092390e-50,7.967690e-25,1.843580e-17,5.176710e-11,4.534440e-62,2.002410e-46,5.837420e-95,1.094740e-81,3.029540e-138,1.567990e-74,1.467100e-17,3.047260e-19,8.171940e-65,9.158330e-01,3.854500e-16,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1.0,0.001,4.250000e+02,0.000000e+00,1.004790e+01,8.117240e-78,2.703760e-24,6.357390e-91,5.779690e-55,2.347790e-02,1.636510e-48,4.146000e-45,1.650020e-80,5.017060e-90,1.565490e-62,1.867600e-27,2.088200e-89,1.377910e-115,1.057620e-52,1.465210e-116,8.413690e-17,1.794220e-02,9.487530e-41,4.650680e-02,1.677520e-71,4.542930e-78,1.999490e-77,3.661420e-98,1.614180e-30,1.178650e-67,1.984620e-47,2.580280e-23,1.479290e-16,6.595730e-11,3.119630e-58,1.739360e-43,2.345760e-89,4.621020e-77,5.064280e-129,1.680570e-69,2.494570e-16,1.272800e-17,2.697300e-60,9.120730e-01,2.852690e-15,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1.0,0.001,4.500000e+02,0.000000e+00,1.008620e+01,6.491420e-73,1.072970e-22,4.071590e-85,9.862090e-52,1.777050e-02,1.628210e-45,9.227400e-42,5.341510e-75,2.459550e-84,1.484890e-58,1.085660e-25,1.161220e-83,2.477920e-108,2.059660e-49,3.235810e-109,8.610060e-16,2.899500e-02,4.204890e-38,4.624740e-02,3.146370e-67,9.667160e-74,9.699710e-73,2.291890e-92,2.252700e-29,1.811570e-63,1.471990e-44,5.160160e-22,8.259190e-16,6.712860e-11,7.295990e-55,6.491190e-41,1.907830e-84,4.914670e-73,7.982410e-121,4.821840e-65,3.096860e-15,3.502430e-16,2.795010e-56,9.069870e-01,1.686900e-14,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1.0,0.001,4.750000e+02,0.000000e+00,1.012670e+01,1.586080e-68,2.777350e-21,6.389360e-80,7.700360e-49,1.159280e-02,7.833710e-43,9.115990e-39,4.536040e-70,3.051090e-79,5.157090e-55,3.779350e-24,1.606800e-78,7.715090e-102,1.665010e-46,1.211830e-102,6.605670e-15,4.095860e-02,8.979930e-36,4.596670e-02,1.834390e-63,7.211940e-70,1.515000e-68,3.523810e-87,1.824800e-28,9.682620e-60,4.997200e-42,6.605250e-21,3.221670e-15,5.221560e-11,6.606550e-52,1.142060e-38,3.780880e-80,1.511320e-69,1.721160e-113,4.496960e-61,2.950700e-14,6.782670e-15,1.091550e-52,9.014820e-01,8.265420e-14,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1.0,0.001,5.000000e+02,0.000000e+00,1.016360e+01,1.414010e-64,4.962850e-20,3.031730e-75,3.095420e-46,6.479140e-03,2.033460e-40,4.512260e-36,1.233840e-65,1.175920e-74,7.566820e-52,8.385280e-23,6.811790e-74,5.405850e-96,6.280160e-44,1.003310e-96,3.941310e-14,5.086170e-02,1.015860e-33,4.573430e-02,3.875690e-60,2.210350e-66,9.033550e-65,1.643690e-82,8.924830e-28,2.092930e-56,8.604710e-40,5.663200e-20,9.006560e-15,3.097960e-11,2.613650e-49,1.037590e-36,2.177270e-76,1.550780e-66,6.835060e-107,1.601020e-57,2.246570e-13,9.747000e-14,1.859620e-49,8.969250e-01,3.457260e-13,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1.0,0.001,5.250000e+02,0.000000e+00,1.019360e+01,5.310650e-61,6.487300e-19,5.157840e-71,7.046130e-44,3.239380e-03,3.111270e-38,1.234530e-33,1.263990e-61,1.662770e-70,5.330530e-49,1.277540e-21,1.047120e-69,1.054130e-90,1.244630e-41,2.276470e-91,1.906380e-13,5.713580e-02,6.733530e-32,4.558710e-02,3.483830e-57,3.162990e-63,2.359990e-61,2.759080e-78,2.924280e-27,2.092450e-53,8.365570e-38,3.498050e-19,1.932970e-14,1.504410e-11,5.164920e-47,5.432770e-35,4.462240e-73,6.409430e-64,6.361700e-101,2.508750e-54,1.411890e-12,1.084890e-12,1.555810e-46,8.940380e-01,1.264120e-12,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
