Bg,P_atm,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH4,CN,CO,CO2,C2,C2H,"C2H2,acetylene",C3,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,CH2OH,CNN,CNC,CNCOCN,C6H6,CH,CH2,CH3,C2H4,C2H6,"C3H3,1-propynl","C3H3,2-propynl","C6H5O,phenoxy","C6H5OH,phenol",O2,OH,C(gr)
0.5,0.001,3.000000e+02,0.000000e+00,-5.234440e+00,1.502170e-114,1.325390e-36,2.638150e-74,1.138930e-78,5.874000e-03,1.792830e-70,4.602870e-10,1.469480e-01,1.271300e-132,1.114420e-92,2.167050e-41,1.855540e-132,6.383070e-170,4.965050e-78,1.502000e-171,3.201940e-24,9.963350e-05,3.411510e-01,5.059280e-01,1.602920e-44,1.731920e-109,5.128680e-112,1.956120e-80,2.234400e-41,2.181130e-99,1.151790e-69,3.615450e-34,1.150980e-23,3.096750e-13,1.304900e-84,7.666550e-64,6.371010e-68,2.308330e-49,3.169810e-70,3.852420e-43,1.000000e+00
0.5,0.001,3.250000e+02,0.000000e+00,-5.188060e+00,5.992150e-105,2.185450e-33,2.510300e-68,2.445200e-72,8.898670e-03,1.348810e-64,6.660530e-09,1.500970e-01,1.704390e-121,8.481500e-85,9.648550e-38,3.318940e-121,1.006670e-155,2.077140e-71,3.496050e-157,3.835140e-22,3.899740e-04,3.347600e-01,5.058540e-01,3.102760e-41,5.293800e-101,7.684330e-103,1.770650e-74,1.685640e-38,4.332960e-91,7.616170e-64,2.563280e-31,8.780500e-22,1.368460e-12,1.067640e-77,1.645240e-58,3.600940e-63,3.026440e-46,6.035590e-65,1.050260e-39,1.000000e+00
0.5,0.001,3.500000e+02,0.000000e+00,-5.137910e+00,1.023700e-96,1.252970e-30,3.370430e-63,6.566030e-67,1.233470e-02,1.473340e-59,6.625500e-08,1.539030e-01,5.975630e-112,4.848750e-78,1.286040e-34,1.479450e-111,1.511250e-143,9.862970e-66,7.347610e-145,2.310440e-20,1.250240e-03,3.268760e-01,5.056370e-01,2.005590e-38,9.958080e-94,5.674570e-95,2.283660e-69,4.698390e-36,5.622780e-84,7.374920e-59,7.002710e-29,3.499630e-20,4.666240e-12,8.830160e-72,6.044680e-54,4.115610e-59,1.366230e-43,2.038580e-60,9.263830e-37,1.000000e+00
0.5,0.001,3.750000e+02,0.000000e+00,-5.083560e+00,1.405130e-89,3.080340e-28,9.444290e-59,3.340550e-62,1.586330e-02,3.434160e-55,4.880700e-07,1.583580e-01,1.133040e-103,3.485980e-72,6.514340e-32,3.432750e-103,5.465930e-133,8.185680e-61,3.565190e-134,8.020500e-19,3.407730e-03,3.172800e-01,5.050910e-01,5.376610e-36,2.012180e-87,3.766180e-88,6.191060e-65,5.880380e-34,8.208810e-78,1.531390e-54,8.890270e-27,8.268850e-19,1.286650e-11,1.163460e-66,5.391460e-50,1.305310e-55,2.617720e-41,1.726770e-56,3.308870e-34,1.000000e+00
0.5,0.001,4.000000e+02,0.000000e+00,-5.023560e+00,2.484250e-83,3.796610e-26,7.410030e-55,4.396020e-58,1.905140e-02,2.279790e-51,2.816520e-06,1.635620e-01,2.003980e-96,4.635030e-67,1.496780e-29,7.205280e-96,9.560040e-124,1.638280e-56,8.078190e-125,1.774520e-17,8.104840e-03,3.053770e-01,5.039020e-01,7.013500e-34,6.630160e-82,3.525160e-82,4.722430e-61,3.800970e-32,2.025210e-72,9.060010e-51,6.018090e-25,1.268130e-17,2.953290e-11,3.424920e-62,1.512450e-46,1.449270e-52,2.475210e-39,4.758570e-53,5.659360e-32,1.000000e+00
0.5,0.001,4.250000e+02,0.000000e+00,-4.955320e+00,8.117240e-78,2.640350e-24,2.038950e-51,1.898170e-54,2.135170e-02,5.374630e-48,1.329710e-05,1.697240e-01,5.017060e-90,1.528770e-62,1.781020e-27,2.088200e-89,1.377910e-115,1.008590e-52,1.465210e-116,2.698420e-16,1.711040e-02,2.901800e-01,5.016210e-01,5.010440e-32,4.899990e-77,6.566740e-77,1.266590e-57,1.399950e-30,1.151010e-67,1.892630e-47,2.402960e-23,1.345330e-16,5.720350e-11,2.905240e-58,1.619830e-43,6.681560e-50,1.285360e-37,5.209220e-50,5.263540e-30,1.000000e+00
0.5,0.001,4.500000e+02,0.000000e+00,-4.875470e+00,6.491420e-73,1.134160e-22,2.344450e-48,3.235400e-51,2.218430e-02,5.341590e-45,5.313190e-05,1.770990e-01,2.459550e-84,1.569570e-58,1.213020e-25,1.161220e-83,2.477920e-108,2.301280e-49,3.235810e-109,2.985740e-15,3.239640e-02,2.705230e-01,4.977440e-01,2.139660e-30,1.040440e-72,3.182130e-72,1.420330e-54,3.142140e-29,1.914880e-63,1.644670e-44,6.094300e-22,1.031060e-15,9.363290e-11,8.616780e-55,7.666290e-41,1.449610e-47,3.947220e-36,2.646580e-47,2.934780e-28,1.000000e+00
0.5,0.001,4.750000e+02,0.000000e+00,-4.780760e+00,1.586080e-68,3.228160e-21,1.293300e-45,2.519020e-48,2.115870e-02,2.562640e-42,1.845210e-04,1.858500e-01,3.051090e-79,5.994170e-55,5.105830e-24,1.606800e-78,7.715090e-102,2.249400e-46,1.211830e-102,2.511670e-14,5.533440e-02,2.455650e-01,4.919080e-01,5.830540e-29,7.717780e-69,4.956020e-68,7.633010e-52,4.499520e-28,1.125430e-59,6.751130e-42,1.037200e-20,5.880050e-15,1.287510e-10,1.037410e-51,1.793350e-38,1.623530e-45,7.543090e-35,7.051930e-45,1.058000e-26,1.000000e+00
0.5,0.001,5.000000e+02,1.414640e-03,-4.669670e+00,1.414010e-64,6.439190e-20,3.819570e-43,1.007140e-45,1.836190e-02,6.616140e-40,5.684840e-04,1.958420e-01,1.175920e-74,9.817780e-52,1.411620e-22,6.811790e-74,5.405850e-96,1.057230e-43,1.003310e-96,1.663830e-13,8.562310e-02,2.154560e-01,4.841480e-01,1.066530e-27,2.339890e-65,2.939180e-64,2.192200e-49,4.257950e-27,2.715530e-56,1.448560e-39,1.236980e-19,2.552460e-14,1.478010e-10,5.708830e-49,2.266340e-36,1.008640e-43,9.321270e-34,1.084900e-42,2.617100e-25,1.000000e+00
0.5,0.001,5.250000e+02,9.548900e-03,-4.543510e+00,5.310650e-61,9.429380e-19,6.591530e-41,2.274490e-43,1.445900e-02,1.004320e-37,1.577680e-03,2.064330e-01,1.662770e-70,7.748000e-49,2.699060e-21,1.047120e-69,1.054130e-90,2.629530e-41,2.276470e-91,8.944620e-13,1.207110e-01,1.818020e-01,4.750170e-01,1.367200e-26,3.295820e-62,7.618030e-61,3.674090e-47,2.757610e-26,3.041410e-53,1.767400e-37,1.074190e-18,8.627830e-14,1.418660e-10,1.586060e-46,1.668320e-34,3.699700e-42,7.724170e-33,1.038990e-40,4.660100e-24,1.000000e+00
0.5,0.001,5.500000e+02,1.860470e-02,-4.405700e+00,9.451540e-58,1.055430e-17,7.130210e-39,3.138100e-41,1.040310e-02,9.641450e-36,3.988340e-03,2.163680e-01,9.884180e-67,3.248220e-46,3.740070e-20,6.700040e-66,6.806800e-86,3.760510e-39,1.687670e-86,4.010520e-12,1.564870e-01,1.473980e-01,4.653560e-01,1.279250e-25,2.397100e-59,9.663820e-58,3.859500e-45,1.275150e-25,1.752330e-50,1.319790e-35,7.057690e-18,2.334940e-13,1.155780e-10,2.430000e-44,7.661340e-33,8.516600e-41,4.476510e-32,6.568610e-39,6.217760e-23,1.000000e+00
0.5,0.001,5.750000e+02,2.872720e-02,-4.258020e+00,8.784870e-55,9.359770e-17,5.117130e-37,2.822030e-39,6.949170e-03,6.216870e-34,9.258030e-03,2.238480e-01,2.764290e-63,7.861940e-44,3.924160e-19,1.999940e-62,1.680420e-81,3.329030e-37,4.727630e-82,1.537980e-11,1.889460e-01,1.151880e-01,4.558120e-01,9.093890e-25,9.823400e-57,6.588230e-55,2.692370e-43,4.427240e-25,5.668740e-48,6.442650e-34,3.649120e-17,5.229890e-13,8.217000e-11,2.225440e-42,2.340720e-31,1.309060e-39,1.905260e-31,2.870810e-37,6.434650e-22,1.000000e+00
0.5,0.001,6.000000e+02,4.036170e-02,-4.095660e+00,4.624220e-52,6.787750e-16,2.551540e-35,1.744960e-37,4.397260e-03,2.829690e-32,1.984250e-02,2.266600e-01,3.995060e-60,1.179570e-41,3.244600e-18,3.062650e-59,1.787940e-77,1.946670e-35,5.649010e-78,5.157520e-11,2.154950e-01,8.718740e-02,4.464180e-01,5.098260e-24,2.436850e-54,2.608210e-52,1.305970e-41,1.215860e-24,1.109440e-45,2.179490e-32,1.542140e-16,1.003500e-12,5.270600e-11,1.309650e-40,5.045900e-30,1.425120e-38,6.258740e-31,8.992000e-36,5.318490e-21,1.000000e+00
0.5,0.001,6.250000e+02,5.463510e-02,-3.904260e+00,1.475650e-49,4.135380e-15,9.172230e-34,7.753550e-36,2.684570e-03,9.471870e-31,3.937790e-02,2.222180e-01,3.228700e-57,1.165050e-39,2.187860e-17,2.606250e-56,9.067370e-74,7.946770e-34,3.188020e-74,1.540200e-10,2.350900e-01,6.411110e-02,4.365190e-01,2.324150e-23,3.880320e-52,6.394390e-50,4.562910e-40,2.765350e-24,1.399180e-43,5.370040e-31,5.505200e-16,1.700380e-12,3.143410e-11,5.268410e-39,8.072140e-29,1.154610e-37,1.655040e-30,2.072980e-34,3.593160e-20,1.000000e+00
