Bg,P_atm,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH4,CN,CO,CO2,C2,C2H,"C2H2,acetylene",C3,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,CH2OH,CNN,CNC,CNCOCN,C6H6,CH,CH2,CH3,C2H4,C2H6,"C3H3,1-propynl","C3H3,2-propynl","C6H5O,phenoxy","C6H5OH,phenol",O2,OH,C(gr)
2.0,0.001,3.000000e+02,0.000000e+00,-8.398990e+00,1.502170e-114,1.950030e-36,2.229050e-74,7.899400e-79,2.752540e-02,1.243470e-70,3.889100e-10,1.049070e-01,1.271300e-132,1.639640e-92,4.691050e-41,1.855540e-132,6.383070e-170,1.074790e-77,1.502000e-171,3.267450e-24,2.156780e-04,6.239750e-01,2.433770e-01,4.313540e-44,8.331430e-110,3.557140e-112,7.950720e-81,2.266530e-40,3.209090e-99,2.493290e-69,1.151500e-33,5.393470e-23,3.141280e-12,4.156010e-84,2.441740e-63,3.711330e-67,1.978420e-48,2.262950e-70,4.789100e-43,1.000000e+00
2.0,0.001,3.250000e+02,0.000000e+00,-8.267290e+00,5.992150e-105,3.133430e-33,2.199750e-68,1.695810e-72,3.760490e-02,9.354370e-65,5.836540e-09,1.152570e-01,1.704390e-121,1.216050e-84,1.983450e-37,3.318940e-121,1.006670e-155,4.269970e-71,3.496050e-157,3.813510e-22,8.016700e-04,6.030310e-01,2.433060e-01,8.013710e-41,2.546210e-101,5.329290e-103,7.462890e-75,1.464340e-37,6.212470e-91,1.565660e-63,7.555010e-31,3.710550e-21,1.188810e-11,3.146770e-77,4.849170e-58,1.911880e-62,2.303870e-45,4.634610e-65,1.319540e-39,1.000000e+00
2.0,0.001,3.500000e+02,0.000000e+00,-8.134240e+00,1.023700e-96,1.755950e-30,3.049560e-63,4.552820e-67,4.757880e-02,1.021600e-59,5.994740e-08,1.259940e-01,5.975630e-112,6.795180e-78,2.525790e-34,1.479450e-111,1.511250e-143,1.937100e-65,7.347610e-145,2.245140e-20,2.455480e-03,5.808670e-01,2.431050e-01,4.994680e-38,4.787740e-94,3.934690e-95,9.934310e-70,3.559410e-35,7.879930e-84,1.448440e-58,1.927440e-28,1.349920e-19,3.535050e-11,2.430430e-71,1.663750e-53,2.013000e-58,9.364940e-43,1.668900e-60,1.174660e-36,1.000000e+00
2.0,0.001,3.750000e+02,0.000000e+00,-8.001440e+00,1.405130e-89,4.234280e-28,8.780890e-59,2.315240e-62,5.663940e-02,2.380120e-55,4.537870e-07,1.368920e-01,1.133040e-103,4.791890e-72,1.230930e-31,3.432750e-103,5.465930e-133,1.546740e-60,3.565190e-134,7.641180e-19,6.439140e-03,5.574090e-01,2.426200e-01,1.298440e-35,9.665470e-88,2.610230e-88,2.764970e-65,3.967270e-33,1.128390e-77,2.893660e-54,2.309180e-26,2.952360e-18,8.680560e-11,3.021990e-66,1.400390e-49,5.956450e-55,1.642020e-40,1.492700e-56,4.228920e-34,1.000000e+00
2.0,0.001,4.000000e+02,0.000000e+00,-7.867510e+00,2.484250e-83,5.136910e-26,7.048100e-55,3.043910e-58,6.384830e-02,1.578580e-51,2.678960e-06,1.479740e-01,2.003980e-96,6.271300e-67,2.740110e-29,7.205280e-96,9.560040e-124,2.999160e-56,8.078190e-125,1.662490e-17,1.483730e-02,5.317400e-01,2.415970e-01,1.652350e-33,3.178850e-82,2.440910e-82,2.153590e-61,2.331990e-31,2.740150e-72,1.658590e-50,1.490650e-24,4.249970e-17,1.811920e-10,8.483330e-62,3.746240e-46,6.250680e-52,1.444430e-38,4.305080e-53,7.283250e-32,1.000000e+00
2.0,0.001,4.250000e+02,0.000000e+00,-7.728520e+00,8.117240e-78,3.528220e-24,1.976270e-51,1.312100e-54,6.807860e-02,3.715180e-48,1.288830e-05,1.594490e-01,5.017060e-90,2.042850e-62,3.180230e-27,2.088200e-89,1.377910e-115,1.800960e-52,1.465210e-116,2.492500e-16,3.055280e-02,5.022230e-01,2.396830e-01,1.158780e-31,2.341310e-77,4.539220e-77,5.865960e-58,7.970390e-30,1.538060e-67,3.379510e-47,5.733640e-23,4.289490e-16,3.256800e-10,6.932130e-58,3.865030e-43,2.759250e-49,7.093060e-37,4.893880e-50,6.817310e-30,1.000000e+00
2.0,0.001,4.500000e+02,0.000000e+00,-7.578410e+00,6.491420e-73,1.501660e-22,2.307980e-48,2.230110e-51,6.817610e-02,3.681880e-45,5.230540e-05,1.716320e-01,2.459550e-84,2.078150e-58,2.126480e-25,1.161220e-83,2.477920e-108,4.034240e-49,3.235810e-109,2.724880e-15,5.679240e-02,4.668620e-01,2.364850e-01,4.889070e-30,4.943290e-73,2.193390e-72,6.643210e-55,1.692800e-28,2.535350e-63,2.883180e-44,1.414540e-21,3.168630e-15,5.044380e-10,2.000020e-54,1.779400e-40,5.806630e-47,2.093440e-35,2.564880e-47,3.825270e-28,1.000000e+00
2.0,0.001,4.750000e+02,0.000000e+00,-7.409820e+00,1.586080e-68,4.247840e-21,1.289730e-45,1.728910e-48,6.343680e-02,1.758850e-42,1.840110e-04,1.848240e-01,3.051090e-79,7.887550e-55,8.840820e-24,1.606800e-78,7.715090e-102,3.894870e-46,1.211830e-102,2.268380e-14,9.581220e-02,4.240230e-01,2.317200e-01,1.324780e-28,3.635580e-69,3.401530e-68,3.585700e-52,2.335840e-27,1.480920e-59,1.168970e-41,2.363210e-20,1.762920e-14,6.683870e-10,2.363680e-51,4.086060e-38,6.387380e-45,3.905030e-34,7.012990e-45,1.388350e-26,1.000000e+00
2.0,0.001,5.000000e+02,0.000000e+00,-7.215950e+00,1.414010e-64,8.442250e-20,3.851480e-43,6.872210e-46,5.425330e-02,4.514540e-40,5.732340e-04,1.991290e-01,1.175920e-74,1.287180e-51,2.426450e-22,6.811790e-74,5.405850e-96,1.817290e-43,1.003310e-96,1.488490e-13,1.471790e-01,3.734440e-01,2.254220e-01,2.423640e-27,1.089470e-65,2.005560e-64,1.029230e-49,2.162530e-26,3.560270e-56,2.489950e-39,2.787680e-19,7.541670e-14,7.506530e-10,1.286560e-48,5.107470e-36,3.939900e-43,4.773660e-33,1.103110e-42,3.459890e-25,1.000000e+00
2.0,0.001,5.250000e+02,0.000000e+00,-6.993580e+00,5.310650e-61,1.233880e-18,6.713920e-41,1.541030e-43,4.239380e-02,6.804520e-38,1.606980e-03,2.141710e-01,1.662770e-70,1.013870e-48,4.621630e-21,1.047120e-69,1.054130e-90,4.502560e-41,2.276470e-91,7.930110e-13,2.066940e-01,3.170820e-01,2.180530e-01,3.120290e-26,1.512920e-62,5.161420e-61,1.717880e-47,1.384460e-25,3.979840e-53,3.026330e-37,2.406890e-18,2.529680e-13,7.122390e-10,3.553810e-46,3.738110e-34,1.445810e-41,3.949920e-32,1.077930e-40,6.211200e-24,1.000000e+00
