Tw_K,P_bar,M[kg/mol],Cp[J/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[Pa-s]
700,0.0180184,1.658930e-02,2.543870e+04,-4.484220e+06,1.206300e+00,5.135850e-03,2.597960e-05
725,0.0180184,1.542840e-02,2.503340e+04,-3.841880e+06,1.210010e+00,4.611750e-03,2.699120e-05
750,0.0180184,1.455450e-02,1.902690e+04,-3.280900e+06,1.193850e+00,4.205510e-03,2.807620e-05
775,0.0180184,1.406300e-02,1.096300e+04,-2.908380e+06,1.178630e+00,3.932400e-03,2.903850e-05
800,0.0180184,1.385820e-02,5.884880e+03,-2.705860e+06,1.193370e+00,3.754040e-03,2.982390e-05
825,0.0180184,1.378730e-02,3.880460e+03,-2.588200e+06,1.226380e+00,3.621670e-03,3.050750e-05
850,0.0180184,1.376390e-02,3.233340e+03,-2.500840e+06,1.247890e+00,3.509170e-03,3.114940e-05
875,0.0180184,1.375560e-02,3.060480e+03,-2.422760e+06,1.254110e+00,3.406860e-03,3.177370e-05
900,0.0180184,1.375020e-02,3.185230e+03,-2.345540e+06,1.246070e+00,3.310930e-03,3.238750e-05
925,0.0180184,1.373040e-02,4.259680e+03,-2.255950e+06,1.210800e+00,3.216790e-03,3.298890e-05
950,0.0180184,1.364870e-02,7.083940e+03,-2.116310e+06,1.183280e+00,3.113510e-03,3.356280e-05
975,0.0180184,1.348420e-02,9.379360e+03,-1.907240e+06,1.183110e+00,2.997100e-03,3.410240e-05
1000,0.0180184,1.327910e-02,1.027470e+04,-1.659280e+06,1.187260e+00,2.877740e-03,3.462240e-05
1025,0.0180184,1.306930e-02,1.036720e+04,-1.400100e+06,1.190630e+00,2.763190e-03,3.511300e-05
1050,0.0180184,1.287180e-02,1.006270e+04,-1.144180e+06,1.192910e+00,2.656630e-03,3.560330e-05
1075,0.0180184,1.269350e-02,9.590410e+03,-8.983500e+05,1.194180e+00,2.558900e-03,3.609710e-05
1100,0.0180184,1.253600e-02,9.104260e+03,-6.647690e+05,1.194250e+00,2.469730e-03,3.659670e-05
1125,0.0180184,1.239800e-02,8.720640e+03,-4.422760e+05,1.192680e+00,2.388260e-03,3.710310e-05
1150,0.0180184,1.227600e-02,8.534070e+03,-2.270910e+05,1.188860e+00,2.313350e-03,3.761720e-05
1175,0.0180184,1.216540e-02,8.625590e+03,-1.325300e+04,1.182460e+00,2.243730e-03,3.813960e-05
1200,0.0180184,1.206100e-02,9.066040e+03,2.071000e+05,1.173850e+00,2.178130e-03,3.867120e-05
1225,0.0180184,1.195690e-02,9.909290e+03,4.434170e+05,1.164330e+00,2.115260e-03,3.921310e-05
1250,0.0180184,1.184750e-02,1.116510e+04,7.060310e+05,1.155670e+00,2.053990e-03,3.976620e-05
1275,0.0180184,1.172790e-02,1.273260e+04,1.004330e+06,1.149400e+00,1.993390e-03,4.033120e-05
1300,0.0180184,1.159620e-02,1.427620e+04,1.342570e+06,1.146220e+00,1.933100e-03,4.090650e-05
1325,0.0180184,1.145640e-02,1.509630e+04,1.712200e+06,1.145880e+00,1.873760e-03,4.148720e-05
1350,0.0180184,1.132110e-02,1.430670e+04,2.083780e+06,1.148060e+00,1.817340e-03,4.206430e-05
1375,0.0180184,1.120850e-02,1.175560e+04,2.412360e+06,1.154720e+00,1.766560e-03,4.262720e-05
1400,0.0180184,1.112990e-02,8.687900e+03,2.667250e+06,1.170450e+00,1.722850e-03,4.317080e-05
1425,0.0180184,1.108190e-02,6.402630e+03,2.853660e+06,1.195540e+00,1.685320e-03,4.369810e-05
1450,0.0180184,1.105380e-02,5.092850e+03,2.995640e+06,1.222080e+00,1.652050e-03,4.421500e-05
1475,0.0180184,1.103680e-02,4.412430e+03,3.113520e+06,1.242510e+00,1.621560e-03,4.472580e-05
1500,0.0180184,1.102590e-02,4.059570e+03,3.218950e+06,1.255490e+00,1.592960e-03,4.523270e-05
1525,0.0180184,1.101850e-02,3.869810e+03,3.317840e+06,1.262950e+00,1.565790e-03,4.573680e-05
1550,0.0180184,1.101320e-02,3.764280e+03,3.413140e+06,1.266940e+00,1.539790e-03,4.623840e-05
1575,0.0180184,1.100920e-02,3.705750e+03,3.506440e+06,1.268790e+00,1.514800e-03,4.673790e-05
1600,0.0180184,1.100600e-02,3.676010e+03,3.598660e+06,1.269260e+00,1.490700e-03,4.723540e-05
1625,0.0180184,1.100340e-02,3.665780e+03,3.690400e+06,1.268770e+00,1.467420e-03,4.773100e-05
1650,0.0180184,1.100120e-02,3.670090e+03,3.782070e+06,1.267570e+00,1.444890e-03,4.822470e-05
1675,0.0180184,1.099910e-02,3.686260e+03,3.874000e+06,1.265790e+00,1.423060e-03,4.871670e-05
1700,0.0180184,1.099710e-02,3.712890e+03,3.966470e+06,1.263520e+00,1.401880e-03,4.920690e-05
1725,0.0180184,1.099510e-02,3.749400e+03,4.059730e+06,1.260800e+00,1.381310e-03,4.969550e-05
1750,0.0180184,1.099290e-02,3.795750e+03,4.154020e+06,1.257670e+00,1.361310e-03,5.018240e-05
1775,0.0180184,1.099060e-02,3.852260e+03,4.249600e+06,1.254160e+00,1.341850e-03,5.066790e-05
1800,0.0180184,1.098790e-02,3.919560e+03,4.346720e+06,1.250270e+00,1.322890e-03,5.115180e-05
1825,0.0180184,1.098480e-02,3.998530e+03,4.445680e+06,1.246030e+00,1.304410e-03,5.163440e-05
1850,0.0180184,1.098130e-02,4.090260e+03,4.546760e+06,1.241470e+00,1.286370e-03,5.211560e-05
1875,0.0180184,1.097720e-02,4.195990e+03,4.650310e+06,1.236610e+00,1.268740e-03,5.259540e-05
1900,0.0180184,1.097250e-02,4.317160e+03,4.756690e+06,1.231490e+00,1.251500e-03,5.307410e-05
1925,0.0180184,1.096690e-02,4.455340e+03,4.866300e+06,1.226150e+00,1.234630e-03,5.355160e-05
1950,0.0180184,1.096050e-02,4.612280e+03,4.979610e+06,1.220640e+00,1.218080e-03,5.402790e-05
1975,0.0180184,1.095300e-02,4.789840e+03,5.097090e+06,1.215030e+00,1.201850e-03,5.450320e-05
2000,0.0180184,1.094440e-02,4.990040e+03,5.219290e+06,1.209360e+00,1.185890e-03,5.497760e-05
2025,0.0180184,1.093450e-02,5.215040e+03,5.346800e+06,1.203710e+00,1.170180e-03,5.543450e-05
2050,0.0180184,1.092300e-02,5.467130e+03,5.480270e+06,1.198140e+00,1.154710e-03,5.589020e-05
2075,0.0180184,1.091000e-02,5.748730e+03,5.620400e+06,1.192720e+00,1.139430e-03,5.634470e-05
2100,0.0180184,1.089500e-02,6.062410e+03,5.767970e+06,1.187500e+00,1.124320e-03,5.679810e-05
2125,0.0180184,1.087810e-02,6.410880e+03,5.923810e+06,1.182560e+00,1.109370e-03,5.725040e-05
2150,0.0180184,1.085890e-02,6.796970e+03,6.088830e+06,1.177930e+00,1.094530e-03,5.770160e-05
2175,0.0180184,1.083720e-02,7.223660e+03,6.264000e+06,1.173680e+00,1.079790e-03,5.815170e-05
2200,0.0180184,1.081280e-02,7.694100e+03,6.450380e+06,1.169820e+00,1.065120e-03,5.860070e-05
2225,0.0180184,1.078540e-02,8.211560e+03,6.649100e+06,1.166410e+00,1.050480e-03,5.904860e-05
2250,0.0180184,1.075480e-02,8.779490e+03,6.861370e+06,1.163460e+00,1.035870e-03,5.949520e-05
2275,0.0180184,1.072080e-02,9.401520e+03,7.088520e+06,1.161000e+00,1.021240e-03,5.994040e-05
2300,0.0180184,1.068290e-02,1.008150e+04,7.331930e+06,1.159050e+00,1.006570e-03,6.038400e-05
2325,0.0180184,1.064110e-02,1.082330e+04,7.593110e+06,1.157600e+00,9.918480e-04,6.082580e-05
2350,0.0180184,1.059490e-02,1.163140e+04,7.873650e+06,1.156680e+00,9.770360e-04,6.126540e-05
2375,0.0180184,1.054410e-02,1.251010e+04,8.175270e+06,1.156280e+00,9.621160e-04,6.170240e-05
2400,0.0180184,1.048840e-02,1.346440e+04,8.499790e+06,1.156420e+00,9.470640e-04,6.213630e-05
2425,0.0180184,1.042750e-02,1.449910e+04,8.849160e+06,1.157080e+00,9.318590e-04,6.256640e-05
2450,0.0180184,1.036110e-02,1.561970e+04,9.225460e+06,1.158280e+00,9.164810e-04,6.299200e-05
2475,0.0180184,1.028900e-02,1.683160e+04,9.630900e+06,1.160020e+00,9.009100e-04,6.341220e-05
2500,0.0180184,1.021090e-02,1.814060e+04,1.006780e+07,1.162290e+00,8.851310e-04,6.382590e-05
2525,0.0180184,1.012660e-02,1.955200e+04,1.053880e+07,1.165110e+00,8.691280e-04,6.423200e-05
2550,0.0180184,1.003580e-02,2.107070e+04,1.104630e+07,1.168450e+00,8.528890e-04,6.462920e-05
2575,0.0180184,9.938320e-03,2.270040e+04,1.159320e+07,1.172340e+00,8.364070e-04,6.501600e-05
2600,0.0180184,9.834080e-03,2.444280e+04,1.218230e+07,1.176750e+00,8.196760e-04,6.539090e-05
2625,0.0180184,9.722980e-03,2.629610e+04,1.281630e+07,1.181660e+00,8.026980e-04,6.575220e-05
2650,0.0180184,9.605050e-03,2.825370e+04,1.349800e+07,1.187060e+00,7.854810e-04,6.609820e-05
2675,0.0180184,9.480380e-03,3.030260e+04,1.422980e+07,1.192880e+00,7.680400e-04,6.642740e-05
2700,0.0180184,9.349240e-03,3.242120e+04,1.501370e+07,1.199070e+00,7.504030e-04,6.673810e-05
2725,0.0180184,9.212050e-03,3.457910e+04,1.585120e+07,1.205510e+00,7.326080e-04,6.702890e-05
2750,0.0180184,9.069390e-03,3.673600e+04,1.674260e+07,1.212090e+00,7.147060e-04,6.729840e-05
2775,0.0180184,8.922060e-03,3.884310e+04,1.768750e+07,1.218660e+00,6.967610e-04,6.754570e-05
2800,0.0180184,8.771020e-03,4.084570e+04,1.868390e+07,1.225040e+00,6.788510e-04,6.776970e-05
2825,0.0180184,8.617420e-03,4.268700e+04,1.972850e+07,1.231060e+00,6.610600e-04,6.796990e-05
2850,0.0180184,8.462500e-03,4.431210e+04,2.081650e+07,1.236550e+00,6.434810e-04,6.814610e-05
2875,0.0180184,8.307580e-03,4.567320e+04,2.194190e+07,1.241370e+00,6.262080e-04,6.829810e-05
2900,0.0180184,8.153980e-03,4.673230e+04,2.309760e+07,1.245400e+00,6.093310e-04,6.842630e-05
2925,0.0180184,8.002950e-03,4.746440e+04,2.427580e+07,1.248550e+00,5.929340e-04,6.853160e-05
2950,0.0180184,7.855640e-03,4.785760e+04,2.546800e+07,1.250810e+00,5.770870e-04,6.861510e-05
2975,0.0180184,7.713050e-03,4.791330e+04,2.666580e+07,1.252160e+00,5.618510e-04,6.867860e-05
3000,0.0180184,7.576010e-03,4.764460e+04,2.786100e+07,1.252640e+00,5.472700e-04,6.872450e-05
3025,0.0180184,7.445180e-03,4.707450e+04,2.904550e+07,1.252320e+00,5.333740e-04,6.875540e-05
3050,0.0180184,7.321010e-03,4.623410e+04,3.021240e+07,1.251280e+00,5.201790e-04,6.877470e-05
3075,0.0180184,7.203800e-03,4.516040e+04,3.135530e+07,1.249630e+00,5.076900e-04,6.878580e-05
3100,0.0180184,7.093710e-03,4.389440e+04,3.246890e+07,1.247460e+00,4.958990e-04,6.879230e-05
3125,0.0180184,6.990720e-03,4.247920e+04,3.354880e+07,1.244890e+00,4.847900e-04,6.879790e-05
3150,0.0180184,6.894730e-03,4.095840e+04,3.459190e+07,1.242040e+00,4.743390e-04,6.880590e-05
3175,0.0180184,6.805530e-03,3.937420e+04,3.559620e+07,1.239000e+00,4.645160e-04,6.881960e-05
3200,0.0180184,6.722830e-03,3.776610e+04,3.656040e+07,1.235870e+00,4.552860e-04,6.884170e-05
3225,0.0180184,6.646270e-03,3.616980e+04,3.748460e+07,1.232730e+00,4.466120e-04,6.887460e-05
3250,0.0180184,6.575470e-03,3.461610e+04,3.836930e+07,1.229650e+00,4.384550e-04,6.892010e-05
3275,0.0180184,6.510000e-03,3.313050e+04,3.921600e+07,1.226680e+00,4.307760e-04,6.897980e-05
3300,0.0180184,6.449430e-03,3.173250e+04,4.002650e+07,1.223860e+00,4.235350e-04,6.905460e-05
3325,0.0180184,6.393330e-03,3.043600e+04,4.080340e+07,1.221210e+00,4.166940e-04,6.914500e-05
3350,0.0180184,6.341280e-03,2.924880e+04,4.154930e+07,1.218750e+00,4.102170e-04,6.925140e-05
3375,0.0180184,6.292870e-03,2.817370e+04,4.226680e+07,1.216490e+00,4.040700e-04,6.937380e-05
3400,0.0180184,6.247710e-03,2.720840e+04,4.295890e+07,1.214440e+00,3.982210e-04,6.951200e-05
3425,0.0180184,6.205460e-03,2.634620e+04,4.362810e+07,1.212600e+00,3.926410e-04,6.966560e-05
3450,0.0180184,6.165790e-03,2.557630e+04,4.427690e+07,1.210970e+00,3.873040e-04,6.983410e-05
3475,0.0180184,6.128440e-03,2.488490e+04,4.490760e+07,1.209570e+00,3.821880e-04,7.001720e-05
3500,0.0180184,6.093160e-03,2.425540e+04,4.552170e+07,1.208400e+00,3.772730e-04,7.021420e-05
3525,0.0180184,6.059740e-03,2.366930e+04,4.612070e+07,1.207490e+00,3.725430e-04,7.042460e-05
3550,0.0180184,6.028030e-03,2.310670e+04,4.670540e+07,1.206840e+00,3.679840e-04,7.064790e-05
3575,0.0180184,5.997910e-03,2.254740e+04,4.727610e+07,1.206490e+00,3.635850e-04,7.088370e-05
3600,0.0180184,5.969290e-03,2.197200e+04,4.783260e+07,1.206470e+00,3.593370e-04,7.113150e-05
3625,0.0180184,5.942130e-03,2.136270e+04,4.837440e+07,1.206810e+00,3.552350e-04,7.139080e-05
3650,0.0180184,5.916390e-03,2.070460e+04,4.890030e+07,1.207550e+00,3.512740e-04,7.166120e-05
3675,0.0180184,5.892070e-03,1.998700e+04,4.940910e+07,1.208760e+00,3.474500e-04,7.194220e-05
3700,0.0180184,5.869210e-03,1.920440e+04,4.989910e+07,1.210480e+00,3.437630e-04,7.223340e-05
3725,0.0180184,5.847810e-03,1.835730e+04,5.036880e+07,1.212800e+00,3.402110e-04,7.253410e-05
3750,0.0180184,5.827900e-03,1.745210e+04,5.081650e+07,1.215810e+00,3.367930e-04,7.284380e-05
3775,0.0180184,5.809490e-03,1.650110e+04,5.124100e+07,1.219600e+00,3.335060e-04,7.316180e-05
3800,0.0180184,5.792600e-03,1.552100e+04,5.164130e+07,1.224260e+00,3.303480e-04,7.348730e-05
3825,0.0180184,5.777200e-03,1.453160e+04,5.201700e+07,1.229910e+00,3.273160e-04,7.381960e-05
3850,0.0180184,5.763250e-03,1.355320e+04,5.236800e+07,1.236600e+00,3.244060e-04,7.415780e-05
3875,0.0180184,5.750700e-03,1.260540e+04,5.269490e+07,1.244390e+00,3.216110e-04,7.450100e-05
3900,0.0180184,5.739460e-03,1.170460e+04,5.299870e+07,1.253300e+00,3.189250e-04,7.484860e-05
3925,0.0180184,5.729460e-03,1.086360e+04,5.328060e+07,1.263300e+00,3.163410e-04,7.519970e-05
3950,0.0180184,5.720580e-03,1.009070e+04,5.354240e+07,1.274320e+00,3.138520e-04,7.555380e-05
3975,0.0180184,5.712730e-03,9.390170e+03,5.378580e+07,1.286220e+00,3.114500e-04,7.591010e-05
4000,0.0180184,5.705790e-03,8.762670e+03,5.401250e+07,1.298860e+00,3.091280e-04,7.626820e-05
200,0.0320418,2.199600e-02,1.511860e+03,-7.246370e+06,1.333370e+00,4.238340e-02,9.196210e-06
225,0.0320418,2.199600e-02,1.533560e+03,-7.208310e+06,1.327110e+00,3.767410e-02,1.024210e-05
250,0.0320418,2.199600e-02,1.559750e+03,-7.169650e+06,1.319870e+00,3.390670e-02,1.127750e-05
275,0.0320418,2.199590e-02,1.592650e+03,-7.130260e+06,1.311250e+00,3.082420e-02,1.230010e-05
300,0.0320418,2.199570e-02,1.633170e+03,-7.089960e+06,1.301340e+00,2.825520e-02,1.330740e-05
325,0.0320418,2.199490e-02,1.682910e+03,-7.048530e+06,1.290260e+00,2.608080e-02,1.432640e-05
350,0.0320418,2.199270e-02,1.745530e+03,-7.005710e+06,1.277980e+00,2.421540e-02,1.533170e-05
375,0.0320418,2.198730e-02,1.827910e+03,-6.961090e+06,1.264300e+00,2.259550e-02,1.632110e-05
400,0.0320418,2.197570e-02,1.940820e+03,-6.914060e+06,1.249140e+00,2.117220e-02,1.729180e-05
425,0.0320418,2.195310e-02,2.099040e+03,-6.863670e+06,1.232730e+00,1.990630e-02,1.824000e-05
450,0.0320418,2.191270e-02,2.320370e+03,-6.808580e+06,1.215850e+00,1.876570e-02,1.915990e-05
475,0.0320418,2.184540e-02,2.623720e+03,-6.746970e+06,1.199740e+00,1.772350e-02,2.004420e-05
500,0.0320418,2.174120e-02,3.027310e+03,-6.676560e+06,1.185540e+00,1.675700e-02,2.088390e-05
525,0.0320418,2.158970e-02,3.552620e+03,-6.594600e+06,1.173760e+00,1.584780e-02,2.164170e-05
550,0.0320418,2.138130e-02,4.246230e+03,-6.497550e+06,1.163870e+00,1.498140e-02,2.233720e-05
575,0.0320418,2.110390e-02,5.235490e+03,-6.379870e+06,1.154970e+00,1.414420e-02,2.297340e-05
600,0.0320418,2.073490e-02,6.800630e+03,-6.231020e+06,1.147840e+00,1.331780e-02,2.356330e-05
625,0.0320418,2.022990e-02,9.332820e+03,-6.031730e+06,1.146660e+00,1.247370e-02,2.411050e-05
650,0.0320418,1.953130e-02,1.303360e+04,-5.754480e+06,1.155650e+00,1.157970e-02,2.465600e-05
675,0.0320418,1.860710e-02,1.758690e+04,-5.372770e+06,1.174090e+00,1.062330e-02,2.523700e-05
700,0.0320418,1.749560e-02,2.203040e+04,-4.875830e+06,1.196040e+00,9.631900e-03,2.591450e-05
725,0.0320418,1.631850e-02,2.462220e+04,-4.286490e+06,1.211960e+00,8.674120e-03,2.675360e-05
750,0.0320418,1.525720e-02,2.319090e+04,-3.678640e+06,1.211820e+00,7.839620e-03,2.775260e-05
775,0.0320418,1.448160e-02,1.721610e+04,-3.166180e+06,1.195130e+00,7.201080e-03,2.878680e-05
800,0.0320418,1.404720e-02,1.014020e+04,-2.827190e+06,1.182580e+00,6.766750e-03,2.969870e-05
825,0.0320418,1.385960e-02,5.746670e+03,-2.635330e+06,1.196660e+00,6.474110e-03,3.045930e-05
850,0.0320418,1.379050e-02,3.923100e+03,-2.518220e+06,1.225430e+00,6.252330e-03,3.113230e-05
875,0.0320418,1.376590e-02,3.290810e+03,-2.429490e+06,1.244650e+00,6.062870e-03,3.176770e-05
900,0.0320418,1.375670e-02,3.105150e+03,-2.350100e+06,1.250770e+00,5.890530e-03,3.238620e-05
925,0.0320418,1.375120e-02,3.187700e+03,-2.272150e+06,1.244950e+00,5.729020e-03,3.299470e-05
950,0.0320418,1.373520e-02,3.998510e+03,-2.184960e+06,1.216800e+00,5.571780e-03,3.359230e-05
975,0.0320418,1.367060e-02,6.359140e+03,-2.058200e+06,1.188030e+00,5.403380e-03,3.416750e-05
1000,0.0320418,1.352950e-02,8.675290e+03,-1.867820e+06,1.185360e+00,5.213920e-03,3.471140e-05
1025,0.0320418,1.334240e-02,9.757410e+03,-1.635160e+06,1.189280e+00,5.016400e-03,3.521190e-05
1050,0.0320418,1.314390e-02,1.003140e+04,-1.386620e+06,1.192770e+00,4.824090e-03,3.570310e-05
1075,0.0320418,1.295210e-02,9.891160e+03,-1.137000e+06,1.195140e+00,4.643160e-03,3.619230e-05
1100,0.0320418,1.277520e-02,9.561940e+03,-8.936150e+05,1.196360e+00,4.475650e-03,3.668370e-05
1125,0.0320418,1.261580e-02,9.191060e+03,-6.592410e+05,1.196300e+00,4.321590e-03,3.717960e-05
1150,0.0320418,1.247350e-02,8.889680e+03,-4.334780e+05,1.194620e+00,4.179950e-03,3.768140e-05
1175,0.0320418,1.234570e-02,8.748850e+03,-2.134160e+05,1.190910e+00,4.049120e-03,3.819030e-05
1200,0.0320418,1.222880e-02,8.846570e+03,5.955790e+03,1.184940e+00,3.927220e-03,3.870690e-05
1225,0.0320418,1.211820e-02,9.249530e+03,2.314610e+05,1.177070e+00,3.812260e-03,3.923230e-05
1250,0.0320418,1.200870e-02,1.000650e+04,4.713930e+05,1.168360e+00,3.702260e-03,3.976730e-05
1275,0.0320418,1.189530e-02,1.112550e+04,7.348280e+05,1.160320e+00,3.595390e-03,4.031300e-05
1300,0.0320418,1.177360e-02,1.252070e+04,1.030020e+06,1.154290e+00,3.490190e-03,4.086960e-05
1325,0.0320418,1.164190e-02,1.391640e+04,1.360950e+06,1.150980e+00,3.386010e-03,4.143600e-05
1350,0.0320418,1.150290e-02,1.474610e+04,1.721200e+06,1.150310e+00,3.283640e-03,4.200810e-05
1375,0.0320418,1.136700e-02,1.425920e+04,2.087170e+06,1.151940e+00,3.185840e-03,4.257820e-05
1400,0.0320418,1.124980e-02,1.217660e+04,2.420470e+06,1.157060e+00,3.096690e-03,4.313720e-05
1425,0.0320418,1.116310e-02,9.356020e+03,2.689730e+06,1.169230e+00,3.018930e-03,4.367940e-05
1450,0.0320418,1.110680e-02,7.008460e+03,2.892510e+06,1.189900e+00,2.951900e-03,4.420600e-05
1475,0.0320418,1.107200e-02,5.533850e+03,3.047600e+06,1.213890e+00,2.892790e-03,4.472180e-05
1500,0.0320418,1.105040e-02,4.714780e+03,3.174670e+06,1.234310e+00,2.839020e-03,4.523100e-05
1525,0.0320418,1.103620e-02,4.269050e+03,3.286410e+06,1.248500e+00,2.788900e-03,4.573600e-05
1550,0.0320418,1.102650e-02,4.019710e+03,3.389730e+06,1.257350e+00,2.741500e-03,4.623810e-05
1575,0.0320418,1.101950e-02,3.875080e+03,3.488260e+06,1.262530e+00,2.696260e-03,4.673780e-05
1600,0.0320418,1.101420e-02,3.789660e+03,3.583980e+06,1.265330e+00,2.652860e-03,4.723540e-05
1625,0.0320418,1.101010e-02,3.740450e+03,3.678040e+06,1.266560e+00,2.611070e-03,4.773100e-05
1650,0.0320418,1.100670e-02,3.715330e+03,3.771200e+06,1.266700e+00,2.570730e-03,4.822470e-05
1675,0.0320418,1.100390e-02,3.707620e+03,3.863950e+06,1.266040e+00,2.531710e-03,4.871660e-05
1700,0.0320418,1.100140e-02,3.713520e+03,3.956690e+06,1.264740e+00,2.493920e-03,4.920680e-05
1725,0.0320418,1.099920e-02,3.730880e+03,4.049720e+06,1.262930e+00,2.457270e-03,4.969530e-05
1750,0.0320418,1.099690e-02,3.758500e+03,4.143320e+06,1.260650e+00,2.421670e-03,5.018230e-05
1775,0.0320418,1.099470e-02,3.795880e+03,4.237730e+06,1.257970e+00,2.387070e-03,5.066770e-05
1800,0.0320418,1.099230e-02,3.842930e+03,4.333200e+06,1.254910e+00,2.353410e-03,5.115160e-05
1825,0.0320418,1.098970e-02,3.899920e+03,4.429960e+06,1.251500e+00,2.320620e-03,5.163400e-05
1850,0.0320418,1.098680e-02,3.967370e+03,4.528280e+06,1.247760e+00,2.288660e-03,5.211510e-05
1875,0.0320418,1.098350e-02,4.046010e+03,4.628420e+06,1.243710e+00,2.257470e-03,5.259490e-05
1900,0.0320418,1.097980e-02,4.136760e+03,4.730680e+06,1.239380e+00,2.227010e-03,5.307340e-05
1925,0.0320418,1.097550e-02,4.240670e+03,4.835370e+06,1.234790e+00,2.197220e-03,5.355080e-05
1950,0.0320418,1.097050e-02,4.358960e+03,4.942830e+06,1.229990e+00,2.168080e-03,5.402690e-05
1975,0.0320418,1.096480e-02,4.492960e+03,5.053450e+06,1.225000e+00,2.139520e-03,5.450200e-05
2000,0.0320418,1.095820e-02,4.644120e+03,5.167620e+06,1.219880e+00,2.111510e-03,5.497610e-05
2025,0.0320418,1.095070e-02,4.814030e+03,5.285810e+06,1.214670e+00,2.084010e-03,5.543270e-05
2050,0.0320418,1.094200e-02,5.004370e+03,5.408500e+06,1.209430e+00,2.056960e-03,5.588810e-05
2075,0.0320418,1.093220e-02,5.216920e+03,5.536210e+06,1.204210e+00,2.030340e-03,5.634230e-05
2100,0.0320418,1.092090e-02,5.453590e+03,5.669540e+06,1.199080e+00,2.004100e-03,5.679530e-05
2125,0.0320418,1.090810e-02,5.716390e+03,5.809110e+06,1.194070e+00,1.978200e-03,5.724720e-05
2150,0.0320418,1.089350e-02,6.007420e+03,5.955600e+06,1.189260e+00,1.952590e-03,5.769810e-05
2175,0.0320418,1.087710e-02,6.328900e+03,6.109740e+06,1.184680e+00,1.927240e-03,5.814790e-05
2200,0.0320418,1.085870e-02,6.683150e+03,6.272320e+06,1.180390e+00,1.902110e-03,5.859670e-05
2225,0.0320418,1.083790e-02,7.072580e+03,6.444190e+06,1.176410e+00,1.877150e-03,5.904450e-05
2250,0.0320418,1.081470e-02,7.499750e+03,6.626260e+06,1.172800e+00,1.852320e-03,5.949130e-05
2275,0.0320418,1.078890e-02,7.967310e+03,6.819510e+06,1.169570e+00,1.827580e-03,5.993700e-05
2300,0.0320418,1.076010e-02,8.478020e+03,7.024980e+06,1.166750e+00,1.802890e-03,6.038150e-05
2325,0.0320418,1.072820e-02,9.034810e+03,7.243800e+06,1.164370e+00,1.778220e-03,6.082470e-05
2350,0.0320418,1.069290e-02,9.640700e+03,7.477130e+06,1.162430e+00,1.753520e-03,6.126660e-05
2375,0.0320418,1.065410e-02,1.029890e+04,7.726270e+06,1.160950e+00,1.728760e-03,6.170680e-05
2400,0.0320418,1.061140e-02,1.101280e+04,7.992540e+06,1.159930e+00,1.703900e-03,6.214510e-05
2425,0.0320418,1.056460e-02,1.178590e+04,8.277400e+06,1.159390e+00,1.678900e-03,6.258110e-05
2450,0.0320418,1.051350e-02,1.262210e+04,8.582370e+06,1.159330e+00,1.653730e-03,6.301440e-05
2475,0.0320418,1.045790e-02,1.352510e+04,8.909060e+06,1.159740e+00,1.628360e-03,6.344460e-05
2500,0.0320418,1.039740e-02,1.449920e+04,9.259210e+06,1.160640e+00,1.602750e-03,6.387100e-05
2525,0.0320418,1.033180e-02,1.554860e+04,9.634650e+06,1.162030e+00,1.576880e-03,6.429280e-05
2550,0.0320418,1.026100e-02,1.667770e+04,1.003730e+07,1.163900e+00,1.550720e-03,6.470930e-05
2575,0.0320418,1.018470e-02,1.789090e+04,1.046920e+07,1.166260e+00,1.524240e-03,6.511940e-05
2600,0.0320418,1.010280e-02,1.919200e+04,1.093260e+07,1.169100e+00,1.497440e-03,6.552220e-05
2625,0.0320418,1.001490e-02,2.058440e+04,1.142960e+07,1.172430e+00,1.470280e-03,6.591640e-05
2650,0.0320418,9.921100e-03,2.207030e+04,1.196260e+07,1.176250e+00,1.442770e-03,6.630080e-05
2675,0.0320418,9.821190e-03,2.364990e+04,1.253390e+07,1.180540e+00,1.414890e-03,6.667410e-05
2700,0.0320418,9.715150e-03,2.532050e+04,1.314580e+07,1.185280e+00,1.386650e-03,6.703470e-05
2725,0.0320418,9.603020e-03,2.707560e+04,1.380060e+07,1.190450e+00,1.358070e-03,6.738140e-05
2750,0.0320418,9.484910e-03,2.890340e+04,1.450020e+07,1.196000e+00,1.329180e-03,6.771260e-05
2775,0.0320418,9.361070e-03,3.078630e+04,1.524630e+07,1.201870e+00,1.300000e-03,6.802710e-05
2800,0.0320418,9.231850e-03,3.269970e+04,1.603980e+07,1.207990e+00,1.270610e-03,6.832360e-05
2825,0.0320418,9.097750e-03,3.461230e+04,1.688120e+07,1.214230e+00,1.241070e-03,6.860100e-05
2850,0.0320418,8.959430e-03,3.648660e+04,1.777010e+07,1.220490e+00,1.211480e-03,6.885830e-05
2875,0.0320418,8.817690e-03,3.828100e+04,1.870490e+07,1.226610e+00,1.181950e-03,6.909480e-05
2900,0.0320418,8.673440e-03,3.995200e+04,1.968310e+07,1.232470e+00,1.152590e-03,6.930980e-05
2925,0.0320418,8.527710e-03,4.145710e+04,2.070110e+07,1.237910e+00,1.123540e-03,6.950290e-05
2950,0.0320418,8.381580e-03,4.275830e+04,2.175430e+07,1.242800e+00,1.094930e-03,6.967410e-05
