Bg,P_atm,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH4,CN,CO,CO2,C2,C2H,"C2H2,acetylene",C3,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,CH2OH,CNN,CNC,CNCOCN,C6H6,HNC,C(gr)
2.0,0.001,3.000000e+02,0.000000e+00,-7.035770e+00,1.502170e-114,3.556660e-36,5.061280e-75,7.475530e-79,3.046040e-01,1.176750e-70,8.830560e-11,5.408590e-03,1.271300e-132,2.990540e-92,1.560520e-40,1.855540e-132,6.383070e-170,3.575400e-77,1.502000e-171,5.639710e-24,7.174740e-04,4.713110e-01,2.179590e-01,5.942570e-44,7.461310e-110,3.366270e-112,1.616740e-81,8.343790e-39,1.868880e-34,1.000000e+00
2.0,0.001,3.250000e+02,0.000000e+00,-6.965810e+00,5.992150e-105,5.294740e-33,5.939940e-69,1.604420e-72,3.065780e-01,8.850240e-65,1.576030e-09,8.403990e-03,1.704390e-121,2.054830e-84,5.663310e-37,3.318940e-121,1.006670e-155,1.219200e-70,3.496050e-157,6.096630e-22,2.288990e-03,4.649410e-01,2.177880e-01,1.044040e-40,2.279160e-101,5.042080e-103,1.803840e-75,3.408700e-36,1.340200e-31,1.000000e+00
2.0,0.001,3.500000e+02,0.000000e+00,-6.889990e+00,1.023700e-96,2.800100e-30,9.429180e-64,4.304970e-67,3.076500e-01,9.659830e-60,1.853560e-08,1.204540e-02,5.975630e-112,1.083580e-77,6.422730e-34,1.479450e-111,1.511250e-143,4.925750e-65,7.347610e-145,3.385270e-20,6.243920e-03,4.567040e-01,2.173570e-01,6.262200e-38,4.280650e-94,3.720490e-95,2.746340e-70,5.852510e-34,3.777750e-29,1.000000e+00
2.0,0.001,3.750000e+02,0.000000e+00,-6.809150e+00,1.405130e-89,6.456360e-28,3.023480e-59,2.186590e-62,3.061630e-01,2.247860e-55,1.562500e-07,1.622990e-02,1.133040e-103,7.306600e-72,2.861870e-31,3.432750e-103,5.465930e-133,3.596120e-60,3.565190e-134,1.100370e-18,1.497080e-02,4.462310e-01,2.164050e-01,1.584950e-35,8.621140e-88,2.465190e-88,8.491820e-66,4.985890e-32,5.030860e-27,1.000000e+00
2.0,0.001,4.000000e+02,0.000000e+00,-6.723210e+00,2.484250e-83,7.560870e-26,2.647880e-55,2.868360e-58,2.996590e-01,1.487540e-51,1.006450e-06,2.088520e-02,2.003980e-96,9.230550e-67,5.936180e-29,7.205280e-96,9.560040e-124,6.497390e-56,8.078190e-125,2.305850e-17,3.214360e-02,4.327780e-01,2.145330e-01,1.979420e-33,2.822750e-82,2.300130e-82,7.184420e-62,2.371080e-30,3.627740e-25,1.000000e+00
2.0,0.001,4.250000e+02,0.000000e+00,-6.630270e+00,8.117240e-78,5.047050e-24,7.983890e-52,1.231730e-54,2.850600e-01,3.487620e-48,5.206740e-06,2.602320e-02,5.017060e-90,2.922260e-62,6.507620e-27,2.088200e-89,1.377910e-115,3.685260e-52,1.465210e-116,3.347080e-16,6.251920e-02,4.151720e-01,2.112210e-01,1.370290e-31,2.063270e-77,4.261180e-77,2.088360e-58,6.829170e-29,1.569260e-23,1.000000e+00
2.0,0.001,4.500000e+02,0.000000e+00,-6.525380e+00,6.491420e-73,2.097400e-22,9.932970e-49,2.081190e-51,2.594630e-01,3.436020e-45,2.251100e-05,3.179020e-02,2.459550e-84,2.902600e-58,4.148430e-25,1.161220e-83,2.477920e-108,7.870160e-49,3.235810e-109,3.551770e-15,1.107930e-01,3.919750e-01,2.059560e-01,5.733320e-30,4.305130e-73,2.046930e-72,2.489980e-55,1.256810e-27,4.401020e-22,1.000000e+00
2.0,0.001,4.750000e+02,0.000000e+00,-6.399280e+00,1.586080e-68,5.808570e-21,5.887890e-46,1.600170e-48,2.217920e-01,1.627880e-42,8.400530e-05,3.851970e-02,3.051090e-79,1.078560e-54,1.653080e-23,1.606800e-78,7.715090e-102,7.282750e-46,1.211830e-102,2.870860e-14,1.791530e-01,3.619550e-01,1.984970e-01,1.546360e-28,3.114320e-69,3.148250e-68,1.402250e-52,1.527040e-26,8.496260e-21,1.000000e+00
2.0,0.001,5.000000e+02,0.000000e+00,-6.237670e+00,1.414010e-64,1.131090e-19,1.865940e-43,6.296000e-46,1.748160e-01,4.136010e-40,2.777170e-04,4.673860e-02,1.175920e-74,1.724560e-51,4.355620e-22,6.811790e-74,5.405850e-96,3.262140e-43,1.003310e-96,1.827060e-13,2.641940e-01,3.247690e-01,1.892050e-01,2.823940e-27,9.144290e-66,1.837400e-64,4.185220e-50,1.250820e-25,1.184810e-19,1.000000e+00
2.0,0.001,5.250000e+02,0.000000e+00,-6.024090e+00,5.310650e-61,1.619010e-18,3.462450e-41,1.396820e-43,1.256630e-01,6.167750e-38,8.287400e-04,5.696080e-02,1.662770e-70,1.330320e-48,7.956970e-21,1.047120e-69,1.054130e-90,7.751970e-41,2.276470e-91,9.431590e-13,3.558610e-01,2.815350e-01,1.791510e-01,3.635230e-26,1.243010e-62,4.678410e-61,7.278780e-48,7.065400e-25,1.244620e-18,1.000000e+00
