Bg,P_atm,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH4,CN,CO,CO2,C2,C2H,"C2H2,acetylene",C3,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,CH2OH,CNN,CNC,CNCOCN,C6H6,HNC,C(gr)
0.1,0.001,3.000000e+02,1.251850e-02,-3.253660e+00,1.502170e-114,9.642890e-37,2.481780e-74,1.338130e-78,1.645870e-03,2.106400e-70,4.330030e-10,1.300440e-01,1.271300e-132,8.108000e-93,1.147100e-41,1.855540e-132,6.383070e-170,2.628170e-78,1.502000e-171,2.737030e-24,5.273950e-05,1.698790e-01,6.983790e-01,5.807260e-45,2.390730e-109,6.025690e-112,2.540160e-80,3.313990e-42,9.069930e-35,1.000000e+00
0.1,0.001,3.250000e+02,1.341980e-02,-3.222950e+00,5.992150e-105,1.601090e-33,2.345440e-68,2.872960e-72,2.563460e-03,1.584770e-64,6.223100e-09,1.310300e-01,1.704390e-121,6.213670e-85,5.178610e-38,3.318940e-121,1.006670e-155,1.114850e-71,3.496050e-157,3.301210e-22,2.093090e-04,1.678740e-01,6.983240e-01,1.139910e-41,7.308010e-101,9.028630e-103,2.283830e-74,2.606260e-39,7.256950e-32,1.000000e+00
0.1,0.001,3.500000e+02,1.456690e-02,-3.190790e+00,1.023700e-96,9.249110e-31,3.125350e-63,7.715450e-67,3.662370e-03,1.731250e-59,6.143720e-08,1.323340e-01,5.975630e-112,3.579220e-78,7.007650e-35,1.479450e-111,1.511250e-143,5.374340e-66,7.347610e-145,2.004060e-20,6.812560e-04,1.651630e-01,6.981590e-01,7.480500e-39,1.374960e-93,6.667930e-95,2.923890e-69,7.601530e-37,2.236410e-29,1.000000e+00
0.1,0.001,3.750000e+02,1.597610e-02,-3.156510e+00,1.405130e-89,2.290970e-28,8.689260e-59,3.926270e-62,4.853750e-03,4.036290e-55,4.490510e-07,1.340500e-01,1.133040e-103,2.592660e-72,3.603400e-32,3.432750e-103,5.465930e-133,4.527890e-61,3.565190e-134,7.011060e-19,1.884980e-03,1.614720e-01,6.977390e-01,2.035100e-36,2.779650e-87,4.426520e-88,7.868680e-65,9.952450e-35,3.205430e-27,1.000000e+00
0.1,0.001,4.000000e+02,1.768180e-02,-3.118900e+00,2.484250e-83,2.842760e-26,6.765410e-55,5.169440e-58,5.988270e-03,2.680880e-51,2.571500e-06,1.363420e-01,2.003980e-96,3.470530e-67,8.391580e-30,7.205280e-96,9.560040e-124,9.184920e-57,8.078190e-125,1.562460e-17,4.543930e-03,1.563140e-01,6.968090e-01,2.688060e-34,9.168360e-82,4.145370e-82,5.962210e-61,6.698160e-33,2.458190e-25,1.000000e+00
0.1,0.001,4.250000e+02,1.973640e-02,-3.076150e+00,8.117240e-78,1.987220e-24,1.848130e-51,2.234300e-54,6.851280e-03,6.326390e-48,1.205270e-05,1.394430e-01,5.017060e-90,1.150610e-62,1.008880e-27,2.088200e-89,1.377910e-115,5.713280e-53,1.465210e-116,2.390570e-16,9.692400e-03,1.489930e-01,6.950080e-01,1.936230e-32,6.789060e-77,7.729590e-77,1.590660e-57,2.544610e-31,1.120810e-23,1.000000e+00
0.1,0.001,4.500000e+02,2.219790e-02,-3.026200e+00,6.491420e-73,8.560350e-23,2.111040e-48,3.814680e-51,7.199750e-03,6.297970e-45,4.784220e-05,1.435910e-01,2.459550e-84,1.184670e-58,6.910420e-26,1.161220e-83,2.477920e-108,1.311010e-49,3.235810e-109,2.657050e-15,1.845580e-02,1.387700e-01,6.919360e-01,8.284270e-31,1.446360e-72,3.751870e-72,1.777890e-54,5.809410e-30,3.292370e-22,1.000000e+00
0.1,0.001,4.750000e+02,2.511060e-02,-2.967460e+00,1.586080e-68,2.436620e-21,1.157580e-45,2.977640e-48,6.867840e-03,3.029200e-42,1.651570e-04,1.488890e-01,3.051090e-79,4.524410e-55,2.908920e-24,1.606800e-78,7.715090e-102,1.281540e-46,1.211830e-102,2.240970e-14,3.152540e-02,1.252220e-01,6.873310e-01,2.244170e-29,1.078390e-68,5.858340e-68,9.546130e-52,8.320750e-29,6.632120e-21,1.000000e+00
0.1,0.001,5.000000e+02,2.848340e-02,-2.899760e+00,1.414010e-64,4.847320e-20,3.399480e-43,1.194700e-45,5.896600e-03,7.848320e-40,5.059600e-04,1.551320e-01,1.175920e-74,7.390680e-52,7.999450e-23,6.811790e-74,5.405850e-96,5.991190e-44,1.003310e-96,1.485770e-13,4.852140e-02,1.086670e-01,6.812770e-01,4.049340e-28,3.292620e-65,3.486570e-64,2.745510e-49,7.748670e-28,9.634930e-20,1.000000e+00
0.1,0.001,5.250000e+02,3.227470e-02,-2.824600e+00,5.310650e-61,7.065690e-19,5.833510e-41,2.709800e-43,4.558530e-03,1.196530e-37,1.396250e-03,1.616840e-01,1.662770e-70,5.805790e-49,1.515500e-21,1.047120e-69,1.054130e-90,1.476460e-41,2.276470e-91,7.985220e-13,6.777820e-02,9.034130e-02,6.742410e-01,5.090860e-27,4.678110e-62,9.076040e-61,4.615300e-47,4.881610e-27,1.053760e-18,1.000000e+00
