P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,Mo,MoO,MoO2,MoO3,Mo2O6,Mo3O9,Mo4O12,Mo5O15,Mo(cr),Mo(L),MoO2(cr),MoO3(cr),MoO3(L)
3.16228,3.025000e+03,5.315360e-01,1.527170e+00,8.385050e-06,2.680910e-03,4.275700e-03,8.344020e-01,1.497440e-03,3.781340e-05,2.938740e-03,6.687970e-02,7.653490e-02,9.407770e-03,1.331020e-03,5.403210e-06,8.133850e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.050000e+03,5.359670e-01,1.591560e+00,9.793460e-06,3.046950e-03,4.594480e-03,8.310330e-01,1.636230e-03,4.579050e-05,3.366400e-03,7.093680e-02,7.607310e-02,8.219910e-03,1.033470e-03,3.764560e-06,5.117310e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.075000e+03,5.403940e-01,1.654720e+00,1.141040e-05,3.450540e-03,4.923950e-03,8.278100e-01,1.779890e-03,5.527350e-05,3.841420e-03,7.492970e-02,7.526830e-02,7.131650e-03,7.947200e-04,2.590400e-06,3.170450e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.100000e+03,5.448000e-01,1.716710e+00,1.326230e-05,3.894110e-03,5.263670e-03,8.247240e-01,1.927910e-03,6.651290e-05,4.367190e-03,7.883720e-02,7.415140e-02,6.147040e-03,6.056670e-04,1.762010e-06,1.936570e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.125000e+03,5.491720e-01,1.777630e+00,1.537870e-05,4.380150e-03,5.613200e-03,8.217620e-01,2.079790e-03,7.979480e-05,4.947220e-03,8.264060e-02,7.275620e-02,5.266340e-03,4.577960e-04,1.185920e-06,1.167600e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.150000e+03,5.534980e-01,1.837610e+00,1.779190e-05,4.911210e-03,5.972090e-03,8.189100e-01,2.235030e-03,9.544560e-05,5.585100e-03,8.632360e-02,7.111850e-02,4.486770e-03,3.434310e-04,7.905270e-07,6.956840e-10,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.175000e+03,5.577720e-01,1.896810e+00,2.053740e-05,5.489900e-03,6.339890e-03,8.161530e-01,2.393130e-03,1.138360e-04,6.284530e-03,8.987220e-02,6.927390e-02,3.803140e-03,2.558780e-04,5.223780e-07,4.100870e-10,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.200000e+03,5.619880e-01,1.955380e+00,2.365430e-05,6.118850e-03,6.716120e-03,8.134740e-01,2.553590e-03,1.353880e-04,7.049260e-03,9.327410e-02,6.725680e-02,3.208690e-03,1.894670e-04,3.424720e-07,2.394100e-10,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.225000e+03,5.661430e-01,2.013490e+00,2.718530e-05,6.800730e-03,7.100270e-03,8.108590e-01,2.715920e-03,1.605780e-04,7.883100e-03,9.651870e-02,6.509960e-02,2.695630e-03,1.395040e-04,2.229310e-07,1.385550e-10,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.250000e+03,5.702360e-01,2.071290e+00,3.117730e-05,7.538230e-03,7.491830e-03,8.082930e-01,2.879600e-03,1.899430e-04,8.789860e-03,9.959630e-02,6.283230e-02,2.255790e-03,1.021940e-04,1.441830e-07,7.955780e-11,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.275000e+03,5.742670e-01,2.128930e+00,3.568100e-05,8.333990e-03,7.890200e-03,8.057620e-01,3.044100e-03,2.240900e-04,9.773390e-03,1.024990e-01,6.048220e-02,1.880940e-03,7.451350e-05,9.270780e-08,4.535680e-11,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.300000e+03,5.782380e-01,2.186550e+00,4.075210e-05,9.190640e-03,8.294790e-03,8.032550e-01,3.208900e-03,2.636980e-04,1.083750e-02,1.052180e-01,5.807350e-02,1.563170e-03,5.409890e-05,5.929140e-08,2.569060e-11,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.325000e+03,5.821510e-01,2.244290e+00,4.645090e-05,1.011070e-02,8.704920e-03,8.007610e-01,3.373420e-03,3.095320e-04,1.198580e-02,1.077460e-01,5.562790e-02,1.295060e-03,3.912230e-05,3.773320e-08,1.446450e-11,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.350000e+03,5.860110e-01,2.302280e+00,5.284280e-05,1.109680e-02,9.119900e-03,7.982690e-01,3.537110e-03,3.624470e-04,1.322210e-02,1.100780e-01,5.316430e-02,1.069810e-03,2.818760e-05,2.390360e-08,8.098660e-12,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.375000e+03,5.898220e-01,2.360610e+00,5.999850e-05,1.215110e-02,9.538940e-03,7.957700e-01,3.699350e-03,4.233950e-04,1.454990e-02,1.122060e-01,5.069920e-02,8.813070e-04,2.023860e-05,1.507760e-08,4.510820e-12,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.400000e+03,5.935890e-01,2.419400e+00,6.799480e-05,1.327610e-02,9.961250e-03,7.932570e-01,3.859540e-03,4.934400e-04,1.597230e-02,1.141260e-01,4.824700e-02,7.241000e-04,1.448320e-05,9.471480e-09,2.500020e-12,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.425000e+03,5.973190e-01,2.478750e+00,7.691430e-05,1.447360e-02,1.038590e-02,7.907230e-01,4.017040e-03,5.737640e-04,1.749270e-02,1.158330e-01,4.582010e-02,5.934210e-04,1.033150e-05,5.926430e-09,1.378990e-12,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.450000e+03,6.010180e-01,2.538720e+00,8.684600e-05,1.574570e-02,1.081210e-02,7.881620e-01,4.171220e-03,6.656800e-04,1.911380e-02,1.173210e-01,4.342890e-02,4.851200e-04,7.347110e-06,3.694070e-09,7.571230e-13,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.475000e+03,6.046950e-01,2.599420e+00,9.788580e-05,1.709390e-02,1.123880e-02,7.855680e-01,4.321430e-03,7.706410e-04,2.083820e-02,1.185880e-01,4.108260e-02,3.956200e-04,5.208920e-06,2.293950e-09,4.138040e-13,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.500000e+03,6.083590e-01,2.660900e+00,1.101360e-04,1.851980e-02,1.166500e-02,7.829370e-01,4.466990e-03,8.902560e-04,2.266830e-02,1.196290e-01,3.878860e-02,3.218570e-04,3.681870e-06,1.419190e-09,2.251450e-13,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.525000e+03,6.120200e-01,2.723230e+00,1.237080e-04,2.002450e-02,1.208970e-02,7.802630e-01,4.607250e-03,1.026300e-03,2.460580e-02,1.204420e-01,3.655340e-02,2.612190e-04,2.594660e-06,8.747350e-10,1.219450e-13,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.550000e+03,6.156880e-01,2.786480e+00,1.387190e-04,2.160880e-02,1.251170e-02,7.775440e-01,4.741560e-03,1.180730e-03,2.665230e-02,1.210260e-01,3.438230e-02,2.114980e-04,1.822960e-06,5.371270e-10,6.574840e-14,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.575000e+03,6.193760e-01,2.850690e+00,1.552950e-04,2.327320e-02,1.293000e-02,7.747770e-01,4.869240e-03,1.355690e-03,2.880870e-02,1.213800e-01,3.227960e-02,1.708270e-04,1.276850e-06,3.285630e-10,3.528510e-14,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.600000e+03,6.230970e-01,2.915910e+00,1.735710e-04,2.501800e-02,1.334340e-02,7.719570e-01,4.989670e-03,1.553550e-03,3.107560e-02,1.215020e-01,3.024870e-02,1.376410e-04,8.915520e-07,2.002010e-10,1.884690e-14,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.625000e+03,6.268650e-01,2.982190e+00,1.936900e-04,2.684270e-02,1.375070e-02,7.690830e-01,5.102220e-03,1.776910e-03,3.345290e-02,1.213940e-01,2.829240e-02,1.106260e-04,6.205370e-07,1.215010e-10,1.001790e-14,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.650000e+03,6.306940e-01,3.049550e+00,2.158050e-04,2.874690e-02,1.415060e-02,7.661520e-01,5.206280e-03,2.028590e-03,3.594010e-02,1.210580e-01,2.641270e-02,8.868900e-05,4.304940e-07,7.343580e-11,5.298340e-15,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.675000e+03,6.346030e-01,3.118030e+00,2.400780e-04,3.072950e-02,1.454200e-02,7.631620e-01,5.301280e-03,2.311710e-03,3.853600e-02,1.204950e-01,2.461090e-02,7.091860e-05,2.976500e-07,4.419720e-11,2.787760e-15,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.700000e+03,6.386080e-01,3.187660e+00,2.666820e-04,3.278870e-02,1.492370e-02,7.601120e-01,5.386670e-03,2.629640e-03,4.123850e-02,1.197090e-01,2.288810e-02,5.655890e-05,2.050870e-07,2.648380e-11,1.458970e-15,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.725000e+03,6.427280e-01,3.258440e+00,2.957970e-04,3.492270e-02,1.529430e-02,7.570000e-01,5.461950e-03,2.986080e-03,4.404530e-02,1.187040e-01,2.124450e-02,4.498460e-05,1.408040e-07,1.579770e-11,7.593280e-16,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.750000e+03,6.469850e-01,3.330390e+00,3.276180e-04,3.712880e-02,1.565260e-02,7.538240e-01,5.526660e-03,3.385040e-03,4.695300e-02,1.174860e-01,1.968030e-02,3.567930e-05,9.631280e-08,9.379250e-12,3.929260e-16,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.775000e+03,6.514000e-01,3.403520e+00,3.623480e-04,3.940390e-02,1.599750e-02,7.505840e-01,5.580380e-03,3.830890e-03,4.995770e-02,1.160600e-01,1.819480e-02,2.821790e-05,6.562850e-08,5.541470e-12,2.021150e-16,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.800000e+03,6.559970e-01,3.477810e+00,4.002020e-04,4.174460e-02,1.632760e-02,7.472790e-01,5.622760e-03,4.328360e-03,5.305460e-02,1.144330e-01,1.678750e-02,2.225120e-05,4.454320e-08,3.257520e-12,1.033210e-16,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.825000e+03,6.608000e-01,3.553270e+00,4.414060e-04,4.414650e-02,1.664180e-02,7.439080e-01,5.653490e-03,4.882590e-03,5.623810e-02,1.126130e-01,1.545730e-02,1.749310e-05,3.010870e-08,1.904900e-12,5.247900e-17,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.850000e+03,6.658370e-01,3.629860e+00,4.862000e-04,4.660500e-02,1.693890e-02,7.404710e-01,5.672340e-03,5.499130e-03,5.950200e-02,1.106090e-01,1.420280e-02,1.370960e-05,2.026570e-08,1.107900e-12,2.647760e-17,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.875000e+03,6.711360e-01,3.707560e+00,5.348340e-04,4.911480e-02,1.721780e-02,7.369660e-01,5.679130e-03,6.184000e-03,6.283930e-02,1.084310e-01,1.302240e-02,1.071000e-05,1.358100e-08,6.407380e-13,1.326670e-17,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.900000e+03,6.767270e-01,3.786350e+00,5.875700e-04,5.167010e-02,1.747730e-02,7.333940e-01,5.673770e-03,6.943690e-03,6.624200e-02,1.060890e-01,1.191440e-02,8.339180e-06,9.060130e-09,3.684090e-13,6.599760e-18,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.925000e+03,6.826430e-01,3.866180e+00,6.446860e-04,5.426470e-02,1.771650e-02,7.297540e-01,5.656220e-03,7.785180e-03,6.970170e-02,1.035930e-01,1.087680e-02,6.471160e-06,6.016010e-09,2.105540e-13,3.258860e-18,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.950000e+03,6.889200e-01,3.947000e+00,7.064700e-04,5.689160e-02,1.793430e-02,7.260460e-01,5.626550e-03,8.716020e-03,7.320910e-02,1.009570e-01,9.907460e-03,5.004130e-06,3.975490e-09,1.195890e-13,1.596860e-18,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,3.975000e+03,6.955930e-01,4.028750e+00,7.732230e-04,5.954370e-02,1.812990e-02,7.222700e-01,5.584860e-03,9.744320e-03,7.675420e-02,9.819190e-02,9.004080e-03,3.855860e-06,2.614070e-09,6.748880e-14,7.762920e-19,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.000000e+03,7.027030e-01,4.111390e+00,8.452620e-04,6.221300e-02,1.830240e-02,7.184250e-01,5.531380e-03,1.087880e-02,8.032640e-02,9.531100e-02,8.164250e-03,2.960210e-06,1.710120e-09,3.783520e-14,3.743090e-19,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.025000e+03,7.102920e-01,4.194830e+00,9.229140e-04,6.489150e-02,1.845100e-02,7.145090e-01,5.466370e-03,1.212880e-02,8.391440e-02,9.232800e-02,7.385470e-03,2.264080e-06,1.112900e-09,2.106700e-14,1.789700e-19,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.050000e+03,7.184060e-01,4.279010e+00,1.006520e-03,6.757060e-02,1.857510e-02,7.105230e-01,5.390210e-03,1.350440e-02,8.750670e-02,8.925650e-02,6.665160e-03,1.725020e-06,7.203530e-10,1.164850e-14,8.483420e-20,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.075000e+03,7.270950e-01,4.363860e+00,1.096440e-03,7.024140e-02,1.867420e-02,7.064650e-01,5.303320e-03,1.501630e-02,9.109100e-02,8.611060e-02,6.000650e-03,1.309160e-06,4.637030e-10,6.394720e-15,3.985710e-20,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.100000e+03,7.364110e-01,4.449280e+00,1.193040e-03,7.289490e-02,1.874770e-02,7.023330e-01,5.206200e-03,1.667600e-02,9.465480e-02,8.290460e-02,5.389260e-03,9.895760e-07,2.968130e-10,3.484820e-15,1.855620e-20,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.125000e+03,7.464110e-01,4.535210e+00,1.296700e-03,7.552160e-02,1.879520e-02,6.981240e-01,5.099420e-03,1.849580e-02,9.818530e-02,7.965270e-02,4.828230e-03,7.449630e-07,1.888960e-10,1.884850e-15,8.559140e-21,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.150000e+03,7.571570e-01,4.621550e+00,1.407820e-03,7.811220e-02,1.881660e-02,6.938370e-01,4.983630e-03,2.048890e-02,1.016690e-01,7.636910e-02,4.314840e-03,5.584910e-07,1.195110e-10,1.011670e-15,3.910610e-21,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.175000e+03,7.687150e-01,4.708230e+00,1.526800e-03,8.065710e-02,1.881160e-02,6.894670e-01,4.859490e-03,2.266930e-02,1.050940e-01,7.306790e-02,3.846330e-03,4.169320e-07,7.516120e-11,5.387780e-16,1.769510e-21,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.200000e+03,7.811590e-01,4.795160e+00,1.654060e-03,8.314670e-02,1.878020e-02,6.850110e-01,4.727740e-03,2.505200e-02,1.084460e-01,6.976260e-02,3.419980e-03,3.099230e-07,4.698240e-11,2.846580e-16,7.928250e-22,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.225000e+03,7.945650e-01,4.882270e+00,1.790020e-03,8.557150e-02,1.872240e-02,6.804630e-01,4.589160e-03,2.765270e-02,1.117120e-01,6.646660e-02,3.033100e-03,2.293810e-07,2.918710e-11,1.491860e-16,3.516810e-22,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.250000e+03,8.090210e-01,4.969470e+00,1.935140e-03,8.792220e-02,1.863840e-02,6.758170e-01,4.444540e-03,3.048860e-02,1.148790e-01,6.319260e-02,2.683040e-03,1.690250e-07,1.801870e-11,7.754770e-17,1.544190e-22,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.275000e+03,8.246200e-01,5.056700e+00,2.089840e-03,9.018960e-02,1.852850e-02,6.710650e-01,4.294710e-03,3.357760e-02,1.179340e-01,5.995270e-02,2.367210e-03,1.239970e-07,1.105340e-11,3.997580e-17,6.710770e-23,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.300000e+03,8.414630e-01,5.143890e+00,2.254580e-03,9.236460e-02,1.839300e-02,6.662010e-01,4.140500e-03,3.693880e-02,1.208660e-01,5.675830e-02,2.083090e-03,9.055670e-08,6.737170e-12,2.043470e-17,2.886050e-23,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.325000e+03,8.596620e-01,5.230990e+00,2.429810e-03,9.443860e-02,1.823230e-02,6.612130e-01,3.982750e-03,4.059250e-02,1.236620e-01,5.361980e-02,1.828250e-03,6.583500e-08,4.079740e-12,1.035700e-17,1.228110e-23,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.350000e+03,8.793410e-01,5.317940e+00,2.616000e-03,9.640330e-02,1.804700e-02,6.560930e-01,3.822290e-03,4.456030e-02,1.263110e-01,5.054700e-02,1.600330e-03,4.764310e-08,2.454310e-12,5.204230e-18,5.170370e-24,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.375000e+03,9.006350e-01,5.404700e+00,2.813590e-03,9.825060e-02,1.783770e-02,6.508260e-01,3.659940e-03,4.886500e-02,1.288010e-01,4.754860e-02,1.397080e-03,3.431870e-08,1.466680e-12,2.592300e-18,2.153260e-24,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.400000e+03,9.236920e-01,5.491240e+00,3.023030e-03,9.997280e-02,1.760490e-02,6.454000e-01,3.496480e-03,5.353070e-02,1.311230e-01,4.463240e-02,1.216380e-03,2.460520e-08,8.705970e-13,1.279890e-18,8.869570e-25,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.425000e+03,9.486780e-01,5.577530e+00,3.244760e-03,1.015630e-01,1.734950e-02,6.398010e-01,3.332680e-03,5.858310e-02,1.332660e-01,4.180490e-02,1.056180e-03,1.755760e-08,5.132570e-13,6.262860e-19,3.613060e-25,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.450000e+03,9.757750e-01,5.663570e+00,3.479210e-03,1.030130e-01,1.707220e-02,6.340100e-01,3.169250e-03,6.404910e-02,1.352200e-01,3.907210e-02,9.145750e-04,1.246860e-08,3.005020e-13,3.036840e-19,1.455260e-25,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.475000e+03,1.005190e+00,5.749330e+00,3.726780e-03,1.043180e-01,1.677380e-02,6.280120e-01,3.006870e-03,6.995730e-02,1.369770e-01,3.643850e-02,7.897680e-04,8.811570e-09,1.747040e-13,1.459000e-19,5.794510e-26,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.500000e+03,1.037140e+00,5.834820e+00,3.987850e-03,1.054710e-01,1.645500e-02,6.217850e-01,2.846180e-03,7.633790e-02,1.385290e-01,3.390790e-02,6.800840e-04,6.196330e-09,1.008430e-13,6.943750e-20,2.280350e-26,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.525000e+03,1.071880e+00,5.920040e+00,4.262760e-03,1.064670e-01,1.611680e-02,6.153100e-01,2.687740e-03,8.322260e-02,1.398670e-01,3.148310e-02,5.839670e-04,4.335280e-09,5.778390e-14,3.273000e-20,8.867100e-27,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.550000e+03,1.109700e+00,6.005000e+00,4.551820e-03,1.072990e-01,1.576000e-02,6.085620e-01,2.532070e-03,9.064500e-02,1.409840e-01,2.916600e-02,4.999800e-04,3.017500e-09,3.286260e-14,1.527560e-20,3.405770e-27,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.575000e+03,1.150910e+00,6.089730e+00,4.855280e-03,1.079620e-01,1.538540e-02,6.015190e-01,2.379650e-03,9.864050e-02,1.418740e-01,2.695750e-02,4.268010e-04,2.089100e-09,1.854530e-14,7.056970e-21,1.291620e-27,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.600000e+03,1.195870e+00,6.174230e+00,5.173320e-03,1.084510e-01,1.499390e-02,5.941550e-01,2.230890e-03,1.072460e-01,1.425280e-01,2.485790e-02,3.632190e-04,1.438390e-09,1.038200e-14,3.225880e-21,4.834420e-28,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.625000e+03,1.244990e+00,6.258530e+00,5.506070e-03,1.087620e-01,1.458640e-02,5.864420e-01,2.086130e-03,1.165010e-01,1.429420e-01,2.286670e-02,3.081350e-04,9.846990e-10,5.763730e-15,1.458470e-21,1.784860e-28,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.650000e+03,1.298720e+00,6.342640e+00,5.853540e-03,1.088890e-01,1.416350e-02,5.783510e-01,1.945690e-03,1.264470e-01,1.431080e-01,2.098290e-02,2.605470e-04,6.700890e-10,3.172010e-15,6.518400e-22,6.495780e-29,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.675000e+03,1.357590e+00,6.426590e+00,6.215660e-03,1.088270e-01,1.372620e-02,5.698520e-01,1.809810e-03,1.371260e-01,1.430190e-01,1.920470e-02,2.195550e-04,4.531380e-10,1.729710e-15,2.878140e-22,2.328600e-29,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.700000e+03,1.422210e+00,6.510380e+00,6.592220e-03,1.085720e-01,1.327530e-02,5.609130e-01,1.678700e-03,1.485840e-01,1.426710e-01,1.753000e-02,1.843460e-04,3.043980e-10,9.340820e-16,1.254580e-22,8.214840e-30,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.725000e+03,1.493260e+00,6.594030e+00,6.982860e-03,1.081170e-01,1.281140e-02,5.515010e-01,1.552510e-03,1.608690e-01,1.420560e-01,1.595630e-02,1.541950e-04,2.030410e-10,4.992210e-16,5.394190e-23,2.848940e-30,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.750000e+03,1.571550e+00,6.677540e+00,7.387070e-03,1.074590e-01,1.233550e-02,5.415800e-01,1.431370e-03,1.740310e-01,1.411670e-01,1.448070e-02,1.284530e-04,1.344130e-10,2.638600e-16,2.285420e-23,9.700710e-31,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.775000e+03,1.658020e+00,6.760910e+00,7.804130e-03,1.065910e-01,1.184810e-02,5.311140e-01,1.315360e-03,1.881220e-01,1.399980e-01,1.310000e-02,1.065460e-04,8.825890e-11,1.377980e-16,9.530300e-24,3.238360e-31,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.800000e+03,1.753750e+00,6.844130e+00,8.233070e-03,1.055080e-01,1.135010e-02,5.200650e-01,1.204530e-03,2.031980e-01,1.385430e-01,1.181090e-02,8.796230e-05,5.744390e-11,7.103320e-17,3.906210e-24,1.058050e-31,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.825000e+03,1.860060e+00,6.927170e+00,8.672680e-03,1.042040e-01,1.084210e-02,5.083940e-01,1.098900e-03,2.193140e-01,1.367920e-01,1.061000e-02,7.225290e-05,3.702960e-11,3.609970e-17,1.571150e-24,3.376550e-32,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.850000e+03,1.978460e+00,7.010010e+00,9.121420e-03,1.026720e-01,1.032500e-02,4.960590e-01,9.984720e-04,2.365330e-01,1.347390e-01,9.493570e-03,5.902150e-05,2.361940e-11,1.806180e-17,6.189810e-25,1.050050e-32,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.875000e+03,2.110820e+00,7.092610e+00,9.577380e-03,1.009050e-01,9.799450e-03,4.830180e-01,9.032250e-04,2.549170e-01,1.323740e-01,8.458160e-03,4.792110e-05,1.489120e-11,8.882170e-18,2.383310e-25,3.173420e-33,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.900000e+03,2.259350e+00,7.174920e+00,1.003820e-02,9.889560e-02,9.266290e-03,4.692270e-01,8.131210e-04,2.745310e-01,1.296900e-01,7.500120e-03,3.864800e-05,9.267590e-12,4.284850e-18,8.945550e-26,9.290020e-34,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.925000e+03,2.426790e+00,7.256890e+00,1.050110e-02,9.663640e-02,8.726350e-03,4.546410e-01,7.281080e-04,2.954450e-01,1.266750e-01,6.615910e-03,3.093710e-05,5.684890e-12,2.023100e-18,3.263090e-26,2.624350e-34,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.950000e+03,2.616480e+00,7.338420e+00,1.096250e-02,9.411870e-02,8.180520e-03,4.392130e-01,6.481270e-04,3.177300e-01,1.233210e-01,5.802050e-03,2.455820e-05,3.430920e-12,9.323620e-19,1.152590e-26,7.121630e-35,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,4.975000e+03,2.832630e+00,7.419460e+00,1.141840e-02,9.133340e-02,7.629770e-03,4.228940e-01,5.731120e-04,3.414610e-01,1.196160e-01,5.055140e-03,1.931120e-05,2.032800e-12,4.180530e-19,3.925250e-27,1.846460e-35,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.16228,5.000000e+03,3.080540e+00,7.499910e+00,1.186370e-02,8.827110e-02,7.075190e-03,4.056360e-01,5.029910e-04,3.667170e-01,1.155480e-01,4.371920e-03,1.502290e-05,1.179360e-12,1.816620e-19,1.282180e-27,4.544450e-36,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
