P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,Mo,MoO,MoO2,MoO3,Mo2O6,Mo3O9,Mo4O12,Mo5O15,Mo(cr),Mo(L),MoO2(cr),MoO3(cr),MoO3(L)
0.0316228,4.950000e+03,2.000000e+02,8.336750e+00,1.308140e-02,6.534830e-03,6.777740e-06,6.254130e-03,3.124470e-08,9.738600e-01,2.624430e-04,8.573080e-09,2.519470e-14,3.611090e-32,1.006760e-49,1.276820e-68,8.093700e-88,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,4.975000e+03,2.000000e+02,8.353280e+00,1.359430e-02,6.551030e-03,6.515450e-06,5.994290e-03,2.948480e-08,9.736090e-01,2.446310e-04,7.415420e-09,2.031850e-14,2.250400e-32,4.869440e-50,4.810570e-69,2.380960e-88,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,5.000000e+03,2.000000e+02,8.369890e+00,1.410630e-02,6.565930e-03,6.257640e-06,5.734900e-03,2.783010e-08,9.733580e-01,2.281290e-04,6.420500e-09,1.641080e-14,1.407320e-32,2.368030e-50,1.825770e-69,7.068930e-89,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.000000e+02,0.000000e+00,1.923390e-03,2.135280e-79,3.229640e-86,9.291100e-62,1.000000e+00,2.671420e-92,4.052570e-106,2.743590e-102,1.711050e-87,2.183210e-78,1.031300e-92,3.792660e-112,1.021900e-137,8.355320e-167,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.250000e+02,0.000000e+00,2.792160e-02,4.584590e-73,6.218760e-79,1.369470e-56,1.000000e+00,2.082930e-84,2.670010e-97,1.508290e-93,8.217730e-80,1.971820e-71,1.966120e-84,4.159260e-102,1.580710e-125,3.367670e-152,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.500000e+02,0.000000e+00,5.393720e-02,1.231360e-67,1.093650e-72,3.682020e-52,1.000000e+00,1.207020e-77,9.648560e-90,4.658960e-86,3.121630e-73,1.789530e-65,2.431640e-77,1.659500e-93,4.388700e-115,1.100420e-139,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,3.750000e+02,0.000000e+00,7.997940e-02,6.268060e-63,2.832530e-67,2.536480e-48,1.000000e+00,8.734650e-72,3.417770e-83,1.437480e-79,1.557740e-67,2.583130e-60,3.368590e-71,4.664440e-86,4.873140e-106,7.607850e-129,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,4.000000e+02,0.000000e+00,1.060590e-01,8.258220e-59,1.546360e-62,5.777530e-45,1.000000e+00,1.165350e-66,1.834340e-77,6.821830e-74,1.494300e-62,8.371240e-56,7.877750e-66,1.517500e-79,3.951870e-98,2.288840e-119,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,4.250000e+02,0.000000e+00,1.321880e-01,3.573940e-55,2.341150e-58,5.288880e-42,1.000000e+00,3.862050e-62,2.081170e-72,6.928030e-69,3.687190e-58,7.929100e-52,4.257360e-61,8.358600e-74,3.712490e-91,5.206560e-111,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,4.500000e+02,0.000000e+00,1.583790e-01,6.115400e-52,1.216860e-54,2.264850e-39,1.000000e+00,4.009450e-58,6.467230e-68,1.946730e-64,2.935370e-54,2.695080e-48,6.788830e-57,1.048070e-68,5.786020e-85,1.376850e-103,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,4.750000e+02,0.000000e+00,1.846450e-01,4.789490e-49,2.570160e-51,5.115020e-37,1.000000e+00,1.566130e-54,6.753440e-64,1.853920e-60,9.016080e-51,3.865440e-45,3.874010e-53,3.779510e-64,1.986710e-79,5.945190e-97,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,5.000000e+02,0.000000e+00,2.109980e-01,1.930180e-46,2.524520e-48,6.705950e-35,1.000000e+00,2.665140e-51,2.791130e-60,7.038150e-57,1.232820e-47,2.663150e-42,9.231590e-50,4.726270e-60,1.885860e-74,5.501290e-91,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,5.250000e+02,0.000000e+00,2.374480e-01,4.400780e-44,1.286310e-45,5.516030e-33,1.000000e+00,2.225000e-48,5.211930e-57,1.214740e-53,8.426010e-45,9.789170e-40,1.040980e-46,2.384870e-56,5.948230e-70,1.359780e-85,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,5.500000e+02,0.000000e+00,2.640080e-01,6.134430e-42,3.717870e-43,3.033630e-31,1.000000e+00,1.004290e-45,4.900520e-54,1.061380e-50,3.164730e-42,2.091880e-37,6.152890e-44,5.497040e-53,7.246370e-66,1.075130e-80,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,5.750000e+02,0.000000e+00,2.906850e-01,5.574030e-40,6.563070e-41,1.175670e-29,1.000000e+00,2.655610e-43,2.537390e-51,5.130950e-48,7.063750e-40,2.789760e-35,2.074270e-41,6.411830e-50,3.860820e-62,3.155680e-76,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,6.000000e+02,0.000000e+00,3.174900e-01,3.482690e-38,7.525360e-39,3.354320e-28,1.000000e+00,4.398520e-41,7.795240e-49,1.477810e-45,1.000090e-37,2.463150e-33,4.279150e-39,4.121730e-47,9.977850e-59,3.892590e-72,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,6.250000e+02,0.000000e+00,3.444280e-01,1.564950e-36,5.902310e-37,7.309690e-27,1.000000e+00,4.827130e-39,1.512800e-46,2.698630e-43,9.486980e-36,1.513070e-31,5.730860e-37,1.568700e-44,1.364450e-55,2.239430e-68,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,6.500000e+02,0.000000e+00,3.715060e-01,5.253110e-35,3.308310e-35,1.255110e-25,1.000000e+00,3.680980e-37,1.955560e-44,3.293230e-41,6.315760e-34,6.743700e-30,5.237910e-35,3.755620e-42,1.062650e-52,6.562380e-65,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,6.750000e+02,0.000000e+00,3.987290e-01,1.360560e-33,1.375560e-33,1.743670e-24,1.000000e+00,2.031060e-35,1.761620e-42,2.808820e-39,3.069480e-32,2.260120e-28,3.409230e-33,5.955550e-40,5.018150e-50,1.055850e-61,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,7.000000e+02,0.000000e+00,4.260990e-01,2.795430e-32,4.380530e-32,2.005020e-23,1.000000e+00,8.395460e-34,1.149520e-40,1.739930e-37,1.126490e-30,5.873010e-27,1.638890e-31,6.538310e-38,1.516090e-47,9.946980e-59,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,7.250000e+02,0.000000e+00,4.536200e-01,4.666530e-31,1.098310e-30,1.946020e-22,1.000000e+00,2.678700e-32,5.617940e-39,8.091570e-36,3.214180e-29,1.214920e-25,6.004680e-30,5.162540e-36,3.069220e-45,5.799500e-56,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,7.500000e+02,0.000000e+00,4.812930e-01,6.461850e-30,2.220480e-29,1.621530e-21,1.000000e+00,6.770560e-31,2.116680e-37,2.907290e-34,7.312310e-28,2.047040e-24,1.723040e-28,3.030080e-34,4.333650e-43,2.195600e-53,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,7.750000e+02,0.000000e+00,5.091190e-01,7.557490e-29,3.696030e-28,1.177260e-20,1.000000e+00,1.386610e-29,6.305080e-36,8.274750e-33,1.355900e-26,2.865790e-23,3.965180e-27,1.360560e-32,4.419340e-41,5.627720e-51,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,8.000000e+02,0.000000e+00,5.370960e-01,7.584350e-28,5.158210e-27,7.543990e-20,1.000000e+00,2.346900e-28,1.517940e-34,1.906920e-31,2.089020e-25,3.392050e-22,7.471240e-26,4.792640e-31,3.355760e-39,1.013000e-48,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,8.250000e+02,0.000000e+00,5.652230e-01,6.622320e-27,6.133240e-26,4.315700e-19,1.000000e+00,3.340300e-27,3.011320e-33,3.627140e-30,2.719760e-24,3.446900e-21,1.173800e-24,1.353990e-29,1.948950e-37,1.322290e-46,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,8.500000e+02,0.000000e+00,5.935000e-01,5.093030e-26,6.301490e-25,2.226260e-18,1.000000e+00,4.059560e-26,5.007500e-32,5.791840e-29,3.037170e-23,3.047910e-20,1.562580e-23,3.128220e-28,8.864460e-36,1.287640e-44,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,8.750000e+02,0.000000e+00,6.219230e-01,3.487630e-25,5.664890e-24,1.044790e-17,1.000000e+00,4.270350e-25,7.086310e-31,7.881510e-28,2.947700e-22,2.373420e-19,1.787780e-22,6.013300e-27,3.224340e-34,9.591950e-43,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,9.000000e+02,0.000000e+00,6.504900e-01,2.147170e-24,4.505730e-23,4.496150e-17,1.000000e+00,3.935280e-24,8.649600e-30,9.262750e-27,2.515760e-21,1.644970e-18,1.780310e-21,9.765970e-26,9.555330e-33,5.589070e-41,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,9.250000e+02,0.000000e+00,6.791980e-01,1.198720e-23,3.202380e-22,1.786760e-16,1.000000e+00,3.211320e-23,9.216360e-29,9.514300e-26,1.907940e-20,1.024380e-17,1.560560e-20,1.358430e-24,2.345680e-31,2.598510e-39,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,9.500000e+02,0.000000e+00,7.080450e-01,6.115590e-23,2.051960e-21,6.598400e-16,1.000000e+00,2.342950e-22,8.665070e-28,8.632660e-25,1.297870e-19,5.780490e-17,1.216310e-19,1.638270e-23,4.841210e-30,9.812550e-38,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,9.750000e+02,0.000000e+00,7.370260e-01,2.870950e-22,1.194850e-20,2.277260e-15,1.000000e+00,1.541570e-21,7.258010e-27,6.985430e-24,7.985680e-19,2.978290e-16,8.505640e-19,1.731880e-22,8.512910e-29,3.057970e-36,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.000000e+03,0.000000e+00,7.661400e-01,1.247920e-21,6.368260e-20,7.382340e-15,1.000000e+00,9.218360e-21,5.463380e-26,5.084590e-23,4.478020e-18,1.410700e-15,5.380280e-18,1.620760e-21,1.290750e-27,7.978300e-35,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.025000e+03,0.000000e+00,7.953830e-01,5.050750e-21,3.126800e-19,2.258280e-14,1.000000e+00,5.045200e-20,3.724770e-25,3.355080e-22,2.304140e-17,6.180850e-15,3.101130e-17,1.354720e-20,1.705820e-26,1.765350e-33,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.050000e+03,0.000000e+00,8.247510e-01,1.913140e-20,1.422640e-18,6.545810e-14,1.000000e+00,2.543260e-19,2.316360e-24,2.021080e-21,1.094600e-16,2.518990e-14,1.639590e-16,1.019530e-19,1.984250e-25,3.351780e-32,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.075000e+03,0.000000e+00,8.542410e-01,6.813330e-20,6.029880e-18,1.804630e-13,1.000000e+00,1.187640e-18,1.322410e-23,1.118560e-20,4.827870e-16,9.597750e-14,7.999480e-16,6.958960e-19,2.049630e-24,5.518970e-31,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.100000e+03,0.000000e+00,8.838490e-01,2.290950e-19,2.392440e-17,4.748250e-13,1.000000e+00,5.164520e-18,6.971330e-23,5.720610e-20,1.987050e-15,3.434550e-13,3.621370e-15,4.336680e-18,1.895260e-23,7.957270e-30,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.125000e+03,0.000000e+00,9.135720e-01,7.300860e-19,8.924860e-17,1.196070e-12,1.000000e+00,2.101320e-17,3.411620e-22,2.717850e-19,7.666940e-15,1.159170e-12,1.528730e-14,2.482340e-17,1.580370e-22,1.013470e-28,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.150000e+03,0.000000e+00,9.434060e-01,2.212850e-18,3.142920e-16,2.892610e-12,1.000000e+00,8.034520e-17,1.557440e-21,1.205300e-18,2.785040e-14,3.703890e-12,6.045190e-14,1.312350e-16,1.196340e-21,1.149420e-27,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.175000e+03,0.000000e+00,9.733470e-01,6.399310e-18,1.048660e-15,6.733880e-12,1.000000e+00,2.898390e-16,6.661830e-21,5.011450e-18,9.561190e-14,1.124410e-11,2.248600e-13,6.440390e-16,8.271940e-21,1.169370e-26,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.200000e+03,0.000000e+00,1.003390e+00,1.770890e-17,3.326330e-15,1.512580e-11,1.000000e+00,9.900670e-16,2.680880e-20,1.961480e-17,3.113140e-13,3.253360e-11,7.897600e-13,2.947490e-15,5.253620e-20,1.074370e-25,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.225000e+03,0.000000e+00,1.033540e+00,4.702110e-17,1.006170e-14,3.285480e-11,1.000000e+00,3.213180e-15,1.018790e-19,7.253780e-17,9.645040e-13,8.998310e-11,2.628300e-12,1.263320e-14,3.080660e-19,8.969320e-25,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.250000e+03,0.000000e+00,1.063780e+00,1.200920e-16,2.910620e-14,6.914860e-11,1.000000e+00,9.938130e-15,3.668690e-19,2.543220e-16,2.851830e-12,2.385530e-10,8.314700e-12,5.090810e-14,1.675780e-18,6.842850e-24,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.275000e+03,0.000000e+00,1.094120e+00,2.956940e-16,8.073290e-14,1.412790e-10,1.000000e+00,2.937670e-14,1.255830e-18,8.480230e-16,8.069600e-12,6.076940e-10,2.507830e-11,1.935680e-13,8.493310e-18,4.795740e-23,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.300000e+03,0.000000e+00,1.124550e+00,7.033860e-16,2.152360e-13,2.806880e-10,1.000000e+00,8.320860e-14,4.098390e-18,2.697080e-15,2.190750e-11,1.490940e-09,7.231320e-11,6.967790e-13,4.026890e-17,3.102500e-22,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.325000e+03,0.000000e+00,1.155070e+00,1.619620e-15,5.527820e-13,5.431410e-10,1.000000e+00,2.263850e-13,1.278600e-17,8.203590e-15,5.719600e-11,3.530470e-09,1.998480e-10,2.381770e-12,1.792720e-16,1.860980e-21,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.350000e+03,0.000000e+00,1.185670e+00,3.616470e-15,1.370460e-12,1.025130e-09,1.000000e+00,5.929450e-13,3.822810e-17,2.392310e-14,1.439180e-10,8.084560e-09,5.305940e-10,7.753170e-12,7.519730e-16,1.039300e-20,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.375000e+03,0.000000e+00,1.216360e+00,7.843940e-15,3.286130e-12,1.889790e-09,1.000000e+00,1.498200e-12,1.097900e-16,6.703960e-14,3.497130e-10,1.793590e-08,1.356270e-09,2.409780e-11,2.981430e-15,5.424590e-20,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.400000e+03,0.000000e+00,1.247120e+00,1.655140e-14,7.634590e-12,3.406940e-09,1.000000e+00,3.658900e-12,3.035380e-16,1.809140e-13,8.221880e-10,3.861620e-08,3.344440e-09,7.168880e-11,1.120640e-14,2.655630e-19,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.425000e+03,0.000000e+00,1.277960e+00,3.402620e-14,1.721430e-11,6.013690e-09,1.000000e+00,8.652330e-12,8.094760e-16,4.710910e-13,1.873470e-09,8.081200e-08,7.970920e-09,2.045920e-10,4.004310e-14,1.223420e-18,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.450000e+03,0.000000e+00,1.308880e+00,6.824260e-14,3.772850e-11,1.040440e-08,1.000000e+00,1.984460e-11,2.086140e-15,1.185850e-12,4.144220e-09,1.646190e-07,1.839320e-08,5.613140e-10,1.363700e-13,5.320170e-18,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.475000e+03,0.000000e+00,1.339860e+00,1.336920e-13,8.049120e-11,1.766190e-08,1.000000e+00,4.421360e-11,5.204610e-15,2.890630e-12,8.912750e-09,3.268690e-07,4.115970e-08,1.483400e-09,4.436930e-13,2.190100e-17,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.500000e+03,0.000000e+00,1.370920e+00,2.561350e-13,1.673830e-10,2.944510e-08,9.999990e-01,9.582950e-11,1.259050e-14,6.834300e-12,1.866230e-08,6.334470e-07,8.945680e-08,3.783040e-09,1.382240e-12,8.557550e-17,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.525000e+03,0.000000e+00,1.402030e+00,4.804230e-13,3.397050e-10,4.825350e-08,9.999990e-01,2.023310e-10,2.957780e-14,1.569580e-11,3.809560e-08,1.199520e-06,1.891010e-07,9.326100e-09,4.131710e-12,3.181780e-16,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.550000e+03,0.000000e+00,1.433190e+00,8.831060e-13,6.736480e-10,7.779390e-08,9.999970e-01,4.166740e-10,6.757280e-14,3.506510e-11,7.590540e-08,2.222000e-06,3.893030e-07,2.226040e-08,1.187310e-11,1.128340e-15,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.575000e+03,0.000000e+00,1.464400e+00,1.592400e-12,1.306710e-09,1.234810e-07,9.999950e-01,8.379450e-10,1.503280e-13,7.630200e-11,1.477950e-07,4.030680e-06,7.815080e-07,5.152200e-08,3.286130e-11,3.824770e-15,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.600000e+03,0.000000e+00,1.495620e+00,2.819240e-12,2.481950e-09,1.931130e-07,9.999910e-01,1.647420e-09,3.260680e-13,1.619210e-10,2.815170e-07,7.166860e-06,1.531560e-06,1.157950e-07,8.774660e-11,1.241820e-14,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.625000e+03,0.000000e+00,1.526820e+00,4.904780e-12,4.620530e-09,2.977650e-07,9.999830e-01,3.169660e-09,6.903750e-13,3.354880e-10,5.251040e-07,1.250250e-05,2.933350e-06,2.530440e-07,2.264120e-10,3.869370e-14,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.650000e+03,0.000000e+00,1.557950e+00,8.391820e-12,8.438590e-09,4.529670e-07,9.999710e-01,5.974070e-09,1.428390e-12,6.794100e-10,9.600520e-07,2.141670e-05,5.496230e-06,5.383350e-07,5.653860e-10,1.159120e-13,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.675000e+03,0.000000e+00,1.588910e+00,1.413080e-11,1.513220e-08,6.802230e-07,9.999500e-01,1.104020e-08,2.890960e-12,1.346200e-09,1.722040e-06,3.605380e-05,1.008460e-05,1.116260e-06,1.368310e-09,3.343990e-13,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.700000e+03,0.000000e+00,1.619550e+00,2.343440e-11,2.666440e-08,1.008960e-06,9.999160e-01,2.002180e-08,5.729190e-12,2.612320e-09,3.032850e-06,5.969240e-05,1.813550e-05,2.258440e-06,3.213630e-09,9.305560e-13,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.725000e+03,0.000000e+00,1.649600e+00,3.830030e-11,4.620570e-08,1.478980e-06,9.998590e-01,3.566250e-08,1.112750e-11,4.969110e-09,5.248880e-06,9.726800e-05,3.199310e-05,4.463080e-06,7.333720e-09,2.501580e-12,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.750000e+03,0.000000e+00,1.678690e+00,6.172770e-11,7.879500e-08,2.143580e-06,9.997690e-01,6.243580e-08,2.119950e-11,9.273290e-09,8.933300e-06,1.560970e-04,5.540950e-05,8.623130e-06,1.628120e-08,6.505760e-12,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.775000e+03,0.000000e+00,1.706190e+00,9.816110e-11,1.323230e-07,3.073270e-06,9.996240e-01,1.075190e-07,3.964920e-11,1.699200e-08,1.496210e-05,2.468730e-04,9.428480e-05,1.630420e-05,3.520170e-08,1.638980e-11,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.800000e+03,0.000000e+00,1.731120e+00,1.541040e-10,2.189700e-07,4.360540e-06,9.993980e-01,1.822470e-07,7.285470e-11,3.059400e-08,2.467730e-05,3.850020e-04,1.577390e-04,3.019340e-05,7.420200e-08,4.004920e-11,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.825000e+03,0.000000e+00,1.752050e+00,2.389600e-10,3.572770e-07,6.125350e-06,9.990460e-01,3.042610e-07,1.316160e-10,5.416580e-08,4.010510e-05,5.923980e-04,2.596410e-04,5.481030e-05,1.526430e-07,9.503270e-11,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.850000e+03,0.000000e+00,1.766780e+00,3.661610e-10,5.751010e-07,8.521850e-06,9.985080e-01,5.006170e-07,2.339320e-10,9.436380e-08,6.426240e-05,8.998220e-04,4.207430e-04,9.760800e-05,3.067290e-07,2.192330e-10,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.875000e+03,0.000000e+00,1.772140e+00,5.546780e-10,9.137720e-07,1.174620e-05,9.976920e-01,8.122540e-07,4.093350e-10,1.618660e-07,1.015810e-04,1.349940e-03,6.716380e-04,1.706480e-04,6.026110e-07,4.922140e-10,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.900000e+03,0.000000e+00,1.763600e+00,8.309920e-10,1.433860e-06,1.604510e-05,9.964700e-01,1.300300e-06,7.055800e-10,2.735530e-07,1.584890e-04,2.001220e-03,1.056760e-03,2.930960e-04,1.158490e-06,1.076610e-09,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.925000e+03,0.000000e+00,1.734940e+00,1.231640e-09,2.223110e-06,2.172630e-05,9.946600e-01,2.054890e-06,1.198790e-09,4.557350e-07,2.441940e-04,2.932900e-03,1.639750e-03,4.948790e-04,2.181050e-06,2.296360e-09,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.950000e+03,0.000000e+00,1.677970e+00,1.806410e-09,3.407240e-06,2.916810e-05,9.920040e-01,3.207290e-06,2.008690e-09,7.488720e-07,3.717310e-04,4.251180e-03,2.510510e-03,8.219410e-04,4.024290e-06,4.780680e-09,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,1.975000e+03,0.000000e+00,1.582590e+00,2.622300e-09,5.164370e-06,3.882960e-05,9.881480e-01,4.946510e-06,3.321110e-09,1.214370e-06,5.593410e-04,6.096910e-03,3.794390e-03,1.343660e-03,7.282440e-06,9.722650e-09,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.000000e+03,0.000000e+00,1.437500e+00,3.768160e-09,7.744390e-06,5.125850e-05,9.826040e-01,7.541590e-06,5.420890e-09,1.944280e-06,8.322740e-04,8.655020e-03,5.663930e-03,2.163190e-03,1.293380e-05,1.933230e-08,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.025000e+03,0.000000e+00,1.231850e+00,5.359820e-09,1.149430e-05,6.709410e-05,9.747080e-01,1.137140e-05,8.739380e-09,3.074940e-06,1.225110e-03,1.216590e-02,8.353780e-03,3.431520e-03,2.255880e-05,3.761160e-08,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.050000e+03,9.085490e-03,9.581990e-01,7.545240e-09,1.689150e-05,8.706010e-05,9.635660e-01,1.696410e-05,1.392230e-08,4.805890e-06,1.784740e-03,1.693920e-02,1.217920e-02,5.366440e-03,3.866520e-05,7.165150e-08,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.075000e+03,1.242420e-01,6.161080e-01,1.050840e-08,2.458640e-05,1.119380e-04,9.479850e-01,2.504810e-05,2.192540e-08,7.426050e-06,2.574090e-03,2.337010e-02,1.755900e-02,8.277590e-03,6.516190e-05,1.337520e-07,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.100000e+03,2.929010e-01,2.151600e-01,1.446920e-08,3.545800e-05,1.425110e-04,9.263880e-01,3.661910e-05,3.414810e-08,1.134920e-05,3.676860e-03,3.195840e-02,2.504310e-02,1.259910e-02,1.080390e-04,2.448160e-07,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.125000e+03,4.702680e-01,-9.715980e-02,1.975500e-08,4.995380e-05,1.775770e-04,9.039970e-01,5.150940e-05,5.261880e-08,1.691470e-05,5.054610e-03,4.148670e-02,3.240170e-02,1.661590e-02,1.481690e-04,3.537360e-07,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.150000e+03,4.714480e-01,-3.355540e-02,2.703680e-08,6.679820e-05,2.126470e-04,8.997560e-01,6.579650e-05,8.024730e-08,2.388850e-05,6.311640e-03,4.686830e-02,3.195410e-02,1.462150e-02,1.186380e-04,2.610250e-07,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0562341,2.175000e+03,4.728670e-01,3.303590e-02,3.673080e-08,8.856780e-05,2.530750e-04,8.952760e-01,8.326860e-05,1.211680e-07,3.339920e-05,7.810160e-03,5.249850e-02,3.117220e-02,1.269140e-02,9.339310e-05,1.886920e-07,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
