P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,Mo,MoO,MoO2,MoO3,Mo2O6,Mo3O9,Mo4O12,Mo5O15,Mo(cr),Mo(L)
316.228,3.225000e+03,4.717180e-01,8.839880e-01,2.891950e-06,2.061400e-04,2.289490e-03,9.176080e-01,2.495350e-04,1.605780e-06,2.389480e-04,8.868010e-03,1.813010e-02,2.090760e-02,3.013380e-02,1.341090e-03,2.321300e-05,0.000000e+00,1.000000e+00
316.228,3.250000e+03,4.723540e-01,9.239880e-01,3.318770e-06,2.358550e-04,2.495180e-03,9.158960e-01,2.818930e-04,1.899430e-06,2.750160e-04,9.749800e-03,1.924470e-02,2.116200e-02,2.936360e-02,1.268910e-03,2.144500e-05,0.000000e+00,1.000000e+00
316.228,3.275000e+03,4.730420e-01,9.648300e-01,3.800410e-06,2.692500e-04,2.715100e-03,9.141000e-01,3.177360e-04,2.240900e-06,3.157540e-04,1.069850e-02,2.039560e-02,2.138920e-02,2.857360e-02,1.198830e-03,1.977850e-05,0.000000e+00,1.000000e+00
316.228,3.300000e+03,4.737850e-01,1.006540e+00,4.342830e-06,3.066990e-04,2.949810e-03,9.122180e-01,3.573470e-04,2.636980e-06,3.616550e-04,1.171720e-02,2.158140e-02,2.158780e-02,2.776460e-02,1.130820e-03,1.820860e-05,0.000000e+00,1.000000e+00
316.228,3.325000e+03,4.745850e-01,1.049160e+00,4.952470e-06,3.486030e-04,3.199930e-03,9.102460e-01,4.010200e-04,3.095320e-06,4.132530e-04,1.280850e-02,2.280000e-02,2.175580e-02,2.693720e-02,1.064870e-03,1.673080e-05,0.000000e+00,1.000000e+00
316.228,3.350000e+03,4.754470e-01,1.092700e+00,5.636350e-06,3.953900e-04,3.466020e-03,9.081840e-01,4.490610e-04,3.624470e-06,4.711190e-04,1.397520e-02,2.404950e-02,2.189180e-02,2.609260e-02,1.000940e-03,1.534070e-05,0.000000e+00,1.000000e+00
316.228,3.375000e+03,4.763710e-01,1.137190e+00,6.402030e-06,4.475210e-04,3.748640e-03,9.060300e-01,5.017850e-04,4.233950e-06,5.358640e-04,1.521980e-02,2.532730e-02,2.199400e-02,2.523160e-02,9.390410e-04,1.403450e-05,0.000000e+00,1.000000e+00
316.228,3.400000e+03,4.773620e-01,1.182650e+00,7.257730e-06,5.054830e-04,4.048330e-03,9.037820e-01,5.595120e-04,4.934400e-06,6.081430e-04,1.654480e-02,2.663070e-02,2.206080e-02,2.435560e-02,8.791530e-04,1.280860e-05,0.000000e+00,1.000000e+00
316.228,3.425000e+03,4.784200e-01,1.229110e+00,8.212280e-06,5.697940e-04,4.365600e-03,9.014410e-01,6.225720e-04,5.737640e-06,6.886490e-04,1.795210e-02,2.795630e-02,2.209080e-02,2.346590e-02,8.212790e-04,1.165960e-05,0.000000e+00,1.000000e+00
316.228,3.450000e+03,4.795500e-01,1.276570e+00,9.275210e-06,6.410040e-04,4.700940e-03,8.990060e-01,6.912940e-04,6.656800e-06,7.781200e-04,1.944360e-02,2.930070e-02,2.208240e-02,2.256380e-02,7.654220e-04,1.058430e-05,0.000000e+00,1.000000e+00
316.228,3.475000e+03,4.807520e-01,1.325060e+00,1.045680e-05,7.196910e-04,5.054780e-03,8.964770e-01,7.660110e-04,7.706410e-06,8.773330e-04,2.102070e-02,3.065980e-02,2.203440e-02,2.165120e-02,7.115890e-04,9.579700e-06,0.000000e+00,1.000000e+00
316.228,3.500000e+03,4.820290e-01,1.374580e+00,1.176790e-05,8.064620e-04,5.427540e-03,8.938540e-01,8.470510e-04,8.902560e-06,9.871100e-04,2.268450e-02,3.202920e-02,2.194550e-02,2.072970e-02,6.597920e-04,8.643100e-06,0.000000e+00,1.000000e+00
316.228,3.525000e+03,4.833830e-01,1.425140e+00,1.322060e-05,9.019560e-04,5.819580e-03,8.911380e-01,9.347370e-04,1.026300e-05,1.108310e-03,2.443580e-02,3.340410e-02,2.181460e-02,1.980130e-02,6.100450e-04,7.771790e-06,0.000000e+00,1.000000e+00
316.228,3.550000e+03,4.848150e-01,1.476730e+00,1.482720e-05,1.006840e-03,6.231190e-03,8.883320e-01,1.029380e-03,1.180730e-05,1.241830e-03,2.627460e-02,3.477920e-02,2.164090e-02,1.886820e-02,5.623620e-04,6.963200e-06,0.000000e+00,1.000000e+00
316.228,3.575000e+03,4.863260e-01,1.529360e+00,1.660150e-05,1.121790e-03,6.662630e-03,8.854370e-01,1.131290e-03,1.355690e-05,1.388610e-03,2.820060e-02,3.614900e-02,2.142370e-02,1.793270e-02,5.167630e-04,6.214870e-06,0.000000e+00,1.000000e+00
316.228,3.600000e+03,4.879160e-01,1.583000e+00,1.855780e-05,1.247540e-03,7.114080e-03,8.824560e-01,1.240730e-03,1.553550e-05,1.549610e-03,3.021270e-02,3.750730e-02,2.116240e-02,1.699700e-02,4.732620e-04,5.524390e-06,0.000000e+00,1.000000e+00
316.228,3.625000e+03,4.895870e-01,1.637650e+00,2.071150e-05,1.384820e-03,7.585660e-03,8.793930e-01,1.357970e-03,1.776910e-05,1.725840e-03,3.230940e-02,3.884770e-02,2.085680e-02,1.606400e-02,4.318780e-04,4.889380e-06,0.000000e+00,1.000000e+00
316.228,3.650000e+03,4.913360e-01,1.693270e+00,2.307910e-05,1.534370e-03,8.077390e-03,8.762510e-01,1.483220e-03,2.028590e-05,1.918310e-03,3.448830e-02,4.016330e-02,2.050710e-02,1.513630e-02,3.926240e-04,4.307510e-06,0.000000e+00,1.000000e+00
316.228,3.675000e+03,4.931650e-01,1.749830e+00,2.567800e-05,1.696980e-03,8.589230e-03,8.730370e-01,1.616680e-03,2.311710e-05,2.128080e-03,3.674620e-02,4.144700e-02,2.011360e-02,1.421680e-02,3.555130e-04,3.776430e-06,0.000000e+00,1.000000e+00
316.228,3.700000e+03,4.950700e-01,1.807290e+00,2.852680e-05,1.873420e-03,9.121050e-03,8.697560e-01,1.758490e-03,2.629640e-05,2.356200e-03,3.907930e-02,4.269130e-02,1.967710e-02,1.330840e-02,3.205520e-04,3.293780e-06,0.000000e+00,1.000000e+00
316.228,3.725000e+03,4.970490e-01,1.865600e+00,3.164530e-05,2.064470e-03,9.672630e-03,8.664140e-01,1.908750e-03,2.986080e-05,2.603760e-03,4.148290e-02,4.388840e-02,1.919860e-02,1.241430e-02,2.877430e-04,2.857210e-06,0.000000e+00,1.000000e+00
316.228,3.750000e+03,4.991000e-01,1.924700e+00,3.505440e-05,2.270920e-03,1.024360e-02,8.630190e-01,2.067510e-03,3.385040e-05,2.871810e-03,4.395110e-02,4.503050e-02,1.867960e-02,1.153750e-02,2.570820e-04,2.464290e-06,0.000000e+00,1.000000e+00
316.228,3.775000e+03,5.012180e-01,1.984530e+00,3.877650e-05,2.493570e-03,1.083370e-02,8.595780e-01,2.234740e-03,3.830890e-05,3.161430e-03,4.647760e-02,4.610960e-02,1.812220e-02,1.068120e-02,2.285590e-04,2.112590e-06,0.000000e+00,1.000000e+00
316.228,3.800000e+03,5.033990e-01,2.045010e+00,4.283510e-05,2.733160e-03,1.144220e-02,8.561010e-01,2.410360e-03,4.328360e-05,3.473670e-03,4.905490e-02,4.711780e-02,1.752870e-02,9.848590e-03,2.021520e-04,1.799610e-06,0.000000e+00,1.000000e+00
316.228,3.825000e+03,5.056380e-01,2.106060e+00,4.725530e-05,2.990480e-03,1.206860e-02,8.525950e-01,2.594210e-03,4.882590e-05,3.809560e-03,5.167470e-02,4.804710e-02,1.690190e-02,9.042600e-03,1.778310e-04,1.522840e-06,0.000000e+00,1.000000e+00
316.228,3.850000e+03,5.079270e-01,2.167590e+00,5.206350e-05,3.266240e-03,1.271220e-02,8.490720e-01,2.786080e-03,5.499130e-05,4.170110e-03,5.432800e-02,4.889010e-02,1.624500e-02,8.266180e-03,1.555570e-04,1.279720e-06,0.000000e+00,1.000000e+00
316.228,3.875000e+03,5.102600e-01,2.229500e+00,5.728780e-05,3.561150e-03,1.337210e-02,8.455410e-01,2.985650e-03,6.184000e-05,4.556270e-03,5.700470e-02,4.963950e-02,1.556190e-02,7.522080e-03,1.352770e-04,1.067680e-06,0.000000e+00,1.000000e+00
316.228,3.900000e+03,5.126290e-01,2.291700e+00,6.295790e-05,3.875890e-03,1.404740e-02,8.420130e-01,3.192540e-03,6.943690e-05,4.968970e-03,5.969440e-02,5.028870e-02,1.485650e-02,6.812800e-03,1.169280e-04,8.841250e-07,0.000000e+00,1.000000e+00
316.228,3.925000e+03,5.150250e-01,2.354090e+00,6.910520e-05,4.211090e-03,1.473730e-02,8.384960e-01,3.406290e-03,7.785180e-05,5.409050e-03,6.238600e-02,5.083170e-02,1.413340e-02,6.140550e-03,1.004370e-04,7.264910e-07,0.000000e+00,1.000000e+00
316.228,3.950000e+03,5.174400e-01,2.416550e+00,7.576270e-05,4.567340e-03,1.544050e-02,8.350030e-01,3.626370e-03,8.716020e-05,5.877330e-03,6.506790e-02,5.126350e-02,1.339740e-02,5.507160e-03,8.571870e-05,5.922380e-07,0.000000e+00,1.000000e+00
316.228,3.975000e+03,5.198640e-01,2.478990e+00,8.296550e-05,4.945190e-03,1.615600e-02,8.315430e-01,3.852180e-03,9.744320e-05,6.374550e-03,6.772830e-02,5.158000e-02,1.265330e-02,4.914090e-03,7.267740e-05,4.788890e-07,0.000000e+00,1.000000e+00
316.228,4.000000e+03,5.222880e-01,2.541300e+00,9.075030e-05,5.345130e-03,1.688270e-02,8.281240e-01,4.083070e-03,1.087880e-04,6.901360e-03,7.035530e-02,5.177820e-02,1.190650e-02,4.362320e-03,6.120950e-05,3.840460e-07,0.000000e+00,1.000000e+00
316.228,4.025000e+03,5.247020e-01,2.603400e+00,9.915630e-05,5.767610e-03,1.761920e-02,8.247560e-01,4.318330e-03,1.212880e-04,7.458390e-03,7.293730e-02,5.185640e-02,1.116200e-02,3.852370e-03,5.120360e-05,3.054230e-07,0.000000e+00,1.000000e+00
316.228,4.050000e+03,5.270970e-01,2.665190e+00,1.082240e-04,6.213040e-03,1.836450e-02,8.214470e-01,4.557210e-03,1.350440e-04,8.046150e-03,7.546280e-02,5.181440e-02,1.042490e-02,3.384270e-03,4.254310e-05,2.408620e-07,0.000000e+00,1.000000e+00
316.228,4.075000e+03,5.294640e-01,2.726600e+00,1.179970e-04,6.681780e-03,1.911720e-02,8.182020e-01,4.798940e-03,1.501630e-04,8.665120e-03,7.792100e-02,5.165300e-02,9.700280e-03,2.957530e-03,3.510810e-05,1.883600e-07,0.000000e+00,1.000000e+00
316.228,4.100000e+03,5.317960e-01,2.787560e+00,1.285200e-04,7.174140e-03,1.987630e-02,8.150270e-01,5.042740e-03,1.667600e-04,9.315710e-03,8.030170e-02,5.137450e-02,8.992640e-03,2.571230e-03,2.877780e-05,1.460780e-07,0.000000e+00,1.000000e+00
316.228,4.125000e+03,5.340840e-01,2.848020e+00,1.398400e-04,7.690420e-03,2.064040e-02,8.119260e-01,5.287840e-03,1.849580e-04,9.998270e-03,8.259570e-02,5.098280e-02,8.306260e-03,2.223970e-03,2.343250e-05,1.123590e-07,0.000000e+00,1.000000e+00
316.228,4.150000e+03,5.363220e-01,2.907950e+00,1.520080e-04,8.230850e-03,2.140850e-02,8.089020e-01,5.533460e-03,2.048890e-04,1.071310e-02,8.479480e-02,5.048250e-02,7.644870e-03,1.913990e-03,1.895610e-05,8.572930e-08,0.000000e+00,1.000000e+00
316.228,4.175000e+03,5.385050e-01,2.967310e+00,1.650750e-04,8.795660e-03,2.217940e-02,8.059560e-01,5.778860e-03,2.266930e-04,1.146050e-02,8.689180e-02,4.987980e-02,7.011670e-03,1.639190e-03,1.523780e-05,6.489980e-08,0.000000e+00,1.000000e+00
316.228,4.200000e+03,5.406290e-01,3.026090e+00,1.790950e-04,9.385060e-03,2.295220e-02,8.030880e-01,6.023350e-03,2.505200e-04,1.224060e-02,8.888060e-02,4.918140e-02,6.409250e-03,1.397220e-03,1.217390e-05,4.875960e-08,0.000000e+00,1.000000e+00
316.228,4.225000e+03,5.426900e-01,3.084300e+00,1.941260e-04,9.999230e-03,2.372590e-02,8.002980e-01,6.266250e-03,2.765270e-04,1.305380e-02,9.075660e-02,4.839490e-02,5.839570e-03,1.185570e-03,9.668880e-06,3.636720e-08,0.000000e+00,1.000000e+00
316.228,4.250000e+03,5.446870e-01,3.141950e+00,2.102250e-04,1.063830e-02,2.449950e-02,7.975820e-01,6.506940e-03,3.048860e-04,1.390000e-02,9.251600e-02,4.752840e-02,5.303980e-03,1.001620e-03,7.636110e-06,2.693580e-08,0.000000e+00,1.000000e+00
316.228,4.275000e+03,5.466200e-01,3.199060e+00,2.274560e-04,1.130250e-02,2.527230e-02,7.949390e-01,6.744870e-03,3.357760e-04,1.477950e-02,9.415620e-02,4.659050e-02,4.803220e-03,8.427100e-04,5.998450e-06,1.981860e-08,0.000000e+00,1.000000e+00
316.228,4.300000e+03,5.484880e-01,3.255670e+00,2.458810e-04,1.199200e-02,2.604340e-02,7.923640e-01,6.979500e-03,3.693880e-04,1.569250e-02,9.567560e-02,4.558970e-02,4.337480e-03,7.062400e-04,4.688150e-06,1.449090e-08,0.000000e+00,1.000000e+00
316.228,4.325000e+03,5.502920e-01,3.311800e+00,2.655670e-04,1.270680e-02,2.681220e-02,7.898520e-01,7.210380e-03,4.059250e-04,1.663890e-02,9.707350e-02,4.453460e-02,3.906450e-03,5.896870e-04,3.646590e-06,1.053300e-08,0.000000e+00,1.000000e+00
316.228,4.350000e+03,5.520360e-01,3.367510e+00,2.865840e-04,1.344720e-02,2.757780e-02,7.874000e-01,7.437060e-03,4.456030e-04,1.761900e-02,9.834990e-02,4.343360e-02,3.509410e-03,4.906600e-04,2.823740e-06,7.613890e-09,0.000000e+00,1.000000e+00
316.228,4.375000e+03,5.537210e-01,3.422840e+00,3.090040e-04,1.421310e-02,2.833970e-02,7.850030e-01,7.659180e-03,4.886500e-04,1.863270e-02,9.950540e-02,4.229470e-02,3.145260e-03,4.069350e-04,2.177390e-06,5.475340e-09,0.000000e+00,1.000000e+00
316.228,4.400000e+03,5.553510e-01,3.477850e+00,3.328990e-04,1.500480e-02,2.909730e-02,7.826560e-01,7.876370e-03,5.353070e-04,1.968010e-02,1.005410e-01,4.112550e-02,2.812630e-03,3.364700e-04,1.672420e-06,3.918470e-09,0.000000e+00,1.000000e+00
316.228,4.425000e+03,5.569300e-01,3.532570e+00,3.583490e-04,1.582220e-02,2.985000e-02,7.803530e-01,8.088320e-03,5.858310e-04,2.076110e-02,1.014600e-01,3.993340e-02,2.509930e-03,2.774150e-04,1.279870e-06,2.791690e-09,0.000000e+00,1.000000e+00
316.228,4.450000e+03,5.584610e-01,3.587060e+00,3.854310e-04,1.666550e-02,3.059710e-02,7.780900e-01,8.294750e-03,6.404910e-04,2.187580e-02,1.022620e-01,3.872490e-02,2.235420e-03,2.281180e-04,9.761260e-07,1.980600e-09,0.000000e+00,1.000000e+00
316.228,4.475000e+03,5.599510e-01,3.641370e+00,4.142300e-04,1.753460e-02,3.133810e-02,7.758620e-01,8.495400e-03,6.995730e-04,2.302410e-02,1.029510e-01,3.750620e-02,1.987280e-03,1.871170e-04,7.421080e-07,1.399690e-09,0.000000e+00,1.000000e+00
316.228,4.500000e+03,5.614030e-01,3.695540e+00,4.448310e-04,1.842950e-02,3.207260e-02,7.736650e-01,8.690000e-03,7.633790e-04,2.420580e-02,1.035280e-01,3.628270e-02,1.763640e-03,1.531290e-04,5.625270e-07,9.855740e-10,0.000000e+00,1.000000e+00
316.228,4.525000e+03,5.628210e-01,3.749610e+00,4.773210e-04,1.935020e-02,3.279990e-02,7.714960e-01,8.878350e-03,8.322260e-04,2.542070e-02,1.039980e-01,3.505960e-02,1.562620e-03,1.250440e-04,4.252270e-07,6.916330e-10,0.000000e+00,1.000000e+00
316.228,4.550000e+03,5.642120e-01,3.803630e+00,5.117930e-04,2.029670e-02,3.351950e-02,7.693490e-01,9.060230e-03,9.064500e-04,2.666870e-02,1.043610e-01,3.384130e-02,1.382410e-03,1.019030e-04,3.206100e-07,4.838250e-10,0.000000e+00,1.000000e+00
316.228,4.575000e+03,5.655800e-01,3.857620e+00,5.483400e-04,2.126880e-02,3.423080e-02,7.672230e-01,9.235450e-03,9.864050e-04,2.794950e-02,1.046220e-01,3.263180e-02,1.221210e-03,8.288580e-05,2.411470e-07,3.374540e-10,0.000000e+00,1.000000e+00
316.228,4.600000e+03,5.669310e-01,3.911630e+00,5.870600e-04,2.226630e-02,3.493340e-02,7.651120e-01,9.403800e-03,1.072460e-03,2.926270e-02,1.047830e-01,3.143450e-02,1.077340e-03,6.729670e-05,1.809670e-07,2.347110e-10,0.000000e+00,1.000000e+00
316.228,4.625000e+03,5.682680e-01,3.965680e+00,6.280530e-04,2.328900e-02,3.562670e-02,7.630160e-01,9.565120e-03,1.165010e-03,3.060790e-02,1.048460e-01,3.025260e-02,9.491780e-04,5.454690e-05,1.355140e-07,1.628220e-10,0.000000e+00,1.000000e+00
316.228,4.650000e+03,5.695980e-01,4.019810e+00,6.714220e-04,2.433670e-02,3.631010e-02,7.609300e-01,9.719230e-03,1.264470e-03,3.198470e-02,1.048150e-01,2.908870e-02,8.352330e-04,4.414140e-05,1.012720e-07,1.126730e-10,0.000000e+00,1.000000e+00
316.228,4.675000e+03,5.709240e-01,4.074020e+00,7.172740e-04,2.540920e-02,3.698310e-02,7.588540e-01,9.865980e-03,1.371260e-03,3.339250e-02,1.046920e-01,2.794500e-02,7.340970e-04,3.566620e-05,7.553660e-08,7.778590e-11,0.000000e+00,1.000000e+00
316.228,4.700000e+03,5.722540e-01,4.128350e+00,7.657190e-04,2.650590e-02,3.764520e-02,7.567840e-01,1.000520e-02,1.485840e-03,3.483070e-02,1.044810e-01,2.682350e-02,6.444750e-04,2.877610e-05,5.623750e-08,5.358080e-11,0.000000e+00,1.000000e+00
316.228,4.725000e+03,5.735900e-01,4.182810e+00,8.168700e-04,2.762670e-02,3.829580e-02,7.547190e-01,1.013680e-02,1.608690e-03,3.629880e-02,1.041840e-01,2.572590e-02,5.651770e-04,2.318430e-05,4.179540e-08,3.682860e-11,0.000000e+00,1.000000e+00
316.228,4.750000e+03,5.749390e-01,4.237410e+00,8.708430e-04,2.877090e-02,3.893440e-02,7.526570e-01,1.026060e-02,1.740310e-03,3.779590e-02,1.038030e-01,2.465340e-02,4.951130e-04,1.865390e-05,3.100950e-08,2.526180e-11,0.000000e+00,1.000000e+00
316.228,4.775000e+03,5.763040e-01,4.292170e+00,9.277560e-04,2.993820e-02,3.956050e-02,7.505970e-01,1.037650e-02,1.881220e-03,3.932120e-02,1.033420e-01,2.360730e-02,4.332910e-04,1.498910e-05,2.296930e-08,1.729330e-11,0.000000e+00,1.000000e+00
316.228,4.800000e+03,5.776920e-01,4.347100e+00,9.877340e-04,3.112790e-02,4.017350e-02,7.485380e-01,1.048440e-02,2.031980e-03,4.087390e-02,1.028040e-01,2.258840e-02,3.788110e-04,1.202900e-05,1.698680e-08,1.181550e-11,0.000000e+00,1.000000e+00
316.228,4.825000e+03,5.791060e-01,4.402210e+00,1.050900e-03,3.233950e-02,4.077290e-02,7.464780e-01,1.058410e-02,2.193140e-03,4.245310e-02,1.021910e-01,2.159740e-02,3.308590e-04,9.641470e-06,1.254310e-08,8.057600e-12,0.000000e+00,1.000000e+00
316.228,4.850000e+03,5.805530e-01,4.457490e+00,1.117390e-03,3.357230e-02,4.135810e-02,7.444170e-01,1.067570e-02,2.365330e-03,4.405780e-02,1.015050e-01,2.063480e-02,2.887020e-04,7.718470e-06,9.247780e-09,5.484810e-12,0.000000e+00,1.000000e+00
316.228,4.875000e+03,5.820360e-01,4.512960e+00,1.187330e-03,3.482560e-02,4.192880e-02,7.423530e-01,1.075900e-02,2.549170e-03,4.568680e-02,1.007510e-01,1.970100e-02,2.516810e-04,6.171670e-06,6.808110e-09,3.726780e-12,0.000000e+00,1.000000e+00
316.228,4.900000e+03,5.835600e-01,4.568620e+00,1.260850e-03,3.609870e-02,4.248430e-02,7.402870e-01,1.083390e-02,2.745310e-03,4.733910e-02,9.993030e-02,1.879620e-02,2.192070e-04,4.929080e-06,5.004730e-09,2.527750e-12,0.000000e+00,1.000000e+00
316.228,4.925000e+03,5.851310e-01,4.624460e+00,1.338110e-03,3.739080e-02,4.302430e-02,7.382170e-01,1.090040e-02,2.954450e-03,4.901350e-02,9.904590e-02,1.792050e-02,1.907490e-04,3.932120e-06,3.673750e-09,1.711480e-12,0.000000e+00,1.000000e+00
316.228,4.950000e+03,5.867530e-01,4.680480e+00,1.419230e-03,3.870090e-02,4.354820e-02,7.361440e-01,1.095850e-02,3.177300e-03,5.070870e-02,9.810070e-02,1.707390e-02,1.658370e-04,3.133230e-06,2.692880e-09,1.156800e-12,0.000000e+00,1.000000e+00
316.228,4.975000e+03,5.884320e-01,4.736690e+00,1.504370e-03,4.002830e-02,4.405550e-02,7.340660e-01,1.100810e-02,3.414610e-03,5.242340e-02,9.709730e-02,1.625620e-02,1.440510e-04,2.493820e-06,1.971110e-09,7.805410e-13,0.000000e+00,1.000000e+00
316.228,5.000000e+03,5.901710e-01,4.793070e+00,1.593680e-03,4.137190e-02,4.454590e-02,7.319830e-01,1.104930e-02,3.667170e-03,5.415620e-02,9.603880e-02,1.546740e-02,1.250170e-04,1.982670e-06,1.440770e-09,5.257640e-13,0.000000e+00,1.000000e+00
562.341,3.000000e+02,4.656580e-01,-2.203010e+00,2.098410e-81,5.623200e-79,1.589760e-52,9.657700e-01,8.098420e-74,4.052570e-110,4.776920e-95,5.187060e-69,1.152350e-48,2.873140e-29,5.577050e-15,7.931470e-07,3.422920e-02,1.000000e+00,0.000000e+00
562.341,3.250000e+02,4.656580e-01,-2.183440e+00,4.505450e-75,1.150380e-72,2.489570e-48,9.657700e-01,7.127690e-68,2.670010e-101,2.790100e-87,2.812060e-63,1.248180e-44,7.878250e-27,1.054980e-13,2.538000e-06,3.422780e-02,1.000000e+00,0.000000e+00
562.341,3.500000e+02,4.656580e-01,-2.163690e+00,1.210100e-69,2.962990e-67,9.803340e-45,9.657690e-01,8.859670e-63,9.648560e-94,1.262240e-80,2.291310e-58,3.558720e-41,9.616340e-25,1.305100e-12,6.863660e-06,3.422430e-02,1.000000e+00,0.000000e+00
562.341,3.750000e+02,4.656580e-01,-2.143770e+00,6.159840e-65,1.453360e-62,1.278990e-41,9.657670e-01,2.299550e-58,3.417770e-87,7.375630e-75,4.101020e-54,3.489320e-38,6.146660e-23,1.149700e-11,1.622520e-05,3.421670e-02,1.000000e+00,0.000000e+00
562.341,4.000000e+02,4.656580e-01,-2.123680e+00,8.115620e-61,1.851850e-58,6.799450e-39,9.657640e-01,1.671270e-54,1.834340e-81,8.169520e-70,2.143040e-50,1.437730e-35,2.323690e-21,7.687610e-11,3.438370e-05,3.420210e-02,1.000000e+00,0.000000e+00
562.341,4.250000e+02,4.656580e-01,-2.103430e+00,3.512210e-57,7.772720e-55,1.725610e-36,9.657570e-01,4.257030e-51,2.081170e-76,2.300140e-65,4.064290e-47,2.901740e-33,5.701760e-20,4.096720e-10,6.658900e-05,3.417610e-02,1.000000e+00,0.000000e+00
562.341,4.500000e+02,4.656580e-01,-2.083030e+00,6.009760e-54,1.292780e-51,2.364600e-34,9.657470e-01,4.525400e-48,6.467230e-72,2.068200e-61,3.313100e-44,3.231700e-31,9.761390e-19,1.807030e-09,1.196230e-04,3.413330e-02,1.000000e+00,0.000000e+00
562.341,4.750000e+02,4.656580e-01,-2.062460e+00,4.706710e-51,9.859110e-49,1.928210e-32,9.657310e-01,2.304530e-45,6.753440e-68,7.111630e-58,1.326700e-41,2.181890e-29,1.234320e-17,6.797320e-09,2.016830e-04,3.406710e-02,1.000000e+00,0.000000e+00
562.341,5.000000e+02,4.656580e-01,-2.041720e+00,1.896800e-48,3.874540e-46,1.011410e-30,9.657080e-01,6.277740e-43,2.791130e-64,1.080190e-54,2.903920e-39,9.627690e-28,1.206500e-16,2.233040e-08,3.221170e-04,3.396990e-02,1.000000e+00,0.000000e+00
562.341,5.250000e+02,4.656580e-01,-2.020820e+00,4.324590e-46,8.624590e-44,3.634410e-29,9.656750e-01,1.000260e-40,5.211930e-61,8.144710e-52,3.787970e-37,2.950680e-26,9.457920e-16,6.531210e-08,4.910120e-04,3.383360e-02,1.000000e+00,0.000000e+00
562.341,5.500000e+02,4.656580e-01,-1.999740e+00,6.028090e-44,1.174890e-41,9.420410e-28,9.656310e-01,1.002910e-38,4.900520e-58,3.354060e-49,3.160380e-35,6.601490e-25,6.127570e-15,1.727600e-07,7.186850e-04,3.364990e-02,1.000000e+00,0.000000e+00
562.341,5.750000e+02,4.656580e-01,-1.978480e+00,5.477250e-42,1.044140e-39,1.837930e-26,9.655740e-01,6.721560e-37,2.537390e-55,8.163010e-47,1.787890e-33,1.123370e-23,3.363410e-14,4.186550e-07,1.015110e-03,3.341050e-02,1.000000e+00,0.000000e+00
562.341,6.000000e+02,4.656580e-01,-1.957040e+00,3.422090e-40,6.385190e-38,2.796590e-25,9.655010e-01,3.166640e-35,7.795240e-53,1.253910e-44,7.199980e-32,1.504630e-22,1.596750e-13,9.395040e-07,1.389300e-03,3.310830e-02,1.000000e+00,0.000000e+00
562.341,6.250000e+02,4.656580e-01,-1.935420e+00,1.537640e-38,2.809840e-36,3.419130e-24,9.654120e-01,1.093980e-33,1.512800e-50,1.284710e-42,2.150050e-30,1.632450e-21,6.670830e-13,1.970060e-06,1.848750e-03,3.273700e-02,1.000000e+00,0.000000e+00
562.341,6.500000e+02,4.656580e-01,-1.913600e+00,5.161180e-37,9.241480e-35,3.444680e-23,9.653050e-01,2.872330e-32,1.955560e-48,9.199370e-41,4.928290e-29,1.469960e-20,2.488690e-12,3.889560e-06,2.398930e-03,3.229190e-02,1.000000e+00,0.000000e+00
562.341,6.750000e+02,4.656580e-01,-1.891600e+00,1.336660e-35,2.346250e-33,2.921880e-22,9.651800e-01,5.908980e-31,1.761620e-46,4.790910e-39,8.930040e-28,1.121540e-19,8.395040e-12,7.277330e-06,3.042830e-03,3.177030e-02,1.000000e+00,0.000000e+00
562.341,7.000000e+02,4.656580e-01,-1.869410e+00,2.746120e-34,4.727140e-32,2.125500e-21,9.650350e-01,9.776570e-30,1.149520e-44,1.877600e-37,1.311810e-26,7.380290e-19,2.588080e-11,1.297490e-05,3.780750e-03,3.117140e-02,1.000000e+00,0.000000e+00
562.341,7.250000e+02,4.656580e-01,-1.847030e+00,4.583840e-33,7.740720e-31,1.347220e-20,9.648710e-01,1.330570e-28,5.617940e-43,5.702820e-36,1.596560e-25,4.253250e-18,7.359260e-11,2.215030e-05,4.610160e-03,3.049650e-02,1.000000e+00,0.000000e+00
562.341,7.500000e+02,4.656580e-01,-1.824470e+00,6.346740e-32,1.051740e-29,7.543630e-20,9.646890e-01,1.518960e-27,2.116680e-41,1.377050e-34,1.640500e-24,2.175260e-17,1.945650e-10,3.635850e-05,5.525730e-03,2.974910e-02,1.000000e+00,0.000000e+00
562.341,7.750000e+02,4.656580e-01,-1.801740e+00,7.422090e-31,1.207280e-28,3.776520e-19,9.644890e-01,1.479440e-26,6.305080e-40,2.702880e-33,1.446680e-23,9.987560e-17,4.816090e-10,5.759240e-05,6.519580e-03,2.893420e-02,1.000000e+00,0.000000e+00
562.341,8.000000e+02,4.656580e-01,-1.778830e+00,7.447630e-30,1.189400e-27,1.708170e-18,9.642720e-01,1.247830e-25,1.517940e-38,4.397060e-32,1.110710e-22,4.158660e-16,1.122990e-09,8.831790e-05,7.581530e-03,2.805850e-02,1.000000e+00,0.000000e+00
