Tw_K,P_bar,Bc
550,0.00569792,4.656580e-01
575,0.00569792,4.656580e-01
600,0.00569792,4.656580e-01
625,0.00569792,4.656580e-01
650,0.00569792,4.656580e-01
675,0.00569792,4.656580e-01
700,0.00569792,4.656580e-01
725,0.00569792,4.656580e-01
750,0.00569792,4.656580e-01
775,0.00569792,4.656580e-01
800,0.00569792,4.656580e-01
825,0.00569792,4.656580e-01
850,0.00569792,4.656580e-01
875,0.00569792,4.656580e-01
900,0.00569792,4.656580e-01
925,0.00569792,4.656580e-01
950,0.00569792,4.656580e-01
975,0.00569792,4.656580e-01
1000,0.00569792,4.656580e-01
1025,0.00569792,4.656580e-01
1050,0.00569792,4.656580e-01
1075,0.00569792,4.656580e-01
1100,0.00569792,4.656580e-01
1125,0.00569792,4.656580e-01
1150,0.00569792,4.656580e-01
1175,0.00569792,4.656580e-01
1200,0.00569792,4.656580e-01
1225,0.00569792,4.656580e-01
1250,0.00569792,4.656580e-01
1275,0.00569792,4.656580e-01
1300,0.00569792,4.656580e-01
1325,0.00569792,4.656580e-01
1350,0.00569792,4.656580e-01
1375,0.00569792,4.656590e-01
1400,0.00569792,4.656590e-01
1425,0.00569792,4.656590e-01
1450,0.00569792,4.656600e-01
1475,0.00569792,4.656600e-01
1500,0.00569792,4.656620e-01
1525,0.00569792,4.656640e-01
1550,0.00569792,4.656680e-01
1575,0.00569792,4.656740e-01
1600,0.00569792,4.656830e-01
1625,0.00569792,4.656980e-01
1650,0.00569792,4.657190e-01
1675,0.00569792,4.657500e-01
1700,0.00569792,4.657960e-01
1725,0.00569792,4.658610e-01
1750,0.00569792,4.659540e-01
1775,0.00569792,4.660840e-01
1800,0.00569792,4.662620e-01
1825,0.00569792,4.665050e-01
1850,0.00569792,4.668310e-01
1875,0.00569792,4.672630e-01
1900,0.00569792,4.678290e-01
1925,0.00569792,4.685580e-01
1950,0.00569792,4.694850e-01
1975,0.00569792,4.706470e-01
2000,0.00569792,4.720800e-01
2025,0.00569792,4.738200e-01
2050,0.00569792,4.758990e-01
2075,0.00569792,4.783390e-01
2100,0.00569792,4.811560e-01
2125,0.00569792,4.843550e-01
2150,0.00569792,4.879320e-01
2175,0.00569792,4.918750e-01
2200,0.00569792,4.961680e-01
2225,0.00569792,5.007940e-01
2250,0.00569792,5.057330e-01
2275,0.00569792,5.109670e-01
2300,0.00569792,5.164770e-01
2325,0.00569792,5.222440e-01
2350,0.00569792,5.282450e-01
2375,0.00569792,5.344580e-01
2400,0.00569792,5.408570e-01
2425,0.00569792,5.474120e-01
2450,0.00569792,5.540930e-01
2475,0.00569792,5.608700e-01
2500,0.00569792,5.677120e-01
2525,0.00569792,5.745900e-01
2550,0.00569792,5.814800e-01
2575,0.00569792,5.883630e-01
2600,0.00569792,5.952290e-01
2625,0.00569792,6.020750e-01
2650,0.00569792,6.089120e-01
2675,0.00569792,6.157660e-01
2700,0.00569792,6.226770e-01
2725,0.00569792,6.297020e-01
2750,0.00569792,6.369190e-01
2775,0.00569792,6.444280e-01
2800,0.00569792,6.523510e-01
2825,0.00569792,6.608380e-01
2850,0.00569792,6.700670e-01
2875,0.00569792,6.802490e-01
2900,0.00569792,6.913430e-01
2925,0.00569792,7.022040e-01
2950,0.00569792,7.144930e-01
2975,0.00569792,7.285370e-01
3000,0.00569792,7.447190e-01
3025,0.00569792,7.634870e-01
3050,0.00569792,7.853740e-01
3075,0.00569792,8.110070e-01
3100,0.00569792,8.411350e-01
3125,0.00569792,8.766550e-01
3150,0.00569792,9.186470e-01
3175,0.00569792,9.684290e-01
3200,0.00569792,1.027620e+00
3225,0.00569792,1.098220e+00
3250,0.00569792,1.182790e+00
3275,0.00569792,1.284550e+00
3300,0.00569792,1.407730e+00
3325,0.00569792,1.557950e+00
3350,0.00569792,1.742820e+00
3375,0.00569792,1.972980e+00
3400,0.00569792,2.263770e+00
3425,0.00569792,2.638140e+00
3450,0.00569792,3.132110e+00
3475,0.00569792,3.805670e+00
3500,0.00569792,4.766690e+00
3525,0.00569792,6.230780e+00
3550,0.00569792,8.700800e+00
3575,0.00569792,1.368380e+01
3600,0.00569792,2.869600e+01
3625,0.00569792,2.000000e+02
3650,0.00569792,2.000000e+02
3675,0.00569792,2.000000e+02
3700,0.00569792,2.000000e+02
3725,0.00569792,2.000000e+02
3750,0.00569792,2.000000e+02
3775,0.00569792,2.000000e+02
3800,0.00569792,2.000000e+02
3825,0.00569792,2.000000e+02
3850,0.00569792,2.000000e+02
3875,0.00569792,2.000000e+02
3900,0.00569792,2.000000e+02
3925,0.00569792,2.000000e+02
