edge,phi,f_air,P_atm,T_K,Bc_ss,Bg_ss,hw_ss_MJkg,Bc_Bg0,recession_over_mdote_m3_per_kg
hvof_phi1p0,1,0,0.01,1650,1.645127e-01,6.580506e-01,-1.146158e+00,3.838870e-01,5.690511e-04
hvof_phi1p0,1,0,0.01,1675,1.645189e-01,6.580756e-01,-1.091850e+00,3.838920e-01,5.690727e-04
hvof_phi1p0,1,0,0.01,1700,1.645267e-01,6.581068e-01,-1.036860e+00,3.838980e-01,5.690996e-04
hvof_phi1p0,1,0,0.01,1725,1.645360e-01,6.581440e-01,-9.810736e-01,3.839050e-01,5.691318e-04
hvof_phi1p0,1,0,0.01,1750,1.645472e-01,6.581889e-01,-9.243765e-01,3.839140e-01,5.691706e-04
hvof_phi1p0,1,0,0.01,1775,1.645608e-01,6.582433e-01,-8.666168e-01,3.839250e-01,5.692177e-04
hvof_phi1p0,1,0,0.01,1800,1.645773e-01,6.583090e-01,-8.076320e-01,3.839370e-01,5.692745e-04
hvof_phi1p0,1,0,0.01,1825,1.645969e-01,6.583878e-01,-7.472370e-01,3.839520e-01,5.693426e-04
hvof_phi1p0,1,0,0.01,1850,1.646199e-01,6.584795e-01,-6.852230e-01,3.839690e-01,5.694219e-04
hvof_phi1p0,1,0,0.01,1875,1.646471e-01,6.585885e-01,-6.213545e-01,3.839900e-01,5.695161e-04
hvof_phi1p0,1,0,0.01,1900,1.646793e-01,6.587173e-01,-5.553662e-01,3.840140e-01,5.696275e-04
hvof_phi1p0,1,0,0.01,1925,1.647168e-01,6.588670e-01,-4.869687e-01,3.840420e-01,5.697570e-04
hvof_phi1p0,1,0,0.01,1950,1.647603e-01,6.590411e-01,-4.158386e-01,3.840750e-01,5.699076e-04
hvof_phi1p0,1,0,0.01,1975,1.648108e-01,6.592431e-01,-3.416192e-01,3.841130e-01,5.700822e-04
hvof_phi1p0,1,0,0.01,2000,1.648688e-01,6.594754e-01,-2.639238e-01,3.841570e-01,5.702831e-04
hvof_phi1p0,1,0,0.01,2025,1.649353e-01,6.597414e-01,-1.823256e-01,3.842060e-01,5.705131e-04
hvof_phi1p0,1,0,0.01,2050,1.650115e-01,6.600460e-01,-9.636263e-02,3.842630e-01,5.707766e-04
hvof_phi1p0,1,0,0.01,2075,1.650979e-01,6.603914e-01,-5.538988e-03,3.843280e-01,5.710753e-04
hvof_phi1p0,1,0,0.01,2100,1.651958e-01,6.607832e-01,9.068322e-02,3.844000e-01,5.714140e-04
hvof_phi1p0,1,0,0.01,2125,1.653060e-01,6.612241e-01,1.928769e-01,3.844820e-01,5.717953e-04
hvof_phi1p0,1,0,0.01,2150,1.654301e-01,6.617203e-01,3.016541e-01,3.845730e-01,5.722244e-04
hvof_phi1p0,1,0,0.01,2175,1.655688e-01,6.622753e-01,4.176628e-01,3.846750e-01,5.727044e-04
hvof_phi1p0,1,0,0.01,2200,1.657233e-01,6.628932e-01,5.415840e-01,3.847890e-01,5.732387e-04
hvof_phi1p0,1,0,0.01,2225,1.658948e-01,6.635790e-01,6.741343e-01,3.849130e-01,5.738317e-04
hvof_phi1p0,1,0,0.01,2250,1.660846e-01,6.643386e-01,8.160593e-01,3.850510e-01,5.744886e-04
hvof_phi1p0,1,0,0.01,2275,1.662937e-01,6.651747e-01,9.681273e-01,3.852020e-01,5.752116e-04
hvof_phi1p0,1,0,0.01,2300,1.665231e-01,6.660922e-01,1.131129e+00,3.853660e-01,5.760050e-04
hvof_phi1p0,1,0,0.01,2325,1.667741e-01,6.670964e-01,1.305871e+00,3.855450e-01,5.768734e-04
hvof_phi1p0,1,0,0.01,2350,1.670479e-01,6.681917e-01,1.493171e+00,3.857400e-01,5.778205e-04
hvof_phi1p0,1,0,0.01,2375,1.673455e-01,6.693822e-01,1.693829e+00,3.859500e-01,5.788501e-04
hvof_phi1p0,1,0,0.01,2400,1.676686e-01,6.706746e-01,1.908654e+00,3.861770e-01,5.799676e-04
hvof_phi1p0,1,0,0.01,2425,1.680188e-01,6.720753e-01,2.138440e+00,3.864230e-01,5.811790e-04
hvof_phi1p0,1,0,0.01,2450,1.683977e-01,6.735907e-01,2.383934e+00,3.866890e-01,5.824894e-04
hvof_phi1p0,1,0,0.01,2475,1.688081e-01,6.752325e-01,2.645864e+00,3.869770e-01,5.839091e-04
hvof_phi1p0,1,0,0.01,2500,1.692527e-01,6.770109e-01,2.924884e+00,3.872920e-01,5.854470e-04
hvof_phi1p0,1,0,0.01,2525,1.697370e-01,6.789479e-01,3.221627e+00,3.876390e-01,5.871220e-04
hvof_phi1p0,1,0,0.01,2550,1.702665e-01,6.810659e-01,3.536668e+00,3.880250e-01,5.889536e-04
hvof_phi1p0,1,0,0.01,2575,1.708510e-01,6.834040e-01,3.870553e+00,3.884620e-01,5.909754e-04
hvof_phi1p0,1,0,0.01,2600,1.715037e-01,6.860147e-01,4.223783e+00,3.889660e-01,5.932330e-04
hvof_phi1p0,1,0,0.01,2625,1.722421e-01,6.889685e-01,4.596907e+00,3.895570e-01,5.957874e-04
hvof_phi1p0,1,0,0.01,2650,1.730919e-01,6.923676e-01,4.990550e+00,3.902670e-01,5.987268e-04
hvof_phi1p0,1,0,0.01,2675,1.740886e-01,6.963545e-01,5.405552e+00,3.911350e-01,6.021745e-04
hvof_phi1p0,1,0,0.01,2700,1.752821e-01,7.011284e-01,5.842761e+00,3.922180e-01,6.063027e-04
hvof_phi1p0,1,0,0.01,2725,1.767395e-01,7.069579e-01,6.302761e+00,3.935890e-01,6.113437e-04
hvof_phi1p0,1,0,0.01,2750,1.785547e-01,7.142188e-01,6.788955e+00,3.953480e-01,6.176227e-04
hvof_phi1p0,1,0,0.01,2775,1.808554e-01,7.234218e-01,7.304925e+00,3.976240e-01,6.255809e-04
hvof_phi1p0,1,0,0.01,2800,1.838197e-01,7.352788e-01,7.856067e+00,4.005910e-01,6.358343e-04
hvof_phi1p0,1,0,0.01,2825,1.876929e-01,7.507717e-01,8.450269e+00,4.044730e-01,6.492318e-04
hvof_phi1p0,1,0,0.01,2850,1.928212e-01,7.712848e-01,9.099045e+00,4.095630e-01,6.669706e-04
hvof_phi1p0,1,0,0.01,2875,1.996990e-01,7.987962e-01,9.819133e+00,4.162420e-01,6.907611e-04
hvof_phi1p0,1,0,0.01,2900,2.090543e-01,8.362171e-01,1.062083e+01,4.250070e-01,7.231210e-04
hvof_phi1p0,1,0,0.01,2925,2.219928e-01,8.879713e-01,1.154660e+01,4.365020e-01,7.678756e-04
hvof_phi1p0,1,0,0.01,2950,2.402798e-01,9.611193e-01,1.262498e+01,4.515660e-01,8.311305e-04
hvof_phi1p0,1,0,0.01,2975,2.669164e-01,1.067666e+00,1.390627e+01,4.713010e-01,9.232666e-04
hvof_phi1p0,1,0,0.01,3000,3.074628e-01,1.229851e+00,1.548682e+01,4.971590e-01,1.063517e-03
hvof_phi1p0,1,0,0.01,3025,3.735421e-01,1.494168e+00,1.746145e+01,5.310810e-01,1.292086e-03
hvof_phi1p0,1,0,0.01,3050,4.942884e-01,1.977154e+00,1.994375e+01,5.756960e-01,1.709749e-03
hvof_phi1p0,1,0,0.01,3075,7.695943e-01,3.078377e+00,2.320183e+01,6.346370e-01,2.662035e-03
hvof_phi1p0,1,0,0.01,3100,1.918813e+00,7.675251e+00,2.754583e+01,7.130510e-01,6.637194e-03
hvof_phi1p0,1,0,0.01,3125,3.922870e+00,1.000000e+01,2.882350e+01,8.184610e-01,1.356925e-02
hvof_phi1p0,1,0,0.01,3150,6.170130e+00,1.000000e+01,2.928720e+01,9.623210e-01,2.134255e-02
hvof_phi1p0,1,0,0.01,3175,9.317190e+00,1.000000e+01,2.963120e+01,1.162970e+00,3.222826e-02
hvof_phi1p0,1,0,0.01,3200,1.386470e+01,1.000000e+01,2.985910e+01,1.451780e+00,4.795815e-02
hvof_phi1p0,1,0,0.01,3225,2.074830e+01,1.000000e+01,2.998060e+01,1.887350e+00,7.176859e-02
hvof_phi1p0,1,0,0.01,3250,3.194540e+01,1.000000e+01,3.000930e+01,2.593450e+00,1.104995e-01
hvof_phi1p0,1,0,0.01,3275,5.249080e+01,1.000000e+01,2.996150e+01,3.885100e+00,1.815662e-01
hvof_phi1p0,1,0,0.01,3300,1.001270e+02,1.000000e+01,2.985380e+01,6.872260e+00,3.463404e-01
hvof_phi1p0,1,0,0.01,3325,3.140980e+02,1.000000e+01,2.970120e+01,2.026490e+01,1.086468e+00
hvof_phi1p0,1,0,0.01,3350,1.000000e+03,1.000000e+01,2.979790e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3375,1.000000e+03,1.000000e+01,3.008600e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3400,1.000000e+03,1.000000e+01,3.039650e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3425,1.000000e+03,1.000000e+01,3.073160e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3450,1.000000e+03,1.000000e+01,3.109370e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3475,1.000000e+03,1.000000e+01,3.148530e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3500,1.000000e+03,1.000000e+01,3.190920e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3525,1.000000e+03,1.000000e+01,3.236810e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3550,1.000000e+03,1.000000e+01,3.286500e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3575,1.000000e+03,1.000000e+01,3.340320e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3600,1.000000e+03,1.000000e+01,3.398580e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3625,1.000000e+03,1.000000e+01,3.461600e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3650,1.000000e+03,1.000000e+01,3.529730e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3675,1.000000e+03,1.000000e+01,3.603270e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3700,1.000000e+03,1.000000e+01,3.682500e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3725,1.000000e+03,1.000000e+01,3.767690e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3750,1.000000e+03,1.000000e+01,3.859010e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3775,1.000000e+03,1.000000e+01,3.956580e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3800,1.000000e+03,1.000000e+01,4.060370e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3825,1.000000e+03,1.000000e+01,4.170240e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3850,1.000000e+03,1.000000e+01,4.285850e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3875,1.000000e+03,1.000000e+01,4.406700e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3900,1.000000e+03,1.000000e+01,4.532020e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3925,1.000000e+03,1.000000e+01,4.660870e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3950,1.000000e+03,1.000000e+01,4.792060e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,3975,1.000000e+03,1.000000e+01,4.924270e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,0.01,4000,1.000000e+03,1.000000e+01,5.056030e+01,2.000000e+02,3.459011e+00
hvof_phi1p0,1,0,1,300,1.702125e-03,6.808502e-03,-1.019772e+01,2.580640e-03,5.887670e-06
hvof_phi1p0,1,0,1,325,2.242688e-03,8.970750e-03,-1.015948e+01,4.066800e-03,7.757480e-06
hvof_phi1p0,1,0,1,350,2.709853e-03,1.083941e-02,-1.011516e+01,5.916330e-03,9.373411e-06
hvof_phi1p0,1,0,1,375,3.088296e-03,1.235318e-02,-1.006530e+01,8.077340e-03,1.068245e-05
hvof_phi1p0,1,0,1,400,3.385201e-03,1.354080e-02,-1.001093e+01,1.048180e-02,1.170945e-05
hvof_phi1p0,1,0,1,425,3.615649e-03,1.446259e-02,-9.953174e+00,1.305900e-02,1.250657e-05
hvof_phi1p0,1,0,1,450,4.376596e-03,1.750638e-02,-9.898587e+00,1.574540e-02,1.513869e-05
hvof_phi1p0,1,0,1,475,5.370983e-03,2.148393e-02,-9.843649e+00,1.849020e-02,1.857829e-05
hvof_phi1p0,1,0,1,500,6.390546e-03,2.556218e-02,-9.786218e+00,2.125670e-02,2.210497e-05
hvof_phi1p0,1,0,1,525,7.038757e-03,2.815503e-02,-9.723508e+00,2.402250e-02,2.434714e-05
hvof_phi1p0,1,0,1,550,7.951848e-03,3.180739e-02,-9.660233e+00,2.677940e-02,2.750553e-05
hvof_phi1p0,1,0,1,575,8.893172e-03,3.557269e-02,-9.593812e+00,2.953350e-02,3.076158e-05
hvof_phi1p0,1,0,1,600,9.852661e-03,3.941065e-02,-9.523156e+00,3.230770e-02,3.408046e-05
hvof_phi1p0,1,0,1,625,1.100733e-02,4.402931e-02,-9.447275e+00,3.514650e-02,3.807447e-05
hvof_phi1p0,1,0,1,650,1.191644e-02,4.766575e-02,-9.362296e+00,3.812350e-02,4.121909e-05
hvof_phi1p0,1,0,1,675,1.302806e-02,5.211223e-02,-9.267601e+00,4.135100e-02,4.506419e-05
hvof_phi1p0,1,0,1,700,1.429701e-02,5.718802e-02,-9.159008e+00,4.499240e-02,4.945350e-05
hvof_phi1p0,1,0,1,725,1.578228e-02,6.312912e-02,-9.031570e+00,4.927480e-02,5.459107e-05
hvof_phi1p0,1,0,1,750,1.759442e-02,7.037768e-02,-8.878890e+00,5.450200e-02,6.085929e-05
hvof_phi1p0,1,0,1,775,1.989789e-02,7.959157e-02,-8.692408e+00,6.106490e-02,6.882702e-05
hvof_phi1p0,1,0,1,800,2.286784e-02,9.147137e-02,-8.462941e+00,6.944580e-02,7.910011e-05
hvof_phi1p0,1,0,1,825,2.676033e-02,1.070413e-01,-8.178998e+00,8.021120e-02,9.256429e-05
hvof_phi1p0,1,0,1,850,3.187437e-02,1.274975e-01,-7.829052e+00,9.398190e-02,1.102538e-04
hvof_phi1p0,1,0,1,875,3.852757e-02,1.541103e-01,-7.403815e+00,1.113630e-01,1.332673e-04
hvof_phi1p0,1,0,1,900,4.708229e-02,1.883291e-01,-6.898661e+00,1.328140e-01,1.628581e-04
hvof_phi1p0,1,0,1,925,5.775249e-02,2.310100e-01,-6.320571e+00,1.584390e-01,1.997665e-04
hvof_phi1p0,1,0,1,950,7.050735e-02,2.820294e-01,-5.691717e+00,1.877250e-01,2.438857e-04
hvof_phi1p0,1,0,1,975,8.485176e-02,3.394070e-01,-5.049741e+00,2.193400e-01,2.935031e-04
hvof_phi1p0,1,0,1,1000,9.980004e-02,3.992002e-01,-4.440025e+00,2.511990e-01,3.452094e-04
hvof_phi1p0,1,0,1,1025,1.141002e-01,4.564007e-01,-3.902825e+00,2.809370e-01,3.946737e-04
hvof_phi1p0,1,0,1,1050,1.266349e-01,5.065395e-01,-3.456735e+00,3.066420e-01,4.380314e-04
hvof_phi1p0,1,0,1,1075,1.368351e-01,5.473402e-01,-3.104494e+00,3.273780e-01,4.733139e-04
hvof_phi1p0,1,0,1,1100,1.446533e-01,5.786132e-01,-2.831985e+00,3.432090e-01,5.003573e-04
hvof_phi1p0,1,0,1,1125,1.504047e-01,6.016188e-01,-2.622395e+00,3.548300e-01,5.202515e-04
hvof_phi1p0,1,0,1,1150,1.545304e-01,6.181215e-01,-2.460014e+00,3.631540e-01,5.345222e-04
hvof_phi1p0,1,0,1,1175,1.574466e-01,6.297863e-01,-2.330717e+00,3.690400e-01,5.446093e-04
hvof_phi1p0,1,0,1,1200,1.594957e-01,6.379827e-01,-2.224617e+00,3.731840e-01,5.516973e-04
hvof_phi1p0,1,0,1,1225,1.609353e-01,6.437411e-01,-2.134653e+00,3.761060e-01,5.566768e-04
hvof_phi1p0,1,0,1,1250,1.619495e-01,6.477979e-01,-2.055921e+00,3.781780e-01,5.601850e-04
hvof_phi1p0,1,0,1,1275,1.626675e-01,6.506699e-01,-1.984998e+00,3.796560e-01,5.626686e-04
hvof_phi1p0,1,0,1,1300,1.631791e-01,6.527163e-01,-1.919558e+00,3.807210e-01,5.644382e-04
hvof_phi1p0,1,0,1,1325,1.635457e-01,6.541829e-01,-1.857988e+00,3.814950e-01,5.657064e-04
hvof_phi1p0,1,0,1,1350,1.638100e-01,6.552402e-01,-1.799149e+00,3.820620e-01,5.666207e-04
hvof_phi1p0,1,0,1,1375,1.640018e-01,6.560071e-01,-1.742257e+00,3.824830e-01,5.672839e-04
hvof_phi1p0,1,0,1,1400,1.641420e-01,6.565680e-01,-1.686754e+00,3.827970e-01,5.677689e-04
hvof_phi1p0,1,0,1,1425,1.642448e-01,6.569794e-01,-1.632249e+00,3.830340e-01,5.681247e-04
hvof_phi1p0,1,0,1,1450,1.643209e-01,6.572836e-01,-1.578439e+00,3.832140e-01,5.683877e-04
hvof_phi1p0,1,0,1,1475,1.643774e-01,6.575095e-01,-1.525130e+00,3.833530e-01,5.685831e-04
hvof_phi1p0,1,0,1,1500,1.644195e-01,6.576781e-01,-1.472166e+00,3.834600e-01,5.687289e-04
hvof_phi1p0,1,0,1,1525,1.644514e-01,6.578055e-01,-1.419425e+00,3.835440e-01,5.688391e-04
hvof_phi1p0,1,0,1,1550,1.644757e-01,6.579028e-01,-1.366821e+00,3.836100e-01,5.689232e-04
hvof_phi1p0,1,0,1,1575,1.644947e-01,6.579787e-01,-1.314297e+00,3.836630e-01,5.689888e-04
hvof_phi1p0,1,0,1,1600,1.645100e-01,6.580402e-01,-1.261776e+00,3.837060e-01,5.690420e-04
hvof_phi1p0,1,0,1,1625,1.645227e-01,6.580906e-01,-1.209243e+00,3.837420e-01,5.690856e-04
hvof_phi1p0,1,0,1,1650,1.645337e-01,6.581349e-01,-1.156637e+00,3.837710e-01,5.691240e-04
hvof_phi1p0,1,0,1,1675,1.645444e-01,6.581775e-01,-1.103946e+00,3.837970e-01,5.691608e-04
hvof_phi1p0,1,0,1,1700,1.645549e-01,6.582197e-01,-1.051123e+00,3.838200e-01,5.691973e-04
hvof_phi1p0,1,0,1,1725,1.645663e-01,6.582650e-01,-9.981513e-01,3.838410e-01,5.692364e-04
hvof_phi1p0,1,0,1,1750,1.645788e-01,6.583150e-01,-9.450045e-01,3.838610e-01,5.692797e-04
hvof_phi1p0,1,0,1,1775,1.645927e-01,6.583709e-01,-8.916507e-01,3.838800e-01,5.693280e-04
hvof_phi1p0,1,0,1,1800,1.646093e-01,6.584374e-01,-8.380604e-01,3.839000e-01,5.693855e-04
hvof_phi1p0,1,0,1,1825,1.646285e-01,6.585142e-01,-7.842064e-01,3.839210e-01,5.694519e-04
hvof_phi1p0,1,0,1,1850,1.646514e-01,6.586057e-01,-7.300529e-01,3.839440e-01,5.695310e-04
hvof_phi1p0,1,0,1,1875,1.646784e-01,6.587136e-01,-6.755637e-01,3.839700e-01,5.696244e-04
hvof_phi1p0,1,0,1,1900,1.647098e-01,6.588391e-01,-6.207021e-01,3.839980e-01,5.697329e-04
hvof_phi1p0,1,0,1,1925,1.647470e-01,6.589879e-01,-5.654212e-01,3.840290e-01,5.698615e-04
hvof_phi1p0,1,0,1,1950,1.647903e-01,6.591610e-01,-5.096751e-01,3.840650e-01,5.700113e-04
hvof_phi1p0,1,0,1,1975,1.648405e-01,6.593621e-01,-4.534133e-01,3.841060e-01,5.701851e-04
hvof_phi1p0,1,0,1,2000,1.648988e-01,6.595951e-01,-3.965767e-01,3.841530e-01,5.703866e-04
hvof_phi1p0,1,0,1,2025,1.649662e-01,6.598647e-01,-3.391034e-01,3.842060e-01,5.706197e-04
hvof_phi1p0,1,0,1,2050,1.650434e-01,6.601735e-01,-2.809264e-01,3.842660e-01,5.708868e-04
hvof_phi1p0,1,0,1,2075,1.651317e-01,6.605269e-01,-2.219720e-01,3.843340e-01,5.711924e-04
hvof_phi1p0,1,0,1,2100,1.652323e-01,6.609291e-01,-1.621614e-01,3.844110e-01,5.715402e-04
hvof_phi1p0,1,0,1,2125,1.653469e-01,6.613875e-01,-1.014046e-01,3.844990e-01,5.719366e-04
hvof_phi1p0,1,0,1,2150,1.654764e-01,6.619056e-01,-3.961195e-02,3.845970e-01,5.723846e-04
hvof_phi1p0,1,0,1,2175,1.656226e-01,6.624905e-01,2.331766e-02,3.847080e-01,5.728905e-04
hvof_phi1p0,1,0,1,2200,1.657871e-01,6.631484e-01,8.749099e-02,3.848320e-01,5.734593e-04
hvof_phi1p0,1,0,1,2225,1.659715e-01,6.638861e-01,1.530233e-01,3.849710e-01,5.740973e-04
hvof_phi1p0,1,0,1,2250,1.661776e-01,6.647106e-01,2.200351e-01,3.851250e-01,5.748102e-04
hvof_phi1p0,1,0,1,2275,1.664074e-01,6.656295e-01,2.886563e-01,3.852970e-01,5.756049e-04
hvof_phi1p0,1,0,1,2300,1.666629e-01,6.666517e-01,3.590259e-01,3.854870e-01,5.764888e-04
hvof_phi1p0,1,0,1,2325,1.669464e-01,6.677857e-01,4.312883e-01,3.856970e-01,5.774695e-04
hvof_phi1p0,1,0,1,2350,1.672599e-01,6.690394e-01,5.055961e-01,3.859290e-01,5.785536e-04
hvof_phi1p0,1,0,1,2375,1.676062e-01,6.704246e-01,5.821152e-01,3.861840e-01,5.797515e-04
hvof_phi1p0,1,0,1,2400,1.679872e-01,6.719490e-01,6.610104e-01,3.864630e-01,5.810697e-04
hvof_phi1p0,1,0,1,2425,1.684059e-01,6.736236e-01,7.424619e-01,3.867690e-01,5.825178e-04
hvof_phi1p0,1,0,1,2450,1.688652e-01,6.754607e-01,8.266572e-01,3.871030e-01,5.841064e-04
hvof_phi1p0,1,0,1,2475,1.693677e-01,6.774706e-01,9.137899e-01,3.874670e-01,5.858445e-04
hvof_phi1p0,1,0,1,2500,1.699163e-01,6.796653e-01,1.004063e+00,3.878610e-01,5.877424e-04
hvof_phi1p0,1,0,1,2525,1.705145e-01,6.820580e-01,1.097689e+00,3.882900e-01,5.898115e-04
hvof_phi1p0,1,0,1,2550,1.711654e-01,6.846616e-01,1.194889e+00,3.887530e-01,5.920629e-04
hvof_phi1p0,1,0,1,2575,1.718729e-01,6.874916e-01,1.295890e+00,3.892520e-01,5.945102e-04
hvof_phi1p0,1,0,1,2600,1.726405e-01,6.905622e-01,1.400928e+00,3.897910e-01,5.971655e-04
hvof_phi1p0,1,0,1,2625,1.734717e-01,6.938869e-01,1.510256e+00,3.903700e-01,6.000405e-04
hvof_phi1p0,1,0,1,2650,1.743712e-01,6.974846e-01,1.624130e+00,3.909910e-01,6.031517e-04
hvof_phi1p0,1,0,1,2675,1.753430e-01,7.013718e-01,1.742653e+00,3.916580e-01,6.065131e-04
hvof_phi1p0,1,0,1,2700,1.763915e-01,7.055658e-01,1.865897e+00,3.923700e-01,6.101400e-04
hvof_phi1p0,1,0,1,2725,1.775226e-01,7.100903e-01,1.994447e+00,3.931320e-01,6.140525e-04
hvof_phi1p0,1,0,1,2750,1.787412e-01,7.149648e-01,2.128615e+00,3.939440e-01,6.182677e-04
hvof_phi1p0,1,0,1,2775,1.800530e-01,7.202120e-01,2.268685e+00,3.948110e-01,6.228052e-04
hvof_phi1p0,1,0,1,2800,1.814653e-01,7.258612e-01,2.415012e+00,3.957340e-01,6.276905e-04
hvof_phi1p0,1,0,1,2825,1.829846e-01,7.319384e-01,2.567941e+00,3.967180e-01,6.329457e-04
hvof_phi1p0,1,0,1,2850,1.846192e-01,7.384767e-01,2.727829e+00,3.977650e-01,6.385997e-04
hvof_phi1p0,1,0,1,2875,1.863784e-01,7.455137e-01,2.895107e+00,3.988800e-01,6.446850e-04
hvof_phi1p0,1,0,1,2900,1.882726e-01,7.530905e-01,3.070211e+00,4.000680e-01,6.512370e-04
hvof_phi1p0,1,0,1,2925,1.903145e-01,7.612578e-01,3.253629e+00,4.013360e-01,6.582997e-04
hvof_phi1p0,1,0,1,2950,1.925178e-01,7.700713e-01,3.445909e+00,4.026910e-01,6.659213e-04
hvof_phi1p0,1,0,1,2975,1.948994e-01,7.795975e-01,3.647672e+00,4.041430e-01,6.741590e-04
hvof_phi1p0,1,0,1,3000,1.974798e-01,7.899194e-01,3.859629e+00,4.057020e-01,6.830849e-04
hvof_phi1p0,1,0,1,3025,2.002828e-01,8.011312e-01,4.082406e+00,4.073820e-01,6.927803e-04
hvof_phi1p0,1,0,1,3050,2.033381e-01,8.133523e-01,4.315202e+00,4.092000e-01,7.033486e-04
hvof_phi1p0,1,0,1,3075,2.066807e-01,8.267229e-01,4.560739e+00,4.111770e-01,7.149108e-04
hvof_phi1p0,1,0,1,3100,2.103559e-01,8.414236e-01,4.820299e+00,4.133390e-01,7.276233e-04
hvof_phi1p0,1,0,1,3125,2.144179e-01,8.576716e-01,5.095426e+00,4.157160e-01,7.416738e-04
hvof_phi1p0,1,0,1,3150,2.189347e-01,8.757389e-01,5.387973e+00,4.183460e-01,7.572975e-04
hvof_phi1p0,1,0,1,3175,2.239934e-01,8.959735e-01,5.700244e+00,4.212750e-01,7.747955e-04
hvof_phi1p0,1,0,1,3200,2.297029e-01,9.188115e-01,6.031383e+00,4.245610e-01,7.945447e-04
hvof_phi1p0,1,0,1,3225,2.362043e-01,9.448171e-01,6.386818e+00,4.282720e-01,8.170331e-04
hvof_phi1p0,1,0,1,3250,2.436781e-01,9.747124e-01,6.771384e+00,4.324920e-01,8.428852e-04
hvof_phi1p0,1,0,1,3275,2.523625e-01,1.009450e+00,7.187645e+00,4.373210e-01,8.729246e-04
hvof_phi1p0,1,0,1,3300,2.625745e-01,1.050298e+00,7.635644e+00,4.428840e-01,9.082479e-04
hvof_phi1p0,1,0,1,3325,2.747396e-01,1.098958e+00,8.129953e+00,4.493290e-01,9.503271e-04
hvof_phi1p0,1,0,1,3350,2.894459e-01,1.157784e+00,8.680856e+00,4.568350e-01,1.001197e-03
hvof_phi1p0,1,0,1,3375,3.075257e-01,1.230103e+00,9.289252e+00,4.656230e-01,1.063735e-03
hvof_phi1p0,1,0,1,3400,3.301889e-01,1.320756e+00,9.959411e+00,4.759570e-01,1.142127e-03
hvof_phi1p0,1,0,1,3425,3.592622e-01,1.437049e+00,1.073222e+01,4.881580e-01,1.242692e-03
hvof_phi1p0,1,0,1,3450,3.976426e-01,1.590570e+00,1.159833e+01,5.026190e-01,1.375450e-03
hvof_phi1p0,1,0,1,3475,4.502013e-01,1.800805e+00,1.259543e+01,5.198210e-01,1.557251e-03
hvof_phi1p0,1,0,1,3500,5.258168e-01,2.103267e+00,1.373827e+01,5.403500e-01,1.818806e-03
hvof_phi1p0,1,0,1,3525,6.425545e-01,2.570218e+00,1.508134e+01,5.649360e-01,2.222603e-03
hvof_phi1p0,1,0,1,3550,8.437246e-01,3.374899e+00,1.663183e+01,5.944820e-01,2.918453e-03
hvof_phi1p0,1,0,1,3575,1.265687e+00,5.062748e+00,1.849077e+01,6.301270e-01,4.378024e-03
hvof_phi1p0,1,0,1,3600,2.544860e+00,1.000000e+01,2.064350e+01,6.733110e-01,8.802698e-03
hvof_phi1p0,1,0,1,3625,3.339720e+00,1.000000e+01,2.144850e+01,7.258910e-01,1.155213e-02
hvof_phi1p0,1,0,1,3650,4.305130e+00,1.000000e+01,2.226900e+01,7.902870e-01,1.489149e-02
hvof_phi1p0,1,0,1,3675,5.488810e+00,1.000000e+01,2.309830e+01,8.697150e-01,1.898585e-02
