Bg,P_atm,Tw[K],B'c,hw[MJ/kg],C,H,O,N,CH4,CN,CO,CO2,C2,C2H,"C2H2,acetylene",C3,C4,"C4H2,butadiyne",C5,HCN,H2,H2O,N2,CH2OH,CNN,CNC,CNCOCN,C6H6,CH,CH2,CH3,C2H4,C2H6,"C3H3,1-propynl","C3H3,2-propynl","C6H5O,phenoxy","C6H5OH,phenol",O2,OH,C(gr)
0.0,0.001,3.000000e+02,8.742740e-02,-2.632220e+00,1.502170e-114,0.000000e+00,3.153750e-74,1.423210e-78,0.000000e+00,2.240320e-70,5.502450e-10,2.100000e-01,1.271300e-132,0.000000e+00,0.000000e+00,1.855540e-132,6.383070e-170,0.000000e+00,1.502000e-171,0.000000e+00,0.000000e+00,0.000000e+00,7.900000e-01,0.000000e+00,2.704380e-109,6.408770e-112,3.651420e-80,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.529900e-70,0.000000e+00,1.000000e+00
0.0,0.001,3.250000e+02,8.742740e-02,-2.607560e+00,5.992150e-105,0.000000e+00,2.969270e-68,3.055730e-72,0.000000e+00,1.685590e-64,7.878290e-09,2.100000e-01,1.704390e-121,0.000000e+00,0.000000e+00,3.318940e-121,1.006670e-155,0.000000e+00,3.496050e-157,0.000000e+00,0.000000e+00,0.000000e+00,7.900000e-01,0.000000e+00,8.267400e-101,9.603000e-103,3.270830e-74,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.444350e-65,0.000000e+00,1.000000e+00
0.0,0.001,3.500000e+02,8.742740e-02,-2.582700e+00,1.023700e-96,0.000000e+00,3.937060e-63,8.207240e-67,0.000000e+00,1.841610e-59,7.739360e-08,2.100000e-01,5.975630e-112,0.000000e+00,0.000000e+00,1.479450e-111,1.511250e-143,0.000000e+00,7.347610e-145,0.000000e+00,0.000000e+00,0.000000e+00,7.900000e-01,0.000000e+00,1.555840e-93,7.092960e-95,4.167800e-69,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.781640e-60,0.000000e+00,1.000000e+00
0.0,0.001,3.750000e+02,8.742750e-02,-2.557660e+00,1.405130e-89,0.000000e+00,1.087570e-58,4.177790e-62,0.000000e+00,4.294870e-55,5.620460e-07,2.100000e-01,1.133040e-103,0.000000e+00,0.000000e+00,3.432750e-103,5.465930e-133,0.000000e+00,3.565190e-134,0.000000e+00,0.000000e+00,0.000000e+00,7.900000e-01,0.000000e+00,3.147200e-87,4.710100e-88,1.115100e-64,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.289890e-56,0.000000e+00,1.000000e+00
0.0,0.001,4.000000e+02,8.742810e-02,-2.532410e+00,2.484250e-83,0.000000e+00,8.396270e-55,5.504270e-58,0.000000e+00,2.854530e-51,3.191390e-06,2.099980e-01,2.003980e-96,0.000000e+00,0.000000e+00,7.205280e-96,9.560040e-124,0.000000e+00,8.078190e-125,0.000000e+00,0.000000e+00,0.000000e+00,7.899990e-01,0.000000e+00,1.039450e-81,4.413860e-82,8.389050e-61,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.109560e-53,0.000000e+00,1.000000e+00
0.0,0.001,4.250000e+02,8.743050e-02,-2.506950e+00,8.117240e-78,0.000000e+00,2.267960e-51,2.382090e-54,0.000000e+00,6.744860e-48,1.479060e-05,2.099910e-01,5.017060e-90,0.000000e+00,0.000000e+00,2.088200e-89,1.377910e-115,0.000000e+00,1.465210e-116,0.000000e+00,0.000000e+00,0.000000e+00,7.899940e-01,0.000000e+00,7.716920e-77,8.240880e-77,2.218780e-57,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.445110e-50,0.000000e+00,1.000000e+00
0.0,0.001,4.500000e+02,8.743950e-02,-2.481200e+00,6.491420e-73,0.000000e+00,2.552740e-48,4.075980e-51,0.000000e+00,6.729380e-45,5.785230e-05,2.099650e-01,2.459550e-84,0.000000e+00,0.000000e+00,1.161220e-83,2.477920e-108,0.000000e+00,3.235810e-109,0.000000e+00,0.000000e+00,0.000000e+00,7.899770e-01,0.000000e+00,1.651300e-72,4.008870e-72,2.454500e-54,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.137740e-47,0.000000e+00,1.000000e+00
0.0,0.001,4.750000e+02,8.746820e-02,-2.454950e+00,1.586080e-68,0.000000e+00,1.374380e-45,3.192140e-48,0.000000e+00,3.247420e-42,1.960890e-04,2.098810e-01,3.051090e-79,0.000000e+00,0.000000e+00,1.606800e-78,7.715090e-102,0.000000e+00,1.211830e-102,0.000000e+00,0.000000e+00,0.000000e+00,7.899230e-01,0.000000e+00,1.239350e-68,6.280350e-68,1.302570e-51,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.963780e-45,0.000000e+00,1.000000e+00
0.0,0.001,5.000000e+02,8.754990e-02,-2.427670e+00,1.414010e-64,0.000000e+00,3.951870e-43,1.286320e-45,0.000000e+00,8.450160e-40,5.881750e-04,2.096440e-01,1.175920e-74,0.000000e+00,0.000000e+00,6.811790e-74,5.405850e-96,0.000000e+00,1.003310e-96,0.000000e+00,0.000000e+00,0.000000e+00,7.897680e-01,0.000000e+00,3.816950e-65,3.753940e-64,3.699890e-49,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.161360e-42,0.000000e+00,1.000000e+00
0.0,0.001,5.250000e+02,8.775820e-02,-2.398210e+00,5.310650e-61,0.000000e+00,6.633000e-41,2.932040e-43,0.000000e+00,1.294670e-37,1.587610e-03,2.090390e-01,1.662770e-70,0.000000e+00,0.000000e+00,1.047120e-69,1.054130e-90,0.000000e+00,2.276470e-91,0.000000e+00,0.000000e+00,0.000000e+00,7.893730e-01,0.000000e+00,5.476930e-62,9.820410e-61,6.143940e-47,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.052100e-40,0.000000e+00,1.000000e+00
0.0,0.001,5.500000e+02,8.824230e-02,-2.364230e+00,9.451540e-58,0.000000e+00,6.984860e-39,4.084730e-41,0.000000e+00,1.254980e-35,3.907040e-03,2.076360e-01,9.884180e-67,0.000000e+00,0.000000e+00,6.700040e-66,6.806800e-86,0.000000e+00,1.687670e-86,0.000000e+00,0.000000e+00,0.000000e+00,7.884570e-01,0.000000e+00,4.061420e-59,1.257900e-57,6.405880e-45,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.303540e-39,0.000000e+00,1.000000e+00
