Tw_K,P_bar,O2_C2H2,f_air,Bg,Bc
4175,1.01325,1,0.5,0.2,2.000000e+02
4200,1.01325,1,0.5,0.2,2.000000e+02
4225,1.01325,1,0.5,0.2,2.000000e+02
4250,1.01325,1,0.5,0.2,2.000000e+02
4275,1.01325,1,0.5,0.2,2.000000e+02
4300,1.01325,1,0.5,0.2,2.000000e+02
4325,1.01325,1,0.5,0.2,2.000000e+02
4350,1.01325,1,0.5,0.2,2.000000e+02
4375,1.01325,1,0.5,0.2,2.000000e+02
4400,1.01325,1,0.5,0.2,2.000000e+02
4425,1.01325,1,0.5,0.2,2.000000e+02
4450,1.01325,1,0.5,0.2,2.000000e+02
4475,1.01325,1,0.5,0.2,2.000000e+02
4500,1.01325,1,0.5,0.2,2.000000e+02
4525,1.01325,1,0.5,0.2,2.000000e+02
4550,1.01325,1,0.5,0.2,2.000000e+02
4575,1.01325,1,0.5,0.2,2.000000e+02
4600,1.01325,1,0.5,0.2,2.000000e+02
4625,1.01325,1,0.5,0.2,2.000000e+02
4650,1.01325,1,0.5,0.2,2.000000e+02
4675,1.01325,1,0.5,0.2,2.000000e+02
4700,1.01325,1,0.5,0.2,2.000000e+02
4725,1.01325,1,0.5,0.2,2.000000e+02
4750,1.01325,1,0.5,0.2,2.000000e+02
4775,1.01325,1,0.5,0.2,2.000000e+02
4800,1.01325,1,0.5,0.2,2.000000e+02
4825,1.01325,1,0.5,0.2,2.000000e+02
4850,1.01325,1,0.5,0.2,2.000000e+02
4875,1.01325,1,0.5,0.2,2.000000e+02
4900,1.01325,1,0.5,0.2,2.000000e+02
4925,1.01325,1,0.5,0.2,2.000000e+02
4950,1.01325,1,0.5,0.2,2.000000e+02
4975,1.01325,1,0.5,0.2,2.000000e+02
5000,1.01325,1,0.5,0.2,2.000000e+02
300,1.80184,1,0.5,0.2,0.000000e+00
325,1.80184,1,0.5,0.2,0.000000e+00
350,1.80184,1,0.5,0.2,0.000000e+00
375,1.80184,1,0.5,0.2,0.000000e+00
400,1.80184,1,0.5,0.2,0.000000e+00
425,1.80184,1,0.5,0.2,0.000000e+00
450,1.80184,1,0.5,0.2,0.000000e+00
475,1.80184,1,0.5,0.2,0.000000e+00
500,1.80184,1,0.5,0.2,0.000000e+00
525,1.80184,1,0.5,0.2,0.000000e+00
550,1.80184,1,0.5,0.2,0.000000e+00
575,1.80184,1,0.5,0.2,0.000000e+00
600,1.80184,1,0.5,0.2,0.000000e+00
625,1.80184,1,0.5,0.2,0.000000e+00
650,1.80184,1,0.5,0.2,0.000000e+00
675,1.80184,1,0.5,0.2,0.000000e+00
700,1.80184,1,0.5,0.2,0.000000e+00
725,1.80184,1,0.5,0.2,0.000000e+00
750,1.80184,1,0.5,0.2,0.000000e+00
775,1.80184,1,0.5,0.2,0.000000e+00
800,1.80184,1,0.5,0.2,0.000000e+00
825,1.80184,1,0.5,0.2,0.000000e+00
850,1.80184,1,0.5,0.2,0.000000e+00
875,1.80184,1,0.5,0.2,0.000000e+00
900,1.80184,1,0.5,0.2,0.000000e+00
925,1.80184,1,0.5,0.2,0.000000e+00
950,1.80184,1,0.5,0.2,0.000000e+00
975,1.80184,1,0.5,0.2,0.000000e+00
1000,1.80184,1,0.5,0.2,0.000000e+00
1025,1.80184,1,0.5,0.2,0.000000e+00
1050,1.80184,1,0.5,0.2,0.000000e+00
1075,1.80184,1,0.5,0.2,0.000000e+00
1100,1.80184,1,0.5,0.2,0.000000e+00
1125,1.80184,1,0.5,0.2,0.000000e+00
1150,1.80184,1,0.5,0.2,5.717310e-03
1175,1.80184,1,0.5,0.2,9.960180e-03
1200,1.80184,1,0.5,0.2,1.299340e-02
1225,1.80184,1,0.5,0.2,1.515570e-02
1250,1.80184,1,0.5,0.2,1.669980e-02
1275,1.80184,1,0.5,0.2,1.780810e-02
1300,1.80184,1,0.5,0.2,1.860960e-02
1325,1.80184,1,0.5,0.2,1.919480e-02
1350,1.80184,1,0.5,0.2,1.962720e-02
1375,1.80184,1,0.5,0.2,1.995140e-02
1400,1.80184,1,0.5,0.2,2.019880e-02
1425,1.80184,1,0.5,0.2,2.039190e-02
1450,1.80184,1,0.5,0.2,2.054700e-02
1475,1.80184,1,0.5,0.2,2.067580e-02
1500,1.80184,1,0.5,0.2,2.078700e-02
1525,1.80184,1,0.5,0.2,2.088720e-02
1550,1.80184,1,0.5,0.2,2.098150e-02
1575,1.80184,1,0.5,0.2,2.107370e-02
1600,1.80184,1,0.5,0.2,2.116700e-02
1625,1.80184,1,0.5,0.2,2.126410e-02
1650,1.80184,1,0.5,0.2,2.136730e-02
1675,1.80184,1,0.5,0.2,2.147850e-02
1700,1.80184,1,0.5,0.2,2.159960e-02
1725,1.80184,1,0.5,0.2,2.173220e-02
1750,1.80184,1,0.5,0.2,2.187780e-02
1775,1.80184,1,0.5,0.2,2.203820e-02
1800,1.80184,1,0.5,0.2,2.221490e-02
1825,1.80184,1,0.5,0.2,2.240930e-02
1850,1.80184,1,0.5,0.2,2.262300e-02
1875,1.80184,1,0.5,0.2,2.285770e-02
1900,1.80184,1,0.5,0.2,2.311500e-02
1925,1.80184,1,0.5,0.2,2.339650e-02
1950,1.80184,1,0.5,0.2,2.370390e-02
1975,1.80184,1,0.5,0.2,2.403900e-02
2000,1.80184,1,0.5,0.2,2.440360e-02
2025,1.80184,1,0.5,0.2,2.479940e-02
2050,1.80184,1,0.5,0.2,2.522850e-02
2075,1.80184,1,0.5,0.2,2.569270e-02
2100,1.80184,1,0.5,0.2,2.619400e-02
2125,1.80184,1,0.5,0.2,2.673430e-02
2150,1.80184,1,0.5,0.2,2.731580e-02
2175,1.80184,1,0.5,0.2,2.794050e-02
2200,1.80184,1,0.5,0.2,2.861050e-02
2225,1.80184,1,0.5,0.2,2.932790e-02
2250,1.80184,1,0.5,0.2,3.009480e-02
2275,1.80184,1,0.5,0.2,3.091330e-02
2300,1.80184,1,0.5,0.2,3.178560e-02
2325,1.80184,1,0.5,0.2,3.271370e-02
2350,1.80184,1,0.5,0.2,3.369980e-02
2375,1.80184,1,0.5,0.2,3.474590e-02
2400,1.80184,1,0.5,0.2,3.585410e-02
2425,1.80184,1,0.5,0.2,3.702620e-02
2450,1.80184,1,0.5,0.2,3.826420e-02
2475,1.80184,1,0.5,0.2,3.956990e-02
2500,1.80184,1,0.5,0.2,4.094520e-02
2525,1.80184,1,0.5,0.2,4.239170e-02
2550,1.80184,1,0.5,0.2,4.391100e-02
2575,1.80184,1,0.5,0.2,4.550460e-02
2600,1.80184,1,0.5,0.2,4.717400e-02
2625,1.80184,1,0.5,0.2,4.892040e-02
2650,1.80184,1,0.5,0.2,5.074500e-02
2675,1.80184,1,0.5,0.2,5.264910e-02
2700,1.80184,1,0.5,0.2,5.463370e-02
2725,1.80184,1,0.5,0.2,5.669970e-02
2750,1.80184,1,0.5,0.2,5.884810e-02
2775,1.80184,1,0.5,0.2,6.107990e-02
2800,1.80184,1,0.5,0.2,6.339600e-02
2825,1.80184,1,0.5,0.2,6.579770e-02
2850,1.80184,1,0.5,0.2,6.828600e-02
2875,1.80184,1,0.5,0.2,7.086260e-02
2900,1.80184,1,0.5,0.2,7.352920e-02
2925,1.80184,1,0.5,0.2,7.628830e-02
2950,1.80184,1,0.5,0.2,7.914280e-02
2975,1.80184,1,0.5,0.2,8.209650e-02
3000,1.80184,1,0.5,0.2,8.515440e-02
3025,1.80184,1,0.5,0.2,8.832270e-02
3050,1.80184,1,0.5,0.2,9.160930e-02
3075,1.80184,1,0.5,0.2,9.502420e-02
3100,1.80184,1,0.5,0.2,9.858010e-02
3125,1.80184,1,0.5,0.2,1.022930e-01
3150,1.80184,1,0.5,0.2,1.061810e-01
3175,1.80184,1,0.5,0.2,1.102700e-01
3200,1.80184,1,0.5,0.2,1.145880e-01
3225,1.80184,1,0.5,0.2,1.191720e-01
3250,1.80184,1,0.5,0.2,1.240660e-01
3275,1.80184,1,0.5,0.2,1.293240e-01
3300,1.80184,1,0.5,0.2,1.350110e-01
3325,1.80184,1,0.5,0.2,1.412040e-01
3350,1.80184,1,0.5,0.2,1.480000e-01
3375,1.80184,1,0.5,0.2,1.555130e-01
3400,1.80184,1,0.5,0.2,1.638800e-01
3425,1.80184,1,0.5,0.2,1.732670e-01
3450,1.80184,1,0.5,0.2,1.838740e-01
3475,1.80184,1,0.5,0.2,1.959430e-01
3500,1.80184,1,0.5,0.2,2.097630e-01
3525,1.80184,1,0.5,0.2,2.256860e-01
3550,1.80184,1,0.5,0.2,2.441420e-01
3575,1.80184,1,0.5,0.2,2.656530e-01
3600,1.80184,1,0.5,0.2,2.908590e-01
3625,1.80184,1,0.5,0.2,3.205550e-01
3650,1.80184,1,0.5,0.2,3.557280e-01
3675,1.80184,1,0.5,0.2,3.976240e-01
3700,1.80184,1,0.5,0.2,4.478280e-01
3725,1.80184,1,0.5,0.2,5.083890e-01
3750,1.80184,1,0.5,0.2,5.819980e-01
3775,1.80184,1,0.5,0.2,6.722520e-01
3800,1.80184,1,0.5,0.2,7.840770e-01
3825,1.80184,1,0.5,0.2,9.243890e-01
3850,1.80184,1,0.5,0.2,1.103210e+00
3875,1.80184,1,0.5,0.2,1.335640e+00
3900,1.80184,1,0.5,0.2,1.645460e+00
3925,1.80184,1,0.5,0.2,2.072470e+00
3950,1.80184,1,0.5,0.2,2.688530e+00
3975,1.80184,1,0.5,0.2,3.637620e+00
4000,1.80184,1,0.5,0.2,5.255470e+00
4025,1.80184,1,0.5,0.2,8.542230e+00
4050,1.80184,1,0.5,0.2,1.834850e+01
4075,1.80184,1,0.5,0.2,2.000000e+02
4100,1.80184,1,0.5,0.2,2.000000e+02
4125,1.80184,1,0.5,0.2,2.000000e+02
4150,1.80184,1,0.5,0.2,2.000000e+02
4175,1.80184,1,0.5,0.2,2.000000e+02
4200,1.80184,1,0.5,0.2,2.000000e+02
4225,1.80184,1,0.5,0.2,2.000000e+02
4250,1.80184,1,0.5,0.2,2.000000e+02
4275,1.80184,1,0.5,0.2,2.000000e+02
4300,1.80184,1,0.5,0.2,2.000000e+02
4325,1.80184,1,0.5,0.2,2.000000e+02
4350,1.80184,1,0.5,0.2,2.000000e+02
4375,1.80184,1,0.5,0.2,2.000000e+02
4400,1.80184,1,0.5,0.2,2.000000e+02
4425,1.80184,1,0.5,0.2,2.000000e+02
4450,1.80184,1,0.5,0.2,2.000000e+02
4475,1.80184,1,0.5,0.2,2.000000e+02
4500,1.80184,1,0.5,0.2,2.000000e+02
4525,1.80184,1,0.5,0.2,2.000000e+02
4550,1.80184,1,0.5,0.2,2.000000e+02
4575,1.80184,1,0.5,0.2,2.000000e+02
4600,1.80184,1,0.5,0.2,2.000000e+02
4625,1.80184,1,0.5,0.2,2.000000e+02
4650,1.80184,1,0.5,0.2,2.000000e+02
4675,1.80184,1,0.5,0.2,2.000000e+02
4700,1.80184,1,0.5,0.2,2.000000e+02
4725,1.80184,1,0.5,0.2,2.000000e+02
4750,1.80184,1,0.5,0.2,2.000000e+02
4775,1.80184,1,0.5,0.2,2.000000e+02
4800,1.80184,1,0.5,0.2,2.000000e+02
4825,1.80184,1,0.5,0.2,2.000000e+02
4850,1.80184,1,0.5,0.2,2.000000e+02
4875,1.80184,1,0.5,0.2,2.000000e+02
4900,1.80184,1,0.5,0.2,2.000000e+02
4925,1.80184,1,0.5,0.2,2.000000e+02
4950,1.80184,1,0.5,0.2,2.000000e+02
4975,1.80184,1,0.5,0.2,2.000000e+02
5000,1.80184,1,0.5,0.2,2.000000e+02
300,3.20418,1,0.5,0.2,0.000000e+00
325,3.20418,1,0.5,0.2,0.000000e+00
350,3.20418,1,0.5,0.2,0.000000e+00
375,3.20418,1,0.5,0.2,0.000000e+00
400,3.20418,1,0.5,0.2,0.000000e+00
425,3.20418,1,0.5,0.2,0.000000e+00
450,3.20418,1,0.5,0.2,0.000000e+00
475,3.20418,1,0.5,0.2,0.000000e+00
500,3.20418,1,0.5,0.2,0.000000e+00
525,3.20418,1,0.5,0.2,0.000000e+00
550,3.20418,1,0.5,0.2,0.000000e+00
575,3.20418,1,0.5,0.2,0.000000e+00
600,3.20418,1,0.5,0.2,0.000000e+00
625,3.20418,1,0.5,0.2,0.000000e+00
650,3.20418,1,0.5,0.2,0.000000e+00
675,3.20418,1,0.5,0.2,0.000000e+00
700,3.20418,1,0.5,0.2,0.000000e+00
725,3.20418,1,0.5,0.2,0.000000e+00
750,3.20418,1,0.5,0.2,0.000000e+00
775,3.20418,1,0.5,0.2,0.000000e+00
800,3.20418,1,0.5,0.2,0.000000e+00
825,3.20418,1,0.5,0.2,0.000000e+00
850,3.20418,1,0.5,0.2,0.000000e+00
875,3.20418,1,0.5,0.2,0.000000e+00
900,3.20418,1,0.5,0.2,0.000000e+00
925,3.20418,1,0.5,0.2,0.000000e+00
950,3.20418,1,0.5,0.2,0.000000e+00
975,3.20418,1,0.5,0.2,0.000000e+00
1000,3.20418,1,0.5,0.2,0.000000e+00
1025,3.20418,1,0.5,0.2,0.000000e+00
1050,3.20418,1,0.5,0.2,0.000000e+00
1075,3.20418,1,0.5,0.2,0.000000e+00
1100,3.20418,1,0.5,0.2,0.000000e+00
1125,3.20418,1,0.5,0.2,0.000000e+00
1150,3.20418,1,0.5,0.2,0.000000e+00
1175,3.20418,1,0.5,0.2,2.826230e-03
1200,3.20418,1,0.5,0.2,7.635930e-03
1225,3.20418,1,0.5,0.2,1.116310e-02
1250,3.20418,1,0.5,0.2,1.373450e-02
1275,3.20418,1,0.5,0.2,1.560730e-02
1300,3.20418,1,0.5,0.2,1.697460e-02
1325,3.20418,1,0.5,0.2,1.797820e-02
1350,3.20418,1,0.5,0.2,1.872020e-02
1375,3.20418,1,0.5,0.2,1.927420e-02
1400,3.20418,1,0.5,0.2,1.969290e-02
1425,3.20418,1,0.5,0.2,2.001420e-02
1450,3.20418,1,0.5,0.2,2.026550e-02
1475,3.20418,1,0.5,0.2,2.046690e-02
1500,3.20418,1,0.5,0.2,2.063300e-02
1525,3.20418,1,0.5,0.2,2.077500e-02
1550,3.20418,1,0.5,0.2,2.090100e-02
1575,3.20418,1,0.5,0.2,2.101740e-02
1600,3.20418,1,0.5,0.2,2.112930e-02
1625,3.20418,1,0.5,0.2,2.124060e-02
1650,3.20418,1,0.5,0.2,2.135450e-02
1675,3.20418,1,0.5,0.2,2.147400e-02
1700,3.20418,1,0.5,0.2,2.160130e-02
1725,3.20418,1,0.5,0.2,2.173850e-02
1750,3.20418,1,0.5,0.2,2.188770e-02
1775,3.20418,1,0.5,0.2,2.205070e-02
1800,3.20418,1,0.5,0.2,2.222920e-02
1825,3.20418,1,0.5,0.2,2.242490e-02
1850,3.20418,1,0.5,0.2,2.263950e-02
1875,3.20418,1,0.5,0.2,2.287480e-02
1900,3.20418,1,0.5,0.2,2.313230e-02
1925,3.20418,1,0.5,0.2,2.341390e-02
1950,3.20418,1,0.5,0.2,2.372130e-02
1975,3.20418,1,0.5,0.2,2.405620e-02
2000,3.20418,1,0.5,0.2,2.442060e-02
2025,3.20418,1,0.5,0.2,2.481620e-02
2050,3.20418,1,0.5,0.2,2.524510e-02
2075,3.20418,1,0.5,0.2,2.570900e-02
2100,3.20418,1,0.5,0.2,2.621010e-02
2125,3.20418,1,0.5,0.2,2.675040e-02
2150,3.20418,1,0.5,0.2,2.733190e-02
2175,3.20418,1,0.5,0.2,2.795670e-02
2200,3.20418,1,0.5,0.2,2.862690e-02
2225,3.20418,1,0.5,0.2,2.934480e-02
2250,3.20418,1,0.5,0.2,3.011230e-02
2275,3.20418,1,0.5,0.2,3.093180e-02
2300,3.20418,1,0.5,0.2,3.180530e-02
2325,3.20418,1,0.5,0.2,3.273510e-02
2350,3.20418,1,0.5,0.2,3.372320e-02
2375,3.20418,1,0.5,0.2,3.477190e-02
2400,3.20418,1,0.5,0.2,3.588310e-02
2425,3.20418,1,0.5,0.2,3.705900e-02
2450,3.20418,1,0.5,0.2,3.830150e-02
2475,3.20418,1,0.5,0.2,3.961270e-02
2500,3.20418,1,0.5,0.2,4.099440e-02
2525,3.20418,1,0.5,0.2,4.244840e-02
2550,3.20418,1,0.5,0.2,4.397640e-02
2575,3.20418,1,0.5,0.2,4.558020e-02
2600,3.20418,1,0.5,0.2,4.726120e-02
2625,3.20418,1,0.5,0.2,4.902100e-02
2650,3.20418,1,0.5,0.2,5.086080e-02
2675,3.20418,1,0.5,0.2,5.278200e-02
2700,3.20418,1,0.5,0.2,5.478580e-02
2725,3.20418,1,0.5,0.2,5.687310e-02
2750,3.20418,1,0.5,0.2,5.904510e-02
2775,3.20418,1,0.5,0.2,6.130260e-02
2800,3.20418,1,0.5,0.2,6.364670e-02
2825,3.20418,1,0.5,0.2,6.607810e-02
2850,3.20418,1,0.5,0.2,6.859780e-02
2875,3.20418,1,0.5,0.2,7.120700e-02
2900,3.20418,1,0.5,0.2,7.390660e-02
2925,3.20418,1,0.5,0.2,7.669810e-02
2950,3.20418,1,0.5,0.2,7.958310e-02
2975,3.20418,1,0.5,0.2,8.256380e-02
3000,3.20418,1,0.5,0.2,8.564270e-02
3025,3.20418,1,0.5,0.2,8.882330e-02
3050,3.20418,1,0.5,0.2,9.210970e-02
3075,3.20418,1,0.5,0.2,9.550720e-02
3100,3.20418,1,0.5,0.2,9.902260e-02
3125,3.20418,1,0.5,0.2,1.026640e-01
3150,3.20418,1,0.5,0.2,1.064430e-01
3175,3.20418,1,0.5,0.2,1.103710e-01
3200,3.20418,1,0.5,0.2,1.144650e-01
3225,3.20418,1,0.5,0.2,1.187440e-01
3250,3.20418,1,0.5,0.2,1.232330e-01
3275,3.20418,1,0.5,0.2,1.279600e-01
3300,3.20418,1,0.5,0.2,1.329610e-01
3325,3.20418,1,0.5,0.2,1.382770e-01
3350,3.20418,1,0.5,0.2,1.439620e-01
3375,3.20418,1,0.5,0.2,1.500750e-01
3400,3.20418,1,0.5,0.2,1.566910e-01
3425,3.20418,1,0.5,0.2,1.638980e-01
3450,3.20418,1,0.5,0.2,1.718010e-01
3475,3.20418,1,0.5,0.2,1.805270e-01
3500,3.20418,1,0.5,0.2,1.902250e-01
3525,3.20418,1,0.5,0.2,2.010770e-01
3550,3.20418,1,0.5,0.2,2.132960e-01
3575,3.20418,1,0.5,0.2,2.271420e-01
3600,3.20418,1,0.5,0.2,2.429230e-01
3625,3.20418,1,0.5,0.2,2.610130e-01
3650,3.20418,1,0.5,0.2,2.818630e-01
3675,3.20418,1,0.5,0.2,3.060250e-01
3700,3.20418,1,0.5,0.2,3.341690e-01
3725,3.20418,1,0.5,0.2,3.671280e-01
3750,3.20418,1,0.5,0.2,4.059320e-01
3775,3.20418,1,0.5,0.2,4.518820e-01
3800,3.20418,1,0.5,0.2,5.066300e-01
3825,3.20418,1,0.5,0.2,5.723080e-01
3850,3.20418,1,0.5,0.2,6.517150e-01
3875,3.20418,1,0.5,0.2,7.485940e-01
3900,3.20418,1,0.5,0.2,8.680600e-01
3925,3.20418,1,0.5,0.2,1.017300e+00
3950,3.20418,1,0.5,0.2,1.206700e+00
3975,3.20418,1,0.5,0.2,1.451910e+00
4000,3.20418,1,0.5,0.2,1.777530e+00
4025,3.20418,1,0.5,0.2,2.224640e+00
4050,3.20418,1,0.5,0.2,2.867160e+00
4075,3.20418,1,0.5,0.2,3.852490e+00
4100,3.20418,1,0.5,0.2,5.521840e+00
4125,3.20418,1,0.5,0.2,8.877950e+00
4150,3.20418,1,0.5,0.2,1.863070e+01
4175,3.20418,1,0.5,0.2,2.000000e+02
4200,3.20418,1,0.5,0.2,2.000000e+02
4225,3.20418,1,0.5,0.2,2.000000e+02
4250,3.20418,1,0.5,0.2,2.000000e+02
4275,3.20418,1,0.5,0.2,2.000000e+02
4300,3.20418,1,0.5,0.2,2.000000e+02
4325,3.20418,1,0.5,0.2,2.000000e+02
4350,3.20418,1,0.5,0.2,2.000000e+02
4375,3.20418,1,0.5,0.2,2.000000e+02
4400,3.20418,1,0.5,0.2,2.000000e+02
4425,3.20418,1,0.5,0.2,2.000000e+02
4450,3.20418,1,0.5,0.2,2.000000e+02
4475,3.20418,1,0.5,0.2,2.000000e+02
4500,3.20418,1,0.5,0.2,2.000000e+02
4525,3.20418,1,0.5,0.2,2.000000e+02
4550,3.20418,1,0.5,0.2,2.000000e+02
4575,3.20418,1,0.5,0.2,2.000000e+02
4600,3.20418,1,0.5,0.2,2.000000e+02
4625,3.20418,1,0.5,0.2,2.000000e+02
4650,3.20418,1,0.5,0.2,2.000000e+02
4675,3.20418,1,0.5,0.2,2.000000e+02
4700,3.20418,1,0.5,0.2,2.000000e+02
4725,3.20418,1,0.5,0.2,2.000000e+02
4750,3.20418,1,0.5,0.2,2.000000e+02
4775,3.20418,1,0.5,0.2,2.000000e+02
4800,3.20418,1,0.5,0.2,2.000000e+02
4825,3.20418,1,0.5,0.2,2.000000e+02
4850,3.20418,1,0.5,0.2,2.000000e+02
4875,3.20418,1,0.5,0.2,2.000000e+02
4900,3.20418,1,0.5,0.2,2.000000e+02
4925,3.20418,1,0.5,0.2,2.000000e+02
4950,3.20418,1,0.5,0.2,2.000000e+02
4975,3.20418,1,0.5,0.2,2.000000e+02
5000,3.20418,1,0.5,0.2,2.000000e+02
300,5.69792,1,0.5,0.2,0.000000e+00
325,5.69792,1,0.5,0.2,0.000000e+00
350,5.69792,1,0.5,0.2,0.000000e+00
375,5.69792,1,0.5,0.2,0.000000e+00
400,5.69792,1,0.5,0.2,0.000000e+00
425,5.69792,1,0.5,0.2,0.000000e+00
450,5.69792,1,0.5,0.2,0.000000e+00
475,5.69792,1,0.5,0.2,0.000000e+00
500,5.69792,1,0.5,0.2,0.000000e+00
525,5.69792,1,0.5,0.2,0.000000e+00
550,5.69792,1,0.5,0.2,0.000000e+00
575,5.69792,1,0.5,0.2,0.000000e+00
600,5.69792,1,0.5,0.2,0.000000e+00
625,5.69792,1,0.5,0.2,0.000000e+00
650,5.69792,1,0.5,0.2,0.000000e+00
675,5.69792,1,0.5,0.2,0.000000e+00
700,5.69792,1,0.5,0.2,0.000000e+00
725,5.69792,1,0.5,0.2,0.000000e+00
750,5.69792,1,0.5,0.2,0.000000e+00
775,5.69792,1,0.5,0.2,0.000000e+00
800,5.69792,1,0.5,0.2,0.000000e+00
825,5.69792,1,0.5,0.2,0.000000e+00
850,5.69792,1,0.5,0.2,0.000000e+00
875,5.69792,1,0.5,0.2,0.000000e+00
900,5.69792,1,0.5,0.2,0.000000e+00
925,5.69792,1,0.5,0.2,0.000000e+00
950,5.69792,1,0.5,0.2,0.000000e+00
975,5.69792,1,0.5,0.2,0.000000e+00
1000,5.69792,1,0.5,0.2,0.000000e+00
1025,5.69792,1,0.5,0.2,0.000000e+00
1050,5.69792,1,0.5,0.2,0.000000e+00
1075,5.69792,1,0.5,0.2,0.000000e+00
1100,5.69792,1,0.5,0.2,0.000000e+00
1125,5.69792,1,0.5,0.2,0.000000e+00
1150,5.69792,1,0.5,0.2,0.000000e+00
1175,5.69792,1,0.5,0.2,0.000000e+00
1200,5.69792,1,0.5,0.2,0.000000e+00
1225,5.69792,1,0.5,0.2,4.740560e-03
1250,5.69792,1,0.5,0.2,8.846760e-03
1275,5.69792,1,0.5,0.2,1.191170e-02
1300,5.69792,1,0.5,0.2,1.419030e-02
1325,5.69792,1,0.5,0.2,1.588380e-02
1350,5.69792,1,0.5,0.2,1.714580e-02
1375,5.69792,1,0.5,0.2,1.809120e-02
1400,5.69792,1,0.5,0.2,1.880450e-02
1425,5.69792,1,0.5,0.2,1.934800e-02
1450,5.69792,1,0.5,0.2,1.976730e-02
1475,5.69792,1,0.5,0.2,2.009600e-02
1500,5.69792,1,0.5,0.2,2.035900e-02
1525,5.69792,1,0.5,0.2,2.057470e-02
1550,5.69792,1,0.5,0.2,2.075700e-02
1575,5.69792,1,0.5,0.2,2.091650e-02
1600,5.69792,1,0.5,0.2,2.106130e-02
1625,5.69792,1,0.5,0.2,2.119780e-02
1650,5.69792,1,0.5,0.2,2.133110e-02
1675,5.69792,1,0.5,0.2,2.146520e-02
1700,5.69792,1,0.5,0.2,2.160360e-02
1725,5.69792,1,0.5,0.2,2.174930e-02
1750,5.69792,1,0.5,0.2,2.190480e-02
1775,5.69792,1,0.5,0.2,2.207240e-02
1800,5.69792,1,0.5,0.2,2.225420e-02
1825,5.69792,1,0.5,0.2,2.245230e-02
1850,5.69792,1,0.5,0.2,2.266850e-02
1875,5.69792,1,0.5,0.2,2.290470e-02
1900,5.69792,1,0.5,0.2,2.316270e-02
1925,5.69792,1,0.5,0.2,2.344450e-02
1950,5.69792,1,0.5,0.2,2.375170e-02
1975,5.69792,1,0.5,0.2,2.408640e-02
2000,5.69792,1,0.5,0.2,2.445030e-02
2025,5.69792,1,0.5,0.2,2.484540e-02
2050,5.69792,1,0.5,0.2,2.527360e-02
2075,5.69792,1,0.5,0.2,2.573690e-02
2100,5.69792,1,0.5,0.2,2.623740e-02
2125,5.69792,1,0.5,0.2,2.677710e-02
2150,5.69792,1,0.5,0.2,2.735800e-02
2175,5.69792,1,0.5,0.2,2.798240e-02
2200,5.69792,1,0.5,0.2,2.865230e-02
2225,5.69792,1,0.5,0.2,2.936990e-02
2250,5.69792,1,0.5,0.2,3.013750e-02
2275,5.69792,1,0.5,0.2,3.095720e-02
2300,5.69792,1,0.5,0.2,3.183110e-02
2325,5.69792,1,0.5,0.2,3.276160e-02
2350,5.69792,1,0.5,0.2,3.375080e-02
2375,5.69792,1,0.5,0.2,3.480090e-02
2400,5.69792,1,0.5,0.2,3.591400e-02
2425,5.69792,1,0.5,0.2,3.709230e-02
2450,5.69792,1,0.5,0.2,3.833790e-02
2475,5.69792,1,0.5,0.2,3.965270e-02
2500,5.69792,1,0.5,0.2,4.103880e-02
2525,5.69792,1,0.5,0.2,4.249810e-02
2550,5.69792,1,0.5,0.2,4.403240e-02
2575,5.69792,1,0.5,0.2,4.564350e-02
2600,5.69792,1,0.5,0.2,4.733310e-02
2625,5.69792,1,0.5,0.2,4.910270e-02
2650,5.69792,1,0.5,0.2,5.095380e-02
2675,5.69792,1,0.5,0.2,5.288780e-02
2700,5.69792,1,0.5,0.2,5.490610e-02
2725,5.69792,1,0.5,0.2,5.700970e-02
2750,5.69792,1,0.5,0.2,5.919980e-02
2775,5.69792,1,0.5,0.2,6.147740e-02
2800,5.69792,1,0.5,0.2,6.384340e-02
2825,5.69792,1,0.5,0.2,6.629860e-02
2850,5.69792,1,0.5,0.2,6.884400e-02
2875,5.69792,1,0.5,0.2,7.148030e-02
2900,5.69792,1,0.5,0.2,7.420830e-02
2925,5.69792,1,0.5,0.2,7.702900e-02
2950,5.69792,1,0.5,0.2,7.994330e-02
2975,5.69792,1,0.5,0.2,8.295240e-02
3000,5.69792,1,0.5,0.2,8.605780e-02
3025,5.69792,1,0.5,0.2,8.926120e-02
3050,5.69792,1,0.5,0.2,9.256490e-02
3075,5.69792,1,0.5,0.2,9.597160e-02
3100,5.69792,1,0.5,0.2,9.948480e-02
3125,5.69792,1,0.5,0.2,1.031090e-01
3150,5.69792,1,0.5,0.2,1.068500e-01
3175,5.69792,1,0.5,0.2,1.107140e-01
3200,5.69792,1,0.5,0.2,1.147100e-01
3225,5.69792,1,0.5,0.2,1.188490e-01
3250,5.69792,1,0.5,0.2,1.231430e-01
3275,5.69792,1,0.5,0.2,1.276080e-01
3300,5.69792,1,0.5,0.2,1.322640e-01
3325,5.69792,1,0.5,0.2,1.371330e-01
3350,5.69792,1,0.5,0.2,1.422420e-01
3375,5.69792,1,0.5,0.2,1.476270e-01
3400,5.69792,1,0.5,0.2,1.533250e-01
3425,5.69792,1,0.5,0.2,1.593850e-01
3450,5.69792,1,0.5,0.2,1.658640e-01
3475,5.69792,1,0.5,0.2,1.728290e-01
