Tw_K,P_bar,phi,f_air,Bg,Bc
750,56.9792,0.8,0.25,0.2,0.000000e+00
775,56.9792,0.8,0.25,0.2,0.000000e+00
800,56.9792,0.8,0.25,0.2,0.000000e+00
825,56.9792,0.8,0.25,0.2,0.000000e+00
850,56.9792,0.8,0.25,0.2,0.000000e+00
875,56.9792,0.8,0.25,0.2,0.000000e+00
900,56.9792,0.8,0.25,0.2,4.051440e-03
925,56.9792,0.8,0.25,0.2,9.030640e-03
950,56.9792,0.8,0.25,0.2,1.491730e-02
975,56.9792,0.8,0.25,0.2,2.189410e-02
1000,56.9792,0.8,0.25,0.2,3.014400e-02
1025,56.9792,0.8,0.25,0.2,3.983890e-02
1050,56.9792,0.8,0.25,0.2,5.112320e-02
1075,56.9792,0.8,0.25,0.2,6.409250e-02
1100,56.9792,0.8,0.25,0.2,7.876820e-02
1125,56.9792,0.8,0.25,0.2,9.507040e-02
1150,56.9792,0.8,0.25,0.2,1.127940e-01
1175,56.9792,0.8,0.25,0.2,1.315990e-01
1200,56.9792,0.8,0.25,0.2,1.510150e-01
1225,56.9792,0.8,0.25,0.2,1.704840e-01
1250,56.9792,0.8,0.25,0.2,1.894160e-01
1275,56.9792,0.8,0.25,0.2,2.072670e-01
1300,56.9792,0.8,0.25,0.2,2.236060e-01
1325,56.9792,0.8,0.25,0.2,2.381570e-01
1350,56.9792,0.8,0.25,0.2,2.508050e-01
1375,56.9792,0.8,0.25,0.2,2.615750e-01
1400,56.9792,0.8,0.25,0.2,2.705940e-01
1425,56.9792,0.8,0.25,0.2,2.780510e-01
1450,56.9792,0.8,0.25,0.2,2.841580e-01
1475,56.9792,0.8,0.25,0.2,2.891260e-01
1500,56.9792,0.8,0.25,0.2,2.931520e-01
1525,56.9792,0.8,0.25,0.2,2.964090e-01
1550,56.9792,0.8,0.25,0.2,2.990430e-01
1575,56.9792,0.8,0.25,0.2,3.011760e-01
1600,56.9792,0.8,0.25,0.2,3.029100e-01
1625,56.9792,0.8,0.25,0.2,3.043250e-01
1650,56.9792,0.8,0.25,0.2,3.054860e-01
1675,56.9792,0.8,0.25,0.2,3.064470e-01
1700,56.9792,0.8,0.25,0.2,3.072490e-01
1725,56.9792,0.8,0.25,0.2,3.079270e-01
1750,56.9792,0.8,0.25,0.2,3.085070e-01
1775,56.9792,0.8,0.25,0.2,3.090110e-01
1800,56.9792,0.8,0.25,0.2,3.094570e-01
1825,56.9792,0.8,0.25,0.2,3.098600e-01
1850,56.9792,0.8,0.25,0.2,3.102320e-01
1875,56.9792,0.8,0.25,0.2,3.105820e-01
1900,56.9792,0.8,0.25,0.2,3.109200e-01
1925,56.9792,0.8,0.25,0.2,3.112510e-01
1950,56.9792,0.8,0.25,0.2,3.115810e-01
1975,56.9792,0.8,0.25,0.2,3.119170e-01
2000,56.9792,0.8,0.25,0.2,3.122630e-01
2025,56.9792,0.8,0.25,0.2,3.126220e-01
2050,56.9792,0.8,0.25,0.2,3.129990e-01
2075,56.9792,0.8,0.25,0.2,3.133960e-01
2100,56.9792,0.8,0.25,0.2,3.138180e-01
2125,56.9792,0.8,0.25,0.2,3.142660e-01
2150,56.9792,0.8,0.25,0.2,3.147450e-01
2175,56.9792,0.8,0.25,0.2,3.152560e-01
2200,56.9792,0.8,0.25,0.2,3.158030e-01
2225,56.9792,0.8,0.25,0.2,3.163870e-01
2250,56.9792,0.8,0.25,0.2,3.170130e-01
2275,56.9792,0.8,0.25,0.2,3.176810e-01
2300,56.9792,0.8,0.25,0.2,3.183950e-01
2325,56.9792,0.8,0.25,0.2,3.191570e-01
2350,56.9792,0.8,0.25,0.2,3.199700e-01
2375,56.9792,0.8,0.25,0.2,3.208360e-01
2400,56.9792,0.8,0.25,0.2,3.217570e-01
2425,56.9792,0.8,0.25,0.2,3.227370e-01
2450,56.9792,0.8,0.25,0.2,3.237770e-01
2475,56.9792,0.8,0.25,0.2,3.248800e-01
2500,56.9792,0.8,0.25,0.2,3.260490e-01
2525,56.9792,0.8,0.25,0.2,3.272850e-01
2550,56.9792,0.8,0.25,0.2,3.285920e-01
2575,56.9792,0.8,0.25,0.2,3.299710e-01
2600,56.9792,0.8,0.25,0.2,3.314250e-01
2625,56.9792,0.8,0.25,0.2,3.329560e-01
2650,56.9792,0.8,0.25,0.2,3.345660e-01
2675,56.9792,0.8,0.25,0.2,3.362580e-01
2700,56.9792,0.8,0.25,0.2,3.380330e-01
2725,56.9792,0.8,0.25,0.2,3.398940e-01
2750,56.9792,0.8,0.25,0.2,3.418430e-01
2775,56.9792,0.8,0.25,0.2,3.438810e-01
2800,56.9792,0.8,0.25,0.2,3.460100e-01
2825,56.9792,0.8,0.25,0.2,3.482320e-01
2850,56.9792,0.8,0.25,0.2,3.505490e-01
2875,56.9792,0.8,0.25,0.2,3.529630e-01
2900,56.9792,0.8,0.25,0.2,3.554740e-01
2925,56.9792,0.8,0.25,0.2,3.580840e-01
2950,56.9792,0.8,0.25,0.2,3.607950e-01
2975,56.9792,0.8,0.25,0.2,3.636080e-01
3000,56.9792,0.8,0.25,0.2,3.665240e-01
3025,56.9792,0.8,0.25,0.2,3.695440e-01
3050,56.9792,0.8,0.25,0.2,3.726700e-01
3075,56.9792,0.8,0.25,0.2,3.759030e-01
3100,56.9792,0.8,0.25,0.2,3.792430e-01
3125,56.9792,0.8,0.25,0.2,3.826920e-01
3150,56.9792,0.8,0.25,0.2,3.862520e-01
3175,56.9792,0.8,0.25,0.2,3.899220e-01
3200,56.9792,0.8,0.25,0.2,3.937050e-01
3225,56.9792,0.8,0.25,0.2,3.976030e-01
3250,56.9792,0.8,0.25,0.2,4.016160e-01
3275,56.9792,0.8,0.25,0.2,4.057460e-01
3300,56.9792,0.8,0.25,0.2,4.099970e-01
3325,56.9792,0.8,0.25,0.2,4.143690e-01
3350,56.9792,0.8,0.25,0.2,4.188670e-01
3375,56.9792,0.8,0.25,0.2,4.234940e-01
3400,56.9792,0.8,0.25,0.2,4.282540e-01
3425,56.9792,0.8,0.25,0.2,4.331510e-01
3450,56.9792,0.8,0.25,0.2,4.381920e-01
3475,56.9792,0.8,0.25,0.2,4.433840e-01
3500,56.9792,0.8,0.25,0.2,4.487330e-01
3525,56.9792,0.8,0.25,0.2,4.542510e-01
3550,56.9792,0.8,0.25,0.2,4.599480e-01
3575,56.9792,0.8,0.25,0.2,4.658360e-01
3600,56.9792,0.8,0.25,0.2,4.719320e-01
3625,56.9792,0.8,0.25,0.2,4.782530e-01
3650,56.9792,0.8,0.25,0.2,4.848190e-01
3675,56.9792,0.8,0.25,0.2,4.916550e-01
3700,56.9792,0.8,0.25,0.2,4.987900e-01
3725,56.9792,0.8,0.25,0.2,5.062540e-01
3750,56.9792,0.8,0.25,0.2,5.140870e-01
3775,56.9792,0.8,0.25,0.2,5.223320e-01
3800,56.9792,0.8,0.25,0.2,5.310390e-01
3825,56.9792,0.8,0.25,0.2,5.402670e-01
3850,56.9792,0.8,0.25,0.2,5.500830e-01
3875,56.9792,0.8,0.25,0.2,5.605660e-01
3900,56.9792,0.8,0.25,0.2,5.718050e-01
3925,56.9792,0.8,0.25,0.2,5.839040e-01
3950,56.9792,0.8,0.25,0.2,5.969830e-01
3975,56.9792,0.8,0.25,0.2,6.111820e-01
4000,56.9792,0.8,0.25,0.2,6.266610e-01
4025,56.9792,0.8,0.25,0.2,6.436080e-01
4050,56.9792,0.8,0.25,0.2,6.622390e-01
4075,56.9792,0.8,0.25,0.2,6.828080e-01
4100,56.9792,0.8,0.25,0.2,7.056110e-01
4125,56.9792,0.8,0.25,0.2,7.309940e-01
4150,56.9792,0.8,0.25,0.2,7.593650e-01
4175,56.9792,0.8,0.25,0.2,7.912070e-01
4200,56.9792,0.8,0.25,0.2,8.270930e-01
4225,56.9792,0.8,0.25,0.2,8.677100e-01
4250,56.9792,0.8,0.25,0.2,9.138830e-01
4275,56.9792,0.8,0.25,0.2,9.666150e-01
4300,56.9792,0.8,0.25,0.2,1.027130e+00
4325,56.9792,0.8,0.25,0.2,1.096950e+00
4350,56.9792,0.8,0.25,0.2,1.177960e+00
4375,56.9792,0.8,0.25,0.2,1.272560e+00
4400,56.9792,0.8,0.25,0.2,1.383830e+00
4425,56.9792,0.8,0.25,0.2,1.515790e+00
4450,56.9792,0.8,0.25,0.2,1.673790e+00
4475,56.9792,0.8,0.25,0.2,1.865070e+00
4500,56.9792,0.8,0.25,0.2,2.099760e+00
4525,56.9792,0.8,0.25,0.2,2.392390e+00
4550,56.9792,0.8,0.25,0.2,2.764570e+00
4575,56.9792,0.8,0.25,0.2,3.249890e+00
4600,56.9792,0.8,0.25,0.2,3.903510e+00
4625,56.9792,0.8,0.25,0.2,4.822570e+00
4650,56.9792,0.8,0.25,0.2,6.195110e+00
4675,56.9792,0.8,0.25,0.2,8.437480e+00
4700,56.9792,0.8,0.25,0.2,1.268600e+01
4725,56.9792,0.8,0.25,0.2,2.349320e+01
4750,56.9792,0.8,0.25,0.2,9.814960e+01
4775,56.9792,0.8,0.25,0.2,2.000000e+02
4800,56.9792,0.8,0.25,0.2,2.000000e+02
4825,56.9792,0.8,0.25,0.2,2.000000e+02
4850,56.9792,0.8,0.25,0.2,2.000000e+02
4875,56.9792,0.8,0.25,0.2,2.000000e+02
4900,56.9792,0.8,0.25,0.2,2.000000e+02
4925,56.9792,0.8,0.25,0.2,2.000000e+02
4950,56.9792,0.8,0.25,0.2,2.000000e+02
4975,56.9792,0.8,0.25,0.2,2.000000e+02
5000,56.9792,0.8,0.25,0.2,2.000000e+02
300,101.325,0.8,0.25,0.2,0.000000e+00
325,101.325,0.8,0.25,0.2,0.000000e+00
350,101.325,0.8,0.25,0.2,0.000000e+00
375,101.325,0.8,0.25,0.2,0.000000e+00
400,101.325,0.8,0.25,0.2,0.000000e+00
425,101.325,0.8,0.25,0.2,0.000000e+00
450,101.325,0.8,0.25,0.2,0.000000e+00
475,101.325,0.8,0.25,0.2,0.000000e+00
500,101.325,0.8,0.25,0.2,0.000000e+00
525,101.325,0.8,0.25,0.2,0.000000e+00
550,101.325,0.8,0.25,0.2,0.000000e+00
575,101.325,0.8,0.25,0.2,0.000000e+00
600,101.325,0.8,0.25,0.2,0.000000e+00
625,101.325,0.8,0.25,0.2,0.000000e+00
650,101.325,0.8,0.25,0.2,0.000000e+00
675,101.325,0.8,0.25,0.2,0.000000e+00
700,101.325,0.8,0.25,0.2,0.000000e+00
725,101.325,0.8,0.25,0.2,0.000000e+00
750,101.325,0.8,0.25,0.2,0.000000e+00
775,101.325,0.8,0.25,0.2,0.000000e+00
800,101.325,0.8,0.25,0.2,0.000000e+00
825,101.325,0.8,0.25,0.2,0.000000e+00
850,101.325,0.8,0.25,0.2,0.000000e+00
875,101.325,0.8,0.25,0.2,0.000000e+00
900,101.325,0.8,0.25,0.2,1.568670e-03
925,101.325,0.8,0.25,0.2,5.652830e-03
950,101.325,0.8,0.25,0.2,1.039680e-02
975,101.325,0.8,0.25,0.2,1.594440e-02
1000,101.325,0.8,0.25,0.2,2.244510e-02
1025,101.325,0.8,0.25,0.2,3.004750e-02
1050,101.325,0.8,0.25,0.2,3.889120e-02
1075,101.325,0.8,0.25,0.2,4.909560e-02
1100,101.325,0.8,0.25,0.2,6.074480e-02
1125,101.325,0.8,0.25,0.2,7.387150e-02
1150,101.325,0.8,0.25,0.2,8.843730e-02
1175,101.325,0.8,0.25,0.2,1.043160e-01
1200,101.325,0.8,0.25,0.2,1.212830e-01
1225,101.325,0.8,0.25,0.2,1.390120e-01
1250,101.325,0.8,0.25,0.2,1.570940e-01
1275,101.325,0.8,0.25,0.2,1.750680e-01
1300,101.325,0.8,0.25,0.2,1.924690e-01
1325,101.325,0.8,0.25,0.2,2.088800e-01
1350,101.325,0.8,0.25,0.2,2.239700e-01
1375,101.325,0.8,0.25,0.2,2.375270e-01
1400,101.325,0.8,0.25,0.2,2.494570e-01
1425,101.325,0.8,0.25,0.2,2.597690e-01
1450,101.325,0.8,0.25,0.2,2.685510e-01
1475,101.325,0.8,0.25,0.2,2.759440e-01
1500,101.325,0.8,0.25,0.2,2.821100e-01
1525,101.325,0.8,0.25,0.2,2.872210e-01
1550,101.325,0.8,0.25,0.2,2.914370e-01
1575,101.325,0.8,0.25,0.2,2.949070e-01
1600,101.325,0.8,0.25,0.2,2.977610e-01
1625,101.325,0.8,0.25,0.2,3.001090e-01
1650,101.325,0.8,0.25,0.2,3.020460e-01
1675,101.325,0.8,0.25,0.2,3.036490e-01
1700,101.325,0.8,0.25,0.2,3.049810e-01
1725,101.325,0.8,0.25,0.2,3.060970e-01
1750,101.325,0.8,0.25,0.2,3.070380e-01
1775,101.325,0.8,0.25,0.2,3.078410e-01
1800,101.325,0.8,0.25,0.2,3.085340e-01
1825,101.325,0.8,0.25,0.2,3.091400e-01
1850,101.325,0.8,0.25,0.2,3.096790e-01
1875,101.325,0.8,0.25,0.2,3.101670e-01
1900,101.325,0.8,0.25,0.2,3.106180e-01
1925,101.325,0.8,0.25,0.2,3.110430e-01
1950,101.325,0.8,0.25,0.2,3.114510e-01
1975,101.325,0.8,0.25,0.2,3.118500e-01
2000,101.325,0.8,0.25,0.2,3.122470e-01
2025,101.325,0.8,0.25,0.2,3.126490e-01
2050,101.325,0.8,0.25,0.2,3.130600e-01
2075,101.325,0.8,0.25,0.2,3.134850e-01
2100,101.325,0.8,0.25,0.2,3.139280e-01
2125,101.325,0.8,0.25,0.2,3.143940e-01
2150,101.325,0.8,0.25,0.2,3.148870e-01
2175,101.325,0.8,0.25,0.2,3.154080e-01
2200,101.325,0.8,0.25,0.2,3.159630e-01
2225,101.325,0.8,0.25,0.2,3.165530e-01
2250,101.325,0.8,0.25,0.2,3.171810e-01
2275,101.325,0.8,0.25,0.2,3.178510e-01
2300,101.325,0.8,0.25,0.2,3.185660e-01
2325,101.325,0.8,0.25,0.2,3.193280e-01
2350,101.325,0.8,0.25,0.2,3.201390e-01
2375,101.325,0.8,0.25,0.2,3.210030e-01
2400,101.325,0.8,0.25,0.2,3.219220e-01
2425,101.325,0.8,0.25,0.2,3.228990e-01
2450,101.325,0.8,0.25,0.2,3.239350e-01
2475,101.325,0.8,0.25,0.2,3.250350e-01
2500,101.325,0.8,0.25,0.2,3.262000e-01
2525,101.325,0.8,0.25,0.2,3.274330e-01
2550,101.325,0.8,0.25,0.2,3.287360e-01
2575,101.325,0.8,0.25,0.2,3.301110e-01
2600,101.325,0.8,0.25,0.2,3.315620e-01
2625,101.325,0.8,0.25,0.2,3.330900e-01
2650,101.325,0.8,0.25,0.2,3.346970e-01
2675,101.325,0.8,0.25,0.2,3.363860e-01
2700,101.325,0.8,0.25,0.2,3.381600e-01
2725,101.325,0.8,0.25,0.2,3.400190e-01
2750,101.325,0.8,0.25,0.2,3.419660e-01
2775,101.325,0.8,0.25,0.2,3.440040e-01
2800,101.325,0.8,0.25,0.2,3.461330e-01
2825,101.325,0.8,0.25,0.2,3.483570e-01
2850,101.325,0.8,0.25,0.2,3.506750e-01
2875,101.325,0.8,0.25,0.2,3.530910e-01
2900,101.325,0.8,0.25,0.2,3.556060e-01
2925,101.325,0.8,0.25,0.2,3.582200e-01
2950,101.325,0.8,0.25,0.2,3.609370e-01
2975,101.325,0.8,0.25,0.2,3.637560e-01
3000,101.325,0.8,0.25,0.2,3.666790e-01
3025,101.325,0.8,0.25,0.2,3.697070e-01
3050,101.325,0.8,0.25,0.2,3.728420e-01
3075,101.325,0.8,0.25,0.2,3.760840e-01
3100,101.325,0.8,0.25,0.2,3.794340e-01
3125,101.325,0.8,0.25,0.2,3.828930e-01
3150,101.325,0.8,0.25,0.2,3.864630e-01
3175,101.325,0.8,0.25,0.2,3.901430e-01
3200,101.325,0.8,0.25,0.2,3.939350e-01
3225,101.325,0.8,0.25,0.2,3.978400e-01
3250,101.325,0.8,0.25,0.2,4.018590e-01
3275,101.325,0.8,0.25,0.2,4.059920e-01
3300,101.325,0.8,0.25,0.2,4.102410e-01
3325,101.325,0.8,0.25,0.2,4.146070e-01
3350,101.325,0.8,0.25,0.2,4.190920e-01
3375,101.325,0.8,0.25,0.2,4.236980e-01
3400,101.325,0.8,0.25,0.2,4.284260e-01
3425,101.325,0.8,0.25,0.2,4.332780e-01
3450,101.325,0.8,0.25,0.2,4.382590e-01
3475,101.325,0.8,0.25,0.2,4.433700e-01
3500,101.325,0.8,0.25,0.2,4.486170e-01
3525,101.325,0.8,0.25,0.2,4.540040e-01
3550,101.325,0.8,0.25,0.2,4.595360e-01
3575,101.325,0.8,0.25,0.2,4.652200e-01
3600,101.325,0.8,0.25,0.2,4.710640e-01
3625,101.325,0.8,0.25,0.2,4.770780e-01
3650,101.325,0.8,0.25,0.2,4.832720e-01
3675,101.325,0.8,0.25,0.2,4.896580e-01
3700,101.325,0.8,0.25,0.2,4.962520e-01
3725,101.325,0.8,0.25,0.2,5.030700e-01
3750,101.325,0.8,0.25,0.2,5.101320e-01
3775,101.325,0.8,0.25,0.2,5.174620e-01
3800,101.325,0.8,0.25,0.2,5.250850e-01
3825,101.325,0.8,0.25,0.2,5.330340e-01
3850,101.325,0.8,0.25,0.2,5.413420e-01
3875,101.325,0.8,0.25,0.2,5.500520e-01
3900,101.325,0.8,0.25,0.2,5.592110e-01
3925,101.325,0.8,0.25,0.2,5.688720e-01
3950,101.325,0.8,0.25,0.2,5.790990e-01
3975,101.325,0.8,0.25,0.2,5.899630e-01
4000,101.325,0.8,0.25,0.2,6.015460e-01
4025,101.325,0.8,0.25,0.2,6.139440e-01
4050,101.325,0.8,0.25,0.2,6.272650e-01
4075,101.325,0.8,0.25,0.2,6.416360e-01
4100,101.325,0.8,0.25,0.2,6.572010e-01
4125,101.325,0.8,0.25,0.2,6.741270e-01
4150,101.325,0.8,0.25,0.2,6.926070e-01
4175,101.325,0.8,0.25,0.2,7.128650e-01
4200,101.325,0.8,0.25,0.2,7.351610e-01
4225,101.325,0.8,0.25,0.2,7.597950e-01
4250,101.325,0.8,0.25,0.2,7.871220e-01
4275,101.325,0.8,0.25,0.2,8.175560e-01
4300,101.325,0.8,0.25,0.2,8.515860e-01
4325,101.325,0.8,0.25,0.2,8.897890e-01
4350,101.325,0.8,0.25,0.2,9.328560e-01
4375,101.325,0.8,0.25,0.2,9.816130e-01
4400,101.325,0.8,0.25,0.2,1.037060e+00
4425,101.325,0.8,0.25,0.2,1.100420e+00
4450,101.325,0.8,0.25,0.2,1.173200e+00
4475,101.325,0.8,0.25,0.2,1.257250e+00
4500,101.325,0.8,0.25,0.2,1.354940e+00
4525,101.325,0.8,0.25,0.2,1.469280e+00
4550,101.325,0.8,0.25,0.2,1.604170e+00
4575,101.325,0.8,0.25,0.2,1.764760e+00
4600,101.325,0.8,0.25,0.2,1.958000e+00
4625,101.325,0.8,0.25,0.2,2.193500e+00
4650,101.325,0.8,0.25,0.2,2.484900e+00
4675,101.325,0.8,0.25,0.2,2.852230e+00
4700,101.325,0.8,0.25,0.2,3.326150e+00
4725,101.325,0.8,0.25,0.2,3.956000e+00
4750,101.325,0.8,0.25,0.2,4.826470e+00
4775,101.325,0.8,0.25,0.2,6.095760e+00
4800,101.325,0.8,0.25,0.2,8.096650e+00
4825,101.325,0.8,0.25,0.2,1.166500e+01
4850,101.325,0.8,0.25,0.2,1.964560e+01
4875,101.325,0.8,0.25,0.2,5.159270e+01
4900,101.325,0.8,0.25,0.2,2.000000e+02
4925,101.325,0.8,0.25,0.2,2.000000e+02
4950,101.325,0.8,0.25,0.2,2.000000e+02
4975,101.325,0.8,0.25,0.2,2.000000e+02
5000,101.325,0.8,0.25,0.2,2.000000e+02
300,180.184,0.8,0.25,0.2,0.000000e+00
325,180.184,0.8,0.25,0.2,0.000000e+00
350,180.184,0.8,0.25,0.2,0.000000e+00
375,180.184,0.8,0.25,0.2,0.000000e+00
400,180.184,0.8,0.25,0.2,0.000000e+00
425,180.184,0.8,0.25,0.2,0.000000e+00
450,180.184,0.8,0.25,0.2,0.000000e+00
475,180.184,0.8,0.25,0.2,0.000000e+00
500,180.184,0.8,0.25,0.2,0.000000e+00
525,180.184,0.8,0.25,0.2,0.000000e+00
550,180.184,0.8,0.25,0.2,0.000000e+00
575,180.184,0.8,0.25,0.2,0.000000e+00
600,180.184,0.8,0.25,0.2,0.000000e+00
625,180.184,0.8,0.25,0.2,0.000000e+00
650,180.184,0.8,0.25,0.2,0.000000e+00
675,180.184,0.8,0.25,0.2,0.000000e+00
700,180.184,0.8,0.25,0.2,0.000000e+00
725,180.184,0.8,0.25,0.2,0.000000e+00
750,180.184,0.8,0.25,0.2,0.000000e+00
775,180.184,0.8,0.25,0.2,0.000000e+00
800,180.184,0.8,0.25,0.2,0.000000e+00
825,180.184,0.8,0.25,0.2,0.000000e+00
850,180.184,0.8,0.25,0.2,0.000000e+00
875,180.184,0.8,0.25,0.2,0.000000e+00
900,180.184,0.8,0.25,0.2,0.000000e+00
925,180.184,0.8,0.25,0.2,3.176140e-03
950,180.184,0.8,0.25,0.2,7.075800e-03
975,180.184,0.8,0.25,0.2,1.156110e-02
1000,180.184,0.8,0.25,0.2,1.675020e-02
1025,180.184,0.8,0.25,0.2,2.276440e-02
1050,180.184,0.8,0.25,0.2,2.972380e-02
1075,180.184,0.8,0.25,0.2,3.774150e-02
1100,180.184,0.8,0.25,0.2,4.691580e-02
1125,180.184,0.8,0.25,0.2,5.732060e-02
1150,180.184,0.8,0.25,0.2,6.899370e-02
1175,180.184,0.8,0.25,0.2,8.192490e-02
1200,180.184,0.8,0.25,0.2,9.604350e-02
1225,180.184,0.8,0.25,0.2,1.112090e-01
1250,180.184,0.8,0.25,0.2,1.272050e-01
1275,180.184,0.8,0.25,0.2,1.437480e-01
1300,180.184,0.8,0.25,0.2,1.604980e-01
1325,180.184,0.8,0.25,0.2,1.770870e-01
1350,180.184,0.8,0.25,0.2,1.931510e-01
1375,180.184,0.8,0.25,0.2,2.083640e-01
1400,180.184,0.8,0.25,0.2,2.224650e-01
1425,180.184,0.8,0.25,0.2,2.352790e-01
1450,180.184,0.8,0.25,0.2,2.467150e-01
1475,180.184,0.8,0.25,0.2,2.567630e-01
1500,180.184,0.8,0.25,0.2,2.654740e-01
1525,180.184,0.8,0.25,0.2,2.729430e-01
1550,180.184,0.8,0.25,0.2,2.792910e-01
1575,180.184,0.8,0.25,0.2,2.846510e-01
1600,180.184,0.8,0.25,0.2,2.891550e-01
1625,180.184,0.8,0.25,0.2,2.929270e-01
1650,180.184,0.8,0.25,0.2,2.960810e-01
1675,180.184,0.8,0.25,0.2,2.987180e-01
1700,180.184,0.8,0.25,0.2,3.009240e-01
1725,180.184,0.8,0.25,0.2,3.027760e-01
1750,180.184,0.8,0.25,0.2,3.043350e-01
1775,180.184,0.8,0.25,0.2,3.056550e-01
1800,180.184,0.8,0.25,0.2,3.067800e-01
1825,180.184,0.8,0.25,0.2,3.077480e-01
1850,180.184,0.8,0.25,0.2,3.085880e-01
1875,180.184,0.8,0.25,0.2,3.093270e-01
1900,180.184,0.8,0.25,0.2,3.099870e-01
1925,180.184,0.8,0.25,0.2,3.105850e-01
1950,180.184,0.8,0.25,0.2,3.111370e-01
1975,180.184,0.8,0.25,0.2,3.116560e-01
2000,180.184,0.8,0.25,0.2,3.121510e-01
2025,180.184,0.8,0.25,0.2,3.126340e-01
2050,180.184,0.8,0.25,0.2,3.131110e-01
2075,180.184,0.8,0.25,0.2,3.135910e-01
2100,180.184,0.8,0.25,0.2,3.140780e-01
2125,180.184,0.8,0.25,0.2,3.145800e-01
2150,180.184,0.8,0.25,0.2,3.151000e-01
2175,180.184,0.8,0.25,0.2,3.156430e-01
2200,180.184,0.8,0.25,0.2,3.162140e-01
2225,180.184,0.8,0.25,0.2,3.168170e-01
2250,180.184,0.8,0.25,0.2,3.174540e-01
2275,180.184,0.8,0.25,0.2,3.181300e-01
2300,180.184,0.8,0.25,0.2,3.188480e-01
2325,180.184,0.8,0.25,0.2,3.196100e-01
2350,180.184,0.8,0.25,0.2,3.204210e-01
2375,180.184,0.8,0.25,0.2,3.212820e-01
2400,180.184,0.8,0.25,0.2,3.221970e-01
2425,180.184,0.8,0.25,0.2,3.231690e-01
2450,180.184,0.8,0.25,0.2,3.242010e-01
2475,180.184,0.8,0.25,0.2,3.252940e-01
2500,180.184,0.8,0.25,0.2,3.264520e-01
2525,180.184,0.8,0.25,0.2,3.276780e-01
2550,180.184,0.8,0.25,0.2,3.289740e-01
2575,180.184,0.8,0.25,0.2,3.303420e-01
2600,180.184,0.8,0.25,0.2,3.317850e-01
2625,180.184,0.8,0.25,0.2,3.333050e-01
2650,180.184,0.8,0.25,0.2,3.349050e-01
2675,180.184,0.8,0.25,0.2,3.365870e-01
2700,180.184,0.8,0.25,0.2,3.383530e-01
2725,180.184,0.8,0.25,0.2,3.402060e-01
2750,180.184,0.8,0.25,0.2,3.421470e-01
2775,180.184,0.8,0.25,0.2,3.441790e-01
2800,180.184,0.8,0.25,0.2,3.463030e-01
2825,180.184,0.8,0.25,0.2,3.485220e-01
2850,180.184,0.8,0.25,0.2,3.508370e-01
2875,180.184,0.8,0.25,0.2,3.532490e-01
2900,180.184,0.8,0.25,0.2,3.557610e-01
2925,180.184,0.8,0.25,0.2,3.583740e-01
2950,180.184,0.8,0.25,0.2,3.610890e-01
2975,180.184,0.8,0.25,0.2,3.639080e-01
3000,180.184,0.8,0.25,0.2,3.668320e-01
3025,180.184,0.8,0.25,0.2,3.698620e-01
3050,180.184,0.8,0.25,0.2,3.729990e-01
3075,180.184,0.8,0.25,0.2,3.762440e-01
3100,180.184,0.8,0.25,0.2,3.795980e-01
3125,180.184,0.8,0.25,0.2,3.830610e-01
3150,180.184,0.8,0.25,0.2,3.866360e-01
3175,180.184,0.8,0.25,0.2,3.903210e-01
3200,180.184,0.8,0.25,0.2,3.941180e-01
3225,180.184,0.8,0.25,0.2,3.980280e-01
3250,180.184,0.8,0.25,0.2,4.020510e-01
3275,180.184,0.8,0.25,0.2,4.061870e-01
3300,180.184,0.8,0.25,0.2,4.104370e-01
3325,180.184,0.8,0.25,0.2,4.148020e-01
3350,180.184,0.8,0.25,0.2,4.192820e-01
3375,180.184,0.8,0.25,0.2,4.238790e-01
3400,180.184,0.8,0.25,0.2,4.285920e-01
3425,180.184,0.8,0.25,0.2,4.334230e-01
3450,180.184,0.8,0.25,0.2,4.383740e-01
3475,180.184,0.8,0.25,0.2,4.434450e-01
3500,180.184,0.8,0.25,0.2,4.486380e-01
3525,180.184,0.8,0.25,0.2,4.539550e-01
3550,180.184,0.8,0.25,0.2,4.594000e-01
3575,180.184,0.8,0.25,0.2,4.649740e-01
3600,180.184,0.8,0.25,0.2,4.706820e-01
3625,180.184,0.8,0.25,0.2,4.765280e-01
3650,180.184,0.8,0.25,0.2,4.825170e-01
3675,180.184,0.8,0.25,0.2,4.886550e-01
3700,180.184,0.8,0.25,0.2,4.949500e-01
3725,180.184,0.8,0.25,0.2,5.014100e-01
3750,180.184,0.8,0.25,0.2,5.080440e-01
3775,180.184,0.8,0.25,0.2,5.148660e-01
3800,180.184,0.8,0.25,0.2,5.218870e-01
3825,180.184,0.8,0.25,0.2,5.291250e-01
3850,180.184,0.8,0.25,0.2,5.365980e-01
3875,180.184,0.8,0.25,0.2,5.443260e-01
3900,180.184,0.8,0.25,0.2,5.523340e-01
3925,180.184,0.8,0.25,0.2,5.606510e-01
3950,180.184,0.8,0.25,0.2,5.693080e-01
3975,180.184,0.8,0.25,0.2,5.783440e-01
4000,180.184,0.8,0.25,0.2,5.878020e-01
4025,180.184,0.8,0.25,0.2,5.977290e-01
4050,180.184,0.8,0.25,0.2,6.081830e-01
4075,180.184,0.8,0.25,0.2,6.192290e-01
4100,180.184,0.8,0.25,0.2,6.309390e-01
