Tw_K,P_bar,phi,f_air,Bg,Bc
4075,0.0101325,1,0,1,2.000000e+02
4100,0.0101325,1,0,1,2.000000e+02
4125,0.0101325,1,0,1,2.000000e+02
4150,0.0101325,1,0,1,2.000000e+02
4175,0.0101325,1,0,1,2.000000e+02
4200,0.0101325,1,0,1,2.000000e+02
4225,0.0101325,1,0,1,2.000000e+02
4250,0.0101325,1,0,1,2.000000e+02
4275,0.0101325,1,0,1,2.000000e+02
4300,0.0101325,1,0,1,2.000000e+02
4325,0.0101325,1,0,1,2.000000e+02
4350,0.0101325,1,0,1,2.000000e+02
4375,0.0101325,1,0,1,2.000000e+02
4400,0.0101325,1,0,1,2.000000e+02
4425,0.0101325,1,0,1,2.000000e+02
4450,0.0101325,1,0,1,2.000000e+02
4475,0.0101325,1,0,1,2.000000e+02
4500,0.0101325,1,0,1,2.000000e+02
4525,0.0101325,1,0,1,2.000000e+02
4550,0.0101325,1,0,1,2.000000e+02
4575,0.0101325,1,0,1,2.000000e+02
4600,0.0101325,1,0,1,2.000000e+02
4625,0.0101325,1,0,1,2.000000e+02
4650,0.0101325,1,0,1,2.000000e+02
4675,0.0101325,1,0,1,2.000000e+02
4700,0.0101325,1,0,1,2.000000e+02
4725,0.0101325,1,0,1,2.000000e+02
4750,0.0101325,1,0,1,2.000000e+02
4775,0.0101325,1,0,1,2.000000e+02
4800,0.0101325,1,0,1,2.000000e+02
4825,0.0101325,1,0,1,2.000000e+02
4850,0.0101325,1,0,1,2.000000e+02
4875,0.0101325,1,0,1,2.000000e+02
4900,0.0101325,1,0,1,2.000000e+02
4925,0.0101325,1,0,1,2.000000e+02
4950,0.0101325,1,0,1,2.000000e+02
4975,0.0101325,1,0,1,2.000000e+02
5000,0.0101325,1,0,1,2.000000e+02
300,0.0180184,1,0,1,0.000000e+00
325,0.0180184,1,0,1,0.000000e+00
350,0.0180184,1,0,1,0.000000e+00
375,0.0180184,1,0,1,0.000000e+00
400,0.0180184,1,0,1,0.000000e+00
425,0.0180184,1,0,1,0.000000e+00
450,0.0180184,1,0,1,0.000000e+00
475,0.0180184,1,0,1,0.000000e+00
500,0.0180184,1,0,1,0.000000e+00
525,0.0180184,1,0,1,0.000000e+00
550,0.0180184,1,0,1,0.000000e+00
575,0.0180184,1,0,1,0.000000e+00
600,0.0180184,1,0,1,0.000000e+00
625,0.0180184,1,0,1,0.000000e+00
650,0.0180184,1,0,1,0.000000e+00
675,0.0180184,1,0,1,0.000000e+00
700,0.0180184,1,0,1,0.000000e+00
725,0.0180184,1,0,1,0.000000e+00
750,0.0180184,1,0,1,0.000000e+00
775,0.0180184,1,0,1,0.000000e+00
800,0.0180184,1,0,1,0.000000e+00
825,0.0180184,1,0,1,0.000000e+00
850,0.0180184,1,0,1,0.000000e+00
875,0.0180184,1,0,1,0.000000e+00
900,0.0180184,1,0,1,2.088090e-03
925,0.0180184,1,0,1,2.171150e-02
950,0.0180184,1,0,1,3.334910e-02
975,0.0180184,1,0,1,4.015400e-02
1000,0.0180184,1,0,1,4.414730e-02
1025,0.0180184,1,0,1,4.652060e-02
1050,0.0180184,1,0,1,4.795510e-02
1075,0.0180184,1,0,1,4.883810e-02
1100,0.0180184,1,0,1,4.939160e-02
1125,0.0180184,1,0,1,4.974460e-02
1150,0.0180184,1,0,1,4.997360e-02
1175,0.0180184,1,0,1,5.012430e-02
1200,0.0180184,1,0,1,5.022500e-02
1225,0.0180184,1,0,1,5.029310e-02
1250,0.0180184,1,0,1,5.033970e-02
1275,0.0180184,1,0,1,5.037200e-02
1300,0.0180184,1,0,1,5.039470e-02
1325,0.0180184,1,0,1,5.041080e-02
1350,0.0180184,1,0,1,5.042250e-02
1375,0.0180184,1,0,1,5.043130e-02
1400,0.0180184,1,0,1,5.043800e-02
1425,0.0180184,1,0,1,5.044360e-02
1450,0.0180184,1,0,1,5.044860e-02
1475,0.0180184,1,0,1,5.045340e-02
1500,0.0180184,1,0,1,5.045850e-02
1525,0.0180184,1,0,1,5.046430e-02
1550,0.0180184,1,0,1,5.047120e-02
1575,0.0180184,1,0,1,5.047960e-02
1600,0.0180184,1,0,1,5.048990e-02
1625,0.0180184,1,0,1,5.050270e-02
1650,0.0180184,1,0,1,5.051860e-02
1675,0.0180184,1,0,1,5.053820e-02
1700,0.0180184,1,0,1,5.056220e-02
1725,0.0180184,1,0,1,5.059150e-02
1750,0.0180184,1,0,1,5.062710e-02
1775,0.0180184,1,0,1,5.067000e-02
1800,0.0180184,1,0,1,5.072150e-02
1825,0.0180184,1,0,1,5.078310e-02
1850,0.0180184,1,0,1,5.085600e-02
1875,0.0180184,1,0,1,5.094220e-02
1900,0.0180184,1,0,1,5.104340e-02
1925,0.0180184,1,0,1,5.116170e-02
1950,0.0180184,1,0,1,5.129930e-02
1975,0.0180184,1,0,1,5.145870e-02
2000,0.0180184,1,0,1,5.164240e-02
2025,0.0180184,1,0,1,5.185320e-02
2050,0.0180184,1,0,1,5.209400e-02
2075,0.0180184,1,0,1,5.236820e-02
2100,0.0180184,1,0,1,5.267890e-02
2125,0.0180184,1,0,1,5.302960e-02
2150,0.0180184,1,0,1,5.342400e-02
2175,0.0180184,1,0,1,5.386580e-02
2200,0.0180184,1,0,1,5.435880e-02
2225,0.0180184,1,0,1,5.490690e-02
2250,0.0180184,1,0,1,5.551400e-02
2275,0.0180184,1,0,1,5.618410e-02
2300,0.0180184,1,0,1,5.692110e-02
2325,0.0180184,1,0,1,5.772890e-02
2350,0.0180184,1,0,1,5.861140e-02
2375,0.0180184,1,0,1,5.957250e-02
2400,0.0180184,1,0,1,6.061620e-02
2425,0.0180184,1,0,1,6.174660e-02
2450,0.0180184,1,0,1,6.296810e-02
2475,0.0180184,1,0,1,6.428560e-02
2500,0.0180184,1,0,1,6.570540e-02
2525,0.0180184,1,0,1,6.723480e-02
2550,0.0180184,1,0,1,6.888370e-02
2575,0.0180184,1,0,1,7.066560e-02
2600,0.0180184,1,0,1,7.259860e-02
2625,0.0180184,1,0,1,7.470780e-02
2650,0.0180184,1,0,1,7.702790e-02
2675,0.0180184,1,0,1,7.960660e-02
2700,0.0180184,1,0,1,8.250910e-02
2725,0.0180184,1,0,1,8.582420e-02
2750,0.0180184,1,0,1,8.967180e-02
2775,0.0180184,1,0,1,9.421230e-02
2800,0.0180184,1,0,1,9.965970e-02
2825,0.0180184,1,0,1,1.062970e-01
2850,0.0180184,1,0,1,1.144960e-01
2875,0.0180184,1,0,1,1.247440e-01
2900,0.0180184,1,0,1,1.376770e-01
2925,0.0180184,1,0,1,1.541180e-01
2950,0.0180184,1,0,1,1.751380e-01
2975,0.0180184,1,0,1,2.021220e-01
3000,0.0180184,1,0,1,2.368720e-01
3025,0.0180184,1,0,1,2.817310e-01
3050,0.0180184,1,0,1,3.397700e-01
3075,0.0180184,1,0,1,4.150500e-01
3100,0.0180184,1,0,1,5.130060e-01
3125,0.0180184,1,0,1,6.410300e-01
3150,0.0180184,1,0,1,8.093960e-01
3175,0.0180184,1,0,1,1.032770e+00
3200,0.0180184,1,0,1,1.332810e+00
3225,0.0180184,1,0,1,1.742870e+00
3250,0.0180184,1,0,1,2.317260e+00
3275,0.0180184,1,0,1,3.150700e+00
3300,0.0180184,1,0,1,4.425020e+00
3325,0.0180184,1,0,1,6.539550e+00
3350,0.0180184,1,0,1,1.057630e+01
3375,0.0180184,1,0,1,2.085180e+01
3400,0.0180184,1,0,1,9.280740e+01
3425,0.0180184,1,0,1,2.000000e+02
3450,0.0180184,1,0,1,2.000000e+02
3475,0.0180184,1,0,1,2.000000e+02
3500,0.0180184,1,0,1,2.000000e+02
3525,0.0180184,1,0,1,2.000000e+02
3550,0.0180184,1,0,1,2.000000e+02
3575,0.0180184,1,0,1,2.000000e+02
3600,0.0180184,1,0,1,2.000000e+02
3625,0.0180184,1,0,1,2.000000e+02
3650,0.0180184,1,0,1,2.000000e+02
3675,0.0180184,1,0,1,2.000000e+02
3700,0.0180184,1,0,1,2.000000e+02
3725,0.0180184,1,0,1,2.000000e+02
3750,0.0180184,1,0,1,2.000000e+02
3775,0.0180184,1,0,1,2.000000e+02
3800,0.0180184,1,0,1,2.000000e+02
3825,0.0180184,1,0,1,2.000000e+02
3850,0.0180184,1,0,1,2.000000e+02
3875,0.0180184,1,0,1,2.000000e+02
3900,0.0180184,1,0,1,2.000000e+02
3925,0.0180184,1,0,1,2.000000e+02
3950,0.0180184,1,0,1,2.000000e+02
3975,0.0180184,1,0,1,2.000000e+02
4000,0.0180184,1,0,1,2.000000e+02
4025,0.0180184,1,0,1,2.000000e+02
4050,0.0180184,1,0,1,2.000000e+02
4075,0.0180184,1,0,1,2.000000e+02
4100,0.0180184,1,0,1,2.000000e+02
4125,0.0180184,1,0,1,2.000000e+02
4150,0.0180184,1,0,1,2.000000e+02
4175,0.0180184,1,0,1,2.000000e+02
4200,0.0180184,1,0,1,2.000000e+02
4225,0.0180184,1,0,1,2.000000e+02
4250,0.0180184,1,0,1,2.000000e+02
4275,0.0180184,1,0,1,2.000000e+02
4300,0.0180184,1,0,1,2.000000e+02
4325,0.0180184,1,0,1,2.000000e+02
4350,0.0180184,1,0,1,2.000000e+02
4375,0.0180184,1,0,1,2.000000e+02
4400,0.0180184,1,0,1,2.000000e+02
4425,0.0180184,1,0,1,2.000000e+02
4450,0.0180184,1,0,1,2.000000e+02
4475,0.0180184,1,0,1,2.000000e+02
4500,0.0180184,1,0,1,2.000000e+02
4525,0.0180184,1,0,1,2.000000e+02
4550,0.0180184,1,0,1,2.000000e+02
4575,0.0180184,1,0,1,2.000000e+02
4600,0.0180184,1,0,1,2.000000e+02
4625,0.0180184,1,0,1,2.000000e+02
4650,0.0180184,1,0,1,2.000000e+02
4675,0.0180184,1,0,1,2.000000e+02
4700,0.0180184,1,0,1,2.000000e+02
4725,0.0180184,1,0,1,2.000000e+02
4750,0.0180184,1,0,1,2.000000e+02
4775,0.0180184,1,0,1,2.000000e+02
4800,0.0180184,1,0,1,2.000000e+02
4825,0.0180184,1,0,1,2.000000e+02
4850,0.0180184,1,0,1,2.000000e+02
4875,0.0180184,1,0,1,2.000000e+02
4900,0.0180184,1,0,1,2.000000e+02
4925,0.0180184,1,0,1,2.000000e+02
4950,0.0180184,1,0,1,2.000000e+02
4975,0.0180184,1,0,1,2.000000e+02
5000,0.0180184,1,0,1,2.000000e+02
300,0.0320418,1,0,1,0.000000e+00
325,0.0320418,1,0,1,0.000000e+00
350,0.0320418,1,0,1,0.000000e+00
375,0.0320418,1,0,1,0.000000e+00
400,0.0320418,1,0,1,0.000000e+00
425,0.0320418,1,0,1,0.000000e+00
450,0.0320418,1,0,1,0.000000e+00
475,0.0320418,1,0,1,0.000000e+00
500,0.0320418,1,0,1,0.000000e+00
525,0.0320418,1,0,1,0.000000e+00
550,0.0320418,1,0,1,0.000000e+00
575,0.0320418,1,0,1,0.000000e+00
600,0.0320418,1,0,1,0.000000e+00
625,0.0320418,1,0,1,0.000000e+00
650,0.0320418,1,0,1,0.000000e+00
675,0.0320418,1,0,1,0.000000e+00
700,0.0320418,1,0,1,0.000000e+00
725,0.0320418,1,0,1,0.000000e+00
750,0.0320418,1,0,1,0.000000e+00
775,0.0320418,1,0,1,0.000000e+00
800,0.0320418,1,0,1,0.000000e+00
825,0.0320418,1,0,1,0.000000e+00
850,0.0320418,1,0,1,0.000000e+00
875,0.0320418,1,0,1,0.000000e+00
900,0.0320418,1,0,1,0.000000e+00
925,0.0320418,1,0,1,2.658060e-03
950,0.0320418,1,0,1,2.126180e-02
975,0.0320418,1,0,1,3.259820e-02
1000,0.0320418,1,0,1,3.941970e-02
1025,0.0320418,1,0,1,4.353560e-02
1050,0.0320418,1,0,1,4.604620e-02
1075,0.0320418,1,0,1,4.760030e-02
1100,0.0320418,1,0,1,4.857780e-02
1125,0.0320418,1,0,1,4.920270e-02
1150,0.0320418,1,0,1,4.960860e-02
1175,0.0320418,1,0,1,4.987600e-02
1200,0.0320418,1,0,1,5.005470e-02
1225,0.0320418,1,0,1,5.017560e-02
1250,0.0320418,1,0,1,5.025830e-02
1275,0.0320418,1,0,1,5.031560e-02
1300,0.0320418,1,0,1,5.035570e-02
1325,0.0320418,1,0,1,5.038400e-02
1350,0.0320418,1,0,1,5.040430e-02
1375,0.0320418,1,0,1,5.041920e-02
1400,0.0320418,1,0,1,5.043030e-02
1425,0.0320418,1,0,1,5.043900e-02
1450,0.0320418,1,0,1,5.044620e-02
1475,0.0320418,1,0,1,5.045260e-02
1500,0.0320418,1,0,1,5.045880e-02
1525,0.0320418,1,0,1,5.046540e-02
1550,0.0320418,1,0,1,5.047280e-02
1575,0.0320418,1,0,1,5.048150e-02
1600,0.0320418,1,0,1,5.049210e-02
1625,0.0320418,1,0,1,5.050500e-02
1650,0.0320418,1,0,1,5.052100e-02
1675,0.0320418,1,0,1,5.054050e-02
1700,0.0320418,1,0,1,5.056450e-02
1725,0.0320418,1,0,1,5.059380e-02
1750,0.0320418,1,0,1,5.062940e-02
1775,0.0320418,1,0,1,5.067230e-02
1800,0.0320418,1,0,1,5.072380e-02
1825,0.0320418,1,0,1,5.078530e-02
1850,0.0320418,1,0,1,5.085830e-02
1875,0.0320418,1,0,1,5.094450e-02
1900,0.0320418,1,0,1,5.104580e-02
1925,0.0320418,1,0,1,5.116430e-02
1950,0.0320418,1,0,1,5.130220e-02
1975,0.0320418,1,0,1,5.146200e-02
2000,0.0320418,1,0,1,5.164640e-02
2025,0.0320418,1,0,1,5.185810e-02
2050,0.0320418,1,0,1,5.210020e-02
2075,0.0320418,1,0,1,5.237600e-02
2100,0.0320418,1,0,1,5.268900e-02
2125,0.0320418,1,0,1,5.304270e-02
2150,0.0320418,1,0,1,5.344100e-02
2175,0.0320418,1,0,1,5.388790e-02
2200,0.0320418,1,0,1,5.438740e-02
2225,0.0320418,1,0,1,5.494370e-02
2250,0.0320418,1,0,1,5.556130e-02
2275,0.0320418,1,0,1,5.624440e-02
2300,0.0320418,1,0,1,5.699750e-02
2325,0.0320418,1,0,1,5.782520e-02
2350,0.0320418,1,0,1,5.873180e-02
2375,0.0320418,1,0,1,5.972190e-02
2400,0.0320418,1,0,1,6.080000e-02
2425,0.0320418,1,0,1,6.197070e-02
2450,0.0320418,1,0,1,6.323850e-02
2475,0.0320418,1,0,1,6.460850e-02
2500,0.0320418,1,0,1,6.608600e-02
2525,0.0320418,1,0,1,6.767700e-02
2550,0.0320418,1,0,1,6.938860e-02
2575,0.0320418,1,0,1,7.122970e-02
2600,0.0320418,1,0,1,7.321140e-02
2625,0.0320418,1,0,1,7.534830e-02
2650,0.0320418,1,0,1,7.766010e-02
2675,0.0320418,1,0,1,8.017270e-02
2700,0.0320418,1,0,1,8.292150e-02
2725,0.0320418,1,0,1,8.595380e-02
2750,0.0320418,1,0,1,8.933340e-02
2775,0.0320418,1,0,1,9.314530e-02
2800,0.0320418,1,0,1,9.750270e-02
2825,0.0320418,1,0,1,1.025550e-01
2850,0.0320418,1,0,1,1.084990e-01
2875,0.0320418,1,0,1,1.155920e-01
2900,0.0320418,1,0,1,1.241690e-01
2925,0.0320418,1,0,1,1.346630e-01
2950,0.0320418,1,0,1,1.476360e-01
2975,0.0320418,1,0,1,1.638070e-01
3000,0.0320418,1,0,1,1.841050e-01
3025,0.0320418,1,0,1,2.097220e-01
3050,0.0320418,1,0,1,2.421920e-01
3075,0.0320418,1,0,1,2.834920e-01
3100,0.0320418,1,0,1,3.361870e-01
3125,0.0320418,1,0,1,4.036290e-01
3150,0.0320418,1,0,1,4.902390e-01
3175,0.0320418,1,0,1,6.019370e-01
3200,0.0320418,1,0,1,7.467850e-01
3225,0.0320418,1,0,1,9.360190e-01
3250,0.0320418,1,0,1,1.185740e+00
3275,0.0320418,1,0,1,1.519870e+00
3300,0.0320418,1,0,1,1.975510e+00
3325,0.0320418,1,0,1,2.613570e+00
3350,0.0320418,1,0,1,3.541600e+00
3375,0.0320418,1,0,1,4.969220e+00
3400,0.0320418,1,0,1,7.367400e+00
3425,0.0320418,1,0,1,1.206100e+01
3450,0.0320418,1,0,1,2.477120e+01
3475,0.0320418,1,0,1,1.626670e+02
3500,0.0320418,1,0,1,2.000000e+02
3525,0.0320418,1,0,1,2.000000e+02
3550,0.0320418,1,0,1,2.000000e+02
3575,0.0320418,1,0,1,2.000000e+02
3600,0.0320418,1,0,1,2.000000e+02
3625,0.0320418,1,0,1,2.000000e+02
3650,0.0320418,1,0,1,2.000000e+02
3675,0.0320418,1,0,1,2.000000e+02
3700,0.0320418,1,0,1,2.000000e+02
3725,0.0320418,1,0,1,2.000000e+02
3750,0.0320418,1,0,1,2.000000e+02
3775,0.0320418,1,0,1,2.000000e+02
3800,0.0320418,1,0,1,2.000000e+02
3825,0.0320418,1,0,1,2.000000e+02
3850,0.0320418,1,0,1,2.000000e+02
3875,0.0320418,1,0,1,2.000000e+02
3900,0.0320418,1,0,1,2.000000e+02
3925,0.0320418,1,0,1,2.000000e+02
3950,0.0320418,1,0,1,2.000000e+02
3975,0.0320418,1,0,1,2.000000e+02
4000,0.0320418,1,0,1,2.000000e+02
4025,0.0320418,1,0,1,2.000000e+02
4050,0.0320418,1,0,1,2.000000e+02
4075,0.0320418,1,0,1,2.000000e+02
4100,0.0320418,1,0,1,2.000000e+02
4125,0.0320418,1,0,1,2.000000e+02
4150,0.0320418,1,0,1,2.000000e+02
4175,0.0320418,1,0,1,2.000000e+02
4200,0.0320418,1,0,1,2.000000e+02
4225,0.0320418,1,0,1,2.000000e+02
4250,0.0320418,1,0,1,2.000000e+02
4275,0.0320418,1,0,1,2.000000e+02
4300,0.0320418,1,0,1,2.000000e+02
4325,0.0320418,1,0,1,2.000000e+02
4350,0.0320418,1,0,1,2.000000e+02
4375,0.0320418,1,0,1,2.000000e+02
4400,0.0320418,1,0,1,2.000000e+02
4425,0.0320418,1,0,1,2.000000e+02
4450,0.0320418,1,0,1,2.000000e+02
4475,0.0320418,1,0,1,2.000000e+02
4500,0.0320418,1,0,1,2.000000e+02
4525,0.0320418,1,0,1,2.000000e+02
4550,0.0320418,1,0,1,2.000000e+02
4575,0.0320418,1,0,1,2.000000e+02
4600,0.0320418,1,0,1,2.000000e+02
4625,0.0320418,1,0,1,2.000000e+02
4650,0.0320418,1,0,1,2.000000e+02
4675,0.0320418,1,0,1,2.000000e+02
4700,0.0320418,1,0,1,2.000000e+02
4725,0.0320418,1,0,1,2.000000e+02
4750,0.0320418,1,0,1,2.000000e+02
4775,0.0320418,1,0,1,2.000000e+02
4800,0.0320418,1,0,1,2.000000e+02
4825,0.0320418,1,0,1,2.000000e+02
4850,0.0320418,1,0,1,2.000000e+02
4875,0.0320418,1,0,1,2.000000e+02
4900,0.0320418,1,0,1,2.000000e+02
4925,0.0320418,1,0,1,2.000000e+02
4950,0.0320418,1,0,1,2.000000e+02
4975,0.0320418,1,0,1,2.000000e+02
5000,0.0320418,1,0,1,2.000000e+02
300,0.0569792,1,0,1,0.000000e+00
325,0.0569792,1,0,1,0.000000e+00
350,0.0569792,1,0,1,0.000000e+00
375,0.0569792,1,0,1,0.000000e+00
400,0.0569792,1,0,1,0.000000e+00
425,0.0569792,1,0,1,0.000000e+00
450,0.0569792,1,0,1,0.000000e+00
475,0.0569792,1,0,1,0.000000e+00
500,0.0569792,1,0,1,0.000000e+00
525,0.0569792,1,0,1,0.000000e+00
550,0.0569792,1,0,1,0.000000e+00
575,0.0569792,1,0,1,0.000000e+00
600,0.0569792,1,0,1,0.000000e+00
625,0.0569792,1,0,1,0.000000e+00
650,0.0569792,1,0,1,0.000000e+00
675,0.0569792,1,0,1,0.000000e+00
700,0.0569792,1,0,1,0.000000e+00
725,0.0569792,1,0,1,0.000000e+00
750,0.0569792,1,0,1,0.000000e+00
775,0.0569792,1,0,1,0.000000e+00
800,0.0569792,1,0,1,0.000000e+00
825,0.0569792,1,0,1,0.000000e+00
850,0.0569792,1,0,1,0.000000e+00
875,0.0569792,1,0,1,0.000000e+00
900,0.0569792,1,0,1,0.000000e+00
925,0.0569792,1,0,1,0.000000e+00
950,0.0569792,1,0,1,1.952760e-03
975,0.0569792,1,0,1,2.003510e-02
1000,0.0569792,1,0,1,3.136130e-02
1025,0.0569792,1,0,1,3.836920e-02
1050,0.0569792,1,0,1,4.271090e-02
1075,0.0569792,1,0,1,4.542460e-02
1100,0.0569792,1,0,1,4.714200e-02
1125,0.0569792,1,0,1,4.824430e-02
1150,0.0569792,1,0,1,4.896190e-02
1175,0.0569792,1,0,1,4.943560e-02
1200,0.0569792,1,0,1,4.975240e-02
1225,0.0569792,1,0,1,4.996690e-02
1250,0.0569792,1,0,1,5.011370e-02
1275,0.0569792,1,0,1,5.021530e-02
1300,0.0569792,1,0,1,5.028630e-02
1325,0.0569792,1,0,1,5.033630e-02
1350,0.0569792,1,0,1,5.037200e-02
1375,0.0569792,1,0,1,5.039770e-02
1400,0.0569792,1,0,1,5.041660e-02
1425,0.0569792,1,0,1,5.043080e-02
1450,0.0569792,1,0,1,5.044190e-02
1475,0.0569792,1,0,1,5.045110e-02
1500,0.0569792,1,0,1,5.045930e-02
1525,0.0569792,1,0,1,5.046730e-02
1550,0.0569792,1,0,1,5.047560e-02
1575,0.0569792,1,0,1,5.048500e-02
1600,0.0569792,1,0,1,5.049600e-02
1625,0.0569792,1,0,1,5.050910e-02
1650,0.0569792,1,0,1,5.052520e-02
1675,0.0569792,1,0,1,5.054480e-02
1700,0.0569792,1,0,1,5.056880e-02
1725,0.0569792,1,0,1,5.059800e-02
1750,0.0569792,1,0,1,5.063340e-02
1775,0.0569792,1,0,1,5.067620e-02
1800,0.0569792,1,0,1,5.072760e-02
1825,0.0569792,1,0,1,5.078900e-02
1850,0.0569792,1,0,1,5.086190e-02
1875,0.0569792,1,0,1,5.094810e-02
1900,0.0569792,1,0,1,5.104940e-02
1925,0.0569792,1,0,1,5.116800e-02
1950,0.0569792,1,0,1,5.130610e-02
1975,0.0569792,1,0,1,5.146610e-02
2000,0.0569792,1,0,1,5.165090e-02
2025,0.0569792,1,0,1,5.186320e-02
2050,0.0569792,1,0,1,5.210620e-02
2075,0.0569792,1,0,1,5.238320e-02
2100,0.0569792,1,0,1,5.269780e-02
2125,0.0569792,1,0,1,5.305380e-02
2150,0.0569792,1,0,1,5.345500e-02
2175,0.0569792,1,0,1,5.390560e-02
2200,0.0569792,1,0,1,5.441000e-02
2225,0.0569792,1,0,1,5.497260e-02
2250,0.0569792,1,0,1,5.559800e-02
2275,0.0569792,1,0,1,5.629110e-02
2300,0.0569792,1,0,1,5.705660e-02
2325,0.0569792,1,0,1,5.789960e-02
2350,0.0569792,1,0,1,5.882490e-02
2375,0.0569792,1,0,1,5.983780e-02
2400,0.0569792,1,0,1,6.094310e-02
2425,0.0569792,1,0,1,6.214610e-02
2450,0.0569792,1,0,1,6.345200e-02
2475,0.0569792,1,0,1,6.486600e-02
2500,0.0569792,1,0,1,6.639360e-02
2525,0.0569792,1,0,1,6.804050e-02
2550,0.0569792,1,0,1,6.981310e-02
2575,0.0569792,1,0,1,7.171840e-02
2600,0.0569792,1,0,1,7.376460e-02
2625,0.0569792,1,0,1,7.596170e-02
2650,0.0569792,1,0,1,7.832200e-02
2675,0.0569792,1,0,1,8.086120e-02
2700,0.0569792,1,0,1,8.359970e-02
2725,0.0569792,1,0,1,8.656410e-02
2750,0.0569792,1,0,1,8.978960e-02
2775,0.0569792,1,0,1,9.332240e-02
2800,0.0569792,1,0,1,9.722360e-02
2825,0.0569792,1,0,1,1.015730e-01
2850,0.0569792,1,0,1,1.064760e-01
2875,0.0569792,1,0,1,1.120690e-01
2900,0.0569792,1,0,1,1.185290e-01
2925,0.0569792,1,0,1,1.260870e-01
2950,0.0569792,1,0,1,1.350370e-01
2975,0.0569792,1,0,1,1.457580e-01
3000,0.0569792,1,0,1,1.587360e-01
3025,0.0569792,1,0,1,1.745900e-01
3050,0.0569792,1,0,1,1.941070e-01
3075,0.0569792,1,0,1,2.182920e-01
3100,0.0569792,1,0,1,2.484260e-01
3125,0.0569792,1,0,1,2.861430e-01
3150,0.0569792,1,0,1,3.335420e-01
3175,0.0569792,1,0,1,3.933330e-01
3200,0.0569792,1,0,1,4.690420e-01
3225,0.0569792,1,0,1,5.653160e-01
3250,0.0569792,1,0,1,6.883630e-01
3275,0.0569792,1,0,1,8.466400e-01
3300,0.0569792,1,0,1,1.051930e+00
3325,0.0569792,1,0,1,1.321160e+00
3350,0.0569792,1,0,1,1.679440e+00
3375,0.0569792,1,0,1,2.165850e+00
3400,0.0569792,1,0,1,2.844600e+00
3425,0.0569792,1,0,1,3.829280e+00
3450,0.0569792,1,0,1,5.341750e+00
3475,0.0569792,1,0,1,7.881630e+00
3500,0.0569792,1,0,1,1.285980e+01
3525,0.0569792,1,0,1,2.641600e+01
3550,0.0569792,1,0,1,1.816280e+02
3575,0.0569792,1,0,1,2.000000e+02
3600,0.0569792,1,0,1,2.000000e+02
3625,0.0569792,1,0,1,2.000000e+02
3650,0.0569792,1,0,1,2.000000e+02
3675,0.0569792,1,0,1,2.000000e+02
3700,0.0569792,1,0,1,2.000000e+02
3725,0.0569792,1,0,1,2.000000e+02
3750,0.0569792,1,0,1,2.000000e+02
3775,0.0569792,1,0,1,2.000000e+02
3800,0.0569792,1,0,1,2.000000e+02
3825,0.0569792,1,0,1,2.000000e+02
3850,0.0569792,1,0,1,2.000000e+02
3875,0.0569792,1,0,1,2.000000e+02
3900,0.0569792,1,0,1,2.000000e+02
3925,0.0569792,1,0,1,2.000000e+02
3950,0.0569792,1,0,1,2.000000e+02
3975,0.0569792,1,0,1,2.000000e+02
4000,0.0569792,1,0,1,2.000000e+02
4025,0.0569792,1,0,1,2.000000e+02
4050,0.0569792,1,0,1,2.000000e+02
4075,0.0569792,1,0,1,2.000000e+02
4100,0.0569792,1,0,1,2.000000e+02
4125,0.0569792,1,0,1,2.000000e+02
4150,0.0569792,1,0,1,2.000000e+02
4175,0.0569792,1,0,1,2.000000e+02
4200,0.0569792,1,0,1,2.000000e+02
4225,0.0569792,1,0,1,2.000000e+02
4250,0.0569792,1,0,1,2.000000e+02
4275,0.0569792,1,0,1,2.000000e+02
4300,0.0569792,1,0,1,2.000000e+02
4325,0.0569792,1,0,1,2.000000e+02
4350,0.0569792,1,0,1,2.000000e+02
4375,0.0569792,1,0,1,2.000000e+02
4400,0.0569792,1,0,1,2.000000e+02
4425,0.0569792,1,0,1,2.000000e+02
4450,0.0569792,1,0,1,2.000000e+02
4475,0.0569792,1,0,1,2.000000e+02
4500,0.0569792,1,0,1,2.000000e+02
4525,0.0569792,1,0,1,2.000000e+02
4550,0.0569792,1,0,1,2.000000e+02
4575,0.0569792,1,0,1,2.000000e+02
4600,0.0569792,1,0,1,2.000000e+02
4625,0.0569792,1,0,1,2.000000e+02
4650,0.0569792,1,0,1,2.000000e+02
4675,0.0569792,1,0,1,2.000000e+02
4700,0.0569792,1,0,1,2.000000e+02
4725,0.0569792,1,0,1,2.000000e+02
4750,0.0569792,1,0,1,2.000000e+02
4775,0.0569792,1,0,1,2.000000e+02
4800,0.0569792,1,0,1,2.000000e+02
4825,0.0569792,1,0,1,2.000000e+02
4850,0.0569792,1,0,1,2.000000e+02
4875,0.0569792,1,0,1,2.000000e+02
4900,0.0569792,1,0,1,2.000000e+02
4925,0.0569792,1,0,1,2.000000e+02
4950,0.0569792,1,0,1,2.000000e+02
4975,0.0569792,1,0,1,2.000000e+02
5000,0.0569792,1,0,1,2.000000e+02
300,0.101325,1,0,1,0.000000e+00
325,0.101325,1,0,1,0.000000e+00
350,0.101325,1,0,1,0.000000e+00
375,0.101325,1,0,1,0.000000e+00
400,0.101325,1,0,1,0.000000e+00
425,0.101325,1,0,1,0.000000e+00
