edge,O2_C2H2,f_air,P_atm,T_K,Bc_ss,Bg_ss,hw_ss_MJkg,Bc_Bg0,recession_over_mdote_m3_per_kg
oat_r1p3,1.3,0,0.01,2275,4.654337e-02,1.861735e-01,3.495233e-01,1.078130e-01,1.609940e-04
oat_r1p3,1.3,0,0.01,2300,4.665542e-02,1.866217e-01,4.851294e-01,1.079700e-01,1.613816e-04
oat_r1p3,1.3,0,0.01,2325,4.677793e-02,1.871117e-01,6.300387e-01,1.081410e-01,1.618054e-04
oat_r1p3,1.3,0,0.01,2350,4.691138e-02,1.876455e-01,7.848673e-01,1.083270e-01,1.622670e-04
oat_r1p3,1.3,0,0.01,2375,4.705641e-02,1.882256e-01,9.502270e-01,1.085280e-01,1.627686e-04
oat_r1p3,1.3,0,0.01,2400,4.721370e-02,1.888548e-01,1.126711e+00,1.087450e-01,1.633127e-04
oat_r1p3,1.3,0,0.01,2425,4.738402e-02,1.895361e-01,1.314899e+00,1.089800e-01,1.639018e-04
oat_r1p3,1.3,0,0.01,2450,4.756844e-02,1.902738e-01,1.515327e+00,1.092340e-01,1.645397e-04
oat_r1p3,1.3,0,0.01,2475,4.776835e-02,1.910734e-01,1.728513e+00,1.095080e-01,1.652312e-04
oat_r1p3,1.3,0,0.01,2500,4.798560e-02,1.919424e-01,1.954920e+00,1.098080e-01,1.659827e-04
oat_r1p3,1.3,0,0.01,2525,4.822291e-02,1.928916e-01,2.194976e+00,1.101350e-01,1.668035e-04
oat_r1p3,1.3,0,0.01,2550,4.848404e-02,1.939362e-01,2.449069e+00,1.104990e-01,1.677068e-04
oat_r1p3,1.3,0,0.01,2575,4.877439e-02,1.950976e-01,2.717582e+00,1.109060e-01,1.687111e-04
oat_r1p3,1.3,0,0.01,2600,4.910165e-02,1.964066e-01,3.000898e+00,1.113710e-01,1.698431e-04
oat_r1p3,1.3,0,0.01,2625,4.947648e-02,1.979059e-01,3.299472e+00,1.119120e-01,1.711397e-04
oat_r1p3,1.3,0,0.01,2650,4.991391e-02,1.996556e-01,3.613878e+00,1.125540e-01,1.726527e-04
oat_r1p3,1.3,0,0.01,2675,5.043472e-02,2.017389e-01,3.944315e+00,1.133310e-01,1.744542e-04
oat_r1p3,1.3,0,0.01,2700,5.106759e-02,2.042704e-01,4.292279e+00,1.142890e-01,1.766433e-04
oat_r1p3,1.3,0,0.01,2725,5.185201e-02,2.074080e-01,4.659695e+00,1.154930e-01,1.793567e-04
oat_r1p3,1.3,0,0.01,2750,5.284195e-02,2.113678e-01,5.049271e+00,1.170240e-01,1.827809e-04
oat_r1p3,1.3,0,0.01,2775,5.411150e-02,2.164460e-01,5.465076e+00,1.189940e-01,1.871723e-04
oat_r1p3,1.3,0,0.01,2800,5.576250e-02,2.230500e-01,5.913112e+00,1.215490e-01,1.928831e-04
oat_r1p3,1.3,0,0.01,2825,5.793604e-02,2.317442e-01,6.402128e+00,1.248800e-01,2.004014e-04
oat_r1p3,1.3,0,0.01,2850,6.082998e-02,2.433199e-01,6.944828e+00,1.292370e-01,2.104116e-04
oat_r1p3,1.3,0,0.01,2875,6.472739e-02,2.589096e-01,7.553895e+00,1.349440e-01,2.238928e-04
oat_r1p3,1.3,0,0.01,2900,7.004317e-02,2.801727e-01,8.252866e+00,1.424240e-01,2.422801e-04
oat_r1p3,1.3,0,0.01,2925,7.740801e-02,3.096320e-01,9.083003e+00,1.522270e-01,2.677551e-04
oat_r1p3,1.3,0,0.01,2950,8.782907e-02,3.513163e-01,1.007556e+01,1.650690e-01,3.038017e-04
oat_r1p3,1.3,0,0.01,2975,1.030178e-01,4.120711e-01,1.130902e+01,1.818910e-01,3.563396e-04
oat_r1p3,1.3,0,0.01,3000,1.261456e-01,5.045822e-01,1.286802e+01,2.039340e-01,4.363388e-04
oat_r1p3,1.3,0,0.01,3025,1.638414e-01,6.553656e-01,1.487720e+01,2.328560e-01,5.667292e-04
oat_r1p3,1.3,0,0.01,3050,2.327300e-01,9.309201e-01,1.756371e+01,2.709020e-01,8.050157e-04
oat_r1p3,1.3,0,0.01,3075,3.898018e-01,1.559207e+00,2.122753e+01,3.211780e-01,1.348329e-03
oat_r1p3,1.3,0,0.01,3100,1.045512e+00,4.182049e+00,2.646152e+01,3.880800e-01,3.616438e-03
oat_r1p3,1.3,0,0.01,3125,3.580950e+00,1.000000e+01,2.933120e+01,4.780410e-01,1.238654e-02
oat_r1p3,1.3,0,0.01,3150,5.806700e+00,1.000000e+01,2.973710e+01,6.008480e-01,2.008544e-02
oat_r1p3,1.3,0,0.01,3175,8.923900e+00,1.000000e+01,3.001750e+01,7.721780e-01,3.086787e-02
oat_r1p3,1.3,0,0.01,3200,1.342860e+01,1.000000e+01,3.017880e+01,1.018850e+00,4.644967e-02
oat_r1p3,1.3,0,0.01,3225,2.024800e+01,1.000000e+01,3.023330e+01,1.390940e+00,7.003805e-02
oat_r1p3,1.3,0,0.01,3250,3.134150e+01,1.000000e+01,3.019760e+01,1.994250e+00,1.084106e-01
oat_r1p3,1.3,0,0.01,3275,5.169810e+01,1.000000e+01,3.008960e+01,3.098080e+00,1.788243e-01
oat_r1p3,1.3,0,0.01,3300,9.889950e+01,1.000000e+01,2.992720e+01,5.651250e+00,3.420944e-01
oat_r1p3,1.3,0,0.01,3325,3.109240e+02,1.000000e+01,2.972640e+01,1.709940e+01,1.075489e+00
oat_r1p3,1.3,0,0.01,3350,1.000000e+03,1.000000e+01,2.980520e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3375,1.000000e+03,1.000000e+01,3.009330e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3400,1.000000e+03,1.000000e+01,3.040380e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3425,1.000000e+03,1.000000e+01,3.073890e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3450,1.000000e+03,1.000000e+01,3.110110e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3475,1.000000e+03,1.000000e+01,3.149270e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3500,1.000000e+03,1.000000e+01,3.191660e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3525,1.000000e+03,1.000000e+01,3.237550e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3550,1.000000e+03,1.000000e+01,3.287260e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3575,1.000000e+03,1.000000e+01,3.341080e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3600,1.000000e+03,1.000000e+01,3.399340e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3625,1.000000e+03,1.000000e+01,3.462380e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3650,1.000000e+03,1.000000e+01,3.530510e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3675,1.000000e+03,1.000000e+01,3.604060e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3700,1.000000e+03,1.000000e+01,3.683300e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3725,1.000000e+03,1.000000e+01,3.768500e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3750,1.000000e+03,1.000000e+01,3.859840e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3775,1.000000e+03,1.000000e+01,3.957420e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3800,1.000000e+03,1.000000e+01,4.061240e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3825,1.000000e+03,1.000000e+01,4.171130e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3850,1.000000e+03,1.000000e+01,4.286770e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3875,1.000000e+03,1.000000e+01,4.407640e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3900,1.000000e+03,1.000000e+01,4.532990e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3925,1.000000e+03,1.000000e+01,4.661870e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3950,1.000000e+03,1.000000e+01,4.793110e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,3975,1.000000e+03,1.000000e+01,4.925350e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,0.01,4000,1.000000e+03,1.000000e+01,5.057150e+01,2.000000e+02,3.459011e+00
oat_r1p3,1.3,0,1,300,0.000000e+00,0.000000e+00,-1.041210e+01,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,325,0.000000e+00,0.000000e+00,-1.035740e+01,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,350,0.000000e+00,0.000000e+00,-1.029680e+01,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,375,0.000000e+00,0.000000e+00,-1.023160e+01,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,400,0.000000e+00,0.000000e+00,-1.016290e+01,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,425,0.000000e+00,0.000000e+00,-1.009190e+01,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,450,0.000000e+00,0.000000e+00,-1.001950e+01,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,475,0.000000e+00,0.000000e+00,-9.946300e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,500,0.000000e+00,0.000000e+00,-9.872490e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,525,0.000000e+00,0.000000e+00,-9.797940e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,550,0.000000e+00,0.000000e+00,-9.722220e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,575,0.000000e+00,0.000000e+00,-9.644570e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,600,0.000000e+00,0.000000e+00,-9.563870e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,625,0.000000e+00,0.000000e+00,-9.478560e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,650,0.000000e+00,0.000000e+00,-9.386510e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,675,0.000000e+00,0.000000e+00,-9.284880e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,700,0.000000e+00,0.000000e+00,-9.169880e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,725,0.000000e+00,0.000000e+00,-9.036600e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,750,0.000000e+00,0.000000e+00,-8.878820e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,775,0.000000e+00,0.000000e+00,-8.688920e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,800,0.000000e+00,0.000000e+00,-8.458060e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,825,0.000000e+00,0.000000e+00,-8.176670e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,850,0.000000e+00,0.000000e+00,-7.835630e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,875,0.000000e+00,0.000000e+00,-7.428250e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,900,0.000000e+00,0.000000e+00,-6.953250e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,925,0.000000e+00,0.000000e+00,-6.418270e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,950,0.000000e+00,0.000000e+00,-5.842680e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,975,0.000000e+00,0.000000e+00,-5.257400e+00,0.000000e+00,0.000000e+00
oat_r1p3,1.3,0,1,1000,9.506694e-04,3.802678e-03,-4.695031e+00,1.173860e-03,3.288376e-06
oat_r1p3,1.3,0,1,1025,1.010334e-02,4.041337e-02,-4.155049e+00,2.496400e-02,3.494757e-05
oat_r1p3,1.3,0,1,1050,1.871313e-02,7.485251e-02,-3.700820e+00,4.543910e-02,6.472891e-05
oat_r1p3,1.3,0,1,1075,2.581802e-02,1.032721e-01,-3.339949e+00,6.190050e-02,8.930482e-05
oat_r1p3,1.3,0,1,1100,3.132188e-02,1.252875e-01,-3.062384e+00,7.443740e-02,1.083427e-04
oat_r1p3,1.3,0,1,1125,3.539948e-02,1.415979e-01,-2.850445e+00,8.362660e-02,1.224472e-04
oat_r1p3,1.3,0,1,1150,3.833976e-02,1.533591e-01,-2.687609e+00,9.020360e-02,1.326177e-04
oat_r1p3,1.3,0,1,1175,4.042936e-02,1.617175e-01,-2.560089e+00,9.485320e-02,1.398456e-04
oat_r1p3,1.3,0,1,1200,4.190507e-02,1.676203e-01,-2.456982e+00,9.812710e-02,1.449501e-04
oat_r1p3,1.3,0,1,1225,4.294725e-02,1.717890e-01,-2.370832e+00,1.004360e-01,1.485550e-04
oat_r1p3,1.3,0,1,1250,4.368608e-02,1.747443e-01,-2.296430e+00,1.020720e-01,1.511106e-04
oat_r1p3,1.3,0,1,1275,4.421302e-02,1.768521e-01,-2.230183e+00,1.032400e-01,1.529333e-04
oat_r1p3,1.3,0,1,1300,4.459154e-02,1.783662e-01,-2.169632e+00,1.040820e-01,1.542426e-04
oat_r1p3,1.3,0,1,1325,4.486562e-02,1.794625e-01,-2.113080e+00,1.046930e-01,1.551906e-04
oat_r1p3,1.3,0,1,1350,4.506569e-02,1.802627e-01,-2.059356e+00,1.051400e-01,1.558827e-04
oat_r1p3,1.3,0,1,1375,4.521287e-02,1.808515e-01,-2.007638e+00,1.054720e-01,1.563918e-04
oat_r1p3,1.3,0,1,1400,4.532207e-02,1.812883e-01,-1.957348e+00,1.057190e-01,1.567695e-04
oat_r1p3,1.3,0,1,1425,4.540370e-02,1.816148e-01,-1.908082e+00,1.059060e-01,1.570519e-04
oat_r1p3,1.3,0,1,1450,4.546516e-02,1.818607e-01,-1.859547e+00,1.060470e-01,1.572645e-04
oat_r1p3,1.3,0,1,1475,4.551185e-02,1.820474e-01,-1.811530e+00,1.061560e-01,1.574260e-04
oat_r1p3,1.3,0,1,1500,4.554763e-02,1.821905e-01,-1.763872e+00,1.062400e-01,1.575498e-04
oat_r1p3,1.3,0,1,1525,4.557533e-02,1.823013e-01,-1.716451e+00,1.063060e-01,1.576455e-04
oat_r1p3,1.3,0,1,1550,4.559697e-02,1.823879e-01,-1.669197e+00,1.063570e-01,1.577204e-04
oat_r1p3,1.3,0,1,1575,4.561418e-02,1.824567e-01,-1.622028e+00,1.063990e-01,1.577800e-04
oat_r1p3,1.3,0,1,1600,4.562812e-02,1.825125e-01,-1.574901e+00,1.064320e-01,1.578282e-04
oat_r1p3,1.3,0,1,1625,4.563972e-02,1.825589e-01,-1.527770e+00,1.064600e-01,1.578683e-04
oat_r1p3,1.3,0,1,1650,4.564966e-02,1.825987e-01,-1.480600e+00,1.064830e-01,1.579027e-04
oat_r1p3,1.3,0,1,1675,4.565855e-02,1.826342e-01,-1.433367e+00,1.065040e-01,1.579334e-04
oat_r1p3,1.3,0,1,1700,4.566689e-02,1.826675e-01,-1.386040e+00,1.065220e-01,1.579622e-04
oat_r1p3,1.3,0,1,1725,4.567506e-02,1.827002e-01,-1.338598e+00,1.065390e-01,1.579905e-04
oat_r1p3,1.3,0,1,1750,4.568341e-02,1.827337e-01,-1.291017e+00,1.065560e-01,1.580194e-04
oat_r1p3,1.3,0,1,1775,4.569234e-02,1.827694e-01,-1.243268e+00,1.065720e-01,1.580503e-04
oat_r1p3,1.3,0,1,1800,4.570214e-02,1.828086e-01,-1.195335e+00,1.065900e-01,1.580842e-04
oat_r1p3,1.3,0,1,1825,4.571311e-02,1.828524e-01,-1.147187e+00,1.066080e-01,1.581221e-04
oat_r1p3,1.3,0,1,1850,4.572559e-02,1.829024e-01,-1.098807e+00,1.066290e-01,1.581653e-04
oat_r1p3,1.3,0,1,1875,4.573994e-02,1.829597e-01,-1.050149e+00,1.066520e-01,1.582149e-04
oat_r1p3,1.3,0,1,1900,4.575650e-02,1.830260e-01,-1.001193e+00,1.066770e-01,1.582722e-04
oat_r1p3,1.3,0,1,1925,4.577562e-02,1.831025e-01,-9.519033e-01,1.067070e-01,1.583384e-04
oat_r1p3,1.3,0,1,1950,4.579771e-02,1.831908e-01,-9.022399e-01,1.067400e-01,1.584148e-04
oat_r1p3,1.3,0,1,1975,4.582322e-02,1.832929e-01,-8.521614e-01,1.067780e-01,1.585030e-04
oat_r1p3,1.3,0,1,2000,4.585259e-02,1.834104e-01,-8.016215e-01,1.068210e-01,1.586046e-04
oat_r1p3,1.3,0,1,2025,4.588630e-02,1.835452e-01,-7.505708e-01,1.068710e-01,1.587212e-04
oat_r1p3,1.3,0,1,2050,4.592492e-02,1.836997e-01,-6.989543e-01,1.069270e-01,1.588548e-04
oat_r1p3,1.3,0,1,2075,4.596900e-02,1.838760e-01,-6.467137e-01,1.069920e-01,1.590073e-04
oat_r1p3,1.3,0,1,2100,4.601915e-02,1.840766e-01,-5.937853e-01,1.070650e-01,1.591807e-04
oat_r1p3,1.3,0,1,2125,4.607600e-02,1.843040e-01,-5.400985e-01,1.071470e-01,1.593774e-04
oat_r1p3,1.3,0,1,2150,4.614031e-02,1.845612e-01,-4.855793e-01,1.072400e-01,1.595998e-04
oat_r1p3,1.3,0,1,2175,4.621279e-02,1.848512e-01,-4.301475e-01,1.073440e-01,1.598505e-04
oat_r1p3,1.3,0,1,2200,4.629423e-02,1.851769e-01,-3.737166e-01,1.074610e-01,1.601323e-04
oat_r1p3,1.3,0,1,2225,4.638551e-02,1.855420e-01,-3.161940e-01,1.075920e-01,1.604480e-04
oat_r1p3,1.3,0,1,2250,4.648750e-02,1.859500e-01,-2.574820e-01,1.077380e-01,1.608008e-04
oat_r1p3,1.3,0,1,2275,4.660116e-02,1.864046e-01,-1.974751e-01,1.079010e-01,1.611939e-04
oat_r1p3,1.3,0,1,2300,4.672746e-02,1.869099e-01,-1.360637e-01,1.080800e-01,1.616308e-04
oat_r1p3,1.3,0,1,2325,4.686751e-02,1.874700e-01,-7.312808e-02,1.082790e-01,1.621152e-04
oat_r1p3,1.3,0,1,2350,4.702239e-02,1.880896e-01,-8.545349e-03,1.084990e-01,1.626509e-04
oat_r1p3,1.3,0,1,2375,4.719324e-02,1.887729e-01,5.781603e-02,1.087400e-01,1.632419e-04
oat_r1p3,1.3,0,1,2400,4.738132e-02,1.895253e-01,1.260943e-01,1.090040e-01,1.638925e-04
oat_r1p3,1.3,0,1,2425,4.758795e-02,1.903518e-01,1.964352e-01,1.092940e-01,1.646072e-04
oat_r1p3,1.3,0,1,2450,4.781441e-02,1.912576e-01,2.689890e-01,1.096100e-01,1.653905e-04
oat_r1p3,1.3,0,1,2475,4.806214e-02,1.922486e-01,3.439158e-01,1.099540e-01,1.662475e-04
oat_r1p3,1.3,0,1,2500,4.833264e-02,1.933306e-01,4.213821e-01,1.103280e-01,1.671831e-04
oat_r1p3,1.3,0,1,2525,4.862741e-02,1.945097e-01,5.015616e-01,1.107340e-01,1.682027e-04
oat_r1p3,1.3,0,1,2550,4.894813e-02,1.957925e-01,5.846354e-01,1.111730e-01,1.693121e-04
oat_r1p3,1.3,0,1,2575,4.929648e-02,1.971859e-01,6.707916e-01,1.116470e-01,1.705171e-04
oat_r1p3,1.3,0,1,2600,4.967424e-02,1.986970e-01,7.602277e-01,1.121570e-01,1.718237e-04
oat_r1p3,1.3,0,1,2625,5.008337e-02,2.003335e-01,8.530990e-01,1.127060e-01,1.732389e-04
oat_r1p3,1.3,0,1,2650,5.052585e-02,2.021034e-01,9.494420e-01,1.132960e-01,1.747695e-04
oat_r1p3,1.3,0,1,2675,5.100379e-02,2.040152e-01,1.049673e+00,1.139280e-01,1.764226e-04
oat_r1p3,1.3,0,1,2700,5.151956e-02,2.060782e-01,1.154008e+00,1.146040e-01,1.782067e-04
oat_r1p3,1.3,0,1,2725,5.207559e-02,2.083024e-01,1.262701e+00,1.153270e-01,1.801300e-04
oat_r1p3,1.3,0,1,2750,5.267456e-02,2.106982e-01,1.376008e+00,1.160980e-01,1.822019e-04
oat_r1p3,1.3,0,1,2775,5.331948e-02,2.132779e-01,1.494186e+00,1.169210e-01,1.844326e-04
oat_r1p3,1.3,0,1,2800,5.401360e-02,2.160544e-01,1.617529e+00,1.177970e-01,1.868336e-04
oat_r1p3,1.3,0,1,2825,5.476057e-02,2.190423e-01,1.746347e+00,1.187290e-01,1.894174e-04
oat_r1p3,1.3,0,1,2850,5.556453e-02,2.222581e-01,1.880966e+00,1.197210e-01,1.921983e-04
oat_r1p3,1.3,0,1,2875,5.643023e-02,2.257209e-01,2.021745e+00,1.207780e-01,1.951928e-04
oat_r1p3,1.3,0,1,2900,5.736311e-02,2.294525e-01,2.169101e+00,1.219020e-01,1.984196e-04
oat_r1p3,1.3,0,1,2925,5.836956e-02,2.334783e-01,2.323475e+00,1.231010e-01,2.019009e-04
oat_r1p3,1.3,0,1,2950,5.945711e-02,2.378285e-01,2.485373e+00,1.243790e-01,2.056628e-04
oat_r1p3,1.3,0,1,2975,6.063473e-02,2.425389e-01,2.655372e+00,1.257460e-01,2.097362e-04
oat_r1p3,1.3,0,1,3000,6.191318e-02,2.476527e-01,2.834147e+00,1.272100e-01,2.141583e-04
oat_r1p3,1.3,0,1,3025,6.330560e-02,2.532224e-01,3.021563e+00,1.287840e-01,2.189748e-04
oat_r1p3,1.3,0,1,3050,6.482790e-02,2.593116e-01,3.218565e+00,1.304820e-01,2.242404e-04
oat_r1p3,1.3,0,1,3075,6.649962e-02,2.659985e-01,3.426827e+00,1.323200e-01,2.300229e-04
oat_r1p3,1.3,0,1,3100,6.834497e-02,2.733799e-01,3.647618e+00,1.343220e-01,2.364060e-04
oat_r1p3,1.3,0,1,3125,7.039411e-02,2.815765e-01,3.882474e+00,1.365120e-01,2.434940e-04
oat_r1p3,1.3,0,1,3150,7.268482e-02,2.907393e-01,4.133282e+00,1.389220e-01,2.514176e-04
oat_r1p3,1.3,0,1,3175,7.526477e-02,3.010591e-01,4.402333e+00,1.415930e-01,2.603416e-04
oat_r1p3,1.3,0,1,3200,7.819458e-02,3.127783e-01,4.692500e+00,1.445710e-01,2.704759e-04
oat_r1p3,1.3,0,1,3225,8.155225e-02,3.262090e-01,5.004714e+00,1.479150e-01,2.820901e-04
oat_r1p3,1.3,0,1,3250,8.543863e-02,3.417545e-01,5.341775e+00,1.516950e-01,2.955331e-04
oat_r1p3,1.3,0,1,3275,8.998534e-02,3.599413e-01,5.711984e+00,1.559960e-01,3.112602e-04
oat_r1p3,1.3,0,1,3300,9.536742e-02,3.814697e-01,6.122232e+00,1.609220e-01,3.298769e-04
oat_r1p3,1.3,0,1,3325,1.018220e-01,4.072878e-01,6.577715e+00,1.665980e-01,3.522032e-04
oat_r1p3,1.3,0,1,3350,1.096754e-01,4.387017e-01,7.080851e+00,1.731770e-01,3.793684e-04
oat_r1p3,1.3,0,1,3375,1.193872e-01,4.775487e-01,7.655490e+00,1.808440e-01,4.129615e-04
oat_r1p3,1.3,0,1,3400,1.316282e-01,5.265126e-01,8.307601e+00,1.898210e-01,4.553032e-04
oat_r1p3,1.3,0,1,3425,1.474101e-01,5.896403e-01,9.059290e+00,2.003820e-01,5.098931e-04
oat_r1p3,1.3,0,1,3450,1.683352e-01,6.733407e-01,9.925995e+00,2.128580e-01,5.822732e-04
oat_r1p3,1.3,0,1,3475,1.971004e-01,7.884017e-01,1.094587e+01,2.276540e-01,6.817725e-04
oat_r1p3,1.3,0,1,3500,2.386157e-01,9.544630e-01,1.214832e+01,2.452690e-01,8.253744e-04
oat_r1p3,1.3,0,1,3525,3.028751e-01,1.211500e+00,1.359013e+01,2.663200e-01,1.047648e-03
oat_r1p3,1.3,0,1,3550,4.138352e-01,1.655341e+00,1.531343e+01,2.915730e-01,1.431460e-03
oat_r1p3,1.3,0,1,3575,6.469232e-01,2.587693e+00,1.745956e+01,3.219930e-01,2.237714e-03
oat_r1p3,1.3,0,1,3600,1.427882e+00,5.711529e+00,2.013536e+01,3.588050e-01,4.939060e-03
oat_r1p3,1.3,0,1,3625,3.016710e+00,1.000000e+01,2.179740e+01,4.035830e-01,1.043483e-02
oat_r1p3,1.3,0,1,3650,3.972150e+00,1.000000e+01,2.260680e+01,4.583850e-01,1.373971e-02
oat_r1p3,1.3,0,1,3675,5.143490e+00,1.000000e+01,2.342210e+01,5.259470e-01,1.779139e-02
oat_r1p3,1.3,0,1,3700,6.595340e+00,1.000000e+01,2.423480e+01,6.099860e-01,2.281335e-02
oat_r1p3,1.3,0,1,3725,8.418350e+00,1.000000e+01,2.503530e+01,7.156790e-01,2.911916e-02
oat_r1p3,1.3,0,1,3750,1.074360e+01,1.000000e+01,2.581240e+01,8.504600e-01,3.716223e-02
oat_r1p3,1.3,0,1,3775,1.376770e+01,1.000000e+01,2.655450e+01,1.025400e+00,4.762262e-02
oat_r1p3,1.3,0,1,3800,1.779890e+01,1.000000e+01,2.724940e+01,1.257730e+00,6.156659e-02
oat_r1p3,1.3,0,1,3825,2.334850e+01,1.000000e+01,2.788490e+01,1.575840e+00,8.076271e-02
oat_r1p3,1.3,0,1,3850,3.132830e+01,1.000000e+01,2.844910e+01,2.030020e+00,1.083649e-01
oat_r1p3,1.3,0,1,3875,4.353240e+01,1.000000e+01,2.893030e+01,2.718650e+00,1.505790e-01
oat_r1p3,1.3,0,1,3900,6.402780e+01,1.000000e+01,2.931710e+01,3.863450e+00,2.214728e-01
oat_r1p3,1.3,0,1,3925,1.043560e+02,1.000000e+01,2.959770e+01,6.090670e+00,3.609685e-01
oat_r1p3,1.3,0,1,3950,2.148920e+02,1.000000e+01,2.975900e+01,1.212420e+01,7.433137e-01
oat_r1p3,1.3,0,1,3975,1.000000e+03,1.000000e+01,2.980420e+01,8.055000e+01,3.459011e+00
oat_r1p3,1.3,0,1,4000,1.000000e+03,1.000000e+01,2.998810e+01,2.000000e+02,3.459011e+00
oat_r2p5,2.5,0,0.01,300,7.112843e-04,2.845137e-03,-9.702864e+00,8.292510e-04,2.460340e-06
oat_r2p5,2.5,0,0.01,325,1.047356e-03,4.189423e-03,-9.676589e+00,1.324880e-03,3.622815e-06
oat_r2p5,2.5,0,0.01,350,1.411341e-03,5.645363e-03,-9.648268e+00,1.966390e-03,4.881843e-06
oat_r2p5,2.5,0,0.01,375,1.778782e-03,7.115129e-03,-9.617279e+00,2.761040e-03,6.152827e-06
oat_r2p5,2.5,0,0.01,400,2.133833e-03,8.535331e-03,-9.582953e+00,3.722450e-03,7.380951e-06
oat_r2p5,2.5,0,0.01,425,2.469069e-03,9.876278e-03,-9.544403e+00,4.877790e-03,8.540538e-06
oat_r2p5,2.5,0,0.01,450,2.782243e-03,1.112897e-02,-9.500350e+00,6.272650e-03,9.623808e-06
oat_r2p5,2.5,0,0.01,475,3.072826e-03,1.229130e-02,-9.449019e+00,7.972360e-03,1.062894e-05
oat_r2p5,2.5,0,0.01,500,3.339940e-03,1.335976e-02,-9.388134e+00,1.005970e-02,1.155289e-05
oat_r2p5,2.5,0,0.01,525,3.582091e-03,1.432836e-02,-9.315043e+00,1.263160e-02,1.239049e-05
oat_r2p5,2.5,0,0.01,550,4.481954e-03,1.792782e-02,-9.232435e+00,1.579870e-02,1.550313e-05
oat_r2p5,2.5,0,0.01,575,5.965640e-03,2.386256e-02,-9.133638e+00,1.969660e-02,2.063521e-05
oat_r2p5,2.5,0,0.01,600,7.241729e-03,2.896692e-02,-9.007648e+00,2.451820e-02,2.504922e-05
