P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,C,C2,C3,CN,CO,CO2,Si,Si2,Si3,SiO,SiO2,SiN,Si2N,SiC,SiC2,Si2C,C(gr),Si(cr),Si(L),SiC(b),SiC(L),SiO2(a-qz),SiO2(b-qz),SiO2(b-crt),SiO2(L)
10,9.000000e+02,0.000000e+00,6.504900e-01,1.610150e-25,8.817460e-33,1.173330e-25,1.000000e+00,2.679980e-41,3.460530e-35,6.778080e-40,7.515720e-39,2.317180e-21,2.109700e-10,2.484740e-18,6.767960e-24,9.153430e-33,2.877040e-38,5.024800e-15,2.908850e-26,3.231530e-23,1.235450e-25,9.953690e-38,1.344690e-30,2.594510e-30,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,9.250000e+02,0.000000e+00,6.791980e-01,8.989170e-25,9.869640e-32,7.343360e-25,1.000000e+00,5.424260e-40,4.653410e-34,1.380430e-38,1.553790e-37,1.128650e-20,6.345030e-10,1.210080e-17,4.448680e-23,1.231140e-31,5.942570e-37,2.028200e-14,2.378430e-25,1.799200e-22,8.674560e-25,1.818760e-36,1.695500e-29,3.165230e-29,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,9.500000e+02,0.000000e+00,7.080450e-01,4.586050e-24,9.728450e-31,4.171700e-24,1.000000e+00,9.365090e-39,5.457430e-33,2.397860e-37,2.735910e-36,5.056090e-20,1.799390e-09,5.417390e-17,2.647150e-22,1.442470e-30,1.045100e-35,7.599380e-14,1.739610e-24,9.152260e-22,5.493240e-24,2.849550e-35,1.869150e-28,3.380080e-28,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,9.750000e+02,0.000000e+00,7.370260e-01,2.152910e-23,8.527370e-30,2.167270e-23,1.000000e+00,1.396260e-37,5.641030e-32,3.596180e-36,4.153950e-35,2.096630e-19,4.833550e-09,2.244040e-16,1.436900e-21,1.487980e-29,1.584450e-34,2.658360e-13,1.147980e-23,4.283210e-21,3.162420e-23,3.873670e-34,1.820310e-27,3.192120e-27,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,1.000000e+03,0.000000e+00,7.661400e-01,9.358050e-23,6.705570e-29,1.036600e-22,1.000000e+00,1.817540e-36,5.187860e-31,4.708090e-35,5.499160e-34,8.094610e-19,1.234880e-08,8.651200e-16,7.164260e-21,1.364390e-28,2.094010e-33,8.726980e-13,6.888100e-23,1.855740e-20,1.666960e-22,4.617910e-33,1.580680e-26,2.690720e-26,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,1.025000e+03,0.000000e+00,7.953820e-01,3.787530e-22,4.768190e-28,4.592310e-22,1.000000e+00,2.086340e-35,4.281400e-30,5.434350e-34,6.411530e-33,2.924880e-18,3.011630e-08,3.120430e-15,3.301500e-20,1.121700e-27,2.436820e-32,2.701180e-12,3.784200e-22,7.485540e-20,8.097460e-22,4.874400e-32,1.234200e-25,2.041340e-25,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,1.050000e+03,0.000000e+00,8.247510e-01,1.434650e-21,3.088070e-27,1.894770e-21,1.000000e+00,2.130970e-34,3.195260e-29,5.580260e-33,6.643520e-32,9.938380e-18,7.034620e-08,1.058070e-14,1.414140e-19,8.333110e-27,2.519810e-31,7.916180e-12,1.915580e-21,2.825540e-19,3.646080e-21,4.595440e-31,8.730950e-25,1.404400e-24,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,1.075000e+03,0.000000e+00,8.542400e-01,5.109270e-21,1.833440e-26,7.317200e-21,1.000000e+00,1.952540e-33,2.171660e-28,5.139310e-32,6.168510e-31,3.189190e-17,1.578530e-07,3.387360e-14,5.658900e-19,5.633880e-26,2.334520e-30,2.205010e-11,8.985860e-21,1.002680e-18,1.529880e-20,3.900240e-30,5.634680e-24,8.822060e-24,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,1.100000e+03,0.000000e+00,8.838480e-01,1.717970e-20,1.003840e-25,2.656780e-20,1.000000e+00,1.616870e-32,1.352730e-27,4.276790e-31,5.170820e-30,9.702830e-17,3.412170e-07,1.027910e-13,2.125420e-18,3.488790e-25,1.952410e-29,5.857990e-11,3.926570e-20,3.359180e-18,6.010830e-20,3.001430e-29,3.338310e-23,5.091510e-23,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,1.125000e+03,0.000000e+00,9.135690e-01,5.474870e-20,5.095910e-25,9.107020e-20,9.999990e-01,1.218240e-31,7.767570e-27,3.237640e-30,3.940010e-29,2.808750e-16,7.122950e-07,2.967250e-13,7.524350e-18,1.990480e-24,1.484090e-28,1.489040e-10,1.605900e-19,1.066540e-17,2.221060e-19,2.108050e-28,1.826040e-22,2.715080e-22,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,1.150000e+03,0.000000e+00,9.434000e-01,1.659400e-19,2.410360e-24,2.958260e-19,9.999990e-01,8.403390e-31,4.133480e-26,2.243440e-29,2.745980e-28,7.761280e-16,1.439230e-06,8.174790e-13,2.520460e-17,1.051920e-23,1.031740e-27,3.631920e-10,6.173770e-19,3.220390e-17,7.749570e-19,1.359370e-27,9.270150e-22,1.344690e-21,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,1.175000e+03,0.000000e+00,9.733360e-01,4.798800e-19,1.067080e-23,9.137550e-19,9.999970e-01,5.336860e-30,2.048380e-25,1.430960e-28,1.760500e-27,2.053290e-15,2.820670e-06,2.155860e-12,8.017000e-17,5.174650e-23,6.597610e-27,8.522950e-10,2.239910e-18,9.277300e-17,2.562560e-18,8.092270e-27,4.388580e-21,6.214710e-21,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,1.200000e+03,0.000000e+00,1.003370e+00,1.327970e-18,4.439870e-23,2.692290e-18,9.999950e-01,3.136710e-29,9.495080e-25,8.445270e-28,1.043720e-26,5.214880e-15,5.372200e-06,5.457250e-12,2.429250e-16,2.380140e-22,3.901050e-26,1.928940e-09,7.697160e-18,2.557340e-16,8.057710e-18,4.469470e-26,1.945910e-20,2.691910e-20,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
10,1.225000e+03,0.000000e+00,1.033500e+00,3.526070e-18,1.738750e-22,7.571190e-18,9.999900e-01,1.706350e-28,4.133870e-24,4.633830e-27,5.749370e-26,1.274680e-14,9.937810e-06,1.323180e-11,7.033190e-16,1.027870e-21,2.143100e-25,4.210020e-09,2.502000e-17,6.763590e-16,2.416730e-17,2.300850e-25,8.113770e-20,1.097160e-19,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.250000e+03,0.000000e+00,1.063710e+00,9.005530e-18,6.447050e-22,2.042470e-17,9.999820e-01,8.670730e-28,1.696750e-23,2.374140e-26,2.955730e-25,3.005540e-14,1.792720e-05,3.094930e-11,1.950930e-15,4.183490e-21,1.098730e-24,8.900590e-09,7.753880e-17,1.720540e-15,6.933580e-17,1.108680e-24,3.193240e-19,4.223230e-19,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.275000e+03,0.000000e+00,1.094000e+00,2.217350e-17,2.270590e-21,5.298560e-17,9.999680e-01,4.132180e-27,6.588440e-23,1.140410e-25,1.423920e-24,6.850550e-14,3.158380e-05,6.998260e-11,5.197960e-15,1.610360e-20,5.278350e-24,1.826170e-08,2.297460e-16,4.219300e-15,1.907810e-16,5.020000e-24,1.190220e-18,1.540440e-18,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.300000e+03,0.000000e+00,1.124340e+00,5.274510e-17,7.618270e-21,1.324810e-16,9.999460e-01,1.853740e-26,2.427960e-22,5.154910e-25,6.452260e-24,1.512370e-13,5.441780e-05,1.532810e-10,1.333330e-14,5.881550e-20,2.385050e-23,3.642540e-08,6.525310e-16,9.995880e-15,5.046700e-16,2.143590e-23,4.214740e-18,5.341080e-18,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.325000e+03,0.000000e+00,1.154710e+00,1.214490e-16,2.441790e-20,3.199240e-16,9.999080e-01,7.855180e-26,8.516890e-22,2.200310e-24,2.759640e-23,3.239730e-13,9.181060e-05,3.257870e-10,3.299850e-14,2.044300e-19,1.017190e-22,7.074700e-08,1.780840e-15,2.292190e-14,1.286310e-15,8.660920e-23,1.422090e-17,1.765410e-17,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.350000e+03,0.000000e+00,1.185070e+00,2.711770e-16,7.495440e-20,7.476150e-16,9.998480e-01,3.154120e-25,2.851590e-21,8.896700e-24,1.117640e-22,6.745290e-13,1.518560e-04,6.730610e-10,7.895220e-14,6.780780e-19,4.107790e-22,1.339980e-07,4.680410e-15,5.096940e-14,3.165510e-15,3.321310e-22,4.584230e-17,5.577650e-17,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.375000e+03,0.000000e+00,1.215390e+00,5.881400e-16,2.208750e-19,1.693640e-15,9.997530e-01,1.203630e-24,9.136170e-21,3.417770e-23,4.298930e-22,1.367120e-12,2.465060e-04,1.353710e-09,1.829580e-13,2.151850e-18,1.575490e-21,2.478410e-07,1.187060e-14,1.100840e-13,7.535860e-15,1.212330e-21,1.415360e-16,1.688590e-16,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.400000e+03,0.000000e+00,1.245570e+00,1.240940e-15,6.261880e-19,3.725610e-15,9.996060e-01,4.377120e-24,2.807600e-20,1.250880e-22,1.574800e-21,2.701150e-12,3.931160e-04,2.654470e-09,4.113420e-13,6.548960e-18,5.754760e-21,4.482170e-07,2.910900e-14,2.312950e-13,1.738530e-14,4.223230e-21,4.195060e-16,4.909740e-16,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.425000e+03,0.000000e+00,1.275540e+00,2.550820e-15,1.711420e-18,7.970280e-15,9.993830e-01,1.520780e-23,8.293820e-20,4.372800e-22,5.508260e-21,5.209600e-12,6.164800e-04,5.081490e-09,8.986880e-13,1.915680e-17,2.007080e-20,7.935270e-07,6.913790e-14,4.734300e-13,3.893200e-14,1.407530e-20,1.196230e-15,1.373990e-15,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.450000e+03,0.000000e+00,1.305140e+00,5.115040e-15,4.517780e-18,1.660610e-14,9.990470e-01,5.060050e-23,2.359970e-19,1.463530e-21,1.844040e-20,9.819940e-12,9.514860e-04,9.508400e-09,1.910800e-12,5.397100e-17,6.699930e-20,1.376810e-06,1.593160e-13,9.453030e-13,8.475540e-14,4.498330e-20,3.288270e-15,3.708200e-15,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.475000e+03,0.000000e+00,1.334180e+00,1.001820e-14,1.153920e-17,3.374050e-14,9.985510e-01,1.615890e-22,6.480650e-19,4.700100e-21,5.921920e-20,1.811160e-11,1.446520e-03,1.741140e-08,3.959370e-12,1.467290e-16,2.145440e-19,2.343550e-06,3.567220e-13,1.843510e-12,1.796300e-13,1.381530e-19,8.729850e-15,9.669450e-15,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.500000e+03,0.000000e+00,1.362390e+00,1.918660e-14,2.856440e-17,6.693540e-14,9.978280e-01,4.962810e-22,1.720530e-18,1.451350e-20,1.828090e-19,3.271960e-11,2.167770e-03,3.123500e-08,8.005720e-12,3.856290e-16,6.604080e-19,3.917230e-06,7.772360e-13,3.515400e-12,3.711130e-13,4.085530e-19,2.242290e-14,2.440340e-14,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.525000e+03,0.000000e+00,1.389440e+00,3.596880e-14,6.863430e-17,1.297980e-13,9.967890e-01,1.468720e-21,4.423440e-18,4.317550e-20,5.435250e-19,5.795360e-11,3.204650e-03,5.495050e-08,1.581480e-11,9.814030e-16,1.957960e-18,6.435470e-06,1.650100e-12,6.561660e-12,7.483020e-13,1.165540e-18,5.581250e-14,5.970480e-14,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.550000e+03,0.000000e+00,1.414830e+00,6.606830e-14,1.603060e-16,2.462880e-13,9.953130e-01,4.195940e-21,1.103020e-17,1.239620e-19,1.559270e-18,1.007310e-10,4.676420e-03,9.489330e-08,3.055660e-11,2.422310e-15,5.601260e-18,1.040030e-05,3.417860e-12,1.200000e-11,1.474260e-12,3.213330e-18,1.348300e-13,1.418200e-13,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.575000e+03,0.000000e+00,1.437950e+00,1.190090e-13,3.644480e-16,4.577040e-13,9.932430e-01,1.159110e-20,2.671580e-17,3.440780e-19,4.323580e-18,1.719510e-10,6.740330e-03,1.609980e-07,5.780780e-11,5.807040e-15,1.548820e-17,1.654680e-05,6.915000e-12,2.152080e-11,2.840780e-12,8.575170e-18,3.165760e-13,3.275280e-13,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.600000e+03,0.000000e+00,1.457990e+00,2.103940e-13,8.075110e-16,8.338130e-13,9.903720e-01,3.101090e-20,6.293650e-17,9.247770e-19,1.160600e-17,2.884870e-10,9.601460e-03,2.685870e-07,1.071860e-10,1.354000e-14,4.146140e-17,2.593620e-05,1.368060e-11,3.787830e-11,5.358840e-12,2.218480e-17,7.234140e-13,7.364100e-13,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.625000e+03,0.000000e+00,1.473900e+00,3.653060e-13,1.745840e-15,1.490130e-12,9.864350e-01,8.047100e-20,1.443930e-16,2.410310e-18,3.020560e-17,4.759970e-10,1.352440e-02,4.409310e-07,1.949680e-10,3.074550e-14,1.076150e-16,4.007990e-05,2.649380e-11,6.547630e-11,9.904490e-12,5.572060e-17,1.610870e-12,1.613950e-12,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.650000e+03,0.000000e+00,1.484340e+00,6.233290e-13,3.687120e-15,2.614230e-12,9.810910e-01,2.028170e-19,3.230110e-16,6.100600e-18,7.632620e-17,7.728230e-10,1.884740e-02,7.128460e-07,3.482120e-10,6.807230e-14,2.712030e-16,6.110210e-05,5.027280e-11,1.112260e-10,1.794890e-11,1.360540e-16,3.499520e-12,3.452000e-12,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.675000e+03,0.000000e+00,1.487610e+00,1.045770e-12,7.614670e-15,4.504760e-12,9.739090e-01,4.971370e-19,7.053600e-16,1.501440e-17,1.875060e-16,1.235250e-09,2.599800e-02,1.135690e-06,6.111310e-10,1.471230e-13,6.644980e-16,9.195180e-05,9.355520e-11,1.857710e-10,3.191230e-11,3.233680e-16,7.425340e-12,7.213350e-12,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.700000e+03,0.000000e+00,1.481590e+00,1.725790e-12,1.539310e-14,7.627840e-12,9.643490e-01,1.186560e-18,1.505180e-15,3.597640e-17,4.483890e-16,1.944370e-09,3.551280e-02,1.784200e-06,1.054810e-09,3.107240e-13,1.584930e-15,1.366750e-04,1.708930e-10,3.051940e-10,5.569440e-11,7.490110e-16,1.540410e-11,1.474140e-11,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.725000e+03,0.000000e+00,1.463650e+00,2.802150e-12,3.048690e-14,1.269610e-11,9.517380e-01,2.760890e-18,3.141830e-15,8.402470e-17,1.044970e-15,3.014730e-09,4.805860e-02,2.765740e-06,1.791740e-09,6.419410e-13,3.684310e-15,2.007610e-04,3.066570e-10,4.933070e-10,9.544550e-11,1.692680e-15,3.127490e-11,2.949170e-11,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.750000e+03,0.000000e+00,1.430520e+00,4.477070e-12,5.921010e-14,2.077540e-11,9.352470e-01,6.269430e-18,6.421060e-15,1.914940e-16,2.375970e-15,4.604650e-09,6.445750e-02,4.232690e-06,2.997380e-09,1.298540e-12,8.356290e-15,2.915750e-04,5.409860e-10,7.846050e-10,1.606500e-10,3.736090e-15,6.220120e-11,5.781210e-11,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.775000e+03,0.000000e+00,1.378210e+00,7.038190e-12,1.128580e-13,3.342090e-11,9.138600e-01,1.390830e-17,1.286020e-14,4.262960e-16,5.276230e-15,6.927350e-09,8.571520e-02,6.398710e-06,4.941420e-09,2.574200e-12,1.851140e-14,4.189040e-04,9.389430e-10,1.227850e-09,2.655750e-10,8.062170e-15,1.212900e-10,1.111410e-10,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.800000e+03,0.000000e+00,1.301890e+00,1.088300e-11,2.112800e-13,5.283800e-11,8.863430e-01,3.017240e-17,2.526220e-14,9.279010e-16,1.145460e-14,1.026120e-08,1.130520e-01,9.560100e-06,8.032900e-09,5.005260e-12,4.009240e-14,5.956180e-04,1.604380e-09,1.889940e-09,4.310860e-10,1.702510e-14,2.320770e-10,2.097100e-10,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.825000e+03,0.000000e+00,1.195730e+00,1.654060e-11,3.887760e-13,8.204480e-11,8.512070e-01,6.406730e-17,4.871060e-14,1.976650e-15,2.433400e-14,1.495440e-08,1.479400e-01,1.412330e-05,1.288410e-08,9.553370e-12,8.497460e-14,8.384900e-04,2.700650e-09,2.859350e-09,6.866650e-10,3.521410e-14,4.360760e-10,3.886780e-10,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.850000e+03,0.000000e+00,1.215050e+00,2.530480e-11,6.488980e-13,1.181670e-10,8.480310e-01,1.133360e-16,7.846420e-14,2.983010e-15,3.114070e-14,1.867410e-08,1.506870e-01,1.492770e-05,2.398820e-08,2.476750e-11,2.868040e-13,1.267830e-03,4.481140e-09,5.120220e-09,1.519890e-09,7.140050e-14,6.848180e-10,8.326590e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.875000e+03,0.000000e+00,1.244000e+00,3.833220e-11,1.062240e-12,1.678040e-10,8.473080e-01,1.951910e-16,1.233720e-13,4.351310e-15,3.824380e-14,2.294800e-08,1.507710e-01,1.539590e-05,4.442560e-08,6.402230e-11,9.692600e-13,1.906250e-03,7.333630e-09,9.142890e-09,3.373420e-09,1.420340e-13,1.050190e-09,1.767090e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.900000e+03,0.000000e+00,1.271620e+00,5.742700e-11,1.716660e-12,2.360700e-10,8.462570e-01,3.314360e-16,1.917380e-13,6.287500e-15,4.674380e-14,2.804830e-08,1.508930e-01,1.587300e-05,8.091350e-08,1.612460e-10,3.167610e-12,2.834220e-03,1.184390e-08,1.606860e-08,7.323540e-09,2.774060e-13,1.592500e-09,3.673620e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.925000e+03,0.000000e+00,1.297380e+00,8.511550e-11,2.740310e-12,3.291160e-10,8.447450e-01,5.552160e-16,2.946950e-13,9.004370e-15,5.688430e-14,3.410460e-08,1.510700e-01,1.636160e-05,1.450150e-07,3.960370e-10,1.002160e-11,4.168670e-03,1.888610e-08,2.780830e-08,1.556100e-08,5.323370e-13,2.389120e-09,7.486760e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.950000e+03,0.000000e+00,1.320510e+00,1.248440e-10,4.323060e-12,4.548310e-10,8.425940e-01,9.181580e-16,4.481690e-13,1.278740e-14,6.895590e-14,4.126140e-08,1.513210e-01,1.686540e-05,2.558780e-07,9.493010e-10,3.072330e-11,6.067820e-03,2.974920e-08,4.740590e-08,3.237760e-08,1.004390e-12,3.547860e-09,1.496750e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,1.975000e+03,0.000000e+00,1.340030e+00,1.812590e-10,6.743510e-12,6.232280e-10,8.395630e-01,1.499810e-15,6.747570e-13,1.801870e-14,8.331070e-14,4.967870e-08,1.516750e-01,1.738950e-05,4.447170e-07,2.222200e-09,9.134280e-11,8.743420e-03,4.631200e-08,7.962930e-08,6.599340e-08,1.864390e-12,5.217860e-09,2.937100e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
10,2.000000e+03,0.000000e+00,1.354660e+00,2.605390e-10,1.040240e-11,8.465580e-10,8.353460e-01,2.419670e-15,1.006690e-12,2.522800e-14,1.004990e-13,5.955570e-08,1.521680e-01,1.793390e-05,7.613260e-07,5.079010e-09,2.632290e-10,1.246630e-02,7.120120e-08,1.317660e-07,1.316950e-07,3.406940e-12,7.607060e-09,5.658100e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
10,2.025000e+03,0.000000e+00,1.363040e+00,3.708070e-10,1.585040e-11,1.138250e-09,8.296050e-01,3.845270e-15,1.491520e-12,3.523440e-14,1.217240e-13,7.121440e-08,1.528400e-01,1.847560e-05,1.282150e-06,1.130260e-08,7.320720e-10,1.753470e-02,1.076240e-07,2.144690e-07,2.565030e-07,6.132490e-12,1.101750e-08,1.068810e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
10,2.050000e+03,0.000000e+00,1.362950e+00,5.225310e-10,2.391730e-11,1.518110e-09,8.217870e-01,6.048120e-15,2.191490e-12,4.892930e-14,1.472700e-13,8.477230e-08,1.537550e-01,1.906300e-05,2.128970e-06,2.459550e-08,1.977280e-09,2.443530e-02,1.609830e-07,3.440060e-07,4.894730e-07,1.087910e-11,1.582960e-08,1.984500e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
10,2.075000e+03,0.000000e+00,1.351860e+00,7.289710e-10,3.575870e-11,2.008360e-09,8.112430e-01,9.422110e-15,3.195270e-12,6.762100e-14,1.781740e-13,1.004600e-07,1.549900e-01,1.971170e-05,3.486090e-06,5.234320e-08,5.186670e-09,3.374170e-02,2.383780e-07,5.436040e-07,9.147270e-07,1.903120e-11,2.257670e-08,3.622740e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
10,2.100000e+03,0.000000e+00,1.326750e+00,1.006510e-09,5.300080e-11,2.635080e-09,7.971560e-01,1.454940e-14,4.626310e-12,9.309900e-14,2.158350e-13,1.185120e-07,1.566400e-01,2.044260e-05,5.629610e-06,1.089370e-07,1.321060e-08,4.617430e-02,3.495650e-07,8.458280e-07,1.672870e-06,3.284510e-11,3.198530e-08,6.503470e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
10,2.125000e+03,2.071480e-02,1.284060e+00,1.374760e-09,7.792170e-11,3.427890e-09,7.785150e-01,2.228780e-14,6.656510e-12,1.278370e-13,2.621670e-13,1.391470e-07,1.588240e-01,2.128230e-05,8.965710e-06,2.216700e-07,3.265630e-08,6.262500e-02,5.078270e-07,1.294830e-06,2.990660e-06,5.595240e-11,4.504670e-08,1.148190e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
10,2.150000e+03,6.636730e-02,1.219790e+00,1.856100e-09,1.136990e-10,4.418760e-09,7.540840e-01,3.389920e-14,9.525570e-12,1.752910e-13,3.198410e-13,1.625420e-07,1.616860e-01,2.226500e-05,1.408040e-05,4.408540e-07,7.829270e-08,8.418210e-02,7.310970e-07,1.947930e-06,5.218510e-06,9.412530e-11,6.311640e-08,1.993630e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
10,2.175000e+03,1.302120e-01,1.129680e+00,2.474200e-09,1.647540e-10,5.639160e-09,7.223810e-01,5.123930e-14,1.356850e-11,2.403510e-13,3.926210e-13,1.887600e-07,1.654030e-01,2.343360e-05,2.180210e-05,8.564770e-07,1.818850e-07,1.121530e-01,1.043380e-06,2.875140e-06,8.869950e-06,1.564310e-10,8.805420e-08,3.404150e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
