P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,C,C2,C3,CN,CO,CO2,Si,Si2,Si3,SiO,SiO2,SiN,Si2N,SiC,SiC2,Si2C,C(gr),Si(cr),Si(L),SiC(b),SiC(L),SiO2(a-qz),SiO2(b-qz),SiO2(b-crt),SiO2(L)
0.0316228,1.575000e+03,0.000000e+00,8.175780e-01,1.940630e-12,4.781390e-14,3.096460e-12,8.351780e-01,6.309050e-19,1.454140e-15,3.223550e-18,6.972020e-18,4.826200e-10,1.522080e-01,1.508330e-06,1.062060e-07,6.198380e-11,9.604740e-13,1.261230e-02,2.186710e-09,2.038830e-09,1.563590e-09,2.711710e-15,1.723120e-11,6.017420e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0316228,1.600000e+03,0.000000e+00,8.070340e-01,3.413400e-12,9.441720e-14,5.001780e-12,8.243390e-01,1.340660e-18,2.720870e-15,5.465710e-18,9.377700e-18,6.398590e-10,1.534770e-01,1.587430e-06,2.479320e-07,2.290920e-10,5.131330e-12,2.218220e-02,4.326190e-09,4.495100e-09,4.651730e-09,7.015440e-15,3.127460e-11,1.703390e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0316228,1.625000e+03,0.000000e+00,7.688360e-01,5.872570e-12,1.829400e-13,7.937800e-12,8.061400e-01,2.794140e-18,5.013650e-15,9.189460e-18,1.264480e-17,8.402020e-10,1.556080e-01,1.681080e-06,5.615070e-07,8.064250e-10,2.570660e-11,3.824920e-02,8.378090e-09,9.586200e-09,1.320640e-08,1.762040e-14,5.593300e-11,4.648170e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0316228,1.650000e+03,2.484370e-02,6.881540e-01,9.859600e-12,3.484730e-13,1.235860e-11,7.762360e-01,5.728860e-18,9.123930e-15,1.539220e-17,1.720150e-17,1.091910e-09,1.591100e-01,1.798560e-06,1.232760e-06,2.698000e-09,1.203380e-10,6.465080e-02,1.589770e-08,1.969630e-08,3.558380e-08,4.302420e-14,9.884910e-11,1.222100e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0316228,1.675000e+03,1.180670e-01,5.455270e-01,1.608070e-11,6.540320e-13,1.881430e-11,7.282050e-01,1.159770e-17,1.645530e-14,2.584040e-17,2.380680e-17,1.401260e-09,1.647340e-01,1.954560e-06,2.619630e-06,8.548480e-09,5.233690e-10,1.070560e-01,2.958480e-08,3.872140e-08,9.016450e-08,1.022580e-13,1.732250e-10,3.092020e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0316228,1.700000e+03,2.917687e-01,3.185732e-01,2.525244e-11,1.212470e-12,2.780110e-11,6.529256e-01,2.327990e-17,2.953102e-14,4.379252e-17,3.386321e-17,1.765160e-09,1.735487e-01,2.171826e-06,5.376284e-06,2.552658e-08,2.098633e-09,1.735177e-01,5.404104e-08,7.197802e-08,2.117113e-07,2.368581e-13,3.022229e-10,7.513594e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
0.0316228,1.725000e+03,2.918640e-01,3.475310e-01,4.127160e-11,1.703390e-12,3.303950e-11,6.528880e-01,2.725530e-17,6.421650e-14,1.110030e-16,8.922680e-17,2.869940e-09,1.735550e-01,1.764730e-06,8.766210e-06,4.859230e-08,4.314830e-09,1.735470e-01,4.683720e-08,1.124120e-07,3.365020e-07,5.352720e-13,6.392340e-10,1.442900e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,1.750000e+03,2.918690e-01,3.766780e-01,6.651940e-11,2.370330e-12,3.907660e-11,6.528840e-01,3.177260e-17,1.365720e-13,2.739480e-16,2.286180e-16,4.601590e-09,1.735570e-01,1.442770e-06,1.409240e-05,9.076970e-08,8.684480e-09,1.735430e-01,4.076190e-08,1.733200e-07,5.276200e-07,1.181460e-12,1.322990e-09,2.718080e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,1.775000e+03,2.918780e-01,4.059130e-01,1.057880e-10,3.268640e-12,4.600750e-11,6.528770e-01,3.689300e-17,2.843190e-13,6.589130e-16,5.701630e-16,7.279500e-09,1.735610e-01,1.186650e-06,2.235080e-05,1.665420e-07,1.713020e-08,1.735370e-01,3.562460e-08,2.639740e-07,8.166690e-07,2.549480e-12,2.681530e-09,5.027070e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,1.800000e+03,2.918910e-01,4.352600e-01,1.660960e-10,4.468390e-12,5.393250e-11,6.528680e-01,4.267710e-17,5.799140e-13,1.546280e-15,1.385660e-15,1.136850e-08,1.735660e-01,9.816110e-07,3.499290e-05,3.003590e-07,3.314240e-08,1.735270e-01,3.126060e-08,3.973460e-07,1.248510e-06,5.383800e-12,5.327520e-09,9.135360e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,1.825000e+03,2.919100e-01,4.647550e-01,2.575970e-10,6.057810e-12,6.295890e-11,6.528540e-01,4.918890e-17,1.159860e-12,3.544000e-15,3.285180e-15,1.753650e-08,1.735730e-01,8.164890e-07,5.410930e-05,5.328340e-07,6.294230e-08,1.735130e-01,2.753700e-08,5.913910e-07,1.886130e-06,1.113570e-11,1.038350e-08,1.632330e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,1.850000e+03,2.919400e-01,4.944480e-01,3.948190e-10,8.147090e-12,7.320110e-11,6.528330e-01,5.649650e-17,2.276580e-12,7.941000e-15,7.606050e-15,2.673290e-08,1.735850e-01,6.827410e-07,8.267730e-05,9.303810e-07,1.174230e-07,1.734910e-01,2.434620e-08,8.707100e-07,2.816990e-06,2.257880e-11,1.986940e-08,2.869830e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,1.875000e+03,2.919850e-01,5.244120e-01,5.983210e-10,1.087300e-11,8.478080e-11,6.528020e-01,6.467120e-17,4.388600e-12,1.741160e-14,1.721440e-14,4.029250e-08,1.736010e-01,5.738080e-07,1.248890e-04,1.599970e-06,2.153330e-07,1.734590e-01,2.160040e-08,1.268660e-06,4.161220e-06,4.491500e-11,3.735740e-08,4.967620e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,1.900000e+03,2.920520e-01,5.547540e-01,8.968930e-10,1.440380e-11,9.782690e-11,6.527570e-01,7.378810e-17,8.314930e-12,3.739210e-14,3.812210e-14,6.007340e-08,1.736260e-01,4.846150e-07,1.865820e-04,2.711360e-06,3.884000e-07,1.734110e-01,1.922790e-08,1.830010e-06,6.081960e-06,8.772350e-11,6.906070e-08,8.471170e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,1.925000e+03,2.921510e-01,5.856210e-01,1.330450e-09,1.894580e-11,1.124750e-10,6.526900e-01,8.392510e-17,1.549480e-11,7.871850e-14,8.268530e-14,8.863710e-08,1.736610e-01,4.112140e-07,2.758040e-04,4.530140e-06,6.894470e-07,1.733410e-01,1.716960e-08,2.614290e-06,8.798430e-06,1.683400e-10,1.256180e-07,1.423910e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,1.950000e+03,2.922960e-01,6.172180e-01,1.953810e-09,2.474950e-11,1.288660e-10,6.525950e-01,9.516250e-17,2.841860e-11,1.625930e-13,1.758130e-13,1.294840e-07,1.737130e-01,3.505140e-07,4.035270e-04,7.465930e-06,1.205000e-06,1.732390e-01,1.537670e-08,3.699860e-06,1.260190e-05,3.176150e-10,2.249710e-07,2.360420e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,1.975000e+03,2.925070e-01,6.498310e-01,2.841500e-09,3.211720e-11,1.471460e-10,6.524570e-01,1.075820e-16,5.133340e-11,3.297820e-13,3.668240e-13,1.873580e-07,1.737880e-01,3.000850e-07,5.845630e-04,1.214170e-05,2.074520e-06,1.730940e-01,1.380850e-08,5.188840e-06,1.787500e-05,5.895730e-10,3.969580e-07,3.860710e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.000000e+03,2.928120e-01,6.838510e-01,4.094030e-09,4.141190e-11,1.674660e-10,6.522620e-01,1.212660e-16,9.138250e-11,6.573830e-13,7.517340e-13,2.686390e-07,1.738940e-01,2.580030e-07,8.386930e-04,1.949140e-05,3.519090e-06,1.728870e-01,1.243090e-08,7.212970e-06,2.511380e-05,1.077370e-09,6.905330e-07,6.233080e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.025000e+03,2.932480e-01,7.198090e-01,5.845640e-09,5.306560e-11,1.899750e-10,6.519870e-01,1.362940e-16,1.604260e-10,1.289020e-12,1.514650e-12,3.818540e-07,1.740430e-01,2.227370e-07,1.192040e-03,3.089500e-05,5.883230e-06,1.725940e-01,1.121530e-08,9.940350e-06,3.495300e-05,1.939260e-09,1.185020e-06,9.937030e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.050000e+03,2.938700e-01,7.584180e-01,8.274170e-09,6.758910e-11,2.148220e-10,6.516040e-01,1.527390e-16,2.779250e-10,2.488530e-12,3.003820e-12,5.383350e-07,1.742530e-01,1.930660e-07,1.678740e-03,4.835960e-05,9.694120e-06,1.721850e-01,1.013730e-08,1.358290e-05,4.819120e-05,3.440280e-09,2.007500e-06,1.564820e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.075000e+03,2.947490e-01,8.006290e-01,1.161310e-08,8.558160e-11,2.421470e-10,6.510730e-01,1.706650e-16,4.754600e-10,4.734730e-12,5.870370e-12,7.530760e-07,1.745450e-01,1.680070e-07,2.342780e-03,7.475620e-05,1.574230e-05,1.716170e-01,9.176070e-09,1.840410e-05,6.581390e-05,6.018190e-09,3.359430e-06,2.434620e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.100000e+03,2.959820e-01,8.476890e-01,1.616660e-08,1.077390e-10,2.720720e-10,6.503430e-01,1.901200e-16,8.038060e-10,8.887490e-12,1.132070e-11,1.045870e-06,1.749480e-01,1.467690e-07,3.240120e-03,1.141150e-04,2.518670e-05,1.708340e-01,8.313670e-09,2.472660e-05,8.900780e-05,1.038650e-08,5.557340e-06,3.743070e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.125000e+03,2.976970e-01,9.012200e-01,2.232720e-08,1.348620e-10,3.046940e-10,6.493510e-01,2.111200e-16,1.343920e-09,1.647830e-11,2.157560e-11,1.442810e-06,1.754990e-01,1.287090e-07,4.440750e-03,1.719690e-04,3.968100e-05,1.697660e-01,7.534440e-09,3.293750e-05,1.191560e-04,1.769370e-08,9.094760e-06,5.687030e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.150000e+03,3.000670e-01,9.632880e-01,3.059740e-08,1.678570e-10,3.400670e-10,6.480130e-01,2.336440e-16,2.224090e-09,3.021910e-11,4.071140e-11,1.978370e-06,1.762450e-01,1.133040e-07,6.030530e-03,2.557250e-04,6.150910e-05,1.683220e-01,6.824630e-09,4.349040e-05,1.578000e-04,2.976500e-08,1.473680e-05,8.538560e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.175000e+03,3.033110e-01,1.036470e+00,4.161450e-08,2.077350e-10,3.781790e-10,6.462280e-01,2.576030e-16,3.646600e-09,5.489790e-11,7.621470e-11,2.698200e-06,1.772440e-01,1.001250e-07,8.112300e-03,3.749780e-04,9.369800e-05,1.663910e-01,6.172100e-09,5.690010e-05,2.065480e-04,4.946790e-08,2.366490e-05,1.266640e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.200000e+03,3.077120e-01,1.123910e+00,5.617990e-08,2.555940e-10,4.189220e-10,6.438720e-01,2.828180e-16,5.929760e-09,9.897050e-11,1.419040e-10,3.663180e-06,1.785670e-01,8.881430e-08,1.080560e-02,5.416600e-04,1.400460e-04,1.638360e-01,5.566140e-09,7.372620e-05,2.669020e-04,8.125540e-08,3.770060e-05,1.855910e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.225000e+03,3.136190e-01,1.229300e+00,7.529110e-08,3.125840e-10,4.620550e-10,6.408010e-01,3.089780e-16,9.574210e-09,1.774230e-10,2.635200e-10,4.955110e-06,1.802940e-01,7.907540e-08,1.424400e-02,7.698260e-04,2.049710e-04,1.605010e-01,4.997380e-09,9.454130e-05,3.399910e-04,1.319660e-07,5.965290e-05,2.684680e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.250000e+03,3.214570e-01,1.356790e+00,1.001780e-07,3.798440e-10,5.071470e-10,6.368560e-01,3.355870e-16,1.536880e-08,3.169990e-10,4.896590e-10,6.684960e-06,1.825150e-01,7.065410e-08,1.856900e-02,1.074810e-03,2.930480e-04,1.562140e-01,4.457890e-09,1.198790e-04,4.261880e-04,2.119940e-07,9.386640e-05,3.831740e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.275000e+03,3.288550e-01,1.502560e+00,1.323790e-07,4.578270e-10,5.529930e-10,6.322340e-01,3.609990e-16,2.496600e-08,5.846900e-10,9.595580e-10,9.155880e-06,1.881340e-01,6.421230e-08,2.353260e-02,1.424210e-03,3.886040e-04,1.481670e-01,3.867930e-09,1.477690e-04,5.079370e-04,3.369670e-07,1.495130e-04,5.304530e-03,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.300000e+03,3.386480e-01,1.674490e+00,1.737240e-07,5.470870e-10,5.985580e-10,6.266120e-01,3.841870e-16,4.043820e-08,1.080510e-09,1.895790e-09,1.253870e-05,1.943810e-01,5.839160e-08,2.944010e-02,1.846700e-03,5.003440e-04,1.389630e-01,3.309980e-09,1.797590e-04,5.932230e-04,5.301630e-07,2.375180e-04,7.233460e-03,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.325000e+03,3.531530e-01,1.882130e+00,2.263750e-07,6.482780e-10,6.429890e-10,6.195870e-01,4.045800e-16,6.481920e-08,1.970270e-09,3.689930e-09,1.703280e-05,1.997510e-01,5.271790e-08,3.665110e-02,2.380750e-03,6.405530e-04,1.298950e-01,2.815840e-09,2.174640e-04,6.895440e-04,8.259070e-07,3.735060e-04,9.795180e-03,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.350000e+03,3.737550e-01,2.133040e+00,2.928700e-07,7.615250e-10,6.850500e-10,6.108410e-01,4.212530e-16,1.028560e-07,3.546550e-09,7.078860e-09,2.294940e-05,2.040800e-01,4.721140e-08,4.541310e-02,3.052190e-03,8.155450e-04,1.209580e-01,2.379110e-09,2.615820e-04,7.975560e-04,1.274360e-06,5.816000e-04,1.317480e-02,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.375000e+03,4.023130e-01,2.435940e+00,3.761050e-07,8.863740e-10,7.232020e-10,5.999830e-01,4.331700e-16,1.616240e-07,6.304440e-09,1.339140e-08,3.066420e-05,2.071770e-01,4.188630e-08,5.601270e-02,3.891930e-03,1.032820e-03,1.121370e-01,1.993800e-09,3.127820e-04,9.176870e-04,1.948150e-06,8.970410e-04,1.760500e-02,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.400000e+03,4.401110e-01,2.794710e+00,4.793900e-07,1.020660e-09,7.550790e-10,5.868120e-01,4.384410e-16,2.525330e-07,1.115630e-08,2.527850e-08,4.078380e-05,2.094330e-01,3.683030e-08,6.851950e-02,4.899430e-03,1.286480e-03,1.029300e-01,1.645370e-09,3.703160e-04,1.042290e-03,2.951560e-06,1.376080e-03,2.328760e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.425000e+03,4.771610e-01,3.155890e+00,6.077480e-07,1.151780e-09,7.738060e-10,5.737010e-01,4.285680e-16,4.054880e-07,2.098720e-08,5.253750e-08,5.590450e-05,2.157510e-01,3.253130e-08,8.047150e-02,5.705060e-03,1.429250e-03,8.967310e-02,1.269510e-09,4.210290e-04,1.096880e-03,4.433010e-06,2.169830e-03,2.951990e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.450000e+03,5.203910e-01,3.542530e+00,7.657020e-07,1.276380e-09,7.791550e-10,5.595680e-01,4.061580e-16,6.546220e-07,4.016760e-08,1.125400e-07,7.718800e-05,2.219780e-01,2.834140e-08,9.277780e-02,6.424060e-03,1.513750e-03,7.595650e-02,9.398850e-10,4.695740e-04,1.117020e-03,6.602080e-06,3.440830e-03,3.666950e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.475000e+03,5.703400e-01,3.948410e+00,9.590020e-07,1.385770e-09,7.691070e-10,5.446440e-01,3.713950e-16,1.063320e-06,7.831010e-08,2.488920e-07,1.074300e-04,2.276440e-01,2.424470e-08,1.049740e-01,6.989970e-03,1.526630e-03,6.237120e-02,6.640990e-10,5.136430e-04,1.100030e-03,9.752360e-06,5.491140e-03,4.462560e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.500000e+03,6.282110e-01,4.370500e+00,1.194200e-06,1.471120e-09,7.427610e-10,5.290370e-01,3.263280e-16,1.737860e-06,1.555000e-07,5.681280e-07,1.507150e-04,2.321690e-01,2.027520e-08,1.166030e-01,7.353880e-03,1.467240e-03,4.955680e-02,4.460360e-10,5.512380e-04,1.048190e-03,1.429200e-05,8.819360e-03,5.322590e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.525000e+03,6.969200e-01,4.813870e+00,1.478300e-06,1.525090e-09,7.006600e-10,5.125230e-01,2.747770e-16,2.854790e-06,3.137630e-07,1.333680e-06,2.128230e-04,2.348530e-01,1.650770e-08,1.273350e-01,7.501350e-03,1.349380e-03,3.809710e-02,2.843430e-10,5.810680e-04,9.687510e-04,2.078410e-05,1.424030e-02,6.231180e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.550000e+03,7.829880e-01,5.297480e+00,1.817700e-06,1.543390e-09,6.447170e-10,4.942730e-01,2.215300e-16,4.701000e-06,6.398080e-07,3.192960e-06,3.013720e-04,2.348460e-01,1.303500e-08,1.371220e-01,7.463120e-03,1.198040e-03,2.840520e-02,1.723790e-10,6.028550e-04,8.727070e-04,3.000040e-05,2.305420e-02,7.182150e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.575000e+03,8.997110e-01,5.858500e+00,2.215740e-06,1.525070e-09,5.776000e-10,4.725650e-01,1.710650e-16,7.724630e-06,1.306270e-06,7.687180e-06,4.251100e-04,2.310770e-01,9.937330e-09,1.463240e-01,7.312820e-03,1.041890e-03,2.064260e-02,9.988040e-11,6.173490e-04,7.721790e-04,4.299050e-05,3.725180e-02,8.190820e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.600000e+03,1.072780e+00,6.551270e+00,2.667980e-06,1.470770e-09,5.017020e-10,4.445810e-01,1.263930e-16,1.258600e-05,2.636270e-06,1.825490e-05,5.913040e-04,2.221550e-01,7.258450e-09,1.557630e-01,7.151090e-03,9.052320e-04,1.470930e-02,5.561460e-11,6.258070e-04,6.774180e-04,6.117300e-05,5.969780e-02,9.304560e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.625000e+03,1.352350e+00,7.436990e+00,3.153740e-06,1.378750e-09,4.181250e-10,4.063970e-01,8.862170e-17,2.018810e-05,5.183170e-06,4.183120e-05,8.000730e-04,2.062870e-01,5.000460e-09,1.666540e-01,7.083930e-03,8.035370e-04,1.031100e-02,2.973150e-11,6.287230e-04,5.943140e-04,8.645230e-05,9.420070e-02,1.060830e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.650000e+03,1.846470e+00,8.564070e+00,3.620470e-06,1.239460e-09,3.262750e-10,3.531810e-01,5.738660e-17,3.166990e-05,9.796840e-06,9.066560e-05,1.034780e-03,1.812860e-01,3.140480e-09,1.804480e-01,7.206410e-03,7.437430e-04,7.061690e-03,1.495060e-11,6.234930e-04,5.228430e-04,1.213690e-04,1.454060e-01,1.222280e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.675000e+03,2.843600e+00,9.946790e+00,3.950870e-06,1.029730e-09,2.248260e-10,2.794980e-01,3.186840e-17,4.837780e-05,1.764430e-05,1.833910e-04,1.246470e-03,1.446330e-01,1.661950e-09,1.986530e-01,7.598360e-03,7.277930e-04,4.574010e-03,6.596030e-12,6.000950e-04,4.555790e-04,1.692900e-04,2.185980e-01,1.429930e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.700000e+03,5.711598e+00,1.155726e+01,3.810439e-06,7.329638e-10,1.178997e-10,1.740738e-01,1.304297e-17,6.695277e-05,2.620870e-05,2.787436e-04,1.209475e-03,9.033709e-02,5.924167e-10,2.390518e-01,9.597029e-03,9.354619e-04,2.792231e-03,2.358574e-12,5.602543e-04,4.224288e-04,2.346556e-04,2.977946e-01,1.826154e-01,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.725000e+03,3.286639e+01,1.325284e+01,2.162533e-06,1.877399e-10,1.315616e-11,3.781582e-02,6.939320e-19,8.961459e-05,3.658289e-05,3.871620e-04,6.718016e-04,1.980054e-02,2.677591e-11,2.946405e-01,1.274803e-02,1.299169e-03,6.321217e-04,1.129524e-13,3.165054e-04,2.436150e-04,3.232795e-04,3.924263e-01,2.385668e-01,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.750000e+03,1.942250e+02,1.378820e+01,1.085590e-06,3.857890e-11,1.046760e-12,6.473410e-03,2.385280e-20,1.193070e-04,5.074890e-05,5.344290e-04,3.301740e-04,3.491340e-03,7.841760e-13,3.090570e-01,1.229400e-02,1.118110e-03,9.829130e-05,2.991220e-15,1.351180e-04,9.066070e-05,3.782370e-04,4.395170e-01,2.263110e-01,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.775000e+03,1.972541e+02,1.401884e+01,1.293096e-06,4.387126e-11,1.098703e-12,6.282319e-03,2.520213e-20,1.580130e-04,6.997860e-05,7.332801e-04,3.851643e-04,3.415866e-03,7.079388e-13,3.098935e-01,1.085971e-02,8.450158e-04,8.132528e-05,2.340561e-15,1.313289e-04,7.367544e-05,4.221792e-04,4.699682e-01,1.966792e-01,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.800000e+03,2.000000e+02,1.423040e+01,1.536450e-06,5.016650e-11,1.161980e-12,6.107700e-03,2.702090e-20,2.068960e-04,9.471720e-05,9.813020e-04,4.454930e-04,3.347870e-03,6.462170e-13,3.110750e-01,9.636020e-03,6.440190e-04,6.812100e-05,1.870600e-15,1.279370e-04,6.026930e-05,4.678240e-04,4.960990e-01,1.706370e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0316228,2.825000e+03,2.000000e+02,1.439130e+01,1.828760e-06,6.063360e-11,1.306900e-12,5.997730e-03,3.247960e-20,2.562790e-04,1.152130e-04,1.121960e-03,4.908630e-04,3.305500e-03,6.304050e-13,3.273430e-01,9.417140e-03,5.682640e-04,6.357490e-05,1.766300e-15,1.313440e-04,5.463920e-05,5.156550e-04,4.955770e-01,1.550400e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
